player,pos,team,games,fg,fg_att,fg_0019,fg_att_0019,fg_2029,fg_att_2029,fg_3039,fg_att_3039,fg_4049,fg_att_4049,fg_50,fg_att_50,xp,xp_att,site_pts,site_fppg,src_id,data_src,id,fg_50_att,fg_4049_att,fg_0039,fg_att_39,bye,opp,draft_rank,fg_pct,xp_pct,pct_owned,pos_rank,opp_def_rank,team_id,team_name,home_team_id,home_team,home_abbr,away_team_id,away_team,away_abbr,proj_type
Andy Borregales,K,NE,NA,1.78,2.33,0.02,NA,0.61,NA,0.51,NA,0.43,NA,0.22,NA,2.22,1.94,8.46,NA,56311,FanDuel,17220,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,11,19,New England Patriots,3,Baltimore Ravens,BAL,19,New England Patriots,NE,WEEKLY
Brandon McManus,K,GB,NA,1.63,2.81,0.04,NA,0.44,NA,0.5,NA,0.53,NA,0.11,NA,2.77,1.89,8.38,NA,52489,FanDuel,11947,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,15,12,Green Bay Packers,6,Chicago Bears,CHI,12,Green Bay Packers,GB,WEEKLY
Cam Little,K,JAC,NA,1.73,1.97,0.07,NA,0.54,NA,0.48,NA,0.38,NA,0.29,NA,1.95,2.05,8.19,NA,55987,FanDuel,16680,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,7,15,Jacksonville Jaguars,10,Denver Broncos,DEN,15,Jacksonville Jaguars,JAC,WEEKLY
Cairo Santos,K,CHI,NA,1.7,2.68,0.02,NA,0.56,NA,0.52,NA,0.52,NA,0.04,NA,2.58,2.22,8.16,NA,52487,FanDuel,11945,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,14,6,Chicago Bears,6,Chicago Bears,CHI,12,Green Bay Packers,GB,WEEKLY
Jason Myers,K,SEA,NA,1.79,2.26,0,NA,0.7,NA,0.5,NA,0.41,NA,0.14,NA,2.19,2.06,8.13,NA,52814,FanDuel,12437,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,4,28,Seattle Seahawks,28,Seattle Seahawks,SEA,33,Los Angeles Rams,LA,WEEKLY
Charlie Smyth,K,NO,NA,1.8,2.22,0,NA,0.49,NA,0.8,NA,0.4,NA,0.09,NA,2.16,2.26,8.08,NA,56576,FanDuel,17424,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,27,20,New Orleans Saints,20,New Orleans Saints,NO,22,New York Jets,NYJ,WEEKLY
Chad Ryland,K,ARI,NA,1.66,2.34,0,NA,0.53,NA,0.49,NA,0.42,NA,0.18,NA,2.28,2.32,7.92,NA,55627,FanDuel,16292,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26,19,1,Arizona Cardinals,1,Arizona Cardinals,ARI,2,Atlanta Falcons,ATL,WEEKLY
Joey Slye,K,TEN,NA,1.72,1.68,0.02,NA,0.42,NA,0.64,NA,0.39,NA,0.28,NA,1.68,1.93,7.88,NA,54202,FanDuel,14600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,12,31,Tennessee Titans,31,Tennessee Titans,TEN,16,Kansas City Chiefs,KC,WEEKLY
Jake Moody,K,WSH,NA,1.6,2.02,0.06,NA,0.48,NA,0.42,NA,0.4,NA,0.24,NA,1.98,1.83,7.66,NA,55704,FanDuel,16286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28,6,32,Washington Commanders,32,Washington Commanders,WSH,24,Philadelphia Eagles,PHI,WEEKLY
Andre Szmyt,K,CLE,NA,1.57,1.63,0.02,NA,0.52,NA,0.39,NA,0.48,NA,0.14,NA,1.59,1.9,7,NA,56310,FanDuel,16419,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29,18,8,Cleveland Browns,8,Cleveland Browns,CLE,4,Buffalo Bills,BUF,WEEKLY
Younghoe Koo,K,NYG,NA,1.45,2.02,0,NA,0.36,NA,0.62,NA,0.36,NA,0.15,NA,1.87,2.08,7,NA,53464,FanDuel,13403,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29,10,21,New York Giants,21,New York Giants,NYG,18,Minnesota Vikings,MIN,WEEKLY
Harrison Mevis,K,LA,NA,1.32,2.33,0.02,NA,0.3,NA,0.43,NA,0.43,NA,0.15,NA,2.27,1.43,6.99,NA,56286,FanDuel,16843,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,1,33,Los Angeles Rams,28,Seattle Seahawks,SEA,33,Los Angeles Rams,LA,WEEKLY
Blake Grupe,K,IND,NA,1.32,2.4,0,NA,0.39,NA,0.51,NA,0.29,NA,0.16,NA,2.29,1.69,6.95,NA,55655,FanDuel,16444,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,23,14,Indianapolis Colts,14,Indianapolis Colts,IND,27,San Francisco 49ers,SF,WEEKLY
Daniel Carlson,K,LV,NA,1.48,1.66,0,NA,0.45,NA,0.49,NA,0.32,NA,0.21,NA,1.63,1.76,6.78,NA,53818,FanDuel,13718,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,2,35,Las Vegas Raiders,13,Houston Texans,HOU,35,Las Vegas Raiders,LV,WEEKLY
