player,pos,team,games,pass_att,pass_comp,pass_yds,pass_yds_g,pass_tds,pass_int,pass_rate,rush_att,rush_yds,rush_avg,rush_tds,fumbles_lost,site_pts,site_fppg,src_id,data_src,id,bye,opp,curr_site_pts,draft_rank,pass_comp_pct,pct_owned,fumble_TD,rec,rec_tgt,rec_yds,rec_tds,pos_rank,overall_rank,opp_def_rank,team_id,team_name,home_team_id,home_team,home_abbr,away_team_id,away_team,away_abbr,proj_type
Josh Johnson,QB,WSH,NA,0,0,0,NA,0,0,NA,0,0,NA,0,NA,0,NA,38,FanDuel,9207,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,50,357,10,32,Washington Commanders,18,Minnesota Vikings,MIN,32,Washington Commanders,WSH,WEEKLY
Jarrett Stidham,QB,DEN,NA,0,0,0,NA,0,0,NA,0,0,NA,0,NA,0,NA,54313,FanDuel,14063,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,50,357,23,10,Denver Broncos,35,Las Vegas Raiders,LV,10,Denver Broncos,DEN,WEEKLY
Kenny Pickett,QB,LV,NA,0,0,0,NA,0,0,NA,0,0,NA,0,NA,0,NA,55275,FanDuel,15692,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,50,357,5,35,Las Vegas Raiders,35,Las Vegas Raiders,LV,10,Denver Broncos,DEN,WEEKLY
Aidan O'Connell,QB,LV,NA,0,0,0,NA,0,0,NA,0,0,NA,0,NA,0,NA,55771,FanDuel,16159,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,50,357,5,35,Las Vegas Raiders,35,Las Vegas Raiders,LV,10,Denver Broncos,DEN,WEEKLY
Jake Browning,QB,CIN,NA,0,0,0,NA,0,0,NA,0,0,NA,0,NA,0,NA,55706,FanDuel,14358,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,50,357,12,7,Cincinnati Bengals,4,Buffalo Bills,BUF,7,Cincinnati Bengals,CIN,WEEKLY
Jimmy Garoppolo,QB,LA,NA,0,0,0,NA,0,0,NA,0,0,NA,0,NA,0,NA,52645,FanDuel,11760,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,50,357,22,33,Los Angeles Rams,1,Arizona Cardinals,ARI,33,Los Angeles Rams,LA,WEEKLY
Kyler Murray,QB,ARI,NA,0,0,0,NA,0,0,NA,0,0,NA,0,NA,0,NA,54125,FanDuel,14056,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,50,357,3,1,Arizona Cardinals,1,Arizona Cardinals,ARI,33,Los Angeles Rams,LA,WEEKLY
Stetson Bennett,QB,LA,NA,0,0,0,NA,0,0,NA,0,0,NA,0,NA,0,NA,56548,FanDuel,16153,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,50,357,22,33,Los Angeles Rams,1,Arizona Cardinals,ARI,33,Los Angeles Rams,LA,WEEKLY
Sam Howell,QB,PHI,NA,0,0,0,NA,0,0,NA,0,0,NA,0,NA,0,NA,55563,FanDuel,15693,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,50,357,9,24,Philadelphia Eagles,34,Los Angeles Chargers,LAC,24,Philadelphia Eagles,PHI,WEEKLY
Tanner McKee,QB,PHI,NA,0,0,0,NA,0,0,NA,0,0,NA,0,NA,0,NA,56228,FanDuel,15702,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,50,357,9,24,Philadelphia Eagles,34,Los Angeles Chargers,LAC,24,Philadelphia Eagles,PHI,WEEKLY
