player,pos,team,games,rush_att,rush_yds,rush_avg,rush_tds,rec_tgt,rec,rec_yds,rec_yds_g,rec_avg,rec_tds,fumbles_lost,site_pts,site_fppg,src_id,data_src,id,bye,opp,curr_site_pts,draft_rank,misc_tds,misc_yds,pct_owned,return_tds,pass_comp,pass_att,pass_yds,pass_tds,pass_int,pos_rank,overall_rank,opp_def_rank,team_id,team_name,home_team_id,home_team,home_abbr,away_team_id,away_team,away_abbr,proj_type
Cody Schrader,RB,JAC,NA,1.8,7.5,NA,0.1,NA,0.2,1.6,NA,NA,0,0,1.5,NA,26216,FantasyPros,16600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Emanuel Wilson,RB,GB,NA,1.9,8,NA,0.1,NA,0.2,1.7,NA,NA,0,0,1.4,NA,25885,FantasyPros,16432,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jeremy McNichols,RB,WAS,NA,2.3,7.2,NA,0.1,NA,0.2,1.4,NA,NA,0,0,1.4,NA,16445,FantasyPros,13143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brashard Smith,RB,KC,NA,1.4,6.5,NA,0.1,NA,0.3,2.6,NA,NA,0,0,1.4,NA,27259,FantasyPros,17049,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Isaiah Davis,RB,NYJ,NA,1.4,7.4,NA,0,NA,0.4,3.2,NA,NA,0,0,1.3,NA,25977,FantasyPros,16752,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sean Tucker,RB,TB,NA,1.6,7,NA,0.1,NA,0.2,2,NA,NA,0,0,1.3,NA,23679,FantasyPros,16166,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Trevor Etienne,RB,CAR,NA,1.2,7.2,NA,0.1,NA,0.1,1.2,NA,NA,0,0,1.2,NA,25393,FantasyPros,17056,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Emari Demercado,RB,ARI,NA,1,7.8,NA,0,NA,0.3,1.6,NA,NA,0,0,1.2,NA,25654,FantasyPros,16385,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hassan Haskins,RB,LAC,NA,1.2,3.7,NA,0.1,NA,0.3,2.5,NA,NA,0,0.1,1.2,NA,23798,FantasyPros,15720,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alec Ingold,RB,MIA,NA,0.5,1.4,NA,0.1,NA,0.6,4.6,NA,NA,0,0,1,NA,18571,FantasyPros,14420,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jaylen Wright,RB,MIA,NA,0,6.6,NA,0,NA,0.2,2,NA,NA,0,0,1,NA,25987,FantasyPros,16610,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Zonovan Knight,RB,ARI,NA,1,5.8,NA,0.1,NA,0.1,0.6,NA,NA,0,0,0.9,NA,24901,FantasyPros,15727,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jordan James,RB,SF,NA,1,5.2,NA,0.1,NA,0.1,0.9,NA,NA,0,0,0.9,NA,27310,FantasyPros,17055,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hunter Luepke,RB,DAL,NA,0.6,2.3,NA,0.1,NA,0.3,2.8,NA,NA,0,0,0.9,NA,25941,FantasyPros,16391,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Andrew Beck,RB,NYJ,NA,0.2,0.2,NA,0.1,NA,0.3,1.4,NA,NA,0,0,0.8,NA,18748,FantasyPros,14319,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tyler Goodson,RB,IND,NA,1.1,4.2,NA,0,NA,0.1,0.9,NA,NA,0,0,0.7,NA,22976,FantasyPros,15730,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Raheem Mostert,RB,LV,NA,0.8,2.6,NA,0,NA,0.2,1.2,NA,NA,0,0,0.7,NA,14338,FantasyPros,12447,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jarquez Hunter,RB,LAR,NA,0.9,3.7,NA,0,NA,0.1,0.5,NA,NA,0,0,0.7,NA,24335,FantasyPros,17064,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kalel Mullings,RB,TEN,NA,0,3.8,NA,0,NA,0.1,1.1,NA,NA,0,0,0.6,NA,27045,FantasyPros,17050,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
George Holani,RB,SEA,NA,0,5.2,NA,0,NA,0.1,1.2,NA,NA,0,0,0.6,NA,22915,FantasyPros,16608,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jaleel McLaughlin,RB,DEN,NA,0,2.5,NA,0,NA,0.3,2,NA,NA,0,0,0.6,NA,25876,FantasyPros,16390,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Elijah Mitchell,RB,KC,NA,0.9,2.9,NA,0.1,NA,0.1,0.1,NA,NA,0,0,0.6,NA,22813,FantasyPros,15263,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tahj Brooks,RB,CIN,NA,0.6,2.7,NA,0,NA,0.1,0.6,NA,NA,0,0,0.6,NA,26212,FantasyPros,17058,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dylan Laube,RB,LV,NA,0.8,3.2,NA,0.1,NA,0.1,0.8,NA,NA,0,0.1,0.6,NA,26194,FantasyPros,16613,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rasheen Ali,RB,BAL,NA,0.7,2.9,NA,0,NA,0,0.4,NA,NA,0,0,0.5,NA,25983,FantasyPros,16746,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Craig Reynolds,RB,DET,NA,0,1.5,NA,0,NA,0.1,0.6,NA,NA,0,0,0.2,NA,19074,FantasyPros,14727,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Scott Matlock,RB,LAC,NA,0,0,NA,0,NA,0.1,0.9,NA,NA,0,0,0.1,NA,25567,FantasyPros,16335,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sione Vaki,RB,DET,NA,0,0.7,NA,0,NA,0.1,0.6,NA,NA,0,0,0.1,NA,26309,FantasyPros,16678,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Reggie Gilliam,RB,BUF,NA,0.4,1,NA,0,NA,0,0.2,NA,NA,0,0,0.1,NA,19844,FantasyPros,15103,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Raheim Sanders,RB,CLE,NA,0,0.8,NA,0,NA,0,0.3,NA,NA,0,0,0.1,NA,24351,FantasyPros,17062,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Robbie Ouzts,RB,SEA,NA,0,0,NA,0,NA,0.1,0.8,NA,NA,0,0,0.1,NA,27473,FantasyPros,17215,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Derrick Henry,RB,BAL,NA,19.4,104.5,NA,0.9,1.1,1.1,9.7,NA,NA,0.1,0.1,17.16,NA,12042,FleaFlicker,12626,7,CLESun 1:00 PM,NA,RB3,1,114.2,99%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Josh Jacobs,RB,GB,NA,18.5,86.4,NA,0.9,2.3,2.3,19.2,NA,NA,0.1,0.1,16.06,NA,14673,FleaFlicker,14073,5,WASW 27-18,16.06,RB8,0.9,105.6,98%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Christian McCaffrey,RB,SF,NA,15.4,81.5,NA,0.5,4.1,4.1,33.9,NA,NA,0.2,0.1,15.66,NA,12892,FleaFlicker,13130,4,@NOSun 1:00 PM,NA,RB6,0.7,115.3,99%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Saquon Barkley,RB,PHI,NA,18.6,94.7,NA,0.6,2.5,2.5,18,NA,NA,0.1,0.1,15.53,NA,13778,FleaFlicker,13604,9,@KCSun 4:25 PM,NA,RB4,0.7,112.6,99%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jahmyr Gibbs,RB,DET,NA,12.8,73.4,NA,0.7,3.6,3.6,28.2,NA,NA,0.2,0.1,15.22,NA,17612,FleaFlicker,16162,8,CHISun 1:00 PM,NA,RB2,0.9,101.6,98%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kyren Williams,RB,LAR,NA,19,84.6,NA,0.8,2.1,2.1,13.2,NA,NA,0.1,0.1,15.19,NA,17004,FleaFlicker,15710,8,@TENSun 1:00 PM,NA,RB10,0.9,97.7,98%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
De'Von Achane,RB,MIA,NA,12,66.1,NA,0.5,4.2,4.2,31.2,NA,NA,0.4,0.1,14.79,NA,17617,FleaFlicker,16167,2,NESun 1:00 PM,NA,RB11,0.9,97.3,98%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chase Brown,RB,CIN,NA,15.5,70.1,NA,0.6,3.5,3.5,25,NA,NA,0.2,0.1,14.23,NA,17756,FleaFlicker,16181,0,JACSun 1:00 PM,NA,RB12,0.8,95.1,98%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bijan Robinson,RB,ATL,NA,15.3,68,NA,0.6,3.7,3.7,29.2,NA,NA,0.2,0.1,14.06,NA,17603,FleaFlicker,16161,5,@MINSun 8:20 PM,NA,RB1,0.8,97.2,98%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bucky Irving,RB,TB,NA,15.9,76.5,NA,0.6,2.8,2.8,20.8,NA,NA,0.1,0.1,13.74,NA,18479,FleaFlicker,16598,9,@HOUMon 7:00 PM,NA,RB9,0.7,97.2,97%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ashton Jeanty,RB,LV,NA,15.7,71.8,NA,0.6,3,3,24.1,NA,NA,0.1,0.1,13.73,NA,19247,FleaFlicker,17042,8,LACMon 10:00 PM,NA,RB5,0.7,95.9,96%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jonathan Taylor,RB,IND,NA,18.9,82.2,NA,0.5,2.2,2.2,15.7,NA,NA,0.1,0.1,13.39,NA,15604,FleaFlicker,14802,1,DENSun 4:05 PM,NA,RB7,0.6,97.9,98%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
James Cook,RB,BUF,NA,14.5,68,NA,0.7,2.1,2.1,17.8,NA,NA,0.1,0.1,12.98,NA,16839,FleaFlicker,15715,7,@NYJSun 1:00 PM,NA,RB13,0.8,85.9,98%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
James Conner,RB,ARI,NA,13.7,67.9,NA,0.6,2.7,2.7,19.7,NA,NA,0.2,0.1,12.96,NA,12951,FleaFlicker,13146,8,CARSun 4:05 PM,NA,RB20,0.7,87.6,97%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chuba Hubbard,RB,CAR,NA,15.7,70.6,NA,0.6,2.9,2.9,16.8,NA,NA,0.1,0.1,12.64,NA,16361,FleaFlicker,15261,4,@ARISun 4:05 PM,NA,RB19,0.7,87.4,97%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tony Pollard,RB,TEN,NA,17.1,75.4,NA,0.4,2.8,2.8,18.7,NA,NA,0.1,0.1,11.83,NA,14759,FleaFlicker,14085,0,LARSun 1:00 PM,NA,RB21,0.4,94.1,95%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Breece Hall,RB,NYJ,NA,14,64,NA,0.3,3.1,3.1,27.1,NA,NA,0.1,0.1,11.67,NA,16834,FleaFlicker,15708,9,BUFSun 1:00 PM,NA,RB15,0.5,91.2,98%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Javonte Williams,RB,DAL,NA,14.7,61.8,NA,0.6,2.8,2.8,17.5,NA,NA,0.1,0.1,11.59,NA,16282,FleaFlicker,15256,0,NYGSun 1:00 PM,NA,RB31,0.6,79.3,93%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Omarion Hampton,RB,LAC,NA,13.7,61,NA,0.5,2,2,17.3,NA,NA,0.1,0.1,11.37,NA,19248,FleaFlicker,17044,2,@LVMon 10:00 PM,NA,RB14,0.6,78.3,95%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alvin Kamara,RB,NO,NA,12.7,54.8,NA,0.4,3.9,3.9,27.4,NA,NA,0.1,0.1,10.94,NA,12965,FleaFlicker,13132,1,SFSun 1:00 PM,NA,RB18,0.5,82.1,98%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tyrone Tracy,RB,NYG,NA,12.6,61.8,NA,0.3,2.5,2.5,20.6,NA,NA,0.1,0.1,10.8,NA,18534,FleaFlicker,16747,4,@DALSun 1:00 PM,NA,RB32,0.5,82.4,92%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D'Andre Swift,RB,CHI,NA,14.6,62.8,NA,0.4,2.6,2.6,19.8,NA,NA,0.1,0.1,10.74,NA,15601,FleaFlicker,14797,5,@DETSun 1:00 PM,NA,RB24,0.4,82.6,96%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
David Montgomery,RB,DET,NA,12.7,52.4,NA,0.6,1.8,1.8,14.8,NA,NA,0,0.1,10.6,NA,14716,FleaFlicker,14071,8,CHISun 1:00 PM,NA,RB25,0.7,67.2,96%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Travis Etienne,RB,JAC,NA,12.6,60.3,NA,0.3,3,3,22.6,NA,NA,0.1,0.1,10.52,NA,16241,FleaFlicker,15253,8,@CINSun 1:00 PM,NA,RB23,0.4,82.8,94%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jordan Mason,RB,MIN,NA,14.2,69.2,NA,0.4,1.2,1.2,8.9,NA,NA,0.1,0.1,10.39,NA,17167,FleaFlicker,15972,6,ATLSun 8:20 PM,NA,RB27,0.5,78.2,90%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jaylen Warren,RB,PIT,NA,11.6,53.3,NA,0.3,3.3,3.3,22.9,NA,NA,0.1,0.1,9.62,NA,17137,FleaFlicker,15742,5,SEASun 1:00 PM,NA,RB35,0.4,76.2,92%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
J.K. Dobbins,RB,DEN,NA,11.5,56,NA,0.4,2,2,11.3,NA,NA,0.1,0.1,9.57,NA,15555,FleaFlicker,14800,2,@INDSun 4:05 PM,NA,RB34,0.5,67.2,91%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nick Chubb,RB,HOU,NA,14.2,56,NA,0.5,1.1,1.1,8.4,NA,NA,0.1,0.1,9.52,NA,13802,FleaFlicker,13610,6,TBMon 7:00 PM,NA,RB42,0.5,64.4,84%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aaron Jones,RB,MIN,NA,9.6,48,NA,0.3,2.7,2.7,20.7,NA,NA,0.2,0.1,9.33,NA,13111,FleaFlicker,13319,6,ATLSun 8:20 PM,NA,RB28,0.4,68.7,96%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TreVeyon Henderson,RB,NE,NA,9.7,47.7,NA,0.3,2.4,2.4,18.8,NA,NA,0.1,0.1,8.97,NA,19272,FleaFlicker,17043,4,@MIASun 1:00 PM,NA,RB16,0.4,66.5,94%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Zach Charbonnet,RB,SEA,NA,11.3,45.3,NA,0.4,2.2,2.2,15.9,NA,NA,0,0.1,8.7,NA,17667,FleaFlicker,16169,8,@PITSun 1:00 PM,NA,RB29,0.5,61.2,89%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kenneth Walker,RB,SEA,NA,10.4,42.1,NA,0.3,2.6,2.6,17.8,NA,NA,0.1,0.1,8.5,NA,16890,FleaFlicker,15711,8,@PITSun 1:00 PM,NA,RB17,0.4,60,97%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dylan Sampson,RB,CLE,NA,11.7,42.3,NA,0.3,2.5,2.5,19.9,NA,NA,0.1,0.1,8.42,NA,19359,FleaFlicker,17047,9,@BALSun 1:00 PM,NA,RB37,0.4,62.2,71%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rhamondre Stevenson,RB,NE,NA,11,45.5,NA,0.4,1.5,1.5,9.8,NA,NA,0.1,0.1,8.11,NA,16339,FleaFlicker,15259,4,@MIASun 1:00 PM,NA,RB41,0.5,55.4,83%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jacory Croskey-Merritt,RB,WAS,NA,10.6,46,NA,0.4,1.3,1.3,10.2,NA,NA,0.1,0.1,8,NA,19509,FleaFlicker,17256,2,@GBL 18-27,8,RB30,0.4,56.1,84%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Isiah Pacheco,RB,KC,NA,10.7,43.8,NA,0.3,2,2,11.9,NA,NA,0.1,0.1,7.35,NA,17029,FleaFlicker,15749,0,PHISun 4:25 PM,NA,RB26,0.3,55.7,94%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Trey Benson,RB,ARI,NA,9.4,50.5,NA,0.2,1.1,1.1,9,NA,NA,0,0,7.31,NA,18442,FleaFlicker,16594,8,CARSun 4:05 PM,NA,RB38,0.2,59.5,78%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RJ Harvey,RB,DEN,NA,8.6,38.7,NA,0.2,1.5,1.5,12,NA,NA,0.1,0.1,6.81,NA,19290,FleaFlicker,17068,2,@INDSun 4:05 PM,NA,RB22,0.3,50.7,92%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kareem Hunt,RB,KC,NA,8.9,32,NA,0.3,1.7,1.7,10.5,NA,NA,0.1,0,6.71,NA,12934,FleaFlicker,13138,0,PHISun 4:25 PM,NA,RB62,0.4,42.5,50%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kenneth Gainwell,RB,PIT,NA,9,32.6,NA,0.3,1.9,1.9,12,NA,NA,0,0,6.26,NA,16480,FleaFlicker,15255,5,SEASun 1:00 PM,NA,RB73,0.3,44.6,32%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bhayshul Tuten,RB,JAC,NA,7.1,29.4,NA,0.2,0.9,0.9,8.5,NA,NA,0.1,0.1,5.31,NA,19349,FleaFlicker,17052,8,@CINSun 1:00 PM,NA,RB39,0.3,37.9,61%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brian Robinson,RB,SF,NA,7.4,29.5,NA,0.2,0.7,0.7,5.5,NA,NA,0,0.1,5.06,NA,16875,FleaFlicker,15716,4,@NOSun 1:00 PM,NA,RB43,0.3,35.1,83%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ollie Gordon,RB,MIA,NA,6.4,28.4,NA,0.2,0.9,0.9,7.1,NA,NA,0,0.1,4.89,NA,19380,FleaFlicker,17059,2,NESun 1:00 PM,NA,RB46,0.2,35.5,52%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Najee Harris,RB,LAC,NA,7.5,26.9,NA,0.2,1.1,1.1,7.8,NA,NA,0,0,4.81,NA,16246,FleaFlicker,15254,2,@LVMon 10:00 PM,NA,RB45,0.2,34.7,81%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jerome Ford,RB,CLE,NA,6,26.8,NA,0.1,1.4,1.4,9.2,NA,NA,0.1,0,4.76,NA,16974,FleaFlicker,15713,9,@BALSun 1:00 PM,NA,RB47,0.2,36,66%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rachaad White,RB,TB,NA,6.1,22.2,NA,0.1,1.7,1.7,12.3,NA,NA,0.1,0.1,4.71,NA,16882,FleaFlicker,15721,9,@HOUMon 7:00 PM,NA,RB51,0.2,34.5,72%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tyler Allgeier,RB,ATL,NA,6.8,29.9,NA,0.2,0.6,0.6,4.2,NA,NA,0,0,4.7,NA,16993,FleaFlicker,15712,5,@MINSun 8:20 PM,NA,RB48,0.2,34.2,65%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cam Skattebo,RB,NYG,NA,5.2,23.2,NA,0.2,1.1,1.1,9.4,NA,NA,0.1,0.1,4.55,NA,19361,FleaFlicker,17045,4,@DALSun 1:00 PM,NA,RB40,0.2,32.6,80%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Justice Hill,RB,BAL,NA,4.2,15.8,NA,0.1,2,2,16.3,NA,NA,0.1,0,4.47,NA,14767,FleaFlicker,14086,7,CLESun 1:00 PM,NA,RB84,0.2,32.1,30%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rico Dowdle,RB,CAR,NA,4.8,20.8,NA,0.1,1.6,1.6,10.2,NA,NA,0.1,0,4.08,NA,15904,FleaFlicker,14823,4,@ARISun 4:05 PM,NA,RB61,0.2,31.1,58%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ray Davis,RB,BUF,NA,6.2,23,NA,0.2,0.4,0.4,3.7,NA,NA,0.1,0,4.01,NA,18460,FleaFlicker,16603,7,@NYJSun 1:00 PM,NA,RB49,0.2,26.7,66%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Braelon Allen,RB,NYJ,NA,6.3,22.7,NA,0.2,0.7,0.7,5.6,NA,NA,0,0,4.01,NA,18456,FleaFlicker,16596,9,BUFSun 1:00 PM,NA,RB36,0.2,28.3,73%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kendre Miller,RB,NO,NA,6.2,24,NA,0.1,0.7,0.7,5.2,NA,NA,0,0,3.9,NA,17661,FleaFlicker,16171,1,SFSun 1:00 PM,NA,RB66,0.2,29.1,32%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Quinshon Judkins,RB,CLE,NA,5,20.2,NA,0.2,0.9,0.9,7.3,NA,NA,0,0.1,3.73,NA,19303,FleaFlicker,17051,9,@BALSun 1:00 PM,NA,RB59,0.2,27.5,81%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Miles Sanders,RB,DAL,NA,5.2,20.8,NA,0.1,1,1,6.2,NA,NA,0.1,0.1,3.68,NA,14745,FleaFlicker,14079,0,NYGSun 1:00 PM,NA,RB69,0.2,26.9,26%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
