team,dst_int,dst_safety,dst_sacks,dst_tackles,dst_fum_rec,dst_fum_force,dst_td,dst_pts_allowed,dst_pts_allowed_g,dst_pass_yds_allowed,dst_rush_yds_allowed,dst_yds_allowed,dst_avg_yds_allowed,site_pts,site_fppg,data_src,id,pos,src_id,player,dst_fumbles,bye,opp,curr_site_pts,draft_rank,idp_solo,pct_owned,return_tds,pos_rank,team_id,team_name,home_team_id,home_team,home_abbr,away_team_id,away_team,away_abbr,proj_type,fumblesRecovered,opponentOffensiveRank
NE,1,NA,2,63,0,NA,0,365,NA,NA,NA,365,NA,NA,NA,ESPN,0504,DST,-16017,Patriots D/ST,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IND,1,NA,3,66,1,NA,0,352,NA,NA,NA,352,NA,NA,NA,ESPN,0502,DST,-16011,Colts D/ST,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PHI,1,NA,2,58,1,NA,0,335,NA,NA,NA,335,NA,NA,NA,ESPN,0518,DST,-16021,Eagles D/ST,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUF,1,NA,3,61,1,NA,0,333,NA,NA,NA,333,NA,NA,NA,ESPN,0501,DST,-16002,Bills D/ST,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NYJ,1,NA,2,64,0,NA,0,354,NA,NA,NA,354,NA,NA,NA,ESPN,0505,DST,-16020,Jets D/ST,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NYG,1,NA,2,63,1,NA,0,328,NA,NA,NA,328,NA,NA,NA,ESPN,0517,DST,-16019,Giants D/ST,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TB,1,NA,3,60,1,NA,0,325,NA,NA,NA,325,NA,NA,NA,ESPN,0525,DST,-16027,Buccaneers D/ST,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ARI,1,NA,2,61,0,NA,0,321,NA,NA,NA,321,NA,NA,NA,ESPN,0519,DST,-16022,Cardinals D/ST,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KCC,1,NA,2,59,0,NA,0,337,NA,NA,NA,337,NA,NA,NA,ESPN,0512,DST,-16012,Chiefs D/ST,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LAR,1,NA,2,62,1,NA,0,321,NA,NA,NA,321,NA,NA,NA,ESPN,0528,DST,-16014,Rams D/ST,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
JAC,1,NA,2,61,1,NA,0,343,NA,NA,NA,343,NA,NA,NA,ESPN,0509,DST,-16030,Jaguars D/ST,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SF,1,NA,2,63,1,NA,0,357,NA,NA,NA,357,NA,NA,NA,ESPN,0530,DST,-16025,49ers D/ST,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LAC,1,NA,3,63,0,NA,0,335,NA,NA,NA,335,NA,NA,NA,ESPN,0514,DST,-16024,Chargers D/ST,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DAL,1,NA,3,62,0,NA,0,353,NA,NA,NA,353,NA,NA,NA,ESPN,0516,DST,-16006,Cowboys D/ST,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MIA,1,NA,2,63,0,NA,0,336,NA,NA,NA,336,NA,NA,NA,ESPN,0503,DST,-16015,Dolphins D/ST,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TEN,1,NA,2,60,0,NA,0,337,NA,NA,NA,337,NA,NA,NA,ESPN,0508,DST,-16010,Titans D/ST,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CLE,1,NA,3,60,0,NA,0,309,NA,NA,NA,309,NA,NA,NA,ESPN,0507,DST,-16005,Browns D/ST,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WAS,1,NA,2,60,0,NA,0,370,NA,NA,NA,370,NA,NA,NA,ESPN,0520,DST,-16028,Commanders D/ST,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NO,1,NA,2,61,0,NA,0,330,NA,NA,NA,330,NA,NA,NA,ESPN,0529,DST,-16018,Saints D/ST,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CIN,1,NA,2,64,0,NA,0,379,NA,NA,NA,379,NA,NA,NA,ESPN,0506,DST,-16004,Bengals D/ST,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LV,1,NA,2,63,0,NA,0,336,NA,NA,NA,336,NA,NA,NA,ESPN,0513,DST,-16013,Raiders D/ST,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAR,1,NA,2,61,0,NA,0,369,NA,NA,NA,369,NA,NA,NA,ESPN,0527,DST,-16029,Panthers D/ST,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,1,0.1,3.4,NA,0.6,1.1,0.2,18.7,NA,NA,NA,311.8,NA,9,NA,FantasyPros,0522,DST,8100,Detroit Lions,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0.9,0.1,3.4,NA,0.7,1.3,0.2,16.9,NA,NA,NA,290.9,NA,8.8,NA,FantasyPros,0524,DST,8170,Minnesota Vikings,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0.9,0,3.7,NA,0.6,0.9,0.2,19.9,NA,NA,NA,304.8,NA,8.7,NA,FantasyPros,0507,DST,8070,Cleveland Browns,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0.7,0,3,NA,0.6,0.9,0.2,16.1,NA,NA,NA,282.3,NA,7.7,NA,FantasyPros,0519,DST,8000,Arizona Cardinals,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0.8,0,2.6,NA,0.6,1.1,0.2,18.6,NA,NA,NA,324.6,NA,7.6,NA,FantasyPros,0528,DST,8280,Los Angeles Rams,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0.7,0,3.2,NA,0.8,1.4,0.2,20.4,NA,NA,NA,318.5,NA,7.3,NA,FantasyPros,0501,DST,8030,Buffalo Bills,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,1,0,3,NA,0.6,0.9,0.2,20.2,NA,NA,NA,332.1,NA,7,NA,FantasyPros,0502,DST,8130,Indianapolis Colts,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0.8,0,1.9,NA,0.6,1.1,0.2,19.3,NA,NA,NA,322.8,NA,6.8,NA,FantasyPros,0518,DST,8230,Philadelphia Eagles,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0.8,0,2.8,NA,0.6,1,0.2,23,NA,NA,NA,326.2,NA,6.4,NA,FantasyPros,0525,DST,8290,Tampa Bay Buccaneers,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0.8,0.1,2.6,NA,0.5,0.6,0.2,20.7,NA,NA,NA,330.2,NA,6.3,NA,FantasyPros,0515,DST,8260,Seattle Seahawks,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0.6,0,2.7,NA,0.7,1,0.2,23.4,NA,NA,NA,328.4,NA,6.2,NA,FantasyPros,0516,DST,8080,Dallas Cowboys,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0.7,0,2.7,NA,0.6,0.9,0.2,21.1,NA,NA,NA,318.1,NA,6.1,NA,FantasyPros,0517,DST,8200,New York Giants,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0.7,0,2.9,NA,0.5,0.6,0.1,20.1,NA,NA,NA,324.2,NA,6.1,NA,FantasyPros,0529,DST,8190,New Orleans Saints,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0.5,0,3.1,NA,0.5,0.9,0.1,23.7,NA,NA,NA,317.1,NA,6.1,NA,FantasyPros,0511,DST,8090,Denver Broncos,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0.6,0,3.1,NA,0.5,0.7,0.1,22.5,NA,NA,NA,339.2,NA,6,NA,FantasyPros,0514,DST,8250,Los Angeles Chargers,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0.7,0.1,2.6,NA,0.5,0.7,0.1,21.1,NA,NA,NA,333.4,NA,5.9,NA,FantasyPros,0531,DST,8020,Baltimore Ravens,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0.7,0,2.3,NA,0.6,0.9,0.2,22.7,NA,NA,NA,302.7,NA,5.8,NA,FantasyPros,0503,DST,8160,Miami Dolphins,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0.6,0,2.9,NA,0.5,0.7,0.1,25.9,NA,NA,NA,357.8,NA,5.8,NA,FantasyPros,0520,DST,8310,Washington Commanders,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0.8,0,2.1,NA,0.5,0.8,0.2,20.7,NA,NA,NA,321.9,NA,5.7,NA,FantasyPros,0512,DST,8150,Kansas City Chiefs,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0.7,0,2.1,NA,0.6,0.9,0.2,24.6,NA,NA,NA,345,NA,5.7,NA,FantasyPros,0505,DST,8210,New York Jets,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0.6,0,2.2,NA,0.5,0.8,0.1,20.2,NA,NA,NA,318.1,NA,5.4,NA,FantasyPros,0532,DST,8120,Houston Texans,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0.8,0,2,NA,0.5,0.7,0.1,23.1,NA,NA,NA,358.7,NA,5.4,NA,FantasyPros,0527,DST,8040,Carolina Panthers,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0.7,0,2.1,NA,0.5,0.7,0.1,23.7,NA,NA,NA,337.5,NA,5.2,NA,FantasyPros,0509,DST,8140,Jacksonville Jaguars,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0.6,0,2.2,NA,0.5,0.7,0.1,26.7,NA,NA,NA,349.4,NA,5.1,NA,FantasyPros,0513,DST,8220,Las Vegas Raiders,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0.7,0,2.1,NA,0.5,0.7,0.1,25.1,NA,NA,NA,344.6,NA,5.1,NA,FantasyPros,0508,DST,8300,Tennessee Titans,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0.6,0,2,NA,0.5,0.9,0.1,25.6,NA,NA,NA,345.1,NA,4.9,NA,FantasyPros,0530,DST,8270,San Francisco 49ers,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0.6,0,1.8,NA,0.4,0.6,0.1,30.5,NA,NA,NA,392.5,NA,4.5,NA,FantasyPros,0506,DST,8060,Cincinnati Bengals,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0.6,0,1.7,NA,0.3,0.5,0.1,30,NA,NA,NA,374.5,NA,4.2,NA,FantasyPros,0504,DST,8180,New England Patriots,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MIN,0.9,NA,3.4,NA,0.7,1.3,0.2,16.9,NA,NA,NA,290.9,NA,13.25,NA,FleaFlicker,0524,DST,2345,Minnesota Vikings,NA,6,@CLESun 9:30 AM,NA,D/ST3,0,96%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DET,1,NA,3.4,NA,0.6,1.1,0.2,18.7,NA,NA,NA,311.8,NA,13.05,NA,FleaFlicker,0522,DST,2338,Detroit Lions,NA,8,@CINSun 4:25 PM,NA,D/ST5,0,93%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CLE,0.9,NA,3.7,NA,0.6,0.9,0.2,19.9,NA,NA,NA,304.8,NA,12.53,NA,FleaFlicker,0507,DST,2335,Cleveland Browns,NA,9,MINSun 9:30 AM,NA,D/ST21,0,46%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUF,0.7,NA,3.2,NA,0.8,1.4,0.2,20.4,NA,NA,NA,318.5,NA,12.42,NA,FleaFlicker,0501,DST,2331,Buffalo Bills,NA,7,NESun 8:20 PM,NA,D/ST6,0,91%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IND,1,NA,3,NA,0.6,0.9,0.2,20.2,NA,NA,NA,332.1,NA,11.25,NA,FleaFlicker,0502,DST,2341,Indianapolis Colts,NA,11,LVSun 1:00 PM,NA,D/ST23,0,49%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ARI,0.7,NA,3,NA,0.6,0.9,0.2,16.1,NA,NA,NA,282.3,NA,11.02,NA,FleaFlicker,0519,DST,2328,Arizona Cardinals,NA,8,TENSun 4:05 PM,NA,D/ST17,0,51%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LAR,0.8,NA,2.6,NA,0.6,1.1,0.2,18.6,NA,NA,NA,324.6,NA,10.84,NA,FleaFlicker,0528,DST,2356,Los Angeles Rams,NA,8,SFL 23-26,10.84,D/ST10,0,78%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TB,0.8,NA,2.8,NA,0.6,1,0.1,23,NA,NA,NA,326.1,NA,10.65,NA,FleaFlicker,0525,DST,2357,Tampa Bay Buccaneers,NA,9,@SEASun 4:05 PM,NA,D/ST16,0,31%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DAL,0.6,NA,2.7,NA,0.7,1.1,0.2,23.4,NA,NA,NA,328.4,NA,10.53,NA,FleaFlicker,0516,DST,2336,Dallas Cowboys,NA,10,@NYJSun 1:00 PM,NA,D/ST18,0,25%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DEN,0.5,NA,3.1,NA,0.5,0.9,0.1,23.7,NA,NA,NA,317.1,NA,10.5,NA,FleaFlicker,0511,DST,2337,Denver Broncos,NA,12,@PHISun 1:00 PM,NA,D/ST1,0,95%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LAC,0.6,NA,3.1,NA,0.5,0.7,0.1,22.5,NA,NA,NA,339.2,NA,10.23,NA,FleaFlicker,0514,DST,2353,Los Angeles Chargers,NA,12,WASSun 4:25 PM,NA,D/ST14,0,58%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NYG,0.7,NA,2.7,NA,0.6,0.9,0.2,21.1,NA,NA,NA,318.1,NA,10.06,NA,FleaFlicker,0517,DST,2348,New York Giants,NA,14,@NOSun 1:00 PM,NA,D/ST20,0,17%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SEA,0.8,NA,2.6,NA,0.5,0.6,0.2,20.7,NA,NA,NA,330.2,NA,9.91,NA,FleaFlicker,0515,DST,2354,Seattle Seahawks,NA,8,TBSun 4:05 PM,NA,D/ST8,0,81%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NO,0.7,NA,2.9,NA,0.5,0.6,0.1,20.1,NA,NA,NA,324.2,NA,9.9,NA,FleaFlicker,0529,DST,2347,New Orleans Saints,NA,11,NYGSun 1:00 PM,NA,NA,0,11%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WAS,0.6,NA,3,NA,0.5,0.7,0.1,25.9,NA,NA,NA,357.8,NA,9.64,NA,FleaFlicker,0520,DST,2359,Washington Commanders,NA,12,@LACSun 4:25 PM,NA,D/ST22,0,23%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BAL,0.7,NA,2.6,NA,0.5,0.7,0.1,21.1,NA,NA,NA,333.4,NA,9.59,NA,FleaFlicker,0531,DST,2330,Baltimore Ravens,NA,7,HOUSun 1:00 PM,NA,D/ST11,0,75%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
