player,pos,team,games,rec_tgt,rec,rec_yds,rec_yds_g,rec_avg,rec_tds,rush_att,rush_yds,rush_avg,rush_tds,fumbles_lost,site_pts,site_fppg,src_id,data_src,id,dst_int,dst_fum_rec,dst_sacks,dst_fumbles,dst_tackles,bye,opp,draft_rank,misc_tds,misc_yds,pct_owned,return_tds
Tez Johnson,WR,TB,NA,0.8,0.8,8.5,NA,NA,0.1,0.1,0.3,NA,0,0,1.22,NA,19520,FleaFlicker,17079,NA,NA,NA,NA,NA,9,@SEASun 4:05 PM,NA,0.1,8.8,11%,NA
Derius Davis,WR,LAC,NA,0.5,0.5,5.3,NA,NA,0.1,0.8,3.2,NA,0,0.1,1.19,NA,17697,FleaFlicker,16299,NA,NA,NA,NA,NA,2,WASSun 4:25 PM,NA,0.1,8.5,2%,NA
Pat Bryant,WR,DEN,NA,0.9,0.9,8.8,NA,NA,0.1,0,0,NA,0,0,1.18,NA,19288,FleaFlicker,17082,NA,NA,NA,NA,NA,2,@PHISun 1:00 PM,WR102,0.1,8.8,26%,NA
Arian Smith,WR,NYJ,NA,0.7,0.7,7.6,NA,NA,0.1,0.2,0.8,NA,0,0,1.12,NA,19341,FleaFlicker,17175,NA,NA,NA,NA,NA,9,DALSun 1:00 PM,NA,0.1,8.4,8%,NA
Marquez Valdes-Scantling,WR,SF,NA,0.4,0.4,8.6,NA,NA,0,0.1,0.1,NA,0,0,1.11,NA,13952,FleaFlicker,13793,NA,NA,NA,NA,NA,4,@LARThu 8:15 PM,NA,0,8.7,7%,NA
Puka Nacua,WR,LAR,NA,NA,7.54,98.42,NA,NA,0.42,NA,3.79,NA,0.03,0.04,20.38,NA,2570026,NFL,16211,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jaxon Smith-Njigba,WR,SEA,NA,NA,6.41,83.44,NA,NA,0.47,NA,1.78,NA,0.01,0.03,17.75,NA,2570341,NFL,16185,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Amon-Ra St. Brown,WR,DET,NA,NA,6.05,76.98,NA,NA,0.63,NA,0.73,NA,0.01,0.03,17.6,NA,2566073,NFL,15287,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Garrett Wilson,WR,NYJ,NA,NA,5.6,73.29,NA,NA,0.43,NA,2.07,NA,0.02,0.03,15.78,NA,2568048,NFL,15753,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nico Collins,WR,HOU,NA,NA,5.26,78.58,NA,NA,0.39,NA,0.18,NA,NA,0.03,15.42,NA,2566127,NFL,15290,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ja'Marr Chase,WR,CIN,NA,NA,4.95,72.71,NA,NA,0.5,NA,0.73,NA,0.01,0.02,15.31,NA,2565941,NFL,15281,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Justin Jefferson,WR,MIN,NA,NA,4.65,78.85,NA,NA,0.4,NA,0.19,NA,NA,0.02,14.91,NA,2564556,NFL,14836,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tetairoa McMillan,WR,CAR,NA,NA,5.26,68.7,NA,NA,0.44,NA,1.29,NA,0.01,0.03,14.9,NA,2573992,NFL,17071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Emeka Egbuka,WR,TB,NA,NA,4.67,62.94,NA,NA,0.58,NA,1.13,NA,0.01,0.03,14.56,NA,2574585,NFL,17081,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Davante Adams,WR,LAR,NA,NA,4.54,64.05,NA,NA,0.53,NA,NA,NA,NA,0.03,14.07,NA,2543495,NFL,11675,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
George Pickens,WR,DAL,NA,NA,4.36,69.98,NA,NA,0.46,NA,0.11,NA,NA,0.03,14.07,NA,2568159,NFL,15762,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Quentin Johnston,WR,LAC,NA,NA,4.33,65.24,NA,NA,0.48,NA,0.89,NA,0.01,0.08,13.72,NA,2570275,NFL,16188,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jaylen Waddle,WR,MIA,NA,NA,4.86,66.53,NA,NA,0.33,NA,0.25,NA,NA,0.03,13.46,NA,2566292,NFL,15284,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A.J. Brown,WR,PHI,NA,NA,4.21,66.41,NA,NA,0.44,NA,NA,NA,NA,0.02,13.45,NA,2562238,NFL,14104,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Zay Flowers,WR,BAL,NA,NA,4.3,62.91,NA,NA,0.42,NA,2.68,NA,0.02,0.03,13.44,NA,2569573,NFL,16190,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brian Thomas Jr.,WR,JAX,NA,NA,4.55,64.1,NA,NA,0.39,NA,0.8,NA,0.01,0.02,13.4,NA,2572162,NFL,16618,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Xavier Worthy,WR,KC,NA,NA,4.35,56.06,NA,NA,0.43,NA,5.13,NA,0.04,0.03,13.23,NA,2572186,NFL,16620,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chris Olave,WR,NO,NA,NA,5.32,65.2,NA,NA,0.22,NA,0.27,NA,NA,0.03,13.13,NA,2567973,NFL,15754,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Terry McLaurin,WR,WAS,NA,NA,4.41,62.2,NA,NA,0.4,NA,0.49,NA,NA,0.03,13.02,NA,2562489,NFL,14109,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Wan'Dale Robinson,WR,NYG,NA,NA,5.12,54.9,NA,NA,0.35,NA,2.04,NA,0.01,0.04,12.89,NA,2568012,NFL,15757,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Keenan Allen,WR,LAC,NA,NA,4.5,59.63,NA,NA,0.39,NA,0.2,NA,NA,0.05,12.72,NA,2540154,NFL,11222,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ladd McConkey,WR,LAC,NA,NA,4.32,62.64,NA,NA,0.34,NA,0.49,NA,NA,0.02,12.63,NA,2572477,NFL,16627,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Michael Pittman,WR,IND,NA,NA,5.1,60.46,NA,NA,0.24,NA,0.31,NA,NA,0.03,12.56,NA,2564136,NFL,14842,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Deebo Samuel Sr.,WR,WAS,NA,NA,3.72,49.99,NA,NA,0.33,NA,11.42,NA,0.13,0.03,12.56,NA,2562721,NFL,14136,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jameson Williams,WR,DET,NA,NA,3.55,60.19,NA,NA,0.38,NA,3.39,NA,0.03,0.03,12.31,NA,2567565,NFL,15756,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jakobi Meyers,WR,LV,NA,NA,4.63,57.57,NA,NA,0.27,NA,1.59,NA,0.01,0.02,12.19,NA,2562492,NFL,14127,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Marvin Harrison Jr.,WR,ARI,NA,NA,4.13,54.9,NA,NA,0.4,NA,0.64,NA,NA,0.02,12.04,NA,2572411,NFL,16614,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Courtland Sutton,WR,DEN,NA,NA,4.03,54.67,NA,NA,0.42,NA,NA,NA,NA,0.02,11.98,NA,2560888,NFL,13630,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ricky Pearsall,WR,SF,NA,NA,3.94,57.76,NA,NA,0.32,NA,1.98,NA,0.01,0.03,11.83,NA,2572507,NFL,16622,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DeVonta Smith,WR,PHI,NA,NA,4.17,55.17,NA,NA,0.35,NA,0.28,NA,NA,0.02,11.78,NA,2566409,NFL,15282,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rashid Shaheed,WR,NO,NA,NA,3.84,54.6,NA,NA,0.29,NA,2.38,NA,0.02,0.05,11.72,NA,2569110,NFL,16080,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.07
Jerry Jeudy,WR,CLE,NA,NA,4.01,59.53,NA,NA,0.25,NA,0.46,NA,NA,0.02,11.47,NA,2563896,NFL,14833,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chris Godwin Jr.,WR,TB,NA,NA,4.44,54.55,NA,NA,0.27,NA,NA,NA,NA,0.03,11.46,NA,2558105,NFL,13163,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cooper Kupp,WR,SEA,NA,NA,4.04,50.15,NA,NA,0.36,NA,0.76,NA,0.01,0.03,11.29,NA,2557898,NFL,13164,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jauan Jennings,WR,SF,NA,NA,3.86,53.83,NA,NA,0.33,NA,0.24,NA,NA,0.03,11.19,NA,2565114,NFL,14860,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Stefon Diggs,WR,NE,NA,NA,4.13,48.96,NA,NA,0.28,NA,1.28,NA,0.01,0.02,10.85,NA,2552608,NFL,12186,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tee Higgins,WR,CIN,NA,NA,3.44,52.1,NA,NA,0.37,NA,NA,NA,NA,0.02,10.83,NA,2563731,NFL,14835,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Khalil Shakir,WR,BUF,NA,NA,3.88,51.19,NA,NA,0.29,NA,0.68,NA,NA,0.03,10.75,NA,2567334,NFL,15761,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Keon Coleman,WR,BUF,NA,NA,3.35,52.62,NA,NA,0.36,NA,0.28,NA,NA,0.03,10.74,NA,2571859,NFL,16617,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Calvin Ridley,WR,TEN,NA,NA,3.59,50.23,NA,NA,0.29,NA,1.56,NA,0.01,0.02,10.53,NA,2560854,NFL,13629,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Elic Ayomanor,WR,TEN,NA,NA,3.65,42.56,NA,NA,0.4,NA,0.84,NA,0.01,0.02,10.41,NA,2574142,NFL,17073,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jordan Addison,WR,MIN,NA,NA,2.99,46.05,NA,NA,0.35,NA,0.22,NA,NA,0.02,9.68,NA,2570074,NFL,16186,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Malik Washington,WR,MIA,NA,NA,3.36,35.21,NA,NA,0.22,NA,8.4,NA,0.06,0.04,9.68,NA,2572255,NFL,16684,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.06
Marquise Brown,WR,KC,NA,NA,3.21,41.96,NA,NA,0.32,NA,NA,NA,NA,0.02,9.29,NA,2562379,NFL,14105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KaVontae Turpin,WR,DAL,NA,NA,2.93,36.92,NA,NA,0.26,NA,5.23,NA,0.04,0.05,9.21,NA,2569509,NFL,15981,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.06
Darius Slayton,WR,NYG,NA,NA,2.82,48.6,NA,NA,0.25,NA,0.14,NA,NA,0.02,9.15,NA,2562736,NFL,14122,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Christian Kirk,WR,HOU,NA,NA,3.25,44.79,NA,NA,0.23,NA,0.33,NA,NA,0.03,9.08,NA,2560781,NFL,13633,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Travis Hunter,WR,JAX,NA,NA,3.23,35.46,NA,NA,0.3,NA,1.88,NA,0.02,0.02,8.84,NA,2574217,NFL,17074,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jalen Tolbert,WR,DAL,NA,NA,3.14,38.72,NA,NA,0.3,NA,NA,NA,NA,0.02,8.77,NA,2567508,NFL,15788,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tre Tucker,WR,LV,NA,NA,2.99,40.29,NA,NA,0.22,NA,3.14,NA,0.02,0.02,8.73,NA,2570059,NFL,16287,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Isaiah Bond,WR,CLE,NA,NA,3.12,36.59,NA,NA,0.25,NA,1.13,NA,0.01,0.01,8.43,NA,2574663,NFL,17076,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Josh Downs,WR,IND,NA,NA,3.27,37.47,NA,NA,0.16,NA,0.77,NA,0.01,0.02,8.07,NA,2569861,NFL,16187,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Marvin Mims Jr.,WR,DEN,NA,NA,2.62,32.94,NA,NA,0.26,NA,1.9,NA,0.02,0.04,8.06,NA,2569717,NFL,16189,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.06
Troy Franklin,WR,DEN,NA,NA,2.96,32.54,NA,NA,0.27,NA,0.58,NA,NA,0.02,7.85,NA,2571997,NFL,16619,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sterling Shepard,WR,TB,NA,NA,2.81,32.4,NA,NA,0.21,NA,2.13,NA,0.02,0.02,7.6,NA,2555295,NFL,12658,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rashod Bateman,WR,BAL,NA,NA,2.21,35.05,NA,NA,0.29,NA,NA,NA,NA,0.01,7.44,NA,2565836,NFL,15293,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kayshon Boutte,WR,NE,NA,NA,2.75,37.09,NA,NA,0.16,NA,0.28,NA,NA,0.01,7.43,NA,2570092,NFL,16193,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tory Horton,WR,SEA,NA,NA,2.37,28.01,NA,NA,0.2,NA,1.45,NA,0.01,0.01,6.56,NA,2574561,NFL,17098,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Josh Palmer,WR,BUF,NA,NA,2.11,31.81,NA,NA,0.2,NA,NA,NA,NA,0.01,6.47,NA,2566502,NFL,15319,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Xavier Legette,WR,CAR,NA,NA,2.39,26.06,NA,NA,0.17,NA,1.05,NA,0.01,0.02,6.14,NA,2571889,NFL,16639,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dyami Brown,WR,JAX,NA,NA,2.32,29.01,NA,NA,0.14,NA,0.51,NA,NA,0.01,6.09,NA,2566586,NFL,15292,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alec Pierce,WR,IND,NA,NA,1.93,32.55,NA,NA,0.11,NA,NA,NA,NA,0.01,5.83,NA,2567715,NFL,15768,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Michael Wilson,WR,ARI,NA,NA,2.13,26.08,NA,NA,0.18,NA,0.26,NA,NA,0.01,5.82,NA,2570224,NFL,16206,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jalin Hyatt,WR,NYG,NA,NA,1.81,26.16,NA,NA,0.13,NA,2.38,NA,0.02,0.01,5.54,NA,2570152,NFL,16183,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dont'e Thornton Jr.,WR,LV,NA,NA,2.03,25.64,NA,NA,0.15,NA,0.25,NA,NA,0.01,5.5,NA,2574312,NFL,17087,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Josh Reynolds,WR,NYJ,NA,NA,1.8,26.41,NA,NA,0.14,NA,NA,NA,NA,NA,5.28,NA,2558194,NFL,13168,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nick Westbrook-Ikhine,WR,MIA,NA,NA,1.69,23.29,NA,NA,0.2,NA,0.25,NA,NA,0.01,5.22,NA,2565477,NFL,15109,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Parker Washington,WR,JAX,NA,NA,1.95,22.16,NA,NA,0.16,NA,0.57,NA,NA,0.01,5.16,NA,2569888,NFL,16192,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
JuJu Smith-Schuster,WR,KC,NA,NA,1.86,22.13,NA,NA,0.14,NA,NA,NA,NA,0.01,4.89,NA,2558149,NFL,13156,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Andrei Iosivas,WR,CIN,NA,NA,1.65,21.74,NA,NA,0.18,NA,NA,NA,NA,0.01,4.88,NA,2569657,NFL,16207,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brandin Cooks,WR,NO,NA,NA,1.75,22.27,NA,NA,0.12,NA,NA,NA,NA,NA,4.7,NA,2543498,NFL,11674,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tyler Johnson,WR,NYJ,NA,NA,1.71,21.32,NA,NA,0.12,NA,NA,NA,NA,NA,4.56,NA,2565225,NFL,14864,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jamari Thrash,WR,CLE,NA,NA,1.73,18.43,NA,NA,0.13,NA,0.55,NA,NA,NA,4.41,NA,2571955,NFL,16624,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DeMario Douglas,WR,NE,NA,NA,1.72,18.67,NA,NA,0.09,NA,1.37,NA,0.01,0.01,4.3,NA,2570119,NFL,16342,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jayden Higgins,WR,HOU,NA,NA,1.68,19.34,NA,NA,0.11,NA,0.24,NA,NA,0.01,4.28,NA,2574170,NFL,17083,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mack Hollins,WR,NE,NA,NA,1.48,18.4,NA,NA,0.14,NA,0.15,NA,NA,0.01,4.16,NA,2558262,NFL,13289,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DeAndre Hopkins,WR,BAL,NA,NA,1.13,17.55,NA,NA,0.16,NA,NA,NA,NA,0.01,3.83,NA,2540165,NFL,11232,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chimere Dike,WR,TEN,NA,NA,1.51,14.35,NA,NA,0.11,NA,1.26,NA,0.01,0.01,3.77,NA,2574147,NFL,17171,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kalif Raymond,WR,DET,NA,NA,1.13,16.1,NA,NA,0.09,NA,0.67,NA,NA,0.04,3.69,NA,2556661,NFL,13066,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.07
Kendrick Bourne,WR,SF,NA,NA,1.23,18.19,NA,NA,0.1,NA,NA,NA,NA,0.01,3.63,NA,2558914,NFL,13418,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jalen Royals,WR,KC,NA,NA,1.34,15.79,NA,NA,0.11,NA,0.24,NA,NA,0.01,3.58,NA,2574254,NFL,17086,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Xavier Hutchinson,WR,HOU,NA,NA,1.36,16.05,NA,NA,0.09,NA,NA,NA,NA,NA,3.51,NA,2569825,NFL,16201,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tutu Atwell,WR,LAR,NA,NA,1.24,17.39,NA,NA,0.07,NA,0.6,NA,0.01,0.01,3.5,NA,2566196,NFL,15301,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tyquan Thornton,WR,KC,NA,NA,1.11,15.42,NA,NA,0.14,NA,NA,NA,NA,0.01,3.47,NA,2567958,NFL,15787,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Demarcus Robinson,WR,SF,NA,NA,1.07,15.03,NA,NA,0.12,NA,NA,NA,NA,0.01,3.27,NA,2555478,NFL,12785,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Greg Dortch,WR,ARI,NA,NA,1.31,12.62,NA,NA,0.08,NA,1.31,NA,0.01,0.01,3.22,NA,2562645,NFL,14108,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Adonai Mitchell,WR,IND,NA,NA,1.19,16.26,NA,NA,0.06,NA,0.45,NA,NA,0.01,3.2,NA,2572129,NFL,16626,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Adam Thielen,WR,MIN,NA,NA,1.09,14.27,NA,NA,0.11,NA,0.11,NA,NA,0.01,3.17,NA,2541785,NFL,11938,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jalen Nailor,WR,MIN,NA,NA,0.99,15,NA,NA,0.11,NA,0.1,NA,NA,0.01,3.14,NA,2567925,NFL,15786,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jahan Dotson,WR,PHI,NA,NA,1.08,14.11,NA,NA,0.1,NA,0.28,NA,NA,0.01,3.1,NA,2568321,NFL,15755,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tyler Lockett,WR,TEN,NA,NA,1.14,14.18,NA,NA,0.09,NA,0.13,NA,NA,0.01,3.09,NA,2552430,NFL,12187,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Zay Jones,WR,ARI,NA,NA,1.25,12.73,NA,NA,0.08,NA,0.5,NA,NA,0.01,3.03,NA,2557863,NFL,13176,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Beaux Collins,WR,NYG,NA,NA,1.13,13.63,NA,NA,0.08,NA,NA,NA,NA,0.01,2.95,NA,2574418,NFL,17303,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jordan Whittington,WR,LAR,NA,NA,1.1,12.92,NA,NA,0.06,NA,1.35,NA,0.01,0.01,2.93,NA,2572216,NFL,16633,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Isaac TeSlaa,WR,DET,NA,NA,0.98,12.5,NA,NA,0.1,NA,0.06,NA,NA,0.01,2.82,NA,2574120,NFL,17157,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cedrick Wilson Jr.,WR,NO,NA,NA,1.03,12.83,NA,NA,0.08,NA,NA,NA,NA,0.01,2.77,NA,2560936,NFL,13652,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jaylin Noel,WR,HOU,NA,NA,1.07,11.27,NA,NA,0.07,NA,0.79,NA,0.01,0.01,2.74,NA,2574176,NFL,17080,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tre Harris,WR,LAC,NA,NA,0.97,12.22,NA,NA,0.08,NA,0.12,NA,NA,0.01,2.66,NA,2574515,NFL,17072,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jack Bech,WR,LV,NA,NA,1.03,11.43,NA,NA,0.07,NA,0.31,NA,NA,NA,2.62,NA,2574285,NFL,17078,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Curtis Samuel,WR,BUF,NA,NA,0.87,10.24,NA,NA,0.07,NA,1.33,NA,0.01,0.01,2.49,NA,2558066,NFL,13157,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dee Eskridge,WR,MIA,NA,NA,0.86,9.43,NA,NA,0.07,NA,0.85,NA,0.01,0.01,2.35,NA,2566553,NFL,15302,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Devaughn Vele,WR,NO,NA,NA,0.96,10.53,NA,NA,0.05,NA,0.26,NA,NA,NA,2.34,NA,2572006,NFL,16788,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Noah Brown,WR,WAS,NA,NA,0.82,11.42,NA,NA,0.04,NA,NA,NA,NA,NA,2.2,NA,2558091,NFL,13172,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Luke McCaffrey,WR,WAS,NA,NA,0.79,8.66,NA,NA,0.07,NA,0.63,NA,NA,NA,2.14,NA,2572576,NFL,16635,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pat Bryant,WR,DEN,NA,NA,0.81,8.77,NA,NA,0.07,NA,0.03,NA,NA,NA,2.11,NA,2574086,NFL,17082,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tylan Wallace,WR,BAL,NA,NA,0.65,9.33,NA,NA,0.08,NA,0.28,NA,NA,NA,2.09,NA,2565857,NFL,15285,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hunter Renfrow,WR,CAR,NA,NA,0.84,8.25,NA,NA,0.05,NA,NA,NA,NA,NA,1.97,NA,2562712,NFL,14123,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tez Johnson,WR,TB,NA,NA,0.7,8.04,NA,NA,0.06,NA,0.12,NA,NA,NA,1.88,NA,2574589,NFL,17079,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kyle Williams,WR,NE,NA,NA,0.64,7.06,NA,NA,0.04,NA,0.13,NA,NA,NA,1.6,NA,2574387,NFL,17134,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chris Moore,WR,WAS,NA,NA,0.58,7.62,NA,NA,0.04,NA,NA,NA,NA,NA,1.58,NA,2555209,NFL,12773,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Elijah Moore,WR,BUF,NA,NA,0.56,7.16,NA,NA,0.04,NA,0.54,NA,NA,NA,1.57,NA,2566385,NFL,15288,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Van Jefferson,WR,TEN,NA,NA,0.51,6.19,NA,NA,0.04,NA,NA,NA,NA,NA,1.37,NA,2564358,NFL,14858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Derius Davis,WR,LAC,NA,NA,0.24,2.53,NA,NA,0.02,NA,2.43,NA,0.02,0.08,1.24,NA,2570272,NFL,16299,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.07
Devontez Walker,WR,BAL,NA,NA,0.35,4.79,NA,NA,0.05,NA,0.3,NA,NA,NA,1.16,NA,2571844,NFL,16621,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jimmy Horn Jr.,WR,CAR,NA,NA,0.44,4.61,NA,NA,0.03,NA,NA,NA,NA,NA,1.08,NA,2573985,NFL,17234,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Arian Smith,WR,NYJ,NA,NA,0.39,4.39,NA,NA,0.03,NA,0.47,NA,NA,NA,1.06,NA,2574450,NFL,17175,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mitchell Tinsley,WR,CIN,NA,NA,0.38,4.32,NA,NA,0.03,NA,NA,NA,NA,NA,0.99,NA,2571650,NFL,16403,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Allen Lazard,WR,NYJ,NA,NA,0.32,4.69,NA,NA,0.03,NA,NA,NA,NA,NA,0.97,NA,2560787,NFL,13632,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
John Metchie III,WR,PHI,NA,NA,0.34,3.71,NA,NA,0.02,NA,NA,NA,NA,NA,0.83,NA,2567682,NFL,15759,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
