player,pos,team,games,rec_tgt,rec,rec_yds,rec_yds_g,rec_avg,rec_tds,fumbles_lost,site_pts,site_fppg,src_id,data_src,id,rush_att,rush_yds,rush_tds,bye,opp,draft_rank,misc_tds,misc_yds,pct_owned,pass_comp,pass_att,pass_yds,pass_tds,pass_int,pos_rank,overall_rank,opp_def_rank,team_id,team_name,home_team_id,home_team,home_abbr,away_team_id,away_team,away_abbr,proj_type
Noah Gray,TE,KC,NA,1.2,1.2,11.6,NA,NA,0.1,0,1.7,NA,16430,FleaFlicker,15337,0,0,0,0,LACSun 1:00 PM,TE56,0.1,11.6,15%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tommy Tremble,TE,CAR,NA,1.2,1.2,12.1,NA,NA,0.1,0,1.69,NA,16314,FleaFlicker,15332,0,0,0,4,@NOSun 4:25 PM,TE50,0.1,12.1,8%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Foster Moreau,TE,NO,NA,1,1,11.1,NA,NA,0.1,0,1.65,NA,14781,FleaFlicker,14239,0,0,0,1,CARSun 4:25 PM,NA,0.1,11.1,3%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Josh Whyle,TE,GB,NA,1.1,1.1,10.4,NA,NA,0.1,0,1.64,NA,17734,FleaFlicker,16312,0,0,0,5,@DENSun 4:25 PM,NA,0.1,10.4,1%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Payne Durham,TE,TB,NA,1.1,1.1,12.1,NA,NA,0.1,0,1.63,NA,17768,FleaFlicker,16218,0,0,0,9,ATLThu 8:15 PM,NA,0.1,12.1,1%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Elijah Higgins,TE,ARI,NA,1.2,1.2,11.4,NA,NA,0.1,0,1.56,NA,17726,FleaFlicker,16333,0,0,0,8,@HOUSun 1:00 PM,NA,0.1,11.4,4%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Adam Trautman,TE,DEN,NA,1.1,1.1,10.3,NA,NA,0.1,0,1.51,NA,15575,FleaFlicker,14870,0,0,0,2,GBSun 4:25 PM,TE54,0.1,10.3,4%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Elijah Arroyo,TE,SEA,NA,0.9,0.9,10.5,NA,NA,0.1,0.1,1.43,NA,19326,FleaFlicker,17108,0,0,0,8,INDSun 4:25 PM,TE36,0.1,10.5,27%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Devin Culp,TE,TB,NA,0.9,0.9,9.5,NA,NA,0.1,0,1.43,NA,18646,FleaFlicker,16796,0,0,0,9,ATLThu 8:15 PM,NA,0.1,9.5,0%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
John FitzPatrick,TE,GB,NA,1,1,9.3,NA,NA,0.1,0,1.41,NA,16992,FleaFlicker,15925,0,0,0,5,@DENSun 4:25 PM,NA,0.1,9.3,1%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Colson Yankoff,TE,WAS,NA,0.9,0.9,8.9,NA,NA,0.1,0,1.35,NA,18704,FleaFlicker,16898,0,0,0,2,@NYGSun 1:00 PM,NA,0.1,8.9,0%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mitchell Evans,TE,CAR,NA,0.9,0.9,8.7,NA,NA,0.1,0,1.35,NA,19431,FleaFlicker,17109,0,0,0,4,@NOSun 4:25 PM,NA,0.1,8.7,7%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jeremy Ruckert,TE,NYJ,NA,1.2,1.2,9.7,NA,NA,0.1,0,1.33,NA,16833,FleaFlicker,15796,0,0,0,9,@JACSun 1:00 PM,TE55,0.1,9.7,3%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cade Stover,TE,HOU,NA,0.9,0.9,8.3,NA,NA,0.1,0,1.31,NA,18465,FleaFlicker,16642,0,0,0,6,ARISun 1:00 PM,TE57,0.1,8.3,8%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IRDJake Briningstool,TE,KC,NA,0.7,0.7,6.7,NA,NA,0.1,0,1.27,NA,19561,FleaFlicker,17268,0,0,0,0,LACSun 1:00 PM,NA,0.1,6.7,1%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tanner Hudson,TE,CIN,NA,0.8,0.8,7.5,NA,NA,0.1,0,1.23,NA,14275,FleaFlicker,14370,0,0,0,0,BALSun 1:00 PM,NA,0.1,7.5,2%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IRDShane Zylstra,TE,DET,NA,0.8,0.8,7.9,NA,NA,0.1,0,1.19,NA,16729,FleaFlicker,15604,0,0,0,8,@LARSun 4:25 PM,NA,0.1,7.9,0%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Luke Schoonmaker,TE,DAL,NA,0.8,0.8,7.3,NA,NA,0.1,0,1.15,NA,17649,FleaFlicker,16221,0,0,0,0,MINSun 8:20 PM,NA,0.1,7.3,6%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Taysom Hill,TE,NO,NA,1,1,8.4,NA,NA,0.1,0,1.12,NA,13653,FleaFlicker,13424,0,0,0,1,CARSun 4:25 PM,TE29,0.1,8.4,15%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hunter Long,TE,JAC,NA,0.7,0.7,6.3,NA,NA,0.1,0,1.11,NA,16269,FleaFlicker,15334,0,0,0,8,NYJSun 1:00 PM,TE49,0.1,6.3,4%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jackson Hawes,TE,BUF,NA,0.7,0.7,7.2,NA,NA,0.1,0,1.08,NA,19386,FleaFlicker,17213,0,0,0,7,@NESun 1:00 PM,TE53,0.1,7.2,6%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Luke Farrell,TE,SF,NA,0.7,0.7,6.7,NA,NA,0.1,0,1.03,NA,16417,FleaFlicker,15335,0,0,0,4,TENSun 4:25 PM,NA,0.1,6.7,1%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Will Dissly,TE,LAC,NA,0.8,0.8,7,NA,NA,0.1,0,1,NA,14475,FleaFlicker,13763,0,0,0,2,@KCSun 1:00 PM,NA,0.1,7,7%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Julian Hill,TE,MIA,NA,0.7,0.7,6.4,NA,NA,0.1,0,1,NA,18170,FleaFlicker,16425,0,0,0,2,@PITMon 8:15 PM,NA,0.1,6.4,1%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Drew Sample,TE,CIN,NA,0.7,0.7,5.5,NA,NA,0.1,0,0.97,NA,14714,FleaFlicker,14146,0,0,0,0,BALSun 1:00 PM,NA,0.1,5.5,1%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brevyn Spann-Ford,TE,DAL,NA,0.5,0.5,4.6,NA,NA,0.1,0,0.82,NA,18874,FleaFlicker,16647,0,0,0,0,MINSun 8:20 PM,NA,0.1,4.6,1%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nate Adkins,TE,DEN,NA,0.6,0.6,4.4,NA,NA,0.1,0,0.8,NA,18244,FleaFlicker,16474,0,0,0,2,GBSun 4:25 PM,NA,0.1,4.4,0%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jack Stoll,TE,NO,NA,0.5,0.5,4.6,NA,NA,0.1,0,0.76,NA,16621,FleaFlicker,15541,0,0,0,1,CARSun 4:25 PM,NA,0.1,4.6,0%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Charlie Woerner,TE,ATL,NA,0.6,0.6,5.6,NA,NA,0,0,0.74,NA,15671,FleaFlicker,14984,0,0,0,5,@TBThu 8:15 PM,NA,0,5.6,0%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nick Vannett,TE,LAR,NA,0.4,0.4,3.7,NA,NA,0.1,0,0.67,NA,12056,FleaFlicker,12680,0,0,0,8,DETSun 4:25 PM,NA,0.1,3.7,0%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Trey McBride,TE,ARI,NA,NA,7.14,74.59,NA,NA,0.45,0.03,17.35,NA,2568117,NFL,15794,NA,0.46,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brock Bowers,TE,LV,NA,NA,5.93,63.9,NA,NA,0.5,0.03,15.38,NA,2572219,NFL,16641,NA,0.64,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
George Kittle,TE,SF,NA,NA,5.03,64.99,NA,NA,0.51,0.03,14.53,NA,2558266,NFL,13299,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Harold Fannin Jr.,TE,CLE,NA,NA,4.51,54.59,NA,NA,0.38,0.02,12.37,NA,2574043,NFL,17103,NA,1.05,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kyle Pitts,TE,ATL,NA,NA,4.72,53.77,NA,NA,0.34,0.02,12.1,NA,2565830,NFL,15329,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Travis Kelce,TE,KC,NA,NA,4.16,46.64,NA,NA,0.35,0.03,10.88,NA,2540258,NFL,11244,NA,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dallas Goedert,TE,PHI,NA,NA,4.04,42.91,NA,NA,0.41,0.03,10.74,NA,2560995,NFL,13674,NA,0.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jake Ferguson,TE,DAL,NA,NA,4.64,37.72,NA,NA,0.35,0.03,10.45,NA,2567496,NFL,15799,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tyler Warren,TE,IND,NA,NA,4.2,44.17,NA,NA,0.29,0.05,10.42,NA,2574204,NFL,17102,NA,1.05,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mark Andrews,TE,BAL,NA,NA,3.19,39.67,NA,NA,0.49,0.02,10.39,NA,2560957,NFL,13671,NA,2.1,0.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Juwan Johnson,TE,NO,NA,NA,3.98,45.6,NA,NA,0.29,0.02,10.24,NA,2564676,NFL,14861,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Oronde Gadsden II,TE,LAC,NA,NA,4.06,46.8,NA,NA,0.24,0.02,10.15,NA,2574511,NFL,17099,NA,0.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dalton Kincaid,TE,BUF,NA,NA,3.45,39.89,NA,NA,0.35,0.02,9.5,NA,2569594,NFL,16213,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hunter Henry,TE,NE,NA,NA,3.4,40.33,NA,NA,0.34,0.03,9.41,NA,2555341,NFL,12676,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AJ Barner,TE,SEA,NA,NA,3.33,35.28,NA,NA,0.33,0.02,9.35,NA,2572513,NFL,16723,NA,3.12,0.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Theo Johnson,TE,NYG,NA,NA,3.35,39.54,NA,NA,0.32,0.02,9.18,NA,2572333,NFL,16649,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brenton Strange,TE,JAX,NA,NA,3.74,40.32,NA,NA,0.22,0.02,9.05,NA,2569912,NFL,16269,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dalton Schultz,TE,HOU,NA,NA,3.76,37.91,NA,NA,0.24,0.04,8.91,NA,2560866,NFL,13772,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Colston Loveland,TE,CHI,NA,NA,3.17,37.36,NA,NA,0.26,0.02,8.44,NA,2574014,NFL,17104,NA,0.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
T.J. Hockenson,TE,MIN,NA,NA,3.51,34.46,NA,NA,0.24,0.02,8.36,NA,2562378,NFL,14138,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Isaiah Likely,TE,BAL,NA,NA,2.67,33.08,NA,NA,0.33,0.03,7.9,NA,2567283,NFL,15798,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Darren Waller,TE,MIA,NA,NA,2.89,31.45,NA,NA,0.3,0.01,7.82,NA,2552408,NFL,12263,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mason Taylor,TE,NYJ,NA,NA,3.27,29,NA,NA,0.18,0.02,7.21,NA,2574451,NFL,17106,NA,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Evan Engram,TE,DEN,NA,NA,3.35,26.03,NA,NA,0.21,0.02,7.17,NA,2557858,NFL,13189,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gunnar Helm,TE,TEN,NA,NA,3.24,26.01,NA,NA,0.15,0.01,6.73,NA,2574152,NFL,17105,NA,0.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Darnell Washington,TE,PIT,NA,NA,2.63,27.32,NA,NA,0.17,0.01,6.36,NA,2570257,NFL,16216,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pat Freiermuth,TE,PIT,NA,NA,2.4,24.37,NA,NA,0.25,0.02,6.3,NA,2566442,NFL,15331,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mike Gesicki,TE,CIN,NA,NA,2.56,26.01,NA,NA,0.18,0.01,6.22,NA,2560994,NFL,13672,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
David Njoku,TE,CLE,NA,NA,2.33,25.67,NA,NA,0.21,0.01,6.14,NA,2557986,NFL,13192,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ja'Tavion Sanders,TE,CAR,NA,NA,2.56,25.24,NA,NA,0.14,0.01,5.9,NA,2571892,NFL,16643,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Colby Parkinson,TE,LAR,NA,NA,2.04,23.06,NA,NA,0.23,0.01,5.71,NA,2565180,NFL,14871,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chig Okonkwo,TE,TEN,NA,NA,2.66,24.27,NA,NA,0.08,0.02,5.54,NA,2567658,NFL,15889,NA,0.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Anthony Firkser,TE,DET,NA,NA,2.1,20.95,NA,NA,0.17,NA,5.22,NA,2558942,NFL,13919,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ben Sinnott,TE,WAS,NA,NA,2.01,19.43,NA,NA,0.18,0.01,5.01,NA,2572585,NFL,16644,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Michael Mayer,TE,LV,NA,NA,2.17,19.43,NA,NA,0.15,0.01,4.99,NA,2570032,NFL,16212,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jonnu Smith,TE,PIT,NA,NA,1.96,17.29,NA,NA,0.19,0.01,4.85,NA,2558207,NFL,13193,NA,0.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Taysom Hill,TE,NO,NA,NA,1.08,10.05,NA,NA,0.07,0.02,4.7,NA,2558954,NFL,13424,NA,13.99,0.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Daniel Bellinger,TE,NYG,NA,NA,1.7,20.28,NA,NA,0.13,0.01,4.49,NA,2567985,NFL,15873,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
John Bates,TE,WAS,NA,NA,1.79,18.16,NA,NA,0.14,0.01,4.43,NA,2566580,NFL,15344,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Payne Durham,TE,TB,NA,NA,1.58,16.74,NA,NA,0.18,0.01,4.31,NA,2570353,NFL,16218,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dawson Knox,TE,BUF,NA,NA,1.54,17.61,NA,NA,0.15,0.01,4.18,NA,2562681,NFL,14143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Noah Fant,TE,CIN,NA,NA,1.67,16.18,NA,NA,0.13,0.01,4.05,NA,2562383,NFL,14137,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cole Kmet,TE,CHI,NA,NA,1.58,16.18,NA,NA,0.14,0.03,3.98,NA,2563704,NFL,14867,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Terrance Ferguson,TE,LAR,NA,NA,1.13,16.84,NA,NA,0.13,0.01,3.57,NA,2574267,NFL,17107,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Luke Musgrave,TE,GB,NA,NA,1.54,14.86,NA,NA,0.08,0.01,3.49,NA,2569780,NFL,16215,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Elijah Higgins,TE,ARI,NA,NA,1.44,14.38,NA,NA,0.08,0.01,3.34,NA,2570068,NFL,16333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Devin Culp,TE,TB,NA,NA,1.16,13.06,NA,NA,0.1,0.01,3.05,NA,2572543,NFL,16796,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tommy Tremble,TE,CAR,NA,NA,1.18,11.85,NA,NA,0.09,0.01,2.89,NA,2565914,NFL,15332,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Foster Moreau,TE,NO,NA,NA,0.95,11.94,NA,NA,0.11,NA,2.8,NA,2562317,NFL,14239,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Josh Whyle,TE,GB,NA,NA,1.09,10.32,NA,NA,0.1,0.01,2.7,NA,2569810,NFL,16312,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Davis Allen,TE,LAR,NA,NA,0.95,9.45,NA,NA,0.11,NA,2.56,NA,2570017,NFL,16219,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Charlie Kolar,TE,BAL,NA,NA,0.81,10.34,NA,NA,0.11,NA,2.52,NA,2567280,NFL,15795,NA,0.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Noah Gray,TE,KC,NA,NA,1,9.82,NA,NA,0.08,0.01,2.45,NA,2566178,NFL,15337,NA,0.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Austin Hooper,TE,NE,NA,NA,0.96,10.55,NA,NA,0.07,NA,2.44,NA,2555415,NFL,12677,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Colson Yankoff,TE,WAS,NA,NA,0.9,9.56,NA,NA,0.08,NA,2.34,NA,2573620,NFL,16898,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Josh Oliver,TE,MIN,NA,NA,0.86,8.74,NA,NA,0.1,NA,2.33,NA,2562693,NFL,14209,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tanner Hudson,TE,CIN,NA,NA,0.97,8.66,NA,NA,0.07,NA,2.26,NA,2561215,NFL,14370,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cade Stover,TE,HOU,NA,NA,0.68,6.36,NA,NA,0.05,NA,1.96,NA,2572105,NFL,16642,NA,2.23,0.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
John FitzPatrick,TE,GB,NA,NA,0.77,7,NA,NA,0.06,NA,1.83,NA,2567241,NFL,15925,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hunter Long,TE,JAX,NA,NA,0.76,6.97,NA,NA,0.06,NA,1.82,NA,2566286,NFL,15334,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Trey McBride,TE,ARI,NA,10.05,6.88,67.76,NA,NA,0.3,NA,12.04,NA,55232,FanDuel,15794,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,1,58,2,1,Arizona Cardinals,13,Houston Texans,HOU,1,Arizona Cardinals,ARI,WEEKLY
Kyle Pitts,TE,ATL,NA,8.63,5.45,63.07,NA,NA,0.32,NA,10.97,NA,54859,FanDuel,15329,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,2,68,14,2,Atlanta Falcons,30,Tampa Bay Buccaneers,TB,2,Atlanta Falcons,ATL,WEEKLY
Tyler Warren,TE,IND,NA,7.76,5.33,57.79,NA,NA,0.21,NA,9.98,NA,56254,FanDuel,17102,0.72,2.59,0.01,NA,NA,NA,NA,NA,NA,0,0,0,0,0,3,84,1,14,Indianapolis Colts,28,Seattle Seahawks,SEA,14,Indianapolis Colts,IND,WEEKLY
Juwan Johnson,TE,NO,NA,7.51,5.02,55.38,NA,NA,0.31,NA,9.85,NA,54742,FanDuel,14861,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,4,85,23,20,New Orleans Saints,20,New Orleans Saints,NO,5,Carolina Panthers,CAR,WEEKLY
George Kittle,TE,SF,NA,5.63,3.92,53.77,NA,NA,0.4,NA,9.76,NA,53461,FanDuel,13299,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,5,86,28,27,San Francisco 49ers,27,San Francisco 49ers,SF,31,Tennessee Titans,TEN,WEEKLY
Mark Andrews,TE,BAL,NA,5.23,3.57,42.16,NA,NA,0.47,NA,9.29,NA,53836,FanDuel,13671,0.87,3.34,0.03,NA,NA,NA,NA,NA,NA,0,0,0,0,0,6,92,30,3,Baltimore Ravens,7,Cincinnati Bengals,CIN,3,Baltimore Ravens,BAL,WEEKLY
