player,pos,team,games,rec_tgt,rec,rec_yds,rec_yds_g,rec_avg,rec_tds,rush_att,rush_yds,rush_avg,rush_tds,fumbles_lost,site_pts,site_fppg,src_id,data_src,id,bye,opp,draft_rank,misc_tds,misc_yds,pct_owned,return_tds,fumble_TD,pass_comp,pass_att,pass_yds,pass_tds,pass_int,pos_rank,overall_rank,opp_def_rank,team_id,team_name,home_team_id,home_team,home_abbr,away_team_id,away_team,away_abbr,proj_type
Kyle Williams,WR,NE,NA,NA,0.4,6.6,NA,NA,0,0,0.1,NA,0,0,0.9,NA,27487,FantasyPros,17134,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jonathan Mingo,WR,DAL,NA,NA,0.6,6.4,NA,NA,0,0,0,NA,0,0,0.9,NA,23030,FantasyPros,16197,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ben Skowronek,WR,PIT,NA,NA,0.5,6.2,NA,NA,0,0,0.1,NA,0,0,0.9,NA,22843,FantasyPros,15491,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Darius Cooper,WR,PHI,NA,NA,0.5,6.1,NA,NA,0,0,0,NA,0,0,0.8,NA,27866,FantasyPros,17333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gunner Olszewski,WR,NYG,NA,NA,0.6,7.3,NA,NA,0,0,0.3,NA,0,0.1,0.8,NA,19093,FantasyPros,14555,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
James Proche II,WR,TEN,NA,NA,0.6,6.6,NA,NA,0,0,0.2,NA,0,0,0.8,NA,19359,FantasyPros,14848,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jalen Royals,WR,KC,NA,NA,0.5,5.3,NA,NA,0,0,0,NA,0,0,0.8,NA,27076,FantasyPros,17086,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dyami Brown,WR,JAC,NA,NA,0.3,3.8,NA,NA,0,0.4,1.3,NA,0,0,0.7,NA,20113,FantasyPros,15292,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KeAndre Lambert-Smith,WR,LAC,NA,NA,0.4,4.5,NA,NA,0,0,0,NA,0,0,0.7,NA,24372,FantasyPros,17205,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tyler Johnson,WR,NYJ,NA,NA,0.4,4,NA,NA,0,0,0.1,NA,0,0,0.6,NA,18633,FantasyPros,14864,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jalin Hyatt,WR,NYG,NA,NA,0.3,4,NA,NA,0,0,0,NA,0,0,0.5,NA,25251,FantasyPros,16183,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Elijah Moore,WR,DEN,NA,NA,0.4,3.8,NA,NA,0,0,0,NA,0,0,0.5,NA,20114,FantasyPros,15288,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tai Felton,WR,MIN,NA,NA,0.3,3.5,NA,NA,0,0,0,NA,0,0,0.5,NA,27182,FantasyPros,17097,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cedrick Wilson Jr.,WR,MIA,NA,NA,0.3,3.5,NA,NA,0,0,0.1,NA,0,0,0.5,NA,17262,FantasyPros,13652,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Savion Williams,WR,GB,NA,NA,0.2,2.4,NA,NA,0,0.3,0.9,NA,0,0,0.5,NA,27144,FantasyPros,17096,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cody White,WR,SEA,NA,NA,0.3,3.6,NA,NA,0,0,0,NA,0,0,0.5,NA,19739,FantasyPros,15589,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brycen Tremayne,WR,CAR,NA,NA,0.2,2.8,NA,NA,0,0,0.1,NA,0,0,0.4,NA,25631,FantasyPros,16949,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Trent Sherfield Sr.,WR,ARI,NA,NA,0.2,2.5,NA,NA,0,0,0,NA,0,0,0.4,NA,17888,FantasyPros,13893,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mason Kinsey,WR,TEN,NA,NA,0.2,2.1,NA,NA,0,0,0,NA,0,0,0.3,NA,19704,FantasyPros,15535,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jamari Thrash,WR,CLE,NA,NA,0.1,1.8,NA,NA,0,0,0,NA,0,0,0.2,NA,26162,FantasyPros,16624,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Skyy Moore,WR,SF,NA,NA,0.1,1.4,NA,NA,0,0,0.2,NA,0,0,0.2,NA,23905,FantasyPros,15766,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nikko Remigio,WR,KC,NA,NA,0.1,1.4,NA,NA,0,0,0,NA,0,0,0.2,NA,25772,FantasyPros,16422,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dee Eskridge,WR,MIA,NA,NA,0.1,1.1,NA,NA,0,0,0.3,NA,0,0,0.2,NA,22785,FantasyPros,15302,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Anthony Gould,WR,IND,NA,NA,0.1,1.2,NA,NA,0,0,0.1,NA,0,0,0.2,NA,26404,FantasyPros,16732,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Laquon Treadwell,WR,IND,NA,NA,0.1,1.1,NA,NA,0,0,0,NA,0,0,0.2,NA,15495,FantasyPros,12645,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kameron Johnson,WR,TB,NA,NA,0.1,1,NA,NA,0,0,0,NA,0,0,0.2,NA,26626,FantasyPros,16883,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Derius Davis,WR,LAC,NA,NA,0.1,0.5,NA,NA,0,0,0.9,NA,0,0,0.1,NA,25334,FantasyPros,16299,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dareke Young,WR,SEA,NA,NA,0.1,0.9,NA,NA,0,0,0,NA,0,0,0.1,NA,24570,FantasyPros,15941,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Charlie Jones,WR,CIN,NA,NA,0.1,0.8,NA,NA,0,0,0.1,NA,0,0,0.1,NA,25336,FantasyPros,16203,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dominic Lovett,WR,DET,NA,NA,0.1,0.7,NA,NA,0,0,0,NA,0,0,0.1,NA,26013,FantasyPros,17255,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alex Bachman,WR,LV,NA,NA,0.1,0.6,NA,NA,0,0,0,NA,0,0,0.1,NA,18902,FantasyPros,14548,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jordan Watkins,WR,SF,NA,NA,0,0.5,NA,NA,0,0,0.1,NA,0,0,0.1,NA,27486,FantasyPros,17192,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Amon-Ra St.,WR,WR,NA,7.2,7.2,87.5,NA,NA,1,0.2,0.8,NA,0,0,16.77,NA,16373,FleaFlicker,15287,8,PITSun 4:25 PM,WR6,1,88.3,98%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jaxon Smith-Njigba,WR,SEA,NA,6.7,6.7,97.3,NA,NA,1,0.5,1.9,NA,0,0,15.9,NA,17606,FleaFlicker,16185,8,LARThu 8:15 PM,WR1,1,99.2,98%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ja'Marr Chase,WR,CIN,NA,7.6,7.6,88.9,NA,NA,1,0.1,0.8,NA,0,0.1,14.85,NA,16250,FleaFlicker,15281,0,@MIASun 1:00 PM,WR3,1,89.7,98%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jameson Williams,WR,DET,NA,4.7,4.7,76.6,NA,NA,1,0.4,2.1,NA,0,0,13.89,NA,16830,FleaFlicker,15756,8,PITSun 4:25 PM,WR10,1,78.7,96%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nico Collins,WR,HOU,NA,5.1,5.1,75.2,NA,NA,1,0.2,1.1,NA,0,0.1,13.69,NA,16281,FleaFlicker,15290,6,LVSun 4:25 PM,WR4,1,76.3,98%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A.J. Brown,WR,PHI,NA,5.2,5.2,73.9,NA,NA,1,0,0,NA,0,0,13.35,NA,14694,FleaFlicker,14104,9,@WASSat 5:00 PM,WR9,1,74,98%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Puka Nacua,WR,LAR,NA,7.7,7.7,95.2,NA,NA,0.5,0.6,3.7,NA,0,0.1,12.77,NA,17779,FleaFlicker,16211,8,@SEAThu 8:15 PM,WR2,0.5,98.9,98%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mike Evans,WR,TB,NA,4.6,4.6,64.2,NA,NA,1,0,0,NA,0,0,12.38,NA,10252,FleaFlicker,11671,9,@CARSun 1:00 PM,WR23,1,64.2,92%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CeeDee Lamb,WR,DAL,NA,5.9,5.9,83.6,NA,NA,0.5,0.3,1.8,NA,0,0,11.32,NA,15523,FleaFlicker,14832,0,LACSun 1:00 PM,WR5,0.5,85.4,98%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tee Higgins,WR,CIN,NA,4,4,53.2,NA,NA,1,0,0.1,NA,0,0,11.29,NA,15585,FleaFlicker,14835,0,@MIASun 1:00 PM,WR15,1,53.3,96%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
George Pickens,WR,DAL,NA,4.9,4.9,73.2,NA,NA,0.5,0.2,0.9,NA,0,0,10.23,NA,16859,FleaFlicker,15762,0,LACSun 1:00 PM,WR7,0.5,74,97%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chris Olave,WR,NO,NA,5.9,5.9,70,NA,NA,0.5,0,0.1,NA,0,0,9.66,NA,16824,FleaFlicker,15754,1,NYJSun 1:00 PM,WR16,0.5,70,95%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Drake London,WR,ATL,NA,4.9,4.9,66,NA,NA,0.5,0,0.1,NA,0,0,9.47,NA,16823,FleaFlicker,15751,5,@ARISun 4:05 PM,WR26,0.5,66.1,97%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Michael Wilson,WR,ARI,NA,5.4,5.4,67.8,NA,NA,0.4,0,0.1,NA,0,0,9.39,NA,17671,FleaFlicker,16206,8,ATLSun 4:05 PM,WR13,0.4,67.9,78%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DK Metcalf,WR,PIT,NA,4.1,4.1,64.3,NA,NA,0.5,0,0.2,NA,0,0,9.35,NA,14706,FleaFlicker,14102,5,@DETSun 4:25 PM,WR21,0.5,64.4,97%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Zay Flowers,WR,BAL,NA,5,5,68.4,NA,NA,0.3,0.6,2.9,NA,0,0.1,9.17,NA,17595,FleaFlicker,16190,7,NESun 8:20 PM,WR19,0.4,71.2,95%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tetairoa McMillan,WR,CAR,NA,4.6,4.6,63.4,NA,NA,0.5,0,0.1,NA,0,0,9.07,NA,19258,FleaFlicker,17071,4,TBSun 1:00 PM,WR12,0.5,63.5,93%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rashee Rice,WR,KC,NA,4.9,4.9,57.9,NA,NA,0.4,0.8,3.6,NA,0.1,0,8.77,NA,17633,FleaFlicker,16194,0,@TENSun 1:00 PM,WR8,0.5,61.4,96%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Justin Jefferson,WR,MIN,NA,4.6,4.6,62.8,NA,NA,0.4,0,0.1,NA,0,0,8.71,NA,15540,FleaFlicker,14836,6,@NYGSun 1:00 PM,WR17,0.4,62.9,98%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ladd McConkey,WR,LAC,NA,4.8,4.8,60.4,NA,NA,0.4,0,0.1,NA,0,0,8.35,NA,18407,FleaFlicker,16627,2,@DALSun 1:00 PM,WR18,0.4,60.5,95%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Courtland Sutton,WR,DEN,NA,4.4,4.4,57,NA,NA,0.4,0,0,NA,0,0,8.3,NA,13795,FleaFlicker,13630,2,JACSun 4:05 PM,WR20,0.4,57,96%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jaylen Waddle,WR,MIA,NA,4.4,4.4,59.8,NA,NA,0.4,0,0.4,NA,0,0,8.26,NA,16236,FleaFlicker,15284,2,CINSun 1:00 PM,WR11,0.4,60.2,96%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DeVonta Smith,WR,PHI,NA,4.6,4.6,62,NA,NA,0.3,0,0,NA,0,0,8.26,NA,16253,FleaFlicker,15282,9,@WASSat 5:00 PM,WR14,0.3,62.1,96%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DJ Moore,WR,CHI,NA,4.1,4.1,53.2,NA,NA,0.4,0.9,4.5,NA,0,0.1,8.01,NA,13764,FleaFlicker,13635,5,GBSat 8:20 PM,WR45,0.4,57.7,87%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Terry McLaurin,WR,WAS,NA,4.1,4.1,59,NA,NA,0.3,0,0.1,NA,0,0,7.96,NA,14746,FleaFlicker,14109,2,PHISat 5:00 PM,WR24,0.3,59,91%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Marvin Harrison,WR,ARI,NA,3.5,3.5,52.4,NA,NA,0.4,0,0.1,NA,0,0,7.61,NA,18381,FleaFlicker,16614,8,ATLSun 4:05 PM,WR37,0.4,52.5,92%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jauan Jennings,WR,SF,NA,4.1,4.1,53,NA,NA,0.4,0,0,NA,0,0.1,7.58,NA,15751,FleaFlicker,14860,4,@INDMon 8:15 PM,WR29,0.4,53.1,87%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Wan'Dale Robinson,WR,NYG,NA,5.3,5.3,57.4,NA,NA,0.3,0.1,0.7,NA,0,0,7.55,NA,16869,FleaFlicker,15757,4,MINSun 1:00 PM,WR31,0.3,58.1,81%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Emeka Egbuka,WR,TB,NA,3.6,3.6,51.6,NA,NA,0.4,0.1,0.5,NA,0,0,7.51,NA,19261,FleaFlicker,17081,9,@CARSun 1:00 PM,WR22,0.4,52.1,94%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jayden Reed,WR,GB,NA,3.6,3.6,47.9,NA,NA,0.3,1.1,6.2,NA,0,0,7.51,NA,17674,FleaFlicker,16184,5,@CHISat 8:20 PM,WR32,0.4,54.1,74%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jakobi Meyers,WR,JAC,NA,4.5,4.5,54.7,NA,NA,0.3,0.5,1.9,NA,0,0,7.42,NA,14949,FleaFlicker,14127,8,@DENSun 4:05 PM,WR25,0.3,56.6,87%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Christian Watson,WR,GB,NA,3,3,52.5,NA,NA,0.4,0.1,0.4,NA,0,0,7.41,NA,16896,FleaFlicker,15789,5,@CHISat 8:20 PM,WR28,0.4,52.9,74%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brian Thomas,WR,JAC,NA,3.6,3.6,53.3,NA,NA,0.3,0.3,1.4,NA,0,0,7.41,NA,18361,FleaFlicker,16618,8,@DENSun 4:05 PM,WR30,0.3,54.7,90%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Deebo Samuel,WR,WAS,NA,4.3,4.3,46.5,NA,NA,0.3,0.9,4.3,NA,0.1,0,7.06,NA,14702,FleaFlicker,14136,2,PHISat 5:00 PM,WR33,0.3,50.8,93%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Stefon Diggs,WR,NE,NA,4.5,4.5,52.8,NA,NA,0.3,0,0.1,NA,0,0,6.99,NA,11329,FleaFlicker,12186,4,@BALSun 8:20 PM,WR27,0.3,52.9,92%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Xavier Worthy,WR,KC,NA,3.7,3.7,46.5,NA,NA,0.2,1.2,6.5,NA,0,0,6.94,NA,18363,FleaFlicker,16620,0,@TENSun 1:00 PM,WR44,0.3,53,85%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jordan Addison,WR,MIN,NA,3.4,3.4,46.7,NA,NA,0.4,0,0.5,NA,0,0,6.9,NA,17613,FleaFlicker,16186,6,@NYGSun 1:00 PM,WR43,0.4,47.1,86%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chris Godwin,WR,TB,NA,4.1,4.1,48.1,NA,NA,0.3,0,0.2,NA,0,0,6.71,NA,12926,FleaFlicker,13163,9,@CARSun 1:00 PM,WR47,0.3,48.3,79%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ricky Pearsall,WR,SF,NA,3.7,3.7,50.6,NA,NA,0.3,0.1,0.5,NA,0,0,6.69,NA,18377,FleaFlicker,16622,4,@INDMon 8:15 PM,WR41,0.3,51.1,74%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Khalil Shakir,WR,BUF,NA,4.2,4.2,47.5,NA,NA,0.3,0,0.1,NA,0,0,6.52,NA,16947,FleaFlicker,15761,7,@CLESun 1:00 PM,WR35,0.3,47.7,85%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Adonai Mitchell,WR,NYJ,NA,3.5,3.5,48.5,NA,NA,0.3,0.1,0.3,NA,0,0.1,6.46,NA,18395,FleaFlicker,16626,9,@NOSun 1:00 PM,WR48,0.3,48.8,42%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Michael Pittman,WR,IND,NA,4.7,4.7,45.1,NA,NA,0.3,0.1,0.3,NA,0,0,6.37,NA,15603,FleaFlicker,14842,1,SFMon 8:15 PM,WR34,0.3,45.5,93%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alec Pierce,WR,IND,NA,2.9,2.9,47.4,NA,NA,0.3,0.1,0.3,NA,0,0,6.31,NA,16842,FleaFlicker,15768,1,SFMon 8:15 PM,WR36,0.3,47.7,64%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Keenan Allen,WR,LAC,NA,3.9,3.9,44.4,NA,NA,0.3,0,0.1,NA,0,0,6.3,NA,9380,FleaFlicker,11222,2,@DALSun 1:00 PM,WR46,0.3,44.5,77%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jalen Coker,WR,CAR,NA,3.5,3.5,45.1,NA,NA,0.3,0,0,NA,0,0.1,6.27,NA,18787,FleaFlicker,16809,4,TBSun 1:00 PM,WR60,0.3,45.1,31%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Quentin Johnston,WR,LAC,NA,2.9,2.9,40.3,NA,NA,0.4,0.1,0.4,NA,0,0,6.17,NA,17593,FleaFlicker,16188,2,@DALSun 1:00 PM,WR49,0.4,40.7,77%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jayden Higgins,WR,HOU,NA,3.6,3.6,41.3,NA,NA,0.3,0,0,NA,0,0,6.13,NA,19287,FleaFlicker,17083,6,LVSun 4:25 PM,WR42,0.3,41.3,54%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Darius Slayton,WR,NYG,NA,3,3,46.6,NA,NA,0.2,0,0.1,NA,0,0.1,6.01,NA,14833,FleaFlicker,14122,4,MINSun 1:00 PM,WR50,0.2,46.7,35%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Romeo Doubs,WR,GB,NA,3,3,38.9,NA,NA,0.3,0,0,NA,0,0,5.83,NA,16941,FleaFlicker,15779,5,@CHISat 8:20 PM,WR38,0.3,38.9,72%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rashid Shaheed,WR,SEA,NA,3.1,3.1,41.9,NA,NA,0.2,1,4.5,NA,0,0.1,5.77,NA,17243,FleaFlicker,16080,8,LARThu 8:15 PM,WR54,0.2,46.3,75%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kayshon Boutte,WR,NE,NA,2.7,2.7,41.1,NA,NA,0.3,0,0.1,NA,0,0,5.65,NA,17725,FleaFlicker,16193,4,@BALSun 8:20 PM,WR51,0.3,41.1,56%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tre Tucker,WR,LV,NA,3.1,3.1,40.2,NA,NA,0.2,0.5,2.3,NA,0,0,5.49,NA,17635,FleaFlicker,16287,8,@HOUSun 4:25 PM,WR59,0.2,42.5,58%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Troy Franklin,WR,DEN,NA,3.2,3.2,35,NA,NA,0.3,0.4,1.4,NA,0,0,5.42,NA,18466,FleaFlicker,16619,2,JACSun 4:05 PM,WR39,0.3,36.4,66%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mack Hollins,WR,NE,NA,3,3,40.4,NA,NA,0.2,0,0.1,NA,0,0,5.33,NA,13008,FleaFlicker,13289,4,@BALSun 8:20 PM,WR64,0.2,40.5,23%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cooper Kupp,WR,SEA,NA,3.1,3.1,38.7,NA,NA,0.2,0,0.1,NA,0,0,5.27,NA,12970,FleaFlicker,13164,8,LARThu 8:15 PM,WR65,0.2,38.7,66%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
John Metchie,WR,NYJ,NA,3.6,3.6,36.5,NA,NA,0.2,0.3,1,NA,0,0,5.15,NA,16849,FleaFlicker,15759,9,@NOSun 1:00 PM,WR62,0.2,37.4,25%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
