player,pos,team,games,rush_att,rush_yds,rush_avg,rush_tds,rec_tgt,rec,rec_yds,rec_yds_g,rec_avg,rec_tds,fumbles_lost,site_pts,site_fppg,src_id,data_src,id,bye,opp,curr_site_pts,draft_rank,misc_tds,misc_yds,pct_owned,return_tds,pass_comp,pass_att,pass_yds,pass_tds,pass_int,pos_rank,overall_rank,opp_def_rank,team_id,team_name,home_team_id,home_team,home_abbr,away_team_id,away_team,away_abbr,proj_type
Bam Knight,RB,ARI,NA,1.3,5.8,NA,0.1,0.1,0.1,1.1,NA,NA,0,0,1.05,NA,17486,FleaFlicker,15727,8,TENSun 4:05 PM,NA,NA,0.1,6.9,3%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Craig Reynolds,RB,DET,NA,1.7,6.2,NA,0,0.2,0.2,1.7,NA,NA,0,0,0.97,NA,15434,FleaFlicker,14727,8,@CINSun 4:25 PM,NA,NA,0,7.8,2%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Zamir White,RB,LV,NA,1.6,5.3,NA,0,0.3,0.3,2,NA,NA,0,0,0.97,NA,16918,FleaFlicker,15714,8,@INDSun 1:00 PM,NA,RB89,0,7.3,13%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alec Ingold,RB,MIA,NA,0.4,1,NA,0.1,0.6,0.6,4.5,NA,NA,0,0,0.95,NA,15279,FleaFlicker,14420,2,@CARSun 1:00 PM,NA,NA,0.1,5.4,1%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A.J. Dillon,RB,PHI,NA,1.8,6.7,NA,0,0.1,0.1,0.8,NA,NA,0,0,0.93,NA,15568,FleaFlicker,14805,9,DENSun 1:00 PM,NA,RB88,0,7.6,12%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Isaac Guerendo,RB,SF,NA,1.2,5.1,NA,0.1,0.1,0.1,1.2,NA,NA,0,0,0.93,NA,18482,FleaFlicker,16688,4,@LARW 26-23,0.93,RB72,0.1,6.3,38%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tahj Brooks,RB,CIN,NA,1.7,6.7,NA,0,0.1,0.1,0.9,NA,NA,0,0,0.92,NA,19416,FleaFlicker,17058,0,DETSun 4:25 PM,NA,RB66,0,7.6,24%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dylan Laube,RB,LV,NA,1.4,4.7,NA,0,0.3,0.3,2.2,NA,NA,0,0,0.85,NA,18520,FleaFlicker,16613,8,@INDSun 1:00 PM,NA,NA,0,6.9,4%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
George Holani,RB,SEA,NA,1.2,4,NA,0,0.3,0.3,2.3,NA,NA,0,0,0.81,NA,18889,FleaFlicker,16608,8,TBSun 4:05 PM,NA,RB91,0,6.4,6%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Christian McCaffrey,RB,SF,NA,NA,70.06,NA,0.57,NA,6.41,55.06,NA,NA,0.45,0.1,24.84,NA,2557997,NFL,13130,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
De'Von Achane,RB,MIA,NA,NA,79.19,NA,0.55,NA,5.28,36.68,NA,NA,0.35,0.09,22.09,NA,2570062,NFL,16167,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jahmyr Gibbs,RB,DET,NA,NA,73.76,NA,0.79,NA,3.46,24.75,NA,NA,0.22,0.09,19.19,NA,2569747,NFL,16162,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jonathan Taylor,RB,IND,NA,NA,89.61,NA,0.74,NA,2.83,20.64,NA,NA,0.12,0.1,18.82,NA,2564148,NFL,14802,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Omarion Hampton,RB,LAC,NA,NA,89.47,NA,0.67,NA,2.52,22.27,NA,NA,0.16,0.1,18.47,NA,2574514,NFL,17044,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Derrick Henry,RB,BAL,NA,NA,99.93,NA,0.98,NA,0.97,9.11,NA,NA,0.08,0.08,18.07,NA,2556075,NFL,12626,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cam Skattebo,RB,NYG,NA,NA,63.59,NA,0.93,NA,2.49,21.62,NA,NA,0.14,0.1,17.23,NA,2574427,NFL,17045,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
James Cook,RB,BUF,NA,NA,74.06,NA,0.79,NA,2.28,19.17,NA,NA,0.13,0.09,16.94,NA,2567328,NFL,15715,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Saquon Barkley,RB,PHI,NA,NA,85.27,NA,0.72,NA,1.94,12.19,NA,NA,0.1,0.08,16.45,NA,2560968,NFL,13604,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Javonte Williams,RB,DAL,NA,NA,58.67,NA,0.55,NA,3.89,21.25,NA,NA,0.17,0.11,15.98,NA,2566049,NFL,15256,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jordan Mason,RB,MIN,NA,NA,80.88,NA,0.67,NA,1.49,12.71,NA,NA,0.11,0.09,15.35,NA,2569257,NFL,15972,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Breece Hall,RB,NYJ,NA,NA,71.67,NA,0.32,NA,2.86,23.8,NA,NA,0.16,0.08,15.13,NA,2568030,NFL,15708,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alvin Kamara,RB,NO,NA,NA,65.05,NA,0.41,NA,3.41,21.83,NA,NA,0.1,0.08,15,NA,2558019,NFL,13132,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chase Brown,RB,CIN,NA,NA,64.75,NA,0.62,NA,2.32,16.73,NA,NA,0.15,0.08,14.93,NA,2569642,NFL,16181,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ashton Jeanty,RB,LV,NA,NA,68.45,NA,0.55,NA,2.47,18.79,NA,NA,0.1,0.11,14.87,NA,2574298,NFL,17042,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Quinshon Judkins,RB,CLE,NA,NA,73.88,NA,0.64,NA,1.62,14.09,NA,NA,0.1,0.09,14.68,NA,2574053,NFL,17051,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kyren Williams,RB,LAR,NA,NA,66.23,NA,0.62,NA,1.86,11.3,NA,NA,0.12,0.08,13.89,NA,2567862,NFL,15710,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rachaad White,RB,TB,NA,NA,50.1,NA,0.42,NA,2.97,19.81,NA,NA,0.18,0.11,13.34,NA,2568315,NFL,15721,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Travis Etienne,RB,JAX,NA,NA,64.21,NA,0.35,NA,2.33,15.43,NA,NA,0.07,0.08,12.65,NA,2566157,NFL,15253,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
J.K. Dobbins,RB,DEN,NA,NA,60.54,NA,0.53,NA,1.71,8.95,NA,NA,0.11,0.1,12.3,NA,2563548,NFL,14800,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kenneth Walker III,RB,SEA,NA,NA,45.63,NA,0.51,NA,2.16,16.24,NA,NA,0.11,0.08,11.91,NA,2568282,NFL,15711,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tony Pollard,RB,TEN,NA,NA,70.67,NA,0.3,NA,1.61,9.33,NA,NA,0.04,0.05,11.55,NA,2562699,NFL,14085,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
David Montgomery,RB,DET,NA,NA,53.66,NA,0.55,NA,1.49,11.6,NA,NA,0.05,0.07,11.48,NA,2562502,NFL,14071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Woody Marks,RB,HOU,NA,NA,37.96,NA,0.37,NA,2.08,19.2,NA,NA,0.12,0.06,10.62,NA,2574174,NFL,17053,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Emari Demercado,RB,ARI,NA,NA,47.49,NA,0.32,NA,1.83,12.09,NA,NA,0.1,0.05,10.21,NA,2571065,NFL,16385,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Zach Charbonnet,RB,SEA,NA,NA,34.72,NA,0.41,NA,2.13,15.64,NA,NA,0.1,0.06,10.11,NA,2570335,NFL,16169,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RJ Harvey,RB,DEN,NA,NA,27.25,NA,0.21,NA,2.62,19.67,NA,NA,0.2,0.05,9.67,NA,2574090,NFL,17068,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TreVeyon Henderson,RB,NE,NA,NA,30.67,NA,0.26,NA,2.39,18.31,NA,NA,0.13,0.03,9.57,NA,2574374,NFL,17043,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Michael Carter,RB,ARI,NA,NA,40.02,NA,0.3,NA,1.97,11.7,NA,NA,0.09,0.06,9.36,NA,2566382,NFL,15258,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kareem Hunt,RB,KC,NA,NA,31.39,NA,0.32,NA,2.02,14.23,NA,NA,0.15,0.05,9.3,NA,2557917,NFL,13138,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rhamondre Stevenson,RB,NE,NA,NA,38.31,NA,0.28,NA,1.89,12.16,NA,NA,0.09,0.06,9.04,NA,2566343,NFL,15259,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Isiah Pacheco,RB,KC,NA,NA,40.05,NA,0.2,NA,1.75,12.58,NA,NA,0.1,0.04,8.73,NA,2567808,NFL,15749,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jacory Croskey-Merritt,RB,WAS,NA,NA,44.11,NA,0.33,NA,1.04,8.78,NA,NA,0.08,0.05,8.69,NA,2574608,NFL,17256,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nick Chubb,RB,HOU,NA,NA,39.95,NA,0.32,NA,1.18,8.8,NA,NA,0.06,0.05,8.24,NA,2561021,NFL,13610,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chris Rodriguez Jr.,RB,WAS,NA,NA,31.38,NA,0.46,NA,0.63,5.39,NA,NA,0.05,0.04,7.29,NA,2570386,NFL,16174,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jeremy McNichols,RB,WAS,NA,NA,29.03,NA,0.3,NA,1.12,7.63,NA,NA,0.07,0.04,6.93,NA,2557977,NFL,13143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sean Tucker,RB,TB,NA,NA,30.25,NA,0.23,NA,0.79,6.95,NA,NA,0.06,0.07,6.83,NA,2571629,NFL,16166,NA,NA,NA,NA,NA,NA,NA,0.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ollie Gordon II,RB,MIA,NA,NA,28.84,NA,0.24,NA,0.83,7.11,NA,NA,0.06,0.03,6.17,NA,2574322,NFL,17059,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Isaiah Davis,RB,NYJ,NA,NA,21.15,NA,0.15,NA,1.36,12.44,NA,NA,0.09,0.03,6.1,NA,2572360,NFL,16752,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bhayshul Tuten,RB,JAX,NA,NA,23.08,NA,0.21,NA,1.14,9.36,NA,NA,0.07,0.03,6,NA,2574235,NFL,17052,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ray Davis,RB,BUF,NA,NA,25.22,NA,0.17,NA,1.05,9.88,NA,NA,0.08,0.05,5.96,NA,2571862,NFL,16603,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rico Dowdle,RB,CAR,NA,NA,23.86,NA,0.1,NA,1.64,10.38,NA,NA,0.06,0.05,5.92,NA,2565295,NFL,14823,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Blake Corum,RB,LAR,NA,NA,29.47,NA,0.21,NA,0.59,4.74,NA,NA,0.04,0.05,5.41,NA,2572189,NFL,16593,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Miles Sanders,RB,DAL,NA,NA,20,NA,0.19,NA,1.22,6.8,NA,NA,0.07,0.03,5.4,NA,2562722,NFL,14079,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Justice Hill,RB,BAL,NA,NA,14.13,NA,0.08,NA,1.51,12.54,NA,NA,0.13,0.05,5.34,NA,2562407,NFL,14086,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Devin Singletary,RB,NYG,NA,NA,24.22,NA,0.14,NA,1.19,7.21,NA,NA,0.03,0.03,5.29,NA,2562734,NFL,14080,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kendre Miller,RB,NO,NA,NA,24.02,NA,0.14,NA,1.05,8.01,NA,NA,0.04,0.03,5.27,NA,2570149,NFL,16171,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Zavier Scott,RB,MIN,NA,NA,17.51,NA,0.16,NA,1.01,9.12,NA,NA,0.07,0.03,4.99,NA,2570563,NFL,17337,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jerome Ford,RB,CLE,NA,NA,17.71,NA,0.09,NA,1.18,8.71,NA,NA,0.03,0.04,4.46,NA,2567469,NFL,15713,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ty Johnson,RB,BUF,NA,NA,14.04,NA,0.12,NA,0.86,8.3,NA,NA,0.08,0.02,4.25,NA,2562293,NFL,14095,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Antonio Gibson,RB,NE,NA,NA,21.18,NA,0.11,NA,0.78,5.42,NA,NA,0.03,0.03,4.22,NA,2565276,NFL,14852,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brian Robinson,RB,SF,NA,NA,19.29,NA,0.23,NA,0.49,3.61,NA,NA,0.02,0.04,4.2,NA,2568348,NFL,15716,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hassan Haskins,RB,LAC,NA,NA,10.92,NA,0.11,NA,0.94,8.31,NA,NA,0.06,0.02,3.84,NA,2567649,NFL,15720,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LeQuint Allen Jr.,RB,JAX,NA,NA,7.66,NA,0.07,NA,1.17,9.13,NA,NA,0.07,0.02,3.65,NA,2574207,NFL,17061,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Raheem Mostert,RB,LV,NA,NA,12.58,NA,0.13,NA,0.75,5.5,NA,NA,0.04,0.02,3.54,NA,2553728,NFL,12447,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Samaje Perine,RB,CIN,NA,NA,5.56,NA,0.04,NA,1.15,8.63,NA,NA,0.06,0.04,3.09,NA,2558138,NFL,13133,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dylan Sampson,RB,CLE,NA,NA,3.98,NA,0.04,NA,1.03,7.95,NA,NA,0.07,0.01,2.86,NA,2574062,NFL,17047,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brashard Smith,RB,KC,NA,NA,8.53,NA,0.06,NA,0.63,4.63,NA,NA,0.06,NA,2.67,NA,2574256,NFL,17049,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Will Shipley,RB,PHI,NA,NA,10.05,NA,0.1,NA,0.37,3.18,NA,NA,0.02,0.02,2.37,NA,2572390,NFL,16601,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Devin Neal,RB,NO,NA,NA,12.77,NA,0.09,NA,0.28,2.23,NA,NA,0.01,0.01,2.36,NA,2574402,NFL,17046,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DJ Giddens,RB,IND,NA,NA,11.11,NA,0.1,NA,0.3,2.63,NA,NA,0.02,0.02,2.35,NA,2574188,NFL,17060,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jaydon Blue,RB,DAL,NA,NA,7.96,NA,0.07,NA,0.32,2.68,NA,NA,0.02,0.01,1.9,NA,2574068,NFL,17069,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tyler Badie,RB,DEN,NA,NA,6.2,NA,0.05,NA,0.36,2.77,NA,NA,0.03,0.01,1.72,NA,2567265,NFL,15718,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bam Knight,RB,ARI,NA,NA,4.48,NA,0.04,NA,0.3,2.26,NA,NA,0.02,0.01,1.31,NA,2568036,NFL,15727,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tahj Brooks,RB,CIN,NA,NA,5.3,NA,0.04,NA,0.15,1.32,NA,NA,0.01,0.02,1.07,NA,2574024,NFL,17058,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Trevor Etienne,RB,CAR,NA,NA,6.43,NA,0.05,NA,0.05,0.4,NA,NA,NA,0.01,1.01,NA,2573977,NFL,17056,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Julius Chestnut,RB,TEN,NA,NA,3.6,NA,0.03,NA,0.14,1.11,NA,NA,0.01,0.01,0.83,NA,2568804,NFL,15965,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dare Ogunbowale,RB,HOU,NA,NA,2.38,NA,0.02,NA,0.21,1.6,NA,NA,0.01,NA,0.79,NA,2559362,NFL,13148,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eric Gray,RB,NYG,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.78,NA,2570158,NFL,16173,NA,NA,NA,NA,NA,NA,NA,0.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AJ Dillon,RB,PHI,NA,NA,4.2,NA,0.03,NA,0.08,0.55,NA,NA,NA,NA,0.74,NA,2563986,NFL,14805,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Zamir White,RB,LV,NA,NA,3.83,NA,0.03,NA,0.08,0.58,NA,NA,NA,0.01,0.68,NA,2567883,NFL,15714,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dylan Laube,RB,LV,NA,NA,2.38,NA,0.02,NA,0.13,1.19,NA,NA,0.01,NA,0.67,NA,2572231,NFL,16613,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Craig Reynolds,RB,DET,NA,NA,3.03,NA,NA,NA,0.15,1.15,NA,NA,NA,NA,0.57,NA,2562834,NFL,14727,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
George Holani,RB,SEA,NA,NA,2.91,NA,0.03,NA,0.05,0.42,NA,NA,NA,NA,0.56,NA,2572768,NFL,16608,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tyler Goodson,RB,IND,NA,NA,2.83,NA,0.02,NA,0.02,0.18,NA,NA,NA,NA,0.44,NA,2567595,NFL,15730,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tank Bigsby,RB,PHI,NA,NA,1.36,NA,0.02,NA,0.07,0.59,NA,NA,NA,NA,0.39,NA,2569882,NFL,16164,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jaylen Wright,RB,MIA,NA,NA,0.11,NA,NA,NA,0.11,0.98,NA,NA,0.01,NA,0.28,NA,2572261,NFL,16610,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rasheen Ali,RB,BAL,NA,NA,0.12,NA,NA,NA,0.07,0.75,NA,NA,0.01,NA,0.22,NA,2571823,NFL,16746,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sione Vaki,RB,DET,NA,NA,0.6,NA,0.01,NA,0.02,0.23,NA,NA,NA,NA,0.16,NA,2572021,NFL,16678,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dameon Pierce,RB,HOU,NA,NA,0.94,NA,NA,NA,0.02,0.16,NA,NA,NA,NA,0.13,NA,2567685,NFL,15717,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jarquez Hunter,RB,LAR,NA,NA,0.12,NA,NA,NA,0.05,0.4,NA,NA,NA,NA,0.1,NA,2574269,NFL,17064,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jonathan Taylor,RB,IND,NA,21.77,101.46,NA,1.14,3.14,2.41,13.71,NA,NA,0.09,NA,19.84,NA,54525,FanDuel,14802,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,1,4,16,14,Indianapolis Colts,14,Indianapolis Colts,IND,35,Las Vegas Raiders,LV,WEEKLY
