player,pos,team,games,fg,fg_att,fg_0019,fg_att_0019,fg_2029,fg_att_2029,fg_3039,fg_att_3039,fg_4049,fg_att_4049,fg_50,fg_att_50,xp,xp_att,site_pts,site_fppg,src_id,data_src,id,fg_50_att,fg_4049_att,fg_0039,fg_att_39,bye,opp,curr_site_pts,draft_rank,fg_pct,xp_pct,pct_owned,pos_rank,opp_def_rank,team_id,team_name,home_team_id,home_team,home_abbr,away_team_id,away_team,away_abbr,proj_type
Chase McLaughlin,K,TB,NA,1.73,2.45,0,NA,0.55,NA,0.58,NA,0.44,NA,0.2,NA,2.45,1.96,8.6,NA,54352,FanDuel,14717,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,14,30,Tampa Bay Buccaneers,30,Tampa Bay Buccaneers,TB,24,Philadelphia Eagles,PHI,WEEKLY
Cam Little,K,JAC,NA,1.81,2.38,0.02,NA,0.57,NA,0.6,NA,0.58,NA,0.07,NA,2.36,2.15,8.6,NA,55987,FanDuel,16680,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,12,15,Jacksonville Jaguars,27,San Francisco 49ers,SF,15,Jacksonville Jaguars,JAC,WEEKLY
Will Reichard,K,MIN,NA,1.75,2.24,0.02,NA,0.64,NA,0.4,NA,0.46,NA,0.24,NA,2.24,2.03,8.46,NA,55919,FanDuel,16681,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,22,18,Minnesota Vikings,25,Pittsburgh Steelers,PIT,18,Minnesota Vikings,MIN,WEEKLY
Brandon Aubrey,K,DAL,NA,1.88,1.82,0.02,NA,0.41,NA,0.66,NA,0.56,NA,0.23,NA,1.68,2.2,8.34,NA,55648,FanDuel,16414,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,3,9,Dallas Cowboys,9,Dallas Cowboys,DAL,12,Green Bay Packers,GB,WEEKLY
Chad Ryland,K,ARI,NA,1.79,2.1,0.04,NA,0.38,NA,0.57,NA,0.61,NA,0.2,NA,1.92,1.99,8.33,NA,55627,FanDuel,16292,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,9,1,Arizona Cardinals,1,Arizona Cardinals,ARI,28,Seattle Seahawks,SEA,WEEKLY
Andy Borregales,K,NE,NA,1.78,2.47,0.04,NA,0.66,NA,0.62,NA,0.27,NA,0.15,NA,2.43,2.18,8.22,NA,56311,FanDuel,17220,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,6,19,New England Patriots,19,New England Patriots,NE,5,Carolina Panthers,CAR,WEEKLY
Tyler Loop,K,BAL,NA,1.6,2.64,0,NA,0.45,NA,0.4,NA,0.47,NA,0.24,NA,2.53,1.83,8.16,NA,56289,FanDuel,17222,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,19,3,Baltimore Ravens,16,Kansas City Chiefs,KC,3,Baltimore Ravens,BAL,WEEKLY
Jake Elliott,K,PHI,NA,1.59,2.53,0.04,NA,0.6,NA,0.52,NA,0.34,NA,0.12,NA,2.51,1.86,7.95,NA,53569,FanDuel,13303,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,11,24,Philadelphia Eagles,30,Tampa Bay Buccaneers,TB,24,Philadelphia Eagles,PHI,WEEKLY
Greg Joseph,K,SF,NA,1.53,2.88,0.02,NA,0.53,NA,0.41,NA,0.42,NA,0.11,NA,2.75,1.9,7.86,NA,53938,FanDuel,13898,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,2,27,San Francisco 49ers,27,San Francisco 49ers,SF,15,Jacksonville Jaguars,JAC,WEEKLY
Joey Slye,K,TEN,NA,1.76,1.68,0.02,NA,0.36,NA,0.71,NA,0.39,NA,0.27,NA,1.66,2.03,7.84,NA,54202,FanDuel,14600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,17,31,Tennessee Titans,13,Houston Texans,HOU,31,Tennessee Titans,TEN,WEEKLY
Riley Patterson,K,MIA,NA,1.59,2.09,0.03,NA,0.52,NA,0.47,NA,0.41,NA,0.21,NA,2.06,1.89,7.81,NA,55158,FanDuel,15369,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26,27,17,Miami Dolphins,17,Miami Dolphins,MIA,22,New York Jets,NYJ,WEEKLY
Harrison Butker,K,KC,NA,1.51,2.31,0,NA,0.46,NA,0.38,NA,0.44,NA,0.24,NA,2.27,1.87,7.75,NA,53628,FanDuel,13354,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,29,16,Kansas City Chiefs,16,Kansas City Chiefs,KC,3,Baltimore Ravens,BAL,WEEKLY
Blake Grupe,K,NO,NA,1.58,2.04,0.02,NA,0.64,NA,0.45,NA,0.43,NA,0.08,NA,2.02,1.96,7.47,NA,55655,FanDuel,16444,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28,20,20,New Orleans Saints,4,Buffalo Bills,BUF,20,New Orleans Saints,NO,WEEKLY
Matt Gay,K,WSH,NA,1.28,2.79,0,NA,0.4,NA,0.36,NA,0.38,NA,0.18,NA,2.72,1.63,7.42,NA,54199,FanDuel,14244,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29,7,32,Washington Commanders,2,Atlanta Falcons,ATL,32,Washington Commanders,WSH,WEEKLY
Ryan Fitzgerald,K,CAR,NA,1.51,1.97,0.04,NA,0.46,NA,0.44,NA,0.35,NA,0.19,NA,1.88,1.73,7.05,NA,56309,FanDuel,17277,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,21,5,Carolina Panthers,19,New England Patriots,NE,5,Carolina Panthers,CAR,WEEKLY
Jude McAtamney,K,NYG,NA,1.63,1.59,0.02,NA,0.54,NA,0.6,NA,0.34,NA,0.11,NA,1.59,2.06,6.98,NA,56171,FanDuel,16848,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,4,21,New York Giants,21,New York Giants,NYG,34,Los Angeles Chargers,LAC,WEEKLY
Andre Szmyt,K,CLE,NA,1.45,1.88,0.02,NA,0.41,NA,0.59,NA,0.37,NA,0.08,NA,1.84,1.79,6.78,NA,56310,FanDuel,16419,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,24,8,Cleveland Browns,11,Detroit Lions,DET,8,Cleveland Browns,CLE,WEEKLY
Evan McPherson,K,CIN,NA,1.36,1.3,0,NA,0.44,NA,0.46,NA,0.42,NA,0.22,NA,1.22,1.74,6.7,NA,54904,FanDuel,15368,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,10,7,Cincinnati Bengals,10,Denver Broncos,DEN,7,Cincinnati Bengals,CIN,WEEKLY
