player,pos,team,games,rush_att,rush_yds,rush_avg,rush_tds,rec_tgt,rec,rec_yds,rec_yds_g,rec_avg,rec_tds,fumbles_lost,site_pts,site_fppg,src_id,data_src,id,bye,opp,draft_rank,misc_tds,misc_yds,pct_owned,return_tds,fumble_TD
Ray Davis,RB,BUF,NA,NA,14.19,NA,0.11,NA,0.31,2.7,NA,NA,0.03,0.03,2.78,NA,2571862,NFL,16603,NA,NA,NA,NA,NA,NA,NA,NA
Brian Robinson,RB,SF,NA,NA,11.76,NA,0.13,NA,0.28,2.18,NA,NA,0.01,0.03,2.45,NA,2568348,NFL,15716,NA,NA,NA,NA,NA,NA,NA,NA
Ameer Abdullah,RB,IND,NA,NA,8.66,NA,0.08,NA,0.32,2.17,NA,NA,0.02,NA,2,NA,2552374,NFL,12155,NA,NA,NA,NA,NA,NA,NA,NA
Michael Carter,RB,ARI,NA,NA,7.08,NA,0.07,NA,0.48,2.89,NA,NA,0.02,0.01,2,NA,2566382,NFL,15258,NA,NA,NA,NA,NA,NA,NA,NA
Tank Bigsby,RB,PHI,NA,NA,10.29,NA,0.09,NA,0.15,1.08,NA,NA,0.01,0.02,1.85,NA,2569882,NFL,16164,NA,NA,NA,NA,NA,NA,NA,NA
Chris Brooks,RB,GB,NA,NA,5,NA,0.03,NA,0.48,3.68,NA,NA,0.03,0.01,1.69,NA,2571114,NFL,16387,NA,NA,NA,NA,NA,NA,NA,NA
Jaylen Wright,RB,MIA,NA,NA,6.69,NA,0.06,NA,0.21,1.62,NA,NA,0.02,0.02,1.48,NA,2572261,NFL,16610,NA,NA,NA,NA,NA,NA,NA,NA
Will Shipley,RB,PHI,NA,NA,3.88,NA,0.04,NA,0.36,2.77,NA,NA,0.03,0.01,1.43,NA,2572390,NFL,16601,NA,NA,NA,NA,NA,NA,NA,NA
Kaleb Johnson,RB,PIT,NA,NA,6.17,NA,0.05,NA,0.15,1.35,NA,NA,0.01,0.01,1.24,NA,2574496,NFL,17048,NA,NA,NA,NA,NA,NA,NA,NA
Terrell Jennings,RB,NE,NA,NA,5.53,NA,0.04,NA,0.09,0.84,NA,NA,0.01,0.01,1.01,NA,2573767,NFL,16957,NA,NA,NA,NA,NA,NA,NA,NA
Dare Ogunbowale,RB,HOU,NA,NA,2.5,NA,0.02,NA,0.27,2.23,NA,NA,0.02,NA,0.98,NA,2559362,NFL,13148,NA,NA,NA,NA,NA,NA,NA,NA
Eric Gray,RB,NYG,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.78,NA,2570158,NFL,16173,NA,NA,NA,NA,NA,NA,0.13,NA
Trevor Etienne,RB,CAR,NA,NA,3.76,NA,0.02,NA,0.07,0.59,NA,NA,0.01,NA,0.69,NA,2573977,NFL,17056,NA,NA,NA,NA,NA,NA,NA,NA
DJ Giddens,RB,IND,NA,NA,3.81,NA,0.03,NA,0.04,0.38,NA,NA,NA,NA,0.64,NA,2574188,NFL,17060,NA,NA,NA,NA,NA,NA,NA,NA
Trayveon Williams,RB,LAC,NA,NA,2.78,NA,0.02,NA,0.08,0.65,NA,NA,0.01,NA,0.6,NA,2562600,NFL,14076,NA,NA,NA,NA,NA,NA,NA,NA
Craig Reynolds,RB,DET,NA,NA,3.03,NA,NA,NA,0.15,1.15,NA,NA,NA,NA,0.57,NA,2562834,NFL,14727,NA,NA,NA,NA,NA,NA,NA,NA
George Holani,RB,SEA,NA,NA,4.36,NA,NA,NA,0.05,0.42,NA,NA,NA,NA,0.53,NA,2572768,NFL,16608,NA,NA,NA,NA,NA,NA,NA,NA
Jarquez Hunter,RB,LAR,NA,NA,3.1,NA,0.02,NA,0.04,0.4,NA,NA,NA,NA,0.51,NA,2574269,NFL,17064,NA,NA,NA,NA,NA,NA,NA,NA
Brittain Brown,RB,CHI,NA,NA,2.8,NA,0.02,NA,0.02,0.18,NA,NA,NA,NA,0.44,NA,2567868,NFL,15953,NA,NA,NA,NA,NA,NA,NA,NA
Isaac Guerendo,RB,SF,NA,NA,1.72,NA,0.02,NA,0.02,0.22,NA,NA,NA,NA,0.33,NA,2572498,NFL,16688,NA,NA,NA,NA,NA,NA,NA,NA
AJ Dillon,RB,PHI,NA,NA,1.72,NA,0.01,NA,0.05,0.35,NA,NA,NA,NA,0.32,NA,2563986,NFL,14805,NA,NA,NA,NA,NA,NA,NA,NA
Tyler Goodson,RB,IND,NA,NA,2.09,NA,0.01,NA,0.02,0.17,NA,NA,NA,NA,0.31,NA,2567595,NFL,15730,NA,NA,NA,NA,NA,NA,NA,NA
Roschon Johnson,RB,CHI,NA,NA,1.18,NA,0.01,NA,0.02,0.15,NA,NA,NA,NA,0.21,NA,2569615,NFL,16175,NA,NA,NA,NA,NA,NA,NA,NA
Dameon Pierce,RB,HOU,NA,NA,1.22,NA,NA,NA,0.02,0.17,NA,NA,NA,NA,0.16,NA,2567685,NFL,15717,NA,NA,NA,NA,NA,NA,NA,NA
Jordan James,RB,SF,NA,NA,0.64,NA,NA,NA,0.04,0.4,NA,NA,NA,NA,0.14,NA,2574540,NFL,17055,NA,NA,NA,NA,NA,NA,NA,NA
Sione Vaki,RB,DET,NA,NA,0.6,NA,NA,NA,0.02,0.24,NA,NA,NA,NA,0.1,NA,2572021,NFL,16678,NA,NA,NA,NA,NA,NA,NA,NA
Dylan Laube,RB,LV,NA,NA,0.29,NA,NA,NA,0.02,0.19,NA,NA,NA,NA,0.07,NA,2572231,NFL,16613,NA,NA,NA,NA,NA,NA,NA,NA
Raheim Sanders,RB,CLE,NA,NA,0.09,NA,NA,NA,NA,0.02,NA,NA,NA,NA,0.01,NA,2574529,NFL,17062,NA,NA,NA,NA,NA,NA,NA,NA
