player,pos,team,games,rush_att,rush_yds,rush_avg,rush_tds,rec_tgt,rec,rec_yds,rec_yds_g,rec_avg,rec_tds,fumbles_lost,site_pts,site_fppg,src_id,data_src,id,bye,opp,draft_rank,misc_tds,misc_yds,pct_owned,return_tds,fumble_TD
Kyle Monangai,RB,CHI,NA,10,52,NA,0,2,2,12,NA,NA,0,NA,NA,NA,4608686,ESPN,17066,NA,NA,NA,NA,NA,NA,NA,NA
Devin Neal,RB,NO,NA,3,13,NA,0,1,1,7,NA,NA,0,NA,NA,NA,4682652,ESPN,17046,NA,NA,NA,NA,NA,NA,NA,NA
Elijah Mitchell,RB,KCC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4241555,ESPN,15263,NA,NA,NA,NA,NA,NA,NA,NA
Raheem Mostert,RB,LV,NA,2,7,NA,0,1,1,7,NA,NA,0,NA,NA,NA,2576414,ESPN,12447,NA,NA,NA,NA,NA,NA,NA,NA
Isaac Guerendo,RB,SF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4372561,ESPN,16688,NA,NA,NA,NA,NA,NA,NA,NA
Jarquez Hunter,RB,LAR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4710341,ESPN,17064,NA,NA,NA,NA,NA,NA,NA,NA
Chris Rodriguez Jr.,RB,WAS,NA,7,29,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,4362619,ESPN,16174,NA,NA,NA,NA,NA,NA,NA,NA
Emanuel Wilson,RB,GB,NA,6,25,NA,0,2,1,11,NA,NA,0,NA,NA,NA,4887558,ESPN,16432,NA,NA,NA,NA,NA,NA,NA,NA
Sean Tucker,RB,TB,NA,6,22,NA,0,1,1,7,NA,NA,0,NA,NA,NA,4430871,ESPN,16166,NA,NA,NA,NA,NA,NA,NA,NA
Emari Demercado,RB,ARI,NA,8,33,NA,0,2,2,12,NA,NA,0,NA,NA,NA,4362478,ESPN,16385,NA,NA,NA,NA,NA,NA,NA,NA
Isaiah Davis,RB,NYJ,NA,6,25,NA,0,3,2,20,NA,NA,0,NA,NA,NA,4695404,ESPN,16752,NA,NA,NA,NA,NA,NA,NA,NA
Kalel Mullings,RB,TEN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4429121,ESPN,17050,NA,NA,NA,NA,NA,NA,NA,NA
Keaton Mitchell,RB,BAL,NA,2,9,NA,0,0,0,3,NA,NA,0,NA,NA,NA,4596334,ESPN,16178,NA,NA,NA,NA,NA,NA,NA,NA
Kyle Juszczyk,RB,SF,NA,0,1,NA,0,2,1,10,NA,NA,0,NA,NA,NA,16002,ESPN,11367,NA,NA,NA,NA,NA,NA,NA,NA
Chris Brooks,RB,GB,NA,NA,NA,NA,NA,1,1,6,NA,NA,0,NA,NA,NA,3149687,ESPN,16387,NA,NA,NA,NA,NA,NA,NA,NA
Trevor Etienne,RB,CAR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4685350,ESPN,17056,NA,NA,NA,NA,NA,NA,NA,NA
Alec Ingold,RB,MIA,NA,0,1,NA,0,1,1,6,NA,NA,0,NA,NA,NA,3917668,ESPN,14420,NA,NA,NA,NA,NA,NA,NA,NA
Brashard Smith,RB,KCC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4596602,ESPN,17049,NA,NA,NA,NA,NA,NA,NA,NA
Jaleel McLaughlin,RB,DEN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4722893,ESPN,16390,NA,NA,NA,NA,NA,NA,NA,NA
Zamir White,RB,LV,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4361777,ESPN,15714,NA,NA,NA,NA,NA,NA,NA,NA
Tahj Brooks,RB,CIN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4429299,ESPN,17058,NA,NA,NA,NA,NA,NA,NA,NA
Devin Singletary,RB,NYG,NA,11,48,NA,0,2,2,13,NA,NA,0,NA,NA,NA,4040761,ESPN,14080,NA,NA,NA,NA,NA,NA,NA,NA
Dare Ogunbowale,RB,HOU,NA,NA,NA,NA,NA,1,1,5,NA,NA,0,NA,NA,NA,2983509,ESPN,13148,NA,NA,NA,NA,NA,NA,NA,NA
Hunter Luepke,RB,DAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4383396,ESPN,16391,NA,NA,NA,NA,NA,NA,NA,NA
AJ Dillon,RB,PHI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4239934,ESPN,14805,NA,NA,NA,NA,NA,NA,NA,NA
Julius Chestnut,RB,TEN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4367567,ESPN,15965,NA,NA,NA,NA,NA,NA,NA,NA
Tyler Goodson,RB,IND,NA,NA,NA,NA,NA,1,1,4,NA,NA,0,NA,NA,NA,4429676,ESPN,15730,NA,NA,NA,NA,NA,NA,NA,NA
LeQuint Allen Jr.,RB,JAC,NA,1,3,NA,0,1,1,4,NA,NA,0,NA,NA,NA,4911851,ESPN,17061,NA,NA,NA,NA,NA,NA,NA,NA
Jeremy McNichols,RB,WAS,NA,1,6,NA,0,3,2,16,NA,NA,0,NA,NA,NA,3127586,ESPN,13143,NA,NA,NA,NA,NA,NA,NA,NA
Jonathan Taylor,RB,IND,NA,19,94.2,NA,1,NA,2.8,19.9,NA,NA,0.2,0.1,18.5,NA,19217,FantasyPros,14802,NA,NA,NA,NA,NA,NA,NA,NA
Christian McCaffrey,RB,SF,NA,17.3,69.5,NA,0.5,NA,5.7,54,NA,NA,0.3,0.1,17.3,NA,16393,FantasyPros,13130,NA,NA,NA,NA,NA,NA,NA,NA
James Cook III,RB,BUF,NA,19.7,98.7,NA,0.8,NA,1.7,14.3,NA,NA,0.1,0.1,16.3,NA,22958,FantasyPros,15715,NA,NA,NA,NA,NA,NA,NA,NA
Jahmyr Gibbs,RB,DET,NA,14.9,77.3,NA,0.8,NA,3.2,27.2,NA,NA,0.2,0.1,16,NA,22968,FantasyPros,16162,NA,NA,NA,NA,NA,NA,NA,NA
Bijan Robinson,RB,ATL,NA,15.1,71.8,NA,0.4,NA,4.8,45.5,NA,NA,0.2,0.1,15.3,NA,23133,FantasyPros,16161,NA,NA,NA,NA,NA,NA,NA,NA
De'Von Achane,RB,MIA,NA,14,71.4,NA,0.4,NA,5.2,36.6,NA,NA,0.4,0.1,15.1,NA,23136,FantasyPros,16167,NA,NA,NA,NA,NA,NA,NA,NA
Josh Jacobs,RB,GB,NA,16.7,67.2,NA,0.9,NA,2.6,21.3,NA,NA,0.1,0.1,14.5,NA,18269,FantasyPros,14073,NA,NA,NA,NA,NA,NA,NA,NA
Rico Dowdle,RB,CAR,NA,18.7,86.5,NA,0.6,NA,2,14.6,NA,NA,0.1,0.1,14.3,NA,19647,FantasyPros,14823,NA,NA,NA,NA,NA,NA,NA,NA
Derrick Henry,RB,BAL,NA,16.4,79.9,NA,0.7,NA,1,9.4,NA,NA,0,0.1,13.5,NA,15514,FantasyPros,12626,NA,NA,NA,NA,NA,NA,NA,NA
Saquon Barkley,RB,PHI,NA,16.1,71.5,NA,0.5,NA,2.8,19.2,NA,NA,0.2,0.1,12.8,NA,17240,FantasyPros,13604,NA,NA,NA,NA,NA,NA,NA,NA
Kyren Williams,RB,LAR,NA,15.9,70.3,NA,0.5,NA,2.5,16.5,NA,NA,0.1,0.1,12.5,NA,23059,FantasyPros,15710,NA,NA,NA,NA,NA,NA,NA,NA
Quinshon Judkins,RB,CLE,NA,17.1,74.1,NA,0.6,NA,1.5,12,NA,NA,0,0.1,12.2,NA,25391,FantasyPros,17051,NA,NA,NA,NA,NA,NA,NA,NA
Breece Hall,RB,NYJ,NA,17.3,73,NA,0.3,NA,2.5,20.7,NA,NA,0.1,0.1,11.6,NA,22982,FantasyPros,15708,NA,NA,NA,NA,NA,NA,NA,NA
Ashton Jeanty,RB,LV,NA,15.8,60.5,NA,0.4,NA,2.9,20.7,NA,NA,0.2,0.1,11.4,NA,25989,FantasyPros,17042,NA,NA,NA,NA,NA,NA,NA,NA
Jaylen Warren,RB,PIT,NA,13.9,63.6,NA,0.4,NA,2.9,22.1,NA,NA,0.1,0.1,11.4,NA,24209,FantasyPros,15742,NA,NA,NA,NA,NA,NA,NA,NA
J.K. Dobbins,RB,DEN,NA,16.2,74.4,NA,0.5,NA,1.3,6.5,NA,NA,0,0.1,11.3,NA,19245,FantasyPros,14800,NA,NA,NA,NA,NA,NA,NA,NA
Travis Etienne Jr.,RB,JAC,NA,16.2,64.8,NA,0.4,NA,2.4,16.3,NA,NA,0.1,0.1,10.8,NA,19231,FantasyPros,15253,NA,NA,NA,NA,NA,NA,NA,NA
Kenneth Walker III,RB,SEA,NA,13.9,60.5,NA,0.5,NA,1.7,11.6,NA,NA,0,0.1,10.2,NA,23021,FantasyPros,15711,NA,NA,NA,NA,NA,NA,NA,NA
D'Andre Swift,RB,CHI,NA,9.7,51.7,NA,0.4,NA,2.1,18,NA,NA,0.1,0.1,10,NA,19210,FantasyPros,14797,NA,NA,NA,NA,NA,NA,NA,NA
Kyle Monangai,RB,CHI,NA,14.1,59.5,NA,0.4,NA,1.5,11.6,NA,NA,0.1,0.1,9.7,NA,27131,FantasyPros,17066,NA,NA,NA,NA,NA,NA,NA,NA
David Montgomery,RB,DET,NA,10.8,46,NA,0.5,NA,1.6,15,NA,NA,0.1,0.1,9.4,NA,18239,FantasyPros,14071,NA,NA,NA,NA,NA,NA,NA,NA
Alvin Kamara,RB,NO,NA,13.3,53.9,NA,0.2,NA,3,21.1,NA,NA,0.1,0.1,9,NA,16421,FantasyPros,13132,NA,NA,NA,NA,NA,NA,NA,NA
Kimani Vidal,RB,LAC,NA,11.9,51.3,NA,0.3,NA,1.8,11.6,NA,NA,0.1,0.1,8.7,NA,26355,FantasyPros,16757,NA,NA,NA,NA,NA,NA,NA,NA
Tyrone Tracy Jr.,RB,NYG,NA,10.7,47.1,NA,0.3,NA,2.3,18.6,NA,NA,0.1,0,8.5,NA,22980,FantasyPros,16747,NA,NA,NA,NA,NA,NA,NA,NA
Woody Marks,RB,HOU,NA,10.6,42.4,NA,0.3,NA,2.1,19.3,NA,NA,0.1,0,8.5,NA,27520,FantasyPros,17053,NA,NA,NA,NA,NA,NA,NA,NA
Bucky Irving,RB,TB,NA,10.2,43.1,NA,0.3,NA,2,16.6,NA,NA,0.1,0,8.4,NA,25981,FantasyPros,16598,NA,NA,NA,NA,NA,NA,NA,NA
Rachaad White,RB,TB,NA,8.8,36.6,NA,0.4,NA,2.5,17.6,NA,NA,0.1,0.1,8.3,NA,23891,FantasyPros,15721,NA,NA,NA,NA,NA,NA,NA,NA
Zach Charbonnet,RB,SEA,NA,9.9,41.2,NA,0.5,NA,1.1,8.5,NA,NA,0,0,8.3,NA,23152,FantasyPros,16169,NA,NA,NA,NA,NA,NA,NA,NA
Jacory Croskey-Merritt,RB,WAS,NA,11.3,50.2,NA,0.4,NA,1.2,9.5,NA,NA,0,0.1,8.1,NA,27316,FantasyPros,17256,NA,NA,NA,NA,NA,NA,NA,NA
Aaron Jones Sr.,RB,MIN,NA,9.5,44.1,NA,0.2,NA,2.4,18.1,NA,NA,0.1,0.1,7.9,NA,16673,FantasyPros,13319,NA,NA,NA,NA,NA,NA,NA,NA
TreVeyon Henderson,RB,NE,NA,10.8,41.9,NA,0.2,NA,2.5,19.1,NA,NA,0.1,0.1,7.7,NA,23065,FantasyPros,17043,NA,NA,NA,NA,NA,NA,NA,NA
Jordan Mason,RB,MIN,NA,10,44.4,NA,0.3,NA,1,5.4,NA,NA,0,0.1,6.9,NA,22969,FantasyPros,15972,NA,NA,NA,NA,NA,NA,NA,NA
RJ Harvey,RB,DEN,NA,5.8,24.3,NA,0.2,NA,2.1,16.5,NA,NA,0.2,0,6.6,NA,27142,FantasyPros,17068,NA,NA,NA,NA,NA,NA,NA,NA
Emari Demercado,RB,ARI,NA,7.9,40.5,NA,0.3,NA,1.2,7.7,NA,NA,0.1,0.1,6.5,NA,25654,FantasyPros,16385,NA,NA,NA,NA,NA,NA,NA,NA
Nick Chubb,RB,HOU,NA,10.7,42.2,NA,0.3,NA,0.9,5.9,NA,NA,0,0,6.5,NA,17246,FantasyPros,13610,NA,NA,NA,NA,NA,NA,NA,NA
Devin Singletary,RB,NYG,NA,9.3,40.6,NA,0.2,NA,1.2,9.2,NA,NA,0,0,6.5,NA,18280,FantasyPros,14080,NA,NA,NA,NA,NA,NA,NA,NA
Rhamondre Stevenson,RB,NE,NA,6.8,30.4,NA,0.3,NA,1.4,10.7,NA,NA,0.1,0.1,6.2,NA,22726,FantasyPros,15259,NA,NA,NA,NA,NA,NA,NA,NA
Kenneth Gainwell,RB,PIT,NA,6.5,29.5,NA,0.2,NA,2.2,13.6,NA,NA,0.1,0.1,5.9,NA,23310,FantasyPros,15255,NA,NA,NA,NA,NA,NA,NA,NA
Zonovan Knight,RB,ARI,NA,8.9,33.7,NA,0.3,NA,1.5,10,NA,NA,0,0.1,5.9,NA,24901,FantasyPros,15727,NA,NA,NA,NA,NA,NA,NA,NA
Chuba Hubbard,RB,CAR,NA,7,29.2,NA,0.2,NA,0.9,5.8,NA,NA,0.1,0,5.1,NA,19792,FantasyPros,15261,NA,NA,NA,NA,NA,NA,NA,NA
Blake Corum,RB,LAR,NA,7.8,31.4,NA,0.2,NA,0.6,4.1,NA,NA,0,0,4.8,NA,23013,FantasyPros,16593,NA,NA,NA,NA,NA,NA,NA,NA
Isaiah Davis,RB,NYJ,NA,5.9,26.2,NA,0.1,NA,1.5,12.9,NA,NA,0,0,4.8,NA,25977,FantasyPros,16752,NA,NA,NA,NA,NA,NA,NA,NA
Tyler Allgeier,RB,ATL,NA,6.7,26.3,NA,0.3,NA,0.4,3,NA,NA,0,0,4.7,NA,24172,FantasyPros,15712,NA,NA,NA,NA,NA,NA,NA,NA
Bhayshul Tuten,RB,JAC,NA,5.7,22.6,NA,0.2,NA,0.9,6.9,NA,NA,0.1,0,4.5,NA,27297,FantasyPros,17052,NA,NA,NA,NA,NA,NA,NA,NA
Ollie Gordon II,RB,MIA,NA,5,22.2,NA,0.2,NA,1,7.3,NA,NA,0.1,0,4.3,NA,25984,FantasyPros,17059,NA,NA,NA,NA,NA,NA,NA,NA
Chris Rodriguez Jr.,RB,WAS,NA,7,28.8,NA,0.2,NA,0.1,1.3,NA,NA,0,0,4.2,NA,22986,FantasyPros,16174,NA,NA,NA,NA,NA,NA,NA,NA
Emanuel Wilson,RB,GB,NA,5.7,24.5,NA,0.1,NA,1.2,7.5,NA,NA,0,0,4.2,NA,25885,FantasyPros,16432,NA,NA,NA,NA,NA,NA,NA,NA
Jaret Patterson,RB,LAC,NA,6,24.9,NA,0.1,NA,0.4,4.2,NA,NA,0,0.1,3.8,NA,20155,FantasyPros,15260,NA,NA,NA,NA,NA,NA,NA,NA
Jeremy McNichols,RB,WAS,NA,2.2,13,NA,0.1,NA,1.9,15.3,NA,NA,0.1,0.1,3.7,NA,16445,FantasyPros,13143,NA,NA,NA,NA,NA,NA,NA,NA
Sean Tucker,RB,TB,NA,4.9,21.2,NA,0.2,NA,0.4,3,NA,NA,0,0,3.6,NA,23679,FantasyPros,16166,NA,NA,NA,NA,NA,NA,NA,NA
Ty Johnson,RB,BUF,NA,2.8,15.9,NA,0.1,NA,0.9,9.2,NA,NA,0.1,0,3.6,NA,18406,FantasyPros,14095,NA,NA,NA,NA,NA,NA,NA,NA
Jerome Ford,RB,CLE,NA,2.8,12.8,NA,0.1,NA,1.8,10.5,NA,NA,0.1,0,3.3,NA,22921,FantasyPros,15713,NA,NA,NA,NA,NA,NA,NA,NA
Justice Hill,RB,BAL,NA,1.7,7.6,NA,0,NA,2,17.2,NA,NA,0.1,0,3.3,NA,18256,FantasyPros,14086,NA,NA,NA,NA,NA,NA,NA,NA
Devin Neal,RB,NO,NA,3.7,18.9,NA,0.1,NA,0.9,6.3,NA,NA,0,0,3.3,NA,23682,FantasyPros,17046,NA,NA,NA,NA,NA,NA,NA,NA
Terrell Jennings,RB,NE,NA,5.3,17.9,NA,0.1,NA,0.4,3.3,NA,NA,0,0,3,NA,26964,FantasyPros,16957,NA,NA,NA,NA,NA,NA,NA,NA
Dylan Sampson,RB,CLE,NA,3.2,11.5,NA,0.1,NA,1.5,11,NA,NA,0.1,0,2.9,NA,27102,FantasyPros,17047,NA,NA,NA,NA,NA,NA,NA,NA
Raheem Mostert,RB,LV,NA,3.2,12.6,NA,0.1,NA,0.8,5.5,NA,NA,0,0,2.7,NA,14338,FantasyPros,12447,NA,NA,NA,NA,NA,NA,NA,NA
Brian Robinson Jr.,RB,SF,NA,4.9,18.2,NA,0.1,NA,0.3,2.2,NA,NA,0,0,2.6,NA,20094,FantasyPros,15716,NA,NA,NA,NA,NA,NA,NA,NA
Keaton Mitchell,RB,BAL,NA,2.7,14.6,NA,0.1,NA,0.6,4.6,NA,NA,0,0,2.5,NA,25360,FantasyPros,16178,NA,NA,NA,NA,NA,NA,NA,NA
Ray Davis,RB,BUF,NA,2.5,11,NA,0.1,NA,0.3,2.6,NA,NA,0.1,0,2.2,NA,26191,FantasyPros,16603,NA,NA,NA,NA,NA,NA,NA,NA
Ameer Abdullah,RB,IND,NA,2.1,9.8,NA,0.1,NA,0.5,3,NA,NA,0,0,1.9,NA,13924,FantasyPros,12155,NA,NA,NA,NA,NA,NA,NA,NA
Trey Benson,RB,ARI,NA,2.3,10.6,NA,0.1,NA,0.3,2.3,NA,NA,0,0,1.7,NA,25388,FantasyPros,16594,NA,NA,NA,NA,NA,NA,NA,NA
Tank Bigsby,RB,PHI,NA,2.8,11.8,NA,0.1,NA,0.1,0.7,NA,NA,0,0,1.7,NA,22908,FantasyPros,16164,NA,NA,NA,NA,NA,NA,NA,NA
Kyle Juszczyk,RB,SF,NA,0.4,1.3,NA,0,NA,1,9.4,NA,NA,0.1,0,1.4,NA,11798,FantasyPros,11367,NA,NA,NA,NA,NA,NA,NA,NA
MarShawn Lloyd,RB,GB,NA,1.6,6.9,NA,0.1,NA,0.4,2.7,NA,NA,0,0,1.4,NA,23118,FantasyPros,16604,NA,NA,NA,NA,NA,NA,NA,NA
Tyler Badie,RB,DEN,NA,0.4,3.6,NA,0,NA,0.9,6.4,NA,NA,0,0,1.3,NA,23812,FantasyPros,15718,NA,NA,NA,NA,NA,NA,NA,NA
Will Shipley,RB,PHI,NA,1.6,5.9,NA,0,NA,0.5,3.3,NA,NA,0,0,1.2,NA,22930,FantasyPros,16601,NA,NA,NA,NA,NA,NA,NA,NA
LeQuint Allen Jr.,RB,JAC,NA,1.1,4.6,NA,0,NA,0.7,4.7,NA,NA,0,0,1.2,NA,27285,FantasyPros,17061,NA,NA,NA,NA,NA,NA,NA,NA
Chris Brooks,RB,GB,NA,0.6,3.6,NA,0,NA,0.5,4.1,NA,NA,0,0,0.9,NA,25823,FantasyPros,16387,NA,NA,NA,NA,NA,NA,NA,NA
Kaleb Johnson,RB,PIT,NA,0.6,4.6,NA,0,NA,0.2,1.6,NA,NA,0,0,0.9,NA,27165,FantasyPros,17048,NA,NA,NA,NA,NA,NA,NA,NA
Isaac Guerendo,RB,SF,NA,1.2,4.6,NA,0,NA,0.1,1.1,NA,NA,0,0,0.8,NA,26392,FantasyPros,16688,NA,NA,NA,NA,NA,NA,NA,NA
Brittain Brown,RB,CHI,NA,1.5,5.1,NA,0,NA,0.2,1.1,NA,NA,0,0,0.8,NA,24572,FantasyPros,15953,NA,NA,NA,NA,NA,NA,NA,NA
Roschon Johnson,RB,CHI,NA,1.2,4.7,NA,0,NA,0.1,0.5,NA,NA,0,0,0.8,NA,25322,FantasyPros,16175,NA,NA,NA,NA,NA,NA,NA,NA
Michael Carter,RB,ARI,NA,0,3.5,NA,0,NA,0.2,1.4,NA,NA,0,0,0.8,NA,22728,FantasyPros,15258,NA,NA,NA,NA,NA,NA,NA,NA
George Holani,RB,SEA,NA,1.2,4.6,NA,0,NA,0.3,2,NA,NA,0,0,0.8,NA,22915,FantasyPros,16608,NA,NA,NA,NA,NA,NA,NA,NA
Ty Chandler,RB,MIN,NA,1,4.1,NA,0.1,NA,0.1,0.5,NA,NA,0,0,0.8,NA,19471,FantasyPros,15723,NA,NA,NA,NA,NA,NA,NA,NA
DJ Giddens,RB,IND,NA,1,4.2,NA,0,NA,0,0.4,NA,NA,0,0,0.7,NA,27097,FantasyPros,17060,NA,NA,NA,NA,NA,NA,NA,NA
Audric Estime,RB,NO,NA,0.9,3.8,NA,0.1,NA,0.1,0.2,NA,NA,0,0,0.7,NA,23054,FantasyPros,16595,NA,NA,NA,NA,NA,NA,NA,NA
Dare Ogunbowale,RB,HOU,NA,0.5,2,NA,0,NA,0.4,3.5,NA,NA,0,0,0.7,NA,16879,FantasyPros,13148,NA,NA,NA,NA,NA,NA,NA,NA
Jaylen Wright,RB,MIA,NA,0.9,4.7,NA,0,NA,0.1,0.6,NA,NA,0,0,0.7,NA,25987,FantasyPros,16610,NA,NA,NA,NA,NA,NA,NA,NA
Craig Reynolds,RB,DET,NA,1,3.9,NA,0,NA,0.1,0.8,NA,NA,0,0,0.7,NA,19074,FantasyPros,14727,NA,NA,NA,NA,NA,NA,NA,NA
Andrew Beck,RB,NYJ,NA,0,0,NA,0,NA,0.5,3.7,NA,NA,0,0,0.7,NA,18748,FantasyPros,14319,NA,NA,NA,NA,NA,NA,NA,NA
Jarquez Hunter,RB,LAR,NA,1,3.6,NA,0,NA,0,0.4,NA,NA,0,0,0.6,NA,24335,FantasyPros,17064,NA,NA,NA,NA,NA,NA,NA,NA
A.J. Dillon,RB,PHI,NA,1.3,4.5,NA,0,NA,0.1,0.9,NA,NA,0,0,0.6,NA,19358,FantasyPros,14805,NA,NA,NA,NA,NA,NA,NA,NA
Alec Ingold,RB,MIA,NA,0.3,0.9,NA,0,NA,0.5,4.1,NA,NA,0,0,0.6,NA,18571,FantasyPros,14420,NA,NA,NA,NA,NA,NA,NA,NA
Tyler Goodson,RB,IND,NA,1,3.4,NA,0,NA,0.2,1.5,NA,NA,0,0,0.6,NA,22976,FantasyPros,15730,NA,NA,NA,NA,NA,NA,NA,NA
Jordan James,RB,SF,NA,1,2.8,NA,0,NA,0,0.7,NA,NA,0,0,0.5,NA,27310,FantasyPros,17055,NA,NA,NA,NA,NA,NA,NA,NA
Zavier Scott,RB,MIN,NA,1.1,4,NA,0,NA,0.1,1,NA,NA,0,0,0.5,NA,25748,FantasyPros,17337,NA,NA,NA,NA,NA,NA,NA,NA
C.J. Ham,RB,MIN,NA,0.1,0.4,NA,0.1,NA,0.2,1.5,NA,NA,0,0,0.5,NA,16209,FantasyPros,12923,NA,NA,NA,NA,NA,NA,NA,NA
Patrick Ricard,RB,BAL,NA,0,0,NA,0,NA,0.2,1.8,NA,NA,0.1,0,0.5,NA,17145,FantasyPros,13455,NA,NA,NA,NA,NA,NA,NA,NA
British Brooks,RB,HOU,NA,1.1,3.9,NA,0,NA,0.1,0.6,NA,NA,0,0,0.5,NA,26748,FantasyPros,16816,NA,NA,NA,NA,NA,NA,NA,NA
Trevor Etienne,RB,CAR,NA,0.9,4,NA,0,NA,0.1,0.5,NA,NA,0,0,0.5,NA,25393,FantasyPros,17056,NA,NA,NA,NA,NA,NA,NA,NA
Trayveon Williams,RB,LAC,NA,0,2.8,NA,0,NA,0.1,0.7,NA,NA,0,0,0.5,NA,18607,FantasyPros,14076,NA,NA,NA,NA,NA,NA,NA,NA
Khalil Herbert,RB,NYJ,NA,0.9,4,NA,0,NA,0.1,0.4,NA,NA,0,0,0.4,NA,22763,FantasyPros,15271,NA,NA,NA,NA,NA,NA,NA,NA
Dylan Laube,RB,LV,NA,1.1,2.9,NA,0,NA,0.1,0.9,NA,NA,0,0,0.4,NA,26194,FantasyPros,16613,NA,NA,NA,NA,NA,NA,NA,NA
Zamir White,RB,LV,NA,0.8,2.7,NA,0,NA,0.1,0.5,NA,NA,0,0,0.4,NA,20095,FantasyPros,15714,NA,NA,NA,NA,NA,NA,NA,NA
Adam Prentice,RB,DEN,NA,0.6,2.3,NA,0,NA,0,0,NA,NA,0,0,0.3,NA,23451,FantasyPros,15650,NA,NA,NA,NA,NA,NA,NA,NA
Rasheen Ali,RB,BAL,NA,0.7,3.1,NA,0,NA,0.1,0.3,NA,NA,0,0,0.3,NA,25983,FantasyPros,16746,NA,NA,NA,NA,NA,NA,NA,NA
Jaleel McLaughlin,RB,DEN,NA,0.5,2.6,NA,0,NA,0.1,0.4,NA,NA,0,0,0.3,NA,25876,FantasyPros,16390,NA,NA,NA,NA,NA,NA,NA,NA
Eric Gray,RB,NYG,NA,0.9,1.8,NA,0,NA,0.1,1,NA,NA,0,0,0.3,NA,23075,FantasyPros,16173,NA,NA,NA,NA,NA,NA,NA,NA
Scott Matlock,RB,LAC,NA,0,0,NA,0,NA,0.3,1.8,NA,NA,0,0,0.2,NA,25567,FantasyPros,16335,NA,NA,NA,NA,NA,NA,NA,NA
Dameon Pierce,RB,HOU,NA,0.9,2.1,NA,0,NA,0,0.2,NA,NA,0,0,0.2,NA,22947,FantasyPros,15717,NA,NA,NA,NA,NA,NA,NA,NA
Sione Vaki,RB,DET,NA,0,0.2,NA,0,NA,0.1,0.8,NA,NA,0,0,0.1,NA,26309,FantasyPros,16678,NA,NA,NA,NA,NA,NA,NA,NA
Jakob Johnson,RB,HOU,NA,0.1,0.4,NA,0,NA,0.1,0.5,NA,NA,0,0,0.1,NA,18673,FantasyPros,14359,NA,NA,NA,NA,NA,NA,NA,NA
Travis Homer,RB,CHI,NA,0.1,0.4,NA,0,NA,0.1,0.1,NA,NA,0,0,0.1,NA,18616,FantasyPros,14083,NA,NA,NA,NA,NA,NA,NA,NA
Jonathan Taylor,RB,IND,NA,19,94.2,NA,1,2.8,2.8,19.9,NA,NA,0.2,0.1,18.49,NA,15604,FleaFlicker,14802,1,ATLSun 9:30 AM,RB1,1.2,114,99%,NA,NA
Christian McCaffrey,RB,SF,NA,17.3,69.5,NA,0.5,5.7,5.7,54,NA,NA,0.3,0.1,17.25,NA,12892,FleaFlicker,13130,4,LARSun 4:25 PM,RB3,0.8,123.6,99%,NA,NA
James Cook,RB,BUF,NA,19.7,98.7,NA,0.8,1.7,1.7,14.3,NA,NA,0.1,0.1,16.34,NA,16839,FleaFlicker,15715,7,@MIASun 1:00 PM,RB6,0.9,113,98%,NA,NA
Jahmyr Gibbs,RB,DET,NA,14.9,77.3,NA,0.8,3.2,3.2,27.2,NA,NA,0.2,0.1,15.93,NA,17612,FleaFlicker,16162,8,@WASSun 4:25 PM,RB4,0.9,104.5,98%,NA,NA
Bijan Robinson,RB,ATL,NA,15.1,71.8,NA,0.4,4.8,4.8,45.5,NA,NA,0.2,0.1,15.27,NA,17603,FleaFlicker,16161,5,@INDSun 9:30 AM,RB2,0.6,117.3,98%,NA,NA
De'Von Achane,RB,MIA,NA,14,71.4,NA,0.4,5.2,5.2,36.6,NA,NA,0.4,0.1,15.06,NA,17617,FleaFlicker,16167,2,BUFSun 1:00 PM,RB8,0.7,107.9,98%,NA,NA
Josh Jacobs,RB,GB,NA,16.7,67.2,NA,0.9,2.6,2.6,21.3,NA,NA,0.1,0.1,14.55,NA,14673,FleaFlicker,14073,5,PHIMon 8:15 PM,RB7,1,88.6,98%,NA,NA
Rico Dowdle,RB,CAR,NA,18.7,86.5,NA,0.6,2,2,14.7,NA,NA,0.1,0.1,14.27,NA,15904,FleaFlicker,14823,4,NOSun 1:00 PM,RB16,0.7,101.1,93%,NA,NA
