player,pos,team,games,rec_tgt,rec,rec_yds,rec_yds_g,rec_avg,rec_tds,rush_att,rush_yds,rush_avg,rush_tds,fumbles_lost,site_pts,site_fppg,src_id,data_src,id,dst_int,dst_fum_rec,dst_sacks,dst_fumbles,dst_tackles,bye,opp,draft_rank,misc_tds,misc_yds,pct_owned,return_tds,fumble_TD,pass_comp,pass_att,pass_yds,pass_tds,pass_int,pos_rank,overall_rank,opp_def_rank,team_id,team_name,home_team_id,home_team,home_abbr,away_team_id,away_team,away_abbr,proj_type
Courtland Sutton,WR,DEN,NA,4.7,4.7,62.5,NA,NA,0.5,0,0,NA,0,0.1,8.82,NA,13795,FleaFlicker,13630,NA,NA,NA,NA,NA,2,NYGSun 4:05 PM,WR14,0.5,62.5,97%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A.J. Brown,WR,PHI,NA,4.8,4.8,66.6,NA,NA,0.4,0,0,NA,0,0,8.78,NA,14694,FleaFlicker,14104,NA,NA,NA,NA,NA,9,@MINSun 1:00 PM,WR15,0.4,66.6,98%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jameson Williams,WR,DET,NA,3.6,3.6,59,NA,NA,0.4,0.8,3.6,NA,0,0,8.68,NA,16830,FleaFlicker,15756,NA,NA,NA,NA,NA,8,TBMon 7:00 PM,WR26,0.4,62.6,93%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ladd McConkey,WR,LAC,NA,5.2,5.2,64.3,NA,NA,0.4,0,0.1,NA,0,0,8.6,NA,18407,FleaFlicker,16627,NA,NA,NA,NA,NA,2,INDSun 4:05 PM,WR20,0.4,64.4,96%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tetairoa McMillan,WR,CAR,NA,4.8,4.8,63.1,NA,NA,0.4,0,0.1,NA,0,0.1,8.54,NA,19258,FleaFlicker,17071,NA,NA,NA,NA,NA,4,@NYJSun 1:00 PM,WR13,0.4,63.2,93%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Keenan Allen,WR,LAC,NA,5.5,5.5,58.8,NA,NA,0.4,0,0.1,NA,0,0,8.45,NA,9380,FleaFlicker,11222,NA,NA,NA,NA,NA,2,INDSun 4:05 PM,NA,0.4,58.8,88%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brian Thomas,WR,JAC,NA,4.5,4.5,63.9,NA,NA,0.3,0.1,0.9,NA,0,0,8.42,NA,18361,FleaFlicker,16618,NA,NA,NA,NA,NA,8,LARSun 9:30 AM,WR10,0.3,64.8,96%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Xavier Worthy,WR,KC,NA,3.9,3.9,48.2,NA,NA,0.4,1.5,7.8,NA,0.1,0,8.2,NA,18363,FleaFlicker,16620,NA,NA,NA,NA,NA,0,LVSun 1:00 PM,WR28,0.4,56,94%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chris Olave,WR,NO,NA,6.1,6.1,64.1,NA,NA,0.3,0,0.1,NA,0,0,8.04,NA,16824,FleaFlicker,15754,NA,NA,NA,NA,NA,1,@CHISun 1:00 PM,NA,0.3,64.2,91%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Stefon Diggs,WR,NE,NA,5.1,5.1,58.9,NA,NA,0.3,0.1,0.6,NA,0,0,7.87,NA,11329,FleaFlicker,12186,NA,NA,NA,NA,NA,4,@TENSun 1:00 PM,NA,0.3,59.5,91%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Michael Pittman,WR,IND,NA,5.1,5.1,57.8,NA,NA,0.3,0,0.1,NA,0,0,7.71,NA,15603,FleaFlicker,14842,NA,NA,NA,NA,NA,1,@LACSun 4:05 PM,NA,0.3,57.8,92%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Romeo Doubs,WR,GB,NA,3.8,3.8,51.5,NA,NA,0.4,0,0,NA,0,0,7.69,NA,16941,FleaFlicker,15779,NA,NA,NA,NA,NA,5,@ARISun 4:25 PM,NA,0.4,51.5,79%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kendrick Bourne,WR,SF,NA,4.3,4.3,58.9,NA,NA,0.3,0.1,0.3,NA,0,0,7.56,NA,13364,FleaFlicker,13418,NA,NA,NA,NA,NA,4,ATLSun 8:20 PM,NA,0.3,59.2,57%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DeVonta Smith,WR,PHI,NA,4.7,4.7,55.8,NA,NA,0.3,0,0.1,NA,0,0,7.52,NA,16253,FleaFlicker,15282,NA,NA,NA,NA,NA,9,@MINSun 1:00 PM,NA,0.3,55.8,93%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rashid Shaheed,WR,NO,NA,4.2,4.2,51.6,NA,NA,0.3,0.2,1.2,NA,0,0,7.01,NA,17243,FleaFlicker,16080,NA,NA,NA,NA,NA,1,@CHISun 1:00 PM,NA,0.3,52.8,78%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tee Higgins,WR,CIN,NA,3.9,3.9,50,NA,NA,0.3,0,0.1,NA,0,0,6.99,NA,15585,FleaFlicker,14835,NA,NA,NA,NA,NA,0,PITThu 8:15 PM,NA,0.3,50,94%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Travis Hunter,WR,JAC,NA,3.4,3.4,40.1,NA,NA,0.2,0,0.4,NA,0,0,6.86,NA,19244,FleaFlicker,17074,NA,NA,NA,NA,NA,8,LARSun 9:30 AM,NA,0.2,40.5,81%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jordan Addison,WR,MIN,NA,3.5,3.5,47.3,NA,NA,0.3,0.1,0.3,NA,0,0,6.76,NA,17613,FleaFlicker,16186,NA,NA,NA,NA,NA,6,PHISun 1:00 PM,NA,0.3,47.6,90%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jakobi Meyers,WR,LV,NA,4.9,4.9,54.4,NA,NA,0.2,0,0.5,NA,0,0,6.69,NA,14949,FleaFlicker,14127,NA,NA,NA,NA,NA,8,@KCSun 1:00 PM,NA,0.2,54.8,87%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Matthew Golden,WR,GB,NA,3.6,3.6,47.2,NA,NA,0.3,1,4.3,NA,0,0.1,6.65,NA,19266,FleaFlicker,17075,NA,NA,NA,NA,NA,5,@ARISun 4:25 PM,NA,0.3,51.5,81%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jerry Jeudy,WR,CLE,NA,3.8,3.8,52.4,NA,NA,0.2,0,0.2,NA,0,0,6.54,NA,15544,FleaFlicker,14833,NA,NA,NA,NA,NA,9,MIASun 1:00 PM,NA,0.2,52.5,80%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tre Tucker,WR,LV,NA,3.4,3.4,46,NA,NA,0.2,0.5,2.8,NA,0,0,6.28,NA,17635,FleaFlicker,16287,NA,NA,NA,NA,NA,8,@KCSun 1:00 PM,NA,0.2,48.8,72%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cooper Kupp,WR,SEA,NA,3.7,3.7,46.6,NA,NA,0.3,0,0.2,NA,0,0,6.26,NA,12970,FleaFlicker,13164,NA,NA,NA,NA,NA,8,HOUMon 10:00 PM,NA,0.3,46.8,80%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DJ Moore,WR,CHI,NA,3.4,3.4,41.1,NA,NA,0.3,0.9,4.3,NA,0,0.1,6.22,NA,13764,FleaFlicker,13635,NA,NA,NA,NA,NA,5,NOSun 1:00 PM,NA,0.3,45.4,89%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Wan'Dale Robinson,WR,NYG,NA,4.9,4.9,47.5,NA,NA,0.2,0.1,0.9,NA,0,0,6.12,NA,16869,FleaFlicker,15757,NA,NA,NA,NA,NA,4,@DENSun 4:05 PM,NA,0.2,48.4,69%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Elic Ayomanor,WR,TEN,NA,3.5,3.5,42.6,NA,NA,0.3,0,0.2,NA,0,0,5.99,NA,19347,FleaFlicker,17073,NA,NA,NA,NA,NA,0,NESun 1:00 PM,NA,0.3,42.9,47%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Marvin Harrison,WR,ARI,NA,3.3,3.3,42,NA,NA,0.3,0,0.1,NA,0,0,5.97,NA,18381,FleaFlicker,16614,NA,NA,NA,NA,NA,8,GBSun 4:25 PM,WR25,0.3,42.1,95%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Calvin Ridley,WR,TEN,NA,3,3,48.1,NA,NA,0.2,0.1,0.3,NA,0,0,5.94,NA,13776,FleaFlicker,13629,NA,NA,NA,NA,NA,0,NESun 1:00 PM,NA,0.2,48.4,81%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tez Johnson,WR,TB,NA,3.1,3.1,41.7,NA,NA,0.3,0.1,0.6,NA,0,0,5.83,NA,19520,FleaFlicker,17079,NA,NA,NA,NA,NA,9,@DETMon 7:00 PM,NA,0.3,42.3,29%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Darnell Mooney,WR,ATL,NA,3.1,3.1,44.5,NA,NA,0.2,0,0.1,NA,0,0,5.8,NA,15658,FleaFlicker,14974,NA,NA,NA,NA,NA,5,@SFSun 8:20 PM,NA,0.2,44.5,60%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sterling Shepard,WR,TB,NA,3.3,3.3,40.5,NA,NA,0.3,0.2,1.1,NA,0,0,5.74,NA,12058,FleaFlicker,12658,NA,NA,NA,NA,NA,9,@DETMon 7:00 PM,NA,0.3,41.7,30%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Puka Nacua,WR,LAR,NA,3.3,3.3,45.1,NA,NA,0.2,0,1.2,NA,0,0,5.68,NA,17779,FleaFlicker,16211,NA,NA,NA,NA,NA,8,@JACSun 9:30 AM,WR1,0.2,46.3,98%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kayshon Boutte,WR,NE,NA,2.7,2.7,39,NA,NA,0.3,0.1,0.3,NA,0,0,5.66,NA,17725,FleaFlicker,16193,NA,NA,NA,NA,NA,4,@TENSun 1:00 PM,NA,0.3,39.4,50%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jauan Jennings,WR,SF,NA,3,3,41.7,NA,NA,0.2,0,0.1,NA,0,0,5.58,NA,15751,FleaFlicker,14860,NA,NA,NA,NA,NA,4,ATLSun 8:20 PM,NA,0.2,41.8,78%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Christian Kirk,WR,HOU,NA,3.4,3.4,43.6,NA,NA,0.2,0,0.1,NA,0,0.1,5.51,NA,13806,FleaFlicker,13633,NA,NA,NA,NA,NA,6,@SEAMon 10:00 PM,NA,0.2,43.7,57%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jordan Whittington,WR,LAR,NA,3.2,3.2,41.5,NA,NA,0.2,0.3,1.8,NA,0,0,5.43,NA,18564,FleaFlicker,16633,NA,NA,NA,NA,NA,8,@JACSun 9:30 AM,NA,0.2,43.3,18%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Josh Reynolds,WR,NYJ,NA,2.9,2.9,38.1,NA,NA,0.2,0,0,NA,0,0,5.29,NA,13029,FleaFlicker,13168,NA,NA,NA,NA,NA,9,CARSun 1:00 PM,NA,0.2,38.1,9%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Josh Downs,WR,IND,NA,3.8,3.8,41.2,NA,NA,0.2,0,0.1,NA,0,0,5.19,NA,17622,FleaFlicker,16187,NA,NA,NA,NA,NA,1,@LACSun 4:05 PM,NA,0.2,41.4,66%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alec Pierce,WR,IND,NA,2.3,2.3,41.3,NA,NA,0.2,0,0,NA,0,0,5.19,NA,16842,FleaFlicker,15768,NA,NA,NA,NA,NA,1,@LACSun 4:05 PM,NA,0.2,41.3,33%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Troy Franklin,WR,DEN,NA,3.4,3.4,37.4,NA,NA,0.2,0.1,0.8,NA,0,0,5.18,NA,18466,FleaFlicker,16619,NA,NA,NA,NA,NA,2,NYGSun 4:05 PM,NA,0.2,38.2,48%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PUPChristian Watson,WR,GB,NA,2,2,34.1,NA,NA,0.2,0.3,1,NA,0,0,4.81,NA,16896,FleaFlicker,15789,NA,NA,NA,NA,NA,5,@ARISun 4:25 PM,NA,0.2,35.1,36%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hollywood Brown,WR,KC,NA,2.8,2.8,30.6,NA,NA,0.3,0,0.1,NA,0,0,4.77,NA,14661,FleaFlicker,14105,NA,NA,NA,NA,NA,0,LVSun 1:00 PM,NA,0.3,30.7,64%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Malik Washington,WR,MIA,NA,3,3,27.4,NA,NA,0.2,1.4,7.7,NA,0,0,4.77,NA,18498,FleaFlicker,16684,NA,NA,NA,NA,NA,2,@CLESun 1:00 PM,NA,0.2,35.1,36%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lil'Jordan Humphrey,WR,NYG,NA,2.9,2.9,35.8,NA,NA,0.2,0,0,NA,0,0,4.62,NA,15148,FleaFlicker,14118,NA,NA,NA,NA,NA,4,@DENSun 4:05 PM,NA,0.2,35.8,3%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tutu Atwell,WR,LAR,NA,2.2,2.2,36,NA,NA,0.1,0.1,0.8,NA,0,0,4.56,NA,16326,FleaFlicker,15301,NA,NA,NA,NA,NA,8,@JACSun 9:30 AM,NA,0.1,36.8,15%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Marvin Mims,WR,DEN,NA,2.3,2.3,28.9,NA,NA,0.2,0.5,2.5,NA,0,0.1,4.46,NA,17631,FleaFlicker,16189,NA,NA,NA,NA,NA,2,NYGSun 4:05 PM,NA,0.2,31.4,57%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Michael Wilson,WR,ARI,NA,2.8,2.8,31.9,NA,NA,0.2,0,0.1,NA,0,0,4.44,NA,17671,FleaFlicker,16206,NA,NA,NA,NA,NA,8,GBSun 4:25 PM,NA,0.2,31.9,22%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IRDJalen Coker,WR,CAR,NA,2.6,2.6,33.1,NA,NA,0.2,0,0,NA,0,0,4.43,NA,18787,FleaFlicker,16809,NA,NA,NA,NA,NA,4,@NYJSun 1:00 PM,NA,0.2,33.1,35%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Isaiah Bond,WR,CLE,NA,2.5,2.5,31.1,NA,NA,0.2,0,0.7,NA,0,0.1,4.16,NA,20023,FleaFlicker,17076,NA,NA,NA,NA,NA,9,MIASun 1:00 PM,NA,0.2,31.8,28%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KaVontae Turpin,WR,DAL,NA,1.5,1.5,21.7,NA,NA,0.2,1.4,7.4,NA,0,0,4.13,NA,17558,FleaFlicker,15981,NA,NA,NA,NA,NA,0,WASSun 4:25 PM,NA,0.2,29.1,25%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Olamide Zaccheaus,WR,CHI,NA,2.4,2.4,27.2,NA,NA,0.2,0.3,1.7,NA,0,0,4.01,NA,15107,FleaFlicker,14592,NA,NA,NA,NA,NA,5,NOSun 1:00 PM,NA,0.2,28.9,11%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tory Horton,WR,SEA,NA,2,2,28.4,NA,NA,0.2,0,0.4,NA,0,0,3.94,NA,19439,FleaFlicker,17098,NA,NA,NA,NA,NA,8,HOUMon 10:00 PM,NA,0.2,28.9,37%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DeMario Douglas,WR,NE,NA,2.3,2.3,25,NA,NA,0.2,0.2,1.3,NA,0,0,3.81,NA,17724,FleaFlicker,16342,NA,NA,NA,NA,NA,4,@TENSun 1:00 PM,NA,0.2,26.2,26%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Luther Burden,WR,CHI,NA,2,2,25.4,NA,NA,0.2,0.3,1.7,NA,0,0.1,3.75,NA,19335,FleaFlicker,17070,NA,NA,NA,NA,NA,5,NOSun 1:00 PM,NA,0.2,27.1,56%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kameron Johnson,WR,TB,NA,2.1,2.1,25.8,NA,NA,0.2,0.1,0.7,NA,0,0,3.71,NA,18798,FleaFlicker,16883,NA,NA,NA,NA,NA,9,@DETMon 7:00 PM,NA,0.2,26.4,12%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jack Bech,WR,LV,NA,2.5,2.5,28.8,NA,NA,0.1,0,0.1,NA,0,0,3.69,NA,19294,FleaFlicker,17078,NA,NA,NA,NA,NA,8,@KCSun 1:00 PM,NA,0.1,28.9,28%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jalen Nailor,WR,MIN,NA,1.9,1.9,23.4,NA,NA,0.2,0.1,0.5,NA,0,0,3.51,NA,17018,FleaFlicker,15786,NA,NA,NA,NA,NA,6,PHISun 1:00 PM,NA,0.2,23.9,16%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dyami Brown,WR,JAC,NA,2.1,2.1,25.5,NA,NA,0.1,0.4,1.9,NA,0,0,3.5,NA,16309,FleaFlicker,15292,NA,NA,NA,NA,NA,8,LARSun 9:30 AM,NA,0.1,27.3,20%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Konata Mumpfield,WR,LAR,NA,1.9,1.9,26.9,NA,NA,0.1,0.1,0.3,NA,0,0.1,3.32,NA,19535,FleaFlicker,17254,NA,NA,NA,NA,NA,8,@JACSun 9:30 AM,NA,0.1,27.2,3%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dontayvion Wicks,WR,GB,NA,2,2,25.3,NA,NA,0.1,0,0,NA,0,0,3.29,NA,17792,FleaFlicker,16195,NA,NA,NA,NA,NA,5,@ARISun 4:25 PM,NA,0.1,25.3,23%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Xavier Legette,WR,CAR,NA,2,2,22.1,NA,NA,0.2,0.1,0.6,NA,0,0,3.25,NA,18373,FleaFlicker,16639,NA,NA,NA,NA,NA,4,@NYJSun 1:00 PM,NA,0.2,22.7,33%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Parker Washington,WR,JAC,NA,2.1,2.1,24.1,NA,NA,0.1,0,0.2,NA,0,0,3.19,NA,17738,FleaFlicker,16192,NA,NA,NA,NA,NA,8,LARSun 9:30 AM,NA,0.1,24.3,17%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Luke McCaffrey,WR,WAS,NA,1.4,1.4,20.9,NA,NA,0.2,0,0.1,NA,0,0,3.18,NA,18424,FleaFlicker,16635,NA,NA,NA,NA,NA,2,@DALSun 4:25 PM,NA,0.2,21,34%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Arian Smith,WR,NYJ,NA,2.1,2.1,24.1,NA,NA,0.1,0.2,0.5,NA,0,0,3.16,NA,19341,FleaFlicker,17175,NA,NA,NA,NA,NA,9,CARSun 1:00 PM,NA,0.1,24.6,7%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ricky Pearsall,WR,SF,NA,1.7,1.7,25.2,NA,NA,0.1,0.1,0.3,NA,0,0,3.15,NA,18377,FleaFlicker,16622,NA,NA,NA,NA,NA,4,ATLSun 8:20 PM,WR24,0.1,25.5,88%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Andrei Iosivas,WR,CIN,NA,1.9,1.9,22.8,NA,NA,0.1,0.1,0.5,NA,0,0,3.15,NA,17754,FleaFlicker,16207,NA,NA,NA,NA,NA,0,PITThu 8:15 PM,NA,0.1,23.3,14%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Scotty Miller,WR,PIT,NA,1.4,1.4,19.1,NA,NA,0.2,0,0.1,NA,0,0,3.12,NA,14849,FleaFlicker,14280,NA,NA,NA,NA,NA,5,@CINThu 8:15 PM,NA,0.2,19.2,1%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jalen Tolbert,WR,DAL,NA,1.6,1.6,19.5,NA,NA,0.2,0,0,NA,0,0,3.01,NA,16872,FleaFlicker,15788,NA,NA,NA,NA,NA,0,WASSun 4:25 PM,NA,0.2,19.5,21%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Allen Lazard,WR,NYJ,NA,1.5,1.5,19.8,NA,NA,0.2,0,0,NA,0,0,3,NA,14059,FleaFlicker,13632,NA,NA,NA,NA,NA,9,CARSun 1:00 PM,NA,0.2,19.8,9%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nick Westbrook-Ikhine,WR,MIA,NA,1.4,1.4,19.1,NA,NA,0.2,0,0.1,NA,0,0,2.86,NA,16192,FleaFlicker,15109,NA,NA,NA,NA,NA,2,@CLESun 1:00 PM,NA,0.2,19.1,11%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brandin Cooks,WR,NO,NA,1.9,1.9,19.8,NA,NA,0.1,0,0.3,NA,0,0,2.85,NA,10242,FleaFlicker,11674,NA,NA,NA,NA,NA,1,@CHISun 1:00 PM,NA,0.1,20.1,16%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Darius Slayton,WR,NYG,NA,1.6,1.6,23.5,NA,NA,0.1,0,0.1,NA,0,0,2.84,NA,14833,FleaFlicker,14122,NA,NA,NA,NA,NA,4,@DENSun 4:05 PM,NA,0.1,23.6,32%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Demarcus Robinson,WR,SF,NA,1.3,1.3,19.7,NA,NA,0.1,0.1,0.3,NA,0,0,2.82,NA,12106,FleaFlicker,12785,NA,NA,NA,NA,NA,4,ATLSun 8:20 PM,NA,0.1,20,13%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Xavier Hutchinson,WR,HOU,NA,1.9,1.9,21.3,NA,NA,0.1,0,0,NA,0,0,2.81,NA,17740,FleaFlicker,16201,NA,NA,NA,NA,NA,6,@SEAMon 10:00 PM,NA,0.1,21.3,10%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Zay Jones,WR,ARI,NA,2.2,2.2,21,NA,NA,0.1,0,0.1,NA,0,0,2.81,NA,12937,FleaFlicker,13176,NA,NA,NA,NA,NA,8,GBSun 4:25 PM,NA,0.1,21.1,6%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Van Jefferson,WR,TEN,NA,1.8,1.8,22,NA,NA,0.1,0,0.3,NA,0,0,2.81,NA,15564,FleaFlicker,14858,NA,NA,NA,NA,NA,0,NESun 1:00 PM,NA,0.1,22.3,5%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mack Hollins,WR,NE,NA,1.4,1.4,16.2,NA,NA,0.2,0,0,NA,0,0,2.7,NA,13008,FleaFlicker,13289,NA,NA,NA,NA,NA,4,@TENSun 1:00 PM,NA,0.2,16.3,6%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jayden Higgins,WR,HOU,NA,1.8,1.8,20.5,NA,NA,0.1,0,0.1,NA,0,0,2.66,NA,19287,FleaFlicker,17083,NA,NA,NA,NA,NA,6,@SEAMon 10:00 PM,NA,0.1,20.7,42%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
