player,pos,team,games,rec_tgt,rec,rec_yds,rec_yds_g,rec_avg,rec_tds,rush_att,rush_yds,rush_avg,rush_tds,fumbles_lost,site_pts,site_fppg,src_id,data_src,id,dst_int,dst_fum_rec,dst_sacks,dst_fumbles,dst_tackles,bye,opp,draft_rank,misc_tds,misc_yds,pct_owned,curr_site_pts,return_tds,pass_comp,pass_att,pass_yds,pass_tds,pass_int,pos_rank,overall_rank,opp_def_rank,team_id,team_name,home_team_id,home_team,home_abbr,away_team_id,away_team,away_abbr,proj_type
Trent Taylor,WR,SF,NA,0,0,0,NA,NA,0,0,0,NA,0,NA,0,NA,53484,FanDuel,13316,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,157,409,16,27,San Francisco 49ers,20,New Orleans Saints,NO,27,San Francisco 49ers,SF,WEEKLY
Brandon Aiyuk,WR,SF,NA,0,0,0,NA,NA,0,0,0,NA,0,NA,0,NA,54555,FanDuel,14840,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,157,409,16,27,San Francisco 49ers,20,New Orleans Saints,NO,27,San Francisco 49ers,SF,WEEKLY
Bub Means,WR,NO,NA,0,0,0,NA,NA,0,0,0,NA,0,NA,0,NA,56038,FanDuel,16751,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,157,409,7,20,New Orleans Saints,20,New Orleans Saints,NO,27,San Francisco 49ers,SF,WEEKLY
Jacob Cowing,WR,SF,NA,0,0,0,NA,NA,0,0,0,NA,0,NA,0,NA,56051,FanDuel,16640,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,157,409,16,27,San Francisco 49ers,20,New Orleans Saints,NO,27,San Francisco 49ers,SF,WEEKLY
Konata Mumpfield,WR,LA,NA,0,0,0,NA,NA,0,0,0,NA,0,NA,0,NA,56341,FanDuel,17254,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,157,409,3,33,Los Angeles Rams,31,Tennessee Titans,TEN,33,Los Angeles Rams,LA,WEEKLY
Curtis Samuel,WR,BUF,NA,0,0,0,NA,NA,0,0,0,NA,0,NA,0,NA,53447,FanDuel,13157,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,157,409,24,4,Buffalo Bills,22,New York Jets,NYJ,4,Buffalo Bills,BUF,WEEKLY
Josh Reynolds,WR,NYJ,NA,0,0,0,NA,NA,0,0,0,NA,0,NA,0,NA,53491,FanDuel,13168,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,157,409,28,22,New York Jets,22,New York Jets,NYJ,4,Buffalo Bills,BUF,WEEKLY
Irvin Charles,WR,NYJ,NA,0,0,0,NA,NA,0,0,0,NA,0,NA,0,NA,55810,FanDuel,15984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,157,409,28,22,New York Jets,22,New York Jets,NYJ,4,Buffalo Bills,BUF,WEEKLY
Trishton Jackson,WR,ARI,NA,0,0,0,NA,NA,0,0,0,NA,0,NA,0,NA,55826,FanDuel,14859,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,157,409,21,1,Arizona Cardinals,1,Arizona Cardinals,ARI,5,Carolina Panthers,CAR,WEEKLY
Jalen Coker,WR,CAR,NA,0,0,0,NA,NA,0,0,0,NA,0,NA,0,NA,56109,FanDuel,16809,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,157,409,14,5,Carolina Panthers,1,Arizona Cardinals,ARI,5,Carolina Panthers,CAR,WEEKLY
Rashee Rice,WR,KC,NA,0,0,0,NA,NA,0,0,0,NA,0,NA,0,NA,55622,FanDuel,16194,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,157,409,19,16,Kansas City Chiefs,16,Kansas City Chiefs,KC,24,Philadelphia Eagles,PHI,WEEKLY
Nikko Remigio,WR,KC,NA,0,0,0,NA,NA,0,0,0,NA,0,NA,0,NA,56202,FanDuel,16422,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,157,409,19,16,Kansas City Chiefs,16,Kansas City Chiefs,KC,24,Philadelphia Eagles,PHI,WEEKLY
Darius Cooper,WR,PHI,NA,0,0,0,NA,NA,0,0,0,NA,0,NA,0,NA,56358,FanDuel,17333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,157,409,29,24,Philadelphia Eagles,16,Kansas City Chiefs,KC,24,Philadelphia Eagles,PHI,WEEKLY
David Sills V,WR,ATL,NA,0,0,0,NA,NA,0,0,0,NA,0,NA,0,NA,55104,FanDuel,14110,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,157,409,11,2,Atlanta Falcons,18,Minnesota Vikings,MIN,2,Atlanta Falcons,ATL,WEEKLY
Jordan Addison,WR,MIN,NA,0,0,0,NA,NA,0,0,0,NA,0,NA,0,NA,55613,FanDuel,16186,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,157,409,20,18,Minnesota Vikings,18,Minnesota Vikings,MIN,2,Atlanta Falcons,ATL,WEEKLY
Myles Price,WR,MIN,NA,0,0,0,NA,NA,0,0,0,NA,0,NA,0,NA,56430,FanDuel,17360,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,157,409,20,18,Minnesota Vikings,18,Minnesota Vikings,MIN,2,Atlanta Falcons,ATL,WEEKLY
Chris Godwin,WR,TB,NA,0,0,0,NA,NA,0,0,0,NA,0,NA,0,NA,53594,FanDuel,13163,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,157,409,15,30,Tampa Bay Buccaneers,13,Houston Texans,HOU,30,Tampa Bay Buccaneers,TB,WEEKLY
Braxton Berrios,WR,HOU,NA,0,0,0,NA,NA,0,0,0,NA,0,NA,0,NA,54216,FanDuel,13638,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,157,409,22,13,Houston Texans,13,Houston Texans,HOU,30,Tampa Bay Buccaneers,TB,WEEKLY
Tank Dell,WR,HOU,NA,0,0,0,NA,NA,0,0,0,NA,0,NA,0,NA,55643,FanDuel,16204,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,157,409,22,13,Houston Texans,13,Houston Texans,HOU,30,Tampa Bay Buccaneers,TB,WEEKLY
Jalen McMillan,WR,TB,NA,0,0,0,NA,NA,0,0,0,NA,0,NA,0,NA,55980,FanDuel,16628,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,157,409,15,30,Tampa Bay Buccaneers,13,Houston Texans,HOU,30,Tampa Bay Buccaneers,TB,WEEKLY
Kameron Johnson,WR,TB,NA,0,0,0,NA,NA,0,0,0,NA,0,NA,0,NA,56023,FanDuel,16883,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,157,409,15,30,Tampa Bay Buccaneers,13,Houston Texans,HOU,30,Tampa Bay Buccaneers,TB,WEEKLY
Jared Wayne,WR,HOU,NA,0,0,0,NA,NA,0,0,0,NA,0,NA,0,NA,56244,FanDuel,17011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,157,409,22,13,Houston Texans,13,Houston Texans,HOU,30,Tampa Bay Buccaneers,TB,WEEKLY
