player,pos,team,games,fg,fg_att,fg_0019,fg_att_0019,fg_2029,fg_att_2029,fg_3039,fg_att_3039,fg_4049,fg_att_4049,fg_50,fg_att_50,xp,xp_att,site_pts,site_fppg,src_id,data_src,id,fg_50_att,fg_4049_att,fg_0039,fg_att_39,bye,opp,draft_rank,fg_pct,xp_pct,pct_owned,pos_rank,opp_def_rank,team_id,team_name,home_team_id,home_team,home_abbr,away_team_id,away_team,away_abbr,proj_type
Andre Szmyt,K,CLE,NA,1.6,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.8,NA,6.7,NA,25713,FantasyPros,16419,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Graham Gano,K,NYG,NA,1.6,1.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.9,NA,6.5,NA,9232,FantasyPros,9694,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Joey Slye,K,TEN,NA,1.5,1.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.7,NA,6.2,NA,19028,FantasyPros,14600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jason Sanders,K,MIA,NA,0.9,1.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.3,NA,4,NA,17533,FantasyPros,13832,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Harrison Mevis,K,NYJ,NA,0.8,0.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,3.2,NA,26638,FantasyPros,16843,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nick Folk,K,NYJ,NA,2,2.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.7,1.7,11.7,NA,4780,FleaFlicker,8851,NA,NA,NA,NA,9,PITSun 1:00 PM,NA,2/2,1/1,14%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ryan Fitzgerald,K,CAR,NA,2,1.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,10.96,NA,19685,FleaFlicker,17277,NA,NA,NA,NA,4,@JACSun 1:00 PM,NA,2/1,1/1,2%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Matt Gay,K,WAS,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.9,2.9,10.89,NA,14848,FleaFlicker,14244,NA,NA,NA,NA,2,NYGSun 1:00 PM,K12,2/1,2/2,35%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chase McLaughlin,K,TB,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.9,2.9,10.88,NA,15412,FleaFlicker,14717,NA,NA,NA,NA,9,@ATLSun 1:00 PM,K5,2/2,2/2,89%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cam Little,K,JAC,NA,2,2.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.5,2.5,10.51,NA,18510,FleaFlicker,16680,NA,NA,NA,NA,8,CARSun 1:00 PM,K19,2/2,2/2,35%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chris Boswell,K,PIT,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.1,2.1,10.15,NA,10779,FleaFlicker,11936,NA,NA,NA,NA,5,@NYJSun 1:00 PM,K7,2/1,2/2,91%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jason Myers,K,SEA,NA,2,2.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.1,2.1,10.1,NA,11124,FleaFlicker,12437,NA,NA,NA,NA,8,SFSun 4:05 PM,K21,2/2,2/2,23%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jake Elliott,K,PHI,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.1,3.1,10.07,NA,13035,FleaFlicker,13303,NA,NA,NA,NA,9,DALThu 8:20 PM,K11,2/1,3/3,63%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cairo Santos,K,CHI,NA,2,2.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,10.02,NA,10888,FleaFlicker,11945,NA,NA,NA,NA,5,MINMon 8:15 PM,NA,2/2,2/2,12%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Spencer Shrader,K,IND,NA,2,1.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,9.99,NA,18967,FleaFlicker,16896,NA,NA,NA,NA,1,MIASun 1:00 PM,NA,2/1,1/1,4%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tyler Bass,K,BUF,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,9.96,NA,15626,FleaFlicker,14983,NA,NA,NA,NA,7,BALSun 8:20 PM,K10,2/2,2/2,70%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Joey Slye,K,TEN,NA,2,1.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.7,1.7,9.71,NA,15366,FleaFlicker,14600,NA,NA,NA,NA,0,@DENSun 4:05 PM,NA,2/1,1/1,5%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brandon McManus,K,GB,NA,2,2.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.6,2.6,9.6,NA,9754,FleaFlicker,11947,NA,NA,NA,NA,5,DETSun 4:25 PM,K20,2/2,2/2,16%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Wil Lutz,K,DEN,NA,2,2.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.6,2.6,9.57,NA,12611,FleaFlicker,12956,NA,NA,NA,NA,2,TENSun 4:05 PM,K4,2/2,2/2,85%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Harrison Butker,K,KC,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.5,2.5,9.5,NA,13124,FleaFlicker,13354,NA,NA,NA,NA,0,@LACFri 8:00 PM,K8,2/2,2/2,76%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chad Ryland,K,ARI,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.5,2.5,9.49,NA,17688,FleaFlicker,16292,NA,NA,NA,NA,8,@NOSun 1:00 PM,NA,2/1,2/2,7%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Riley Patterson,K,MIA,NA,2,1.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.3,2.3,9.31,NA,16587,FleaFlicker,15369,NA,NA,NA,NA,2,@INDSun 1:00 PM,NA,2/1,2/2,1%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Joshua Karty,K,LAR,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.2,2.2,9.19,NA,18562,FleaFlicker,16775,NA,NA,NA,NA,8,HOUSun 4:25 PM,K14,2/2,2/2,16%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Andy Borregales,K,NE,NA,2,1.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.2,2.2,9.19,NA,19378,FleaFlicker,17220,NA,NA,NA,NA,4,LVSun 1:00 PM,NA,2/1,2/2,7%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Daniel Carlson,K,LV,NA,2,2.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.1,2.1,9.13,NA,13947,FleaFlicker,13718,NA,NA,NA,NA,8,@NESun 1:00 PM,K18,2/2,2/2,24%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Younghoe Koo,K,ATL,NA,2,1.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.1,2.1,9.11,NA,13324,FleaFlicker,13403,NA,NA,NA,NA,5,TBSun 1:00 PM,K13,2/1,2/2,37%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Blake Grupe,K,NO,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.9,1.9,8.93,NA,17834,FleaFlicker,16444,NA,NA,NA,NA,1,ARISun 1:00 PM,NA,2/2,1/1,10%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tyler Loop,K,BAL,NA,2,1.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.9,2.9,8.9,NA,19411,FleaFlicker,17222,NA,NA,NA,NA,7,@BUFSun 8:20 PM,K15,2/1,2/2,30%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Graham Gano,K,NYG,NA,2,1.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.9,1.9,8.86,NA,6304,FleaFlicker,9694,NA,NA,NA,NA,4,@WASSun 1:00 PM,NA,2/1,1/1,4%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jake Bates,K,DET,NA,2,1.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.9,2.9,8.85,NA,18337,FleaFlicker,16846,NA,NA,NA,NA,8,@GBSun 4:25 PM,K3,2/1,2/2,92%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Andre Szmyt,K,CLE,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.8,1.8,8.81,NA,18046,FleaFlicker,16419,NA,NA,NA,NA,9,CINSun 1:00 PM,NA,2/1,1/1,1%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Evan McPherson,K,CIN,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.6,2.6,8.6,NA,16457,FleaFlicker,15368,NA,NA,NA,NA,0,@CLESun 1:00 PM,K9,2/2,2/2,63%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Will Reichard,K,MIN,NA,2,2.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.3,2.3,8.32,NA,18573,FleaFlicker,16681,NA,NA,NA,NA,6,@CHIMon 8:15 PM,K17,2/2,2/2,22%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cameron Dicker,K,LAC,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.2,2.2,8.24,NA,17315,FleaFlicker,15979,NA,NA,NA,NA,2,KCFri 8:00 PM,K2,2/2,2/2,93%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ka'imi Fairbairn,K,HOU,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.1,2.1,8.08,NA,12347,FleaFlicker,12860,NA,NA,NA,NA,6,@LARSun 4:25 PM,K6,2/2,2/2,87%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brandon Aubrey,K,DAL,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,7.96,NA,18330,FleaFlicker,16414,NA,NA,NA,NA,0,@PHIThu 8:20 PM,K1,2/1,1/1,96%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jake Moody,K,SF,NA,1,1.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.5,2.5,5.49,NA,17665,FleaFlicker,16286,NA,NA,NA,NA,4,@SEASun 4:05 PM,K22,1/1,2/2,17%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IRDJason Sanders,K,MIA,NA,1,1.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.3,1.3,5.28,NA,13977,FleaFlicker,13832,NA,NA,NA,NA,2,@INDSun 1:00 PM,K16,1/1,1/1,44%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Harrison Mevis,K,NYJ,NA,1,0.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,3.96,NA,18786,FleaFlicker,16843,NA,NA,NA,NA,9,PITSun 1:00 PM,NA,0/0,0/0,1%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jude McAtamney,K,NYG,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,19165,FleaFlicker,16848,NA,NA,NA,NA,4,@WASSun 1:00 PM,NA,0/0,0/0,0%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brandon Aubrey,K,DAL,NA,NA,NA,NA,NA,0.41,NA,0.48,NA,0.53,NA,0.53,NA,2.24,NA,9.15,NA,2571750,NFL,16414,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Matt Gay,K,WAS,NA,NA,NA,NA,NA,0.47,NA,0.53,NA,0.47,NA,0.33,NA,2.91,NA,8.97,NA,2562271,NFL,14244,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chase McLaughlin,K,TB,NA,NA,NA,NA,NA,0.39,NA,0.52,NA,0.52,NA,0.39,NA,2.73,NA,8.97,NA,2563203,NFL,14717,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jake Bates,K,DET,NA,NA,NA,NA,NA,0.32,NA,0.51,NA,0.51,NA,0.38,NA,2.99,NA,8.91,NA,2571759,NFL,16846,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cameron Dicker,K,LAC,NA,NA,NA,0.07,NA,0.36,NA,0.56,NA,0.56,NA,0.37,NA,2.39,NA,8.89,NA,2568435,NFL,15979,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jake Elliott,K,PHI,NA,NA,NA,NA,NA,0.47,NA,0.53,NA,0.53,NA,0.27,NA,2.94,NA,8.88,NA,2558172,NFL,13303,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Harrison Butker,K,KC,NA,NA,NA,0.07,NA,0.37,NA,0.51,NA,0.44,NA,0.38,NA,2.74,NA,8.81,NA,2558245,NFL,13354,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cam Little,K,JAX,NA,NA,NA,NA,NA,0.48,NA,0.54,NA,0.48,NA,0.34,NA,2.51,NA,8.71,NA,2572147,NFL,16680,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Evan McPherson,K,CIN,NA,NA,NA,NA,NA,0.39,NA,0.52,NA,0.52,NA,0.32,NA,2.79,NA,8.68,NA,2565953,NFL,15368,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chris Boswell,K,PIT,NA,NA,NA,NA,NA,0.44,NA,0.57,NA,0.5,NA,0.38,NA,2.14,NA,8.57,NA,2550545,NFL,11936,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Wil Lutz,K,DEN,NA,NA,NA,NA,NA,0.46,NA,0.51,NA,0.46,NA,0.39,NA,2.32,NA,8.56,NA,2556601,NFL,12956,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brandon McManus,K,GB,NA,NA,NA,NA,NA,0.46,NA,0.52,NA,0.52,NA,0.33,NA,2.37,NA,8.52,NA,2541556,NFL,11947,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tyler Bass,K,BUF,NA,NA,NA,NA,NA,0.38,NA,0.5,NA,0.5,NA,0.25,NA,3,NA,8.39,NA,2563596,NFL,14983,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Daniel Carlson,K,LV,NA,NA,NA,NA,NA,0.43,NA,0.43,NA,0.49,NA,0.43,NA,2.1,NA,8.3,NA,2560993,NFL,13718,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Younghoe Koo,K,ATL,NA,NA,NA,NA,NA,0.38,NA,0.51,NA,0.51,NA,0.38,NA,2.09,NA,8.19,NA,2559205,NFL,13403,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tyler Loop,K,BAL,NA,NA,NA,NA,NA,0.31,NA,0.5,NA,0.56,NA,0.25,NA,2.81,NA,8.17,NA,2573940,NFL,17222,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Will Reichard,K,MIN,NA,NA,NA,NA,NA,0.37,NA,0.49,NA,0.49,NA,0.37,NA,2.27,NA,8.17,NA,2572273,NFL,16681,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Joshua Karty,K,LAR,NA,NA,NA,NA,NA,0.44,NA,0.51,NA,0.51,NA,0.32,NA,2.18,NA,8.16,NA,2572201,NFL,16775,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chad Ryland,K,ARI,NA,NA,NA,NA,NA,0.39,NA,0.51,NA,0.51,NA,0.32,NA,2.18,NA,8.01,NA,2570125,NFL,16292,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ka'imi Fairbairn,K,HOU,NA,NA,NA,NA,NA,0.4,NA,0.51,NA,0.46,NA,0.34,NA,2.11,NA,7.92,NA,2556521,NFL,12860,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Riley Patterson,K,MIA,NA,NA,NA,NA,NA,0.4,NA,0.6,NA,0.4,NA,0.2,NA,2.61,NA,7.81,NA,2567013,NFL,15369,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cairo Santos,K,CHI,NA,NA,NA,NA,NA,0.43,NA,0.5,NA,0.56,NA,0.24,NA,1.93,NA,7.6,NA,2550636,NFL,11945,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jason Myers,K,SEA,NA,NA,NA,NA,NA,0.43,NA,0.49,NA,0.49,NA,0.24,NA,2.02,NA,7.45,NA,2553112,NFL,12437,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Spencer Shrader,K,IND,NA,NA,NA,NA,NA,0.31,NA,0.57,NA,0.57,NA,0.19,NA,2.07,NA,7.37,NA,2573175,NFL,16896,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jake Moody,K,SF,NA,NA,NA,NA,NA,0.28,NA,0.51,NA,0.45,NA,0.23,NA,2.48,NA,7.35,NA,2570308,NFL,16286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ryan Fitzgerald,K,CAR,NA,NA,NA,NA,NA,0.37,NA,0.55,NA,0.49,NA,0.18,NA,1.96,NA,7.09,NA,2573979,NFL,17277,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Blake Grupe,K,NO,NA,NA,NA,NA,NA,0.34,NA,0.46,NA,0.4,NA,0.29,NA,1.79,NA,6.84,NA,2571234,NFL,16444,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Graham Gano,K,NYG,NA,NA,NA,NA,NA,0.36,NA,0.47,NA,0.41,NA,0.23,NA,1.71,NA,6.58,NA,71309,NFL,9694,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Andy Borregales,K,NE,NA,NA,NA,NA,NA,0.34,NA,0.45,NA,0.45,NA,0.17,NA,1.98,NA,6.55,NA,2574365,NFL,17220,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Joey Slye,K,TEN,NA,NA,NA,NA,NA,0.33,NA,0.39,NA,0.39,NA,0.28,NA,1.63,NA,6.36,NA,2563132,NFL,14600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nick Folk,K,NYJ,NA,NA,NA,NA,NA,0.31,NA,0.46,NA,0.41,NA,0.15,NA,1.69,NA,5.98,NA,2507225,NFL,8851,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brandon McManus,K,GB,NA,1.88,3.42,0,NA,0.62,NA,0.61,NA,0.43,NA,0.2,NA,3.2,2.17,9.61,NA,52489,FanDuel,11947,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,8,12,Green Bay Packers,12,Green Bay Packers,GB,11,Detroit Lions,DET,WEEKLY
Wil Lutz,K,DEN,NA,1.97,2.98,0.02,NA,0.61,NA,0.61,NA,0.48,NA,0.19,NA,2.92,2.44,9.51,NA,53178,FanDuel,12956,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,16,10,Denver Broncos,10,Denver Broncos,DEN,31,Tennessee Titans,TEN,WEEKLY
Cam Little,K,JAC,NA,2.09,2.75,0,NA,0.54,NA,0.7,NA,0.49,NA,0.22,NA,2.64,2.32,9.42,NA,55987,FanDuel,16680,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,32,15,Jacksonville Jaguars,15,Jacksonville Jaguars,JAC,5,Carolina Panthers,CAR,WEEKLY
Chris Boswell,K,PIT,NA,1.78,2.43,0.02,NA,0.28,NA,0.54,NA,0.65,NA,0.38,NA,2.37,2.02,9.39,NA,52927,FanDuel,11936,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,19,25,Pittsburgh Steelers,22,New York Jets,NYJ,25,Pittsburgh Steelers,PIT,WEEKLY
Chase McLaughlin,K,TB,NA,1.82,3.26,0.02,NA,0.54,NA,0.44,NA,0.44,NA,0.29,NA,3.18,2.11,9.39,NA,54352,FanDuel,14717,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,29,30,Tampa Bay Buccaneers,2,Atlanta Falcons,ATL,30,Tampa Bay Buccaneers,TB,WEEKLY
Chad Ryland,K,ARI,NA,1.77,3.18,0,NA,0.55,NA,0.56,NA,0.51,NA,0.16,NA,3.09,1.97,9.26,NA,55627,FanDuel,16292,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,28,1,Arizona Cardinals,20,New Orleans Saints,NO,1,Arizona Cardinals,ARI,WEEKLY
Matthew Wright,K,CAR,NA,1.89,2.33,0,NA,0.4,NA,0.47,NA,0.68,NA,0.3,NA,2.31,2.07,9.14,NA,54800,FanDuel,14426,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,31,5,Carolina Panthers,15,Jacksonville Jaguars,JAC,5,Carolina Panthers,CAR,WEEKLY
John Parker Romo,K,NE,NA,2.03,2.41,0,NA,0.49,NA,0.62,NA,0.6,NA,0.2,NA,2.34,2.31,9.07,NA,56182,FanDuel,16405,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,23,19,New England Patriots,19,New England Patriots,NE,35,Las Vegas Raiders,LV,WEEKLY
Jake Bates,K,DET,NA,1.78,2.99,0,NA,0.54,NA,0.51,NA,0.48,NA,0.2,NA,2.94,1.95,9.01,NA,55997,FanDuel,16846,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,5,11,Detroit Lions,12,Green Bay Packers,GB,11,Detroit Lions,DET,WEEKLY
Nick Folk,K,NYJ,NA,1.92,1.91,0,NA,0.46,NA,0.53,NA,0.53,NA,0.4,NA,1.87,2.31,8.96,NA,2816,FanDuel,8851,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,10,22,New York Jets,22,New York Jets,NYJ,25,Pittsburgh Steelers,PIT,WEEKLY
Cairo Santos,K,CHI,NA,2,2.02,0.07,NA,0.48,NA,0.52,NA,0.77,NA,0.13,NA,2,2.17,8.94,NA,52487,FanDuel,11945,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,3,6,Chicago Bears,6,Chicago Bears,CHI,18,Minnesota Vikings,MIN,WEEKLY
Tyler Bass,K,BUF,NA,1.63,3.23,0.02,NA,0.65,NA,0.35,NA,0.4,NA,0.21,NA,3.15,2.11,8.86,NA,54578,FanDuel,14983,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,6,4,Buffalo Bills,4,Buffalo Bills,BUF,3,Baltimore Ravens,BAL,WEEKLY
Jason Myers,K,SEA,NA,1.93,2.04,0.04,NA,0.56,NA,0.63,NA,0.65,NA,0.1,NA,2,2.33,8.79,NA,52814,FanDuel,12437,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,22,28,Seattle Seahawks,28,Seattle Seahawks,SEA,27,San Francisco 49ers,SF,WEEKLY
Joshua Karty,K,LA,NA,1.82,2.66,0,NA,0.54,NA,0.59,NA,0.57,NA,0.19,NA,2.17,2.13,8.79,NA,55999,FanDuel,16775,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,4,33,Los Angeles Rams,33,Los Angeles Rams,LA,13,Houston Texans,HOU,WEEKLY
Jason Sanders,K,MIA,NA,1.8,2.64,0.02,NA,0.68,NA,0.55,NA,0.32,NA,0.22,NA,2.55,2.13,8.68,NA,53829,FanDuel,13832,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,18,17,Miami Dolphins,14,Indianapolis Colts,IND,17,Miami Dolphins,MIA,WEEKLY
Cameron Dicker,K,LAC,NA,1.91,2.1,0.02,NA,0.49,NA,0.59,NA,0.53,NA,0.24,NA,2.02,2.16,8.64,NA,55437,FanDuel,15979,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,13,34,Los Angeles Chargers,34,Los Angeles Chargers,LAC,16,Kansas City Chiefs,KC,WEEKLY
Matt Gay,K,WSH,NA,1.52,3.55,0.04,NA,0.4,NA,0.5,NA,0.49,NA,0.12,NA,3.21,1.98,8.59,NA,54199,FanDuel,14244,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,24,32,Washington Commanders,32,Washington Commanders,WSH,21,New York Giants,NYG,WEEKLY
Will Reichard,K,MIN,NA,1.84,2.69,0.02,NA,0.54,NA,0.71,NA,0.39,NA,0.12,NA,2.57,2.2,8.54,NA,55919,FanDuel,16681,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,14,18,Minnesota Vikings,6,Chicago Bears,CHI,18,Minnesota Vikings,MIN,WEEKLY
