player,pos,team,games,rec_tgt,rec,rec_yds,rec_yds_g,rec_avg,rec_tds,rush_att,rush_yds,rush_avg,rush_tds,fumbles_lost,site_pts,site_fppg,src_id,data_src,id,dst_int,dst_fum_rec,dst_sacks,dst_fumbles,dst_tackles,bye,opp,draft_rank,misc_tds,misc_yds,pct_owned,return_tds,fumble_TD
KaVontae Turpin,WR,DAL,NA,1.4,1.4,16.6,NA,NA,0.1,1.1,5.7,NA,0,0,3.15,NA,17558,FleaFlicker,15981,NA,NA,NA,NA,NA,0,ARIMon 8:15 PM,WR86,0.2,22.3,24%,NA,NA
DeMario Douglas,WR,NE,NA,1.8,1.8,19.8,NA,NA,0.1,0.4,1.8,NA,0,0,3.1,NA,17724,FleaFlicker,16342,NA,NA,NA,NA,NA,4,ATLSun 1:00 PM,WR79,0.2,21.6,26%,NA,NA
Lil'Jordan Humphrey,WR,NYG,NA,1.6,1.6,20.3,NA,NA,0.1,0,0,NA,0,0,2.91,NA,15148,FleaFlicker,14118,NA,NA,NA,NA,NA,4,SFSun 1:00 PM,NA,0.1,20.3,4%,NA,NA
Xavier Hutchinson,WR,HOU,NA,1.7,1.7,18.4,NA,NA,0.2,0,0.2,NA,0,0,2.8,NA,17740,FleaFlicker,16201,NA,NA,NA,NA,NA,6,DENSun 1:00 PM,WR114,0.2,18.6,17%,NA,NA
Roman Wilson,WR,PIT,NA,1.6,1.6,19.8,NA,NA,0.1,0,0.1,NA,0,0,2.76,NA,18409,FleaFlicker,16629,NA,NA,NA,NA,NA,5,INDSun 1:00 PM,WR103,0.1,19.9,15%,NA,NA
Demarcus Robinson,WR,SF,NA,1.3,1.3,18.3,NA,NA,0.1,0,0.1,NA,0,0,2.75,NA,12106,FleaFlicker,12785,NA,NA,NA,NA,NA,4,@NYGSun 1:00 PM,WR126,0.1,18.4,12%,NA,NA
Jayden Higgins,WR,HOU,NA,1.6,1.6,18.6,NA,NA,0.1,0,0.1,NA,0,0,2.63,NA,19287,FleaFlicker,17083,NA,NA,NA,NA,NA,6,DENSun 1:00 PM,WR62,0.1,18.8,42%,NA,NA
Greg Dortch,WR,ARI,NA,1.7,1.7,14.9,NA,NA,0.1,0.5,2.2,NA,0,0,2.53,NA,14935,FleaFlicker,14108,NA,NA,NA,NA,NA,8,@DALMon 8:15 PM,NA,0.1,17.1,9%,NA,NA
Pat Bryant,WR,DEN,NA,1.6,1.6,17.8,NA,NA,0.1,0,0,NA,0,0,2.48,NA,19288,FleaFlicker,17082,NA,NA,NA,NA,NA,2,@HOUSun 1:00 PM,WR101,0.1,17.8,24%,NA,NA
Luke McCaffrey,WR,WAS,NA,1.3,1.3,16.6,NA,NA,0.1,0,0.1,NA,0,0,2.45,NA,18424,FleaFlicker,16635,NA,NA,NA,NA,NA,2,SEASun 8:20 PM,WR118,0.1,16.8,35%,NA,NA
Jaylin Noel,WR,HOU,NA,1.4,1.4,16.3,NA,NA,0.1,0.2,1.1,NA,0,0,2.44,NA,19286,FleaFlicker,17080,NA,NA,NA,NA,NA,6,DENSun 1:00 PM,WR72,0.1,17.4,31%,NA,NA
Dont'e Thornton,WR,LV,NA,1.4,1.4,18.5,NA,NA,0.1,0,0.1,NA,0,0,2.4,NA,19354,FleaFlicker,17087,NA,NA,NA,NA,NA,8,JACSun 4:05 PM,WR84,0.1,18.6,24%,NA,NA
JuJu Smith-Schuster,WR,KC,NA,1.5,1.5,16.3,NA,NA,0.1,0,0.1,NA,0,0,2.34,NA,12950,FleaFlicker,13156,NA,NA,NA,NA,NA,0,@BUFSun 4:25 PM,WR95,0.1,16.3,22%,NA,NA
OUTDontayvion Wicks,WR,GB,NA,1.2,1.2,16,NA,NA,0.1,0,0,NA,0,0,2.32,NA,17792,FleaFlicker,16195,NA,NA,NA,NA,NA,5,CARSun 1:00 PM,WR73,0.1,16,21%,NA,NA
Brandin Cooks,WR,NO,NA,1.8,1.8,17.2,NA,NA,0.1,0,0.2,NA,0,0,2.28,NA,10242,FleaFlicker,11674,NA,NA,NA,NA,NA,1,@LARSun 4:05 PM,WR110,0.1,17.4,15%,NA,NA
Isaac TeSlaa,WR,DET,NA,1.1,1.1,14.5,NA,NA,0.1,0,0.1,NA,0,0,2.22,NA,19337,FleaFlicker,17157,NA,NA,NA,NA,NA,8,MINSun 1:00 PM,WR70,0.1,14.6,28%,NA,NA
Jaylin Lane,WR,WAS,NA,1.2,1.2,14.9,NA,NA,0.1,0.1,0.3,NA,0,0,2.2,NA,19363,FleaFlicker,17184,NA,NA,NA,NA,NA,2,SEASun 8:20 PM,WR96,0.1,15.3,19%,NA,NA
Jack Bech,WR,LV,NA,1.4,1.4,16,NA,NA,0.1,0,0.1,NA,0,0,2.19,NA,19294,FleaFlicker,17078,NA,NA,NA,NA,NA,8,JACSun 4:05 PM,WR90,0.1,16.1,27%,NA,NA
Jimmy Horn,WR,CAR,NA,1.2,1.2,14,NA,NA,0.1,0.5,2.5,NA,0,0,2.17,NA,19432,FleaFlicker,17234,NA,NA,NA,NA,NA,4,@GBSun 1:00 PM,NA,0.1,16.4,10%,NA,NA
Kalif Raymond,WR,DET,NA,1.3,1.3,15.5,NA,NA,0.1,0.1,0.5,NA,0,0,2.04,NA,12441,FleaFlicker,13066,NA,NA,NA,NA,NA,8,MINSun 1:00 PM,NA,0.1,15.9,5%,NA,NA
Van Jefferson,WR,TEN,NA,1.3,1.3,15.2,NA,NA,0.1,0,0,NA,0,0,2,NA,15564,FleaFlicker,14858,NA,NA,NA,NA,NA,0,LACSun 1:00 PM,NA,0.1,15.3,8%,NA,NA
Jalen Tolbert,WR,DAL,NA,1.1,1.1,13.2,NA,NA,0.1,0,0,NA,0,0,1.98,NA,16872,FleaFlicker,15788,NA,NA,NA,NA,NA,0,ARIMon 8:15 PM,WR104,0.1,13.2,18%,NA,NA
Curtis Samuel,WR,BUF,NA,1.2,1.2,12,NA,NA,0.1,0.1,0.6,NA,0,0,1.92,NA,12930,FleaFlicker,13157,NA,NA,NA,NA,NA,7,KCSun 4:25 PM,NA,0.1,12.7,10%,NA,NA
Tre' Harris,WR,LAC,NA,1.1,1.1,13.1,NA,NA,0.1,0.1,0.5,NA,0,0,1.9,NA,19298,FleaFlicker,17072,NA,NA,NA,NA,NA,2,@TENSun 1:00 PM,WR87,0.1,13.6,33%,NA,NA
Tylan Wallace,WR,BAL,NA,0.8,0.8,11.3,NA,NA,0.1,0,0.1,NA,0,0,1.86,NA,16350,FleaFlicker,15285,NA,NA,NA,NA,NA,7,@MIAThu 8:15 PM,NA,0.1,11.4,2%,NA,NA
KhaDarel Hodge,WR,ATL,NA,1,1,14.4,NA,NA,0.1,0,0,NA,0,0,1.84,NA,14600,FleaFlicker,13963,NA,NA,NA,NA,NA,5,@NESun 1:00 PM,NA,0.1,14.5,0%,NA,NA
Elijah Moore,WR,BUF,NA,1,1,11.5,NA,NA,0.1,0.4,1.2,NA,0,0,1.79,NA,16265,FleaFlicker,15288,NA,NA,NA,NA,NA,7,KCSun 4:25 PM,WR119,0.1,12.7,12%,NA,NA
David Sills,WR,ATL,NA,1.1,1.1,14,NA,NA,0.1,0,0,NA,0,0,1.74,NA,14915,FleaFlicker,14110,NA,NA,NA,NA,NA,5,@NESun 1:00 PM,NA,0.1,14,0%,NA,NA
Cedrick Wilson,WR,MIA,NA,1.1,1.1,11.3,NA,NA,0.1,0,0,NA,0,0,1.61,NA,13915,FleaFlicker,13652,NA,NA,NA,NA,NA,2,BALThu 8:15 PM,NA,0.1,11.4,2%,NA,NA
Tyler Lockett,WR,LV,NA,1,1,10.9,NA,NA,0.1,0,0,NA,0,0,1.57,NA,11242,FleaFlicker,12187,NA,NA,NA,NA,NA,8,JACSun 4:05 PM,WR108,0.1,10.9,17%,NA,NA
Casey Washington,WR,ATL,NA,0.9,0.9,11.4,NA,NA,0.1,0,0,NA,0,0,1.56,NA,18547,FleaFlicker,16760,NA,NA,NA,NA,NA,5,@NESun 1:00 PM,NA,0.1,11.4,2%,NA,NA
Tyrell Shavers,WR,BUF,NA,0.8,0.8,10.7,NA,NA,0.1,0,0,NA,0,0,1.47,NA,18163,FleaFlicker,16451,NA,NA,NA,NA,NA,7,KCSun 4:25 PM,NA,0.1,10.7,1%,NA,NA
Chris Moore,WR,WAS,NA,0.8,0.8,11.1,NA,NA,0.1,0,0.1,NA,0,0,1.45,NA,12153,FleaFlicker,12773,NA,NA,NA,NA,NA,2,SEASun 8:20 PM,NA,0.1,11.1,7%,NA,NA
Adam Thielen,WR,MIN,NA,0.9,0.9,9,NA,NA,0.1,0,0,NA,0,0,1.3,NA,9891,FleaFlicker,11938,NA,NA,NA,NA,NA,6,@DETSun 1:00 PM,WR93,0.1,9,24%,NA,NA
Tyquan Thornton,WR,KC,NA,0.6,0.6,8.6,NA,NA,0.1,0,0.1,NA,0,0,1.29,NA,16835,FleaFlicker,15787,NA,NA,NA,NA,NA,0,@BUFSun 4:25 PM,WR89,0.1,8.6,34%,NA,NA
Kyle Williams,WR,NE,NA,0.6,0.6,7.9,NA,NA,0.1,0.2,0.8,NA,0,0,1.27,NA,19273,FleaFlicker,17134,NA,NA,NA,NA,NA,4,ATLSun 1:00 PM,WR99,0.1,8.7,28%,NA,NA
Beaux Collins,WR,NYG,NA,0.7,0.7,8.7,NA,NA,0.1,0,0,NA,0,0,1.27,NA,19634,FleaFlicker,17303,NA,NA,NA,NA,NA,4,SFSun 1:00 PM,NA,0.1,8.7,3%,NA,NA
Malik Heath,WR,GB,NA,0.7,0.7,8.6,NA,NA,0.1,0,0.1,NA,0,0,1.22,NA,17992,FleaFlicker,16413,NA,NA,NA,NA,NA,5,CARSun 1:00 PM,NA,0.1,8.7,1%,NA,NA
OUTHunter Renfrow,WR,CAR,NA,1,1,8,NA,NA,0.1,0,0,NA,0,0,1.1,NA,14836,FleaFlicker,14123,NA,NA,NA,NA,NA,4,@GBSun 1:00 PM,WR120,0.1,8,11%,NA,NA
Jake Bobo,WR,SEA,NA,0.7,0.7,7.8,NA,NA,0.1,0,0,NA,0,0,1.08,NA,18001,FleaFlicker,16393,NA,NA,NA,NA,NA,8,@WASSun 8:20 PM,NA,0.1,7.8,2%,NA,NA
Tim Patrick,WR,JAC,NA,0.6,0.6,7.7,NA,NA,0.1,0,0,NA,0,0,1.07,NA,13209,FleaFlicker,13377,NA,NA,NA,NA,NA,8,@LVSun 4:05 PM,NA,0.1,7.7,5%,NA,NA
OUTDevontez Walker,WR,BAL,NA,0.4,0.4,5.6,NA,NA,0.1,0.1,0.3,NA,0,0,1.07,NA,18473,FleaFlicker,16621,NA,NA,NA,NA,NA,7,@MIAThu 8:15 PM,NA,0.1,5.9,8%,NA,NA
Jaxon Smith-Njigba,WR,SEA,NA,NA,7.33,118.31,NA,NA,0.74,NA,2.06,NA,0.01,0.04,23.79,NA,2570341,NFL,16185,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Puka Nacua,WR,LAR,NA,NA,8.06,111.33,NA,NA,0.56,NA,4.29,NA,0.03,0.04,23.08,NA,2570026,NFL,16211,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ja'Marr Chase,WR,CIN,NA,NA,6.45,95.22,NA,NA,0.76,NA,1.93,NA,0.01,0.03,20.73,NA,2565941,NFL,15281,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CeeDee Lamb,WR,DAL,NA,NA,7.07,91.64,NA,NA,0.63,NA,4.08,NA,0.02,0.03,20.48,NA,2563848,NFL,14832,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Amon-Ra St. Brown,WR,DET,NA,NA,6.57,83.22,NA,NA,0.75,NA,0.7,NA,NA,0.03,19.4,NA,2566073,NFL,15287,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rashee Rice,WR,KC,NA,NA,6.76,75.23,NA,NA,0.74,NA,1.01,NA,0.01,0.04,18.8,NA,2569921,NFL,16194,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Justin Jefferson,WR,MIN,NA,NA,5.01,83.56,NA,NA,0.48,NA,0.19,NA,NA,0.02,16.23,NA,2564556,NFL,14836,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nico Collins,WR,HOU,NA,NA,5.07,78.49,NA,NA,0.55,NA,0.19,NA,NA,0.03,16.18,NA,2566127,NFL,15290,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Drake London,WR,ATL,NA,NA,5.18,76.8,NA,NA,0.44,NA,0.33,NA,NA,0.02,15.49,NA,2567250,NFL,15751,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Zay Flowers,WR,BAL,NA,NA,5.19,71.96,NA,NA,0.45,NA,3.02,NA,0.02,0.03,15.45,NA,2569573,NFL,16190,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Davante Adams,WR,LAR,NA,NA,4.34,67.94,NA,NA,0.7,NA,NA,NA,NA,0.03,15.27,NA,2543495,NFL,11675,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ladd McConkey,WR,LAC,NA,NA,5.11,69.42,NA,NA,0.43,NA,0.52,NA,NA,0.03,14.62,NA,2572477,NFL,16627,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rome Odunze,WR,CHI,NA,NA,4.39,67.69,NA,NA,0.56,NA,0.37,NA,NA,0.04,14.48,NA,2571907,NFL,16616,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chris Olave,WR,NO,NA,NA,5.65,67.29,NA,NA,0.35,NA,0.23,NA,NA,0.03,14.44,NA,2567973,NFL,15754,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
George Pickens,WR,DAL,NA,NA,4.39,68.51,NA,NA,0.53,NA,0.63,NA,NA,0.03,14.42,NA,2568159,NFL,15762,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Michael Pittman,WR,IND,NA,NA,5.51,65.23,NA,NA,0.38,NA,0.29,NA,NA,0.03,14.28,NA,2564136,NFL,14842,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jaylen Waddle,WR,MIA,NA,NA,4.84,67.72,NA,NA,0.45,NA,0.2,NA,NA,0.03,14.27,NA,2566292,NFL,15284,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Stefon Diggs,WR,NE,NA,NA,5.11,62.88,NA,NA,0.44,NA,1.15,NA,0.01,0.03,14.15,NA,2552608,NFL,12186,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Terry McLaurin,WR,WAS,NA,NA,4.27,61.63,NA,NA,0.56,NA,0.37,NA,NA,0.02,13.79,NA,2562489,NFL,14109,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Khalil Shakir,WR,BUF,NA,NA,4.9,59.39,NA,NA,0.47,NA,0.57,NA,NA,0.03,13.66,NA,2567334,NFL,15761,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Keenan Allen,WR,LAC,NA,NA,4.68,56.59,NA,NA,0.56,NA,0.13,NA,NA,0.04,13.63,NA,2540154,NFL,11222,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DK Metcalf,WR,PIT,NA,NA,4.02,64.66,NA,NA,0.51,NA,0.2,NA,NA,0.02,13.53,NA,2562685,NFL,14102,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Marvin Harrison Jr.,WR,ARI,NA,NA,4.1,65.25,NA,NA,0.47,NA,0.68,NA,NA,0.02,13.47,NA,2572411,NFL,16614,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tee Higgins,WR,CIN,NA,NA,3.86,60.42,NA,NA,0.54,NA,0.35,NA,NA,0.02,13.14,NA,2563731,NFL,14835,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tetairoa McMillan,WR,CAR,NA,NA,4.76,59.25,NA,NA,0.39,NA,0.71,NA,0.01,0.02,13.12,NA,2573992,NFL,17071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Wan'Dale Robinson,WR,NYG,NA,NA,4.99,51.71,NA,NA,0.46,NA,1.89,NA,0.01,0.04,13.09,NA,2568012,NFL,15757,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Courtland Sutton,WR,DEN,NA,NA,3.92,59.84,NA,NA,0.48,NA,NA,NA,NA,0.02,12.74,NA,2560888,NFL,13630,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brian Thomas Jr.,WR,JAX,NA,NA,3.97,61.5,NA,NA,0.4,NA,0.14,NA,NA,0.02,12.49,NA,2572162,NFL,16618,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jakobi Meyers,WR,LV,NA,NA,4.3,56.18,NA,NA,0.35,NA,1.64,NA,0.01,0.02,12.2,NA,2562492,NFL,14127,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jordan Addison,WR,MIN,NA,NA,3.47,53.04,NA,NA,0.48,NA,0.65,NA,0.01,0.03,11.72,NA,2570074,NFL,16186,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Xavier Worthy,WR,KC,NA,NA,3.92,45.01,NA,NA,0.41,NA,6.57,NA,0.04,0.03,11.72,NA,2572186,NFL,16620,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rashid Shaheed,WR,NO,NA,NA,3.9,53.69,NA,NA,0.32,NA,1.89,NA,0.01,0.05,11.7,NA,2569110,NFL,16080,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.06,NA
Deebo Samuel Sr.,WR,WAS,NA,NA,3.92,45.57,NA,NA,0.34,NA,7.5,NA,0.07,0.03,11.63,NA,2562721,NFL,14136,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Quentin Johnston,WR,LAC,NA,NA,3.6,50.11,NA,NA,0.45,NA,0.94,NA,0.01,0.06,11.35,NA,2570275,NFL,16188,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DJ Moore,WR,CHI,NA,NA,3.88,51.72,NA,NA,0.27,NA,5.33,NA,0.03,0.02,11.35,NA,2560813,NFL,13635,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cooper Kupp,WR,SEA,NA,NA,3.55,51.21,NA,NA,0.42,NA,0.87,NA,0.01,0.02,11.3,NA,2557898,NFL,13164,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jauan Jennings,WR,SF,NA,NA,3.75,52.46,NA,NA,0.36,NA,0.37,NA,NA,0.03,11.13,NA,2565114,NFL,14860,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jameson Williams,WR,DET,NA,NA,3.16,51.9,NA,NA,0.39,NA,3.06,NA,0.02,0.02,11.08,NA,2567565,NFL,15756,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ricky Pearsall,WR,SF,NA,NA,3.45,54.16,NA,NA,0.32,NA,0.73,NA,NA,0.02,10.82,NA,2572507,NFL,16622,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Romeo Doubs,WR,GB,NA,NA,3.33,45.88,NA,NA,0.4,NA,0.15,NA,NA,0.03,10.27,NA,2567586,NFL,15779,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tre Tucker,WR,LV,NA,NA,3.19,44.56,NA,NA,0.32,NA,3.3,NA,0.02,0.02,9.98,NA,2570059,NFL,16287,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kayshon Boutte,WR,NE,NA,NA,2.95,45.09,NA,NA,0.4,NA,0.27,NA,NA,0.01,9.87,NA,2570092,NFL,16193,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Darnell Mooney,WR,ATL,NA,NA,3.1,51.13,NA,NA,0.28,NA,0.12,NA,NA,0.02,9.87,NA,2563707,NFL,14974,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Travis Hunter,WR,JAX,NA,NA,3.62,44.1,NA,NA,0.23,NA,2.35,NA,0.02,0.02,9.73,NA,2574217,NFL,17074,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Calvin Ridley,WR,TEN,NA,NA,2.91,47.48,NA,NA,0.29,NA,0.56,NA,NA,0.02,9.41,NA,2560854,NFL,13629,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Josh Downs,WR,IND,NA,NA,3.7,40.48,NA,NA,0.27,NA,0.36,NA,NA,0.02,9.36,NA,2569861,NFL,16187,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Keon Coleman,WR,BUF,NA,NA,3.02,42.54,NA,NA,0.33,NA,0.24,NA,NA,0.03,9.22,NA,2571859,NFL,16617,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Darius Slayton,WR,NYG,NA,NA,2.91,45,NA,NA,0.29,NA,0.14,NA,NA,0.02,9.12,NA,2562736,NFL,14122,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Malik Washington,WR,MIA,NA,NA,3.13,28.09,NA,NA,0.26,NA,6.91,NA,0.05,0.04,8.77,NA,2572255,NFL,16684,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.06,NA
Rashod Bateman,WR,BAL,NA,NA,2.53,37.96,NA,NA,0.4,NA,NA,NA,NA,0.01,8.71,NA,2565836,NFL,15293,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Calvin Austin III,WR,PIT,NA,NA,2.81,37.92,NA,NA,0.34,NA,0.55,NA,NA,0.02,8.66,NA,2568132,NFL,15777,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Elic Ayomanor,WR,TEN,NA,NA,2.97,37.18,NA,NA,0.29,NA,0.74,NA,0.01,0.02,8.52,NA,2574142,NFL,17073,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Troy Franklin,WR,DEN,NA,NA,2.82,34.87,NA,NA,0.35,NA,0.55,NA,NA,0.02,8.42,NA,2571997,NFL,16619,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Christian Watson,WR,GB,NA,NA,2.19,43.49,NA,NA,0.27,NA,NA,NA,NA,0.01,8.14,NA,2567637,NFL,15789,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kendrick Bourne,WR,SF,NA,NA,2.6,40.36,NA,NA,0.23,NA,0.48,NA,NA,0.02,8.02,NA,2558914,NFL,13418,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Marvin Mims Jr.,WR,DEN,NA,NA,2.32,32.49,NA,NA,0.3,NA,1.82,NA,0.02,0.03,7.97,NA,2569717,NFL,16189,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.06,NA
Christian Kirk,WR,HOU,NA,NA,2.7,38.55,NA,NA,0.23,NA,0.34,NA,NA,0.02,7.93,NA,2560781,NFL,13633,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alec Pierce,WR,IND,NA,NA,2.34,42.83,NA,NA,0.21,NA,NA,NA,NA,0.01,7.86,NA,2567715,NFL,15768,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chimere Dike,WR,TEN,NA,NA,3.12,30.19,NA,NA,0.22,NA,2.39,NA,0.02,0.02,7.78,NA,2574147,NFL,17171,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jalen Coker,WR,CAR,NA,NA,2.78,35.11,NA,NA,0.2,NA,0.1,NA,NA,0.01,7.48,NA,2572920,NFL,16809,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Xavier Legette,WR,CAR,NA,NA,2.93,29.8,NA,NA,0.25,NA,0.56,NA,NA,0.02,7.43,NA,2571889,NFL,16639,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Olamide Zaccheaus,WR,CHI,NA,NA,2.43,30.42,NA,NA,0.25,NA,1.37,NA,0.01,0.01,7.15,NA,2562808,NFL,14592,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mack Hollins,WR,NE,NA,NA,2.33,30.68,NA,NA,0.26,NA,0.13,NA,NA,0.01,6.95,NA,2558262,NFL,13289,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Matthew Golden,WR,GB,NA,NA,2.42,31.96,NA,NA,0.18,NA,1.55,NA,0.01,0.01,6.89,NA,2574130,NFL,17075,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Michael Wilson,WR,ARI,NA,NA,2.29,30.63,NA,NA,0.25,NA,0.28,NA,NA,0.01,6.86,NA,2570224,NFL,16206,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jaylin Noel,WR,HOU,NA,NA,2.38,29.24,NA,NA,0.19,NA,0.77,NA,0.01,0.01,6.56,NA,2574176,NFL,17080,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Zay Jones,WR,ARI,NA,NA,2.34,28.97,NA,NA,0.19,NA,0.54,NA,NA,0.01,6.41,NA,2557863,NFL,13176,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Parker Washington,WR,JAX,NA,NA,2.06,26.65,NA,NA,0.19,NA,1.2,NA,0.01,0.01,6.03,NA,2569888,NFL,16192,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KaVontae Turpin,WR,DAL,NA,NA,1.73,22.38,NA,NA,0.16,NA,5.28,NA,0.03,0.03,6,NA,2569509,NFL,15981,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.07,NA
Tory Horton,WR,SEA,NA,NA,1.57,23.78,NA,NA,0.24,NA,1.68,NA,0.01,0.01,5.6,NA,2574561,NFL,17098,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Marquise Brown,WR,KC,NA,NA,2.03,23.1,NA,NA,0.21,NA,0.12,NA,NA,0.01,5.59,NA,2562379,NFL,14105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Isaac TeSlaa,WR,DET,NA,NA,1.74,24.08,NA,NA,0.23,NA,0.24,NA,NA,0.01,5.53,NA,2574120,NFL,17157,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Andrei Iosivas,WR,CIN,NA,NA,1.66,25.19,NA,NA,0.21,NA,0.59,NA,NA,0.01,5.48,NA,2569657,NFL,16207,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jack Bech,WR,LV,NA,NA,2.02,23.18,NA,NA,0.16,NA,0.39,NA,NA,0.01,5.32,NA,2574285,NFL,17078,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jayden Higgins,WR,HOU,NA,NA,1.78,22.72,NA,NA,0.18,NA,0.3,NA,NA,0.01,5.14,NA,2574170,NFL,17083,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
