team,dst_int,dst_safety,dst_sacks,dst_tackles,dst_fum_rec,dst_fum_force,dst_td,dst_pts_allowed,dst_pts_allowed_g,dst_pass_yds_allowed,dst_rush_yds_allowed,dst_yds_allowed,dst_avg_yds_allowed,site_pts,site_fppg,data_src,id,pos,src_id,player,dst_fumbles,bye,opp,idp_solo,pct_owned,return_tds
CAR,1,NA,2,63,0,NA,0,392,NA,NA,NA,392,NA,NA,NA,ESPN,0527,DST,-16029,Panthers D/ST,0,NA,NA,NA,NA,NA
NA,1.1,0,3.3,NA,0.6,0.9,0.2,17.1,NA,NA,NA,290,NA,8.8,NA,FantasyPros,0523,DST,8110,Green Bay Packers,NA,NA,NA,NA,NA,NA
NA,0.8,0,3.6,NA,0.6,0.8,0.2,14.1,NA,NA,NA,256.6,NA,8.4,NA,FantasyPros,0515,DST,8260,Seattle Seahawks,NA,NA,NA,NA,NA,NA
NA,1,0,3.4,NA,0.5,0.8,0.2,18.4,NA,NA,NA,292.1,NA,8.4,NA,FantasyPros,0507,DST,8070,Cleveland Browns,NA,NA,NA,NA,NA,NA
NA,0.8,0,2.7,NA,0.6,1,0.2,17.1,NA,NA,NA,299.5,NA,7.5,NA,FantasyPros,0531,DST,8020,Baltimore Ravens,NA,NA,NA,NA,NA,NA
NA,0.9,0,3.2,NA,0.6,0.9,0.2,20.5,NA,NA,NA,314.8,NA,7.2,NA,FantasyPros,0522,DST,8100,Detroit Lions,NA,NA,NA,NA,NA,NA
NA,0.8,0,2.7,NA,0.5,0.7,0.1,18.5,NA,NA,NA,283.3,NA,7,NA,FantasyPros,0513,DST,8220,Las Vegas Raiders,NA,NA,NA,NA,NA,NA
NA,0.7,0.1,2.7,NA,0.6,1,0.2,20.1,NA,NA,NA,314.4,NA,6.6,NA,FantasyPros,0501,DST,8030,Buffalo Bills,NA,NA,NA,NA,NA,NA
NA,0.7,0.1,2,NA,0.5,0.8,0.1,19.8,NA,NA,NA,343.2,NA,6.5,NA,FantasyPros,0529,DST,8190,New Orleans Saints,NA,NA,NA,NA,NA,NA
NA,0.8,0,2.7,NA,0.6,1,0.1,20.7,NA,NA,NA,333,NA,6.2,NA,FantasyPros,0526,DST,8010,Atlanta Falcons,NA,NA,NA,NA,NA,NA
NA,0.8,0.1,2.1,NA,0.6,1.1,0.2,22.7,NA,NA,NA,336.8,NA,6.1,NA,FantasyPros,0518,DST,8230,Philadelphia Eagles,NA,NA,NA,NA,NA,NA
NA,0.8,0,2.4,NA,0.5,0.8,0.2,21.9,NA,NA,NA,303.1,NA,6.1,NA,FantasyPros,0504,DST,8180,New England Patriots,NA,NA,NA,NA,NA,NA
NA,0.7,0,2.5,NA,0.5,0.9,0.2,23.5,NA,NA,NA,371.5,NA,6,NA,FantasyPros,0512,DST,8150,Kansas City Chiefs,NA,NA,NA,NA,NA,NA
NA,0.7,0,2.6,NA,0.6,0.9,0.2,22.4,NA,NA,NA,319.2,NA,6,NA,FantasyPros,0509,DST,8140,Jacksonville Jaguars,NA,NA,NA,NA,NA,NA
NA,0.7,0.1,2.4,NA,0.6,0.9,0.1,21.2,NA,NA,NA,326.6,NA,5.9,NA,FantasyPros,0528,DST,8280,Los Angeles Rams,NA,NA,NA,NA,NA,NA
NA,0.8,0,2.3,NA,0.5,0.9,0.2,23.8,NA,NA,NA,358.8,NA,5.9,NA,FantasyPros,0532,DST,8120,Houston Texans,NA,NA,NA,NA,NA,NA
NA,0.7,0,2.5,NA,0.5,0.9,0.2,24.2,NA,NA,NA,323.4,NA,5.9,NA,FantasyPros,0519,DST,8000,Arizona Cardinals,NA,NA,NA,NA,NA,NA
NA,0.8,0,2.2,NA,0.5,0.9,0.2,21.1,NA,NA,NA,334.4,NA,5.8,NA,FantasyPros,0521,DST,8050,Chicago Bears,NA,NA,NA,NA,NA,NA
NA,0.6,0,2.8,NA,0.5,0.7,0.1,29.4,NA,NA,NA,401.7,NA,5.7,NA,FantasyPros,0506,DST,8060,Cincinnati Bengals,NA,NA,NA,NA,NA,NA
NA,0.6,0,2.4,NA,0.6,1,0.2,23.5,NA,NA,NA,340,NA,5.6,NA,FantasyPros,0510,DST,8240,Pittsburgh Steelers,NA,NA,NA,NA,NA,NA
NA,0.5,0,3,NA,0.5,0.8,0.1,24.6,NA,NA,NA,341.3,NA,5.6,NA,FantasyPros,0516,DST,8080,Dallas Cowboys,NA,NA,NA,NA,NA,NA
NA,0.7,0,1.9,NA,0.5,0.9,0.2,21,NA,NA,NA,312.2,NA,5.4,NA,FantasyPros,0530,DST,8270,San Francisco 49ers,NA,NA,NA,NA,NA,NA
NA,0.5,0,2.5,NA,0.5,0.7,0.1,30,NA,NA,NA,369.2,NA,5.3,NA,FantasyPros,0505,DST,8210,New York Jets,NA,NA,NA,NA,NA,NA
NA,0.6,0,2.2,NA,0.6,1,0.1,24.6,NA,NA,NA,343.1,NA,5.3,NA,FantasyPros,0524,DST,8170,Minnesota Vikings,NA,NA,NA,NA,NA,NA
NA,0.8,0,1.8,NA,0.5,0.8,0.1,27.3,NA,NA,NA,376.4,NA,5.2,NA,FantasyPros,0508,DST,8300,Tennessee Titans,NA,NA,NA,NA,NA,NA
NA,0.6,0.1,2.3,NA,0.4,0.7,0.1,30.2,NA,NA,NA,403,NA,5.1,NA,FantasyPros,0517,DST,8200,New York Giants,NA,NA,NA,NA,NA,NA
NA,0.6,0,2.2,NA,0.4,0.6,0.1,26.2,NA,NA,NA,353.8,NA,5,NA,FantasyPros,0502,DST,8130,Indianapolis Colts,NA,NA,NA,NA,NA,NA
NA,0.8,0,1.8,NA,0.4,0.6,0.1,28.3,NA,NA,NA,391.5,NA,4.9,NA,FantasyPros,0527,DST,8040,Carolina Panthers,NA,NA,NA,NA,NA,NA
NA,0.5,0,2.1,NA,0.5,1,0.1,27.2,NA,NA,NA,361.3,NA,4.9,NA,FantasyPros,0525,DST,8290,Tampa Bay Buccaneers,NA,NA,NA,NA,NA,NA
GB,1.1,NA,3.3,NA,0.6,0.9,0.2,17.1,NA,NA,NA,290,NA,12.33,NA,FleaFlicker,0523,DST,2339,Green Bay Packers,NA,5,MINSun 1:00 PM,0,73%,NA
SEA,0.8,NA,3.6,NA,0.6,0.8,0.2,14.1,NA,NA,NA,256.6,NA,12.11,NA,FleaFlicker,0515,DST,2354,Seattle Seahawks,NA,8,@TENSun 1:00 PM,0,90%,NA
CLE,1,NA,3.4,NA,0.5,0.8,0.2,18.4,NA,NA,NA,292.1,NA,11.85,NA,FleaFlicker,0507,DST,2335,Cleveland Browns,NA,9,@LVSun 4:05 PM,0,68%,NA
DET,0.9,NA,3.2,NA,0.6,0.9,0.2,20.5,NA,NA,NA,314.8,NA,11.59,NA,FleaFlicker,0522,DST,2338,Detroit Lions,NA,8,NYGSun 1:00 PM,0,89%,NA
BUF,0.7,NA,2.7,NA,0.6,1,0.2,20.1,NA,NA,NA,314.4,NA,10.89,NA,FleaFlicker,0501,DST,2331,Buffalo Bills,NA,7,@HOUThu 8:15 PM,0,75%,NA
BAL,0.8,NA,2.7,NA,0.6,0.9,0.2,17.1,NA,NA,NA,299.5,NA,10.47,NA,FleaFlicker,0531,DST,2330,Baltimore Ravens,NA,7,NYJSun 1:00 PM,0,80%,NA
ATL,0.8,NA,2.6,NA,0.6,1,0.1,20.6,NA,NA,NA,333,NA,10.23,NA,FleaFlicker,0526,DST,2329,Atlanta Falcons,NA,5,@NOSun 4:25 PM,0,41%,NA
PHI,0.8,NA,2.1,NA,0.6,1.1,0.2,22.7,NA,NA,NA,336.8,NA,10.01,NA,FleaFlicker,0518,DST,2351,Philadelphia Eagles,NA,9,@DALSun 4:25 PM,0,76%,NA
DAL,0.5,NA,3,NA,0.5,0.8,0.1,24.6,NA,NA,NA,341.3,NA,9.83,NA,FleaFlicker,0516,DST,2336,Dallas Cowboys,NA,10,PHISun 4:25 PM,0,30%,NA
KC,0.7,NA,2.5,NA,0.5,0.9,0.2,23.5,NA,NA,NA,371.5,NA,9.8,NA,FleaFlicker,0512,DST,2343,Kansas City Chiefs,NA,10,INDSun 1:00 PM,0,61%,NA
LAR,0.7,NA,2.4,NA,0.6,0.9,0.1,21.2,NA,NA,NA,326.6,NA,9.75,NA,FleaFlicker,0528,DST,2356,Los Angeles Rams,NA,8,TBSun 8:20 PM,0,77%,NA
LV,0.8,NA,2.7,NA,0.5,0.7,0.1,18.5,NA,NA,NA,283.3,NA,9.74,NA,FleaFlicker,0513,DST,2350,Las Vegas Raiders,NA,8,CLESun 4:05 PM,0,15%,NA
JAC,0.7,NA,2.6,NA,0.6,0.9,0.1,22.4,NA,NA,NA,319.2,NA,9.71,NA,FleaFlicker,0509,DST,2342,Jacksonville Jaguars,NA,8,@ARISun 4:05 PM,0,35%,NA
ARI,0.7,NA,2.5,NA,0.5,0.9,0.1,24.2,NA,NA,NA,323.4,NA,9.54,NA,FleaFlicker,0519,DST,2328,Arizona Cardinals,NA,8,JACSun 4:05 PM,0,14%,NA
NE,0.8,NA,2.4,NA,0.5,0.8,0.2,21.9,NA,NA,NA,303.1,NA,9.5,NA,FleaFlicker,0504,DST,2346,New England Patriots,NA,14,@CINSun 1:00 PM,0,69%,NA
CIN,0.6,NA,2.8,NA,0.5,0.7,0.1,29.4,NA,NA,NA,401.7,NA,9.47,NA,FleaFlicker,0506,DST,2334,Cincinnati Bengals,NA,10,NESun 1:00 PM,0,9%,NA
PIT,0.6,NA,2.4,NA,0.6,1,0.2,23.5,NA,NA,NA,340,NA,9.45,NA,FleaFlicker,0510,DST,2352,Pittsburgh Steelers,NA,5,@CHISun 1:00 PM,0,88%,NA
HOU,0.8,NA,2.3,NA,0.6,0.9,0.2,23.8,NA,NA,NA,358.8,NA,9.39,NA,FleaFlicker,0532,DST,2340,Houston Texans,NA,6,BUFThu 8:15 PM,0,87%,NA
CHI,0.8,NA,2.2,NA,0.5,0.9,0.2,21.1,NA,NA,NA,334.4,NA,9.18,NA,FleaFlicker,0521,DST,2333,Chicago Bears,NA,5,PITSun 1:00 PM,0,49%,NA
NO,0.7,NA,2,NA,0.5,0.8,0.1,19.8,NA,NA,NA,343.2,NA,8.94,NA,FleaFlicker,0529,DST,2347,New Orleans Saints,NA,11,ATLSun 4:25 PM,0,13%,NA
MIN,0.6,NA,2.2,NA,0.6,1,0.1,24.6,NA,NA,NA,343.1,NA,8.82,NA,FleaFlicker,0524,DST,2345,Minnesota Vikings,NA,6,@GBSun 1:00 PM,0,75%,NA
NYJ,0.5,NA,2.5,NA,0.5,0.7,0.1,30,NA,NA,NA,369.2,NA,8.82,NA,FleaFlicker,0505,DST,2349,New York Jets,NA,9,@BALSun 1:00 PM,0,16%,NA
NYG,0.6,NA,2.3,NA,0.4,0.7,0.1,30.2,NA,NA,NA,403,NA,8.52,NA,FleaFlicker,0517,DST,2348,New York Giants,NA,14,@DETSun 1:00 PM,0,11%,NA
SF,0.8,NA,1.9,NA,0.5,0.8,0.2,21,NA,NA,NA,312.2,NA,8.47,NA,FleaFlicker,0530,DST,2355,San Francisco 49ers,NA,14,CARMon 8:15 PM,0,29%,NA
TB,0.5,NA,2.1,NA,0.5,1,0.1,27.2,NA,NA,NA,361.4,NA,8.4,NA,FleaFlicker,0525,DST,2357,Tampa Bay Buccaneers,NA,9,@LARSun 8:20 PM,0,54%,NA
TEN,0.8,NA,1.9,NA,0.5,0.8,0.1,27.3,NA,NA,NA,376.4,NA,8.14,NA,FleaFlicker,0508,DST,2358,Tennessee Titans,NA,10,SEASun 1:00 PM,0,6%,NA
IND,0.7,NA,2.1,NA,0.4,0.6,0.1,26.2,NA,NA,NA,353.8,NA,7.87,NA,FleaFlicker,0502,DST,2341,Indianapolis Colts,NA,11,@KCSun 1:00 PM,0,48%,NA
CAR,0.8,NA,1.8,NA,0.4,0.6,0.1,28.3,NA,NA,NA,391.5,NA,7.57,NA,FleaFlicker,0527,DST,2332,Carolina Panthers,NA,14,@SFMon 8:15 PM,0,9%,NA
Seattle Seahawks,0.98,NA,3.16,NA,0.68,NA,0.15,15.5,NA,NA,NA,NA,NA,7.38,NA,NFL,0515,DST,100030,NA,NA,NA,NA,NA,NA,NA
Detroit Lions,0.78,0.06,2.64,NA,0.6,NA,0.18,19.75,NA,NA,NA,NA,NA,6.6,NA,NFL,0522,DST,100010,NA,NA,NA,NA,NA,NA,NA
Baltimore Ravens DEF  View News,0.84,0.06,2.53,NA,0.56,NA,0.17,15.5,NA,NA,NA,NA,NA,6.47,NA,NFL,0531,DST,100002,NA,NA,NA,NA,NA,NA,NA
Green Bay Packers,0.76,NA,2.73,NA,0.58,NA,0.17,18.5,NA,NA,NA,NA,NA,6.43,NA,NFL,0523,DST,100011,NA,NA,NA,NA,NA,NA,NA
Buffalo Bills,0.72,0.06,2.48,NA,0.55,NA,0.17,19.5,NA,NA,NA,NA,NA,6.16,NA,NFL,0501,DST,100003,NA,NA,NA,NA,NA,NA,NA
New England Patriots,0.8,NA,2.67,NA,0.53,NA,0.13,20.5,NA,NA,NA,NA,NA,6.11,NA,NFL,0504,DST,100021,NA,NA,NA,NA,NA,NA,NA
San Francisco 49ers DEF  View News,0.8,NA,2.59,NA,0.55,NA,0.12,20.75,NA,NA,NA,NA,NA,6.01,NA,NFL,0530,DST,100029,NA,NA,NA,NA,NA,NA,NA
Atlanta Falcons DEF  View News,0.82,NA,2.74,NA,0.59,NA,0.07,20.5,NA,NA,NA,NA,NA,5.98,NA,NFL,0526,DST,100001,NA,NA,NA,NA,NA,NA,NA
Las Vegas Raiders DEF  View News,0.81,NA,2.72,NA,0.59,NA,0.07,22.75,NA,NA,NA,NA,NA,5.94,NA,NFL,0513,DST,100018,NA,NA,NA,NA,NA,NA,NA
Los Angeles Rams DEF  View News,0.72,NA,2.69,NA,0.54,NA,0.12,21.5,NA,NA,NA,NA,NA,5.93,NA,NFL,0528,DST,100017,NA,NA,NA,NA,NA,NA,NA
Cleveland Browns DEF  View News,0.71,NA,2.58,NA,0.52,NA,0.13,20,NA,NA,NA,NA,NA,5.82,NA,NFL,0507,DST,100007,NA,NA,NA,NA,NA,NA,NA
Jacksonville Jaguars DEF  View News,0.78,NA,2.68,NA,0.57,NA,0.07,22.25,NA,NA,NA,NA,NA,5.8,NA,NFL,0509,DST,100015,NA,NA,NA,NA,NA,NA,NA
Kansas City Chiefs DEF  View News,0.69,0.05,2.27,NA,0.53,NA,0.16,23.75,NA,NA,NA,NA,NA,5.77,NA,NFL,0512,DST,100016,NA,NA,NA,NA,NA,NA,NA
New Orleans Saints DEF  View News,0.71,NA,2.47,NA,0.49,NA,0.07,19,NA,NA,NA,NA,NA,5.71,NA,NFL,0529,DST,100022,NA,NA,NA,NA,NA,NA,0.07
Chicago Bears,0.74,NA,2.47,NA,0.49,NA,0.12,22.75,NA,NA,NA,NA,NA,5.65,NA,NFL,0521,DST,100005,NA,NA,NA,NA,NA,NA,NA
Pittsburgh Steelers,0.69,0.05,2.22,NA,0.49,NA,0.15,22.75,NA,NA,NA,NA,NA,5.58,NA,NFL,0510,DST,100027,NA,NA,NA,NA,NA,NA,NA
Philadelphia Eagles DEF  View News,0.76,0.05,2.15,NA,0.48,NA,0.14,22.25,NA,NA,NA,NA,NA,5.57,NA,NFL,0518,DST,100025,NA,NA,NA,NA,NA,NA,NA
Arizona Cardinals DEF  View News,0.72,NA,2.41,NA,0.48,NA,0.12,25,NA,NA,NA,NA,NA,5.53,NA,NFL,0519,DST,100026,NA,NA,NA,NA,NA,NA,NA
Houston Texans,0.66,0.05,2.18,NA,0.47,NA,0.14,23.5,NA,NA,NA,NA,NA,5.38,NA,NFL,0532,DST,100013,NA,NA,NA,NA,NA,NA,NA
Dallas Cowboys DEF  View News,0.64,NA,1.96,NA,0.42,NA,0.11,22.75,NA,NA,NA,NA,NA,5.04,NA,NFL,0516,DST,100008,NA,NA,NA,NA,NA,NA,0.05
Minnesota Vikings,0.62,0.04,2.01,NA,0.45,NA,0.13,25,NA,NA,NA,NA,NA,5.01,NA,NFL,0524,DST,100020,NA,NA,NA,NA,NA,NA,NA
Indianapolis Colts DEF  View News,0.64,NA,2.12,NA,0.42,NA,0.11,22.75,NA,NA,NA,NA,NA,4.9,NA,NFL,0502,DST,100014,NA,NA,NA,NA,NA,NA,NA
Carolina Panthers DEF  View News,0.58,NA,2.05,NA,0.47,NA,0.06,27.25,NA,NA,NA,NA,NA,4.51,NA,NFL,0527,DST,100004,NA,NA,NA,NA,NA,NA,NA
Tampa Bay Buccaneers DEF  View News,0.57,NA,1.98,NA,0.42,NA,0.09,28,NA,NA,NA,NA,NA,4.5,NA,NFL,0525,DST,100031,NA,NA,NA,NA,NA,NA,NA
Cincinnati Bengals,0.56,NA,1.9,NA,0.37,NA,0.09,28.5,NA,NA,NA,NA,NA,4.3,NA,NFL,0506,DST,100006,NA,NA,NA,NA,NA,NA,NA
New York Giants,0.5,NA,1.71,NA,0.37,NA,0.08,30,NA,NA,NA,NA,NA,3.93,NA,NFL,0517,DST,100023,NA,NA,NA,NA,NA,NA,NA
Tennessee Titans,0.51,NA,1.75,NA,0.41,NA,0.05,28,NA,NA,NA,NA,NA,3.89,NA,NFL,0508,DST,100012,NA,NA,NA,NA,NA,NA,NA
New York Jets DEF  View News,0.46,NA,1.49,NA,0.3,NA,0.08,29.5,NA,NA,NA,NA,NA,3.73,NA,NFL,0505,DST,100024,NA,NA,NA,NA,NA,NA,0.04
