player,pos,team,games,rec_tgt,rec,rec_yds,rec_yds_g,rec_avg,rec_tds,rush_att,rush_yds,rush_avg,rush_tds,fumbles_lost,site_pts,site_fppg,src_id,data_src,id,bye,opp,curr_site_pts,draft_rank,misc_tds,misc_yds,pct_owned,return_tds
Malachi Corley,WR,CLE,NA,NA,0.59,5.99,NA,NA,0.05,NA,3.56,NA,0.02,NA,1.97,NA,2572357,NFL,16636,NA,NA,NA,NA,NA,NA,NA,NA
Jack Bech,WR,LV,NA,NA,0.63,7.09,NA,NA,0.05,NA,0.24,NA,NA,NA,1.66,NA,2574285,NFL,17078,NA,NA,NA,NA,NA,NA,NA,NA
Tim Patrick,WR,JAX,NA,NA,0.55,7.12,NA,NA,0.06,NA,NA,NA,NA,NA,1.62,NA,2558985,NFL,13377,NA,NA,NA,NA,NA,NA,NA,NA
Dante Pettis,WR,NO,NA,NA,0.52,6.39,NA,NA,0.07,NA,NA,NA,NA,NA,1.58,NA,2560836,NFL,13634,NA,NA,NA,NA,NA,NA,NA,NA
Lil'Jordan Humphrey,WR,DEN,NA,NA,0.48,6.32,NA,NA,0.05,NA,NA,NA,NA,NA,1.41,NA,2562668,NFL,14118,NA,NA,NA,NA,NA,NA,NA,NA
Kendrick Bourne,WR,SF,NA,NA,0.41,6.53,NA,NA,0.04,NA,NA,NA,NA,NA,1.3,NA,2558914,NFL,13418,NA,NA,NA,NA,NA,NA,NA,NA
Adam Thielen,WR,MIN,NA,NA,0.45,5.42,NA,NA,0.05,NA,0.11,NA,NA,0.01,1.28,NA,2541785,NFL,11938,NA,NA,NA,NA,NA,NA,NA,NA
Dee Eskridge,WR,MIA,NA,NA,0.4,4.66,NA,NA,0.03,NA,0.76,NA,0.01,NA,1.18,NA,2566553,NFL,15302,NA,NA,NA,NA,NA,NA,NA,NA
Tom Kennedy,WR,DET,NA,NA,0.38,4.57,NA,NA,0.03,NA,NA,NA,NA,NA,1.02,NA,2563319,NFL,14503,NA,NA,NA,NA,NA,NA,NA,NA
Cody White,WR,SEA,NA,NA,0.31,4.39,NA,NA,0.03,NA,NA,NA,NA,NA,0.93,NA,2564313,NFL,15589,NA,NA,NA,NA,NA,NA,NA,NA
Malik Heath,WR,GB,NA,NA,0.29,3.75,NA,NA,0.03,NA,NA,NA,NA,NA,0.85,NA,2570518,NFL,16413,NA,NA,NA,NA,NA,NA,NA,NA
KeAndre Lambert-Smith,WR,LAC,NA,NA,0.31,3.55,NA,NA,0.03,NA,NA,NA,NA,NA,0.85,NA,2574521,NFL,17205,NA,NA,NA,NA,NA,NA,NA,NA
Kyle Williams,WR,NE,NA,NA,0.24,3.95,NA,NA,0.03,NA,0.14,NA,NA,NA,0.83,NA,2574387,NFL,17134,NA,NA,NA,NA,NA,NA,NA,NA
Derius Davis,WR,LAC,NA,NA,0.1,1,NA,NA,0.01,NA,1.72,NA,0.01,0.03,0.79,NA,2570272,NFL,16299,NA,NA,NA,NA,NA,NA,NA,0.06
Brycen Tremayne,WR,CAR,NA,NA,0.3,3.29,NA,NA,0.02,NA,0.11,NA,NA,NA,0.76,NA,2571665,NFL,16949,NA,NA,NA,NA,NA,NA,NA,NA
Ryan Miller,WR,TB,NA,NA,0.23,2.78,NA,NA,0.03,NA,NA,NA,NA,NA,0.69,NA,2571596,NFL,16958,NA,NA,NA,NA,NA,NA,NA,NA
Xavier Weaver,WR,ARI,NA,NA,0.24,2.96,NA,NA,0.02,NA,0.1,NA,NA,NA,0.67,NA,2573412,NFL,16634,NA,NA,NA,NA,NA,NA,NA,NA
Cedrick Wilson Jr.,WR,MIA,NA,NA,0.22,2.96,NA,NA,0.02,NA,0.11,NA,NA,NA,0.65,NA,2560936,NFL,13652,NA,NA,NA,NA,NA,NA,NA,NA
Skyy Moore,WR,SF,NA,NA,0.19,2.74,NA,NA,0.02,NA,0.37,NA,NA,NA,0.62,NA,2567805,NFL,15766,NA,NA,NA,NA,NA,NA,NA,NA
Gunner Olszewski,WR,NYG,NA,NA,0.2,2.36,NA,NA,0.02,NA,0.6,NA,NA,NA,0.62,NA,2563329,NFL,14555,NA,NA,NA,NA,NA,NA,NA,NA
Dyami Brown,WR,JAX,NA,NA,0.2,2.58,NA,NA,0.02,NA,0.27,NA,NA,NA,0.61,NA,2566586,NFL,15292,NA,NA,NA,NA,NA,NA,NA,NA
Brandin Cooks,WR,BUF,NA,NA,0.2,2.67,NA,NA,0.02,NA,NA,NA,NA,NA,0.59,NA,2543498,NFL,11674,NA,NA,NA,NA,NA,NA,NA,NA
Chris Moore,WR,WAS,NA,NA,0.18,2.72,NA,NA,0.02,NA,0.13,NA,NA,NA,0.59,NA,2555209,NFL,12773,NA,NA,NA,NA,NA,NA,NA,NA
Devin Duvernay,WR,CHI,NA,NA,0.09,0.83,NA,NA,0.01,NA,0.42,NA,NA,0.03,0.58,NA,2563551,NFL,14847,NA,NA,NA,NA,NA,NA,NA,0.06
Dominic Lovett,WR,DET,NA,NA,0.21,2.36,NA,NA,0.02,NA,NA,NA,NA,NA,0.57,NA,2574115,NFL,17255,NA,NA,NA,NA,NA,NA,NA,NA
Tyler Johnson,WR,NYJ,NA,NA,0.18,2.32,NA,NA,0.02,NA,0.13,NA,NA,NA,0.55,NA,2565225,NFL,14864,NA,NA,NA,NA,NA,NA,NA,NA
Scott Miller,WR,PIT,NA,NA,0.18,2.27,NA,NA,0.02,NA,0.13,NA,NA,NA,0.54,NA,2562865,NFL,14280,NA,NA,NA,NA,NA,NA,NA,NA
Xavier Smith,WR,LAR,NA,NA,0.21,2.69,NA,NA,0.02,NA,0.84,NA,0.01,0.1,0.54,NA,2570002,NFL,16428,NA,NA,NA,NA,NA,NA,NA,NA
Robbie Chosen,WR,WAS,NA,NA,0.16,2.15,NA,NA,0.02,NA,NA,NA,NA,NA,0.5,NA,2556462,NFL,12930,NA,NA,NA,NA,NA,NA,NA,NA
Casey Washington,WR,ATL,NA,NA,0.16,2.18,NA,NA,0.02,NA,0.06,NA,NA,NA,0.5,NA,2571820,NFL,16760,NA,NA,NA,NA,NA,NA,NA,NA
Jalin Hyatt,WR,NYG,NA,NA,0.15,2,NA,NA,0.02,NA,NA,NA,NA,NA,0.47,NA,2570152,NFL,16183,NA,NA,NA,NA,NA,NA,NA,NA
Kameron Johnson,WR,TB,NA,NA,0.14,1.8,NA,NA,0.02,NA,NA,NA,NA,NA,0.44,NA,2573572,NFL,16883,NA,NA,NA,NA,NA,NA,NA,NA
Charlie Jones,WR,CIN,NA,NA,0.17,1.6,NA,NA,NA,NA,0.17,NA,NA,NA,0.35,NA,2569645,NFL,16203,NA,NA,NA,NA,NA,NA,NA,NA
