player,pos,team,games,rec_tgt,rec,rec_yds,rec_yds_g,rec_avg,rec_tds,rush_att,rush_yds,rush_avg,rush_tds,fumbles_lost,site_pts,site_fppg,src_id,data_src,id,bye,opp,draft_rank,misc_tds,misc_yds,pct_owned,return_tds,fumble_TD
Isaac TeSlaa,WR,DET,1,4,2.2,35.3,35.3,16.1,0.2,0,0.2,0,0,0,4.2,4.2,29122587,CBS,17157,NA,NA,NA,NA,NA,NA,NA,NA
Rashid Shaheed,WR,SEA,1,3.7,2.3,34.3,34.3,14.9,0.2,0.5,3.1,6.2,0,0.1,4,4,2250863,CBS,16080,NA,NA,NA,NA,NA,NA,NA,NA
John Metchie III,WR,NYJ,1,4.5,3.2,25.5,25.5,8,0.3,0.1,-0.5,-5,0,0,3.8,3.8,3121171,CBS,15759,NA,NA,NA,NA,NA,NA,NA,NA
Marquise Brown,WR,KC,1,3.7,2.3,26.6,26.6,11.6,0.3,0,0.2,0,0,0,3.8,3.8,2804128,CBS,14105,NA,NA,NA,NA,NA,NA,NA,NA
Cedric Tillman,WR,CLE,1,4.1,2.2,22.5,22.5,10.2,0.3,0,0.1,0,0,0,3.8,3.8,2962120,CBS,16191,NA,NA,NA,NA,NA,NA,NA,NA
Christian Kirk,WR,HOU,1,5.6,3.4,35.2,35.2,10.4,0.1,0,0.1,0,0,0,3.6,3.6,2180820,CBS,13633,NA,NA,NA,NA,NA,NA,NA,NA
Noah Brown,WR,WAS,1,4.3,2.4,33.9,33.9,14.1,0.1,0,0,0,0,0,3.6,3.6,2139270,CBS,13172,NA,NA,NA,NA,NA,NA,NA,NA
Pat Bryant,WR,DEN,1,4,2.3,31.9,31.9,13.9,0.1,0,0.2,0,0,0,3.6,3.6,26697415,CBS,17082,NA,NA,NA,NA,NA,NA,NA,NA
Keon Coleman,WR,BUF,1,3.3,2.1,24.9,24.9,11.9,0.3,0,0.1,0,0,0.1,3.6,3.6,26717289,CBS,16617,NA,NA,NA,NA,NA,NA,NA,NA
Elic Ayomanor,WR,TEN,1,4.3,2.1,27,27,12.9,0.2,0,0,0,0,0,3.2,3.2,28900714,CBS,17073,NA,NA,NA,NA,NA,NA,NA,NA
Jalen Nailor,WR,MIN,1,2.6,1.4,24.2,24.2,17.3,0.2,0.1,0.9,9,0,0,3.2,3.2,2967232,CBS,15786,NA,NA,NA,NA,NA,NA,NA,NA
Calvin Austin III,WR,PIT,1,3.4,2,24,24,12,0.2,0.1,0.6,6,0,0,3.2,3.2,2866214,CBS,15777,NA,NA,NA,NA,NA,NA,NA,NA
David Sills,WR,ATL,1,3.5,1.9,21.2,21.2,11.2,0.2,0.1,0.3,3,0,0,3.2,3.2,2179491,CBS,14110,NA,NA,NA,NA,NA,NA,NA,NA
Rashod Bateman,WR,BAL,1,3.4,1.9,26.1,26.1,13.7,0.2,0,0.2,0,0,0,3.2,3.2,2960940,CBS,15293,NA,NA,NA,NA,NA,NA,NA,NA
Brandin Cooks,WR,BUF,1,3,2,25.3,25.3,12.7,0.2,0.1,0.7,7,0,0,3.2,3.2,1880880,CBS,11674,NA,NA,NA,NA,NA,NA,NA,NA
Treylon Burks,WR,WAS,1,2.8,1.6,22.5,22.5,14.1,0.2,0.2,0.6,3,0,0,3.2,3.2,3122944,CBS,15752,NA,NA,NA,NA,NA,NA,NA,NA
Marvin Mims,WR,DEN,1,3.2,2.2,25.5,25.5,11.6,0.1,0.8,4.5,5.6,0.1,0.1,3,3,3162586,CBS,16189,NA,NA,NA,NA,NA,NA,NA,NA
Chimere Dike,WR,TEN,1,3.7,2.3,22.1,22.1,9.6,0.2,0.8,1.4,1.8,0,0.1,3,3,3162452,CBS,17171,NA,NA,NA,NA,NA,NA,NA,NA
Olamide Zaccheaus,WR,CHI,1,3.9,2.6,20,20,7.7,0.1,0.2,1.2,6,0,0,2.6,2.6,2186266,CBS,14592,NA,NA,NA,NA,NA,NA,NA,NA
Tyler Lockett,WR,LV,1,3.6,2.3,23.3,23.3,10.1,0.1,0,0,0,0,0,2.6,2.6,1860834,CBS,12187,NA,NA,NA,NA,NA,NA,NA,NA
Isaiah Bond,WR,CLE,1,3.1,1.6,22.4,22.4,14,0.1,0.3,2.6,8.7,0,0,2.6,2.6,28910521,CBS,17076,NA,NA,NA,NA,NA,NA,NA,NA
Luther Burden III,WR,CHI,1,2.5,1.9,21,21,11.1,0.1,0.3,1.6,5.3,0,0,2.6,2.6,28874444,CBS,17070,NA,NA,NA,NA,NA,NA,NA,NA
Kevin Austin Jr.,WR,NO,1,2.9,1.5,20.9,20.9,13.9,0.1,0.1,0.6,6,0,0,2.6,2.6,2969073,CBS,15765,NA,NA,NA,NA,NA,NA,NA,NA
Xavier Smith,WR,LAR,1,2,1.5,25.1,25.1,16.7,0.1,0.1,0.6,6,0,0,2.6,2.6,2986749,CBS,16428,NA,NA,NA,NA,NA,NA,NA,NA
Sterling Shepard,WR,TB,1,3.1,2.1,22.5,22.5,10.7,0.1,0.3,1.9,6.3,0,0.1,2.4,2.4,1996786,CBS,12658,NA,NA,NA,NA,NA,NA,NA,NA
Tom Kennedy,WR,DET,1,2.8,1.8,25.1,25.1,13.9,0.1,0.1,0.7,7,0,0.1,2.4,2.4,3117113,CBS,14503,NA,NA,NA,NA,NA,NA,NA,NA
Malik Washington,WR,MIA,1,3.8,2.7,20.5,20.5,7.6,0.1,0.9,5.1,5.7,0,0.1,2.4,2.4,3124729,CBS,16684,NA,NA,NA,NA,NA,NA,NA,NA
Tim Patrick,WR,JAC,1,1.7,1,12.2,12.2,12.2,0.2,0,0,0,0,0,2.2,2.2,2818910,CBS,13377,NA,NA,NA,NA,NA,NA,NA,NA
Gabe Davis,WR,BUF,1,1.9,1.1,16.8,16.8,15.3,0.2,0,-0.1,0,0,0,2.2,2.2,2804813,CBS,14845,NA,NA,NA,NA,NA,NA,NA,NA
Mitchell Tinsley,WR,CIN,1,2.6,1.3,16.6,16.6,12.8,0.2,0.1,0.3,3,0,0,2.2,2.2,3162481,CBS,16403,NA,NA,NA,NA,NA,NA,NA,NA
Allen Lazard,WR,NYJ,1,2.1,1.2,12.2,12.2,10.2,0.2,0,0,0,0,0,2.2,2.2,2141655,CBS,13632,NA,NA,NA,NA,NA,NA,NA,NA
Devontez Walker,WR,BAL,1,1.1,0.7,11.7,11.7,16.7,0.1,0.1,0.3,3,0,0,1.6,1.6,26702084,CBS,16621,NA,NA,NA,NA,NA,NA,NA,NA
Ryan Flournoy,WR,DAL,1,1.6,1.1,13.9,13.9,12.6,0.1,0.3,1.8,6,0,0,1.6,1.6,28891456,CBS,16778,NA,NA,NA,NA,NA,NA,NA,NA
Ben Skowronek,WR,PIT,1,1.4,0.9,13.4,13.4,14.9,0.1,0,0.1,0,0,0,1.6,1.6,2247046,CBS,15491,NA,NA,NA,NA,NA,NA,NA,NA
Tutu Atwell,WR,LAR,1,1.2,0.7,12.4,12.4,17.7,0.1,0.1,0.7,7,0,0,1.6,1.6,2965372,CBS,15301,NA,NA,NA,NA,NA,NA,NA,NA
Jaylin Noel,WR,HOU,1,1.6,1.1,11.3,11.3,10.3,0.1,0.3,0.8,2.7,0,0,1.6,1.6,26697286,CBS,17080,NA,NA,NA,NA,NA,NA,NA,NA
Dominic Lovett,WR,DET,1,0.9,0.7,10,10,14.3,0.1,0.1,0.3,3,0,0,1.6,1.6,26696063,CBS,17255,NA,NA,NA,NA,NA,NA,NA,NA
Jack Bech,WR,LV,1,2,1.4,15,15,10.7,0.1,0,0.1,0,0,0,1.6,1.6,26700682,CBS,17078,NA,NA,NA,NA,NA,NA,NA,NA
Nick Westbrook-Ikhine,WR,MIA,1,1.8,1,10.3,10.3,10.3,0.1,0,0,0,0,0,1.6,1.6,2185954,CBS,15109,NA,NA,NA,NA,NA,NA,NA,NA
Mason Tipton,WR,NO,1,2.5,1.5,11.9,11.9,7.9,0.1,0.4,2,5,0,0,1.6,1.6,3135304,CBS,16858,NA,NA,NA,NA,NA,NA,NA,NA
Scott Miller,WR,PIT,1,2.1,1.2,15.1,15.1,12.6,0.1,0,0,0,0,0,1.6,1.6,2180075,CBS,14280,NA,NA,NA,NA,NA,NA,NA,NA
Tyrell Shavers,WR,BUF,1,0.7,0.6,10,10,16.7,0.1,0,0.1,0,0,0,1.6,1.6,2741208,CBS,16451,NA,NA,NA,NA,NA,NA,NA,NA
DeAndre Hopkins,WR,BAL,1,1.8,1.1,16.5,16.5,15,0.1,0,0.1,0,0,0,1.6,1.6,1737078,CBS,11232,NA,NA,NA,NA,NA,NA,NA,NA
Arian Smith,WR,NYJ,1,1.7,1.1,10.5,10.5,9.6,0.1,0.3,1.1,3.7,0,0,1.6,1.6,3163930,CBS,17175,NA,NA,NA,NA,NA,NA,NA,NA
Chris Moore,WR,WAS,1,1.5,0.8,12.8,12.8,16,0.1,0.1,1.2,12,0,0,1.6,1.6,1871375,CBS,12773,NA,NA,NA,NA,NA,NA,NA,NA
JuJu Smith-Schuster,WR,KC,1,1.4,1,11.9,11.9,11.9,0.1,0,0,0,0,0,1.6,1.6,2139620,CBS,13156,NA,NA,NA,NA,NA,NA,NA,NA
Ja'Marr Chase,WR,CIN,NA,11,7,87,NA,NA,1,0,1,NA,0,NA,NA,NA,4362628,ESPN,15281,NA,NA,NA,NA,NA,NA,NA,NA
Justin Jefferson,WR,MIN,NA,9,5,77,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,4262921,ESPN,14836,NA,NA,NA,NA,NA,NA,NA,NA
CeeDee Lamb,WR,DAL,NA,10,7,92,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,4241389,ESPN,14832,NA,NA,NA,NA,NA,NA,NA,NA
Malik Nabers,WR,NYG,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4595348,ESPN,16615,NA,NA,NA,NA,NA,NA,NA,NA
Puka Nacua,WR,LAR,NA,11,8,97,NA,NA,0,1,3,NA,0,NA,NA,NA,4426515,ESPN,16211,NA,NA,NA,NA,NA,NA,NA,NA
Amon-Ra St. Brown,WR,DET,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4374302,ESPN,15287,NA,NA,NA,NA,NA,NA,NA,NA
Nico Collins,WR,HOU,NA,9,6,82,NA,NA,0,0,1,NA,0,NA,NA,NA,4258173,ESPN,15290,NA,NA,NA,NA,NA,NA,NA,NA
Brian Thomas Jr.,WR,JAC,NA,7,4,58,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,4432773,ESPN,16618,NA,NA,NA,NA,NA,NA,NA,NA
A.J. Brown,WR,PHI,NA,10,6,80,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,4047646,ESPN,14104,NA,NA,NA,NA,NA,NA,NA,NA
Drake London,WR,ATL,NA,10,7,73,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,4426502,ESPN,15751,NA,NA,NA,NA,NA,NA,NA,NA
Tee Higgins,WR,CIN,NA,8,4,60,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,4239993,ESPN,14835,NA,NA,NA,NA,NA,NA,NA,NA
Tyreek Hill,WR,MIA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3116406,ESPN,12801,NA,NA,NA,NA,NA,NA,NA,NA
Ladd McConkey,WR,LAC,NA,8,5,58,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,4612826,ESPN,16627,NA,NA,NA,NA,NA,NA,NA,NA
Davante Adams,WR,LAR,NA,9,5,76,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,16800,ESPN,11675,NA,NA,NA,NA,NA,NA,NA,NA
Jaxon Smith-Njigba,WR,SEA,NA,10,7,106,NA,NA,0,1,4,NA,0,NA,NA,NA,4430878,ESPN,16185,NA,NA,NA,NA,NA,NA,NA,NA
Terry McLaurin,WR,WAS,NA,7,4,57,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,3121422,ESPN,14109,NA,NA,NA,NA,NA,NA,NA,NA
Garrett Wilson,WR,NYJ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4569618,ESPN,15753,NA,NA,NA,NA,NA,NA,NA,NA
Marvin Harrison Jr.,WR,ARI,NA,9,5,68,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,4432708,ESPN,16614,NA,NA,NA,NA,NA,NA,NA,NA
DK Metcalf,WR,PIT,NA,7,4,60,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,4047650,ESPN,14102,NA,NA,NA,NA,NA,NA,NA,NA
Tetairoa McMillan,WR,CAR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4685472,ESPN,17071,NA,NA,NA,NA,NA,NA,NA,NA
Xavier Worthy,WR,KCC,NA,6,3,46,NA,NA,0,1,4,NA,0,NA,NA,NA,4683062,ESPN,16620,NA,NA,NA,NA,NA,NA,NA,NA
Mike Evans,WR,TB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16737,ESPN,11671,NA,NA,NA,NA,NA,NA,NA,NA
DJ Moore,WR,CHI,NA,5,3,39,NA,NA,0,1,4,NA,0,NA,NA,NA,3915416,ESPN,13635,NA,NA,NA,NA,NA,NA,NA,NA
Zay Flowers,WR,BAL,NA,7,5,62,NA,NA,0,1,5,NA,0,NA,NA,NA,4429615,ESPN,16190,NA,NA,NA,NA,NA,NA,NA,NA
Courtland Sutton,WR,DEN,NA,7,4,50,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,3128429,ESPN,13630,NA,NA,NA,NA,NA,NA,NA,NA
Calvin Ridley,WR,TEN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3925357,ESPN,13629,NA,NA,NA,NA,NA,NA,NA,NA
DeVonta Smith,WR,PHI,NA,8,5,64,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,4241478,ESPN,15282,NA,NA,NA,NA,NA,NA,NA,NA
Jaylen Waddle,WR,MIA,NA,8,5,66,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,4372016,ESPN,15284,NA,NA,NA,NA,NA,NA,NA,NA
Jerry Jeudy,WR,CLE,NA,5,3,45,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,4241463,ESPN,14833,NA,NA,NA,NA,NA,NA,NA,NA
Jameson Williams,WR,DET,NA,7,4,81,NA,NA,0,0,3,NA,0,NA,NA,NA,4426388,ESPN,15756,NA,NA,NA,NA,NA,NA,NA,NA
Rashee Rice,WR,KCC,NA,9,6,70,NA,NA,1,1,5,NA,0,NA,NA,NA,4428331,ESPN,16194,NA,NA,NA,NA,NA,NA,NA,NA
George Pickens,WR,DAL,NA,10,6,89,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,4426354,ESPN,15762,NA,NA,NA,NA,NA,NA,NA,NA
Rome Odunze,WR,CHI,NA,8,4,65,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,4431299,ESPN,16616,NA,NA,NA,NA,NA,NA,NA,NA
Travis Hunter,WR,JAC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4685415,ESPN,17074,NA,NA,NA,NA,NA,NA,NA,NA
Jakobi Meyers,WR,JAC,NA,7,4,47,NA,NA,0,0,1,NA,0,NA,NA,NA,3916433,ESPN,14127,NA,NA,NA,NA,NA,NA,NA,NA
Matthew Golden,WR,GB,NA,2,2,20,NA,NA,0,0,2,NA,0,NA,NA,NA,4701936,ESPN,17075,NA,NA,NA,NA,NA,NA,NA,NA
Emeka Egbuka,WR,TB,NA,8,4,64,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,4567750,ESPN,17081,NA,NA,NA,NA,NA,NA,NA,NA
Chris Olave,WR,NO,NA,9,6,71,NA,NA,0,0,1,NA,0,NA,NA,NA,4361370,ESPN,15754,NA,NA,NA,NA,NA,NA,NA,NA
Ricky Pearsall,WR,SF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4428209,ESPN,16622,NA,NA,NA,NA,NA,NA,NA,NA
Michael Pittman Jr.,WR,IND,NA,8,5,56,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,4035687,ESPN,14842,NA,NA,NA,NA,NA,NA,NA,NA
Stefon Diggs,WR,NE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2976212,ESPN,12186,NA,NA,NA,NA,NA,NA,NA,NA
Cooper Kupp,WR,SEA,NA,5,3,44,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,2977187,ESPN,13164,NA,NA,NA,NA,NA,NA,NA,NA
Jordan Addison,WR,MIN,NA,6,4,51,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,4429205,ESPN,16186,NA,NA,NA,NA,NA,NA,NA,NA
Jauan Jennings,WR,SF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3886598,ESPN,14860,NA,NA,NA,NA,NA,NA,NA,NA
