player,pos,team,games,rec_tgt,rec,rec_yds,rec_yds_g,rec_avg,rec_tds,rush_att,rush_yds,rush_avg,rush_tds,fumbles_lost,site_pts,site_fppg,src_id,data_src,id,bye,opp,draft_rank,misc_tds,misc_yds,pct_owned,return_tds
Ricky Pearsall,WR,SF,NA,2.5,2.5,38.9,NA,NA,0.1,0.2,1,NA,0,0,4.85,NA,18377,FleaFlicker,16622,4,@HOUSun 1:00 PM,WR27,0.1,40,85%,NA
Nico Collins,WR,HOU,NA,2.5,2.5,35.2,NA,NA,0.2,0,0.2,NA,0,0,4.84,NA,16281,FleaFlicker,15290,6,SFSun 1:00 PM,WR10,0.2,35.4,97%,NA
Josh Downs,WR,IND,NA,3.5,3.5,36.4,NA,NA,0.2,0,0.1,NA,0,0,4.82,NA,17622,FleaFlicker,16187,1,TENSun 4:25 PM,NA,0.2,36.5,65%,NA
Josh Reynolds,WR,NYJ,NA,2.5,2.5,32.9,NA,NA,0.2,0,0,NA,0,0,4.58,NA,13029,FleaFlicker,13168,9,@CINSun 1:00 PM,NA,0.2,32.9,12%,NA
PUPChristian Watson,WR,GB,NA,1.9,1.9,32.6,NA,NA,0.2,0.2,0.8,NA,0,0,4.52,NA,16896,FleaFlicker,15789,5,@PITSun 8:20 PM,NA,0.2,33.4,38%,NA
Olamide Zaccheaus,WR,CHI,NA,2.7,2.7,30.3,NA,NA,0.2,0.4,2.1,NA,0,0,4.4,NA,15107,FleaFlicker,14592,5,@BALSun 1:00 PM,NA,0.2,32.5,11%,NA
Jayden Higgins,WR,HOU,NA,2.4,2.4,29.9,NA,NA,0.2,0,0.1,NA,0,0,4.12,NA,19287,FleaFlicker,17083,6,SFSun 1:00 PM,NA,0.2,30,41%,NA
Calvin Austin,WR,PIT,NA,2.1,2.1,27.1,NA,NA,0.2,0.1,0.3,NA,0,0,4.09,NA,16921,FleaFlicker,15777,5,GBSun 8:20 PM,NA,0.2,27.4,30%,NA
Chimere Dike,WR,TEN,NA,2.5,2.5,27.4,NA,NA,0.2,0.7,2.8,NA,0,0.1,4.06,NA,19346,FleaFlicker,17171,0,@INDSun 4:25 PM,NA,0.2,30.1,24%,NA
Jaylin Noel,WR,HOU,NA,2.4,2.4,27.2,NA,NA,0.2,0.2,0.9,NA,0,0,3.97,NA,19286,FleaFlicker,17080,6,SFSun 1:00 PM,NA,0.2,28.1,28%,NA
Xavier Hutchinson,WR,HOU,NA,2.5,2.5,28,NA,NA,0.2,0.1,0.2,NA,0,0,3.94,NA,17740,FleaFlicker,16201,6,SFSun 1:00 PM,NA,0.2,28.2,12%,NA
DeMario Douglas,WR,NE,NA,2.3,2.3,24.9,NA,NA,0.2,0.4,1.7,NA,0,0,3.72,NA,17724,FleaFlicker,16342,4,CLESun 1:00 PM,NA,0.2,26.6,27%,NA
Isaiah Bond,WR,CLE,NA,2.3,2.3,28.3,NA,NA,0.1,0,0.5,NA,0,0,3.58,NA,20023,FleaFlicker,17076,9,@NESun 1:00 PM,NA,0.1,28.8,25%,NA
Jalen Nailor,WR,MIN,NA,1.8,1.8,23.2,NA,NA,0.2,0.1,0.5,NA,0,0,3.44,NA,17018,FleaFlicker,15786,6,@LACThu 8:15 PM,NA,0.2,23.7,16%,NA
KaVontae Turpin,WR,DAL,NA,1.5,1.5,19.3,NA,NA,0.1,1.1,5.6,NA,0,0,3.41,NA,17558,FleaFlicker,15981,0,@DENSun 4:25 PM,NA,0.2,24.9,24%,NA
Andrei Iosivas,WR,CIN,NA,1.8,1.8,22.1,NA,NA,0.2,0.1,0.6,NA,0,0,3.39,NA,17754,FleaFlicker,16207,0,NYJSun 1:00 PM,NA,0.2,22.7,15%,NA
DeAndre Hopkins,WR,BAL,NA,1.4,1.4,20.6,NA,NA,0.2,0,0.1,NA,0,0,3.18,NA,9311,FleaFlicker,11232,7,CHISun 1:00 PM,NA,0.2,20.6,35%,NA
Jalen Coker,WR,CAR,NA,1.8,1.8,23.8,NA,NA,0.1,0,0,NA,0,0,3.14,NA,18787,FleaFlicker,16809,4,BUFSun 1:00 PM,NA,0.1,23.9,32%,NA
Luther Burden,WR,CHI,NA,1.7,1.7,20.7,NA,NA,0.1,0.2,1.5,NA,0,0,2.98,NA,19335,FleaFlicker,17070,5,@BALSun 1:00 PM,NA,0.1,22.2,54%,NA
Joshua Palmer,WR,BUF,NA,1.5,1.5,22.7,NA,NA,0.1,0,0,NA,0,0,2.97,NA,16292,FleaFlicker,15319,7,@CARSun 1:00 PM,NA,0.1,22.8,27%,NA
Demarcus Robinson,WR,SF,NA,1.4,1.4,21.1,NA,NA,0.1,0,0.1,NA,0,0,2.96,NA,12106,FleaFlicker,12785,4,@HOUSun 1:00 PM,NA,0.1,21.1,12%,NA
Van Jefferson,WR,TEN,NA,1.8,1.8,23,NA,NA,0.1,0,0,NA,0,0,2.84,NA,15564,FleaFlicker,14858,0,@INDSun 4:25 PM,NA,0.1,23.1,6%,NA
Jimmy Horn,WR,CAR,NA,1.5,1.5,18.3,NA,NA,0.1,0.3,2.5,NA,0,0,2.78,NA,19432,FleaFlicker,17234,4,BUFSun 1:00 PM,NA,0.1,20.9,10%,NA
Nick Westbrook-Ikhine,WR,MIA,NA,1.5,1.5,19,NA,NA,0.1,0,0.1,NA,0,0,2.78,NA,16192,FleaFlicker,15109,2,@ATLSun 1:00 PM,NA,0.1,19,11%,NA
Christian Kirk,WR,HOU,NA,1.6,1.6,21.1,NA,NA,0.1,0,0.1,NA,0,0,2.76,NA,13806,FleaFlicker,13633,6,SFSun 1:00 PM,NA,0.1,21.2,52%,NA
Pat Bryant,WR,DEN,NA,1.6,1.6,18.4,NA,NA,0.1,0,0,NA,0,0,2.72,NA,19288,FleaFlicker,17082,2,DALSun 4:25 PM,NA,0.1,18.4,24%,NA
Allen Lazard,WR,NYJ,NA,1.3,1.3,18,NA,NA,0.1,0,0,NA,0,0,2.68,NA,14059,FleaFlicker,13632,9,@CINSun 1:00 PM,NA,0.1,18,9%,NA
Tyler Johnson,WR,NYJ,NA,1.5,1.5,20.4,NA,NA,0.1,0,0,NA,0,0,2.62,NA,15729,FleaFlicker,14864,9,@CINSun 1:00 PM,NA,0.1,20.4,3%,NA
Luke McCaffrey,WR,WAS,NA,1.3,1.3,18.9,NA,NA,0.1,0,0.1,NA,0,0,2.62,NA,18424,FleaFlicker,16635,2,@KCMon 8:15 PM,NA,0.1,19,38%,NA
Lil'Jordan Humphrey,WR,NYG,NA,1.5,1.5,19.1,NA,NA,0.1,0,0,NA,0,0,2.61,NA,15148,FleaFlicker,14118,4,@PHISun 1:00 PM,NA,0.1,19.1,5%,NA
Arian Smith,WR,NYJ,NA,1.6,1.6,19.3,NA,NA,0.1,0,0,NA,0,0,2.57,NA,19341,FleaFlicker,17175,9,@CINSun 1:00 PM,NA,0.1,19.4,8%,NA
Mack Hollins,WR,NE,NA,1.3,1.3,16.4,NA,NA,0.1,0.1,0.3,NA,0,0,2.52,NA,13008,FleaFlicker,13289,4,CLESun 1:00 PM,NA,0.1,16.8,6%,NA
Brandin Cooks,WR,NO,NA,1.8,1.8,18.2,NA,NA,0.1,0,0.2,NA,0,0,2.5,NA,10242,FleaFlicker,11674,1,TBSun 4:05 PM,NA,0.1,18.4,16%,NA
Tyquan Thornton,WR,KC,NA,1,1,15.5,NA,NA,0.1,0,0.3,NA,0,0,2.36,NA,16835,FleaFlicker,15787,0,WASMon 8:15 PM,NA,0.1,15.8,36%,NA
Chris Moore,WR,WAS,NA,1.3,1.3,18.1,NA,NA,0.1,0,0.4,NA,0,0,2.33,NA,12153,FleaFlicker,12773,2,@KCMon 8:15 PM,NA,0.1,18.6,8%,NA
Dontayvion Wicks,WR,GB,NA,1.4,1.4,17.4,NA,NA,0.1,0,0,NA,0,0,2.33,NA,17792,FleaFlicker,16195,5,@PITSun 8:20 PM,NA,0.1,17.5,22%,NA
JuJu Smith-Schuster,WR,KC,NA,1.3,1.3,16.1,NA,NA,0.1,0,0.1,NA,0,0,2.28,NA,12950,FleaFlicker,13156,0,WASMon 8:15 PM,NA,0.1,16.1,22%,NA
Jared Wayne,WR,HOU,NA,1.3,1.3,15.7,NA,NA,0.1,0,0,NA,0,0,2.2,NA,17813,FleaFlicker,17011,6,SFSun 1:00 PM,NA,0.1,15.7,0%,NA
Kameron Johnson,WR,TB,NA,1.2,1.2,15.2,NA,NA,0.1,0,0.1,NA,0,0,2.16,NA,18798,FleaFlicker,16883,9,@NOSun 4:05 PM,NA,0.1,15.2,11%,NA
Jahan Dotson,WR,PHI,NA,1.2,1.2,15.8,NA,NA,0.1,0,0.1,NA,0,0,2.14,NA,16821,FleaFlicker,15755,9,NYGSun 1:00 PM,NA,0.1,15.9,11%,NA
Jaylin Lane,WR,WAS,NA,1.2,1.2,14.9,NA,NA,0.1,0.1,0.4,NA,0,0,2.03,NA,19363,FleaFlicker,17184,2,@KCMon 8:15 PM,NA,0.1,15.3,20%,NA
Casey Washington,WR,ATL,NA,1.1,1.1,13.9,NA,NA,0.1,0,0.1,NA,0,0,2,NA,18547,FleaFlicker,16760,5,MIASun 1:00 PM,NA,0.1,14.1,2%,NA
Tylan Wallace,WR,BAL,NA,0.8,0.8,12.5,NA,NA,0.1,0,0.1,NA,0,0,1.98,NA,16350,FleaFlicker,15285,7,CHISun 1:00 PM,NA,0.1,12.6,2%,NA
Jalen Tolbert,WR,DAL,NA,1.1,1.1,13.4,NA,NA,0.1,0,0,NA,0,0,1.98,NA,16872,FleaFlicker,15788,0,@DENSun 4:25 PM,NA,0.1,13.4,19%,NA
Curtis Samuel,WR,BUF,NA,1.1,1.1,11.7,NA,NA,0.1,0.1,0.7,NA,0,0,1.96,NA,12930,FleaFlicker,13157,7,@CARSun 1:00 PM,NA,0.1,12.4,9%,NA
Adam Thielen,WR,MIN,NA,1.2,1.2,12.7,NA,NA,0.1,0,0.1,NA,0,0,1.82,NA,9891,FleaFlicker,11938,6,@LACThu 8:15 PM,NA,0.1,12.8,24%,NA
Jamari Thrash,WR,CLE,NA,1.1,1.1,13.7,NA,NA,0.1,0,0.2,NA,0,0,1.67,NA,18528,FleaFlicker,16624,9,@NESun 1:00 PM,NA,0.1,13.9,4%,NA
Braxton Berrios,WR,HOU,NA,1.1,1.1,10.4,NA,NA,0.1,0.1,0.5,NA,0,0,1.54,NA,13909,FleaFlicker,13638,6,SFSun 1:00 PM,NA,0.1,10.8,1%,NA
Jalin Hyatt,WR,NYG,NA,0.9,0.9,11.2,NA,NA,0.1,0,0,NA,0,0,1.54,NA,17648,FleaFlicker,16183,4,@PHISun 1:00 PM,NA,0.1,11.2,8%,NA
Ashton Dulin,WR,IND,NA,0.5,0.5,8.6,NA,NA,0.1,0.4,2.7,NA,0,0,1.49,NA,15035,FleaFlicker,14315,1,TENSun 4:25 PM,NA,0.1,11.3,1%,NA
Kyle Williams,WR,NE,NA,0.8,0.8,10.1,NA,NA,0.1,0.2,0.8,NA,0,0,1.49,NA,19273,FleaFlicker,17134,4,CLESun 1:00 PM,NA,0.1,10.8,28%,NA
Tyrell Shavers,WR,BUF,NA,0.8,0.8,10.4,NA,NA,0.1,0,0,NA,0,0,1.44,NA,18163,FleaFlicker,16451,7,@CARSun 1:00 PM,NA,0.1,10.4,1%,NA
Gage Larvadain,WR,CLE,NA,1.1,1.1,12.4,NA,NA,0,0,0,NA,0,0,1.4,NA,19853,FleaFlicker,17349,9,@NESun 1:00 PM,NA,0,12.4,1%,NA
Roman Wilson,WR,PIT,NA,0.8,0.8,9.6,NA,NA,0.1,0,0,NA,0,0,1.38,NA,18409,FleaFlicker,16629,5,GBSun 8:20 PM,NA,0.1,9.6,15%,NA
Devontez Walker,WR,BAL,NA,0.5,0.5,8.1,NA,NA,0.1,0.1,0.3,NA,0,0,1.38,NA,18473,FleaFlicker,16621,7,CHISun 1:00 PM,NA,0.1,8.4,8%,NA
David Sills,WR,ATL,NA,0.8,0.8,10.4,NA,NA,0.1,0.1,0.3,NA,0,0,1.37,NA,14915,FleaFlicker,14110,5,MIASun 1:00 PM,NA,0.1,10.7,0%,NA
Malik Heath,WR,GB,NA,0.8,0.8,9.8,NA,NA,0.1,0,0.1,NA,0,0,1.35,NA,17992,FleaFlicker,16413,5,@PITSun 8:20 PM,NA,0.1,9.9,1%,NA
Adonai Mitchell,WR,IND,NA,0.8,0.8,10.7,NA,NA,0.1,0,0.1,NA,0,0,1.32,NA,18395,FleaFlicker,16626,1,TENSun 4:25 PM,NA,0.1,10.8,22%,NA
Dee Eskridge,WR,MIA,NA,0.8,0.8,9.1,NA,NA,0.1,0.1,0.4,NA,0,0,1.23,NA,16324,FleaFlicker,15302,2,@ATLSun 1:00 PM,NA,0.1,9.5,2%,NA
Elijah Moore,WR,BUF,NA,0.5,0.5,6.7,NA,NA,0.1,0.4,1.2,NA,0,0,1.14,NA,16265,FleaFlicker,15288,7,@CARSun 1:00 PM,NA,0.1,7.9,13%,NA
Tre' Harris,WR,LAC,NA,0.7,0.7,7.9,NA,NA,0.1,0.1,0.5,NA,0,0,1.12,NA,19298,FleaFlicker,17072,2,MINThu 8:15 PM,NA,0.1,8.4,33%,NA
Cedrick Wilson,WR,MIA,NA,0.7,0.7,7,NA,NA,0.1,0,0,NA,0,0,1.12,NA,13915,FleaFlicker,13652,2,@ATLSun 1:00 PM,NA,0.1,7,2%,NA
Robbie Chosen,WR,WAS,NA,0.7,0.7,8,NA,NA,0,0,0,NA,0,0,1.04,NA,12361,FleaFlicker,12930,2,@KCMon 8:15 PM,NA,0,8,1%,NA
Ryan Miller,WR,TB,NA,0.5,0.5,6.2,NA,NA,0.1,0,0,NA,0,0,0.99,NA,18217,FleaFlicker,16958,9,@NOSun 4:05 PM,NA,0.1,6.3,1%,NA
Devaughn Vele,WR,NO,NA,0.7,0.7,6.9,NA,NA,0.1,0,0,NA,0,0,0.97,NA,18587,FleaFlicker,16788,1,TBSun 4:05 PM,NA,0.1,6.9,10%,NA
Hunter Renfrow,WR,CAR,NA,0.6,0.6,4.7,NA,NA,0.1,0,0,NA,0,0,0.89,NA,14836,FleaFlicker,14123,4,BUFSun 1:00 PM,NA,0.1,4.7,12%,NA
Brycen Tremayne,WR,CAR,NA,0.6,0.6,6,NA,NA,0,0,0.1,NA,0,0,0.85,NA,17943,FleaFlicker,16949,4,BUFSun 1:00 PM,NA,0,6.1,2%,NA
Jamal Agnew,WR,ATL,NA,0.3,0.3,5,NA,NA,0.1,0.1,-0.1,NA,0,0,0.8,NA,13024,FleaFlicker,13308,5,MIASun 1:00 PM,NA,0.1,5,1%,NA
Malachi Corley,WR,CLE,NA,0.6,0.6,6.7,NA,NA,0,0,0.3,NA,0,0,0.8,NA,18388,FleaFlicker,16636,9,@NESun 1:00 PM,NA,0,7,6%,NA
Ja'Marr Chase,WR,CIN,NA,NA,6.47,89.55,NA,NA,0.67,NA,1.77,NA,0.01,0.03,19.62,NA,2565941,NFL,15281,NA,NA,NA,NA,NA,NA,NA
CeeDee Lamb,WR,DAL,NA,NA,6.4,87.92,NA,NA,0.45,NA,3.49,NA,0.02,0.03,18.3,NA,2563848,NFL,14832,NA,NA,NA,NA,NA,NA,NA
Justin Jefferson,WR,MIN,NA,NA,5.36,83.88,NA,NA,0.46,NA,0.22,NA,NA,0.03,16.47,NA,2564556,NFL,14836,NA,NA,NA,NA,NA,NA,NA
Chris Olave,WR,NO,NA,NA,6.33,76.07,NA,NA,0.34,NA,0.21,NA,NA,0.03,15.94,NA,2567973,NFL,15754,NA,NA,NA,NA,NA,NA,NA
Rashee Rice,WR,KC,NA,NA,5.58,68.8,NA,NA,0.53,NA,0.22,NA,NA,0.04,15.58,NA,2569921,NFL,16194,NA,NA,NA,NA,NA,NA,NA
Emeka Egbuka,WR,TB,NA,NA,4.49,74.81,NA,NA,0.6,NA,0.41,NA,NA,0.03,15.55,NA,2574585,NFL,17081,NA,NA,NA,NA,NA,NA,NA
Garrett Wilson,WR,NYJ,NA,NA,5.43,68.93,NA,NA,0.47,NA,1.96,NA,0.01,0.03,15.34,NA,2568048,NFL,15753,NA,NA,NA,NA,NA,NA,NA
Nico Collins,WR,HOU,NA,NA,5.16,71.14,NA,NA,0.48,NA,0.21,NA,NA,0.03,15.12,NA,2566127,NFL,15290,NA,NA,NA,NA,NA,NA,NA
Drake London,WR,ATL,NA,NA,5.42,72.95,NA,NA,0.3,NA,0.44,NA,NA,0.03,14.5,NA,2567250,NFL,15751,NA,NA,NA,NA,NA,NA,NA
Courtland Sutton,WR,DEN,NA,NA,4.74,68.21,NA,NA,0.5,NA,NA,NA,NA,0.03,14.5,NA,2560888,NFL,13630,NA,NA,NA,NA,NA,NA,NA
Zay Flowers,WR,BAL,NA,NA,4.76,70.06,NA,NA,0.38,NA,2.9,NA,0.02,0.03,14.4,NA,2569573,NFL,16190,NA,NA,NA,NA,NA,NA,NA
A.J. Brown,WR,PHI,NA,NA,4.4,67.99,NA,NA,0.43,NA,NA,NA,NA,0.03,13.72,NA,2562238,NFL,14104,NA,NA,NA,NA,NA,NA,NA
Tetairoa McMillan,WR,CAR,NA,NA,4.64,64.15,NA,NA,0.42,NA,0.92,NA,0.01,0.03,13.67,NA,2573992,NFL,17071,NA,NA,NA,NA,NA,NA,NA
Jaylen Waddle,WR,MIA,NA,NA,4.73,65.76,NA,NA,0.38,NA,0.22,NA,NA,0.03,13.55,NA,2566292,NFL,15284,NA,NA,NA,NA,NA,NA,NA
Ladd McConkey,WR,LAC,NA,NA,5.01,64.98,NA,NA,0.34,NA,0.41,NA,NA,0.03,13.53,NA,2572477,NFL,16627,NA,NA,NA,NA,NA,NA,NA
Deebo Samuel Sr.,WR,WAS,NA,NA,4.7,52.37,NA,NA,0.38,NA,7.71,NA,0.1,0.03,13.53,NA,2562721,NFL,14136,NA,NA,NA,NA,NA,NA,NA
Michael Pittman,WR,IND,NA,NA,5.43,62.05,NA,NA,0.3,NA,0.33,NA,NA,0.03,13.41,NA,2564136,NFL,14842,NA,NA,NA,NA,NA,NA,NA
George Pickens,WR,DAL,NA,NA,3.86,66.23,NA,NA,0.47,NA,0.3,NA,NA,0.03,13.27,NA,2568159,NFL,15762,NA,NA,NA,NA,NA,NA,NA
DeVonta Smith,WR,PHI,NA,NA,4.72,62.05,NA,NA,0.39,NA,0.28,NA,NA,0.03,13.23,NA,2566409,NFL,15282,NA,NA,NA,NA,NA,NA,NA
DK Metcalf,WR,PIT,NA,NA,4.14,60.58,NA,NA,0.47,NA,0.18,NA,NA,0.02,13,NA,2562685,NFL,14102,NA,NA,NA,NA,NA,NA,NA
Rome Odunze,WR,CHI,NA,NA,4.32,60.09,NA,NA,0.45,NA,0.31,NA,NA,0.03,13,NA,2571907,NFL,16616,NA,NA,NA,NA,NA,NA,NA
Terry McLaurin,WR,WAS,NA,NA,4.48,58.35,NA,NA,0.44,NA,0.38,NA,NA,0.02,12.95,NA,2562489,NFL,14109,NA,NA,NA,NA,NA,NA,NA
Keenan Allen,WR,LAC,NA,NA,4.88,55.83,NA,NA,0.42,NA,0.2,NA,NA,0.05,12.9,NA,2540154,NFL,11222,NA,NA,NA,NA,NA,NA,NA
Stefon Diggs,WR,NE,NA,NA,5.01,59.27,NA,NA,0.29,NA,1.09,NA,0.01,0.03,12.79,NA,2552608,NFL,12186,NA,NA,NA,NA,NA,NA,NA
Wan'Dale Robinson,WR,NYG,NA,NA,5.06,52.37,NA,NA,0.36,NA,1.7,NA,0.01,0.04,12.61,NA,2568012,NFL,15757,NA,NA,NA,NA,NA,NA,NA
Quentin Johnston,WR,LAC,NA,NA,4.2,56.11,NA,NA,0.47,NA,0.47,NA,NA,0.07,12.54,NA,2570275,NFL,16188,NA,NA,NA,NA,NA,NA,NA
Tee Higgins,WR,CIN,NA,NA,3.96,57.6,NA,NA,0.46,NA,0.3,NA,NA,0.03,12.45,NA,2563731,NFL,14835,NA,NA,NA,NA,NA,NA,NA
Jordan Addison,WR,MIN,NA,NA,3.81,55.22,NA,NA,0.46,NA,0.25,NA,NA,0.03,12.06,NA,2570074,NFL,16186,NA,NA,NA,NA,NA,NA,NA
Rashid Shaheed,WR,NO,NA,NA,3.94,54.39,NA,NA,0.28,NA,1.59,NA,0.01,0.05,11.54,NA,2569110,NFL,16080,NA,NA,NA,NA,NA,NA,0.06
DJ Moore,WR,CHI,NA,NA,4.17,48.39,NA,NA,0.26,NA,4.6,NA,0.03,0.02,11.17,NA,2560813,NFL,13635,NA,NA,NA,NA,NA,NA,NA
Khalil Shakir,WR,BUF,NA,NA,3.89,50.42,NA,NA,0.32,NA,0.76,NA,NA,0.03,10.87,NA,2567334,NFL,15761,NA,NA,NA,NA,NA,NA,NA
Xavier Worthy,WR,KC,NA,NA,3.58,45.59,NA,NA,0.35,NA,4.38,NA,0.03,0.03,10.8,NA,2572186,NFL,16620,NA,NA,NA,NA,NA,NA,NA
Romeo Doubs,WR,GB,NA,NA,3.63,46.76,NA,NA,0.38,NA,0.12,NA,NA,0.03,10.54,NA,2567586,NFL,15779,NA,NA,NA,NA,NA,NA,NA
Jerry Jeudy,WR,CLE,NA,NA,3.67,53.43,NA,NA,0.2,NA,0.74,NA,0.01,0.02,10.31,NA,2563896,NFL,14833,NA,NA,NA,NA,NA,NA,NA
Jauan Jennings,WR,SF,NA,NA,3.49,49.82,NA,NA,0.3,NA,0.22,NA,NA,0.03,10.23,NA,2565114,NFL,14860,NA,NA,NA,NA,NA,NA,NA
Calvin Ridley,WR,TEN,NA,NA,3.35,50.33,NA,NA,0.24,NA,0.49,NA,NA,0.02,9.83,NA,2560854,NFL,13629,NA,NA,NA,NA,NA,NA,NA
Keon Coleman,WR,BUF,NA,NA,2.99,46.28,NA,NA,0.37,NA,0.32,NA,NA,0.03,9.81,NA,2571859,NFL,16617,NA,NA,NA,NA,NA,NA,NA
Elic Ayomanor,WR,TEN,NA,NA,3.41,41.7,NA,NA,0.34,NA,0.73,NA,0.01,0.02,9.71,NA,2574142,NFL,17073,NA,NA,NA,NA,NA,NA,NA
Tez Johnson,WR,TB,NA,NA,2.98,43.85,NA,NA,0.35,NA,1.02,NA,0.01,0.02,9.59,NA,2574589,NFL,17079,NA,NA,NA,NA,NA,NA,NA
Darnell Mooney,WR,ATL,NA,NA,3.33,49.42,NA,NA,0.18,NA,0.16,NA,NA,0.03,9.31,NA,2563707,NFL,14974,NA,NA,NA,NA,NA,NA,NA
Kendrick Bourne,WR,SF,NA,NA,2.92,46.22,NA,NA,0.25,NA,NA,NA,NA,0.02,9,NA,2558914,NFL,13418,NA,NA,NA,NA,NA,NA,NA
Matthew Golden,WR,GB,NA,NA,3.42,42,NA,NA,0.17,NA,1.2,NA,0.01,0.02,8.78,NA,2574130,NFL,17075,NA,NA,NA,NA,NA,NA,NA
Josh Downs,WR,IND,NA,NA,3.63,38.1,NA,NA,0.21,NA,0.55,NA,NA,0.02,8.72,NA,2569861,NFL,16187,NA,NA,NA,NA,NA,NA,NA
Ricky Pearsall,WR,SF,NA,NA,2.71,43.7,NA,NA,0.23,NA,1.83,NA,0.01,0.02,8.66,NA,2572507,NFL,16622,NA,NA,NA,NA,NA,NA,NA
Darius Slayton,WR,NYG,NA,NA,2.72,43.59,NA,NA,0.25,NA,0.12,NA,NA,0.02,8.55,NA,2562736,NFL,14122,NA,NA,NA,NA,NA,NA,NA
Malik Washington,WR,MIA,NA,NA,3.09,27.53,NA,NA,0.2,NA,7.96,NA,0.05,0.04,8.42,NA,2572255,NFL,16684,NA,NA,NA,NA,NA,NA,0.06
Calvin Austin III,WR,PIT,NA,NA,2.86,36.16,NA,NA,0.32,NA,0.51,NA,NA,0.02,8.41,NA,2568132,NFL,15777,NA,NA,NA,NA,NA,NA,NA
Kayshon Boutte,WR,NE,NA,NA,2.79,41.79,NA,NA,0.24,NA,0.24,NA,NA,0.01,8.41,NA,2570092,NFL,16193,NA,NA,NA,NA,NA,NA,NA
Christian Kirk,WR,HOU,NA,NA,3.06,38.62,NA,NA,0.21,NA,0.4,NA,NA,0.02,8.18,NA,2560781,NFL,13633,NA,NA,NA,NA,NA,NA,NA
Rashod Bateman,WR,BAL,NA,NA,2.33,38.12,NA,NA,0.33,NA,NA,NA,NA,0.01,8.1,NA,2565836,NFL,15293,NA,NA,NA,NA,NA,NA,NA
Marvin Mims Jr.,WR,DEN,NA,NA,2.49,33.12,NA,NA,0.27,NA,2.17,NA,0.02,0.04,8.04,NA,2569717,NFL,16189,NA,NA,NA,NA,NA,NA,0.06
Xavier Legette,WR,CAR,NA,NA,2.99,31.9,NA,NA,0.23,NA,0.73,NA,0.01,0.02,7.65,NA,2571889,NFL,16639,NA,NA,NA,NA,NA,NA,NA
Sterling Shepard,WR,TB,NA,NA,2.74,32.8,NA,NA,0.2,NA,2.53,NA,0.02,0.02,7.55,NA,2555295,NFL,12658,NA,NA,NA,NA,NA,NA,NA
Alec Pierce,WR,IND,NA,NA,2.39,39.76,NA,NA,0.18,NA,NA,NA,NA,0.01,7.43,NA,2567715,NFL,15768,NA,NA,NA,NA,NA,NA,NA
Troy Franklin,WR,DEN,NA,NA,2.44,28.34,NA,NA,0.19,NA,0.67,NA,NA,0.01,6.46,NA,2571997,NFL,16619,NA,NA,NA,NA,NA,NA,NA
Marquise Brown,WR,KC,NA,NA,1.99,25.92,NA,NA,0.22,NA,0.12,NA,NA,0.01,5.89,NA,2562379,NFL,14105,NA,NA,NA,NA,NA,NA,NA
Josh Reynolds,WR,NYJ,NA,NA,1.98,28.33,NA,NA,0.18,NA,NA,NA,NA,NA,5.89,NA,2558194,NFL,13168,NA,NA,NA,NA,NA,NA,NA
Isaiah Bond,WR,CLE,NA,NA,2.12,25.92,NA,NA,0.15,NA,1.1,NA,0.01,0.01,5.76,NA,2574663,NFL,17076,NA,NA,NA,NA,NA,NA,NA
KaVontae Turpin,WR,DAL,NA,NA,1.62,21.6,NA,NA,0.13,NA,4.43,NA,0.03,0.03,5.48,NA,2569509,NFL,15981,NA,NA,NA,NA,NA,NA,0.06
Olamide Zaccheaus,WR,CHI,NA,NA,1.9,21.78,NA,NA,0.13,NA,1.19,NA,0.01,0.01,5.02,NA,2562808,NFL,14592,NA,NA,NA,NA,NA,NA,NA
Andrei Iosivas,WR,CIN,NA,NA,1.67,22.81,NA,NA,0.16,NA,0.5,NA,NA,0.01,4.94,NA,2569657,NFL,16207,NA,NA,NA,NA,NA,NA,NA
Josh Palmer,WR,BUF,NA,NA,1.51,24.49,NA,NA,0.14,NA,NA,NA,NA,0.01,4.78,NA,2566502,NFL,15319,NA,NA,NA,NA,NA,NA,NA
Chimere Dike,WR,TEN,NA,NA,1.88,18.02,NA,NA,0.13,NA,2.09,NA,0.02,0.01,4.77,NA,2574147,NFL,17171,NA,NA,NA,NA,NA,NA,NA
Jaylin Noel,WR,HOU,NA,NA,1.93,18.06,NA,NA,0.15,NA,0.9,NA,0.01,0.01,4.77,NA,2574176,NFL,17080,NA,NA,NA,NA,NA,NA,NA
DeMario Douglas,WR,NE,NA,NA,1.72,19,NA,NA,0.11,NA,1.17,NA,0.01,0.01,4.44,NA,2570119,NFL,16342,NA,NA,NA,NA,NA,NA,NA
JuJu Smith-Schuster,WR,KC,NA,NA,1.57,19.77,NA,NA,0.14,NA,0.23,NA,NA,0.01,4.39,NA,2558149,NFL,13156,NA,NA,NA,NA,NA,NA,NA
DeAndre Hopkins,WR,BAL,NA,NA,1.24,19.36,NA,NA,0.17,NA,NA,NA,NA,0.01,4.18,NA,2540165,NFL,11232,NA,NA,NA,NA,NA,NA,NA
Jalen Coker,WR,CAR,NA,NA,1.47,19.96,NA,NA,0.1,NA,0.14,NA,NA,0.01,4.06,NA,2572920,NFL,16809,NA,NA,NA,NA,NA,NA,NA
