team,dst_int,dst_safety,dst_sacks,dst_tackles,dst_fum_rec,dst_fum_force,dst_td,dst_pts_allowed,dst_pts_allowed_g,dst_pass_yds_allowed,dst_rush_yds_allowed,dst_yds_allowed,dst_avg_yds_allowed,site_pts,site_fppg,data_src,id,pos,src_id,player,dst_fumbles,bye,opp,curr_site_pts,draft_rank,idp_solo,pct_owned,return_tds,pos_rank,team_id,team_name,home_team_id,home_team,home_abbr,away_team_id,away_team,away_abbr,proj_type,fumblesRecovered,opponentOffensiveRank
NYJ,1.1,0,2.5,39.1,0.6,0.8,0.2,21.2,21.2,0,108,285,285,11.1,11.1,CBS,0505,DST,1919,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BAL,0.6,0,2.1,38.5,0.6,0.9,0.1,18.9,18.9,0,97,266,266,11.1,11.1,CBS,0531,DST,1903,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SEA,0.8,0,2.6,43.9,0.6,0.8,0.2,17.2,17.2,0,118,309,309,10.6,10.6,CBS,0515,DST,1926,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MIN,0.7,0.1,3.4,41.6,0.9,1.3,0.2,22,22,0,117,303,303,10,10,CBS,0524,DST,1916,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUF,0.8,0,3.1,39.7,1,1.4,0.2,24.7,24.7,0,104,320,320,9.9,9.9,CBS,0501,DST,1904,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LAC,0.4,0,3.2,39.8,0.6,0.9,0.1,20,20,0,139,301,301,9.8,9.8,CBS,0514,DST,1924,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HOU,0.9,0,3.3,42,0.5,0.7,0.2,22.6,22.6,0,102,318,318,9.3,9.3,CBS,0532,DST,1932,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PIT,0.6,0,2.5,40.9,1.2,1.7,0.2,23.8,23.8,0,146,335,335,9.3,9.3,CBS,0510,DST,1922,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ATL,0.9,0,2.6,40,0.8,1.1,0.2,25.9,25.9,0,111,324,324,9.2,9.2,CBS,0526,DST,1902,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IND,0.9,0,2.6,42,0.6,0.8,0.2,24.5,24.5,0,109,319,319,8.8,8.8,CBS,0502,DST,1912,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DET,0.8,0.1,2.1,43.6,0.7,1,0.2,26,26,0,111,363,363,8.5,8.5,CBS,0522,DST,1910,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
JAC,0.7,0,1.6,41.7,0.7,1,0.2,25.9,25.9,0,127,351,351,7.6,7.6,CBS,0509,DST,1913,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DAL,0.6,0.1,2.8,44.5,0.5,0.7,0.2,28,28,0,141,381,381,6.4,6.4,CBS,0516,DST,1908,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LV,0.6,0,1.4,42.1,0.6,0.8,0.1,25.1,25.1,0,104,317,317,6.4,6.4,CBS,0513,DST,1920,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NO,0.7,0.1,2.6,42.6,0.6,0.8,0.1,27.8,27.8,0,118,342,342,6,6,CBS,0529,DST,1917,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CIN,0.8,0,1.3,43.8,0.7,1,0.2,30.9,30.9,0,154,382,382,5.5,5.5,CBS,0506,DST,1907,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHI,0.6,0,1.4,43.9,0.8,1.1,0.2,27.4,27.4,0,142,371,371,5.4,5.4,CBS,0521,DST,1906,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ARI,0.4,0,1.6,43.4,0.8,1.1,0.1,28.3,28.3,0,118,361,361,4.6,4.6,CBS,0519,DST,1901,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PIT,1,NA,3,60,1,NA,0,342,NA,NA,NA,342,NA,NA,NA,ESPN,0510,DST,-16023,Steelers D/ST,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DEN,1,NA,4,61,0,NA,0,268,NA,NA,NA,268,NA,NA,NA,ESPN,0511,DST,-16007,Broncos D/ST,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HOU,1,NA,2,60,1,NA,0,327,NA,NA,NA,327,NA,NA,NA,ESPN,0532,DST,-16034,Texans D/ST,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BAL,1,NA,2,60,0,NA,0,313,NA,NA,NA,313,NA,NA,NA,ESPN,0531,DST,-16033,Ravens D/ST,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MIN,0,NA,2,64,1,NA,0,322,NA,NA,NA,322,NA,NA,NA,ESPN,0524,DST,-16016,Vikings D/ST,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SEA,1,NA,2,61,0,NA,0,305,NA,NA,NA,305,NA,NA,NA,ESPN,0515,DST,-16026,Seahawks D/ST,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DET,1,NA,2,59,1,NA,0,381,NA,NA,NA,381,NA,NA,NA,ESPN,0522,DST,-16008,Lions D/ST,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IND,1,NA,2,59,0,NA,0,317,NA,NA,NA,317,NA,NA,NA,ESPN,0502,DST,-16011,Colts D/ST,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PHI,1,NA,3,60,0,NA,0,331,NA,NA,NA,331,NA,NA,NA,ESPN,0518,DST,-16021,Eagles D/ST,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUF,1,NA,3,62,0,NA,0,334,NA,NA,NA,334,NA,NA,NA,ESPN,0501,DST,-16002,Bills D/ST,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NYJ,1,NA,2,61,0,NA,0,329,NA,NA,NA,329,NA,NA,NA,ESPN,0505,DST,-16020,Jets D/ST,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TB,1,NA,3,60,0,NA,0,341,NA,NA,NA,341,NA,NA,NA,ESPN,0525,DST,-16027,Buccaneers D/ST,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ARI,1,NA,2,61,1,NA,0,387,NA,NA,NA,387,NA,NA,NA,ESPN,0519,DST,-16022,Cardinals D/ST,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GB,1,NA,2,63,0,NA,0,340,NA,NA,NA,340,NA,NA,NA,ESPN,0523,DST,-16009,Packers D/ST,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KCC,1,NA,2,61,0,NA,0,350,NA,NA,NA,350,NA,NA,NA,ESPN,0512,DST,-16012,Chiefs D/ST,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHI,0,NA,2,60,1,NA,0,379,NA,NA,NA,379,NA,NA,NA,ESPN,0521,DST,-16003,Bears D/ST,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LAR,1,NA,3,60,1,NA,0,314,NA,NA,NA,314,NA,NA,NA,ESPN,0528,DST,-16014,Rams D/ST,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
JAC,1,NA,2,58,0,NA,0,345,NA,NA,NA,345,NA,NA,NA,ESPN,0509,DST,-16030,Jaguars D/ST,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LAC,0,NA,3,60,0,NA,0,326,NA,NA,NA,326,NA,NA,NA,ESPN,0514,DST,-16024,Chargers D/ST,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DAL,1,NA,2,62,1,NA,0,408,NA,NA,NA,408,NA,NA,NA,ESPN,0516,DST,-16006,Cowboys D/ST,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MIA,1,NA,3,64,1,NA,0,331,NA,NA,NA,331,NA,NA,NA,ESPN,0503,DST,-16015,Dolphins D/ST,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TEN,1,NA,2,59,0,NA,0,321,NA,NA,NA,321,NA,NA,NA,ESPN,0508,DST,-16010,Titans D/ST,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ATL,1,NA,2,59,0,NA,0,377,NA,NA,NA,377,NA,NA,NA,ESPN,0526,DST,-16001,Falcons D/ST,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CLE,1,NA,3,60,1,NA,0,299,NA,NA,NA,299,NA,NA,NA,ESPN,0507,DST,-16005,Browns D/ST,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WAS,1,NA,3,62,0,NA,0,369,NA,NA,NA,369,NA,NA,NA,ESPN,0520,DST,-16028,Commanders D/ST,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NO,1,NA,2,59,0,NA,0,326,NA,NA,NA,326,NA,NA,NA,ESPN,0529,DST,-16018,Saints D/ST,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CIN,1,NA,2,64,0,NA,0,418,NA,NA,NA,418,NA,NA,NA,ESPN,0506,DST,-16004,Bengals D/ST,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LV,1,NA,1,63,0,NA,0,336,NA,NA,NA,336,NA,NA,NA,ESPN,0513,DST,-16013,Raiders D/ST,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,1,0,4.2,NA,0.5,0.7,0.2,16.4,NA,NA,NA,258.2,NA,9.2,NA,FantasyPros,0511,DST,8090,Denver Broncos,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,1.1,0,3.2,NA,0.6,0.8,0.2,19.8,NA,NA,NA,319.4,NA,8.6,NA,FantasyPros,0520,DST,8310,Washington Commanders,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0.7,0,3.8,NA,0.6,1.1,0.2,13.8,NA,NA,NA,257.5,NA,8.5,NA,FantasyPros,0507,DST,8070,Cleveland Browns,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0.6,0,3.3,NA,0.6,1,0.2,18.7,NA,NA,NA,307.8,NA,7.7,NA,FantasyPros,0528,DST,8280,Los Angeles Rams,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0.8,0,2.7,NA,0.6,1,0.2,16.8,NA,NA,NA,320.5,NA,7.5,NA,FantasyPros,0525,DST,8290,Tampa Bay Buccaneers,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0.8,0,2.7,NA,0.5,0.8,0.2,19.7,NA,NA,NA,292.9,NA,7.3,NA,FantasyPros,0508,DST,8300,Tennessee Titans,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0.8,0,2.4,NA,0.5,0.7,0.2,18.2,NA,NA,NA,306.7,NA,7,NA,FantasyPros,0515,DST,8260,Seattle Seahawks,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0.8,0.1,3,NA,0.5,0.9,0.2,21,NA,NA,NA,354.6,NA,7,NA,FantasyPros,0518,DST,8230,Philadelphia Eagles,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0.7,0,2.7,NA,0.5,0.6,0.1,18.7,NA,NA,NA,331,NA,6.9,NA,FantasyPros,0512,DST,8150,Kansas City Chiefs,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0.6,0.1,3.2,NA,0.6,1.1,0.2,21.8,NA,NA,NA,309.7,NA,6.8,NA,FantasyPros,0524,DST,8170,Minnesota Vikings,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0.7,0,3,NA,0.7,1.1,0.2,20.8,NA,NA,NA,301.5,NA,6.7,NA,FantasyPros,0503,DST,8160,Miami Dolphins,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0.6,0,2.4,NA,0.5,0.8,0.2,19.7,NA,NA,NA,311.4,NA,6.6,NA,FantasyPros,0523,DST,8110,Green Bay Packers,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0.6,0,3,NA,0.7,1.3,0.2,23.9,NA,NA,NA,339.4,NA,6.5,NA,FantasyPros,0510,DST,8240,Pittsburgh Steelers,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0.7,0,2.9,NA,0.6,1.1,0.2,23.5,NA,NA,NA,330.7,NA,6.5,NA,FantasyPros,0501,DST,8030,Buffalo Bills,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0.7,0,2.1,NA,0.5,0.8,0.2,19.7,NA,NA,NA,290.4,NA,6.3,NA,FantasyPros,0531,DST,8020,Baltimore Ravens,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0.7,0,2.8,NA,0.5,0.8,0.2,23.2,NA,NA,NA,330.1,NA,6,NA,FantasyPros,0532,DST,8120,Houston Texans,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0.8,0.1,2.1,NA,0.6,1,0.2,25.9,NA,NA,NA,368.6,NA,6,NA,FantasyPros,0522,DST,8100,Detroit Lions,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0.9,0,2.3,NA,0.4,0.6,0.2,22,NA,NA,NA,311.4,NA,5.9,NA,FantasyPros,0505,DST,8210,New York Jets,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0.8,0,2.4,NA,0.5,0.7,0.2,22.8,NA,NA,NA,319.7,NA,5.9,NA,FantasyPros,0502,DST,8130,Indianapolis Colts,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0.8,0,2.2,NA,0.5,0.9,0.1,24.9,NA,NA,NA,352.9,NA,5.7,NA,FantasyPros,0526,DST,8010,Atlanta Falcons,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0.6,0.1,2.6,NA,0.4,0.8,0.1,27.2,NA,NA,NA,389.8,NA,5.6,NA,FantasyPros,0516,DST,8080,Dallas Cowboys,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0.5,0,2.8,NA,0.5,0.8,0.1,20.8,NA,NA,NA,316.9,NA,5.6,NA,FantasyPros,0514,DST,8250,Los Angeles Chargers,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0.6,0.1,2.2,NA,0.5,0.7,0.1,25,NA,NA,NA,333.7,NA,5.2,NA,FantasyPros,0529,DST,8190,New Orleans Saints,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0.7,0,1.9,NA,0.5,0.8,0.1,28.1,NA,NA,NA,388.2,NA,5.2,NA,FantasyPros,0506,DST,8060,Cincinnati Bengals,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0.7,0,1.9,NA,0.5,0.8,0.2,24.6,NA,NA,NA,345.7,NA,5.1,NA,FantasyPros,0509,DST,8140,Jacksonville Jaguars,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0.6,0,1.7,NA,0.6,0.9,0.2,26.6,NA,NA,NA,360.3,NA,4.9,NA,FantasyPros,0521,DST,8050,Chicago Bears,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0.6,0,1.9,NA,0.5,0.9,0.1,27.6,NA,NA,NA,369.7,NA,4.7,NA,FantasyPros,0519,DST,8000,Arizona Cardinals,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0.6,0,1.5,NA,0.5,0.8,0.1,24.1,NA,NA,NA,329.8,NA,4.4,NA,FantasyPros,0513,DST,8220,Las Vegas Raiders,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DEN,1,NA,4.2,NA,0.5,0.7,0.2,16.4,NA,NA,NA,258.2,NA,13.27,NA,FleaFlicker,0511,DST,2337,Denver Broncos,NA,12,@LVSun 4:05 PM,NA,D/ST1,0,97%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CLE,0.7,NA,3.8,NA,0.6,1.1,0.2,13.8,NA,NA,NA,257.5,NA,12.86,NA,FleaFlicker,0507,DST,2335,Cleveland Browns,NA,9,TENSun 1:00 PM,NA,D/ST14,0,79%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WAS,1.1,NA,3.2,NA,0.6,0.8,0.2,19.8,NA,NA,NA,319.4,NA,11.85,NA,FleaFlicker,0520,DST,2359,Washington Commanders,NA,12,@MINSun 1:00 PM,NA,D/ST25,0,37%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MIN,0.6,NA,3.2,NA,0.6,1.1,0.2,21.8,NA,NA,NA,309.7,NA,11.77,NA,FleaFlicker,0524,DST,2345,Minnesota Vikings,NA,6,WASSun 1:00 PM,NA,D/ST11,0,73%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PHI,0.8,NA,3,NA,0.6,0.8,0.2,21,NA,NA,NA,354.6,NA,11.41,NA,FleaFlicker,0518,DST,2351,Philadelphia Eagles,NA,9,@LACMon 8:15 PM,NA,D/ST3,0,82%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PIT,0.6,NA,3,NA,0.7,1.3,0.2,23.9,NA,NA,NA,339.5,NA,11.35,NA,FleaFlicker,0510,DST,2352,Pittsburgh Steelers,NA,5,@BALSun 1:00 PM,NA,D/ST4,0,89%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MIA,0.7,NA,3,NA,0.7,1.1,0.2,20.8,NA,NA,NA,301.5,NA,11.3,NA,FleaFlicker,0503,DST,2344,Miami Dolphins,NA,12,@NYJSun 1:00 PM,NA,NA,0,26%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LAR,0.6,NA,3.2,NA,0.6,1,0.2,18.7,NA,NA,NA,307.8,NA,11.24,NA,FleaFlicker,0528,DST,2356,Los Angeles Rams,NA,8,@ARISun 4:25 PM,NA,D/ST13,0,84%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUF,0.7,NA,2.9,NA,0.6,1.1,0.2,23.5,NA,NA,NA,330.7,NA,10.85,NA,FleaFlicker,0501,DST,2331,Buffalo Bills,NA,7,CINSun 1:00 PM,NA,D/ST9,0,75%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TB,0.8,NA,2.7,NA,0.6,1,0.2,16.8,NA,NA,NA,320.5,NA,10.5,NA,FleaFlicker,0525,DST,2357,Tampa Bay Buccaneers,NA,9,NOSun 1:00 PM,NA,D/ST16,0,65%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TEN,0.8,NA,2.8,NA,0.5,0.8,0.2,19.7,NA,NA,NA,292.9,NA,10.13,NA,FleaFlicker,0508,DST,2358,Tennessee Titans,NA,10,@CLESun 1:00 PM,NA,NA,0,13%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HOU,0.7,NA,2.8,NA,0.5,0.8,0.2,23.2,NA,NA,NA,330,NA,9.89,NA,FleaFlicker,0532,DST,2340,Houston Texans,NA,6,@KCSun 8:20 PM,NA,D/ST2,0,90%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DET,0.8,NA,2.1,NA,0.6,1,0.2,25.9,NA,NA,NA,368.6,NA,9.73,NA,FleaFlicker,0522,DST,2338,Detroit Lions,NA,8,DALW 44-30,9.73,D/ST10,0,76%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LAC,0.5,NA,2.8,NA,0.5,0.8,0.1,20.8,NA,NA,NA,316.9,NA,9.6,NA,FleaFlicker,0514,DST,2353,Los Angeles Chargers,NA,12,PHIMon 8:15 PM,NA,D/ST12,0,55%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DAL,0.6,NA,2.6,NA,0.4,0.8,0.1,27.2,NA,NA,NA,389.8,NA,9.58,NA,FleaFlicker,0516,DST,2336,Dallas Cowboys,NA,10,@DETL 30-44,9.58,D/ST21,0,27%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KC,0.7,NA,2.7,NA,0.5,0.6,0.1,18.7,NA,NA,NA,331,NA,9.42,NA,FleaFlicker,0512,DST,2343,Kansas City Chiefs,NA,10,HOUSun 8:20 PM,NA,D/ST8,0,62%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
