player,pos,team,games,rec_tgt,rec,rec_yds,rec_yds_g,rec_avg,rec_tds,fumbles_lost,site_pts,site_fppg,src_id,data_src,id,rush_att,rush_yds,rush_tds,bye,opp,draft_rank,misc_tds,misc_yds,pct_owned
Luke Musgrave,TE,GB,NA,NA,0.98,9.64,NA,NA,0.06,NA,2.3,NA,2569780,NFL,16215,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tanner Hudson,TE,CIN,NA,NA,1.02,8.94,NA,NA,0.06,0.01,2.25,NA,2561215,NFL,14370,NA,NA,NA,NA,NA,NA,NA,NA,NA
Austin Hooper,TE,NE,NA,NA,0.91,9.21,NA,NA,0.05,NA,2.13,NA,2555415,NFL,12677,NA,NA,NA,NA,NA,NA,NA,NA,NA
Drew Sample,TE,CIN,NA,NA,1.02,7.63,NA,NA,0.06,0.01,2.12,NA,2562720,NFL,14146,NA,NA,NA,NA,NA,NA,NA,NA,NA
Josh Oliver,TE,MIN,NA,NA,0.78,7.94,NA,NA,0.07,NA,1.99,NA,2562693,NFL,14209,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tyler Conklin,TE,LAC,NA,NA,0.88,8.11,NA,NA,0.04,NA,1.93,NA,2561027,NFL,13675,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nate Adkins,TE,DEN,NA,NA,0.78,7.13,NA,NA,0.07,NA,1.91,NA,2570930,NFL,16474,NA,NA,NA,NA,NA,NA,NA,NA,NA
Daniel Bellinger,TE,NYG,NA,NA,0.83,7.41,NA,NA,0.05,NA,1.87,NA,2567985,NFL,15873,NA,NA,NA,NA,NA,NA,NA,NA,NA
Will Dissly,TE,LAC,NA,NA,0.83,7.97,NA,NA,0.04,NA,1.87,NA,2561046,NFL,13763,NA,NA,NA,NA,NA,NA,NA,NA,NA
Adam Trautman,TE,DEN,NA,NA,0.7,7.38,NA,NA,0.06,NA,1.8,NA,2564703,NFL,14870,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mitchell Evans,TE,CAR,NA,NA,0.72,6.9,NA,NA,0.05,NA,1.71,NA,2573978,NFL,17109,NA,0.01,NA,NA,NA,NA,NA,NA,NA
Foster Moreau,TE,NO,NA,NA,0.62,6.59,NA,NA,0.05,NA,1.58,NA,2562317,NFL,14239,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jeremy Ruckert,TE,NYJ,NA,NA,0.74,6.91,NA,NA,0.02,NA,1.55,NA,2568042,NFL,15796,NA,NA,NA,NA,NA,NA,NA,NA,NA
Blake Whiteheart,TE,CLE,NA,NA,0.66,6.06,NA,NA,0.04,NA,1.51,NA,2571077,NFL,16940,NA,NA,NA,NA,NA,NA,NA,NA,NA
Harrison Bryant,TE,HOU,NA,NA,0.62,5.24,NA,NA,0.05,NA,1.44,NA,2563767,NFL,14875,NA,NA,NA,NA,NA,NA,NA,NA,NA
Grant Calcaterra,TE,PHI,NA,NA,0.62,6.4,NA,NA,0.02,NA,1.38,NA,2568063,NFL,15804,NA,NA,NA,NA,NA,NA,NA,NA,NA
Luke Schoonmaker,TE,DAL,NA,NA,0.51,4.68,NA,NA,0.03,NA,1.16,NA,2569690,NFL,16221,NA,NA,NA,NA,NA,NA,NA,NA,NA
John Bates,TE,WAS,NA,NA,0.44,4.04,NA,NA,0.05,NA,1.14,NA,2566580,NFL,15344,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jake Tonges,TE,SF,NA,NA,0.42,4.77,NA,NA,0.04,NA,1.14,NA,2567439,NFL,16036,NA,NA,NA,NA,NA,NA,NA,NA,NA
Payne Durham,TE,TB,NA,NA,0.42,4.33,NA,NA,0.03,NA,1.03,NA,2570353,NFL,16218,NA,NA,NA,NA,NA,NA,NA,NA,NA
Andrew Ogletree,TE,IND,NA,NA,0.41,4.31,NA,NA,0.03,NA,1.02,NA,2567712,NFL,15916,NA,NA,NA,NA,NA,NA,NA,NA,NA
Charlie Kolar,TE,BAL,NA,NA,0.4,4.23,NA,NA,0.02,NA,0.96,NA,2567280,NFL,15795,NA,0.15,NA,NA,NA,NA,NA,NA,NA
Jackson Hawes,TE,BUF,NA,NA,0.35,3.57,NA,NA,0.02,NA,0.83,NA,2573962,NFL,17213,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tanner Conner,TE,MIA,NA,NA,0.31,3.05,NA,NA,0.02,NA,0.74,NA,2569017,NFL,15991,NA,NA,NA,NA,NA,NA,NA,NA,NA
