player,pos,team,games,rush_att,rush_yds,rush_avg,rush_tds,rec_tgt,rec,rec_yds,rec_yds_g,rec_avg,rec_tds,fumbles_lost,site_pts,site_fppg,src_id,data_src,id,bye,opp,draft_rank,misc_tds,misc_yds,pct_owned,return_tds,pass_comp,pass_att,pass_yds,pass_tds,pass_int,pos_rank,overall_rank,opp_def_rank,team_id,team_name,home_team_id,home_team,home_abbr,away_team_id,away_team,away_abbr,proj_type
Kaleb Johnson,RB,PIT,NA,10.85,47.68,NA,0.32,1.85,1.36,9.96,NA,NA,0.05,NA,8.54,NA,56277,FanDuel,17048,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,34,121,19,25,Pittsburgh Steelers,22,New York Jets,NYJ,25,Pittsburgh Steelers,PIT,WEEKLY
Tyrone Tracy Jr.,RB,NYG,NA,10.29,44.81,NA,0.31,2.6,1.75,12.42,NA,NA,0.06,NA,8.5,NA,55978,FanDuel,16747,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,35,123,15,21,New York Giants,32,Washington Commanders,WSH,21,New York Giants,NYG,WEEKLY
Joe Mixon,RB,HOU,NA,10.3,42.13,NA,0.26,2.51,1.89,13.04,NA,NA,0.06,NA,8.4,NA,53427,FanDuel,13131,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,36,126,25,13,Houston Texans,33,Los Angeles Rams,LA,13,Houston Texans,HOU,WEEKLY
Javonte Williams,RB,DAL,NA,11.36,46.05,NA,0.2,2.83,2.05,11.06,NA,NA,0.07,NA,8.22,NA,54867,FanDuel,15256,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,37,129,2,9,Dallas Cowboys,24,Philadelphia Eagles,PHI,9,Dallas Cowboys,DAL,WEEKLY
Dylan Sampson,RB,CLE,NA,9.83,41.37,NA,0.24,2.38,1.75,13.74,NA,NA,0.08,NA,8.15,NA,56273,FanDuel,17047,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,38,130,20,8,Cleveland Browns,8,Cleveland Browns,CLE,7,Cincinnati Bengals,CIN,WEEKLY
Jordan Mason,RB,MIN,NA,8.56,39.54,NA,0.28,1.67,1.2,8.8,NA,NA,0.05,NA,7.25,NA,55328,FanDuel,15972,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,39,133,14,18,Minnesota Vikings,6,Chicago Bears,CHI,18,Minnesota Vikings,MIN,WEEKLY
Tank Bigsby,RB,JAC,NA,9.04,39.37,NA,0.34,1.14,0.83,6.24,NA,NA,0.04,NA,7.06,NA,55626,FanDuel,16164,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,40,134,32,15,Jacksonville Jaguars,15,Jacksonville Jaguars,JAC,5,Carolina Panthers,CAR,WEEKLY
Rachaad White,RB,TB,NA,6.03,24.17,NA,0.13,3.07,2.55,18.9,NA,NA,0.13,NA,7,NA,55271,FanDuel,15721,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,41,136,29,30,Tampa Bay Buccaneers,2,Atlanta Falcons,ATL,30,Tampa Bay Buccaneers,TB,WEEKLY
Blake Corum,RB,LA,NA,7.94,32.66,NA,0.22,1.92,1.45,10.64,NA,NA,0.05,NA,6.6,NA,55929,FanDuel,16593,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,42,140,4,33,Los Angeles Rams,33,Los Angeles Rams,LA,13,Houston Texans,HOU,WEEKLY
Trey Benson,RB,ARI,NA,7.4,32.19,NA,0.27,1.42,1.07,8.03,NA,NA,0.05,NA,6.36,NA,55907,FanDuel,16594,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,43,144,28,1,Arizona Cardinals,20,New Orleans Saints,NO,1,Arizona Cardinals,ARI,WEEKLY
Cam Skattebo,RB,NYG,NA,7.55,33.86,NA,0.22,1.62,1.15,9.1,NA,NA,0.04,NA,6.33,NA,56288,FanDuel,17045,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,44,145,15,21,New York Giants,32,Washington Commanders,WSH,21,New York Giants,NYG,WEEKLY
Rhamondre Stevenson,RB,NE,NA,6.94,30.2,NA,0.21,2.26,1.7,9.81,NA,NA,0.08,NA,6.31,NA,54894,FanDuel,15259,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,45,146,23,19,New England Patriots,19,New England Patriots,NE,35,Las Vegas Raiders,LV,WEEKLY
Ollie Gordon II,RB,MIA,NA,8.5,35.67,NA,0.17,1.73,1.3,8.36,NA,NA,0.06,NA,6.29,NA,56294,FanDuel,17059,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,46,147,18,17,Miami Dolphins,14,Indianapolis Colts,IND,17,Miami Dolphins,MIA,WEEKLY
Julius Chestnut,RB,TEN,NA,6.03,24.84,NA,0.1,2.95,2.25,16.57,NA,NA,0.08,NA,6.25,NA,55532,FanDuel,15965,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,47,150,1,31,Tennessee Titans,10,Denver Broncos,DEN,31,Tennessee Titans,TEN,WEEKLY
Woody Marks,RB,HOU,NA,5.74,24.41,NA,0.15,2.51,1.9,14.18,NA,NA,0.07,NA,6.05,NA,56293,FanDuel,17053,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,48,154,25,13,Houston Texans,33,Los Angeles Rams,LA,13,Houston Texans,HOU,WEEKLY
MarShawn Lloyd,RB,GB,NA,6.92,28.97,NA,0.22,1.26,0.96,7.92,NA,NA,0.05,NA,5.69,NA,55914,FanDuel,16604,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,49,160,8,12,Green Bay Packers,12,Green Bay Packers,GB,11,Detroit Lions,DET,WEEKLY
Jaleel McLaughlin,RB,DEN,NA,3.48,15.17,NA,0.08,3.28,2.43,14.32,NA,NA,0.17,NA,5.62,NA,55669,FanDuel,16390,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,50,162,16,10,Denver Broncos,10,Denver Broncos,DEN,31,Tennessee Titans,TEN,WEEKLY
Zamir White,RB,LV,NA,6.58,27.62,NA,0.14,1.81,1.35,9.4,NA,NA,0.07,NA,5.5,NA,55279,FanDuel,15714,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,51,165,27,35,Las Vegas Raiders,19,New England Patriots,NE,35,Las Vegas Raiders,LV,WEEKLY
Rico Dowdle,RB,CAR,NA,6.88,29.68,NA,0.2,1.26,0.92,6.67,NA,NA,0.04,NA,5.44,NA,54728,FanDuel,14823,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,52,168,31,5,Carolina Panthers,15,Jacksonville Jaguars,JAC,5,Carolina Panthers,CAR,WEEKLY
Kareem Hunt,RB,KC,NA,4.5,17.91,NA,0.18,2.12,1.57,10.64,NA,NA,0.09,NA,5.26,NA,53437,FanDuel,13138,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,53,174,7,16,Kansas City Chiefs,34,Los Angeles Chargers,LAC,16,Kansas City Chiefs,KC,WEEKLY
Tyler Allgeier,RB,ATL,NA,6.3,27.19,NA,0.16,1.1,0.84,6.41,NA,NA,0.04,NA,4.98,NA,55270,FanDuel,15712,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,54,180,17,2,Atlanta Falcons,2,Atlanta Falcons,ATL,30,Tampa Bay Buccaneers,TB,WEEKLY
Jaydon Blue,RB,DAL,NA,6.38,26.67,NA,0.14,1.41,1.03,6.81,NA,NA,0.03,NA,4.8,NA,56280,FanDuel,17069,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,55,184,2,9,Dallas Cowboys,24,Philadelphia Eagles,PHI,9,Dallas Cowboys,DAL,WEEKLY
Tyler Goodson,RB,IND,NA,5.88,25.15,NA,0.18,1.21,0.84,5.47,NA,NA,0.04,NA,4.74,NA,55869,FanDuel,15730,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,56,187,9,14,Indianapolis Colts,14,Indianapolis Colts,IND,17,Miami Dolphins,MIA,WEEKLY
Kendre Miller,RB,NO,NA,6.35,26.97,NA,0.17,0.93,0.67,5.07,NA,NA,0.02,NA,4.64,NA,55634,FanDuel,16171,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,57,190,26,20,New Orleans Saints,20,New Orleans Saints,NO,1,Arizona Cardinals,ARI,WEEKLY
Antonio Gibson,RB,NE,NA,4.14,17.41,NA,0.12,1.81,1.37,11.03,NA,NA,0.07,NA,4.57,NA,54544,FanDuel,14852,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,58,195,23,19,New England Patriots,19,New England Patriots,NE,35,Las Vegas Raiders,LV,WEEKLY
Najee Harris,RB,LAC,NA,5.85,23.07,NA,0.17,1.14,0.82,5.63,NA,NA,0.03,NA,4.48,NA,54878,FanDuel,15254,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,59,197,13,34,Los Angeles Chargers,34,Los Angeles Chargers,LAC,16,Kansas City Chiefs,KC,WEEKLY
Brian Robinson,RB,SF,NA,6.62,27.83,NA,0.16,0.63,0.46,4.03,NA,NA,0.02,NA,4.42,NA,55276,FanDuel,15716,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,60,200,11,27,San Francisco 49ers,28,Seattle Seahawks,SEA,27,San Francisco 49ers,SF,WEEKLY
Keaton Mitchell,RB,BAL,NA,3.84,17,NA,0.09,1.71,1.28,9.67,NA,NA,0.08,NA,4.29,NA,55819,FanDuel,16178,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,61,202,12,3,Baltimore Ravens,4,Buffalo Bills,BUF,3,Baltimore Ravens,BAL,WEEKLY
Raheem Mostert,RB,LV,NA,3.23,15.93,NA,0.13,1.64,1.25,9.28,NA,NA,0.06,NA,4.25,NA,52894,FanDuel,12447,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,62,204,27,35,Las Vegas Raiders,19,New England Patriots,NE,35,Las Vegas Raiders,LV,WEEKLY
Quinshon Judkins,RB,CLE,NA,3,12.64,NA,0.1,2.04,1.56,12.57,NA,NA,0.06,NA,4.2,NA,56272,FanDuel,17051,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,63,206,20,8,Cleveland Browns,8,Cleveland Browns,CLE,7,Cincinnati Bengals,CIN,WEEKLY
Ray Davis,RB,BUF,NA,5.8,23.44,NA,0.14,0.84,0.62,5.22,NA,NA,0.03,NA,4.18,NA,55975,FanDuel,16603,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,64,208,6,4,Buffalo Bills,4,Buffalo Bills,BUF,3,Baltimore Ravens,BAL,WEEKLY
Nick Chubb,RB,HOU,NA,4.69,23.13,NA,0.14,0.67,0.49,3.95,NA,NA,0.02,NA,3.89,NA,53778,FanDuel,13610,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,65,217,25,13,Houston Texans,33,Los Angeles Rams,LA,13,Houston Texans,HOU,WEEKLY
Roschon Johnson,RB,CHI,NA,5.3,21.82,NA,0.18,0.61,0.45,2.87,NA,NA,0.02,NA,3.85,NA,55635,FanDuel,16175,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,66,221,3,6,Chicago Bears,6,Chicago Bears,CHI,18,Minnesota Vikings,MIN,WEEKLY
Bhayshul Tuten,RB,JAC,NA,4.11,17.96,NA,0.11,1.3,0.93,6.78,NA,NA,0.05,NA,3.82,NA,56292,FanDuel,17052,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,67,223,32,15,Jacksonville Jaguars,15,Jacksonville Jaguars,JAC,5,Carolina Panthers,CAR,WEEKLY
Braelon Allen,RB,NYJ,NA,5.29,21.81,NA,0.13,0.86,0.64,4.49,NA,NA,0.02,NA,3.81,NA,55977,FanDuel,16596,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,68,224,10,22,New York Jets,22,New York Jets,NYJ,25,Pittsburgh Steelers,PIT,WEEKLY
Chris Rodriguez Jr.,RB,WSH,NA,4.87,21.04,NA,0.13,0.62,0.47,3.42,NA,NA,0.03,NA,3.56,NA,55710,FanDuel,16174,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,69,230,24,32,Washington Commanders,32,Washington Commanders,WSH,21,New York Giants,NYG,WEEKLY
Tahj Brooks,RB,CIN,NA,4.29,17.98,NA,0.1,1.09,0.8,5.62,NA,NA,0.04,NA,3.52,NA,56297,FanDuel,17058,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,70,233,21,7,Cincinnati Bengals,8,Cleveland Browns,CLE,7,Cincinnati Bengals,CIN,WEEKLY
Devin Singletary,RB,NYG,NA,3.84,17.27,NA,0.11,1.14,0.79,5.72,NA,NA,0.03,NA,3.45,NA,54171,FanDuel,14080,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,71,236,15,21,New York Giants,32,Washington Commanders,WSH,21,New York Giants,NYG,WEEKLY
Hassan Haskins,RB,LAC,NA,3.32,13.46,NA,0.08,1.47,1.04,7.66,NA,NA,0.05,NA,3.35,NA,55395,FanDuel,15720,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,72,238,13,34,Los Angeles Chargers,34,Los Angeles Chargers,LAC,16,Kansas City Chiefs,KC,WEEKLY
Samaje Perine,RB,CIN,NA,2.78,11.43,NA,0.07,1.27,0.98,8.35,NA,NA,0.05,NA,3.13,NA,53446,FanDuel,13133,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,73,243,21,7,Cincinnati Bengals,8,Cleveland Browns,CLE,7,Cincinnati Bengals,CIN,WEEKLY
Sean Tucker,RB,TB,NA,4.11,17.67,NA,0.08,0.68,0.53,3.67,NA,NA,0.03,NA,3,NA,55641,FanDuel,16166,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,74,244,29,30,Tampa Bay Buccaneers,2,Atlanta Falcons,ATL,30,Tampa Bay Buccaneers,TB,WEEKLY
Miles Sanders,RB,DAL,NA,4.59,21.29,NA,0.09,0.35,0.24,1.23,NA,NA,0.01,NA,2.91,NA,54154,FanDuel,14079,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,75,248,2,9,Dallas Cowboys,24,Philadelphia Eagles,PHI,9,Dallas Cowboys,DAL,WEEKLY
Devin Neal,RB,NO,NA,3.86,16.55,NA,0.1,0.62,0.45,3.25,NA,NA,0.02,NA,2.89,NA,56282,FanDuel,17046,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,76,250,26,20,New Orleans Saints,20,New Orleans Saints,NO,1,Arizona Cardinals,ARI,WEEKLY
A.J. Dillon,RB,PHI,NA,3.53,14.62,NA,0.11,0.55,0.42,3.68,NA,NA,0.02,NA,2.82,NA,54522,FanDuel,14805,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,77,251,30,24,Philadelphia Eagles,24,Philadelphia Eagles,PHI,9,Dallas Cowboys,DAL,WEEKLY
Emanuel Wilson,RB,GB,NA,3.61,15.53,NA,0.09,0.63,0.46,3.59,NA,NA,0.03,NA,2.82,NA,55715,FanDuel,16432,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,77,251,8,12,Green Bay Packers,12,Green Bay Packers,GB,11,Detroit Lions,DET,WEEKLY
Kenneth Gainwell,RB,PIT,NA,3.62,15.14,NA,0.09,0.62,0.43,2.97,NA,NA,0.02,NA,2.63,NA,54895,FanDuel,15255,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,79,260,19,25,Pittsburgh Steelers,22,New York Jets,NYJ,25,Pittsburgh Steelers,PIT,WEEKLY
Ty Johnson,RB,BUF,NA,1.52,6.35,NA,0.03,1.35,0.93,9.17,NA,NA,0.05,NA,2.48,NA,54241,FanDuel,14095,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,80,264,6,4,Buffalo Bills,4,Buffalo Bills,BUF,3,Baltimore Ravens,BAL,WEEKLY
Justice Hill,RB,BAL,NA,2.46,10.73,NA,0.07,0.62,0.48,3.59,NA,NA,0.03,NA,2.25,NA,54173,FanDuel,14086,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,81,268,12,3,Baltimore Ravens,4,Buffalo Bills,BUF,3,Baltimore Ravens,BAL,WEEKLY
Travis Homer,RB,CHI,NA,2.37,10.21,NA,0.05,0.61,0.44,3.18,NA,NA,0.02,NA,1.96,NA,54356,FanDuel,14083,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,82,276,3,6,Chicago Bears,6,Chicago Bears,CHI,18,Minnesota Vikings,MIN,WEEKLY
Brashard Smith,RB,KC,NA,2.65,11.32,NA,0.06,0.35,0.26,1.85,NA,NA,0.01,NA,1.83,NA,56299,FanDuel,17049,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,83,278,7,16,Kansas City Chiefs,34,Los Angeles Chargers,LAC,16,Kansas City Chiefs,KC,WEEKLY
Ty Chandler,RB,MIN,NA,1.93,8.32,NA,0.05,0.5,0.35,2.47,NA,NA,0.02,NA,1.67,NA,55461,FanDuel,15723,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,84,282,14,18,Minnesota Vikings,6,Chicago Bears,CHI,18,Minnesota Vikings,MIN,WEEKLY
Kyle Juszczyk,RB,SF,NA,0.43,1.83,NA,0.01,1.1,0.77,7.49,NA,NA,0.04,NA,1.6,NA,52158,FanDuel,11367,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,85,286,11,27,San Francisco 49ers,28,Seattle Seahawks,SEA,27,San Francisco 49ers,SF,WEEKLY
Isaiah Davis,RB,NYJ,NA,2.35,9.95,NA,0.05,0.29,0.21,1.42,NA,NA,0.01,NA,1.56,NA,56086,FanDuel,16752,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,86,288,10,22,New York Jets,22,New York Jets,NYJ,25,Pittsburgh Steelers,PIT,WEEKLY
Isaac Guerendo,RB,SF,NA,2.3,10.02,NA,0.06,0.16,0.12,0.96,NA,NA,0.01,NA,1.52,NA,56046,FanDuel,16688,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,87,289,11,27,San Francisco 49ers,28,Seattle Seahawks,SEA,27,San Francisco 49ers,SF,WEEKLY
Craig Reynolds,RB,DET,NA,0.68,2.85,NA,0.01,1.02,0.73,5.79,NA,NA,0.03,NA,1.45,NA,54825,FanDuel,14727,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,88,294,5,11,Detroit Lions,12,Green Bay Packers,GB,11,Detroit Lions,DET,WEEKLY
Will Shipley,RB,PHI,NA,1.41,5.91,NA,0.03,0.55,0.41,3.15,NA,NA,0.02,NA,1.39,NA,55988,FanDuel,16601,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,89,297,30,24,Philadelphia Eagles,24,Philadelphia Eagles,PHI,9,Dallas Cowboys,DAL,WEEKLY
DJ Giddens,RB,IND,NA,1.32,5.58,NA,0.04,0.6,0.42,2.84,NA,NA,0.02,NA,1.39,NA,56296,FanDuel,17060,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,89,297,9,14,Indianapolis Colts,14,Indianapolis Colts,IND,17,Miami Dolphins,MIA,WEEKLY
Kenny McIntosh,RB,SEA,NA,0.96,4.08,NA,0.02,0.65,0.49,3.84,NA,NA,0.02,NA,1.26,NA,56054,FanDuel,16170,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,91,300,22,28,Seattle Seahawks,28,Seattle Seahawks,SEA,27,San Francisco 49ers,SF,WEEKLY
Eric Gray,RB,NYG,NA,1.37,5.85,NA,0.03,0.32,0.22,1.69,NA,NA,0.01,NA,1.02,NA,55712,FanDuel,16173,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,92,306,15,21,New York Giants,32,Washington Commanders,WSH,21,New York Giants,NYG,WEEKLY
Dameon Pierce,RB,HOU,NA,0.52,2.19,NA,0.01,0.67,0.49,3.3,NA,NA,0.02,NA,0.97,NA,55272,FanDuel,15717,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,93,309,25,13,Houston Texans,33,Los Angeles Rams,LA,13,Houston Texans,HOU,WEEKLY
Emari Demercado,RB,ARI,NA,0.59,2.66,NA,0.02,0.32,0.23,1.55,NA,NA,0.01,NA,0.72,NA,55723,FanDuel,16385,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,94,323,28,1,Arizona Cardinals,20,New Orleans Saints,NO,1,Arizona Cardinals,ARI,WEEKLY
Elijah Mitchell,RB,KC,NA,0.53,2.35,NA,0.01,0.35,0.26,1.77,NA,NA,0.01,NA,0.66,NA,54953,FanDuel,15263,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,95,326,7,16,Kansas City Chiefs,34,Los Angeles Chargers,LAC,16,Kansas City Chiefs,KC,WEEKLY
Patrick Ricard,RB,BAL,NA,0.46,1.94,NA,0.01,0.31,0.24,1.67,NA,NA,0.01,NA,0.6,NA,53546,FanDuel,13455,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,96,327,12,3,Baltimore Ravens,4,Buffalo Bills,BUF,3,Baltimore Ravens,BAL,WEEKLY
Zonovan Knight,RB,ARI,NA,0.3,1.26,NA,0.01,0.32,0.23,1.66,NA,NA,0.01,NA,0.53,NA,55527,FanDuel,15727,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,97,330,28,1,Arizona Cardinals,20,New Orleans Saints,NO,1,Arizona Cardinals,ARI,WEEKLY
Andrew Beck,RB,NYJ,NA,0.29,1.28,NA,0.01,0.29,0.21,1.52,NA,NA,0.01,NA,0.51,NA,54321,FanDuel,14319,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,98,331,10,22,New York Jets,22,New York Jets,NYJ,25,Pittsburgh Steelers,PIT,WEEKLY
Alec Ingold,RB,MIA,NA,0.54,2.21,NA,0.01,0.17,0.13,0.9,NA,NA,0.01,NA,0.48,NA,54334,FanDuel,14420,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,99,333,18,17,Miami Dolphins,14,Indianapolis Colts,IND,17,Miami Dolphins,MIA,WEEKLY
Velus Jones,RB,NO,NA,0.28,1.21,NA,0.01,0.31,0.21,1.58,NA,NA,0.01,NA,0.48,NA,55238,FanDuel,15767,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,99,333,26,20,New Orleans Saints,20,New Orleans Saints,NO,1,Arizona Cardinals,ARI,WEEKLY
Dare Ogunbowale,RB,HOU,NA,0.13,0.54,NA,0,0.33,0.23,1.78,NA,NA,0.01,NA,0.41,NA,54069,FanDuel,13148,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,101,339,25,13,Houston Texans,33,Los Angeles Rams,LA,13,Houston Texans,HOU,WEEKLY
Hunter Luepke,RB,DAL,NA,0.13,0.53,NA,0,0.18,0.12,0.81,NA,NA,0,NA,0.19,NA,55724,FanDuel,16391,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,102,384,2,9,Dallas Cowboys,24,Philadelphia Eagles,PHI,9,Dallas Cowboys,DAL,WEEKLY
Jaylen Wright,RB,MIA,NA,0,0,NA,0,0,0,0,NA,NA,0,NA,0,NA,55982,FanDuel,16610,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,103,385,18,17,Miami Dolphins,14,Indianapolis Colts,IND,17,Miami Dolphins,MIA,WEEKLY
Dylan Laube,RB,LV,NA,0,0,NA,0,0,0,0,NA,NA,0,NA,0,NA,55983,FanDuel,16613,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,103,385,27,35,Las Vegas Raiders,19,New England Patriots,NE,35,Las Vegas Raiders,LV,WEEKLY
Jeremy McNichols,RB,WSH,NA,0,0,NA,0,0,0,0,NA,NA,0,NA,0,NA,53752,FanDuel,13143,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,103,385,24,32,Washington Commanders,32,Washington Commanders,WSH,21,New York Giants,NYG,WEEKLY
Michael Burton,RB,DEN,NA,0,0,NA,0,0,0,0,NA,NA,0,NA,0,NA,52765,FanDuel,12325,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,103,385,16,10,Denver Broncos,10,Denver Broncos,DEN,31,Tennessee Titans,TEN,WEEKLY
Tyler Badie,RB,DEN,NA,0,0,NA,0,0,0,0,NA,NA,0,NA,0,NA,55552,FanDuel,15718,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,103,385,16,10,Denver Broncos,10,Denver Broncos,DEN,31,Tennessee Titans,TEN,WEEKLY
Tyjae Spears,RB,TEN,NA,0,0,NA,0,0,0,0,NA,NA,0,NA,0,NA,55639,FanDuel,16165,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,103,385,1,31,Tennessee Titans,10,Denver Broncos,DEN,31,Tennessee Titans,TEN,WEEKLY
Brady Russell,RB,SEA,NA,0,0,NA,0,0,0,0,NA,NA,0,NA,0,NA,55762,FanDuel,16496,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,103,385,22,28,Seattle Seahawks,28,Seattle Seahawks,SEA,27,San Francisco 49ers,SF,WEEKLY
George Holani,RB,SEA,NA,0,0,NA,0,0,0,0,NA,NA,0,NA,0,NA,56204,FanDuel,16608,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,103,385,22,28,Seattle Seahawks,28,Seattle Seahawks,SEA,27,San Francisco 49ers,SF,WEEKLY
Chris Brooks,RB,GB,NA,0,0,NA,0,0,0,0,NA,NA,0,NA,0,NA,55751,FanDuel,16387,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,103,385,8,12,Green Bay Packers,12,Green Bay Packers,GB,11,Detroit Lions,DET,WEEKLY
Sione Vaki,RB,DET,NA,0,0,NA,0,0,0,0,NA,NA,0,NA,0,NA,56076,FanDuel,16678,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,103,385,5,11,Detroit Lions,12,Green Bay Packers,GB,11,Detroit Lions,DET,WEEKLY
British Brooks,RB,HOU,NA,0,0,NA,0,0,0,0,NA,NA,0,NA,0,NA,56007,FanDuel,16816,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,103,385,25,13,Houston Texans,33,Los Angeles Rams,LA,13,Houston Texans,HOU,WEEKLY
Darrynton Evans,RB,BUF,NA,0,0,NA,0,0,0,0,NA,NA,0,NA,0,NA,54547,FanDuel,14808,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,103,385,6,4,Buffalo Bills,4,Buffalo Bills,BUF,3,Baltimore Ravens,BAL,WEEKLY
Reggie Gilliam,RB,BUF,NA,0,0,NA,0,0,0,0,NA,NA,0,NA,0,NA,54640,FanDuel,15103,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,103,385,6,4,Buffalo Bills,4,Buffalo Bills,BUF,3,Baltimore Ravens,BAL,WEEKLY
Rasheen Ali,RB,BAL,NA,0,0,NA,0,0,0,0,NA,NA,0,NA,0,NA,56198,FanDuel,16746,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,103,385,12,3,Baltimore Ravens,4,Buffalo Bills,BUF,3,Baltimore Ravens,BAL,WEEKLY
C.J. Ham,RB,MIN,NA,0,0,NA,0,0,0,0,NA,NA,0,NA,0,NA,53557,FanDuel,12923,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,103,385,14,18,Minnesota Vikings,6,Chicago Bears,CHI,18,Minnesota Vikings,MIN,WEEKLY
