player,pos,team,games,rush_att,rush_yds,rush_avg,rush_tds,rec_tgt,rec,rec_yds,rec_yds_g,rec_avg,rec_tds,fumbles_lost,site_pts,site_fppg,src_id,data_src,id,bye,opp,draft_rank,misc_tds,misc_yds,pct_owned,return_tds,fumble_TD,pass_comp,pass_att,pass_yds,pass_tds,pass_int,pos_rank,overall_rank,opp_def_rank,team_id,team_name,home_team_id,home_team,home_abbr,away_team_id,away_team,away_abbr,proj_type
Jordan James,RB,SF,NA,1,2.9,NA,0,NA,0.1,0.7,NA,NA,0,0,0.6,NA,27310,FantasyPros,17055,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jerome Ford,RB,CLE,NA,0.4,1.7,NA,0,NA,0.4,2.7,NA,NA,0,0,0.6,NA,22921,FantasyPros,15713,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hassan Haskins,RB,LAC,NA,0.9,2.1,NA,0.1,NA,0.1,0.5,NA,NA,0,0,0.6,NA,23798,FantasyPros,15720,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hunter Luepke,RB,DAL,NA,0.4,1.3,NA,0,NA,0.5,3.3,NA,NA,0,0,0.5,NA,25941,FantasyPros,16391,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Zavier Scott,RB,MIN,NA,0.7,2.7,NA,0,NA,0.2,1.2,NA,NA,0,0,0.5,NA,25748,FantasyPros,17337,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cam Akers,RB,SEA,NA,1,3,NA,0,NA,0.1,1,NA,NA,0,0,0.5,NA,19268,FantasyPros,14799,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jarquez Hunter,RB,LAR,NA,0.9,2.5,NA,0,NA,0,0.3,NA,NA,0,0,0.5,NA,24335,FantasyPros,17064,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A.J. Dillon,RB,PHI,NA,1.1,4.2,NA,0,NA,0.1,0.6,NA,NA,0,0,0.5,NA,19358,FantasyPros,14805,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ty Chandler,RB,MIN,NA,0.8,2.4,NA,0,NA,0,0.3,NA,NA,0,0,0.5,NA,19471,FantasyPros,15723,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eric Gray,RB,NYG,NA,0.9,2.1,NA,0,NA,0.1,0.9,NA,NA,0,0,0.4,NA,23075,FantasyPros,16173,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Khalil Herbert,RB,NYJ,NA,0.9,3.8,NA,0,NA,0.1,0.3,NA,NA,0,0,0.4,NA,22763,FantasyPros,15271,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alec Ingold,RB,MIA,NA,0.3,1.2,NA,0,NA,0.2,1.4,NA,NA,0,0,0.4,NA,18571,FantasyPros,14420,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dylan Laube,RB,LV,NA,0.6,1.8,NA,0,NA,0.2,1.1,NA,NA,0,0,0.4,NA,26194,FantasyPros,16613,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Julius Chestnut,RB,TEN,NA,0.6,2.6,NA,0,NA,0,0.4,NA,NA,0,0,0.4,NA,24689,FantasyPros,15965,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Travis Homer,RB,CHI,NA,0.5,1.8,NA,0,NA,0.1,0.6,NA,NA,0,0,0.3,NA,18616,FantasyPros,14083,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kene Nwangwu,RB,NYJ,NA,0.8,3.1,NA,0,NA,0,0.2,NA,NA,0,0,0.3,NA,23249,FantasyPros,15414,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sione Vaki,RB,DET,NA,0,1.9,NA,0,NA,0,0.3,NA,NA,0,0,0.3,NA,26309,FantasyPros,16678,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jaydon Blue,RB,DAL,NA,1,2.4,NA,0,NA,0,0.4,NA,NA,0,0,0.3,NA,24344,FantasyPros,17069,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tahj Brooks,RB,CIN,NA,0,1.5,NA,0,NA,0.1,0.4,NA,NA,0,0,0.2,NA,26212,FantasyPros,17058,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Trayveon Williams,RB,CLE,NA,0.9,2.1,NA,0,NA,0.1,0.1,NA,NA,0,0,0.2,NA,18607,FantasyPros,14076,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tyler Goodson,RB,IND,NA,0,0.9,NA,0,NA,0,0.2,NA,NA,0,0,0.1,NA,22976,FantasyPros,15730,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ronnie Rivers,RB,LAR,NA,0,1,NA,0,NA,0,0.1,NA,NA,0,0,0.1,NA,23986,FantasyPros,15726,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Patrick Ricard,RB,BAL,NA,0.1,0.3,NA,0,NA,0.1,0.7,NA,NA,0,0,0.1,NA,17145,FantasyPros,13455,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DJ Giddens,RB,IND,NA,0,0.5,NA,0,NA,0,0.1,NA,NA,0,0,0.1,NA,27097,FantasyPros,17060,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Christian McCaffrey,RB,SF,NA,19.1,77.2,NA,0.8,5.7,5.7,55.2,NA,NA,0.4,0.1,20.06,NA,12892,FleaFlicker,13130,4,TENSun 4:25 PM,RB2,1.2,132.4,99%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jahmyr Gibbs,RB,DET,NA,14.7,77.2,NA,0.7,4.1,4.1,32.8,NA,NA,0.2,0.1,16.42,NA,17612,FleaFlicker,16162,8,@LARSun 4:25 PM,RB1,0.9,110,98%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
De'Von Achane,RB,MIA,NA,16.2,82,NA,0.5,4.6,4.6,32,NA,NA,0.3,0.1,15.86,NA,17617,FleaFlicker,16167,2,@PITMon 8:15 PM,RB5,0.8,114,98%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bijan Robinson,RB,ATL,NA,17,81.8,NA,0.5,4.1,4.1,38.7,NA,NA,0.2,0.1,15.83,NA,17603,FleaFlicker,16161,5,@TBThu 8:15 PM,RB4,0.7,120.6,98%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Derrick Henry,RB,BAL,NA,17.6,90.7,NA,0.8,1.2,1.2,12.4,NA,NA,0.1,0.1,15.29,NA,12042,FleaFlicker,12626,7,@CINSun 1:00 PM,RB7,0.9,103.1,98%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jonathan Taylor,RB,IND,NA,19.1,88.9,NA,0.6,2.5,2.5,17.9,NA,NA,0.1,0.1,14.94,NA,15604,FleaFlicker,14802,1,@SEASun 4:25 PM,RB3,0.7,106.8,98%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
James Cook,RB,BUF,NA,17.3,85.8,NA,0.6,2,2,16.7,NA,NA,0.1,0.1,14.05,NA,16839,FleaFlicker,15715,7,@NESun 1:00 PM,RB6,0.7,102.5,98%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Josh Jacobs,RB,GB,NA,17.7,67.9,NA,0.8,2.2,2.2,17.2,NA,NA,0.1,0.1,13.43,NA,14673,FleaFlicker,14073,5,@DENSun 4:25 PM,RB8,0.8,85.2,98%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Saquon Barkley,RB,PHI,NA,18.6,76.3,NA,0.5,2.7,2.7,18.8,NA,NA,0.2,0.1,13.13,NA,13778,FleaFlicker,13604,9,LVSun 1:00 PM,RB13,0.6,95.1,98%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Javonte Williams,RB,DAL,NA,17.1,71.2,NA,0.6,2.3,2.3,12.1,NA,NA,0.1,0.1,12.33,NA,16282,FleaFlicker,15256,0,MINSun 8:20 PM,RB11,0.7,83.3,97%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bucky Irving,RB,TB,NA,15.3,66.4,NA,0.4,2.9,2.9,23.5,NA,NA,0.2,0.1,12.13,NA,18479,FleaFlicker,16598,9,ATLThu 8:15 PM,RB9,0.6,89.9,96%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Woody Marks,RB,HOU,NA,16.5,67.7,NA,0.5,1.9,1.9,16.5,NA,NA,0.2,0.1,11.98,NA,19351,FleaFlicker,17053,6,ARISun 1:00 PM,RB25,0.6,84.1,80%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Quinshon Judkins,RB,CLE,NA,17.8,74.9,NA,0.5,1.8,1.8,13.8,NA,NA,0.1,0.1,11.91,NA,19303,FleaFlicker,17051,9,@CHISun 1:00 PM,RB17,0.5,88.6,93%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Travis Etienne,RB,JAC,NA,15.8,67.4,NA,0.5,2,2,14.7,NA,NA,0.1,0.1,11.87,NA,16241,FleaFlicker,15253,8,NYJSun 1:00 PM,RB16,0.6,82.1,96%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kyren Williams,RB,LAR,NA,14.7,62.8,NA,0.6,1.8,1.8,12.1,NA,NA,0.1,0.1,11.59,NA,17004,FleaFlicker,15710,8,DETSun 4:25 PM,RB10,0.7,74.9,98%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chase Brown,RB,CIN,NA,14.3,58.9,NA,0.3,4.1,4.1,26.7,NA,NA,0.2,0.1,11.38,NA,17756,FleaFlicker,16181,0,BALSun 1:00 PM,RB12,0.5,85.6,96%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Breece Hall,RB,NYJ,NA,16.2,66.4,NA,0.3,2.7,2.7,21.7,NA,NA,0.1,0.1,11.09,NA,16834,FleaFlicker,15708,9,@JACSun 1:00 PM,RB18,0.4,88.1,97%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TreVeyon Henderson,RB,NE,NA,11.6,59.7,NA,0.4,2.5,2.5,17.7,NA,NA,0.1,0.1,10.84,NA,19272,FleaFlicker,17043,4,BUFSun 1:00 PM,RB15,0.5,77.4,93%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ashton Jeanty,RB,LV,NA,14.8,56.1,NA,0.3,3.3,3.3,22.8,NA,NA,0.2,0.1,10.61,NA,19247,FleaFlicker,17042,8,@PHISun 1:00 PM,RB14,0.5,78.9,95%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jaylen Warren,RB,PIT,NA,13.8,61,NA,0.4,2.5,2.5,18.3,NA,NA,0.1,0.1,10.53,NA,17137,FleaFlicker,15742,5,MIAMon 8:15 PM,RB24,0.5,79.3,94%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RJ Harvey,RB,DEN,NA,12.3,49.3,NA,0.5,2.9,2.9,18.9,NA,NA,0.2,0.1,10.52,NA,19290,FleaFlicker,17068,2,GBSun 4:25 PM,RB19,0.6,68.2,91%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rico Dowdle,RB,CAR,NA,14.4,61.7,NA,0.3,2.3,2.3,16.3,NA,NA,0.1,0.1,10.28,NA,15904,FleaFlicker,14823,4,@NOSun 4:25 PM,RB23,0.4,78,93%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kenneth Walker,RB,SEA,NA,14,56.6,NA,0.5,1.9,1.9,15.6,NA,NA,0.1,0.1,10.24,NA,16890,FleaFlicker,15711,8,INDSun 4:25 PM,RB21,0.5,72.2,96%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D'Andre Swift,RB,CHI,NA,13.8,56.8,NA,0.4,1.9,1.9,15.5,NA,NA,0.1,0.1,9.97,NA,15601,FleaFlicker,14797,5,CLESun 1:00 PM,RB20,0.5,72.3,96%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Omarion Hampton,RB,LAC,NA,13.5,55.5,NA,0.4,2.1,2.1,15.1,NA,NA,0.1,0.1,9.72,NA,19248,FleaFlicker,17044,2,@KCSun 1:00 PM,RB22,0.5,70.6,92%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Devin Neal,RB,NO,NA,13.8,59.1,NA,0.3,2.4,2.4,18,NA,NA,0.1,0.1,9.65,NA,19434,FleaFlicker,17046,1,CARSun 4:25 PM,RB27,0.3,77.1,58%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tyrone Tracy,RB,NYG,NA,13.6,58.3,NA,0.3,2.2,2.2,19.2,NA,NA,0.1,0,9.65,NA,18534,FleaFlicker,16747,4,WASSun 1:00 PM,RB31,0.3,77.6,83%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chris Rodriguez,RB,WAS,NA,11.8,62.2,NA,0.4,0.3,0.3,2.4,NA,NA,0,0,9.14,NA,17762,FleaFlicker,16174,2,@NYGSun 1:00 PM,RB32,0.5,64.5,51%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kareem Hunt,RB,KC,NA,11.5,45,NA,0.5,1.5,1.5,10.4,NA,NA,0.1,0.1,8.94,NA,12934,FleaFlicker,13138,0,LACSun 1:00 PM,RB41,0.6,55.5,77%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aaron Jones,RB,MIN,NA,11,52.4,NA,0.2,2.3,2.3,18.2,NA,NA,0.1,0.1,8.68,NA,13111,FleaFlicker,13319,6,@DALSun 8:20 PM,RB26,0.3,70.6,88%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kyle Monangai,RB,CHI,NA,12.1,49.2,NA,0.4,0.9,0.9,6.7,NA,NA,0,0.1,8.23,NA,19543,FleaFlicker,17066,5,CLESun 1:00 PM,RB28,0.5,55.9,73%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tony Pollard,RB,TEN,NA,13.3,53.4,NA,0.3,2.1,2.1,12.7,NA,NA,0,0.1,8.21,NA,14759,FleaFlicker,14085,0,@SFSun 4:25 PM,RB35,0.3,66.1,88%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kenneth Gainwell,RB,PIT,NA,8.5,36.3,NA,0.3,3.4,3.4,21.9,NA,NA,0.1,0.1,8.12,NA,16480,FleaFlicker,15255,5,MIAMon 8:15 PM,RB34,0.4,58.2,68%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Zach Charbonnet,RB,SEA,NA,10.8,39.8,NA,0.5,1.1,1.1,8.2,NA,NA,0,0,8.04,NA,17667,FleaFlicker,16169,8,INDSun 4:25 PM,RB30,0.6,48,86%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Devin Singletary,RB,NYG,NA,10.6,43.9,NA,0.4,1.1,1.1,8.6,NA,NA,0,0,7.71,NA,14736,FleaFlicker,14080,4,WASSun 1:00 PM,RB44,0.4,52.5,47%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chuba Hubbard,RB,CAR,NA,10.7,42.9,NA,0.2,2.1,2.1,14.1,NA,NA,0.1,0,7.49,NA,16361,FleaFlicker,15261,4,@NOSun 4:25 PM,RB38,0.3,57,85%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
David Montgomery,RB,DET,NA,8.8,36.4,NA,0.4,1.6,1.6,13,NA,NA,0.1,0.1,7.4,NA,14716,FleaFlicker,14071,8,@LARSun 4:25 PM,RB29,0.4,49.5,95%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bam Knight,RB,ARI,NA,9.8,36.9,NA,0.3,2.2,2.2,15.3,NA,NA,0.1,0.1,7.24,NA,17486,FleaFlicker,15727,8,@HOUSun 1:00 PM,RB48,0.4,52.2,54%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rhamondre Stevenson,RB,NE,NA,9.1,34.9,NA,0.4,1.8,1.8,14.7,NA,NA,0.1,0.1,7.2,NA,16339,FleaFlicker,15259,4,BUFSun 1:00 PM,RB43,0.4,49.6,81%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jordan Mason,RB,MIN,NA,9.2,44.3,NA,0.3,0.9,0.9,5.3,NA,NA,0,0.1,6.68,NA,17167,FleaFlicker,15972,6,@DALSun 8:20 PM,RB39,0.3,49.5,83%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kimani Vidal,RB,LAC,NA,9.2,37,NA,0.2,1.6,1.6,11.7,NA,NA,0.1,0,6.67,NA,18523,FleaFlicker,16757,2,@KCSun 1:00 PM,RB42,0.3,48.7,72%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tyler Allgeier,RB,ATL,NA,7.8,31.1,NA,0.4,0.9,0.9,7.3,NA,NA,0,0,6.39,NA,16993,FleaFlicker,15712,5,@TBThu 8:15 PM,RB40,0.4,38.4,72%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Blake Corum,RB,LAR,NA,8.9,38.8,NA,0.3,0.5,0.5,3.9,NA,NA,0,0,6.25,NA,18441,FleaFlicker,16593,8,DETSun 4:25 PM,RB33,0.3,42.7,56%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tyjae Spears,RB,TEN,NA,6.2,25.9,NA,0.1,3.3,3.3,22.1,NA,NA,0.1,0,5.98,NA,17624,FleaFlicker,16165,0,@SFSun 4:25 PM,RB47,0.2,48,64%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bhayshul Tuten,RB,JAC,NA,7.8,29.2,NA,0.3,0.8,0.8,5.1,NA,NA,0.1,0.1,5.53,NA,19349,FleaFlicker,17052,8,NYJSun 1:00 PM,RB37,0.4,34.3,57%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jacory Croskey-Merritt,RB,WAS,NA,7.1,33.9,NA,0.2,0.6,0.6,4.7,NA,NA,0,0.1,5.14,NA,19509,FleaFlicker,17256,2,@NYGSun 1:00 PM,RB53,0.2,38.6,64%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Isiah Pacheco,RB,KC,NA,7.3,32.3,NA,0.2,1,1,6.2,NA,NA,0.1,0,5.13,NA,17029,FleaFlicker,15749,0,LACSun 1:00 PM,RB36,0.2,38.5,76%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rachaad White,RB,TB,NA,6.4,25.1,NA,0.2,1.7,1.7,11,NA,NA,0.1,0,5.01,NA,16882,FleaFlicker,15721,9,ATLThu 8:15 PM,RB49,0.2,36.1,78%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Samaje Perine,RB,CIN,NA,6.7,28.5,NA,0.2,1.4,1.4,10.6,NA,NA,0,0.1,4.93,NA,13011,FleaFlicker,13133,0,BALSun 1:00 PM,RB56,0.2,39.1,24%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brian Robinson,RB,SF,NA,6.6,27.8,NA,0.2,0.5,0.5,4.2,NA,NA,0,0,4.64,NA,16875,FleaFlicker,15716,4,TENSun 4:25 PM,RB45,0.2,32,60%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Keaton Mitchell,RB,BAL,NA,4.5,29.7,NA,0.1,0.7,0.7,6.5,NA,NA,0,0,4.56,NA,18174,FleaFlicker,16178,7,@CINSun 1:00 PM,RB57,0.2,36.2,25%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dylan Sampson,RB,CLE,NA,3.4,15,NA,0,2.6,2.6,21.2,NA,NA,0.1,0.1,4.46,NA,19359,FleaFlicker,17047,9,@CHISun 1:00 PM,RB55,0.2,36.2,41%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Emari Demercado,RB,ARI,NA,5.1,26.5,NA,0.1,1.2,1.2,8.4,NA,NA,0.1,0.1,4.45,NA,17978,FleaFlicker,16385,8,@HOUSun 1:00 PM,RB70,0.2,35,25%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nick Chubb,RB,HOU,NA,6,26.3,NA,0.2,0.6,0.6,4.3,NA,NA,0,0,4.4,NA,13802,FleaFlicker,13610,6,ARISun 1:00 PM,RB51,0.2,30.6,65%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Emanuel Wilson,RB,GB,NA,6,23.1,NA,0.2,0.9,0.9,6.4,NA,NA,0,0,4.17,NA,18234,FleaFlicker,16432,5,@DENSun 4:25 PM,RB46,0.2,29.5,47%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jeremy McNichols,RB,WAS,NA,2.7,17.3,NA,0.1,1.5,1.5,10.9,NA,NA,0.1,0,3.76,NA,12999,FleaFlicker,13143,2,@NYGSun 1:00 PM,RB61,0.2,28.2,22%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ty Johnson,RB,BUF,NA,2,10.7,NA,0.1,1.6,1.6,16.4,NA,NA,0.1,0,3.75,NA,14842,FleaFlicker,14095,7,@NESun 1:00 PM,RB66,0.2,27.1,17%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Michael Carter,RB,ARI,NA,5,18,NA,0.1,1.6,1.6,11.2,NA,NA,0,0.1,3.7,NA,16618,FleaFlicker,15258,8,@HOUSun 1:00 PM,RB63,0.1,29.2,25%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alvin Kamara,RB,NO,NA,4.5,18.6,NA,0.1,1.5,1.5,10,NA,NA,0,0.1,3.42,NA,12965,FleaFlicker,13132,1,CARSun 4:25 PM,RB60,0.1,28.6,88%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jaleel McLaughlin,RB,DEN,NA,4.8,20.2,NA,0.1,0.8,0.8,3.5,NA,NA,0.1,0,3.33,NA,18238,FleaFlicker,16390,2,GBSun 4:25 PM,RB64,0.2,23.7,18%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Isaiah Davis,RB,NYJ,NA,3.3,16.6,NA,0.1,1,1,7.3,NA,NA,0,0,2.97,NA,18492,FleaFlicker,16752,9,@JACSun 1:00 PM,RB62,0.1,23.9,26%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Malik Davis,RB,DAL,NA,4,15.4,NA,0.1,0.3,0.3,2.8,NA,NA,0,0,2.6,NA,17413,FleaFlicker,15738,0,MINSun 8:20 PM,NA,0.1,18.2,6%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
