player,pos,team,games,rush_att,rush_yds,rush_avg,rush_tds,rec_tgt,rec,rec_yds,rec_yds_g,rec_avg,rec_tds,fumbles_lost,site_pts,site_fppg,src_id,data_src,id,bye,opp,draft_rank,misc_tds,misc_yds,pct_owned,return_tds
D'Andre Swift,RB,CHI,NA,15.8,67,NA,0.5,2.6,2.6,18.8,NA,NA,0.1,0.1,12.1,NA,15601,FleaFlicker,14797,5,DALSun 4:25 PM,RB25,0.6,85.8,96%,NA
Javonte Williams,RB,DAL,NA,16.3,66.5,NA,0.5,2.9,2.9,18.1,NA,NA,0.1,0.1,12.06,NA,16282,FleaFlicker,15256,0,@CHISun 4:25 PM,RB24,0.6,84.6,94%,NA
Tony Pollard,RB,TEN,NA,18.1,82.1,NA,0.4,1.7,1.7,10.8,NA,NA,0,0.1,11.91,NA,14759,FleaFlicker,14085,0,INDSun 1:00 PM,RB20,0.5,92.9,95%,NA
Breece Hall,RB,NYJ,NA,14.8,66.3,NA,0.4,3,3,25.2,NA,NA,0.1,0.1,11.83,NA,16834,FleaFlicker,15708,9,@TBSun 1:00 PM,RB15,0.5,91.5,97%,NA
Nick Chubb,RB,HOU,NA,15.6,72.6,NA,0.6,1.2,1.2,9.9,NA,NA,0.1,0.1,11.72,NA,13802,FleaFlicker,13610,6,@JACSun 1:00 PM,RB41,0.6,82.6,86%,NA
James Conner,RB,ARI,NA,13.8,60.8,NA,0.5,2.7,2.7,18.8,NA,NA,0.1,0.1,11.46,NA,12951,FleaFlicker,13146,8,@SFSun 4:25 PM,RB23,0.6,79.6,97%,NA
Jaylen Warren,RB,PIT,NA,15.4,68.2,NA,0.3,3,3,21.6,NA,NA,0.1,0.1,11.38,NA,17137,FleaFlicker,15742,5,@NESun 1:00 PM,RB33,0.4,89.8,92%,NA
Alvin Kamara,RB,NO,NA,15.9,64.8,NA,0.3,3.1,3.1,20.2,NA,NA,0.1,0.1,11.01,NA,12965,FleaFlicker,13132,1,@SEASun 4:05 PM,RB18,0.4,85.1,98%,NA
Kenneth Walker,RB,SEA,NA,13.5,57.7,NA,0.5,2.1,2.1,16.6,NA,NA,0.1,0.1,10.89,NA,16890,FleaFlicker,15711,8,NOSun 4:05 PM,RB16,0.6,74.3,97%,NA
J.K. Dobbins,RB,DEN,NA,12.8,67.2,NA,0.5,1.6,1.6,9.5,NA,NA,0.1,0.1,10.87,NA,15555,FleaFlicker,14800,2,@LACSun 4:05 PM,RB30,0.6,76.7,92%,NA
Omarion Hampton,RB,LAC,NA,14,57.1,NA,0.5,2,2,15.3,NA,NA,0.1,0.1,10.52,NA,19248,FleaFlicker,17044,2,DENSun 4:05 PM,RB14,0.6,72.3,94%,NA
Travis Etienne,RB,JAC,NA,14.5,60.3,NA,0.4,2.4,2.4,17.9,NA,NA,0.1,0.1,10.38,NA,16241,FleaFlicker,15253,8,HOUSun 1:00 PM,RB22,0.5,78.2,95%,NA
Jacory Croskey-Merritt,RB,WAS,NA,12.8,60.4,NA,0.5,1.5,1.5,11.3,NA,NA,0.1,0.1,10.33,NA,19509,FleaFlicker,17256,2,LVSun 1:00 PM,RB29,0.6,71.7,85%,NA
David Montgomery,RB,DET,NA,10.8,43.5,NA,0.5,1.9,1.9,15,NA,NA,0,0.1,9.23,NA,14716,FleaFlicker,14071,8,@BALMon 8:15 PM,RB26,0.6,58.5,96%,NA
Zach Charbonnet,RB,SEA,NA,12.4,51,NA,0.4,1.5,1.5,11.5,NA,NA,0.1,0.1,9.09,NA,17667,FleaFlicker,16169,8,NOSun 4:05 PM,RB32,0.5,62.5,89%,NA
Rhamondre Stevenson,RB,NE,NA,10.7,46,NA,0.3,2.6,2.6,17.7,NA,NA,0.1,0.1,8.83,NA,16339,FleaFlicker,15259,4,PITSun 1:00 PM,RB40,0.4,63.7,86%,NA
Tyrone Tracy,RB,NYG,NA,10.4,44.1,NA,0.3,2.2,2.2,17.6,NA,NA,0.1,0.1,8.13,NA,18534,FleaFlicker,16747,4,KCSun 8:20 PM,RB34,0.3,61.7,91%,NA
Quinshon Judkins,RB,CLE,NA,10.7,46.2,NA,0.3,1.7,1.7,12.6,NA,NA,0.1,0.1,7.86,NA,19303,FleaFlicker,17051,9,GBSun 1:00 PM,RB39,0.3,58.8,83%,NA
Isiah Pacheco,RB,KC,NA,9.8,43,NA,0.3,2,2,14,NA,NA,0.1,0.1,7.64,NA,17029,FleaFlicker,15749,0,@NYGSun 8:20 PM,RB28,0.3,56.9,93%,NA
Cam Skattebo,RB,NYG,NA,8.8,41,NA,0.3,1.6,1.6,12.3,NA,NA,0.1,0.1,7.47,NA,19361,FleaFlicker,17045,4,KCSun 8:20 PM,RB35,0.4,53.2,82%,NA
Kenneth Gainwell,RB,PIT,NA,8.1,36.9,NA,0.3,2,2,14.1,NA,NA,0.1,0.1,7.2,NA,16480,FleaFlicker,15255,5,@NESun 1:00 PM,RB74,0.4,51,34%,NA
Kareem Hunt,RB,KC,NA,8.7,34.2,NA,0.4,1.6,1.6,10.7,NA,NA,0.1,0.1,7.03,NA,12934,FleaFlicker,13138,0,@NYGSun 8:20 PM,RB66,0.4,44.9,51%,NA
Tyler Allgeier,RB,ATL,NA,9.9,47.1,NA,0.3,0.5,0.5,3.6,NA,NA,0,0,6.85,NA,16993,FleaFlicker,15712,5,@CARSun 1:00 PM,RB47,0.3,50.7,68%,NA
TreVeyon Henderson,RB,NE,NA,7.1,29.7,NA,0.2,2.3,2.3,18.3,NA,NA,0.1,0,6.52,NA,19272,FleaFlicker,17043,4,PITSun 1:00 PM,RB19,0.3,48,93%,NA
Trey Benson,RB,ARI,NA,7,31.2,NA,0.2,2.2,2.2,16.2,NA,NA,0.1,0.1,5.96,NA,18442,FleaFlicker,16594,8,@SFSun 4:25 PM,RB38,0.2,47.4,77%,NA
Dylan Sampson,RB,CLE,NA,6.5,24.8,NA,0.1,2.3,2.3,16.9,NA,NA,0.1,0,5.42,NA,19359,FleaFlicker,17047,9,GBSun 1:00 PM,RB43,0.2,41.6,70%,NA
Rachaad White,RB,TB,NA,6.4,25.9,NA,0.2,1.8,1.8,12.9,NA,NA,0.1,0.1,5.38,NA,16882,FleaFlicker,15721,9,NYJSun 1:00 PM,RB52,0.3,38.8,73%,NA
Brian Robinson,RB,SF,NA,7.9,28.6,NA,0.3,0.8,0.8,6,NA,NA,0,0.1,5.17,NA,16875,FleaFlicker,15716,4,ARISun 4:25 PM,RB45,0.3,34.6,81%,NA
Bhayshul Tuten,RB,JAC,NA,6.7,30.7,NA,0.2,0.8,0.8,6.1,NA,NA,0,0,4.98,NA,19349,FleaFlicker,17052,8,HOUSun 1:00 PM,RB37,0.2,36.8,66%,NA
Najee Harris,RB,LAC,NA,7,24.8,NA,0.2,1.3,1.3,8.2,NA,NA,0,0,4.71,NA,16246,FleaFlicker,15254,2,DENSun 4:05 PM,RB46,0.2,32.9,80%,NA
RJ Harvey,RB,DEN,NA,5.4,25.9,NA,0.2,1.2,1.2,8.6,NA,NA,0.1,0,4.65,NA,19290,FleaFlicker,17068,2,@LACSun 4:05 PM,RB27,0.2,34.5,91%,NA
Woody Marks,RB,HOU,NA,5.3,21.7,NA,0.1,1.4,1.4,11.6,NA,NA,0.1,0,4.53,NA,19351,FleaFlicker,17053,6,@JACSun 1:00 PM,RB59,0.2,33.2,37%,NA
Jeremy McNichols,RB,WAS,NA,2.8,16.9,NA,0.2,1.8,1.8,11.8,NA,NA,0.1,0,4.38,NA,12999,FleaFlicker,13143,2,LVSun 1:00 PM,RB73,0.3,28.8,14%,NA
Miles Sanders,RB,DAL,NA,5.8,25.7,NA,0.2,0.8,0.8,5.2,NA,NA,0,0,4.28,NA,14745,FleaFlicker,14079,0,@CHISun 4:25 PM,RB67,0.2,30.8,28%,NA
Chris Rodriguez,RB,WAS,NA,7.2,25.9,NA,0.2,0.3,0.3,2,NA,NA,0,0,4.25,NA,17762,FleaFlicker,16174,2,LVSun 1:00 PM,RB61,0.2,27.9,23%,NA
Kyle Monangai,RB,CHI,NA,4.5,20.9,NA,0.2,1.1,1.1,8.6,NA,NA,0.1,0,4.15,NA,19543,FleaFlicker,17066,5,DALSun 4:25 PM,RB56,0.2,29.5,35%,NA
Justice Hill,RB,BAL,NA,3.8,15.8,NA,0.1,2,2,15.1,NA,NA,0.1,0.1,4.07,NA,14767,FleaFlicker,14086,7,DETMon 8:15 PM,RB81,0.2,30.9,30%,NA
Jerome Ford,RB,CLE,NA,4.6,18.5,NA,0.1,2.1,2.1,13.4,NA,NA,0.1,0,4.03,NA,16974,FleaFlicker,15713,9,GBSun 1:00 PM,RB49,0.1,31.9,64%,NA
Rico Dowdle,RB,CAR,NA,6,25.5,NA,0.1,1,1,6.5,NA,NA,0,0,4.02,NA,15904,FleaFlicker,14823,4,ATLSun 1:00 PM,RB51,0.1,32,57%,NA
Braelon Allen,RB,NYJ,NA,6,22,NA,0.1,0.5,0.5,3.8,NA,NA,0,0,3.56,NA,18456,FleaFlicker,16596,9,@TBSun 1:00 PM,RB42,0.2,25.8,70%,NA
Kendre Miller,RB,NO,NA,5.6,22.5,NA,0.1,0.5,0.5,3.5,NA,NA,0,0,3.28,NA,17661,FleaFlicker,16171,1,@SEASun 4:05 PM,RB63,0.1,26,32%,NA
Ray Davis,RB,BUF,NA,5,19.4,NA,0.2,0.3,0.3,2.2,NA,NA,0,0,3.12,NA,18460,FleaFlicker,16603,7,MIAThu 8:15 PM,RB48,0.2,21.6,64%,NA
Blake Corum,RB,LAR,NA,5,18.8,NA,0.1,0.6,0.6,4.2,NA,NA,0,0,3.1,NA,18441,FleaFlicker,16593,8,@PHISun 1:00 PM,RB55,0.1,23.1,42%,NA
Zamir White,RB,LV,NA,4.7,17,NA,0.1,0.9,0.9,6.3,NA,NA,0,0,2.99,NA,16918,FleaFlicker,15714,8,@WASSun 1:00 PM,RB91,0.1,23.3,13%,NA
Ollie Gordon,RB,MIA,NA,3.4,17.5,NA,0.1,0.7,0.7,4.8,NA,NA,0,0,2.91,NA,19380,FleaFlicker,17059,2,@BUFThu 8:15 PM,RB50,0.1,22.3,49%,NA
Antonio Gibson,RB,NE,NA,4.5,17.4,NA,0.1,0.6,0.6,4.5,NA,NA,0,0,2.87,NA,15591,FleaFlicker,14852,4,PITSun 1:00 PM,RB90,0.1,21.9,20%,NA
Ty Johnson,RB,BUF,NA,2.1,10.1,NA,0.1,0.8,0.8,7.5,NA,NA,0.1,0,2.56,NA,14842,FleaFlicker,14095,7,MIAThu 8:15 PM,RB84,0.1,17.6,14%,NA
Julius Chestnut,RB,TEN,NA,4.6,14.8,NA,0.1,0.6,0.6,4.6,NA,NA,0,0,2.4,NA,17227,FleaFlicker,15965,0,INDSun 1:00 PM,RB93,0.1,19.4,6%,NA
Chris Brooks,RB,GB,NA,3,9.4,NA,0,1.2,1.2,9.2,NA,NA,0.1,0,2.38,NA,18169,FleaFlicker,16387,5,@CLESun 1:00 PM,RB83,0.1,18.6,7%,NA
Cam Akers,RB,MIN,NA,2.9,11.7,NA,0.1,0.4,0.4,2.8,NA,NA,0,0,2.11,NA,15563,FleaFlicker,14799,6,CINSun 1:00 PM,NA,0.1,14.4,7%,NA
DJ Giddens,RB,IND,NA,3,13.4,NA,0.1,0.2,0.2,1.8,NA,NA,0,0,2.04,NA,19390,FleaFlicker,17060,1,@TENSun 1:00 PM,RB58,0.1,15.2,36%,NA
Samaje Perine,RB,CIN,NA,2.8,9.7,NA,0.1,0.8,0.8,5.9,NA,NA,0,0,2,NA,13011,FleaFlicker,13133,0,@MINSun 1:00 PM,RB88,0.1,15.7,14%,NA
Tyler Badie,RB,DEN,NA,0.8,3.1,NA,0,1.7,1.7,12.2,NA,NA,0.1,0,1.99,NA,16972,FleaFlicker,15718,2,@LACSun 4:05 PM,RB96,0.1,15.3,4%,NA
Isaiah Davis,RB,NYJ,NA,1,4.8,NA,0,1.2,1.2,9.6,NA,NA,0.1,0,1.94,NA,18492,FleaFlicker,16752,9,@TBSun 1:00 PM,RB75,0.1,14.3,14%,NA
Dare Ogunbowale,RB,HOU,NA,2.4,9.3,NA,0,0.7,0.7,5.5,NA,NA,0,0,1.92,NA,13581,FleaFlicker,13148,6,@JACSun 1:00 PM,RB104,0.1,14.7,4%,NA
Kaleb Johnson,RB,PIT,NA,3,10.8,NA,0.1,0.3,0.3,2.5,NA,NA,0,0,1.85,NA,19300,FleaFlicker,17048,5,@NESun 1:00 PM,RB36,0.1,13.2,79%,NA
Devin Singletary,RB,NYG,NA,2.2,10.3,NA,0.1,0.5,0.5,3.4,NA,NA,0,0,1.75,NA,14736,FleaFlicker,14080,4,KCSun 8:20 PM,RB78,0.1,13.7,20%,NA
LeQuint Allen,RB,JAC,NA,2,7.6,NA,0,0.4,0.4,3.2,NA,NA,0,0,1.42,NA,19471,FleaFlicker,17061,8,HOUSun 1:00 PM,RB95,0.1,10.8,14%,NA
Jaylen Wright,RB,MIA,NA,1.7,10.3,NA,0,0.2,0.2,1.3,NA,NA,0,0,1.36,NA,18459,FleaFlicker,16610,2,@BUFThu 8:15 PM,RB77,0,11.7,42%,NA
Jaleel McLaughlin,RB,DEN,NA,1.6,7,NA,0,0.6,0.6,3.1,NA,NA,0,0,1.31,NA,18238,FleaFlicker,16390,2,@LACSun 4:05 PM,RB89,0.1,10.1,16%,NA
Tank Bigsby,RB,PHI,NA,2.4,7.2,NA,0.1,0.2,0.2,1.7,NA,NA,0,0,1.29,NA,17625,FleaFlicker,16164,9,LARSun 1:00 PM,RB44,0.1,8.9,70%,NA
A.J. Dillon,RB,PHI,NA,1.8,6.7,NA,0.1,0.3,0.3,2.1,NA,NA,0,0,1.22,NA,15568,FleaFlicker,14805,9,LARSun 1:00 PM,RB87,0.1,8.9,13%,NA
George Holani,RB,SEA,NA,1.9,7.8,NA,0,0.2,0.2,1.8,NA,NA,0,0,1.2,NA,18889,FleaFlicker,16608,8,NOSun 4:05 PM,RB97,0,9.7,3%,NA
Alec Ingold,RB,MIA,NA,0.4,1.6,NA,0,1.2,1.2,8.4,NA,NA,0,0,1.16,NA,15279,FleaFlicker,14420,2,@BUFThu 8:15 PM,NA,0,10,0%,NA
Elijah Mitchell,RB,KC,NA,1.7,7.4,NA,0,0.1,0.1,0.9,NA,NA,0,0,1.13,NA,13728,FleaFlicker,15263,0,@NYGSun 8:20 PM,RB82,0.1,8.3,14%,NA
Brashard Smith,RB,KC,NA,0.9,5.2,NA,0,0.3,0.3,2.6,NA,NA,0,0,1.12,NA,19486,FleaFlicker,17049,0,@NYGSun 8:20 PM,RB65,0.1,7.8,25%,NA
Xazavian Valladay,RB,MIN,NA,1.5,6.1,NA,0,0.2,0.2,1.6,NA,NA,0,0,1.05,NA,18249,FleaFlicker,16386,6,CINSun 1:00 PM,NA,0.1,7.7,0%,NA
Emanuel Wilson,RB,GB,NA,1.9,6.2,NA,0,0.2,0.2,1.7,NA,NA,0,0,1.03,NA,18234,FleaFlicker,16432,5,@CLESun 1:00 PM,RB86,0,7.8,14%,NA
Devin Neal,RB,NO,NA,1,6.5,NA,0,0.1,0.1,1,NA,NA,0,0,1.03,NA,19434,FleaFlicker,17046,1,@SEASun 4:05 PM,RB76,0.1,7.5,25%,NA
Kyle Juszczyk,RB,SF,NA,0.4,1.7,NA,0,0.6,0.6,4.5,NA,NA,0,0,0.9,NA,9410,FleaFlicker,11367,4,ARISun 4:25 PM,NA,0.1,6.2,3%,NA
Roschon Johnson,RB,CHI,NA,1.4,4.2,NA,0.1,0.2,0.2,1.2,NA,NA,0,0,0.9,NA,17716,FleaFlicker,16175,5,DALSun 4:25 PM,RB72,0.1,5.4,31%,NA
Sean Tucker,RB,TB,NA,0.8,4.9,NA,0,0.1,0.1,1.1,NA,NA,0,0,0.88,NA,18278,FleaFlicker,16166,9,NYJSun 1:00 PM,RB71,0.1,6,19%,NA
Isaac Guerendo,RB,SF,NA,1.5,5.1,NA,0,0.2,0.2,1.2,NA,NA,0,0,0.87,NA,18482,FleaFlicker,16688,4,ARISun 4:25 PM,RB70,0,6.3,45%,NA
Raheem Mostert,RB,LV,NA,0.8,3.2,NA,0,0.2,0.2,1.4,NA,NA,0,0,0.7,NA,11455,FleaFlicker,12447,8,@WASSun 1:00 PM,RB85,0,4.6,21%,NA
Trevor Etienne,RB,CAR,NA,0.7,3,NA,0,0.3,0.3,1.9,NA,NA,0,0,0.67,NA,19365,FleaFlicker,17056,4,ATLSun 1:00 PM,RB79,0,4.9,24%,NA
Dameon Pierce,RB,HOU,NA,0.7,3.5,NA,0,0.2,0.2,1.1,NA,NA,0,0,0.58,NA,16914,FleaFlicker,15717,6,@JACSun 1:00 PM,RB69,0,4.6,23%,NA
Will Shipley,RB,PHI,NA,0,5.3,NA,0,0,0,0.2,NA,NA,0,0,0.55,NA,18476,FleaFlicker,16601,9,LARSun 1:00 PM,RB60,0,5.5,27%,NA
Tahj Brooks,RB,CIN,NA,0.7,3,NA,0,0.1,0.1,0.9,NA,NA,0,0,0.52,NA,19416,FleaFlicker,17058,0,@MINSun 1:00 PM,RB64,0,3.9,26%,NA
Keaton Mitchell,RB,BAL,NA,0.5,2.3,NA,0,0.2,0.2,1.6,NA,NA,0,0,0.51,NA,18174,FleaFlicker,16178,7,DETMon 8:15 PM,RB62,0,3.9,23%,NA
Dylan Laube,RB,LV,NA,0,0,NA,0,0.6,0.6,3.9,NA,NA,0,0,0.45,NA,18520,FleaFlicker,16613,8,@WASSun 1:00 PM,NA,0,3.9,4%,NA
Hunter Luepke,RB,DAL,NA,0.2,1.1,NA,0,0.3,0.3,2,NA,NA,0,0,0.43,NA,18305,FleaFlicker,16391,0,@CHISun 4:25 PM,NA,0,3.1,1%,NA
Tyler Goodson,RB,IND,NA,0,2.1,NA,0,0.1,0.1,0.7,NA,NA,0,0,0.4,NA,17175,FleaFlicker,15730,1,@TENSun 1:00 PM,RB99,0,2.8,4%,NA
Rasheen Ali,RB,BAL,NA,0.3,2,NA,0,0,0,0,NA,NA,0,0,0.32,NA,18527,FleaFlicker,16746,7,DETMon 8:15 PM,NA,0,2,9%,NA
Craig Reynolds,RB,DET,NA,0.3,2.1,NA,0,0,0,0.2,NA,NA,0,0,0.29,NA,15434,FleaFlicker,14727,8,@BALMon 8:15 PM,NA,0,2.4,2%,NA
Kalel Mullings,RB,TEN,NA,0,1.5,NA,0,0,0,0.1,NA,NA,0,0,0.22,NA,19392,FleaFlicker,17050,0,INDSun 1:00 PM,RB94,0,1.6,10%,NA
Christian McCaffrey,RB,SF,NA,NA,94.68,NA,0.46,NA,5.25,38.51,NA,NA,0.28,0.11,22.79,NA,2557997,NFL,13130,NA,NA,NA,NA,NA,NA,NA
De'Von Achane,RB,MIA,NA,NA,64.22,NA,0.56,NA,6.01,41.66,NA,NA,0.34,0.08,21.84,NA,2570062,NFL,16167,NA,NA,NA,NA,NA,NA,NA
Saquon Barkley,RB,PHI,NA,NA,112.36,NA,0.77,NA,2.6,17.63,NA,NA,0.13,0.09,20.82,NA,2560968,NFL,13604,NA,NA,NA,NA,NA,NA,NA
Bijan Robinson,RB,ATL,NA,NA,80.27,NA,0.63,NA,4.27,31.09,NA,NA,0.17,0.08,20.05,NA,2569558,NFL,16161,NA,NA,NA,NA,NA,NA,NA
Bucky Irving,RB,TB,NA,NA,84.96,NA,0.76,NA,3.37,23.49,NA,NA,0.1,0.1,19.18,NA,2572546,NFL,16598,NA,NA,NA,NA,NA,NA,NA
Jahmyr Gibbs,RB,DET,NA,NA,72.53,NA,0.81,NA,3.67,24.98,NA,NA,0.15,0.08,19.02,NA,2569747,NFL,16162,NA,NA,NA,NA,NA,NA,NA
Jonathan Taylor,RB,IND,NA,NA,95.93,NA,0.69,NA,2.47,16.85,NA,NA,0.12,0.09,18.43,NA,2564148,NFL,14802,NA,NA,NA,NA,NA,NA,NA
Josh Jacobs,RB,GB,NA,NA,91.49,NA,0.96,NA,1.69,12.23,NA,NA,0.05,0.09,17.94,NA,2562377,NFL,14073,NA,NA,NA,NA,NA,NA,NA
Jordan Mason,RB,MIN,NA,NA,75.59,NA,0.61,NA,2.71,22.44,NA,NA,0.17,0.1,16.99,NA,2569257,NFL,15972,NA,NA,NA,NA,NA,NA,NA
Chuba Hubbard,RB,CAR,NA,NA,70.3,NA,0.61,NA,3.31,18.98,NA,NA,0.16,0.08,16.7,NA,2565899,NFL,15261,NA,NA,NA,NA,NA,NA,NA
Derrick Henry,RB,BAL,NA,NA,94.25,NA,0.91,NA,0.92,7.36,NA,NA,0.05,0.09,16.66,NA,2556075,NFL,12626,NA,NA,NA,NA,NA,NA,NA
Chase Brown,RB,CIN,NA,NA,70.53,NA,0.71,NA,2.7,19.17,NA,NA,0.13,0.09,16.53,NA,2569642,NFL,16181,NA,NA,NA,NA,NA,NA,NA
Javonte Williams,RB,DAL,NA,NA,64.63,NA,0.54,NA,3.43,21.7,NA,NA,0.13,0.1,15.88,NA,2566049,NFL,15256,NA,NA,NA,NA,NA,NA,NA
Kyren Williams,RB,LAR,NA,NA,74.29,NA,0.83,NA,1.89,10.62,NA,NA,0.11,0.08,15.86,NA,2567862,NFL,15710,NA,NA,NA,NA,NA,NA,NA
Breece Hall,RB,NYJ,NA,NA,66.72,NA,0.34,NA,3.45,26.45,NA,NA,0.17,0.08,15.67,NA,2568030,NFL,15708,NA,NA,NA,NA,NA,NA,NA
James Cook,RB,BUF,NA,NA,66.96,NA,0.79,NA,2.19,15.87,NA,NA,0.08,0.09,15.51,NA,2567328,NFL,15715,NA,NA,NA,NA,NA,NA,NA
J.K. Dobbins,RB,DEN,NA,NA,80.15,NA,0.63,NA,1.98,11.29,NA,NA,0.1,0.12,15.26,NA,2563548,NFL,14800,NA,NA,NA,NA,NA,NA,NA
Ashton Jeanty,RB,LV,NA,NA,70.91,NA,0.57,NA,2.27,18.03,NA,NA,0.12,0.07,15.16,NA,2574298,NFL,17042,NA,NA,NA,NA,NA,NA,NA
Alvin Kamara,RB,NO,NA,NA,65.53,NA,0.43,NA,2.7,18.21,NA,NA,0.1,0.08,14.09,NA,2558019,NFL,13132,NA,NA,NA,NA,NA,NA,NA
D'Andre Swift,RB,CHI,NA,NA,64.08,NA,0.35,NA,2.94,20.87,NA,NA,0.08,0.06,13.9,NA,2563965,NFL,14797,NA,NA,NA,NA,NA,NA,NA
James Conner,RB,ARI,NA,NA,60.32,NA,0.57,NA,2.42,16.22,NA,NA,0.08,0.08,13.81,NA,2557978,NFL,13146,NA,NA,NA,NA,NA,NA,NA
Nick Chubb,RB,HOU,NA,NA,70.81,NA,0.62,NA,1.3,10.8,NA,NA,0.07,0.08,13.44,NA,2561021,NFL,13610,NA,NA,NA,NA,NA,NA,NA
Jaylen Warren,RB,PIT,NA,NA,67.89,NA,0.25,NA,2.8,18.81,NA,NA,0.06,0.07,13.19,NA,2568493,NFL,15742,NA,NA,NA,NA,NA,NA,NA
Jacory Croskey-Merritt,RB,WAS,NA,NA,73.49,NA,0.5,NA,1.12,10.2,NA,NA,0.06,0.08,12.69,NA,2574608,NFL,17256,NA,NA,NA,NA,NA,NA,NA
Kenneth Walker III,RB,SEA,NA,NA,56.4,NA,0.55,NA,1.9,13.8,NA,NA,0.09,0.08,12.6,NA,2568282,NFL,15711,NA,NA,NA,NA,NA,NA,NA
Travis Etienne,RB,JAX,NA,NA,52.08,NA,0.31,NA,2.86,20.8,NA,NA,0.1,0.08,12.45,NA,2566157,NFL,15253,NA,NA,NA,NA,NA,NA,NA
Rhamondre Stevenson,RB,NE,NA,NA,45.78,NA,0.38,NA,3.05,19.73,NA,NA,0.12,0.08,12.44,NA,2566343,NFL,15259,NA,NA,NA,NA,NA,NA,NA
Omarion Hampton,RB,LAC,NA,NA,49.1,NA,0.37,NA,2.57,20.64,NA,NA,0.12,0.07,12.34,NA,2574514,NFL,17044,NA,NA,NA,NA,NA,NA,NA
Tony Pollard,RB,TEN,NA,NA,86.82,NA,0.44,NA,0.47,3.23,NA,NA,0.01,0.06,12.06,NA,2562699,NFL,14085,NA,NA,NA,NA,NA,NA,NA
Zach Charbonnet,RB,SEA,NA,NA,49.33,NA,0.49,NA,1.79,13.27,NA,NA,0.08,0.06,11.35,NA,2570335,NFL,16169,NA,NA,NA,NA,NA,NA,NA
David Montgomery,RB,DET,NA,NA,39.9,NA,0.71,NA,1.65,12.49,NA,NA,0.04,0.05,11.29,NA,2562502,NFL,14071,NA,NA,NA,NA,NA,NA,NA
Cam Skattebo,RB,NYG,NA,NA,49.76,NA,0.4,NA,1.73,13.69,NA,NA,0.09,0.08,10.86,NA,2574427,NFL,17045,NA,NA,NA,NA,NA,NA,NA
Quinshon Judkins,RB,CLE,NA,NA,52.05,NA,0.4,NA,1.34,11.16,NA,NA,0.07,0.07,10.34,NA,2574053,NFL,17051,NA,NA,NA,NA,NA,NA,NA
TreVeyon Henderson,RB,NE,NA,NA,27.18,NA,0.2,NA,2.89,24.03,NA,NA,0.13,0.03,9.93,NA,2574374,NFL,17043,NA,NA,NA,NA,NA,NA,NA
Kenneth Gainwell,RB,PIT,NA,NA,43.75,NA,0.46,NA,1.44,8.84,NA,NA,0.04,0.07,9.56,NA,2566397,NFL,15255,NA,NA,NA,NA,NA,NA,NA
Isiah Pacheco,RB,KC,NA,NA,40.07,NA,0.22,NA,2.25,15.51,NA,NA,0.07,0.04,9.47,NA,2567808,NFL,15749,NA,NA,NA,NA,NA,NA,NA
Kareem Hunt,RB,KC,NA,NA,34.19,NA,0.35,NA,2,13.18,NA,NA,0.12,0.06,9.44,NA,2557917,NFL,13138,NA,NA,NA,NA,NA,NA,NA
Tyrone Tracy Jr.,RB,NYG,NA,NA,42.21,NA,0.25,NA,1.73,12.26,NA,NA,0.09,0.05,9.12,NA,2572351,NFL,16747,NA,NA,NA,NA,NA,NA,NA
Trey Benson,RB,ARI,NA,NA,33.35,NA,0.08,NA,2.39,19.36,NA,NA,0.06,0.05,8.4,NA,2572405,NFL,16594,NA,NA,NA,NA,NA,NA,NA
Tyler Allgeier,RB,ATL,NA,NA,55.58,NA,0.31,NA,0.39,3.07,NA,NA,0.02,0.06,8.12,NA,2567232,NFL,15712,NA,NA,NA,NA,NA,NA,NA
Dylan Sampson,RB,CLE,NA,NA,21.77,NA,0.19,NA,2.42,18.04,NA,NA,0.11,0.04,8.12,NA,2574062,NFL,17047,NA,NA,NA,NA,NA,NA,NA
Rachaad White,RB,TB,NA,NA,25.09,NA,0.23,NA,2.05,13.28,NA,NA,0.11,0.07,7.79,NA,2568315,NFL,15721,NA,NA,NA,NA,NA,NA,NA
Bhayshul Tuten,RB,JAX,NA,NA,34.86,NA,0.27,NA,1.08,9.84,NA,NA,0.06,0.05,7.43,NA,2574235,NFL,17052,NA,NA,NA,NA,NA,NA,NA
Jerome Ford,RB,CLE,NA,NA,17.49,NA,0.1,NA,2.23,14.15,NA,NA,0.1,0.04,6.51,NA,2567469,NFL,15713,NA,NA,NA,NA,NA,NA,NA
RJ Harvey,RB,DEN,NA,NA,30.01,NA,0.19,NA,1.06,8.82,NA,NA,0.05,0.03,6.32,NA,2574090,NFL,17068,NA,NA,NA,NA,NA,NA,NA
Jeremy McNichols,RB,WAS,NA,NA,22.17,NA,0.26,NA,1.33,9.19,NA,NA,0.05,0.03,6.27,NA,2557977,NFL,13143,NA,NA,NA,NA,NA,NA,NA
Zavier Scott,RB,MIN,NA,NA,24.83,NA,0.18,NA,1.21,10.95,NA,NA,0.06,0.03,6.17,NA,2570563,NFL,17337,NA,NA,NA,NA,NA,NA,NA
Brian Robinson,RB,SF,NA,NA,21.61,NA,0.25,NA,1.17,9.12,NA,NA,0.06,0.05,6,NA,2568348,NFL,15716,NA,NA,NA,NA,NA,NA,NA
