team,dst_int,dst_safety,dst_sacks,dst_tackles,dst_fum_rec,dst_fum_force,dst_td,dst_pts_allowed,dst_pts_allowed_g,dst_pass_yds_allowed,dst_rush_yds_allowed,dst_yds_allowed,dst_avg_yds_allowed,site_pts,site_fppg,data_src,id,pos,src_id,player,dst_fumbles,bye,opp,idp_solo,pct_owned,return_tds
DET,1,NA,3,60,1,NA,0,324,NA,NA,NA,324,NA,NA,NA,ESPN,0522,DST,-16008,Lions D/ST,1,NA,NA,NA,NA,NA
NE,0,NA,2,61,0,NA,0,324,NA,NA,NA,324,NA,NA,NA,ESPN,0504,DST,-16017,Patriots D/ST,1,NA,NA,NA,NA,NA
IND,1,NA,2,61,0,NA,0,355,NA,NA,NA,355,NA,NA,NA,ESPN,0502,DST,-16011,Colts D/ST,1,NA,NA,NA,NA,NA
PHI,1,NA,2,60,0,NA,0,365,NA,NA,NA,365,NA,NA,NA,ESPN,0518,DST,-16021,Eagles D/ST,1,NA,NA,NA,NA,NA
BUF,1,NA,2,59,1,NA,0,344,NA,NA,NA,344,NA,NA,NA,ESPN,0501,DST,-16002,Bills D/ST,1,NA,NA,NA,NA,NA
NYJ,1,NA,2,63,0,NA,0,317,NA,NA,NA,317,NA,NA,NA,ESPN,0505,DST,-16020,Jets D/ST,1,NA,NA,NA,NA,NA
NYG,1,NA,2,61,0,NA,0,395,NA,NA,NA,395,NA,NA,NA,ESPN,0517,DST,-16019,Giants D/ST,1,NA,NA,NA,NA,NA
TB,1,NA,3,60,0,NA,0,364,NA,NA,NA,364,NA,NA,NA,ESPN,0525,DST,-16027,Buccaneers D/ST,1,NA,NA,NA,NA,NA
ARI,1,NA,2,60,0,NA,0,373,NA,NA,NA,373,NA,NA,NA,ESPN,0519,DST,-16022,Cardinals D/ST,1,NA,NA,NA,NA,NA
GB,0,NA,3,63,0,NA,0,324,NA,NA,NA,324,NA,NA,NA,ESPN,0523,DST,-16009,Packers D/ST,1,NA,NA,NA,NA,NA
CHI,1,NA,2,66,0,NA,0,379,NA,NA,NA,379,NA,NA,NA,ESPN,0521,DST,-16003,Bears D/ST,1,NA,NA,NA,NA,NA
LAR,1,NA,2,63,1,NA,0,367,NA,NA,NA,367,NA,NA,NA,ESPN,0528,DST,-16014,Rams D/ST,1,NA,NA,NA,NA,NA
JAC,1,NA,2,59,0,NA,0,310,NA,NA,NA,310,NA,NA,NA,ESPN,0509,DST,-16030,Jaguars D/ST,1,NA,NA,NA,NA,NA
SF,0,NA,2,62,0,NA,0,374,NA,NA,NA,374,NA,NA,NA,ESPN,0530,DST,-16025,49ers D/ST,1,NA,NA,NA,NA,NA
LAC,1,NA,2,61,0,NA,0,332,NA,NA,NA,332,NA,NA,NA,ESPN,0514,DST,-16024,Chargers D/ST,1,NA,NA,NA,NA,NA
MIA,1,NA,2,64,0,NA,0,389,NA,NA,NA,389,NA,NA,NA,ESPN,0503,DST,-16015,Dolphins D/ST,1,NA,NA,NA,NA,NA
ATL,1,NA,2,62,0,NA,0,375,NA,NA,NA,375,NA,NA,NA,ESPN,0526,DST,-16001,Falcons D/ST,1,NA,NA,NA,NA,NA
CLE,0,NA,3,62,1,NA,0,317,NA,NA,NA,317,NA,NA,NA,ESPN,0507,DST,-16005,Browns D/ST,1,NA,NA,NA,NA,NA
WAS,1,NA,2,64,0,NA,0,427,NA,NA,NA,427,NA,NA,NA,ESPN,0520,DST,-16028,Commanders D/ST,1,NA,NA,NA,NA,NA
NO,1,NA,2,59,0,NA,0,308,NA,NA,NA,308,NA,NA,NA,ESPN,0529,DST,-16018,Saints D/ST,1,NA,NA,NA,NA,NA
LV,1,NA,1,64,0,NA,0,328,NA,NA,NA,328,NA,NA,NA,ESPN,0513,DST,-16013,Raiders D/ST,1,NA,NA,NA,NA,NA
CAR,1,NA,2,62,0,NA,0,313,NA,NA,NA,313,NA,NA,NA,ESPN,0527,DST,-16029,Panthers D/ST,0,NA,NA,NA,NA,NA
NA,1,0,3.6,NA,0.5,0.8,0.2,16,NA,NA,NA,277,NA,8.7,NA,FantasyPros,0511,DST,8090,Denver Broncos,NA,NA,NA,NA,NA,NA
NA,0.6,0,3.6,NA,0.7,1,0.1,18.3,NA,NA,NA,294.3,NA,8,NA,FantasyPros,0507,DST,8070,Cleveland Browns,NA,NA,NA,NA,NA,NA
NA,0.6,0,3.5,NA,0.5,0.6,0.2,18.7,NA,NA,NA,294.3,NA,7.7,NA,FantasyPros,0515,DST,8260,Seattle Seahawks,NA,NA,NA,NA,NA,NA
NA,0.6,0,4,NA,0.7,1.1,0.2,22.7,NA,NA,NA,338.9,NA,7.5,NA,FantasyPros,0525,DST,8290,Tampa Bay Buccaneers,NA,NA,NA,NA,NA,NA
NA,1,0,3.2,NA,0.6,0.9,0.2,21.8,NA,NA,NA,323.5,NA,7.4,NA,FantasyPros,0531,DST,8020,Baltimore Ravens,NA,NA,NA,NA,NA,NA
NA,0.9,0,2.6,NA,0.5,0.8,0.2,18.9,NA,NA,NA,297.1,NA,7.4,NA,FantasyPros,0532,DST,8120,Houston Texans,NA,NA,NA,NA,NA,NA
NA,0.9,0.1,3,NA,0.6,1.1,0.2,21.7,NA,NA,NA,329.6,NA,7.4,NA,FantasyPros,0522,DST,8100,Detroit Lions,NA,NA,NA,NA,NA,NA
NA,0.9,0,2.1,NA,0.5,0.6,0.2,18,NA,NA,NA,313.9,NA,6.9,NA,FantasyPros,0527,DST,8040,Carolina Panthers,NA,NA,NA,NA,NA,NA
NA,0.9,0,2.7,NA,0.6,1.1,0.2,20.6,NA,NA,NA,329.7,NA,6.9,NA,FantasyPros,0501,DST,8030,Buffalo Bills,NA,NA,NA,NA,NA,NA
NA,0.7,0,3.2,NA,0.6,1.2,0.2,23.6,NA,NA,NA,350.6,NA,6.8,NA,FantasyPros,0510,DST,8240,Pittsburgh Steelers,NA,NA,NA,NA,NA,NA
NA,0.7,0,3.2,NA,0.6,1,0.2,22.1,NA,NA,NA,340.7,NA,6.8,NA,FantasyPros,0521,DST,8050,Chicago Bears,NA,NA,NA,NA,NA,NA
NA,0.8,0,2.2,NA,0.5,0.7,0.1,19.4,NA,NA,NA,306.8,NA,6.6,NA,FantasyPros,0509,DST,8140,Jacksonville Jaguars,NA,NA,NA,NA,NA,NA
NA,0.8,0,2.6,NA,0.6,1,0.2,21.8,NA,NA,NA,361.5,NA,6.4,NA,FantasyPros,0528,DST,8280,Los Angeles Rams,NA,NA,NA,NA,NA,NA
NA,0.5,0,3,NA,0.6,1.1,0.2,24.9,NA,NA,NA,373.9,NA,6.3,NA,FantasyPros,0524,DST,8170,Minnesota Vikings,NA,NA,NA,NA,NA,NA
NA,0.6,0,2.3,NA,0.4,0.7,0.1,19.8,NA,NA,NA,306.4,NA,6.2,NA,FantasyPros,0505,DST,8210,New York Jets,NA,NA,NA,NA,NA,NA
NA,0.5,0,3.4,NA,0.5,0.8,0.1,21.9,NA,NA,NA,314.3,NA,6.2,NA,FantasyPros,0523,DST,8110,Green Bay Packers,NA,NA,NA,NA,NA,NA
NA,0.7,0,2,NA,0.5,0.7,0.1,19.9,NA,NA,NA,343.6,NA,6.2,NA,FantasyPros,0502,DST,8130,Indianapolis Colts,NA,NA,NA,NA,NA,NA
NA,0.6,0,2.7,NA,0.5,0.7,0.1,21.4,NA,NA,NA,319.1,NA,5.7,NA,FantasyPros,0514,DST,8250,Los Angeles Chargers,NA,NA,NA,NA,NA,NA
NA,0.6,0.1,2.3,NA,0.5,0.7,0.2,24.1,NA,NA,NA,343,NA,5.6,NA,FantasyPros,0504,DST,8180,New England Patriots,NA,NA,NA,NA,NA,NA
NA,0.8,0,2,NA,0.5,1,0.1,25.7,NA,NA,NA,362.6,NA,5.5,NA,FantasyPros,0519,DST,8000,Arizona Cardinals,NA,NA,NA,NA,NA,NA
NA,0.6,0,2.5,NA,0.5,0.7,0.1,26,NA,NA,NA,363.6,NA,5.4,NA,FantasyPros,0517,DST,8200,New York Giants,NA,NA,NA,NA,NA,NA
NA,0.7,0,2,NA,0.5,0.8,0.1,22.6,NA,NA,NA,303.3,NA,5.4,NA,FantasyPros,0529,DST,8190,New Orleans Saints,NA,NA,NA,NA,NA,NA
NA,0.6,0.1,2.4,NA,0.4,0.7,0.1,29,NA,NA,NA,400.6,NA,5.3,NA,FantasyPros,0520,DST,8310,Washington Commanders,NA,NA,NA,NA,NA,NA
NA,0.7,0,2.2,NA,0.5,0.8,0.1,28.3,NA,NA,NA,364.5,NA,5.3,NA,FantasyPros,0526,DST,8010,Atlanta Falcons,NA,NA,NA,NA,NA,NA
NA,0.7,0,1.8,NA,0.5,0.9,0.1,23.4,NA,NA,NA,353.1,NA,5.1,NA,FantasyPros,0518,DST,8230,Philadelphia Eagles,NA,NA,NA,NA,NA,NA
NA,0.6,0,2.1,NA,0.5,0.8,0.1,30.5,NA,NA,NA,385,NA,4.9,NA,FantasyPros,0503,DST,8160,Miami Dolphins,NA,NA,NA,NA,NA,NA
NA,0.6,0,1.7,NA,0.5,0.9,0.1,25.6,NA,NA,NA,362.3,NA,4.6,NA,FantasyPros,0530,DST,8270,San Francisco 49ers,NA,NA,NA,NA,NA,NA
NA,0.6,0,1.5,NA,0.5,0.8,0.1,27.2,NA,NA,NA,342.8,NA,4.4,NA,FantasyPros,0513,DST,8220,Las Vegas Raiders,NA,NA,NA,NA,NA,NA
TB,0.6,NA,4,NA,0.7,1.1,0.1,22.7,NA,NA,NA,338.9,NA,13,NA,FleaFlicker,0525,DST,2357,Tampa Bay Buccaneers,NA,9,NESun 1:00 PM,0,60%,NA
DEN,1,NA,3.5,NA,0.5,0.8,0.2,16,NA,NA,NA,277,NA,12.36,NA,FleaFlicker,0511,DST,2337,Denver Broncos,NA,12,LVThu 8:15 PM,0,97%,NA
DET,0.9,NA,3,NA,0.6,1.1,0.2,21.7,NA,NA,NA,329.6,NA,12.14,NA,FleaFlicker,0522,DST,2338,Detroit Lions,NA,8,@WASSun 4:25 PM,0,93%,NA
CLE,0.6,NA,3.6,NA,0.7,1,0.1,18.3,NA,NA,NA,294.3,NA,11.99,NA,FleaFlicker,0507,DST,2335,Cleveland Browns,NA,9,@NYJSun 1:00 PM,0,57%,NA
BAL,1,NA,3.2,NA,0.6,0.9,0.2,21.8,NA,NA,NA,323.5,NA,11.89,NA,FleaFlicker,0531,DST,2330,Baltimore Ravens,NA,7,@MINSun 1:00 PM,0,64%,NA
PIT,0.7,NA,3.2,NA,0.7,1.2,0.2,23.6,NA,NA,NA,350.6,NA,11.79,NA,FleaFlicker,0510,DST,2352,Pittsburgh Steelers,NA,5,@LACSun 8:20 PM,0,81%,NA
CHI,0.7,NA,3.1,NA,0.6,1,0.2,22.1,NA,NA,NA,340.7,NA,11.29,NA,FleaFlicker,0521,DST,2333,Chicago Bears,NA,5,NYGSun 1:00 PM,0,40%,NA
BUF,0.9,NA,2.7,NA,0.6,1.1,0.2,20.6,NA,NA,NA,329.7,NA,11.19,NA,FleaFlicker,0501,DST,2331,Buffalo Bills,NA,7,@MIASun 1:00 PM,0,79%,NA
SEA,0.7,NA,3.5,NA,0.5,0.6,0.2,18.7,NA,NA,NA,294.4,NA,10.97,NA,FleaFlicker,0515,DST,2354,Seattle Seahawks,NA,8,ARISun 4:05 PM,0,83%,NA
MIN,0.5,NA,3,NA,0.7,1.1,0.1,24.9,NA,NA,NA,373.9,NA,10.95,NA,FleaFlicker,0524,DST,2345,Minnesota Vikings,NA,6,BALSun 1:00 PM,0,78%,NA
GB,0.5,NA,3.4,NA,0.5,0.8,0.1,21.9,NA,NA,NA,314.3,NA,10.69,NA,FleaFlicker,0523,DST,2339,Green Bay Packers,NA,5,PHIMon 8:15 PM,0,65%,NA
LAR,0.8,NA,2.6,NA,0.6,1,0.2,21.8,NA,NA,NA,361.5,NA,10.46,NA,FleaFlicker,0528,DST,2356,Los Angeles Rams,NA,8,@SFSun 4:25 PM,0,81%,NA
HOU,0.9,NA,2.6,NA,0.5,0.8,0.2,18.9,NA,NA,NA,297.1,NA,9.93,NA,FleaFlicker,0532,DST,2340,Houston Texans,NA,6,JACSun 1:00 PM,0,80%,NA
LAC,0.6,NA,2.7,NA,0.5,0.7,0.1,21.4,NA,NA,NA,319,NA,9.48,NA,FleaFlicker,0514,DST,2353,Los Angeles Chargers,NA,12,PITSun 8:20 PM,0,69%,NA
NE,0.6,NA,2.3,NA,0.5,0.7,0.1,24.1,NA,NA,NA,343,NA,9.13,NA,FleaFlicker,0504,DST,2346,New England Patriots,NA,14,@TBSun 1:00 PM,0,67%,NA
NYG,0.6,NA,2.5,NA,0.5,0.7,0.1,26,NA,NA,NA,363.6,NA,8.96,NA,FleaFlicker,0517,DST,2348,New York Giants,NA,14,@CHISun 1:00 PM,0,13%,NA
ARI,0.8,NA,2,NA,0.6,1,0.1,25.7,NA,NA,NA,362.6,NA,8.91,NA,FleaFlicker,0519,DST,2328,Arizona Cardinals,NA,8,@SEASun 4:05 PM,0,14%,NA
WAS,0.6,NA,2.4,NA,0.5,0.7,0.1,29,NA,NA,NA,400.6,NA,8.89,NA,FleaFlicker,0520,DST,2359,Washington Commanders,NA,12,DETSun 4:25 PM,0,25%,NA
CAR,0.9,NA,2.1,NA,0.5,0.6,0.2,18,NA,NA,NA,313.9,NA,8.74,NA,FleaFlicker,0527,DST,2332,Carolina Panthers,NA,14,NOSun 1:00 PM,0,16%,NA
ATL,0.7,NA,2.2,NA,0.5,0.8,0.1,28.3,NA,NA,NA,364.5,NA,8.73,NA,FleaFlicker,0526,DST,2329,Atlanta Falcons,NA,5,@INDSun 9:30 AM,0,25%,NA
NO,0.7,NA,2,NA,0.5,0.8,0.1,22.6,NA,NA,NA,303.3,NA,8.68,NA,FleaFlicker,0529,DST,2347,New Orleans Saints,NA,11,@CARSun 1:00 PM,0,13%,NA
JAC,0.8,NA,2.2,NA,0.5,0.7,0.1,19.4,NA,NA,NA,306.8,NA,8.66,NA,FleaFlicker,0509,DST,2342,Jacksonville Jaguars,NA,8,@HOUSun 1:00 PM,0,34%,NA
NYJ,0.6,NA,2.3,NA,0.4,0.7,0.1,19.8,NA,NA,NA,306.4,NA,8.62,NA,FleaFlicker,0505,DST,2349,New York Jets,NA,9,CLESun 1:00 PM,0,16%,NA
PHI,0.7,NA,1.8,NA,0.5,0.9,0.1,23.4,NA,NA,NA,353.1,NA,8.02,NA,FleaFlicker,0518,DST,2351,Philadelphia Eagles,NA,9,@GBMon 8:15 PM,0,75%,NA
IND,0.7,NA,2,NA,0.5,0.7,0.1,19.9,NA,NA,NA,343.6,NA,8.01,NA,FleaFlicker,0502,DST,2341,Indianapolis Colts,NA,11,ATLSun 9:30 AM,0,66%,NA
MIA,0.6,NA,2.1,NA,0.5,0.8,0.1,30.5,NA,NA,NA,385,NA,8,NA,FleaFlicker,0503,DST,2344,Miami Dolphins,NA,12,BUFSun 1:00 PM,0,12%,NA
SF,0.6,NA,1.7,NA,0.5,0.9,0.1,25.6,NA,NA,NA,362.3,NA,7.57,NA,FleaFlicker,0530,DST,2355,San Francisco 49ers,NA,14,LARSun 4:25 PM,0,30%,NA
LV,0.6,NA,1.5,NA,0.5,0.8,0.1,27.2,NA,NA,NA,342.8,NA,7.05,NA,FleaFlicker,0513,DST,2350,Las Vegas Raiders,NA,8,@DENThu 8:15 PM,0,7%,NA
Denver Broncos,0.8,0.06,2.62,NA,0.57,NA,0.17,16.75,NA,NA,NA,NA,NA,6.5,NA,NFL,0511,DST,100009,NA,NA,NA,NA,NA,NA,NA
Seattle Seahawks,0.84,NA,2.73,NA,0.58,NA,0.13,19.25,NA,NA,NA,NA,NA,6.35,NA,NFL,0515,DST,100030,NA,NA,NA,NA,NA,NA,NA
Indianapolis Colts,0.82,NA,2.74,NA,0.55,NA,0.14,19.5,NA,NA,NA,NA,NA,6.32,NA,NFL,0502,DST,100014,NA,NA,NA,NA,NA,NA,NA
Cleveland Browns DEF  View News,0.77,NA,2.8,NA,0.56,NA,0.14,17.5,NA,NA,NA,NA,NA,6.3,NA,NFL,0507,DST,100007,NA,NA,NA,NA,NA,NA,NA
Buffalo Bills DEF  View News,0.73,0.06,2.53,NA,0.56,NA,0.17,20.25,NA,NA,NA,NA,NA,6.25,NA,NFL,0501,DST,100003,NA,NA,NA,NA,NA,NA,NA
Carolina Panthers DEF  View News,0.81,NA,2.82,NA,0.65,NA,0.08,21,NA,NA,NA,NA,NA,6.22,NA,NFL,0527,DST,100004,NA,NA,NA,NA,NA,NA,NA
Houston Texans,0.77,0.05,2.52,NA,0.55,NA,0.16,22.75,NA,NA,NA,NA,NA,6.22,NA,NFL,0532,DST,100013,NA,NA,NA,NA,NA,NA,NA
Baltimore Ravens DEF  View News,0.8,0.05,2.39,NA,0.53,NA,0.16,21.5,NA,NA,NA,NA,NA,6.11,NA,NFL,0531,DST,100002,NA,NA,NA,NA,NA,NA,NA
Los Angeles Rams,0.73,NA,2.73,NA,0.55,NA,0.12,22.75,NA,NA,NA,NA,NA,6.01,NA,NFL,0528,DST,100017,NA,NA,NA,NA,NA,NA,NA
Jacksonville Jaguars DEF  View News,0.81,NA,2.78,NA,0.59,NA,0.07,18,NA,NA,NA,NA,NA,6,NA,NFL,0509,DST,100015,NA,NA,NA,NA,NA,NA,NA
Detroit Lions,0.71,0.05,2.41,NA,0.55,NA,0.16,24,NA,NA,NA,NA,NA,5.99,NA,NFL,0522,DST,100010,NA,NA,NA,NA,NA,NA,NA
Chicago Bears DEF  View News,0.78,NA,2.59,NA,0.52,NA,0.13,22.75,NA,NA,NA,NA,NA,5.97,NA,NFL,0521,DST,100005,NA,NA,NA,NA,NA,NA,NA
Los Angeles Chargers,0.74,NA,2.41,NA,0.49,NA,0.12,21,NA,NA,NA,NA,NA,5.95,NA,NFL,0514,DST,100028,NA,NA,NA,NA,NA,NA,0.06
Green Bay Packers,0.66,NA,2.4,NA,0.51,NA,0.15,21,NA,NA,NA,NA,NA,5.64,NA,NFL,0523,DST,100011,NA,NA,NA,NA,NA,NA,NA
New Orleans Saints DEF  View News,0.69,NA,2.43,NA,0.49,NA,0.07,22.75,NA,NA,NA,NA,NA,5.63,NA,NFL,0529,DST,100022,NA,NA,NA,NA,NA,NA,0.07
Philadelphia Eagles,0.77,0.05,2.17,NA,0.48,NA,0.14,22.75,NA,NA,NA,NA,NA,5.61,NA,NFL,0518,DST,100025,NA,NA,NA,NA,NA,NA,NA
New York Jets DEF  View News,0.69,NA,2.23,NA,0.46,NA,0.11,20,NA,NA,NA,NA,NA,5.55,NA,NFL,0505,DST,100024,NA,NA,NA,NA,NA,NA,0.06
Tampa Bay Buccaneers DEF  View News,0.68,NA,2.4,NA,0.51,NA,0.11,22.75,NA,NA,NA,NA,NA,5.44,NA,NFL,0525,DST,100031,NA,NA,NA,NA,NA,NA,NA
New York Giants DEF  View News,0.65,NA,2.29,NA,0.53,NA,0.12,22.75,NA,NA,NA,NA,NA,5.37,NA,NFL,0517,DST,100023,NA,NA,NA,NA,NA,NA,NA
Pittsburgh Steelers,0.66,0.05,2.12,NA,0.47,NA,0.14,22.75,NA,NA,NA,NA,NA,5.32,NA,NFL,0510,DST,100027,NA,NA,NA,NA,NA,NA,NA
Minnesota Vikings DEF  View News,0.66,0.05,2.12,NA,0.47,NA,0.14,22.75,NA,NA,NA,NA,NA,5.32,NA,NFL,0524,DST,100020,NA,NA,NA,NA,NA,NA,NA
San Francisco 49ers,0.69,NA,2.22,NA,0.48,NA,0.11,25.75,NA,NA,NA,NA,NA,5.22,NA,NFL,0530,DST,100029,NA,NA,NA,NA,NA,NA,NA
New England Patriots DEF  View News,0.66,NA,2.19,NA,0.44,NA,0.11,22.75,NA,NA,NA,NA,NA,5.05,NA,NFL,0504,DST,100021,NA,NA,NA,NA,NA,NA,NA
Washington Commanders,0.66,NA,2.13,NA,0.46,NA,0.1,29.25,NA,NA,NA,NA,NA,4.97,NA,NFL,0520,DST,100032,NA,NA,NA,NA,NA,NA,NA
Arizona Cardinals,0.61,NA,2.03,NA,0.41,NA,0.1,25.25,NA,NA,NA,NA,NA,4.67,NA,NFL,0519,DST,100026,NA,NA,NA,NA,NA,NA,NA
Miami Dolphins DEF  View News,0.56,NA,1.97,NA,0.42,NA,0.09,29.5,NA,NA,NA,NA,NA,4.47,NA,NFL,0503,DST,100019,NA,NA,NA,NA,NA,NA,NA
Atlanta Falcons,0.59,NA,1.99,NA,0.43,NA,0.05,27.75,NA,NA,NA,NA,NA,4.33,NA,NFL,0526,DST,100001,NA,NA,NA,NA,NA,NA,NA
Las Vegas Raiders,0.55,NA,1.86,NA,0.4,NA,0.05,26.5,NA,NA,NA,NA,NA,4.06,NA,NFL,0513,DST,100018,NA,NA,NA,NA,NA,NA,NA
