player,pos,team,games,rush_att,rush_yds,rush_avg,rush_tds,rec_tgt,rec,rec_yds,rec_yds_g,rec_avg,rec_tds,fumbles_lost,site_pts,site_fppg,src_id,data_src,id,dst_int,dst_fum_recvr,dst_sacks,dst_fumbles,dst_tackles,opp,rush_09_tds,rush_1019_tds,rush_2029_tds,rush_3039_tds,rush_4049_tds,rush_50_tds,rec_rz_tgt,rush_50_yds,rush_100_yds,return_yds,scoring_opp,bye,curr_site_pts,draft_rank,misc_tds,misc_yds,pct_owned,site_ci_low,site_ci_high,opp_rank,ranks_ovr,ranks_pos,FanDuel FP,draftkings_site_points,yahoo_site_points,return_tds
Isaiah Davis,RB,NYJ,NA,3.2,11,NA,0.1,NA,0.9,6.8,NA,NA,0,0,2.3,NA,25977,FantasyPros,16752,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cordarrelle Patterson,RB,PIT,NA,2.5,10.1,NA,0.1,NA,0.8,6.1,NA,NA,0,0,2.3,NA,11613,FantasyPros,11225,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Trey Sermon,RB,IND,NA,3.8,13,NA,0.1,NA,0.5,3.6,NA,NA,0,0,2.2,NA,19425,FantasyPros,15257,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Emanuel Wilson,RB,GB,NA,2.8,12.7,NA,0.1,NA,0.4,2.8,NA,NA,0,0,2.2,NA,25885,FantasyPros,16432,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Patrick Taylor Jr.,RB,SF,NA,2.7,9.6,NA,0.1,NA,0.7,5.1,NA,NA,0,0,2,NA,19544,FantasyPros,14817,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Samaje Perine,RB,KC,NA,0.5,3.1,NA,0,NA,1.3,10.4,NA,NA,0.1,0,1.8,NA,16423,FantasyPros,13133,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chris Brooks,RB,GB,NA,1.5,7.8,NA,0.1,NA,0.6,4.4,NA,NA,0,0,1.8,NA,25823,FantasyPros,16387,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Khalil Herbert,RB,CIN,NA,1.3,7.5,NA,0.1,NA,0.4,2.4,NA,NA,0,0,1.5,NA,22763,FantasyPros,15271,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hassan Haskins,RB,LAC,NA,1.3,7.1,NA,0.1,NA,0.4,2.5,NA,NA,0,0,1.5,NA,23798,FantasyPros,15720,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ezekiel Elliott,RB,DAL,NA,2.3,8.4,NA,0.1,NA,0.4,2.7,NA,NA,0,0,1.5,NA,15498,FantasyPros,12625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kyle Juszczyk,RB,SF,NA,0.3,1.3,NA,0,NA,1.1,9.9,NA,NA,0.1,0,1.5,NA,11798,FantasyPros,11367,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tyler Goodson,RB,IND,NA,1.9,6.6,NA,0,NA,0.5,3.2,NA,NA,0,0,1.4,NA,22976,FantasyPros,15730,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dare Ogunbowale,RB,HOU,NA,0.6,2.4,NA,0,NA,1.1,8.6,NA,NA,0,0,1.3,NA,16879,FantasyPros,13148,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DeeJay Dallas,RB,ARI,NA,1.4,6.4,NA,0,NA,0.6,4.1,NA,NA,0,0,1.3,NA,19521,FantasyPros,14815,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sean Tucker,RB,TB,NA,1.1,7.5,NA,0.1,NA,0.2,1.7,NA,NA,0,0,1.3,NA,23679,FantasyPros,16166,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sione Vaki,RB,DET,NA,0.8,4.6,NA,0,NA,0.5,3.9,NA,NA,0,0,1.1,NA,26309,FantasyPros,16678,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Velus Jones Jr.,RB,CAR,NA,0.6,2.7,NA,0,NA,0.7,5.9,NA,NA,0,0,1.1,NA,24214,FantasyPros,15767,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D'Ernest Johnson,RB,JAC,NA,0.7,3.1,NA,0,NA,0.8,5.4,NA,NA,0,0,1.1,NA,19111,FantasyPros,14331,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jermar Jefferson,RB,DET,NA,1.1,4.9,NA,0,NA,0.3,2,NA,NA,0,0,1,NA,20088,FantasyPros,15262,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dameon Pierce,RB,HOU,NA,1,4.4,NA,0,NA,0.4,2.9,NA,NA,0,0,0.9,NA,22947,FantasyPros,15717,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hunter Luepke,RB,DAL,NA,0.6,2.4,NA,0,NA,0.7,4.6,NA,NA,0,0,0.9,NA,25941,FantasyPros,16391,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Michael Burton,RB,DEN,NA,0.5,2.1,NA,0,NA,0.5,3.6,NA,NA,0,0,0.8,NA,14191,FantasyPros,12325,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eric Gray,RB,NYG,NA,0.3,1.7,NA,0,NA,0.5,3.9,NA,NA,0,0,0.8,NA,23075,FantasyPros,16173,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jaylen Wright,RB,MIA,NA,0.3,3.8,NA,0,NA,0.2,1.2,NA,NA,0,0,0.7,NA,25987,FantasyPros,16610,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
JaMycal Hasty,RB,NE,NA,0.5,2.9,NA,0,NA,0.3,2.3,NA,NA,0,0,0.7,NA,19627,FantasyPros,14821,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alec Ingold,RB,MIA,NA,0.6,2.4,NA,0,NA,0.3,2.3,NA,NA,0,0,0.6,NA,18571,FantasyPros,14420,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ke'Shawn Vaughn,RB,SF,NA,0.5,2.2,NA,0,NA,0.2,1.8,NA,NA,0,0,0.6,NA,19351,FantasyPros,14810,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jeff Wilson Jr.,RB,MIA,NA,0.9,3.1,NA,0,NA,0.2,1.1,NA,NA,0,0,0.5,NA,18026,FantasyPros,14017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tucker Fisk,RB,LAC,NA,0,0,NA,0,NA,0.5,3.4,NA,NA,0,0,0.5,NA,24921,FantasyPros,16557,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C.J. Ham,RB,MIN,NA,0.1,0.5,NA,0,NA,0.4,2.9,NA,NA,0,0,0.5,NA,16209,FantasyPros,12923,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ty Chandler,RB,MIN,NA,0.3,2,NA,0,NA,0.1,0.9,NA,NA,0,0,0.4,NA,19471,FantasyPros,15723,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Carson Steele,RB,KC,NA,0,1.7,NA,0,NA,0.2,1.2,NA,NA,0,0,0.4,NA,26372,FantasyPros,16612,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Andrew Beck,RB,HOU,NA,0.1,0.5,NA,0,NA,0.3,1.9,NA,NA,0,0,0.4,NA,18748,FantasyPros,14319,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Israel Abanikanda,RB,SF,NA,0,2.7,NA,0,NA,0.1,0.8,NA,NA,0,0,0.3,NA,24352,FantasyPros,16168,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dylan Laube,RB,LV,NA,0,1.6,NA,0,NA,0.2,1.1,NA,NA,0,0,0.3,NA,26194,FantasyPros,16613,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
George Holani,RB,SEA,NA,0.3,1.8,NA,0,NA,0.1,0.8,NA,NA,0,0,0.3,NA,22915,FantasyPros,16608,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Deuce Vaughn,RB,DAL,NA,0,1.3,NA,0,NA,0.1,0.6,NA,NA,0,0,0.2,NA,22984,FantasyPros,16176,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Adam Prentice,RB,NO,NA,0,0,NA,0,NA,0.2,1.6,NA,NA,0,0,0.2,NA,23451,FantasyPros,15650,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Patrick Ricard,RB,BAL,NA,0,0,NA,0,NA,0.2,1.4,NA,NA,0,0,0.2,NA,17145,FantasyPros,13455,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Keilan Robinson,RB,JAC,NA,0,1.1,NA,0,NA,0.1,0.5,NA,NA,0,0,0.2,NA,22896,FantasyPros,16748,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tyler Badie,RB,DEN,NA,0.5,0.4,NA,0,NA,0,0.1,NA,NA,0,0,0.1,NA,23812,FantasyPros,15718,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ronnie Rivers,RB,LAR,NA,0,0.2,NA,0,NA,0,0.3,NA,NA,0,0,0.1,NA,23986,FantasyPros,15726,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Gibbs, Jahmyr",RB,DET,NA,15,81,NA,0.9,4.6,3.4,32,NA,NA,0.2,0.1,17.8,NA,NA,FantasySharks,16162,NA,NA,NA,NA,NA,@SFO,0.6,0.2,0.1,0,0,0.1,0.9,0.1,0.1,0,2.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Barkley, Saquon",RB,PHI,NA,19.5,106,NA,0.7,2.7,1.9,17,NA,NA,0.1,0.1,17.7,NA,NA,FantasySharks,13604,NA,NA,NA,NA,NA,DAL,0.3,0.1,0.1,0.1,0,0.2,0.5,0.1,0,0,2.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Taylor, Jonathan",RB,IND,NA,22.2,102,NA,0.7,2.9,1.9,13,NA,NA,0.1,0.1,16.4,NA,NA,FantasySharks,14802,NA,NA,NA,NA,NA,@NYG,0.5,0,0,0,0,0.2,0.3,0.1,0,1,2.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Williams, Kyren",RB,LAR,NA,21.1,92,NA,0.9,2.9,2.1,12,NA,NA,0.1,0.2,16,NA,NA,FantasySharks,15710,NA,NA,NA,NA,NA,ARI,0.8,0.1,0,0,0,0,0.8,0.1,0,0,2.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Robinson, Bijan",RB,ATL,NA,17.3,79,NA,0.6,5,3.8,29,NA,NA,0.1,0,15.3,NA,NA,FantasySharks,16161,NA,NA,NA,NA,NA,@WAS,0.4,0.1,0,0,0,0,0.7,0.1,0.1,0,1.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Henry, Derrick",RB,BAL,NA,16.9,93,NA,0.7,1.4,1,11,NA,NA,0.1,0.1,15,NA,NA,FantasySharks,12626,NA,NA,NA,NA,NA,@HOU,0.6,0,0.1,0,0,0,0.2,0,0,1,1.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mixon, Joe",RB,HOU,NA,17.2,69,NA,0.7,4.1,2.9,24,NA,NA,0.1,0,14.5,NA,NA,FantasySharks,13131,NA,NA,NA,NA,NA,BAL,0.6,0.1,0.1,0,0.1,0,0.5,0.1,0.1,0,2.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Jacobs, Josh",RB,GBP,NA,16.5,71,NA,0.8,2.8,2.3,22,NA,NA,0.1,0.1,14.1,NA,NA,FantasySharks,14073,NA,NA,NA,NA,NA,@MIN,0.7,0,0,0.1,0,0,0.3,0.1,0,0,2.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cook, James",RB,BUF,NA,13.2,67,NA,0.7,2.8,2.3,21,NA,NA,0.2,0,14.1,NA,NA,FantasySharks,15715,NA,NA,NA,NA,NA,NYJ,0.4,0,0,0,0.2,0.1,0.4,0.1,0,0,1.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brown, Chase",RB,CIN,NA,15.2,63,NA,0.5,4.7,3.7,27,NA,NA,0.3,0.1,13.7,NA,NA,FantasySharks,16181,NA,NA,NA,NA,NA,DEN,0.4,0,0,0.1,0,0,1,0.1,0.1,3,2.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Achane, De'Von",RB,MIA,NA,12.2,53,NA,0.4,5.7,4.7,35,NA,NA,0.4,0,13.6,NA,NA,FantasySharks,16167,NA,NA,NA,NA,NA,@CLE,0.3,0,0,0,0,0.1,0.8,0.1,0.1,1,2.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Conner, James",RB,ARI,NA,15.1,73,NA,0.5,3.5,2.9,24,NA,NA,0.1,0,13.4,NA,NA,FantasySharks,13146,NA,NA,NA,NA,NA,@LAR,0.5,0,0,0,0,0,0.4,0.1,0.1,0,1.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Charbonnet, Zach",RB,SEA,NA,12.1,52,NA,0.8,4.8,3.7,28,NA,NA,0.1,0,13.4,NA,NA,FantasySharks,16169,NA,NA,NA,NA,NA,@CHI,0.5,0.1,0.2,0,0,0.1,0.4,0.1,0.1,0,2.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Irving, Bucky",RB,TBB,NA,13.7,72,NA,0.5,3.6,3.5,27,NA,NA,0,0,13.3,NA,NA,FantasySharks,16598,NA,NA,NA,NA,NA,CAR,0.5,0.1,0,0,0,0,0.5,0.1,0.1,10,2.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hall, Breece",RB,NYJ,NA,13.9,61,NA,0.4,5.6,4.1,34,NA,NA,0.2,0.1,12.8,NA,NA,FantasySharks,15708,NA,NA,NA,NA,NA,@BUF,0.2,0.1,0,0,0,0,0.7,0.1,0.1,0,1.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"White, Rachaad",RB,TBB,NA,11.9,52,NA,0.3,4.3,3.6,28,NA,NA,0.4,0.2,11.8,NA,NA,FantasySharks,15721,NA,NA,NA,NA,NA,CAR,0.3,0,0,0,0,0,0.7,0.1,0.1,1,1.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Jones, Aaron",RB,MIN,NA,15.9,71,NA,0.3,3.4,2.7,21,NA,NA,0.1,0.2,11.4,NA,NA,FantasySharks,13319,NA,NA,NA,NA,NA,GBP,0.2,0.1,0,0.1,0,0,0.9,0.1,0,0,1.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Spears, Tyjae",RB,TEN,NA,9,38,NA,0.5,4.3,3.1,30,NA,NA,0.1,0.1,10.6,NA,NA,FantasySharks,16165,NA,NA,NA,NA,NA,@JAC,0.3,0.2,0,0,0,0,0.5,0.1,0.1,10,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ford, Jerome",RB,CLE,NA,11,55,NA,0.5,3,2.5,18,NA,NA,0.1,0,10.5,NA,NA,FantasySharks,15713,NA,NA,NA,NA,NA,MIA,0.4,0,0,0,0,0.1,0.2,0.1,0,24,0.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dobbins, J.K.",RB,LAC,NA,12.1,54,NA,0.7,3.1,2.2,11,NA,NA,0,0,10.3,NA,NA,FantasySharks,14800,NA,NA,NA,NA,NA,@NEP,0.5,0.1,0.1,0,0,0,0.3,0,0,0,1.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Stevenson, Rhamondre",RB,NEP,NA,15.1,58,NA,0.4,3.7,2.8,17,NA,NA,0.1,0.2,10.2,NA,NA,FantasySharks,15259,NA,NA,NA,NA,NA,LAC,0.3,0.1,0,0,0,0,0.6,0.1,0,0,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Robinson, Brian",RB,WAS,NA,12.2,51,NA,0.5,2.2,1.8,16,NA,NA,0.1,0.2,10,NA,NA,FantasySharks,15716,NA,NA,NA,NA,NA,ATL,0.4,0,0,0,0.1,0,0.2,0.1,0,6,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Etienne, Travis",RB,JAC,NA,14,53,NA,0.4,4.4,3.4,23,NA,NA,0,0,9.9,NA,NA,FantasySharks,15253,NA,NA,NA,NA,NA,TEN,0.3,0,0.1,0,0,0,0.3,0.1,0.1,0,0.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pacheco, Isiah",RB,KCC,NA,15.6,59,NA,0.4,3.3,2.5,15,NA,NA,0.1,0.1,9.8,NA,NA,FantasySharks,15749,NA,NA,NA,NA,NA,@PIT,0.3,0,0,0,0,0,0.6,0.1,0,0,1.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Blackshear, Raheem",RB,CAR,NA,12.1,53,NA,0.5,3.3,2.5,11,NA,NA,0,0.1,9.6,NA,NA,FantasySharks,15973,NA,NA,NA,NA,NA,@TBB,0.4,0,0.1,0,0,0,0.6,0.1,0,3,1.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tracy, Tyrone",RB,NYG,NA,10,44,NA,0.5,4.1,2.7,21,NA,NA,0.1,0.2,9.6,NA,NA,FantasySharks,16747,NA,NA,NA,NA,NA,IND,0.3,0,0,0.1,0.1,0,0.3,0.1,0,1,1.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Harris, Najee",RB,PIT,NA,14.4,58,NA,0.4,2.3,1.7,14,NA,NA,0,0,9.5,NA,NA,FantasySharks,15254,NA,NA,NA,NA,NA,KCC,0.3,0.1,0,0,0,0,0.2,0.1,0,0,1.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dowdle, Rico",RB,DAL,NA,13,62,NA,0.2,2.7,2.1,13,NA,NA,0.1,0.1,9.2,NA,NA,FantasySharks,14823,NA,NA,NA,NA,NA,@PHI,0.2,0,0,0,0,0,0.3,0.1,0,0,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Swift, D'Andre",RB,CHI,NA,14,54,NA,0.3,2.6,2.1,19,NA,NA,0,0,9,NA,NA,FantasySharks,14797,NA,NA,NA,NA,NA,SEA,0.1,0,0,0.1,0,0.1,0,0.1,0,0,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hunt, Kareem",RB,KCC,NA,12.7,46,NA,0.4,2.8,1.8,14,NA,NA,0,0,8.2,NA,NA,FantasySharks,13138,NA,NA,NA,NA,NA,@PIT,0.4,0,0,0,0,0,0.7,0.1,0,0,1.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mattison, Alexander",RB,LVR,NA,11.2,41,NA,0.2,3.7,2.6,21,NA,NA,0.1,0.1,8,NA,NA,FantasySharks,14223,NA,NA,NA,NA,NA,@NOS,0.2,0,0,0,0,0,0.2,0.1,0,0,1.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Williams, Javonte",RB,DEN,NA,11,40,NA,0.3,4.7,3.4,20,NA,NA,0.1,0.1,7.8,NA,NA,FantasySharks,15256,NA,NA,NA,NA,NA,@CIN,0.2,0.1,0,0,0,0,0.3,0.1,0,0,1.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mason, Jordan",RB,SFO,NA,9.3,46,NA,0.3,1.7,1.4,13,NA,NA,0,0.2,7.3,NA,NA,FantasySharks,15972,NA,NA,NA,NA,NA,DET,0.2,0,0,0,0,0,0.2,0.1,0,0,1.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Singletary, Devin",RB,NYG,NA,10,41,NA,0.3,2,1.5,10,NA,NA,0,0.1,6.7,NA,NA,FantasySharks,14080,NA,NA,NA,NA,NA,IND,0.3,0,0,0,0,0,0.1,0,0,1,0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Reynolds, Craig",RB,DET,NA,7,31,NA,0.3,2.2,1.7,17,NA,NA,0.1,0.2,6.7,NA,NA,FantasySharks,14727,NA,NA,NA,NA,NA,@SFO,0.2,0,0,0,0,0,0.3,0.1,0.1,3,1.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bigsby, Tank",RB,JAC,NA,10,41,NA,0.4,0.8,0.4,3,NA,NA,0,0.1,6.5,NA,NA,FantasySharks,16164,NA,NA,NA,NA,NA,TEN,0.3,0,0,0,0,0,0,0,0,14,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Warren, Jaylen",RB,PIT,NA,8.2,37,NA,0.1,3.5,2.7,20,NA,NA,0,0.1,6.4,NA,NA,FantasySharks,15742,NA,NA,NA,NA,NA,KCC,0.1,0.1,0,0,0,0,0.4,0.1,0,9,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Allgeier, Tyler",RB,ATL,NA,10.1,41,NA,0.2,0.9,0.8,7,NA,NA,0,0,6.3,NA,NA,FantasySharks,15712,NA,NA,NA,NA,NA,@WAS,0.2,0,0,0,0,0,0.1,0,0,0,0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
