player,pos,team,games,rush_att,rush_yds,rush_avg,rush_tds,rec_tgt,rec,rec_yds,rec_yds_g,rec_avg,rec_tds,fumbles_lost,site_pts,site_fppg,src_id,data_src,id,opp,rush_09_tds,rush_1019_tds,rush_2029_tds,rush_3039_tds,rush_4049_tds,rush_50_tds,rec_rz_tgt,rush_50_yds,rush_100_yds,return_yds,scoring_opp,bye,draft_rank,misc_tds,misc_yds,pct_owned,site_ci_low,site_ci_high,opp_rank,ranks_ovr,ranks_pos,FanDuel FP,fanduel_salary,fanduel_value,draftkings_site_points,draftkings_salary,draftkings_value,yahoo_site_points,yahoo_salary,yahoo_value,return_tds
"Dallas, DeeJay",RB,ARI,NA,0.2,1,NA,0,0.2,0.2,0,NA,NA,0,0,0.1,NA,NA,FantasySharks,14815,WAS,0,0,0,0,0,0,0,0,0,51,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Prentice, Adam",RB,NOS,NA,0.2,0,NA,0,0.2,0.2,1,NA,NA,0,0,0.1,NA,NA,FantasySharks,15650,@ATL,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Blasingame, Khari",RB,CHI,NA,0.1,0,NA,0,0.5,0.1,0,NA,NA,0,0,0.1,NA,NA,FantasySharks,14552,LAR,0,0,0,0,0,0,0.1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Laube, Dylan",RB,LVR,NA,0.2,1,NA,0,0.1,0,0,NA,NA,0,0,0.1,NA,NA,FantasySharks,16613,CLE,0,0,0,0,0,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Saquon Barkley,RB,PHI,NA,20.5,88.3,NA,0.7,3.1,3.1,22,NA,NA,0.1,0.1,15.57,NA,13778,FleaFlicker,13604,@TBSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,RB1,0.8,110.3,99%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kyren Williams,RB,LAR,NA,20.8,83.4,NA,0.7,2.6,2.6,19.7,NA,NA,0.1,0.1,14.59,NA,17004,FleaFlicker,15710,@CHISun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,RB9,0.8,103.1,98%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Breece Hall,RB,NYJ,NA,15.9,73.6,NA,0.5,4.4,4.4,32.1,NA,NA,0.2,0.1,14.51,NA,16834,FleaFlicker,15708,DENSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,RB2,0.7,105.8,98%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jordan Mason,RB,SF,NA,20.6,87,NA,0.8,1.6,1.6,10.7,NA,NA,0.1,0.1,14.49,NA,17167,FleaFlicker,15972,NESun 4:05 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,RB14,0.8,97.8,90%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alvin Kamara,RB,NO,NA,18,74.9,NA,0.5,3.8,3.8,29.3,NA,NA,0.2,0.1,14.36,NA,12965,FleaFlicker,13132,@ATLSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,RB12,0.7,104.2,98%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bijan Robinson,RB,ATL,NA,17.5,75.8,NA,0.5,3.7,3.7,30.1,NA,NA,0.2,0.1,14.34,NA,17603,FleaFlicker,16161,NOSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,RB3,0.7,105.9,98%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jonathan Taylor,RB,IND,NA,19.9,86.6,NA,0.6,1.9,1.9,14.5,NA,NA,0.1,0.1,13.89,NA,15604,FleaFlicker,14802,PITSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,RB4,0.7,101,99%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
De'Von Achane,RB,MIA,NA,16.4,70.5,NA,0.5,3.6,3.6,27,NA,NA,0.2,0.1,13.53,NA,17617,FleaFlicker,16167,TENMon 7:30 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,RB8,0.7,97.5,97%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Derrick Henry,RB,BAL,NA,17.1,74.9,NA,0.7,1.2,1.2,10.6,NA,NA,0.1,0.1,12.99,NA,12042,FleaFlicker,12626,BUFSun 8:20 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,RB6,0.8,85.5,99%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
James Conner,RB,ARI,NA,15.7,71,NA,0.6,2.2,2.2,15.8,NA,NA,0.1,0.1,12.76,NA,12951,FleaFlicker,13146,WASSun 4:05 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,RB13,0.7,86.8,97%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Josh Jacobs,RB,GB,NA,17.9,73,NA,0.5,2.4,2.4,16.4,NA,NA,0.1,0.1,12.36,NA,14673,FleaFlicker,14073,MINSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,RB10,0.6,89.4,98%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aaron Jones,RB,MIN,NA,14.4,64,NA,0.4,3.4,3.4,24.2,NA,NA,0.1,0.1,12.07,NA,13111,FleaFlicker,13319,@GBSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,RB20,0.6,88.2,97%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jahmyr Gibbs,RB,DET,NA,12.2,58.4,NA,0.5,3.5,3.5,23.6,NA,NA,0.2,0.1,11.98,NA,17612,FleaFlicker,16162,SEAMon 8:15 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,RB5,0.7,82.1,98%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brian Robinson,RB,WAS,NA,16,65.8,NA,0.5,2.4,2.4,18.1,NA,NA,0.1,0.1,11.73,NA,16875,FleaFlicker,15716,@ARISun 4:05 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,RB19,0.6,83.9,95%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
James Cook,RB,BUF,NA,14.5,64.1,NA,0.4,2.9,2.9,23.1,NA,NA,0.1,0.1,11.71,NA,16839,FleaFlicker,15715,@BALSun 8:20 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,RB7,0.5,87.3,98%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
David Montgomery,RB,DET,NA,15,63.5,NA,0.6,1.7,1.7,11.2,NA,NA,0.1,0.1,11.25,NA,14716,FleaFlicker,14071,SEAMon 8:15 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,RB17,0.7,74.7,98%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Travis Etienne,RB,JAC,NA,14.1,59.1,NA,0.4,2.9,2.9,22.4,NA,NA,0.1,0.1,11.07,NA,16241,FleaFlicker,15253,@HOUSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,RB16,0.5,81.5,98%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Zack Moss,RB,CIN,NA,14.7,60.6,NA,0.5,2.5,2.5,16.8,NA,NA,0.1,0,11.04,NA,15548,FleaFlicker,14798,@CARSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,RB26,0.6,77.4,93%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Devin Singletary,RB,NYG,NA,15,64.2,NA,0.4,2.5,2.5,17.6,NA,NA,0.1,0.1,11.03,NA,14736,FleaFlicker,14080,DALThu 8:15 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,RB24,0.5,81.7,93%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rhamondre Stevenson,RB,NE,NA,14.9,63.8,NA,0.4,2.7,2.7,19.2,NA,NA,0.1,0.1,11,NA,16339,FleaFlicker,15259,@SFSun 4:05 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,RB22,0.5,83,96%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
J.K. Dobbins,RB,LAC,NA,14.7,67.1,NA,0.4,2.1,2.1,14,NA,NA,0.1,0.1,10.83,NA,15555,FleaFlicker,14800,KCSun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,RB21,0.5,81,93%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tony Pollard,RB,TEN,NA,14.9,63.4,NA,0.3,2.6,2.6,19.1,NA,NA,0.1,0.1,10.73,NA,14759,FleaFlicker,14085,@MIAMon 7:30 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,RB23,0.4,82.5,96%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chuba Hubbard,RB,CAR,NA,15.3,61.4,NA,0.4,2.6,2.6,18.8,NA,NA,0.1,0.1,10.7,NA,16361,FleaFlicker,15261,CINSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,RB28,0.5,80.2,88%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Najee Harris,RB,PIT,NA,16.2,63.8,NA,0.4,1.6,1.6,10.9,NA,NA,0.1,0.1,10.41,NA,16246,FleaFlicker,15254,@INDSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,RB25,0.5,74.7,96%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jerome Ford,RB,CLE,NA,13.3,54.9,NA,0.3,2.4,2.4,16.2,NA,NA,0.1,0.1,9.39,NA,16974,FleaFlicker,15713,@LVSun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,RB27,0.4,71.1,91%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rachaad White,RB,TB,NA,11.3,40.3,NA,0.2,3.2,3.2,25.1,NA,NA,0.1,0.1,8.72,NA,16882,FleaFlicker,15721,PHISun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,RB29,0.4,65.4,95%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kenneth Walker,RB,SEA,NA,10,46.5,NA,0.4,1.6,1.6,11.7,NA,NA,0.1,0.1,8.54,NA,16890,FleaFlicker,15711,@DETMon 8:15 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,RB15,0.5,58.2,97%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Zach Charbonnet,RB,SEA,NA,11.2,42.5,NA,0.3,2.3,2.3,17.2,NA,NA,0.1,0.1,8.39,NA,17667,FleaFlicker,16169,@DETMon 8:15 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,RB30,0.4,59.8,90%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Carson Steele,RB,KC,NA,13.2,52.9,NA,0.3,1.1,1.1,8.1,NA,NA,0,0,8.24,NA,18932,FleaFlicker,16612,@LACSun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,RB34,0.4,61,63%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D'Andre Swift,RB,CHI,NA,12.2,48.6,NA,0.3,1.7,1.7,13.7,NA,NA,0.1,0.1,7.95,NA,15601,FleaFlicker,14797,LARSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,RB35,0.3,62.3,93%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rico Dowdle,RB,DAL,NA,10.4,41.3,NA,0.2,2.1,2.1,15.8,NA,NA,0.1,0,7.65,NA,15904,FleaFlicker,14823,@NYGThu 8:15 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,RB36,0.3,57.1,72%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Zamir White,RB,LV,NA,13.4,50.7,NA,0.3,1.1,1.1,8.2,NA,NA,0,0.1,7.63,NA,16918,FleaFlicker,15714,CLESun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,RB47,0.3,59,87%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Javonte Williams,RB,DEN,NA,10.1,39.5,NA,0.2,2.6,2.6,17.6,NA,NA,0.1,0.1,7.29,NA,16282,FleaFlicker,15256,@NYJSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,RB33,0.3,57.2,87%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bucky Irving,RB,TB,NA,10.5,43.1,NA,0.2,1.6,1.6,11.6,NA,NA,0,0.1,6.89,NA,18479,FleaFlicker,16598,PHISun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,RB38,0.3,54.6,64%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cam Akers,RB,HOU,NA,11.7,40.5,NA,0.3,1,1,8.6,NA,NA,0,0,6.83,NA,15563,FleaFlicker,14799,JACSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,RB51,0.3,49.1,47%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dameon Pierce,RB,HOU,NA,12.4,38.3,NA,0.3,1.2,1.2,9,NA,NA,0.1,0.1,6.61,NA,16914,FleaFlicker,15717,JACSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,RB72,0.3,47.3,33%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ezekiel Elliott,RB,DAL,NA,9.5,33.4,NA,0.2,1.7,1.7,12.3,NA,NA,0.1,0,6.59,NA,12025,FleaFlicker,12625,@NYGThu 8:15 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,RB52,0.3,45.8,82%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tyjae Spears,RB,TEN,NA,7,28.3,NA,0.1,2.5,2.5,20.5,NA,NA,0.1,0,6.12,NA,17624,FleaFlicker,16165,@MIAMon 7:30 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,RB44,0.2,48.8,78%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Braelon Allen,RB,NYJ,NA,8.5,35.3,NA,0.2,1.7,1.7,10.8,NA,NA,0.1,0,6.07,NA,18456,FleaFlicker,16596,DENSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,RB40,0.2,46,64%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Joe Mixon,RB,HOU,NA,0,30.9,NA,0.2,1.5,1.5,10.8,NA,NA,0,0,5.67,NA,12975,FleaFlicker,13131,JACSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,RB11,0.3,41.7,98%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ty Chandler,RB,MIN,NA,7.3,30.8,NA,0.2,1.6,1.6,10.7,NA,NA,0.1,0.1,5.61,NA,17020,FleaFlicker,15723,@GBSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,RB41,0.3,41.5,69%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alexander Mattison,RB,LV,NA,7.6,26.8,NA,0.1,2.1,2.1,14.1,NA,NA,0.1,0.1,5.43,NA,14700,FleaFlicker,14223,CLESun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,RB50,0.2,40.9,58%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Samaje Perine,RB,KC,NA,5.5,22.5,NA,0.1,2.4,2.4,17.8,NA,NA,0.1,0,5.42,NA,13011,FleaFlicker,13133,@LACSun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,RB49,0.2,40.3,43%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Raheem Mostert,RB,MIA,NA,5.7,32.2,NA,0.2,0.9,0.9,6.4,NA,NA,0,0.1,5.32,NA,11455,FleaFlicker,12447,TENMon 7:30 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,RB48,0.3,38.6,89%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Antonio Gibson,RB,NE,NA,7.5,29.1,NA,0.2,1.5,1.5,11.7,NA,NA,0,0.1,5.21,NA,15591,FleaFlicker,14852,@SFSun 4:05 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,RB55,0.2,40.7,62%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gus Edwards,RB,LAC,NA,8.4,33.8,NA,0.2,0.5,0.5,3.5,NA,NA,0,0,5.15,NA,14191,FleaFlicker,13850,KCSun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,RB45,0.2,37.4,78%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chase Brown,RB,CIN,NA,6.2,25.3,NA,0.2,1.6,1.6,12.5,NA,NA,0.1,0,5.12,NA,17756,FleaFlicker,16181,@CARSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,RB39,0.2,37.8,75%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Roschon Johnson,RB,CHI,NA,7.5,27.6,NA,0.2,1.6,1.6,11.1,NA,NA,0,0.1,5.01,NA,17716,FleaFlicker,16175,LARSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,RB63,0.2,38.7,39%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cordarrelle Patterson,RB,PIT,NA,6.5,25.4,NA,0.2,1.3,1.3,10.6,NA,NA,0.1,0,4.95,NA,9317,FleaFlicker,11225,@INDSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,RB69,0.2,36,19%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tyler Allgeier,RB,ATL,NA,7,30.4,NA,0.2,0.7,0.7,5.5,NA,NA,0,0,4.83,NA,16993,FleaFlicker,15712,NOSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,RB43,0.2,35.9,66%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Miles Sanders,RB,CAR,NA,6.8,28.7,NA,0.2,1.4,1.4,9.2,NA,NA,0,0.1,4.74,NA,14745,FleaFlicker,14079,CINSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,RB73,0.2,37.9,34%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jaleel McLaughlin,RB,DEN,NA,6.5,26,NA,0.1,1.6,1.6,10.1,NA,NA,0.1,0,4.73,NA,18238,FleaFlicker,16390,@NYJSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,RB54,0.2,36.1,60%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Emanuel Wilson,RB,GB,NA,6.1,25.5,NA,0.2,1.1,1.1,8.3,NA,NA,0,0,4.66,NA,18234,FleaFlicker,16432,MINSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,RB64,0.2,33.8,34%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jamaal Williams,RB,NO,NA,6.8,24.5,NA,0.2,1,1,6,NA,NA,0,0,4.2,NA,13040,FleaFlicker,13139,@ATLSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,RB65,0.2,30.5,36%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Justice Hill,RB,BAL,NA,3.3,13,NA,0.1,2.3,2.3,16.8,NA,NA,0.1,0,3.96,NA,14767,FleaFlicker,14086,BUFSun 8:20 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,RB61,0.2,29.8,38%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D'Onta Foreman,RB,CLE,NA,7.5,27.1,NA,0.1,0.4,0.4,3,NA,NA,0,0,3.93,NA,12987,FleaFlicker,13134,@LVSun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,RB56,0.2,30,33%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tank Bigsby,RB,JAC,NA,6.3,23.9,NA,0.2,0.5,0.5,3.7,NA,NA,0,0,3.86,NA,17625,FleaFlicker,16164,@HOUSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,RB60,0.2,27.6,40%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ray Davis,RB,BUF,NA,5.1,19.4,NA,0.1,0.9,0.9,6.4,NA,NA,0,0,3.64,NA,18460,FleaFlicker,16603,@BALSun 8:20 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,RB53,0.2,25.9,46%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Trey Benson,RB,ARI,NA,5.2,19.6,NA,0.1,0.7,0.7,4.8,NA,NA,0,0,3.4,NA,18442,FleaFlicker,16594,WASSun 4:05 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,RB62,0.2,24.4,69%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Isaac Guerendo,RB,SF,NA,5.2,18.6,NA,0.2,0.5,0.5,3.6,NA,NA,0,0,3.28,NA,18482,FleaFlicker,16688,NESun 4:05 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,RB74,0.2,22.2,26%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tyrone Tracy,RB,NYG,NA,3.7,14,NA,0.1,1.2,1.2,8.6,NA,NA,0.1,0,3.14,NA,18534,FleaFlicker,16747,DALThu 8:15 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,RB66,0.1,22.6,33%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jeremy McNichols,RB,WAS,NA,3.5,12.9,NA,0.1,1.3,1.3,9.7,NA,NA,0.1,0,3.08,NA,12999,FleaFlicker,13143,@ARISun 4:05 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,0.1,22.6,1%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kareem Hunt,RB,KC,NA,2.6,12.7,NA,0.1,0.7,0.7,4.7,NA,NA,0,0,2.62,NA,12934,FleaFlicker,13138,@LACSun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,RB78,0.1,17.4,43%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jaylen Warren,RB,PIT,NA,1.5,11.4,NA,0.1,0.9,0.9,6.6,NA,NA,0,0,2.36,NA,17137,FleaFlicker,15742,@INDSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,RB46,0.1,18,80%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Deuce Vaughn,RB,DAL,NA,2.7,12.2,NA,0.1,0.6,0.6,4.3,NA,NA,0,0,2.23,NA,17759,FleaFlicker,16176,@NYGThu 8:15 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,RB99,0.1,16.5,14%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Khalil Herbert,RB,CHI,NA,2.7,12.3,NA,0.1,0.5,0.5,3.4,NA,NA,0,0,2.11,NA,16552,FleaFlicker,15271,LARSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,RB58,0.1,15.7,46%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ty Johnson,RB,BUF,NA,1,4.4,NA,0,1.3,1.3,10.7,NA,NA,0.1,0,2.09,NA,14842,FleaFlicker,14095,@BALSun 8:20 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,RB75,0.1,15.1,9%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pierre Strong,RB,CLE,NA,1.6,8.8,NA,0.1,0.9,0.9,6,NA,NA,0,0,2.06,NA,16909,FleaFlicker,15733,@LVSun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,RB83,0.1,14.8,13%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tyler Badie,RB,DEN,NA,3.4,13.7,NA,0.1,0.3,0.3,2.1,NA,NA,0,0,2.04,NA,16972,FleaFlicker,15718,@NYJSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,0.1,15.8,12%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kyle Juszczyk,RB,SF,NA,0.5,2.1,NA,0,1.5,1.5,12,NA,NA,0.1,0,1.99,NA,9410,FleaFlicker,11367,NESun 4:05 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,0.1,14.1,6%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
