player,pos,team,games,rec_tgt,rec,rec_yds,rec_yds_g,rec_avg,rec_tds,fumbles_lost,site_pts,site_fppg,src_id,data_src,id,rush_att,rush_yds,pass_att,pass_comp,pass_yds,pass_tds,pass_int,rush_tds,opp,rec_rz_tgt,rec_09_tds,rec_1019_tds,rec_2029_tds,rec_3039_tds,rec_4049_tds,rec_50_tds,return_yds,scoring_opp,bye,draft_rank,misc_tds,misc_yds,pct_owned,site_ci_low,site_ci_high,opp_rank,ranks_ovr,ranks_pos,FanDuel FP,fanduel_salary,fanduel_value,draftkings_site_points,draftkings_salary,draftkings_value,yahoo_site_points,yahoo_salary,yahoo_value
"Mallory, Will",TE,IND,NA,1.8,0.8,8,NA,NA,0,0,0.9,NA,NA,FantasySharks,16220,NA,0,NA,NA,NA,NA,NA,0,@NEP,0.1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Everett, Gerald",TE,CHI,NA,1.8,1.1,7,NA,NA,0,0,0.9,NA,NA,FantasySharks,13236,NA,0,NA,NA,NA,NA,NA,0,@DET,0.2,0,0,0,0,0,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Woerner, Charlie",TE,ATL,NA,1.3,0.7,7,NA,NA,0,0,0.8,NA,NA,FantasySharks,14984,NA,0,NA,NA,NA,NA,NA,0,LAC,0.1,0,0,0,0,0,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hill, Julian",TE,MIA,NA,1.6,1,8,NA,NA,0,0,0.8,NA,NA,FantasySharks,16425,NA,0,NA,NA,NA,NA,NA,0,@GBP,0.3,0,0,0,0,0,0,0,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pruitt, MyCole",TE,PIT,NA,1.3,0.8,8,NA,NA,0,0,0.8,NA,NA,FantasySharks,12309,NA,0,NA,NA,NA,NA,NA,0,@CIN,0.1,0,0,0,0,0,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Holker, Dallin",TE,NOS,NA,0.9,0.7,6,NA,NA,0,0,0.7,NA,NA,FantasySharks,16807,NA,1,NA,NA,NA,NA,NA,0,LAR,0.1,0,0,0,0,0,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Quitoriano, Teagan",TE,HOU,NA,0.5,0.3,3,NA,NA,0,0,0.5,NA,NA,FantasySharks,15905,NA,0,NA,NA,NA,NA,NA,0,@JAC,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Saubert, Eric",TE,SFO,NA,0.8,0.4,5,NA,NA,0,0,0.5,NA,NA,FantasySharks,13315,NA,0,NA,NA,NA,NA,NA,0,@BUF,0.1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dwelley, Ross",TE,ATL,NA,1,0.6,5,NA,NA,0,0,0.5,NA,NA,FantasySharks,13988,NA,0,NA,NA,NA,NA,NA,0,LAC,0.2,0,0,0,0,0,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bryant, Harrison",TE,LVR,NA,1,0.4,3,NA,NA,0,0,0.4,NA,NA,FantasySharks,14875,NA,0,NA,NA,NA,NA,NA,0,@KCC,0.1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hendershot, Peyton",TE,KCC,NA,0.9,0.6,5,NA,NA,0,0,0.4,NA,NA,FantasySharks,16000,NA,0,NA,NA,NA,NA,NA,0,LVR,0.3,0,0,0,0,0,0,0,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dulcich, Greg",TE,DEN,NA,1.2,0.5,3,NA,NA,0,0,0.3,NA,NA,FantasySharks,15797,NA,0,NA,NA,NA,NA,NA,0,CLE,0.1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Reiman, Tip",TE,ARI,NA,0.8,0.6,3,NA,NA,0,0,0.3,NA,NA,FantasySharks,16706,NA,0,NA,NA,NA,NA,NA,0,@MIN,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Stoll, Jack",TE,MIA,NA,0.4,0.3,2,NA,NA,0,0,0.2,NA,NA,FantasySharks,15541,NA,0,NA,NA,NA,NA,NA,0,@GBP,0.1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bell, Jaheim",TE,NEP,NA,0.8,0.4,1,NA,NA,0,0,0.1,NA,NA,FantasySharks,16646,NA,0,NA,NA,NA,NA,NA,0,IND,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Fortson, Jody",TE,KCC,NA,0.7,0.3,2,NA,NA,0,0,0.1,NA,NA,FantasySharks,15070,NA,0,NA,NA,NA,NA,NA,0,LVR,0.2,0,0,0,0,0,0,0,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"McLachlan, Tanner",TE,CIN,NA,0.6,0.2,1,NA,NA,0,0,0.1,NA,NA,FantasySharks,16765,NA,0,NA,NA,NA,NA,NA,0,PIT,0.2,0,0,0,0,0,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tonyan, Robert",TE,MIN,NA,0.3,0.1,1,NA,NA,0,0,0.1,NA,NA,FantasySharks,13427,NA,0,NA,NA,NA,NA,NA,0,ARI,0.1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Deguara, Josiah",TE,JAC,NA,0.1,0.1,1,NA,NA,0,0,0.1,NA,NA,FantasySharks,14876,NA,0,NA,NA,NA,NA,NA,0,HOU,0.1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Travis Kelce,TE,KC,NA,6.2,6.2,59.7,NA,NA,0.5,0.1,8.59,NA,9360,FleaFlicker,11244,0,0,NA,NA,NA,NA,NA,0,LVFri 3:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,TE3,0.5,59.7,99%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
George Kittle,TE,SF,NA,4.7,4.7,57.6,NA,NA,0.4,0.1,7.88,NA,13023,FleaFlicker,13299,0,0,NA,NA,NA,NA,NA,0,@BUFSun 8:20 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,TE2,0.4,57.6,99%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brock Bowers,TE,LV,NA,6.1,6.1,60.2,NA,NA,0.3,0.1,7.78,NA,18364,FleaFlicker,16641,0,0,NA,NA,NA,NA,NA,0,@KCFri 3:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,TE1,0.3,60.2,95%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Trey McBride,TE,ARI,NA,5.5,5.5,56.3,NA,NA,0.3,0.1,7.39,NA,16895,FleaFlicker,15794,0,0,NA,NA,NA,NA,NA,0,@MINSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,TE5,0.3,56.3,96%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jonnu Smith,TE,MIA,NA,4.5,4.5,48.4,NA,NA,0.3,0,6.66,NA,12974,FleaFlicker,13193,0,0,NA,NA,NA,NA,NA,0,@GBThu 8:20 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,TE16,0.3,48.4,66%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sam LaPorta,TE,DET,NA,3.8,3.8,43.6,NA,NA,0.3,0,6.26,NA,17681,FleaFlicker,16214,0,0,NA,NA,NA,NA,NA,0,CHIThu 12:30 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,TE12,0.3,43.6,95%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dalton Kincaid,TE,BUF,NA,4.2,4.2,45.2,NA,NA,0.3,0,6.18,NA,17585,FleaFlicker,16213,0,0,NA,NA,NA,NA,NA,0,SFSun 8:20 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,TE18,0.3,45.2,85%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cade Otton,TE,TB,NA,4.4,4.4,42.5,NA,NA,0.3,0,6.17,NA,16937,FleaFlicker,15802,0,0,NA,NA,NA,NA,NA,0,@CARSun 4:05 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,TE7,0.3,42.5,84%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hunter Henry,TE,NE,NA,4.2,4.2,43.6,NA,NA,0.3,0,6.14,NA,12088,FleaFlicker,12676,0,0,NA,NA,NA,NA,NA,0,INDSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,TE14,0.3,43.6,80%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
David Njoku,TE,CLE,NA,4.2,4.2,45.1,NA,NA,0.3,0.1,5.97,NA,12904,FleaFlicker,13192,0,0,NA,NA,NA,NA,NA,0,@DENMon 8:15 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,TE6,0.3,45.1,92%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
T.J. Hockenson,TE,MIN,NA,4.4,4.4,44.3,NA,NA,0.3,0.1,5.89,NA,14677,FleaFlicker,14138,0,0,NA,NA,NA,NA,NA,0,ARISun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,TE9,0.3,44.3,89%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Evan Engram,TE,JAC,NA,4.9,4.9,48.7,NA,NA,0.2,0.1,5.79,NA,12906,FleaFlicker,13189,0,0,NA,NA,NA,NA,NA,0,HOUSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,TE10,0.2,48.7,85%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dallas Goedert,TE,PHI,NA,4.1,4.1,43.7,NA,NA,0.2,0.1,5.65,NA,13813,FleaFlicker,13674,0,0,NA,NA,NA,NA,NA,0,@BALSun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,TE17,0.2,43.7,88%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kyle Pitts,TE,ATL,NA,3.2,3.2,41.2,NA,NA,0.3,0,5.61,NA,16256,FleaFlicker,15329,0,0,NA,NA,NA,NA,NA,0,LACSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,TE13,0.3,41.2,93%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Zach Ertz,TE,WAS,NA,4.1,4.1,38.3,NA,NA,0.3,0,5.55,NA,9376,FleaFlicker,11247,0,0,NA,NA,NA,NA,NA,0,TENSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,TE19,0.3,38.3,64%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Will Dissly,TE,LAC,NA,4,4,39.2,NA,NA,0.3,0,5.44,NA,14475,FleaFlicker,13763,0,0,NA,NA,NA,NA,NA,0,@ATLSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,TE15,0.3,39.2,50%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mark Andrews,TE,BAL,NA,2.9,2.9,33.9,NA,NA,0.3,0,5.11,NA,13829,FleaFlicker,13671,0,0,NA,NA,NA,NA,NA,0,PHISun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,TE8,0.3,33.9,95%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dalton Schultz,TE,HOU,NA,3.4,3.4,35.7,NA,NA,0.2,0,4.75,NA,13853,FleaFlicker,13772,0,0,NA,NA,NA,NA,NA,0,@JACSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,TE24,0.2,35.7,69%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tucker Kraft,TE,GB,NA,3.1,3.1,33,NA,NA,0.2,0,4.66,NA,17675,FleaFlicker,16222,0,0,NA,NA,NA,NA,NA,0,MIAThu 8:20 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,TE11,0.2,33,77%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Juwan Johnson,TE,NO,NA,2.5,2.5,29.1,NA,NA,0.2,0,4.15,NA,16036,FleaFlicker,14861,0,0,NA,NA,NA,NA,NA,0,LARSun 4:05 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,TE31,0.2,29.1,29%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Theo Johnson,TE,NYG,NA,2.9,2.9,31.9,NA,NA,0.1,0,4.05,NA,18475,FleaFlicker,16649,0,0,NA,NA,NA,NA,NA,0,@DALThu 4:30 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,TE25,0.1,31.9,30%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Isaiah Likely,TE,BAL,NA,2.3,2.3,26.4,NA,NA,0.2,0,4,NA,16927,FleaFlicker,15798,0,0,NA,NA,NA,NA,NA,0,PHISun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,TE29,0.2,26.4,58%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OUTNoah Fant,TE,SEA,NA,3.2,3.2,31.2,NA,NA,0.1,0,3.94,NA,14665,FleaFlicker,14137,0,0,NA,NA,NA,NA,NA,0,@NYJSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,TE28,0.1,31.2,29%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cole Kmet,TE,CHI,NA,3.1,3.1,29.9,NA,NA,0.2,0,3.93,NA,15573,FleaFlicker,14867,0,0,NA,NA,NA,NA,NA,0,@DETThu 12:30 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,TE21,0.2,29.9,76%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Noah Gray,TE,KC,NA,2.4,2.4,23.6,NA,NA,0.2,0,3.54,NA,16430,FleaFlicker,15337,0,0,NA,NA,NA,NA,NA,0,LVFri 3:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,TE27,0.2,23.6,22%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Taysom Hill,TE,NO,NA,2.5,2.5,25.8,NA,NA,0.2,0,3.52,NA,13653,FleaFlicker,13424,0,0,NA,NA,NA,NA,NA,0,LARSun 4:05 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,TE4,0.2,25.8,72%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Luke Schoonmaker,TE,DAL,NA,2.5,2.5,25.7,NA,NA,0.2,0,3.51,NA,17649,FleaFlicker,16221,0,0,NA,NA,NA,NA,NA,0,NYGThu 4:30 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,TE37,0.2,25.7,23%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tyler Conklin,TE,NYJ,NA,2.5,2.5,24.9,NA,NA,0.2,0,3.49,NA,13980,FleaFlicker,13847,0,0,NA,NA,NA,NA,NA,0,SEASun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,TE30,0.2,24.9,35%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mike Gesicki,TE,CIN,NA,2.2,2.2,23.6,NA,NA,0.2,0,3.48,NA,13845,FleaFlicker,13672,0,0,NA,NA,NA,NA,NA,0,PITSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,TE23,0.2,23.6,46%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Foster Moreau,TE,NO,NA,1.9,1.9,22.6,NA,NA,0.2,0,3.32,NA,14781,FleaFlicker,14239,0,0,NA,NA,NA,NA,NA,0,LARSun 4:05 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,TE32,0.2,22.6,12%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pat Freiermuth,TE,PIT,NA,2.4,2.4,24.1,NA,NA,0.1,0,3.25,NA,16293,FleaFlicker,15331,0,0,NA,NA,NA,NA,NA,0,@CINSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,TE22,0.1,24.1,74%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Austin Hooper,TE,NE,NA,2.3,2.3,22.7,NA,NA,0.1,0,3.15,NA,12069,FleaFlicker,12677,0,0,NA,NA,NA,NA,NA,0,INDSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,TE35,0.1,22.7,12%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chig Okonkwo,TE,TEN,NA,2.2,2.2,22.9,NA,NA,0.1,0,3.05,NA,16912,FleaFlicker,15889,0,0,NA,NA,NA,NA,NA,0,@WASSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,TE36,0.1,22.9,26%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OUTJosh Oliver,TE,MIN,NA,1.9,1.9,20,NA,NA,0.2,0,3,NA,14749,FleaFlicker,14209,0,0,NA,NA,NA,NA,NA,0,ARISun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,0.2,20,8%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OUTJake Ferguson,TE,DAL,NA,2,2,20.5,NA,NA,0.1,0,2.89,NA,16933,FleaFlicker,15799,0,0,NA,NA,NA,NA,NA,0,NYGThu 4:30 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,TE20,0.1,20.5,78%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Darnell Washington,TE,PIT,NA,1.8,1.8,18.6,NA,NA,0.1,0,2.62,NA,17639,FleaFlicker,16216,0,0,NA,NA,NA,NA,NA,0,@CINSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,0.1,18.6,10%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OUTJa'Tavion Sanders,TE,CAR,NA,1.9,1.9,18.6,NA,NA,0.1,0,2.58,NA,18477,FleaFlicker,16643,0,0,NA,NA,NA,NA,NA,0,TBSun 4:05 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,TE26,0.1,18.6,32%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Davis Allen,TE,LAR,NA,1.9,1.9,18.1,NA,NA,0.1,0,2.57,NA,17778,FleaFlicker,16219,0,0,NA,NA,NA,NA,NA,0,@NOSun 4:05 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,TE43,0.1,18.1,8%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jordan Akins,TE,CLE,NA,1.8,1.8,18.4,NA,NA,0.1,0,2.42,NA,13844,FleaFlicker,13753,0,0,NA,NA,NA,NA,NA,0,@DENMon 8:15 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0.1,18.4,7%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tommy Tremble,TE,CAR,NA,1.5,1.5,15.2,NA,NA,0.1,0,2.27,NA,16314,FleaFlicker,15332,0,0,NA,NA,NA,NA,NA,0,TBSun 4:05 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,TE33,0.1,15.2,5%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Colby Parkinson,TE,LAR,NA,1.5,1.5,15.8,NA,NA,0.1,0,2.22,NA,15679,FleaFlicker,14871,0,0,NA,NA,NA,NA,NA,0,@NOSun 4:05 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,TE44,0.1,15.8,22%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AJ Barner,TE,SEA,NA,1.6,1.6,15.9,NA,NA,0.1,0,2.11,NA,18484,FleaFlicker,16723,0,0,NA,NA,NA,NA,NA,0,@NYJSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,TE40,0.1,15.9,13%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Michael Mayer,TE,LV,NA,1.6,1.6,15.3,NA,NA,0.1,0,2.05,NA,17634,FleaFlicker,16212,0,0,NA,NA,NA,NA,NA,0,@KCFri 3:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,TE42,0.1,15.3,21%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tanner Hudson,TE,CIN,NA,1.3,1.3,12.7,NA,NA,0.1,0,1.91,NA,14275,FleaFlicker,14370,0,0,NA,NA,NA,NA,NA,0,PITSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,0.1,12.7,5%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dawson Knox,TE,BUF,NA,1.1,1.1,11.7,NA,NA,0.1,0,1.87,NA,14734,FleaFlicker,14143,0,0,NA,NA,NA,NA,NA,0,SFSun 8:20 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,TE34,0.1,11.7,25%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brenton Strange,TE,JAC,NA,1.2,1.2,12.4,NA,NA,0.1,0,1.82,NA,17626,FleaFlicker,16269,0,0,NA,NA,NA,NA,NA,0,HOUSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,TE45,0.1,12.4,16%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brevyn Spann-Ford,TE,DAL,NA,1.3,1.3,13.8,NA,NA,0.1,0,1.78,NA,18874,FleaFlicker,16647,0,0,NA,NA,NA,NA,NA,0,NYGThu 4:30 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,0.1,13.8,3%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Elijah Higgins,TE,ARI,NA,1.2,1.2,12.3,NA,NA,0.1,0,1.75,NA,17726,FleaFlicker,16333,0,0,NA,NA,NA,NA,NA,0,@MINSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0.1,12.3,6%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mo Alie-Cox,TE,IND,NA,0.9,0.9,11.7,NA,NA,0.1,0,1.69,NA,12887,FleaFlicker,13246,0,0,NA,NA,NA,NA,NA,0,@NESun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,0.1,11.7,4%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Josh Whyle,TE,TEN,NA,1.2,1.2,11.7,NA,NA,0.1,0,1.63,NA,17734,FleaFlicker,16312,0,0,NA,NA,NA,NA,NA,0,@WASSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,0.1,11.7,3%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Adam Trautman,TE,DEN,NA,1.1,1.1,11,NA,NA,0.1,0,1.56,NA,15575,FleaFlicker,14870,0,0,NA,NA,NA,NA,NA,0,CLEMon 8:15 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,0.1,11,6%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cade Stover,TE,HOU,NA,1.1,1.1,11.9,NA,NA,0.1,0,1.53,NA,18465,FleaFlicker,16642,0,0,NA,NA,NA,NA,NA,0,@JACSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,TE41,0.1,11.9,16%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jeremy Ruckert,TE,NYJ,NA,1.2,1.2,11.1,NA,NA,0.1,0,1.51,NA,16833,FleaFlicker,15796,0,0,NA,NA,NA,NA,NA,0,SEASun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,0.1,11.1,3%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kylen Granson,TE,IND,NA,0.9,0.9,10.8,NA,NA,0.1,0,1.43,NA,16340,FleaFlicker,15419,0,0,NA,NA,NA,NA,NA,0,@NESun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,TE38,0.1,10.8,6%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Julian Hill,TE,MIA,NA,0.9,0.9,8.3,NA,NA,0.1,0,1.23,NA,18170,FleaFlicker,16425,0,0,NA,NA,NA,NA,NA,0,@GBThu 8:20 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,0.1,8.3,1%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brock Wright,TE,DET,NA,0.7,0.7,7.8,NA,NA,0.1,0,1.2,NA,16572,FleaFlicker,15626,0,0,NA,NA,NA,NA,NA,0,CHIThu 12:30 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,0.1,7.8,6%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lucas Krull,TE,DEN,NA,0.8,0.8,8.1,NA,NA,0.1,0,1.15,NA,17235,FleaFlicker,15970,0,0,NA,NA,NA,NA,NA,0,CLEMon 8:15 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,0.1,8.1,4%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
