player,pos,team,games,rec_tgt,rec,rec_yds,rec_yds_g,rec_avg,rec_tds,fumbles_lost,site_pts,site_fppg,src_id,data_src,id,rush_att,rush_yds,opp,rec_rz_tgt,rec_09_tds,rec_1019_tds,rec_2029_tds,rec_3039_tds,rec_4049_tds,rec_50_tds,rush_tds,return_yds,scoring_opp,bye,draft_rank,misc_tds,misc_yds,pct_owned,site_ci_low,site_ci_high,opp_rank,ranks_ovr,ranks_pos,FanDuel FP,fanduel_salary,fanduel_value,draftkings_site_points,draftkings_salary,draftkings_value,yahoo_site_points,yahoo_salary,yahoo_value
Juwan Johnson,TE,NO,NA,NA,3.03,31.21,NA,NA,0.21,NA,4.39,NA,juwan-johnson,NumberFire,14861,0,0,NYG,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,-0.27,9.05,#18,137,17,5.9,5400,1.09,7.42,3400,2.18,5.9,11,0.54
Noah Fant,TE,SEA,NA,NA,3.14,33.15,NA,NA,0.14,NA,4.19,NA,noah-fant,NumberFire,14137,0,0,ARI,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,-0.39,8.77,#24,143,18,5.75,5000,1.15,7.32,3600,2.03,5.75,12,0.48
Cole Kmet,TE,CHI,NA,NA,3.03,29.51,NA,NA,0.17,NA,3.95,NA,cole-kmet,NumberFire,14867,0,0,SF,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,-0.55,8.45,#14,150,19,5.47,5200,1.05,7,3700,1.89,5.47,14,0.39
Chigoziem Okonkwo,TE,TEN,NA,NA,2.35,25.54,NA,NA,0.14,NA,3.39,NA,chigoziem-okonkwo,NumberFire,15889,0,0,JAC,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,-0.91,7.69,#32,159,20,4.53,5100,0.89,5.72,3000,1.91,4.53,NA,NA
Tyler Conklin,TE,NYJ,NA,NA,2.31,23.07,NA,NA,0.12,NA,2.98,NA,tyler-conklin,NumberFire,13675,0,0,MIA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,-1.18,7.14,#11,167,21,4.14,4900,0.84,5.32,2900,1.83,4.14,10,0.41
Foster Moreau,TE,NO,NA,NA,1.99,21.96,NA,NA,0.13,NA,2.97,NA,foster-moreau,NumberFire,14239,0,0,NYG,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,-1.19,7.13,#18,168,22,3.95,4800,0.82,4.96,3100,1.6,3.95,10,0.4
Tanner Hudson,TE,CIN,NA,NA,2.01,19.46,NA,NA,0.16,NA,2.89,NA,tanner-hudson,NumberFire,14370,0,0,DAL,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,-1.24,7.02,#27,170,23,3.89,4600,0.85,4.91,2800,1.75,3.89,10,0.39
Grant Calcaterra,TE,PHI,NA,NA,2.08,20.28,NA,NA,0.15,NA,2.89,NA,grant-calcaterra,NumberFire,15804,0,0,CAR,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,-1.24,7.02,#31,170,23,3.95,4300,0.92,5,3500,1.43,3.95,10,0.4
Ja'Tavion Sanders,TE,CAR,NA,NA,2.46,22.94,NA,NA,0.1,NA,2.87,NA,ja-tavion-sanders,NumberFire,16643,0,0,PHI,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,-1.25,6.99,#5,173,25,4.08,4500,0.91,5.33,3300,1.62,4.08,11,0.37
Dawson Knox,TE,BUF,NA,NA,1.75,18.28,NA,NA,0.16,NA,2.8,NA,dawson-knox,NumberFire,14143,0,0,LA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,-1.3,6.9,#21,174,26,3.64,5000,0.73,4.53,3900,1.16,3.64,10,0.36
Dalton Kincaid,TE,BUF,NA,NA,2.02,19.76,NA,NA,0.14,NA,2.79,NA,dalton-kincaid,NumberFire,16213,0,0,LA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,-1.3,6.88,#21,175,27,3.79,5700,0.66,4.82,4900,0.98,3.79,15,0.25
Tyler Higbee,TE,LA,NA,NA,2.35,19.55,NA,NA,0.13,NA,2.73,NA,tyler-higbee,NumberFire,12678,0,0,BUF,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,-1.34,6.8,#7,178,28,3.89,4000,0.97,5.08,3200,1.59,3.89,10,0.39
Noah Gray,TE,KC,NA,NA,1.91,19.8,NA,NA,0.12,NA,2.67,NA,noah-gray-1,NumberFire,15337,0,0,LAC,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,-1.38,6.72,#6,181,29,3.64,5200,0.7,4.6,3400,1.35,3.64,15,0.24
Jordan Akins,TE,CLE,NA,NA,1.7,19.69,NA,NA,0.09,NA,2.5,NA,jordan-akins,NumberFire,13753,0,0,PIT,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,-1.49,6.49,#4,184,30,3.32,4900,0.68,4.19,2900,1.44,3.32,10,0.33
Michael Mayer,TE,LV,NA,NA,1.54,15.85,NA,NA,0.1,NA,2.2,NA,michael-mayer,NumberFire,16212,0,0,TB,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,-1.68,6.08,#29,198,31,2.94,4300,0.68,3.72,2700,1.38,2.94,10,0.29
Stone Smartt,TE,LAC,NA,NA,1.63,15.95,NA,NA,0.09,NA,2.12,NA,stone-smartt,NumberFire,16113,0,0,KC,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,-1.74,5.98,#13,200,32,2.93,4500,0.65,3.76,2500,1.5,2.93,10,0.29
Brenton Strange,TE,JAC,NA,NA,1.77,15.65,NA,NA,0.09,NA,2.1,NA,brenton-strange,NumberFire,16269,0,0,TEN,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,-1.75,5.95,#15,201,33,2.97,4700,0.63,3.87,2500,1.55,2.97,10,0.3
Darnell Washington,TE,PIT,NA,NA,1.34,13.48,NA,NA,0.11,NA,2,NA,darnell-washington,NumberFire,16216,0,0,CLE,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,-1.81,5.81,#22,204,34,2.66,4600,0.58,3.34,2800,1.19,2.66,10,0.27
Chris Manhertz,TE,NYG,NA,NA,1.31,14.37,NA,NA,0.07,NA,1.85,NA,chris-manhertz,NumberFire,12955,0,0,NO,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,-1.91,5.61,#20,207,35,2.49,4100,0.61,3.16,2600,1.22,2.49,10,0.25
Josh Whyle,TE,TEN,NA,NA,1.23,12.91,NA,NA,0.08,NA,1.76,NA,josh-whyle,NumberFire,16312,0,0,JAC,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,-1.97,5.49,#32,210,36,2.37,4100,0.58,2.99,2500,1.2,2.37,10,0.24
AJ Barner,TE,SEA,NA,NA,1.28,11.77,NA,NA,0.07,NA,1.57,NA,aj-barner,NumberFire,16723,0,0,ARI,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,-2.09,5.23,#24,214,37,2.22,5000,0.44,2.87,3100,0.93,2.22,10,0.22
Daniel Bellinger,TE,NYG,NA,NA,1.14,12.28,NA,NA,0.06,NA,1.55,NA,daniel-bellinger,NumberFire,15873,0,0,NO,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,-2.11,5.21,#20,215,38,2.14,4600,0.47,2.72,2700,1.01,2.14,10,0.21
MyCole Pruitt,TE,PIT,NA,NA,0.93,9.63,NA,NA,0.08,NA,1.46,NA,mycole-pruitt,NumberFire,12309,0,0,CLE,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,-2.16,5.08,#22,218,39,1.89,4200,0.45,2.36,2500,0.94,1.89,10,0.19
Elijah Higgins,TE,ARI,NA,NA,1.02,10.55,NA,NA,0.06,NA,1.43,NA,elijah-higgins,NumberFire,16333,0,0,SEA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,-2.18,5.04,#10,219,40,1.93,4500,0.43,2.44,2500,0.98,1.93,10,0.19
Josh Oliver,TE,MIN,NA,NA,0.97,8.97,NA,NA,0.07,NA,1.33,NA,josh-oliver,NumberFire,14209,0,0,ATL,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,-2.25,4.91,#16,222,41,1.78,4400,0.4,2.28,2700,0.84,1.78,12,0.15
Brock Wright,TE,DET,NA,NA,0.85,8.82,NA,NA,0.07,NA,1.31,NA,brock-wright,NumberFire,15626,0,0,GB,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,-2.26,4.88,#9,226,42,1.73,4400,0.39,2.15,3000,0.72,1.73,10,0.17
Charlie Woerner,TE,ATL,NA,NA,0.96,9.2,NA,NA,0.06,NA,1.27,NA,charlie-woerner,NumberFire,14984,0,0,MIN,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,-2.29,4.83,#1,228,43,1.74,4100,0.42,2.23,2500,0.89,1.74,10,0.17
Tommy Tremble,TE,CAR,NA,NA,1.12,9.5,NA,NA,0.05,NA,1.25,NA,tommy-tremble,NumberFire,15332,0,0,PHI,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,-2.3,4.8,#5,229,44,1.79,4900,0.37,2.36,3000,0.79,1.79,10,0.18
Jeremy Ruckert,TE,NYJ,NA,NA,0.96,9.1,NA,NA,0.05,NA,1.22,NA,jeremy-ruckert,NumberFire,15796,0,0,MIA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,-2.32,4.76,#11,231,45,1.69,4200,0.4,2.17,2500,0.87,1.69,10,0.17
Luke Schoonmaker,TE,DAL,NA,NA,0.85,8.14,NA,NA,0.05,NA,1.14,NA,luke-schoonmaker,NumberFire,16221,0,0,CIN,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,-2.37,4.65,#30,235,46,1.54,4900,0.31,1.96,3600,0.54,1.54,10,0.15
Quintin Morris,TE,BUF,NA,NA,0.78,7.57,NA,NA,0.06,NA,1.11,NA,quintin-morris,NumberFire,15341,0,0,LA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,-2.39,4.61,#21,238,47,1.49,4300,0.35,1.89,2500,0.76,1.49,10,0.15
Luke Farrell,TE,JAC,NA,NA,0.95,8.23,NA,NA,0.05,NA,1.09,NA,luke-farrell,NumberFire,15335,0,0,TEN,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,-2.4,4.58,#15,239,48,1.58,4100,0.39,2.06,2500,0.82,1.58,10,0.16
C.J. Uzomah,TE,PHI,NA,NA,0.71,6.54,NA,NA,0.05,NA,0.98,NA,c-j-uzomah,NumberFire,12317,0,0,CAR,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,-2.48,4.44,#31,242,49,1.31,NA,NA,1.66,NA,NA,1.31,NA,NA
Julian Hill,TE,MIA,NA,NA,0.74,6.78,NA,NA,0.05,NA,0.96,NA,julian-hill,NumberFire,16425,0,0,NYJ,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,-2.49,4.41,#19,243,50,1.33,4200,0.32,1.71,2500,0.68,1.33,10,0.13
Drew Sample,TE,CIN,NA,NA,0.51,4.21,NA,NA,0.04,NA,0.86,NA,drew-sample,NumberFire,14146,0.25,1.31,DAL,NA,NA,NA,NA,NA,NA,NA,0.01,NA,NA,NA,NA,NA,NA,NA,-2.55,4.27,#27,245,51,1.09,4200,0.26,1.35,2600,0.52,1.09,10,0.11
Blake Whiteheart,TE,CLE,NA,NA,0.59,6.25,NA,NA,0.03,NA,0.82,NA,blake-whiteheart,NumberFire,16940,0,0,PIT,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,-2.58,4.22,#4,246,52,1.1,4000,0.28,1.4,2500,0.56,1.1,10,0.11
Johnny Mundt,TE,MIN,NA,NA,0.62,5.32,NA,NA,0.05,NA,0.8,NA,johnny-mundt,NumberFire,13940,0,0,ATL,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,-2.59,4.19,#16,249,53,1.14,4700,0.24,1.45,2600,0.56,1.14,10,0.11
Tip Reiman,TE,ARI,NA,NA,0.5,5.16,NA,NA,0.03,NA,0.7,NA,tip-reiman,NumberFire,16706,0,0,SEA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,-2.66,4.06,#10,253,54,0.95,4100,0.23,1.2,2500,0.48,0.95,10,0.1
Pharaoh Brown,TE,SEA,NA,NA,0.51,4.96,NA,NA,0.03,NA,0.65,NA,pharaoh-brown,NumberFire,13994,0,0,ARI,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,-2.69,3.99,#24,254,55,0.93,4100,0.23,1.19,2500,0.48,0.93,10,0.09
Colby Parkinson,TE,LA,NA,NA,0.49,4.45,NA,NA,0.03,NA,0.6,NA,colby-parkinson,NumberFire,14871,0,0,BUF,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,-2.72,3.92,#7,257,56,0.87,4800,0.18,1.12,2800,0.4,0.87,10,0.09
Durham Smythe,TE,MIA,NA,NA,0.26,2.39,NA,NA,0.02,NA,0.33,NA,durham-smythe,NumberFire,13676,0,0,NYJ,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,-2.9,3.56,#19,270,57,0.49,4100,0.12,0.62,2500,0.25,0.49,10,0.05
John FitzPatrick,TE,GB,NA,NA,0.23,2.27,NA,NA,0.02,NA,0.33,NA,john-fitzpatrick,NumberFire,15925,0,0,DET,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,-2.9,3.56,#3,270,57,0.46,4000,0.12,0.58,2500,0.23,0.46,10,0.05
Zach Davidson,TE,BUF,NA,NA,0.22,2.14,NA,NA,0.02,NA,0.31,NA,zach-davidson,NumberFire,15343,0,0,LA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,-2.91,3.53,#21,275,59,0.44,4100,0.11,0.55,2500,0.22,0.44,10,0.04
Eric Saubert,TE,SF,NA,NA,0.21,1.99,NA,NA,0.02,NA,0.29,NA,eric-saubert,NumberFire,13315,0,0,CHI,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,-2.92,3.5,#12,279,60,0.42,4200,0.1,0.53,2500,0.21,0.42,10,0.04
Hunter Long,TE,LA,NA,NA,0.24,2.1,NA,NA,0.01,NA,0.29,NA,hunter-long,NumberFire,15334,0,0,BUF,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,-2.92,3.5,#7,279,60,0.39,4200,0.09,0.51,2500,0.2,0.39,10,0.04
Payne Durham,TE,TB,NA,NA,0.12,1.25,NA,NA,0.01,NA,0.18,NA,payne-durham,NumberFire,16218,0,0,LV,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,-2.99,3.35,#23,313,62,0.25,4000,0.06,0.31,2500,0.12,0.25,10,0.03
Brevyn Spann-Ford,TE,DAL,NA,NA,0.12,1.21,NA,NA,0.01,NA,0.17,NA,brevyn-spann-ford,NumberFire,16647,0,0,CIN,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,-3,3.34,#30,314,63,0.24,4300,0.06,0.3,2600,0.12,0.24,10,0.02
Kenny Yeboah,TE,NYJ,NA,NA,0.12,1.23,NA,NA,0.01,NA,0.16,NA,kenny-yeboah,NumberFire,15339,0,0,MIA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,-3.01,3.33,#11,317,64,0.24,4200,0.06,0.3,2500,0.12,0.24,10,0.02
Brock Bowers,TE,LV,NA,NA,5.89,64.94,NA,NA,0.45,0.08,14.92,NA,2572219,NFL,16641,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Travis Kelce,TE,KC,NA,NA,6.27,66.13,NA,NA,0.36,0.08,14.91,NA,2540258,NFL,11244,NA,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Trey McBride,TE,ARI,NA,NA,5.59,61.35,NA,NA,0.41,0.06,14.07,NA,2568117,NFL,15794,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
George Kittle,TE,SF,NA,NA,4.46,58.65,NA,NA,0.44,0.06,12.88,NA,2558266,NFL,13299,NA,0.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jonnu Smith,TE,MIA,NA,NA,5.06,51.13,NA,NA,0.43,NA,12.75,NA,2558207,NFL,13193,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
David Njoku,TE,CLE,NA,NA,4.26,45.91,NA,NA,0.32,0.06,10.65,NA,2557986,NFL,13192,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Evan Engram,TE,JAX,NA,NA,4.69,45.25,NA,NA,0.26,0.07,10.64,NA,2557858,NFL,13189,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
T.J. Hockenson,TE,MIN,NA,NA,4.44,45.48,NA,NA,0.3,0.08,10.63,NA,2562378,NFL,14138,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dalton Kincaid,TE,BUF,NA,NA,4.15,43.1,NA,NA,0.27,0.05,9.98,NA,2569594,NFL,16213,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jake Ferguson,TE,DAL,NA,NA,3.98,41.58,NA,NA,0.29,0.06,9.76,NA,2567496,NFL,15799,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cade Otton,TE,TB,NA,NA,3.89,39.11,NA,NA,0.31,NA,9.66,NA,2568312,NFL,15802,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sam LaPorta,TE,DET,NA,NA,3.83,39.52,NA,NA,0.32,0.05,9.6,NA,2569726,NFL,16214,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tucker Kraft,TE,GB,NA,NA,3.57,37.18,NA,NA,0.3,NA,9.09,NA,2569768,NFL,16222,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Will Dissly,TE,LAC,NA,NA,3.46,35.36,NA,NA,0.25,NA,8.5,NA,2561046,NFL,13763,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cole Kmet,TE,CHI,NA,NA,3.37,34.46,NA,NA,0.28,0.06,8.38,NA,2563704,NFL,14867,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kyle Pitts,TE,ATL,NA,NA,2.92,36.29,NA,NA,0.27,0.06,8.05,NA,2565830,NFL,15329,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Juwan Johnson,TE,NO,NA,NA,3.2,32.91,NA,NA,0.25,NA,7.99,NA,2564676,NFL,14861,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pat Freiermuth,TE,PIT,NA,NA,2.9,30.16,NA,NA,0.19,0.05,6.96,NA,2566442,NFL,15331,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Noah Gray,TE,KC,NA,NA,2.55,26.96,NA,NA,0.24,NA,6.69,NA,2566178,NFL,15337,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Noah Fant,TE,SEA,NA,NA,2.77,28.07,NA,NA,0.16,NA,6.54,NA,2562383,NFL,14137,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Grant Calcaterra,TE,PHI,NA,NA,2.91,23.17,NA,NA,0.19,NA,6.37,NA,2568063,NFL,15804,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ja'Tavion Sanders,TE,CAR,NA,NA,2.36,26.18,NA,NA,0.22,NA,6.3,NA,2571892,NFL,16643,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tyler Conklin,TE,NYJ,NA,NA,2.42,24.14,NA,NA,0.15,NA,5.73,NA,2561027,NFL,13675,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mike Gesicki,TE,CIN,NA,NA,2.1,23.17,NA,NA,0.17,NA,5.44,NA,2560994,NFL,13672,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chig Okonkwo,TE,TEN,NA,NA,2.18,22,NA,NA,0.19,0.06,5.42,NA,2567658,NFL,15889,NA,0.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Foster Moreau,TE,NO,NA,NA,2.06,21.76,NA,NA,0.19,NA,5.38,NA,2562317,NFL,14239,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Josh Oliver,TE,MIN,NA,NA,1.9,20.03,NA,NA,0.17,NA,4.92,NA,2562693,NFL,14209,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tanner Hudson,TE,CIN,NA,NA,1.81,18.14,NA,NA,0.16,NA,4.58,NA,2561215,NFL,14370,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jordan Akins,TE,CLE,NA,NA,1.86,18.71,NA,NA,0.13,NA,4.51,NA,2560951,NFL,13753,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Darnell Washington,TE,PIT,NA,NA,1.76,17.95,NA,NA,0.12,NA,4.28,NA,2570257,NFL,16216,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tommy Tremble,TE,CAR,NA,NA,1.49,15.56,NA,NA,0.12,NA,3.77,NA,2565914,NFL,15332,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tyler Higbee,TE,LAR,NA,NA,1.34,14.06,NA,NA,0.12,NA,3.47,NA,2555364,NFL,12678,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dawson Knox,TE,BUF,NA,NA,1.22,13.37,NA,NA,0.13,NA,3.34,NA,2562681,NFL,14143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brenton Strange,TE,JAX,NA,NA,1.24,12.48,NA,NA,0.1,NA,3.09,NA,2569912,NFL,16269,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Elijah Higgins,TE,ARI,NA,NA,1.23,12.55,NA,NA,0.08,NA,2.97,NA,2570068,NFL,16333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Daniel Bellinger,TE,NYG,NA,NA,1.14,11.81,NA,NA,0.08,NA,2.8,NA,2567985,NFL,15873,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
