player,pos,team,games,pass_att,pass_comp,pass_yds,pass_yds_g,pass_tds,pass_int,pass_rate,rush_att,rush_yds,rush_avg,rush_tds,fumbles_lost,site_pts,site_fppg,src_id,data_src,id,opp,pass_09_tds,pass_1019_tds,pass_2029_tds,pass_3039_tds,pass_4049_tds,pass_50_tds,sacks,scoring_opp,bye,curr_site_pts,draft_rank,pass_comp_pct,pct_owned,site_ci_low,site_ci_high,opp_rank,ranks_ovr,ranks_pos,FanDuel FP,fanduel_salary,fanduel_value,draftkings_site_points,draftkings_salary,draftkings_value,yahoo_site_points,yahoo_salary,yahoo_value
Sam Darnold,QB,MIN,NA,32.36,20.81,235.81,NA,1.36,0.91,NA,4.06,17.19,NA,0.17,NA,15.29,NA,sam-darnold,NumberFire,13592,CHI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.78,22.8,#8,21,17,16.2,7100,2.28,16.5,5900,2.8,16.2,27,0.6
Drake Maye,QB,NE,NA,31.82,20.97,226.69,NA,1.25,0.73,NA,3.92,18.12,NA,0.14,NA,14.94,NA,drake-maye,NumberFire,16580,MIA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.45,22.43,#12,22,18,15.63,6900,2.27,15.86,5500,2.88,15.63,24,0.65
Russell Wilson,QB,PIT,NA,28.21,17.34,196.93,NA,1.19,0.51,NA,4.36,21.54,NA,0.11,NA,14.13,NA,russell-wilson,NumberFire,10703,CLE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.69,21.57,#21,26,19,14.62,7700,1.9,14.82,6000,2.47,14.62,26,0.56
Caleb Williams,QB,CHI,NA,29.1,18.2,195.33,NA,0.95,0.62,NA,5.9,26.38,NA,0.19,NA,13.71,NA,caleb-williams,NumberFire,16579,MIN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.3,21.12,#1,27,20,14.31,7000,2.04,14.58,5100,2.86,14.31,22,0.65
Will Levis,QB,TEN,NA,29.99,17.96,201.21,NA,0.96,0.7,NA,5.4,25.73,NA,0.19,NA,13.56,NA,will-levis,NumberFire,16149,HOU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.16,20.96,#7,30,21,14.24,6700,2.13,14.61,4900,2.98,14.24,20,0.71
Cooper Rush,QB,DAL,NA,36.16,22.45,236.83,NA,1.07,0.87,NA,2.07,9.2,NA,0.05,NA,13.04,NA,cooper-rush,NumberFire,13124,WSH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.68,20.4,#27,33,22,13.88,6400,2.17,14.04,5000,2.81,13.88,20,0.69
Gardner Minshew,QB,LV,NA,31.62,21.22,210.66,NA,1.06,0.65,NA,2.57,11.38,NA,0.09,NA,12.58,NA,gardner-minshew,NumberFire,14067,DEN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.25,19.91,#2,34,23,13.21,6500,2.03,13.49,4800,2.81,13.21,20,0.66
Tommy DeVito,QB,NYG,NA,27.83,18.05,184.01,NA,0.93,0.72,NA,4.54,19.76,NA,0.18,NA,12.22,NA,tommy-devito,NumberFire,16441,TB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.92,19.52,#28,36,24,12.96,7000,1.85,13.23,4000,3.31,12.96,20,0.65
Jameis Winston,QB,CLE,NA,31.12,18.78,220.38,NA,0.98,0.93,NA,2.57,11.38,NA,0.05,NA,12.01,NA,jameis-winston,NumberFire,12140,PIT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.73,19.29,#4,38,25,12.9,7500,1.72,13.11,5700,2.3,12.9,30,0.43
Bryce Young,QB,CAR,NA,29.77,19.03,174.37,NA,0.89,0.67,NA,3.17,14.64,NA,0.12,NA,11.04,NA,bryce-young,NumberFire,16148,KC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.84,18.24,#11,47,26,11.71,6600,1.77,11.92,4600,2.59,11.71,20,0.59
Jimmy Garoppolo,QB,LA,NA,0.7,0.46,5.05,NA,0.03,0.02,NA,0,0,NA,0,NA,0.3,NA,jimmy-garoppolo,NumberFire,11760,PHI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.61,5.21,#5,277,27,0.3,6000,0.05,0.3,4400,0.07,0.3,20,0.02
Nick Mullens,QB,MIN,NA,0.67,0.44,5.09,NA,0.03,0.02,NA,0,0,NA,0,NA,0.29,NA,nick-mullens,NumberFire,13968,CHI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.61,5.19,#8,278,28,0.3,6000,0.05,0.3,4000,0.08,0.3,20,0.02
Carson Wentz,QB,KC,NA,0.66,0.43,4.49,NA,0.03,0.01,NA,0,0,NA,0,NA,0.29,NA,carson-wentz,NumberFire,12610,CAR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.61,5.19,#31,278,28,0.29,6000,0.05,0.29,4300,0.07,0.29,20,0.01
Taylor Heinicke,QB,LAC,NA,0.67,0.41,4.89,NA,0.03,0.02,NA,0,0,NA,0,NA,0.28,NA,taylor-heinicke,NumberFire,12476,BAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.62,5.18,#23,281,30,0.3,6000,0.05,0.3,4000,0.08,0.3,20,0.02
Sam Howell,QB,SEA,NA,0.74,0.46,4.83,NA,0.03,0.02,NA,0,0,NA,0,NA,0.27,NA,sam-howell,NumberFire,15693,ARI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.62,5.16,#25,283,31,0.29,6000,0.05,0.29,4200,0.07,0.29,20,0.01
Marcus Mariota,QB,WSH,NA,0.58,0.38,4.4,NA,0.03,0.01,NA,0,0,NA,0,NA,0.27,NA,marcus-mariota,NumberFire,12141,DAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.62,5.16,#30,283,31,0.29,6000,0.05,0.29,4500,0.06,0.29,20,0.01
Davis Mills,QB,HOU,NA,0.67,0.4,4.28,NA,0.03,0.02,NA,0,0,NA,0,NA,0.25,NA,davis-mills,NumberFire,15252,TEN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.62,5.12,#14,288,33,0.27,6000,0.05,0.27,4400,0.06,0.27,20,0.01
Trey Lance,QB,DAL,NA,0.72,0.44,4.84,NA,0.02,0.02,NA,0,0,NA,0,NA,0.25,NA,trey-lance,NumberFire,15240,WSH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.62,5.12,#27,288,33,0.25,6300,0.04,0.25,4500,0.06,0.25,20,0.01
Hendon Hooker,QB,DET,NA,0.64,0.42,4.31,NA,0.02,0.01,NA,0,0,NA,0,NA,0.24,NA,hendon-hooker,NumberFire,16151,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.62,5.1,#15,290,35,0.24,6000,0.04,0.24,4000,0.06,0.24,20,0.01
Andy Dalton,QB,CAR,NA,0.63,0.41,4.3,NA,0.02,0.02,NA,0,0,NA,0,NA,0.24,NA,andy-dalton,NumberFire,10313,KC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.62,5.1,#11,290,35,0.23,6000,0.04,0.23,4600,0.05,0.23,20,0.01
Joe Flacco,QB,IND,NA,0.63,0.41,4.48,NA,0.02,0.01,NA,0,0,NA,0,NA,0.24,NA,joe-flacco,NumberFire,9064,DET,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.62,5.1,#3,290,35,0.25,6200,0.04,0.25,5300,0.05,0.25,20,0.01
Kyle Trask,QB,TB,NA,0.66,0.43,4.36,NA,0.02,0.01,NA,0,0,NA,0,NA,0.23,NA,kyle-trask,NumberFire,15242,NYG,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.62,5.08,#16,294,38,0.24,6000,0.04,0.24,4000,0.06,0.24,20,0.01
Desmond Ridder,QB,LV,NA,0.65,0.43,4.54,NA,0.02,0.01,NA,0,0,NA,0,NA,0.23,NA,desmond-ridder,NumberFire,15697,DEN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.62,5.08,#2,294,38,0.25,6000,0.04,0.25,4800,0.05,0.25,20,0.01
Drew Lock,QB,NYG,NA,0.63,0.4,4.49,NA,0.02,0.02,NA,0,0,NA,0,NA,0.23,NA,drew-lock,NumberFire,14057,TB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.62,5.08,#28,294,38,0.24,6000,0.04,0.24,4700,0.05,0.24,20,0.01
Jacoby Brissett,QB,NE,NA,0.65,0.41,4.5,NA,0.02,0.01,NA,0,0,NA,0,NA,0.23,NA,jacoby-brissett,NumberFire,12616,MIA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.62,5.08,#12,294,38,0.25,6000,0.04,0.25,4400,0.06,0.25,20,0.01
Mason Rudolph,QB,TEN,NA,0.65,0.4,4.33,NA,0.02,0.01,NA,0,0,NA,0,NA,0.22,NA,mason-rudolph,NumberFire,13595,HOU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.63,5.07,#7,298,42,0.24,6000,0.04,0.24,4900,0.05,0.24,20,0.01
Skylar Thompson,QB,MIA,NA,0.63,0.39,3.94,NA,0.02,0.01,NA,0,0,NA,0,NA,0.21,NA,skylar-thompson,NumberFire,15699,NE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.63,5.05,#26,301,43,0.23,6000,0.04,0.23,4000,0.06,0.23,20,0.01
Malik Willis,QB,GB,NA,0.63,0.39,4.02,NA,0.02,0.01,NA,0,0,NA,0,NA,0.21,NA,malik-willis,NumberFire,15694,SF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.63,5.05,#10,301,43,0.23,6000,0.04,0.23,4700,0.05,0.23,20,0.01
Justin Fields,QB,PIT,NA,0.57,0.35,3.97,NA,0.02,0.01,NA,0,0,NA,0,NA,0.21,NA,justin-fields,NumberFire,15238,CLE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.63,5.05,#21,301,43,0.23,6000,0.04,0.23,5000,0.05,0.23,20,0.01
Joshua Dobbs,QB,SF,NA,0.65,0.41,4.25,NA,0.02,0.01,NA,0,0,NA,0,NA,0.21,NA,joshua-dobbs,NumberFire,13119,GB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.63,5.05,#13,301,43,0.24,6000,0.04,0.24,4000,0.06,0.24,20,0.01
Clayton Tune,QB,ARI,NA,0.56,0.36,3.59,NA,0.02,0.01,NA,0,0,NA,0,NA,0.2,NA,clayton-tune,NumberFire,16160,SEA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.63,5.03,#17,306,47,0.21,6000,0.04,0.21,4000,0.05,0.21,20,0.01
Tyson Bagent,QB,CHI,NA,0.63,0.4,4.09,NA,0.02,0.01,NA,0,0,NA,0,NA,0.2,NA,tyson-bagent,NumberFire,16384,MIN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.63,5.03,#1,306,47,0.23,6000,0.04,0.23,4100,0.06,0.23,20,0.01
Kenny Pickett,QB,PHI,NA,0.57,0.37,4,NA,0.02,0.01,NA,0,0,NA,0,NA,0.2,NA,kenny-pickett,NumberFire,15692,LA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.63,5.03,#18,306,47,0.23,6000,0.04,0.23,4300,0.05,0.23,20,0.01
Josh Johnson,QB,BAL,NA,0.58,0.35,3.71,NA,0.02,0.01,NA,0,0,NA,0,NA,0.2,NA,josh-johnson,NumberFire,9207,LAC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.63,5.03,#6,306,47,0.22,6000,0.04,0.22,4500,0.05,0.22,20,0.01
Zach Wilson,QB,DEN,NA,0.57,0.37,3.76,NA,0.02,0.01,NA,0,0,NA,0,NA,0.19,NA,zach-wilson,NumberFire,15239,LV,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.63,5.01,#24,310,51,0.22,6000,0.04,0.22,4000,0.06,0.22,20,0.01
Dorian Thompson-Robinson,QB,CLE,NA,0.64,0.37,3.75,NA,0.01,0.01,NA,0,0,NA,0,NA,0.17,NA,dorian-thompson-robinson,NumberFire,16158,PIT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.63,4.97,#4,313,52,0.18,6000,0.03,0.18,4000,0.05,0.18,20,0.01
Jalen Hurts,QB,PHI,NA,NA,NA,225.67,NA,1.44,0.69,NA,NA,40.61,NA,0.63,0.19,20.87,NA,2564832,NFL,14783,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lamar Jackson,QB,BAL,NA,NA,NA,218.69,NA,1.55,0.68,NA,NA,55.22,NA,0.29,0.18,20.49,NA,2560757,NFL,13593,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jayden Daniels,QB,WAS,NA,NA,NA,214.65,NA,1.17,0.76,NA,NA,55.61,NA,0.53,0.18,20.13,NA,2572564,NFL,16581,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kyler Murray,QB,ARI,NA,NA,NA,209.12,NA,1.25,0.65,NA,NA,38.77,NA,0.34,0.17,17.64,NA,2562382,NFL,14056,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jordan Love,QB,GB,NA,NA,NA,234.89,NA,1.74,0.7,NA,NA,12.77,NA,0.17,0.17,16.91,NA,2564007,NFL,14782,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brock Purdy,QB,SF,NA,NA,NA,238.93,NA,1.79,0.66,NA,NA,9.95,NA,0.12,0.18,16.75,NA,2568216,NFL,15698,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Baker Mayfield,QB,TB,NA,NA,NA,253.29,NA,1.68,0.81,NA,NA,11.16,NA,0.11,0.18,16.65,NA,2560800,NFL,13590,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C.J. Stroud,QB,HOU,NA,NA,NA,249,NA,1.6,0.73,NA,NA,11.8,NA,0.12,0.18,16.44,NA,2569819,NFL,16150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Justin Herbert,QB,LAC,NA,NA,NA,236.73,NA,1.56,0.69,NA,NA,12.83,NA,0.2,0.25,16.31,NA,2565045,NFL,14779,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Patrick Mahomes,QB,KC,NA,NA,NA,216.93,NA,1.63,0.66,NA,NA,20.52,NA,0.12,0.21,16.23,NA,2558125,NFL,13116,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Geno Smith,QB,SEA,NA,NA,NA,246.67,NA,1.48,0.77,NA,NA,12.08,NA,0.15,0.17,16.01,NA,2539335,NFL,11150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tua Tagovailoa,QB,MIA,NA,NA,NA,256.07,NA,1.6,0.75,NA,NA,5.81,NA,0.06,0.19,15.7,NA,2564499,NFL,14778,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bo Nix,QB,DEN,NA,NA,NA,211.52,NA,1.22,0.82,NA,NA,23.57,NA,0.21,0.19,14.94,NA,2572003,NFL,16582,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Anthony Richardson,QB,IND,NA,NA,NA,186.75,NA,0.98,0.98,NA,NA,34.73,NA,0.41,0.29,14.78,NA,2569864,NFL,16152,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Caleb Williams,QB,CHI,NA,NA,NA,212.92,NA,1.33,0.83,NA,NA,16.12,NA,0.17,0.17,14.47,NA,2571913,NFL,16579,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Matthew Stafford,QB,LAR,NA,NA,NA,235.71,NA,1.59,0.86,NA,NA,3.89,NA,0.06,0.18,14.46,NA,79860,NFL,9431,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jared Goff,QB,DET,NA,NA,NA,224.95,NA,1.55,0.59,NA,NA,3.59,NA,0.06,0.16,14.42,NA,2555334,NFL,12611,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jameis Winston,QB,CLE,NA,NA,NA,231.48,NA,1.6,1.06,NA,NA,9.49,NA,0.05,0.23,14.33,NA,2552033,NFL,12140,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Russell Wilson,QB,PIT,NA,NA,NA,203.73,NA,1.3,0.57,NA,NA,12.66,NA,0.15,0.16,14.06,NA,2532975,NFL,10703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sam Darnold,QB,MIN,NA,NA,NA,232.27,NA,1.27,0.97,NA,NA,10,NA,0.09,0.3,13.37,NA,2561036,NFL,13592,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Drake Maye,QB,NE,NA,NA,NA,186.89,NA,1.03,0.69,NA,NA,21.46,NA,0.21,0.27,13.08,NA,2572294,NFL,16580,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Will Levis,QB,TEN,NA,NA,NA,198,NA,1.17,0.8,NA,NA,8.91,NA,0.11,0.16,12.23,NA,2569798,NFL,16149,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tommy DeVito,QB,NYG,NA,NA,NA,188.78,NA,0.82,0.7,NA,NA,20.2,NA,0.15,0.23,11.89,NA,2570578,NFL,16441,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gardner Minshew,QB,LV,NA,NA,NA,198.82,NA,1.04,0.7,NA,NA,7.8,NA,0.1,0.14,11.81,NA,2562796,NFL,14067,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cooper Rush,QB,DAL,NA,NA,NA,209.18,NA,0.96,0.96,NA,NA,12.55,NA,NA,NA,11.54,NA,2559242,NFL,13124,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bryce Young,QB,CAR,NA,NA,NA,180.32,NA,0.99,0.78,NA,NA,11.74,NA,0.14,0.14,11.35,NA,2569606,NFL,16148,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Justin Fields,QB,PIT,NA,NA,NA,5.39,NA,0.03,0.02,NA,NA,6.88,NA,0.06,0.03,1.28,NA,2565920,NFL,15238,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Trey Lance,QB,DAL,NA,NA,NA,3.9,NA,0.02,0.02,NA,NA,5.32,NA,0.04,0.02,0.93,NA,2566532,NFL,15240,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
