player,pos,team,games,rush_att,rush_yds,rush_avg,rush_tds,rec_tgt,rec,rec_yds,rec_yds_g,rec_avg,rec_tds,fumbles_lost,site_pts,site_fppg,src_id,data_src,id,dst_int,dst_fum_recvr,dst_sacks,dst_fumbles,dst_tackles,opp,rush_09_tds,rush_1019_tds,rush_2029_tds,rush_3039_tds,rush_4049_tds,rush_50_tds,rec_rz_tgt,rush_50_yds,rush_100_yds,return_yds,scoring_opp,bye,draft_rank,misc_tds,misc_yds,pct_owned,site_ci_low,site_ci_high,opp_rank,ranks_ovr,ranks_pos,FanDuel FP,fanduel_salary,fanduel_value,draftkings_site_points,draftkings_salary,draftkings_value,yahoo_site_points,yahoo_salary,yahoo_value
Miles Sanders,RB,CAR,NA,6.73,31.34,NA,0.17,NA,0.98,6.14,NA,NA,0.04,NA,4.93,NA,miles-sanders,NumberFire,14079,NA,NA,NA,NA,NA,ATL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.01,9.87,#18,142,46,5.42,5200,1.04,5.95,4800,1.24,5.42,10,0.54
Jamaal Williams,RB,NO,NA,6.11,24.3,NA,0.2,NA,1.15,6.6,NA,NA,0.04,NA,4.51,NA,jamaal-williams,NumberFire,13139,NA,NA,NA,NA,NA,TB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.3,9.32,#24,150,47,5.07,5300,0.96,5.66,5200,1.09,5.07,10,0.51
Ezekiel Elliott,RB,DAL,NA,5.52,21.02,NA,0.19,NA,0.91,5.97,NA,NA,0.05,NA,4.07,NA,ezekiel-elliott,NumberFire,12625,NA,NA,NA,NA,NA,DET,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.59,8.73,#20,161,48,4.53,5900,0.77,5.02,4400,1.14,4.53,14,0.32
Dameon Pierce,RB,HOU,NA,6.25,25.32,NA,0.17,NA,0.51,3.85,NA,NA,0.02,NA,4.03,NA,dameon-pierce,NumberFire,15717,NA,NA,NA,NA,NA,NE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.62,8.68,#21,163,49,4.27,4900,0.87,4.55,4900,0.93,4.27,10,0.43
Zamir White,RB,LV,NA,6.3,27.31,NA,0.15,NA,0.44,3.11,NA,NA,0.02,NA,3.91,NA,zamir-white,NumberFire,15714,NA,NA,NA,NA,NA,PIT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.7,8.52,#9,167,50,4.16,5500,0.76,4.44,4900,0.91,4.16,13,0.32
D'Onta Foreman,RB,CLE,NA,6.45,27.26,NA,0.11,NA,0.6,4.28,NA,NA,0.02,NA,3.86,NA,d-onta-foreman,NumberFire,13134,NA,NA,NA,NA,NA,PHI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.73,8.45,#26,170,51,4.11,5100,0.81,4.47,4300,1.04,4.11,10,0.41
Cam Akers,RB,HOU,NA,4.83,19.29,NA,0.13,NA,0.76,6.33,NA,NA,0.03,NA,3.52,NA,cam-akers,NumberFire,14799,NA,NA,NA,NA,NA,NE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.96,8,#21,178,52,3.84,5800,0.66,4.25,5500,0.77,3.84,10,0.38
Tyler Goodson,RB,IND,NA,4.97,20.68,NA,0.12,NA,0.8,6.09,NA,NA,0.04,NA,3.49,NA,tyler-goodson,NumberFire,15730,NA,NA,NA,NA,NA,TEN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.98,7.96,#6,180,53,3.94,4700,0.84,4.39,5400,0.81,3.94,10,0.39
Isaac Guerendo,RB,SF,NA,4.72,19.95,NA,0.13,NA,0.85,5.79,NA,NA,0.04,NA,3.49,NA,isaac-guerendo,NumberFire,16688,NA,NA,NA,NA,NA,SEA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.98,7.96,#10,180,53,3.88,4800,0.81,4.37,4000,1.09,3.88,10,0.39
Ameer Abdullah,RB,LV,NA,4.02,16.33,NA,0.08,NA,1.05,7.62,NA,NA,0.04,NA,3.11,NA,ameer-abdullah,NumberFire,12155,NA,NA,NA,NA,NA,PIT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.24,7.46,#9,186,55,3.6,4800,0.75,4.15,4500,0.92,3.6,10,0.36
Aaron Shampklin,RB,PIT,NA,4.11,17.31,NA,0.1,NA,0.89,6.16,NA,NA,0.04,NA,3.07,NA,aaron-shampklin,NumberFire,16932,NA,NA,NA,NA,NA,LV,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.27,7.41,#19,189,56,3.53,4000,0.88,4.03,4100,0.98,3.53,10,0.35
Ray Davis,RB,BUF,NA,3.46,15.16,NA,0.08,NA,0.93,6.59,NA,NA,0.05,NA,2.94,NA,ray-davis,NumberFire,16603,NA,NA,NA,NA,NA,NYJ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.35,7.23,#5,192,57,3.38,5100,0.66,3.87,4100,0.94,3.38,10,0.34
Kenneth Gainwell,RB,PHI,NA,3.19,14.25,NA,0.12,NA,0.55,3.7,NA,NA,0.03,NA,2.6,NA,kenneth-gainwell,NumberFire,15255,NA,NA,NA,NA,NA,CLE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.58,6.78,#17,201,58,2.91,4900,0.59,3.22,4700,0.69,2.91,10,0.29
Kendre Miller,RB,NO,NA,2.91,12.05,NA,0.07,NA,0.91,6.51,NA,NA,0.03,NA,2.43,NA,kendre-miller,NumberFire,16171,NA,NA,NA,NA,NA,TB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.7,6.56,#24,204,59,2.85,4000,0.71,3.34,4700,0.71,2.85,10,0.29
Ty Johnson,RB,BUF,NA,2.16,9.13,NA,0.04,NA,0.97,7.83,NA,NA,0.05,NA,2.22,NA,ty-johnson,NumberFire,14095,NA,NA,NA,NA,NA,NYJ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.84,6.28,#5,206,60,2.66,5200,0.51,3.18,4200,0.76,2.66,10,0.27
Eric Gray,RB,NYG,NA,2.67,11.21,NA,0.08,NA,0.64,4.37,NA,NA,0.03,NA,2.07,NA,eric-gray,NumberFire,16173,NA,NA,NA,NA,NA,CIN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.94,6.08,#31,212,61,2.38,4700,0.51,2.78,4000,0.7,2.38,10,0.24
Hunter Luepke,RB,DAL,NA,1,4.07,NA,0.02,NA,1.08,8.74,NA,NA,0.05,NA,1.71,NA,hunter-luepke,NumberFire,16391,NA,NA,NA,NA,NA,DET,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.18,5.6,#20,221,62,2.2,4300,0.51,2.76,4000,0.69,2.2,10,0.22
Emari Demercado,RB,ARI,NA,1.68,7.21,NA,0.04,NA,0.82,5.59,NA,NA,0.03,NA,1.67,NA,emari-demercado,NumberFire,16385,NA,NA,NA,NA,NA,GB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.21,5.55,#14,222,63,2.09,4600,0.45,2.51,4000,0.63,2.09,10,0.21
Trey Benson,RB,ARI,NA,2.38,10.57,NA,0.06,NA,0.24,1.66,NA,NA,0.01,NA,1.61,NA,trey-benson,NumberFire,16594,NA,NA,NA,NA,NA,GB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.25,5.47,#14,225,64,1.72,4500,0.38,1.86,4600,0.4,1.72,10,0.17
Kyle Juszczyk,RB,SF,NA,0.29,1.23,NA,0.01,NA,0.59,5.15,NA,NA,0.03,NA,0.89,NA,kyle-juszczyk,NumberFire,11367,NA,NA,NA,NA,NA,SEA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.73,4.51,#10,249,65,1.15,4100,0.28,1.46,4000,0.37,1.15,10,0.12
Jeremy McNichols,RB,WSH,NA,0.66,2.8,NA,0.02,NA,0.53,3.67,NA,NA,0.02,NA,0.89,NA,jeremy-mcnichols,NumberFire,13143,NA,NA,NA,NA,NA,BAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.73,4.51,#22,249,65,1.15,5000,0.23,1.42,4500,0.32,1.15,10,0.12
Dylan Laube,RB,LV,NA,0.54,2.23,NA,0.01,NA,0.32,2.45,NA,NA,0.01,NA,0.59,NA,dylan-laube,NumberFire,16613,NA,NA,NA,NA,NA,PIT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.93,4.11,#9,267,67,0.73,4000,0.18,0.9,4000,0.23,0.73,10,0.07
JaMycal Hasty,RB,NE,NA,0.71,2.86,NA,0.01,NA,0.21,1.54,NA,NA,0.01,NA,0.55,NA,jamycal-hasty,NumberFire,14821,NA,NA,NA,NA,NA,HOU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.96,4.06,#16,269,68,0.65,4200,0.15,0.76,4000,0.19,0.65,10,0.07
Michael Burton,RB,DEN,NA,0.28,1.15,NA,0.01,NA,0.46,3.21,NA,NA,0.01,NA,0.54,NA,michael-burton,NumberFire,12325,NA,NA,NA,NA,NA,LAC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.97,4.05,#4,270,69,0.77,4200,0.18,1.01,4000,0.25,0.77,10,0.08
D'Ernest Johnson,RB,JAC,NA,0.39,1.66,NA,0.01,NA,0.26,2.03,NA,NA,0.01,NA,0.49,NA,d-ernest-johnson,NumberFire,14331,NA,NA,NA,NA,NA,CHI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3,3.98,#3,275,70,0.62,4300,0.14,0.75,4300,0.17,0.62,10,0.06
Kimani Vidal,RB,LAC,NA,0.58,2.51,NA,0.01,NA,0.11,0.77,NA,NA,0,NA,0.41,NA,kimani-vidal,NumberFire,16757,NA,NA,NA,NA,NA,DEN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.05,3.87,#2,277,71,0.42,4000,0.11,0.49,4000,0.12,0.42,10,0.04
Dalvin Cook,RB,DAL,NA,0.25,1.08,NA,0.01,NA,0.13,0.96,NA,NA,0.01,NA,0.27,NA,dalvin-cook,NumberFire,13128,NA,NA,NA,NA,NA,DET,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.15,3.69,#20,286,72,0.39,4000,0.1,0.45,4000,0.11,0.39,NA,NA
Sean Tucker,RB,TB,NA,0.26,1.09,NA,0.01,NA,0.12,0.9,NA,NA,0.01,NA,0.27,NA,sean-tucker,NumberFire,16166,NA,NA,NA,NA,NA,NO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.15,3.69,#8,286,72,0.38,4200,0.09,0.44,4000,0.11,0.38,10,0.04
Pierre Strong Jr.,RB,CLE,NA,0.27,1.14,NA,0,NA,0.12,0.78,NA,NA,0,NA,0.24,NA,pierre-strong-jr,NumberFire,15733,NA,NA,NA,NA,NA,PHI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.17,3.65,#26,292,74,0.25,4200,0.06,0.31,4000,0.08,0.25,10,0.03
Travis Homer,RB,CHI,NA,0.14,0.61,NA,0,NA,0.12,0.98,NA,NA,0.01,NA,0.21,NA,travis-homer,NumberFire,14083,NA,NA,NA,NA,NA,JAC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.19,3.61,#30,294,75,0.28,4000,0.07,0.34,4000,0.09,0.28,NA,NA
Deuce Vaughn,RB,DAL,NA,0.13,0.5,NA,0,NA,0.14,1.04,NA,NA,0.01,NA,0.21,NA,deuce-vaughn,NumberFire,16176,NA,NA,NA,NA,NA,DET,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.19,3.61,#20,294,75,0.28,4200,0.07,0.35,4000,0.09,0.28,10,0.03
Khalil Herbert,RB,CHI,NA,0.14,0.63,NA,0,NA,0.12,0.85,NA,NA,0.01,NA,0.2,NA,khalil-herbert,NumberFire,15271,NA,NA,NA,NA,NA,JAC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.2,3.6,#30,296,77,0.27,4600,0.06,0.33,4500,0.07,0.27,10,0.03
DeeJay Dallas,RB,ARI,NA,0.14,0.59,NA,0,NA,0.12,0.79,NA,NA,0,NA,0.18,NA,deejay-dallas,NumberFire,14815,NA,NA,NA,NA,NA,GB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.21,3.57,#14,300,78,0.2,4000,0.05,0.26,4000,0.07,0.2,10,0.02
Patrick Ricard,RB,BAL,NA,0,0,NA,0,NA,0.11,0.9,NA,NA,0.01,NA,0.14,NA,patrick-ricard,NumberFire,13455,NA,NA,NA,NA,NA,WSH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.24,3.52,#28,307,79,0.21,4200,0.05,0.26,4000,0.07,0.21,10,0.02
Saquon Barkley,RB,PHI,NA,NA,82.84,NA,0.55,NA,2.68,19.84,NA,NA,0.13,0.14,16.75,NA,2560968,NFL,13604,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alvin Kamara,RB,NO,NA,NA,70.71,NA,0.5,NA,3.53,26.48,NA,NA,0.1,0.07,16.71,NA,2558019,NFL,13132,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Derrick Henry,RB,BAL,NA,NA,89.11,NA,0.84,NA,1.18,8.56,NA,NA,0.06,0.08,16.19,NA,2556075,NFL,12626,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jordan Mason,RB,SF,NA,NA,84.88,NA,0.69,NA,1.39,11.75,NA,NA,0.06,0.07,15.41,NA,2569257,NFL,15972,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jahmyr Gibbs,RB,DET,NA,NA,59.58,NA,0.46,NA,3.43,25.73,NA,NA,0.13,0.07,15.36,NA,2569747,NFL,16162,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bijan Robinson,RB,ATL,NA,NA,59.65,NA,0.41,NA,3.56,26.59,NA,NA,0.13,0.11,15.2,NA,2569558,NFL,16161,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Breece Hall,RB,NYJ,NA,NA,58.84,NA,0.42,NA,3.29,24.41,NA,NA,0.12,0.1,14.66,NA,2568030,NFL,15708,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kenneth Walker III,RB,SEA,NA,NA,64.8,NA,0.47,NA,2.47,18.01,NA,NA,0.07,0.07,13.85,NA,2568282,NFL,15711,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jonathan Taylor,RB,IND,NA,NA,72.54,NA,0.59,NA,1.55,11.75,NA,NA,0.05,0.11,13.6,NA,2564148,NFL,14802,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
James Conner,RB,ARI,NA,NA,71.02,NA,0.56,NA,1.6,11.95,NA,NA,0.05,0.08,13.4,NA,2557978,NFL,13146,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Josh Jacobs,RB,GB,NA,NA,61.77,NA,0.47,NA,2.32,16.78,NA,NA,0.06,0.06,13.24,NA,2562377,NFL,14073,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
David Montgomery,RB,DET,NA,NA,64.09,NA,0.63,NA,1.27,9.25,NA,NA,0.06,0.07,12.6,NA,2562502,NFL,14071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
James Cook,RB,BUF,NA,NA,63.45,NA,0.4,NA,1.87,14.4,NA,NA,0.09,0.06,12.48,NA,2567328,NFL,15715,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Joe Mixon,RB,HOU,NA,NA,55.39,NA,0.39,NA,2.47,17.96,NA,NA,0.06,0.06,12.39,NA,2557976,NFL,13131,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chuba Hubbard,RB,CAR,NA,NA,58.11,NA,0.4,NA,2.2,17.1,NA,NA,0.05,0.05,12.32,NA,2565899,NFL,15261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tony Pollard,RB,TEN,NA,NA,62,NA,0.37,NA,2.01,14.75,NA,NA,0.06,0.06,12.15,NA,2562699,NFL,14085,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brian Robinson,RB,WAS,NA,NA,59.19,NA,0.44,NA,1.9,13.89,NA,NA,0.07,0.06,12.15,NA,2568348,NFL,15716,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Travis Etienne,RB,JAX,NA,NA,46.42,NA,0.31,NA,2.97,22.33,NA,NA,0.07,0.1,11.93,NA,2566157,NFL,15253,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rhamondre Stevenson,RB,NE,NA,NA,52.3,NA,0.35,NA,2.35,17.37,NA,NA,0.06,0.04,11.7,NA,2566343,NFL,15259,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D'Andre Swift,RB,CHI,NA,NA,58.52,NA,0.29,NA,2.24,16.37,NA,NA,0.06,0.07,11.69,NA,2563965,NFL,14797,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
J.K. Dobbins,RB,LAC,NA,NA,54.65,NA,0.39,NA,1.91,14.57,NA,NA,0.12,0.15,11.59,NA,2563548,NFL,14800,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Javonte Williams,RB,DEN,NA,NA,48.45,NA,0.28,NA,2.76,20,NA,NA,0.07,0.06,11.59,NA,2566049,NFL,15256,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chase Brown,RB,CIN,NA,NA,49.24,NA,0.35,NA,2.24,17.27,NA,NA,0.07,NA,11.41,NA,2569642,NFL,16181,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rico Dowdle,RB,DAL,NA,NA,49.7,NA,0.32,NA,2.2,15.99,NA,NA,0.1,NA,11.29,NA,2565295,NFL,14823,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Devin Singletary,RB,NYG,NA,NA,55.15,NA,0.29,NA,2.13,15.02,NA,NA,0.06,0.06,11.13,NA,2562734,NFL,14080,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rachaad White,RB,TB,NA,NA,34.87,NA,0.24,NA,2.8,20.73,NA,NA,0.11,0.09,10.28,NA,2568315,NFL,15721,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Najee Harris,RB,PIT,NA,NA,55.66,NA,0.39,NA,1.24,9.25,NA,NA,0.05,0.06,10.25,NA,2566448,NFL,15254,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alexander Mattison,RB,LV,NA,NA,43.55,NA,0.26,NA,2.23,15.9,NA,NA,0.08,0.14,9.94,NA,2562682,NFL,14223,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Zack Moss,RB,CIN,NA,NA,37,NA,0.35,NA,1.9,13.76,NA,NA,0.06,NA,9.44,NA,2563617,NFL,14798,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Austin Ekeler,RB,WAS,NA,NA,25.92,NA,0.18,NA,2.8,21.14,NA,NA,0.15,0.07,9.35,NA,2559169,NFL,13404,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bucky Irving,RB,TB,NA,NA,38.01,NA,0.29,NA,1.77,12.93,NA,NA,0.08,0.09,8.9,NA,2572546,NFL,16598,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jerome Ford,RB,CLE,NA,NA,38.78,NA,0.28,NA,1.82,12.94,NA,NA,0.04,0.07,8.77,NA,2567469,NFL,15713,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tyjae Spears,RB,TEN,NA,NA,29.1,NA,0.17,NA,2.4,17.62,NA,NA,0.11,0.05,8.65,NA,2569795,NFL,16165,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Braelon Allen,RB,NYJ,NA,NA,36.36,NA,0.25,NA,1.45,10.65,NA,NA,0.06,NA,8.01,NA,2572354,NFL,16596,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nick Chubb,RB,CLE,NA,NA,40.41,NA,0.35,NA,0.93,7.26,NA,NA,0.03,0.05,7.88,NA,2561021,NFL,13610,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tyler Allgeier,RB,ATL,NA,NA,39.12,NA,0.21,NA,1.09,7.71,NA,NA,0.06,0.07,7.25,NA,2567232,NFL,15712,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Justice Hill,RB,BAL,NA,NA,11.52,NA,0.09,NA,2.64,19.28,NA,NA,0.14,NA,7.1,NA,2562407,NFL,14086,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Emanuel Wilson,RB,GB,NA,NA,26.23,NA,0.22,NA,1.49,10.96,NA,NA,0.09,NA,7.07,NA,2570912,NFL,16432,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
