player,pos,team,games,rec_tgt,rec,rec_yds,rec_yds_g,rec_avg,rec_tds,rush_att,rush_yds,rush_avg,rush_tds,fumbles_lost,site_pts,site_fppg,src_id,data_src,id,opp,rec_rz_tgt,rec_09_tds,rec_1019_tds,rec_2029_tds,rec_3039_tds,rec_4049_tds,rec_50_tds,return_yds,scoring_opp,bye,curr_site_pts,draft_rank,misc_tds,misc_yds,pct_owned,site_ci_low,site_ci_high,opp_rank,ranks_ovr,ranks_pos,FanDuel FP,fanduel_salary,fanduel_value,draftkings_site_points,draftkings_salary,draftkings_value,yahoo_site_points,yahoo_salary,yahoo_value,pass_yds,return_tds
Kalif Raymond,WR,DET,NA,NA,2.82,35.88,NA,NA,0.26,0,0,NA,0,NA,4.96,NA,kalif-raymond,NumberFire,13066,TEN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,9.82,#10,161,62,6.4,4800,1.33,7.9,3400,2.32,6.4,10,0.64,NA,NA
Troy Franklin,WR,DEN,NA,NA,2.65,31.35,NA,NA,0.24,0.32,1.77,NA,0.03,NA,4.91,NA,troy-franklin,NumberFire,16619,CAR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.07,9.75,#32,162,63,6.26,5300,1.18,7.59,4100,1.85,6.26,13,0.48,NA,NA
Jalen Coker,WR,CAR,NA,NA,3.14,37.66,NA,NA,0.16,0,0,NA,0,NA,4.73,NA,jalen-coker,NumberFire,16809,DEN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.04,9.5,#1,164,64,6.3,4700,1.34,7.88,3100,2.54,6.3,10,0.63,NA,NA
Nick Westbrook-Ikhine,WR,TEN,NA,NA,2.84,38.14,NA,NA,0.16,0,0,NA,0,NA,4.72,NA,nick-westbrook-ikhine,NumberFire,15109,DET,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.05,9.49,#11,165,65,6.17,4900,1.26,7.61,3000,2.54,6.17,10,0.62,NA,NA
Rashod Bateman,WR,BAL,NA,NA,2.45,33.91,NA,NA,0.22,0,0,NA,0,NA,4.69,NA,rashod-bateman,NumberFire,15293,CLE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.07,9.45,#20,167,66,5.94,5700,1.04,7.17,4300,1.67,5.94,17,0.35,NA,NA
Jalen Nailor,WR,MIN,NA,NA,2.34,31.24,NA,NA,0.2,0.26,1.45,NA,0.02,NA,4.58,NA,jalen-nailor,NumberFire,15786,LA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.14,9.3,#24,169,67,5.74,5400,1.06,6.93,4600,1.51,5.74,15,0.38,NA,NA
Tre Tucker,WR,LV,NA,NA,2.53,32.57,NA,NA,0.15,0.52,2.85,NA,0.02,NA,4.58,NA,tre-tucker,NumberFire,16287,KC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.14,9.3,#9,169,67,5.83,5600,1.04,7.1,4400,1.61,5.83,14,0.42,NA,NA
Elijah Moore,WR,CLE,NA,NA,2.98,33.89,NA,NA,0.2,0,0,NA,0,NA,4.55,NA,elijah-moore,NumberFire,15288,BAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.16,9.26,#27,171,69,6.04,5100,1.18,7.56,3700,2.04,6.04,11,0.55,NA,NA
Michael Wilson,WR,ARI,NA,NA,2.74,34.52,NA,NA,0.18,0,0,NA,0,NA,4.5,NA,michael-wilson,NumberFire,16206,MIA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.19,9.19,#7,172,70,5.88,5600,1.05,7.27,4900,1.48,5.88,18,0.33,NA,NA
Devaughn Vele,WR,DEN,NA,NA,2.6,31.08,NA,NA,0.23,0,0,NA,0,NA,4.48,NA,devaughn-vele,NumberFire,16788,CAR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.21,9.17,#32,173,71,5.79,4000,1.45,7.1,3400,2.09,5.79,16,0.36,NA,NA
Tutu Atwell,WR,LA,NA,NA,2.5,33.07,NA,NA,0.16,0.27,1.35,NA,0.01,NA,4.47,NA,tutu-atwell,NumberFire,15301,MIN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.21,9.15,#2,174,72,5.71,5600,1.02,6.97,5100,1.37,5.71,19,0.3,NA,NA
Jake Bobo,WR,SEA,NA,NA,3.02,32.99,NA,NA,0.19,0,0,NA,0,NA,4.38,NA,jake-bobo,NumberFire,16393,BUF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.27,9.03,#8,178,73,5.91,4300,1.37,7.45,3300,2.26,5.91,10,0.59,NA,NA
Xavier Hutchinson,WR,HOU,NA,NA,2.46,32.39,NA,NA,0.18,0,0,NA,0,NA,4.3,NA,xavier-hutchinson,NumberFire,16201,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.32,8.92,#21,179,74,5.51,5400,1.02,6.77,3400,1.99,5.51,10,0.55,NA,NA
Darius Slayton,WR,NYG,NA,NA,2.76,35.64,NA,NA,0.13,0,0,NA,0,NA,4.26,NA,darius-slayton,NumberFire,14122,PIT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.35,8.87,#4,181,75,5.66,5700,0.99,7.08,4800,1.48,5.66,18,0.31,NA,NA
K.J. Osborn,WR,NE,NA,NA,2.59,32.46,NA,NA,0.16,0,0,NA,0,NA,4.16,NA,k-j-osborn,NumberFire,14977,NYJ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.41,8.73,#17,184,76,5.46,4800,1.14,6.79,3300,2.06,5.46,10,0.55,NA,NA
Ray-Ray McCloud,WR,ATL,NA,NA,2.75,27.81,NA,NA,0.21,0.42,2,NA,0.02,NA,4.1,NA,ray-ray-mccloud,NumberFire,13641,TB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.45,8.65,#23,187,77,5.5,5400,1.02,7,NA,NA,5.5,14,0.39,NA,NA
Alec Pierce,WR,IND,NA,NA,1.9,32.43,NA,NA,0.14,0,0,NA,0,NA,4.08,NA,alec-pierce,NumberFire,15768,HOU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.47,8.63,#12,188,78,5.03,5800,0.87,5.99,5000,1.2,5.03,15,0.34,NA,NA
Noah Brown,WR,WSH,NA,NA,2.31,30.66,NA,NA,0.16,0,0,NA,0,NA,4.04,NA,noah-brown,NumberFire,13172,CHI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.49,8.57,#3,189,79,5.16,4800,1.08,6.33,3900,1.62,5.16,13,0.4,NA,NA
Odell Beckham,WR,MIA,NA,NA,2.01,27.12,NA,NA,0.2,0,0,NA,0,NA,3.9,NA,odell-beckham,NumberFire,11679,ARI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.58,8.38,#30,191,80,4.9,4600,1.07,5.91,3800,1.56,4.9,10,0.49,NA,NA
Mike Williams,WR,NYJ,NA,NA,2.02,27.16,NA,NA,0.18,0,0,NA,0,NA,3.81,NA,mike-williams,NumberFire,13154,NE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.64,8.26,#29,193,81,4.81,4800,1,5.82,4200,1.39,4.81,10,0.48,NA,NA
KaVontae Turpin,WR,DAL,NA,NA,2.08,24.27,NA,NA,0.17,0.5,2.75,NA,0.02,NA,3.79,NA,kavontae-turpin,NumberFire,15981,SF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.65,8.23,#13,194,82,4.8,5200,0.92,5.88,3800,1.55,4.8,10,0.48,NA,NA
Van Jefferson,WR,PIT,NA,NA,2.21,26.42,NA,NA,0.19,0,0,NA,0,NA,3.78,NA,van-jefferson,NumberFire,14858,NYG,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.66,8.22,#15,195,83,4.89,5000,0.98,6,3300,1.82,4.89,10,0.49,NA,NA
Olamide Zaccheaus,WR,WSH,NA,NA,2.27,27.59,NA,NA,0.16,0,0,NA,0,NA,3.7,NA,olamide-zaccheaus,NumberFire,14592,CHI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.71,8.11,#3,196,84,4.81,4800,1,5.97,3600,1.66,4.81,11,0.44,NA,NA
Calvin Austin III,WR,PIT,NA,NA,2.12,26.24,NA,NA,0.17,0,0,NA,0,NA,3.65,NA,calvin-austin-iii,NumberFire,15777,NYG,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.74,8.04,#15,198,85,4.66,4900,0.95,5.74,3300,1.74,4.66,10,0.47,NA,NA
Simi Fehoko,WR,LAC,NA,NA,2.16,26.99,NA,NA,0.16,0,0,NA,0,NA,3.62,NA,simi-fehoko,NumberFire,15303,NO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.76,8,#19,199,86,4.7,4800,0.98,5.8,3500,1.66,4.7,10,0.47,NA,NA
Jacob Cowing,WR,SF,NA,NA,2.15,25.62,NA,NA,0.17,0,0,NA,0,NA,3.55,NA,jacob-cowing,NumberFire,16640,DAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.81,7.91,#28,201,87,4.6,4000,1.15,5.7,3100,1.84,4.6,10,0.46,NA,NA
Mecole Hardman,WR,KC,NA,NA,1.94,22.44,NA,NA,0.16,0.3,1.64,NA,0.02,NA,3.38,NA,mecole-hardman,NumberFire,14113,LV,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.92,7.68,#18,204,88,4.36,5200,0.84,5.38,4000,1.35,4.36,10,0.44,NA,NA
Tyler Johnson,WR,LA,NA,NA,2.18,25.44,NA,NA,0.14,0,0,NA,0,NA,3.37,NA,tyler-johnson,NumberFire,14864,MIN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.93,7.67,#2,205,89,4.47,4800,0.93,5.56,4100,1.36,4.47,10,0.45,NA,NA
Kendrick Bourne,WR,NE,NA,NA,2.09,26.84,NA,NA,0.11,0,0,NA,0,NA,3.33,NA,kendrick-bourne,NumberFire,13418,NYJ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.95,7.61,#17,208,90,4.35,4800,0.91,5.41,3500,1.55,4.35,10,0.44,NA,NA
Adonai Mitchell,WR,IND,NA,NA,1.94,25.31,NA,NA,0.13,0,0,NA,0,NA,3.29,NA,adonai-mitchell,NumberFire,16626,HOU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.98,7.56,#12,214,91,4.26,5000,0.85,5.24,3700,1.42,4.26,10,0.43,NA,NA
Bub Means,WR,NO,NA,NA,2.11,25.37,NA,NA,0.12,0,0,NA,0,NA,3.25,NA,bub-means,NumberFire,16751,LAC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1,7.5,#5,215,92,4.29,5800,0.74,5.36,4000,1.34,4.29,14,0.31,NA,NA
D.J. Chark,WR,LAC,NA,NA,1.65,23.22,NA,NA,0.15,0,0,NA,0,NA,3.22,NA,d-j-chark,NumberFire,13668,NO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.02,7.46,#19,217,93,4.03,4000,1.01,4.86,4000,1.22,4.03,10,0.4,NA,NA
Demarcus Robinson,WR,LA,NA,NA,2.04,24.66,NA,NA,0.13,0,0,NA,0,NA,3.21,NA,demarcus-robinson,NumberFire,12785,MIN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.03,7.45,#2,218,94,4.21,5400,0.78,5.26,4500,1.17,4.21,15,0.28,NA,NA
Jonathan Mingo,WR,CAR,NA,NA,2.33,24.74,NA,NA,0.12,0,0,NA,0,NA,3.16,NA,jonathan-mingo,NumberFire,16197,DEN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.06,7.38,#1,219,95,4.34,5000,0.87,5.52,3400,1.62,4.34,10,0.43,NA,NA
Trenton Irwin,WR,CIN,NA,NA,1.72,22.07,NA,NA,0.16,0,0,NA,0,NA,3.15,NA,trenton-irwin,NumberFire,14551,PHI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.07,7.37,#14,220,96,4.01,4000,1,4.88,3000,1.63,4.01,10,0.4,NA,NA
Greg Dortch,WR,ARI,NA,NA,2.25,22.92,NA,NA,0.14,0,0,NA,0,NA,3.11,NA,greg-dortch,NumberFire,14108,MIA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.09,7.31,#7,221,97,4.22,5300,0.8,5.36,4300,1.25,4.22,12,0.35,NA,NA
DJ Turner,WR,LV,NA,NA,1.68,21.11,NA,NA,0.11,0.26,1.42,NA,0.01,NA,2.97,NA,dj-turner,NumberFire,15995,KC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.19,7.13,#9,223,98,3.79,5100,0.74,4.64,3400,1.36,3.79,10,0.38,NA,NA
Nelson Agholor,WR,BAL,NA,NA,1.61,20.38,NA,NA,0.16,0,0,NA,0,NA,2.96,NA,nelson-agholor,NumberFire,12181,CLE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.19,7.11,#20,224,99,3.76,5300,0.71,4.59,3900,1.18,3.76,10,0.38,NA,NA
Chris Conley,WR,SF,NA,NA,1.69,21.06,NA,NA,0.14,0,0,NA,0,NA,2.91,NA,chris-conley,NumberFire,12257,DAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.22,7.04,#28,226,100,3.75,4500,0.83,4.62,3000,1.54,3.75,10,0.38,NA,NA
Jalen Brooks,WR,DAL,NA,NA,1.77,20.85,NA,NA,0.13,0,0,NA,0,NA,2.82,NA,jalen-brooks,NumberFire,16364,SF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.28,6.92,#13,227,101,3.71,4400,0.84,4.62,3200,1.44,3.71,10,0.37,NA,NA
Lil'Jordan Humphrey,WR,DEN,NA,NA,1.54,19.29,NA,NA,0.14,0,0,NA,0,NA,2.78,NA,lil-jordan-humphrey,NumberFire,14118,CAR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.31,6.87,#32,228,102,3.54,4900,0.72,4.31,3300,1.31,3.54,10,0.35,NA,NA
Kayshon Boutte,WR,NE,NA,NA,1.46,21.48,NA,NA,0.09,0,0,NA,0,NA,2.69,NA,kayshon-boutte,NumberFire,16193,NYJ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.37,6.75,#17,230,103,3.42,4700,0.73,4.15,3600,1.15,3.42,12,0.29,NA,NA
Cedrick Wilson,WR,NO,NA,NA,1.67,20.1,NA,NA,0.09,0,0,NA,0,NA,2.54,NA,cedrick-wilson,NumberFire,13652,LAC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.46,6.54,#5,233,104,3.35,4900,0.68,4.2,4600,0.91,3.35,NA,NA,NA,NA
Justin Watson,WR,KC,NA,NA,1.25,17.64,NA,NA,0.11,0,0,NA,0,NA,2.43,NA,justin-watson-1,NumberFire,13776,LV,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.54,6.4,#18,235,105,3.03,5500,0.55,3.66,3700,0.99,3.03,10,0.3,NA,NA
Marvin Mims,WR,DEN,NA,NA,1.33,17.34,NA,NA,0.12,0,0,NA,0,NA,2.43,NA,marvin-mims,NumberFire,16189,CAR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.54,6.4,#32,235,105,3.1,4300,0.72,3.77,NA,NA,3.1,NA,NA,NA,NA
Mack Hollins,WR,BUF,NA,NA,1.31,15.78,NA,NA,0.11,0,0,NA,0,NA,2.25,NA,mack-hollins,NumberFire,13289,SEA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.65,6.15,#16,241,107,2.87,4900,0.59,3.54,3200,1.11,2.87,10,0.29,NA,NA
Charlie Jones,WR,CIN,NA,NA,1.28,15,NA,NA,0.12,0,0,NA,0,NA,2.19,NA,charlie-jones-1,NumberFire,16203,PHI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.69,6.07,#14,242,108,2.84,4600,0.62,3.49,3000,1.16,2.84,10,0.28,NA,NA
Jahan Dotson,WR,PHI,NA,NA,1.35,15.32,NA,NA,0.1,0,0,NA,0,NA,2.13,NA,jahan-dotson,NumberFire,15755,CIN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.73,5.99,#25,244,109,2.81,4700,0.6,3.48,4200,0.83,2.81,10,0.28,NA,NA
Mason Tipton,WR,NO,NA,NA,1.41,16.43,NA,NA,0.08,0,0,NA,0,NA,2.11,NA,mason-tipton,NumberFire,16858,LAC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.74,5.96,#5,245,110,2.83,5600,0.51,3.53,4100,0.86,2.83,10,0.28,NA,NA
Malik Washington,WR,MIA,NA,NA,1.34,15.06,NA,NA,0.1,0,0,NA,0,NA,2.08,NA,malik-washington,NumberFire,16684,ARI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.76,5.92,#30,246,111,2.76,4300,0.64,3.44,3000,1.15,2.76,10,0.28,NA,NA
Ronnie Bell,WR,SF,NA,NA,1.25,13.77,NA,NA,0.11,0,0,NA,0,NA,1.99,NA,ronnie-bell,NumberFire,16202,DAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.82,5.8,#28,250,112,2.62,4000,0.66,3.27,3000,1.09,2.62,10,0.26,NA,NA
Zay Jones,WR,ARI,NA,NA,1.41,14.81,NA,NA,0.08,0,0,NA,0,NA,1.98,NA,zay-jones,NumberFire,13176,MIA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.83,5.79,#7,251,113,2.67,4000,0.67,3.37,4600,0.73,2.67,14,0.19,NA,NA
Dyami Brown,WR,WSH,NA,NA,1.11,14.44,NA,NA,0.09,0,0,NA,0,NA,1.98,NA,dyami-brown,NumberFire,15292,CHI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.83,5.79,#3,251,113,2.54,4700,0.54,3.09,3800,0.81,2.54,10,0.25,NA,NA
Xavier Gipson,WR,NYJ,NA,NA,0.96,11.5,NA,NA,0.08,0.28,1.56,NA,0.01,NA,1.84,NA,xavier-gipson,NumberFire,16416,NE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.92,5.6,#29,256,115,2.27,4000,0.57,2.78,3000,0.93,2.27,10,0.23,NA,NA
Bo Melton,WR,GB,NA,NA,0.87,10.28,NA,NA,0.08,0.28,1.51,NA,0.02,NA,1.78,NA,bo-melton,NumberFire,15785,JAC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.96,5.52,#31,259,116,2.21,4700,0.47,2.65,3200,0.83,2.21,10,0.22,NA,NA
Ryan Miller,WR,TB,NA,NA,1.09,12.78,NA,NA,0.09,0,0,NA,0,NA,1.78,NA,ryan-miller,NumberFire,16958,ATL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.96,5.52,#22,259,116,2.34,4000,0.59,2.9,3000,0.97,2.34,10,0.23,NA,NA
Laviska Shenault,WR,SEA,NA,NA,1.09,11.17,NA,NA,0.06,0.24,1.31,NA,0.01,NA,1.66,NA,laviska-shenault,NumberFire,14838,BUF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.03,5.35,#8,265,118,2.19,4200,0.52,2.75,3000,0.92,2.19,10,0.22,NA,NA
David Moore,WR,CAR,NA,NA,0.75,9.97,NA,NA,0.04,0,0,NA,0,NA,1.22,NA,david-moore,NumberFire,13348,DEN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.32,4.76,#1,278,119,1.59,4500,0.35,1.98,3000,0.66,1.59,10,0.16,NA,NA
Ashton Dulin,WR,IND,NA,NA,0.4,5.54,NA,NA,0.03,0.3,1.48,NA,0.01,NA,0.93,NA,ashton-dulin,NumberFire,14315,HOU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.51,4.37,#12,287,120,1.12,4100,0.27,1.33,3000,0.44,1.12,10,0.11,NA,NA
Johnny Wilson,WR,PHI,NA,NA,0.65,6.92,NA,NA,0.04,0,0,NA,0,NA,0.93,NA,johnny-wilson,NumberFire,16625,CIN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.51,4.37,#25,287,120,1.24,4300,0.29,1.57,3000,0.52,1.24,10,0.12,NA,NA
Robert Woods,WR,HOU,NA,NA,0.53,6.57,NA,NA,0.03,0,0,NA,0,NA,0.87,NA,robert-woods-1,NumberFire,11228,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.55,4.29,#21,289,122,1.1,5000,0.22,1.37,3200,0.43,1.1,10,0.11,NA,NA
Kameron Johnson,WR,TB,NA,NA,0.54,6.23,NA,NA,0.04,0,0,NA,0,NA,0.87,NA,kameron-johnson,NumberFire,16883,ATL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.55,4.29,#22,289,122,1.11,4500,0.25,1.39,3000,0.46,1.11,10,0.11,NA,NA
Jalin Hyatt,WR,NYG,NA,NA,0.62,7.21,NA,NA,0.03,0,0,NA,0,NA,0.86,NA,jalin-hyatt,NumberFire,16183,PIT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.55,4.27,#4,291,124,1.19,4200,0.28,1.51,3000,0.5,1.19,10,0.12,NA,NA
Casey Washington,WR,ATL,NA,NA,0.52,5.63,NA,NA,0.04,0,0,NA,0,NA,0.82,NA,casey-washington,NumberFire,16760,TB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.58,4.22,#23,292,125,1.04,NA,NA,1.31,3000,0.44,1.04,10,0.1,NA,NA
John Metchie III,WR,HOU,NA,NA,0.42,5.38,NA,NA,0.03,0,0,NA,0,NA,0.72,NA,john-metchie-iii,NumberFire,15759,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.64,4.08,#21,295,126,0.93,4400,0.21,1.14,3000,0.38,0.93,10,0.09,NA,NA
Colton Dowell,WR,TEN,NA,NA,0.5,5.7,NA,NA,0.03,0,0,NA,0,NA,0.71,NA,colton-dowell,NumberFire,16354,DET,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.65,4.07,#11,296,127,0.98,4000,0.25,1.24,3000,0.41,0.98,10,0.1,NA,NA
Jermaine Burton,WR,CIN,NA,NA,0.43,5,NA,NA,0.04,0,0,NA,0,NA,0.71,NA,jermaine-burton,NumberFire,16632,PHI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.65,4.07,#14,296,127,0.96,4500,0.21,1.17,3000,0.39,0.96,10,0.1,NA,NA
Allen Robinson,WR,DET,NA,NA,0.39,3.86,NA,NA,0.04,0,0,NA,0,NA,0.61,NA,allen-robinson,NumberFire,11678,TEN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.71,3.93,#10,302,129,0.82,4000,0.21,1.02,3000,0.34,0.82,10,0.08,NA,NA
Luke McCaffrey,WR,WSH,NA,NA,0.36,4.25,NA,NA,0.03,0,0,NA,0,NA,0.59,NA,luke-mccaffrey,NumberFire,16635,CHI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.73,3.91,#3,303,130,0.79,4200,0.19,0.97,3400,0.29,0.79,10,0.08,NA,NA
Montrell Washington,WR,KC,NA,NA,0.28,2.96,NA,NA,0.02,0,0,NA,0,NA,0.42,NA,montrell-washington,NumberFire,15900,LV,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.84,3.68,#18,314,131,0.54,4000,0.14,0.69,3000,0.23,0.54,NA,NA,NA,NA
Khadarel Hodge,WR,ATL,NA,NA,0.2,2.74,NA,NA,0.02,0,0,NA,0,NA,0.38,NA,khadarel-hodge,NumberFire,13963,TB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.86,3.62,#23,316,132,0.49,4300,0.11,0.59,3000,0.2,0.49,10,0.05,NA,NA
Malachi Corley,WR,NYJ,NA,NA,0.19,2.4,NA,NA,0.02,0,0,NA,0,NA,0.34,NA,malachi-corley,NumberFire,16636,NE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.89,3.57,#29,317,133,0.46,4000,0.12,0.55,3000,0.18,0.46,10,0.05,NA,NA
Ryan Flournoy,WR,DAL,NA,NA,0.21,2.29,NA,NA,0.02,0,0,NA,0,NA,0.32,NA,ryan-flournoy,NumberFire,16778,SF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.9,3.54,#13,321,134,0.45,NA,NA,0.56,3000,0.19,0.45,10,0.05,NA,NA
Derius Davis,WR,LAC,NA,NA,0.18,1.83,NA,NA,0.01,0,0,NA,0,NA,0.26,NA,derius-davis,NumberFire,16299,NO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.94,3.46,#19,329,135,0.33,4300,0.08,0.42,3400,0.12,0.33,10,0.03,NA,NA
Ihmir Smith-Marsette,WR,NYG,NA,NA,0.18,2.13,NA,NA,0.01,0,0,NA,0,NA,0.25,NA,ihmir-smith-marsette,NumberFire,15434,PIT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.95,3.45,#4,333,136,0.36,4100,0.09,0.45,3000,0.15,0.36,10,0.04,NA,NA
Malik Heath,WR,GB,NA,NA,0.11,1.11,NA,NA,0.01,0,0,NA,0,NA,0.17,NA,malik-heath,NumberFire,16413,JAC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3,3.34,#31,367,137,0.23,4300,0.05,0.28,3000,0.09,0.23,10,0.02,NA,NA
