team,dst_int,dst_safety,dst_sacks,dst_tackles,dst_fum_rec,dst_fum_force,dst_td,dst_pts_allowed,dst_pts_allowed_g,dst_pass_yds_allowed,dst_rush_yds_allowed,dst_yds_allowed,dst_avg_yds_allowed,site_pts,site_fppg,data_src,id,src_id,pos,player,dst_fum_recvr,dst_fumbles,dst_yds_against,dst_pts_against,opp,bye,draft_rank,idp_solo,pct_owned,site_ci_low,site_ci_high,opp_rank,ranks_pos,FanDuel FP,fanduel_salary,fanduel_value,draftkings_site_points,draftkings_salary,draftkings_value,yahoo_site_points,yahoo_salary,yahoo_value
BUF,0.73,NA,2.36,NA,0.51,NA,0.15,25.5,NA,NA,NA,377.14,NA,5.73,NA,NumberFire,0501,buffalo-dst,D,Buffalo D/ST,NA,NA,NA,NA,MIA,NA,NA,NA,NA,0,11.46,#15,26,5.77,4100,1.41,5.77,3200,1.8,5.77,14,0.41
LV,0.64,NA,2.56,NA,0.51,NA,0.13,25.5,NA,NA,NA,363.56,NA,5.7,NA,NumberFire,0513,las-vegas-d-st,D,Las Vegas D/ST,NA,NA,NA,NA,BAL,NA,NA,NA,NA,-0.03,11.43,#13,27,5.71,3200,1.78,5.71,2500,2.28,5.71,10,0.57
MIN,0.7,NA,2.37,NA,0.51,NA,0.13,26,NA,NA,NA,351.49,NA,5.54,NA,NumberFire,0524,minnesota-dst,D,Minnesota D/ST,NA,NA,NA,NA,SF,NA,NA,NA,NA,-0.16,11.24,#5,28,5.46,4000,1.37,5.46,2400,2.28,5.46,16,0.34
ATL,0.69,NA,2.56,NA,0.51,NA,0.13,27,NA,NA,NA,334.93,NA,5.44,NA,NumberFire,0526,atlanta-dst,D,Atlanta D/ST,NA,NA,NA,NA,PHI,NA,NA,NA,NA,-0.24,11.12,#11,29,5.42,3300,1.64,5.42,2800,1.94,5.42,11,0.49
CHI,0.55,NA,2.74,NA,0.36,NA,0.13,26,NA,NA,NA,365.48,NA,5.3,NA,NumberFire,0521,chicago-dst,D,Chicago D/ST,NA,NA,NA,NA,HOU,NA,NA,NA,NA,-0.35,10.95,#2,30,5.23,3600,1.45,5.23,2600,2.01,5.23,16,0.33
CIN,0.64,NA,2.16,NA,0.4,NA,0.13,26.5,NA,NA,NA,369.31,NA,4.87,NA,NumberFire,0506,cincinnati-dst,D,Cincinnati D/ST,NA,NA,NA,NA,KC,NA,NA,NA,NA,-0.69,10.43,#9,31,4.82,3100,1.55,4.82,2600,1.85,4.82,10,0.48
TB,0.67,NA,2.64,NA,0.45,NA,0.11,29.25,NA,NA,NA,361.5,NA,4.8,NA,NumberFire,0525,tampa-bay-dst,D,Tampa Bay D/ST,NA,NA,NA,NA,DET,NA,NA,NA,NA,-0.75,10.35,#7,32,4.78,3700,1.29,4.78,2500,1.91,4.78,11,0.43
Los Angeles Chargers,0.88,0.08,3,NA,0.66,NA,0.16,16.5,NA,NA,NA,NA,NA,7.2,NA,NFL,0514,100028,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Baltimore Ravens,0.87,0.06,2.91,NA,0.62,NA,0.19,18.75,NA,NA,NA,NA,NA,7.15,NA,NFL,0531,100002,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pittsburgh Steelers,0.83,0.07,2.89,NA,0.58,NA,0.2,16.75,NA,NA,NA,NA,NA,7.05,NA,NFL,0510,100027,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
New York Jets,0.88,0.06,2.81,NA,0.59,NA,0.17,19,NA,NA,NA,NA,NA,6.89,NA,NFL,0505,100024,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
San Francisco 49ers,0.81,0.06,2.72,NA,0.58,NA,0.17,19.75,NA,NA,NA,NA,NA,6.64,NA,NFL,0530,100029,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dallas Cowboys,0.85,0.06,2.64,NA,0.57,NA,0.17,19.5,NA,NA,NA,NA,NA,6.62,NA,NFL,0516,100008,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Houston Texans,0.81,0.07,2.71,NA,0.64,NA,0.14,19.75,NA,NA,NA,NA,NA,6.59,NA,NFL,0532,100013,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Seattle Seahawks,0.83,0.07,2.75,NA,0.57,NA,0.14,19,NA,NA,NA,NA,NA,6.53,NA,NFL,0515,100030,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Indianapolis Colts,0.84,0.06,2.72,NA,0.64,NA,0.12,18.5,NA,NA,NA,NA,NA,6.52,NA,NFL,0502,100014,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jacksonville Jaguars,0.78,0.07,2.73,NA,0.59,NA,0.14,19,NA,NA,NA,NA,NA,6.45,NA,NFL,0509,100015,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Washington Commanders,0.81,0.07,2.6,NA,0.6,NA,0.14,19.5,NA,NA,NA,NA,NA,6.4,NA,NFL,0520,100032,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
New York Giants,0.71,0.07,2.66,NA,0.59,NA,0.14,22,NA,NA,NA,NA,NA,6.24,NA,NFL,0517,100023,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Denver Broncos,0.79,0.06,2.5,NA,0.59,NA,0.12,21.75,NA,NA,NA,NA,NA,6.1,NA,NFL,0511,100009,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Green Bay Packers,0.8,0.06,2.53,NA,0.56,NA,0.12,21.5,NA,NA,NA,NA,NA,6.09,NA,NFL,0523,100011,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Philadelphia Eagles,0.77,0.06,2.56,NA,0.53,NA,0.12,22.25,NA,NA,NA,NA,NA,6,NA,NFL,0518,100025,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cleveland Browns,0.7,0.06,2.39,NA,0.54,NA,0.16,23.25,NA,NA,NA,NA,NA,5.95,NA,NFL,0507,100007,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kansas City Chiefs,0.74,0.05,2.38,NA,0.53,NA,0.15,22.5,NA,NA,NA,NA,NA,5.92,NA,NFL,0512,100016,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Carolina Panthers,0.74,0.06,2.4,NA,0.55,NA,0.12,22.5,NA,NA,NA,NA,NA,5.82,NA,NFL,0527,100004,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
New England Patriots,0.72,0.06,2.47,NA,0.53,NA,0.12,20.5,NA,NA,NA,NA,NA,5.81,NA,NFL,0504,100021,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Detroit Lions,0.78,0.06,2.39,NA,0.5,NA,0.11,22,NA,NA,NA,NA,NA,5.73,NA,NFL,0522,100010,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Miami Dolphins,0.73,0.05,2.4,NA,0.56,NA,0.1,25,NA,NA,NA,NA,NA,5.68,NA,NFL,0503,100019,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tennessee Titans,0.72,0.06,2.32,NA,0.54,NA,0.11,23.75,NA,NA,NA,NA,NA,5.62,NA,NFL,0508,100012,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Buffalo Bills,0.78,0.05,2.34,NA,0.5,NA,0.1,26,NA,NA,NA,NA,NA,5.6,NA,NFL,0501,100003,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Minnesota Vikings,0.67,0.06,2.42,NA,0.51,NA,0.11,26.25,NA,NA,NA,NA,NA,5.56,NA,NFL,0524,100020,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chicago Bears,0.71,0.06,2.27,NA,0.49,NA,0.12,25,NA,NA,NA,NA,NA,5.51,NA,NFL,0521,100005,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
New Orleans Saints,0.72,0.06,2.26,NA,0.5,NA,0.11,25.25,NA,NA,NA,NA,NA,5.48,NA,NFL,0529,100022,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Arizona Cardinals,0.71,0.06,2.13,NA,0.53,NA,0.12,25.5,NA,NA,NA,NA,NA,5.45,NA,NFL,0519,100026,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Atlanta Falcons,0.72,0.06,2.21,NA,0.49,NA,0.11,26.25,NA,NA,NA,NA,NA,5.41,NA,NFL,0526,100001,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Los Angeles Rams,0.67,0.06,2.26,NA,0.49,NA,0.11,24,NA,NA,NA,NA,NA,5.36,NA,NFL,0528,100017,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cincinnati Bengals,0.69,0.05,2.11,NA,0.47,NA,0.1,27,NA,NA,NA,NA,NA,5.13,NA,NFL,0506,100006,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Las Vegas Raiders,0.62,0.05,2.22,NA,0.47,NA,0.1,26,NA,NA,NA,NA,NA,5.1,NA,NFL,0513,100018,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tampa Bay Buccaneers,0.66,0.05,2.06,NA,0.45,NA,0.1,29,NA,NA,NA,NA,NA,4.98,NA,NFL,0525,100031,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
