team,dst_int,dst_safety,dst_sacks,dst_tackles,dst_fum_rec,dst_fum_force,dst_td,dst_pts_allowed,dst_pts_allowed_g,dst_pass_yds_allowed,dst_rush_yds_allowed,dst_yds_allowed,dst_avg_yds_allowed,site_pts,site_fppg,data_src,id,src_id,pos,player,dst_fum_recvr,dst_fumbles,dst_yds_against,dst_pts_against,opp,bye,draft_rank,idp_solo,pct_owned,site_ci_low,site_ci_high,opp_rank,ranks_pos,FanDuel FP,fanduel_salary,fanduel_value,draftkings_site_points,draftkings_salary,draftkings_value,yahoo_site_points,yahoo_salary,yahoo_value
JAC,1.1,0,3,44.4,1.1,1.6,0.2,19.5,19.5,0,112,329,329,12.6,12.6,CBS,0509,1913,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SF,1.3,0,2.6,40.6,0.9,1.3,0.2,16.3,16.3,0,82,307,307,12.2,12.2,CBS,0530,1925,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CLE,0.8,0,3.1,39.9,1.1,1.5,0.2,26.1,26.1,0,99,297,297,12.1,12.1,CBS,0507,1930,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NYG,0.9,0,3.4,39.1,1,1.4,0.2,22,22,0,120,313,313,10.4,10.4,CBS,0517,1918,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MIA,0.8,0,2.5,47.1,1.1,1.5,0.2,26,26,0,135,364,364,9.5,9.5,CBS,0503,1915,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DAL,0.7,0,3.1,42.3,0.8,1.1,0.2,22.7,22.7,0,100,306,306,9.3,9.3,CBS,0516,1908,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GB,0.7,0.1,2.7,39.9,0.8,1.1,0.2,22.6,22.6,0,126,328,328,9.1,9.1,CBS,0523,1911,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IND,0.5,0,2.4,42.1,0.5,0.7,0.1,21.6,21.6,0,134,293,293,9,9,CBS,0502,1912,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUF,0.8,0,2.6,39.3,0.8,1.2,0.2,23.5,23.5,0,124,341,341,9,9,CBS,0501,1904,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PHI,0.5,0,2.7,41.6,0.9,1.3,0.2,23.1,23.1,0,129,334,334,8.7,8.7,CBS,0518,1921,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LAR,0.8,0,3,41.5,0.4,0.6,0.2,26.2,26.2,0,120,335,335,8.6,8.6,CBS,0528,1923,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LV,0.6,0,2.8,44.1,0.8,1.1,0.1,26.4,26.4,0,159,356,356,8.2,8.2,CBS,0513,1920,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TB,0.5,0,2.1,45.4,0.9,1.3,0.1,23.8,23.8,0,121,370,370,7.5,7.5,CBS,0525,1927,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHI,0.7,0,2.5,41.2,0.4,0.6,0.1,25.6,25.6,0,90,315,315,7.3,7.3,CBS,0521,1906,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ATL,0.8,0,3.1,43.1,0.7,1,0.2,32.7,32.7,0,118,329,329,7.3,7.3,CBS,0526,1902,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DET,0.7,0,2.2,40.5,0.5,0.8,0.1,21.2,21.2,0,81,325,325,7.2,7.2,CBS,0522,1910,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DEN,0.4,0,2.1,41.1,0.8,1.2,0.1,22.9,22.9,0,126,313,313,7.1,7.1,CBS,0511,1909,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NO,1,0.1,2.4,44.1,0.6,0.9,0.2,28.4,28.4,0,113,348,348,7,7,CBS,0529,1917,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MIN,0.5,0,2.2,43.8,0.6,0.9,0.1,27,27,0,124,356,356,7,7,CBS,0524,1916,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ARI,0.7,0,2.7,43.7,0.5,0.7,0.2,28.3,28.3,0,122,369,369,6.3,6.3,CBS,0519,1901,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CIN,0.8,0,1.7,43.5,0.8,1.1,0.2,28.8,28.8,0,113,398,398,6.1,6.1,CBS,0506,1907,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAR,0.6,0,2,44.1,0.7,0.9,0.1,28.6,28.6,0,113,323,323,5.2,5.2,CBS,0527,1905,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CLE,1,NA,2,59,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,ESPN,0507,-16005,DST,Browns D/ST,0,1,327,327,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DAL,1,NA,2,61,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,ESPN,0516,-16006,DST,Cowboys D/ST,1,1,334,334,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NYJ,1,NA,3,62,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,ESPN,0505,-16020,DST,Jets D/ST,0,1,318,318,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BAL,1,NA,3,61,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,ESPN,0531,-16033,DST,Ravens D/ST,0,1,324,324,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SF,1,NA,3,62,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,ESPN,0530,-16025,DST,49ers D/ST,0,1,320,320,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PIT,1,NA,3,61,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,ESPN,0510,-16023,DST,Steelers D/ST,0,1,297,297,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MIA,1,NA,2,63,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,ESPN,0503,-16015,DST,Dolphins D/ST,1,1,358,358,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NO,1,NA,2,61,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,ESPN,0529,-16018,DST,Saints D/ST,0,1,352,352,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
JAC,1,NA,3,61,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,ESPN,0509,-16030,DST,Jaguars D/ST,0,1,302,302,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CIN,1,NA,2,63,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,ESPN,0506,-16004,DST,Bengals D/ST,1,1,381,381,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KCC,1,NA,3,61,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,ESPN,0512,-16012,DST,Chiefs D/ST,0,1,355,355,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DET,1,NA,3,62,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,ESPN,0522,-16008,DST,Lions D/ST,0,1,342,342,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHI,1,NA,2,63,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,ESPN,0521,-16003,DST,Bears D/ST,0,1,363,363,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ATL,1,NA,2,60,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,ESPN,0526,-16001,DST,Falcons D/ST,1,1,362,362,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SEA,1,NA,2,61,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,ESPN,0515,-16026,DST,Seahawks D/ST,0,1,313,313,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IND,1,NA,2,64,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,ESPN,0502,-16011,DST,Colts D/ST,1,1,328,328,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUF,1,NA,2,61,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,ESPN,0501,-16002,DST,Bills D/ST,0,1,391,391,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HOU,1,NA,3,63,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,ESPN,0532,-16034,DST,Texans D/ST,0,1,342,342,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GB,1,NA,2,65,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,ESPN,0523,-16009,DST,Packers D/ST,0,1,348,348,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MIN,1,NA,2,62,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,ESPN,0524,-16016,DST,Vikings D/ST,0,1,400,400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PHI,1,NA,2,63,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,ESPN,0518,-16021,DST,Eagles D/ST,1,1,369,369,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAR,1,NA,2,64,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,ESPN,0527,-16029,DST,Panthers D/ST,0,1,352,352,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LV,1,NA,2,64,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,ESPN,0513,-16013,DST,Raiders D/ST,0,1,362,362,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TEN,1,NA,2,62,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,ESPN,0508,-16010,DST,Titans D/ST,0,1,363,363,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WAS,1,NA,3,62,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,ESPN,0520,-16028,DST,Commanders D/ST,0,1,336,336,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LAC,1,NA,3,61,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,ESPN,0514,-16024,DST,Chargers D/ST,1,1,330,330,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TB,1,NA,2,61,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,ESPN,0525,-16027,DST,Buccaneers D/ST,0,1,368,368,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NYG,1,NA,2,61,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,ESPN,0517,-16019,DST,Giants D/ST,1,1,353,353,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LAR,1,NA,2,63,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,ESPN,0528,-16014,DST,Rams D/ST,0,1,364,364,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NE,1,NA,2,62,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,ESPN,0504,-16017,DST,Patriots D/ST,1,1,360,360,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DEN,1,NA,3,64,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,ESPN,0511,-16007,DST,Broncos D/ST,1,1,348,348,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ARI,1,NA,2,64,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,ESPN,0519,-16022,DST,Cardinals D/ST,0,1,393,393,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0.9,0,3.3,NA,0.6,0.8,0.2,19.2,NA,NA,NA,311.5,NA,8.2,NA,FantasyPros,0502,8130,DST,Indianapolis Colts,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0.8,0,3.2,NA,0.6,0.8,0.2,17.2,NA,NA,NA,307.5,NA,8,NA,FantasyPros,0514,8250,DST,Los Angeles Chargers,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0.9,0,3.1,NA,0.5,0.6,0.2,18.7,NA,NA,NA,315.1,NA,7.9,NA,FantasyPros,0530,8270,DST,San Francisco 49ers,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0.8,0,4.3,NA,0.5,0.7,0.2,20.1,NA,NA,NA,314.6,NA,7.8,NA,FantasyPros,0520,8310,DST,Washington Commanders,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0.8,0,3,NA,0.5,0.7,0.2,18.8,NA,NA,NA,312.7,NA,7.6,NA,FantasyPros,0509,8140,DST,Jacksonville Jaguars,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0.8,0,2.6,NA,0.6,0.8,0.2,16.7,NA,NA,NA,301.4,NA,7.5,NA,FantasyPros,0510,8240,DST,Pittsburgh Steelers,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0.8,0,2.8,NA,0.5,0.6,0.2,18.4,NA,NA,NA,305.6,NA,7.3,NA,FantasyPros,0505,8210,DST,New York Jets,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0.8,0,2.6,NA,0.6,0.7,0.2,19.8,NA,NA,NA,337.3,NA,7.3,NA,FantasyPros,0532,8120,DST,Houston Texans,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0.8,0,2.5,NA,0.5,0.7,0.2,16.9,NA,NA,NA,311.5,NA,7.3,NA,FantasyPros,0531,8020,DST,Baltimore Ravens,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0.8,0,2.5,NA,0.5,0.9,0.2,18.9,NA,NA,NA,331.1,NA,7,NA,FantasyPros,0516,8080,DST,Dallas Cowboys,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0.7,0,2.4,NA,0.5,0.7,0.2,18,NA,NA,NA,315.5,NA,6.9,NA,FantasyPros,0515,8260,DST,Seattle Seahawks,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0.8,0,2.5,NA,0.7,0.9,0.1,22.4,NA,NA,NA,339.1,NA,6.3,NA,FantasyPros,0517,8200,DST,New York Giants,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0.7,0,2.8,NA,0.6,0.8,0.1,20.7,NA,NA,NA,329.2,NA,6.2,NA,FantasyPros,0511,8090,DST,Denver Broncos,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0.7,0,2.9,NA,0.4,0.7,0.2,21.7,NA,NA,NA,337.5,NA,6.1,NA,FantasyPros,0512,8150,DST,Kansas City Chiefs,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0.7,0,2.6,NA,0.6,0.8,0.1,22.1,NA,NA,NA,354.1,NA,6.1,NA,FantasyPros,0518,8230,DST,Philadelphia Eagles,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0.8,0,2.7,NA,0.4,0.6,0.1,21.5,NA,NA,NA,345.4,NA,6,NA,FantasyPros,0522,8100,DST,Detroit Lions,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0.8,0,2.5,NA,0.5,0.7,0.1,21.3,NA,NA,NA,323.5,NA,5.9,NA,FantasyPros,0507,8070,DST,Cleveland Browns,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0.8,0,2.5,NA,0.5,0.6,0.1,24.8,NA,NA,NA,348.1,NA,5.8,NA,FantasyPros,0529,8190,DST,New Orleans Saints,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0.7,0,2.4,NA,0.5,0.8,0.1,21.8,NA,NA,NA,347.5,NA,5.7,NA,FantasyPros,0523,8110,DST,Green Bay Packers,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0.8,0,2.2,NA,0.6,0.9,0.1,23.5,NA,NA,NA,360,NA,5.7,NA,FantasyPros,0503,8160,DST,Miami Dolphins,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0.8,0,2.3,NA,0.5,0.7,0.1,25.1,NA,NA,NA,384.3,NA,5.6,NA,FantasyPros,0501,8030,DST,Buffalo Bills,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0.8,0,2.2,NA,0.4,0.8,0.1,20.7,NA,NA,NA,344.7,NA,5.5,NA,FantasyPros,0504,8180,DST,New England Patriots,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0.7,0,2.4,NA,0.5,0.8,0.1,26.1,NA,NA,NA,348.5,NA,5.5,NA,FantasyPros,0526,8010,DST,Atlanta Falcons,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0.7,0,2.4,NA,0.5,0.6,0.1,23.9,NA,NA,NA,350.7,NA,5.5,NA,FantasyPros,0528,8280,DST,Los Angeles Rams,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0.6,0,2.6,NA,0.4,0.8,0.1,24.8,NA,NA,NA,364,NA,5.5,NA,FantasyPros,0521,8050,DST,Chicago Bears,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0.8,0,2.1,NA,0.5,0.7,0.1,25.1,NA,NA,NA,384.5,NA,5.4,NA,FantasyPros,0519,8000,DST,Arizona Cardinals,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0.7,0,2.3,NA,0.5,0.8,0.1,26,NA,NA,NA,375.6,NA,5.4,NA,FantasyPros,0524,8170,DST,Minnesota Vikings,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0.6,0,2.5,NA,0.5,0.7,0.1,25.8,NA,NA,NA,362.7,NA,5.4,NA,FantasyPros,0513,8220,DST,Las Vegas Raiders,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0.7,0,2.4,NA,0.5,0.7,0.1,28.3,NA,NA,NA,364.8,NA,5.3,NA,FantasyPros,0525,8290,DST,Tampa Bay Buccaneers,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0.6,0,2.3,NA,0.5,0.7,0.1,23.3,NA,NA,NA,343.3,NA,5.2,NA,FantasyPros,0508,8300,DST,Tennessee Titans,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0.7,0,2,NA,0.5,0.8,0.1,26.7,NA,NA,NA,375.3,NA,5.1,NA,FantasyPros,0506,8060,DST,Cincinnati Bengals,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0.6,0,1.9,NA,0.5,0.6,0.1,22.7,NA,NA,NA,344.4,NA,4.9,NA,FantasyPros,0527,8040,DST,Carolina Panthers,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LAC,0.7,0,3.8,NA,1,NA,0.1,13.9,NA,NA,NA,224.4,NA,15.1,NA,FantasySharks,0514,NA,D,"Chargers, Los Angeles",NA,NA,NA,NA,@CAR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
