player,pos,team,games,fg,fg_att,fg_0019,fg_att_0019,fg_2029,fg_att_2029,fg_3039,fg_att_3039,fg_4049,fg_att_4049,fg_50,fg_att_50,xp,xp_att,site_pts,site_fppg,src_id,data_src,id,fg_50_att,fg_49,fg_49_att,fg_39,fg_att_39,opp,fg_miss,bye,draft_rank,fg_pct,xp_pct,pct_owned,site_ci_low,site_ci_high,opp_rank,ranks_pos,FanDuel FP,draftkings_site_points,yahoo_site_points
"Carlson, Anders",K,NYJ,NA,1.7,1.8,0,NA,0.2,NA,0.6,NA,0.4,NA,0.4,NA,1.7,2.1,7.6,NA,NA,FantasySharks,16339,NA,NA,NA,NA,NA,@MIA,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"McManus, Brandon",K,GBP,NA,1.6,2,0,NA,0.4,NA,0.7,NA,0.4,NA,0.1,NA,2.4,2.4,6.8,NA,NA,FantasySharks,11947,NA,NA,NA,NA,NA,@DET,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Carlson, Daniel",K,LVR,NA,1.8,2.1,0,NA,0.6,NA,0.5,NA,0.4,NA,0.3,NA,1.6,1.6,6.7,NA,NA,FantasySharks,13718,NA,NA,NA,NA,NA,@TBB,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Koo, Younghoe",K,ATL,NA,1.8,2.3,0,NA,0.5,NA,0.5,NA,0.4,NA,0.3,NA,1.8,1.8,6.7,NA,NA,FantasySharks,13403,NA,NA,NA,NA,NA,@MIN,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Reichard, Will",K,MIN,NA,1.6,1.9,0,NA,0.4,NA,0.5,NA,0.4,NA,0.3,NA,1.9,2,6.6,NA,NA,FantasySharks,16681,NA,NA,NA,NA,NA,ATL,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Santos, Cairo",K,CHI,NA,1.5,1.9,0,NA,0.4,NA,0.4,NA,0.4,NA,0.4,NA,1.6,1.7,6.5,NA,NA,FantasySharks,11945,NA,NA,NA,NA,NA,@SFO,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ryland, Chad",K,ARI,NA,1.7,2.2,0,NA,0.4,NA,0.8,NA,0.3,NA,0.2,NA,1.7,1.7,6.3,NA,NA,FantasySharks,16292,NA,NA,NA,NA,NA,SEA,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Wright, Matthew",K,KCC,NA,1.5,1.7,0,NA,0.5,NA,0.5,NA,0.4,NA,0.1,NA,1.7,1.7,6.3,NA,NA,FantasySharks,14426,NA,NA,NA,NA,NA,LAC,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Little, Cam",K,JAC,NA,1.5,1.7,0,NA,0.3,NA,0.6,NA,0.3,NA,0.2,NA,1.6,1.6,6.2,NA,NA,FantasySharks,16680,NA,NA,NA,NA,NA,@TEN,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Romo, John Parker",K,MIN,NA,1.5,1.6,0,NA,0.3,NA,0.5,NA,0.5,NA,0.2,NA,0.6,0.7,5.4,NA,NA,FantasySharks,16405,NA,NA,NA,NA,NA,ATL,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pineiro, Eddy",K,CAR,NA,1.4,1.8,0,NA,0.4,NA,0.4,NA,0.4,NA,0.1,NA,1.3,1.4,5.3,NA,NA,FantasySharks,13719,NA,NA,NA,NA,NA,@PHI,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hopkins, Dustin",K,CLE,NA,1.5,2,0,NA,0.2,NA,0.5,NA,0.5,NA,0.3,NA,1.3,1.4,5.3,NA,NA,FantasySharks,11387,NA,NA,NA,NA,NA,@PIT,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Karty, Joshua",K,LAR,NA,1.3,1.8,0,NA,0.4,NA,0.5,NA,0.2,NA,0.2,NA,1.9,2,4.8,NA,NA,FantasySharks,16775,NA,NA,NA,NA,NA,BUF,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Shrader, Spencer",K,KCC,NA,1.2,1.5,0,NA,0.4,NA,0.4,NA,0.3,NA,0.1,NA,1.3,1.4,4.4,NA,NA,FantasySharks,16896,NA,NA,NA,NA,NA,LAC,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Gano, Graham",K,NYG,NA,1.2,1.7,0,NA,0.2,NA,0.4,NA,0.5,NA,0.2,NA,1.1,1.1,4.4,NA,NA,FantasySharks,9694,NA,NA,NA,NA,NA,NOS,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Zuerlein, Greg",K,NYJ,NA,1.3,1.8,0,NA,0.4,NA,0.4,NA,0.4,NA,0.2,NA,1.1,1.3,4.3,NA,NA,FantasySharks,10868,NA,NA,NA,NA,NA,@MIA,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nick Folk,K,TEN,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.4,2.4,12.39,NA,4780,FleaFlicker,8851,NA,NA,NA,NA,NA,JACSun 1:00 PM,NA,5,K30,2/2,2/2,55%,NA,NA,NA,NA,NA,NA,NA
Chase McLaughlin,K,TB,NA,2,1.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.8,2.8,10.82,NA,15412,FleaFlicker,14717,NA,NA,NA,NA,NA,LVSun 1:00 PM,NA,1,K16,2/1,2/2,72%,NA,NA,NA,NA,NA,NA,NA
Chris Boswell,K,PIT,NA,2,1.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.5,2.5,10.5,NA,10779,FleaFlicker,11936,NA,NA,NA,NA,NA,CLESun 1:00 PM,NA,9,K8,2/1,2/2,88%,NA,NA,NA,NA,NA,NA,NA
Matthew Wright,K,KC,NA,2,1.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.3,2.3,10.27,NA,15021,FleaFlicker,14426,NA,NA,NA,NA,NA,LACSun 8:20 PM,NA,6,NA,2/1,2/2,7%,NA,NA,NA,NA,NA,NA,NA
Jason Myers,K,SEA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.1,2.1,10.1,NA,11124,FleaFlicker,12437,NA,NA,NA,NA,NA,@ARISun 4:05 PM,NA,0,K21,2/2,2/2,51%,NA,NA,NA,NA,NA,NA,NA
Cam Little,K,JAC,NA,2,1.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,10.04,NA,18510,FleaFlicker,16680,NA,NA,NA,NA,NA,@TENSun 1:00 PM,NA,2,K33,2/1,2/2,12%,NA,NA,NA,NA,NA,NA,NA
Cairo Santos,K,CHI,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,9.98,NA,10888,FleaFlicker,11945,NA,NA,NA,NA,NA,@SFSun 4:25 PM,NA,7,K19,2/1,1/1,28%,NA,NA,NA,NA,NA,NA,NA
Jake Elliott,K,PHI,NA,2,1.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.9,2.9,9.91,NA,13035,FleaFlicker,13303,NA,NA,NA,NA,NA,CARSun 1:00 PM,NA,5,K7,2/1,2/2,67%,NA,NA,NA,NA,NA,NA,NA
Tyler Bass,K,BUF,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.9,2.9,9.88,NA,15626,FleaFlicker,14983,NA,NA,NA,NA,NA,@LARSun 4:25 PM,NA,2,K5,2/1,2/2,74%,NA,NA,NA,NA,NA,NA,NA
Dustin Hopkins,K,CLE,NA,2,1.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.8,1.8,9.8,NA,9416,FleaFlicker,11387,NA,NA,NA,NA,NA,@PITSun 1:00 PM,NA,0,K26,2/1,1/1,21%,NA,NA,NA,NA,NA,NA,NA
Brandon McManus,K,GB,NA,2,2.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.5,2.5,9.45,NA,9754,FleaFlicker,11947,NA,NA,NA,NA,NA,@DETThu 8:15 PM,NA,0,K22,2/2,2/2,16%,NA,NA,NA,NA,NA,NA,NA
Chad Ryland,K,ARI,NA,2,1.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.4,2.4,9.37,NA,17688,FleaFlicker,16292,NA,NA,NA,NA,NA,SEASun 4:05 PM,NA,1,K27,2/1,2/2,9%,NA,NA,NA,NA,NA,NA,NA
Jake Moody,K,SF,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.3,2.3,9.34,NA,17665,FleaFlicker,16286,NA,NA,NA,NA,NA,CHISun 4:25 PM,NA,9,K4,2/2,2/2,58%,NA,NA,NA,NA,NA,NA,NA
Parker Romo,K,MIN,NA,2,1.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.1,2.1,9.14,NA,17237,FleaFlicker,16405,NA,NA,NA,NA,NA,ATLSun 1:00 PM,NA,6,NA,2/1,2/2,16%,NA,NA,NA,NA,NA,NA,NA
Blake Grupe,K,NO,NA,2,2.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.1,2.1,9.13,NA,17834,FleaFlicker,16444,NA,NA,NA,NA,NA,@NYGSun 1:00 PM,NA,2,K13,2/2,2/2,25%,NA,NA,NA,NA,NA,NA,NA
Joshua Karty,K,LAR,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,9.04,NA,18562,FleaFlicker,16775,NA,NA,NA,NA,NA,BUFSun 4:25 PM,NA,6,K28,2/2,2/2,12%,NA,NA,NA,NA,NA,NA,NA
Jake Bates,K,DET,NA,2,2.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,9.01,NA,18337,FleaFlicker,16846,NA,NA,NA,NA,NA,GBThu 8:15 PM,NA,5,K10,2/2,3/3,68%,NA,NA,NA,NA,NA,NA,NA
Younghoe Koo,K,ATL,NA,2,1.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,8.98,NA,13324,FleaFlicker,13403,NA,NA,NA,NA,NA,@MINSun 1:00 PM,NA,2,K9,2/1,1/1,64%,NA,NA,NA,NA,NA,NA,NA
Daniel Carlson,K,LV,NA,2,1.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.9,1.9,8.9,NA,13947,FleaFlicker,13718,NA,NA,NA,NA,NA,@TBSun 1:00 PM,NA,0,K17,2/1,1/1,20%,NA,NA,NA,NA,NA,NA,NA
Cade York,K,CIN,NA,2,2.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.8,2.8,8.8,NA,16929,FleaFlicker,15882,NA,NA,NA,NA,NA,@DALMon 8:15 PM,NA,2,NA,2/2,2/2,1%,NA,NA,NA,NA,NA,NA,NA
Brandon Aubrey,K,DAL,NA,2,1.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.5,2.5,8.46,NA,18330,FleaFlicker,16414,NA,NA,NA,NA,NA,CINMon 8:15 PM,NA,7,K2,2/1,2/2,93%,NA,NA,NA,NA,NA,NA,NA
Cameron Dicker,K,LAC,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.1,2.1,8.08,NA,17315,FleaFlicker,15979,NA,NA,NA,NA,NA,@KCSun 8:20 PM,NA,5,K6,2/1,2/2,77%,NA,NA,NA,NA,NA,NA,NA
Anders Carlson,K,NYJ,NA,2,1.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.9,1.9,7.86,NA,17790,FleaFlicker,16339,NA,NA,NA,NA,NA,@MIASun 1:00 PM,NA,2,NA,2/1,1/1,3%,NA,NA,NA,NA,NA,NA,NA
Jason Sanders,K,MIA,NA,1,1.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.7,2.7,6.66,NA,13977,FleaFlicker,13832,NA,NA,NA,NA,NA,NYJSun 1:00 PM,NA,6,K11,1/1,2/2,83%,NA,NA,NA,NA,NA,NA,NA
Graham Gano,K,NYG,NA,1,1.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.6,1.6,5.55,NA,6304,FleaFlicker,9694,NA,NA,NA,NA,NA,NOSun 1:00 PM,NA,1,K34,1/1,1/1,4%,NA,NA,NA,NA,NA,NA,NA
Eddy Pineiro,K,CAR,NA,1,1.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.4,1.4,5.39,NA,13986,FleaFlicker,13719,NA,NA,NA,NA,NA,@PHISun 1:00 PM,NA,1,K32,1/1,1/1,5%,NA,NA,NA,NA,NA,NA,NA
IRDWill Reichard,K,MIN,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,5,NA,18573,FleaFlicker,16681,NA,NA,NA,NA,NA,ATLSun 1:00 PM,NA,6,K23,0/0,2/2,17%,NA,NA,NA,NA,NA,NA,NA
IRMatt Prater,K,ARI,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,4221,FleaFlicker,8930,NA,NA,NA,NA,NA,SEASun 4:05 PM,NA,1,K20,0/0,0/0,7%,NA,NA,NA,NA,NA,NA,NA
IRGreg Zuerlein,K,NYJ,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,8608,FleaFlicker,10868,NA,NA,NA,NA,NA,@MIASun 1:00 PM,NA,2,K25,0/0,0/0,9%,NA,NA,NA,NA,NA,NA,NA
IREvan McPherson,K,CIN,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,16457,FleaFlicker,15368,NA,NA,NA,NA,NA,@DALMon 8:15 PM,NA,2,K15,0/0,0/0,48%,NA,NA,NA,NA,NA,NA,NA
IRSpencer Shrader,K,KC,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,18967,FleaFlicker,16896,NA,NA,NA,NA,NA,LACSun 8:20 PM,NA,6,K29,0/0,0/0,12%,NA,NA,NA,NA,NA,NA,NA
Jude McAtamney,K,NYG,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,19165,FleaFlicker,16848,NA,NA,NA,NA,NA,NOSun 1:00 PM,NA,1,NA,0/0,0/0,1%,NA,NA,NA,NA,NA,NA,NA
Jake Bates,K,DET,NA,2.08,2.39,0.02,NA,0.68,NA,0.63,NA,0.61,NA,0.1,NA,3.13,NA,10.07,NA,jake-bates,NumberFire,16846,NA,NA,NA,NA,NA,GB,NA,NA,NA,NA,NA,NA,4.9,15.24,#9,1,10.06,10.06,10.06
Will Reichard,K,MIN,NA,1.79,1.95,0.02,NA,0.45,NA,0.59,NA,0.57,NA,0.14,NA,3.56,NA,9.72,NA,will-reichard,NumberFire,16681,NA,NA,NA,NA,NA,ATL,NA,NA,NA,NA,NA,NA,4.81,14.63,#16,2,9.72,9.72,9.72
Nick Folk,K,TEN,NA,1.97,2.15,0.02,NA,0.33,NA,0.67,NA,0.61,NA,0.33,NA,2.35,NA,9.52,NA,nick-folk,NumberFire,8851,NA,NA,NA,NA,NA,JAC,NA,NA,NA,NA,NA,NA,4.33,14.71,#32,3,9.5,9.5,9.5
Brandon McManus,K,GB,NA,1.99,2.23,0.05,NA,0.56,NA,0.68,NA,0.65,NA,0.05,NA,2.68,NA,9.4,NA,brandon-mcmanus,NumberFire,11947,NA,NA,NA,NA,NA,DET,NA,NA,NA,NA,NA,NA,4.28,14.52,#3,4,9.4,9.4,9.4
Chase McLaughlin,K,TB,NA,1.77,1.97,0.02,NA,0.3,NA,0.74,NA,0.54,NA,0.14,NA,3.29,NA,9.34,NA,chase-mclaughlin,NumberFire,14717,NA,NA,NA,NA,NA,LV,NA,NA,NA,NA,NA,NA,4.66,14.02,#23,5,9.33,9.33,9.33
Chris Boswell,K,PIT,NA,1.82,1.97,0.02,NA,0.4,NA,0.6,NA,0.49,NA,0.33,NA,2.56,NA,9.22,NA,chris-boswell,NumberFire,11936,NA,NA,NA,NA,NA,CLE,NA,NA,NA,NA,NA,NA,5.43,13.01,#22,6,9.23,9.23,9.23
Tyler Bass,K,BUF,NA,1.78,2.02,0.02,NA,0.69,NA,0.52,NA,0.43,NA,0.14,NA,3.01,NA,9.11,NA,tyler-bass,NumberFire,14983,NA,NA,NA,NA,NA,LA,NA,NA,NA,NA,NA,NA,5.89,12.33,#21,7,9.12,9.12,9.12
Jason Myers,K,SEA,NA,1.83,2.09,0,NA,0.6,NA,0.6,NA,0.41,NA,0.28,NA,2.33,NA,8.97,NA,jason-myers,NumberFire,12437,NA,NA,NA,NA,NA,ARI,NA,NA,NA,NA,NA,NA,4.79,13.15,#24,8,8.97,8.97,8.97
Blake Grupe,K,NO,NA,1.85,2.18,0,NA,0.51,NA,0.76,NA,0.49,NA,0.12,NA,2.38,NA,8.77,NA,blake-grupe,NumberFire,16444,NA,NA,NA,NA,NA,NYG,NA,NA,NA,NA,NA,NA,4.34,13.2,#18,9,8.75,8.75,8.75
Jason Sanders,K,MIA,NA,1.72,1.98,0.02,NA,0.46,NA,0.5,NA,0.65,NA,0.12,NA,2.5,NA,8.65,NA,jason-sanders,NumberFire,13832,NA,NA,NA,NA,NA,NYJ,NA,NA,NA,NA,NA,NA,4.59,12.71,#19,10,8.64,8.64,8.64
Jake Elliott,K,PHI,NA,1.54,1.95,0.07,NA,0.53,NA,0.41,NA,0.44,NA,0.13,NA,3.18,NA,8.62,NA,jake-elliott,NumberFire,13303,NA,NA,NA,NA,NA,CAR,NA,NA,NA,NA,NA,NA,5.01,12.23,#31,11,8.62,8.62,8.62
Cairo Santos,K,CHI,NA,1.9,2,0.04,NA,0.42,NA,0.7,NA,0.53,NA,0.2,NA,2.03,NA,8.61,NA,cairo-santos,NumberFire,11945,NA,NA,NA,NA,NA,SF,NA,NA,NA,NA,NA,NA,5.06,12.16,#14,12,8.63,8.63,8.63
Cameron Dicker,K,LAC,NA,1.87,2,0,NA,0.67,NA,0.48,NA,0.42,NA,0.3,NA,1.87,NA,8.52,NA,cameron-dicker,NumberFire,15979,NA,NA,NA,NA,NA,KC,NA,NA,NA,NA,NA,NA,4.72,12.32,#13,13,8.5,8.5,8.5
Cade York,K,CIN,NA,1.57,2.36,0,NA,0.51,NA,0.61,NA,0.37,NA,0.07,NA,3.11,NA,8.31,NA,cade-york,NumberFire,15882,NA,NA,NA,NA,NA,DAL,NA,NA,NA,NA,NA,NA,4.31,12.31,#27,14,8.3,8.3,8.3
Chad Ryland,K,ARI,NA,1.58,1.84,0.06,NA,0.51,NA,0.45,NA,0.41,NA,0.17,NA,2.64,NA,8.19,NA,chad-ryland,NumberFire,16292,NA,NA,NA,NA,NA,SEA,NA,NA,NA,NA,NA,NA,4.78,11.6,#10,15,8.19,8.19,8.19
Brandon Aubrey,K,DAL,NA,1.72,1.97,0,NA,0.71,NA,0.49,NA,0.3,NA,0.19,NA,2.33,NA,8.07,NA,brandon-aubrey,NumberFire,16414,NA,NA,NA,NA,NA,CIN,NA,NA,NA,NA,NA,NA,3.82,12.32,#30,16,8.08,8.08,8.08
Jake Moody,K,SF,NA,1.55,2.09,0.04,NA,0.42,NA,0.48,NA,0.42,NA,0.18,NA,2.58,NA,7.97,NA,jake-moody,NumberFire,16286,NA,NA,NA,NA,NA,CHI,NA,NA,NA,NA,NA,NA,3.78,12.16,#12,17,7.98,7.98,7.98
Daniel Carlson,K,LV,NA,1.65,1.93,0,NA,0.64,NA,0.29,NA,0.43,NA,0.24,NA,2.11,NA,7.83,NA,daniel-carlson,NumberFire,13718,NA,NA,NA,NA,NA,TB,NA,NA,NA,NA,NA,NA,3.57,12.09,#29,18,7.82,7.82,7.82
Joshua Karty,K,LA,NA,1.68,2.14,0.02,NA,0.45,NA,0.47,NA,0.55,NA,0.2,NA,1.71,NA,7.73,NA,joshua-karty,NumberFire,16775,NA,NA,NA,NA,NA,BUF,NA,NA,NA,NA,NA,NA,3.89,11.57,#7,19,7.73,7.73,7.73
Cam Little,K,JAC,NA,1.59,1.94,0.09,NA,0.47,NA,0.55,NA,0.32,NA,0.13,NA,2.4,NA,7.67,NA,cam-little,NumberFire,16680,NA,NA,NA,NA,NA,TEN,NA,NA,NA,NA,NA,NA,2.97,12.37,#15,20,7.66,7.66,7.66
Matthew Wright,K,KC,NA,1.55,1.8,0,NA,0.28,NA,0.65,NA,0.61,NA,0.08,NA,1.94,NA,7.56,NA,matthew-wright,NumberFire,14426,NA,NA,NA,NA,NA,LAC,NA,NA,NA,NA,NA,NA,3.03,12.09,#6,21,7.57,7.57,7.57
Anders Carlson,K,NYJ,NA,1.46,1.59,0,NA,0.3,NA,0.39,NA,0.58,NA,0.23,NA,1.97,NA,7.54,NA,anders-carlson,NumberFire,16339,NA,NA,NA,NA,NA,MIA,NA,NA,NA,NA,NA,NA,3.39,11.69,#11,22,7.51,7.51,7.51
Younghoe Koo,K,ATL,NA,1.42,1.71,0.02,NA,0.4,NA,0.42,NA,0.27,NA,0.3,NA,1.97,NA,7.08,NA,younghoe-koo,NumberFire,13403,NA,NA,NA,NA,NA,MIN,NA,NA,NA,NA,NA,NA,2.42,11.74,#1,23,7.07,7.07,7.07
Dustin Hopkins,K,CLE,NA,1.42,1.79,0,NA,0.41,NA,0.43,NA,0.33,NA,0.22,NA,1.7,NA,6.63,NA,dustin-hopkins,NumberFire,11387,NA,NA,NA,NA,NA,PIT,NA,NA,NA,NA,NA,NA,2.86,10.4,#4,24,6.64,6.64,6.64
Eddy Pineiro,K,CAR,NA,1.38,1.82,0,NA,0.3,NA,0.4,NA,0.4,NA,0.33,NA,1.17,NA,6.51,NA,eddy-pineiro,NumberFire,13719,NA,NA,NA,NA,NA,PHI,NA,NA,NA,NA,NA,NA,2.2,10.82,#5,25,6.52,6.52,6.52
Graham Gano,K,NYG,NA,1.16,1.46,0.02,NA,0.37,NA,0.37,NA,0.35,NA,0.12,NA,1.5,NA,5.78,NA,graham-gano,NumberFire,9694,NA,NA,NA,NA,NA,NO,NA,NA,NA,NA,NA,NA,2.46,9.1,#20,26,5.78,5.78,5.78
Brandon Aubrey,K,DAL,NA,NA,NA,NA,NA,0.52,NA,0.52,NA,0.41,NA,0.29,NA,2.8,NA,8.6,NA,2571750,NFL,16414,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jake Elliott,K,PHI,NA,NA,NA,NA,NA,0.46,NA,0.52,NA,0.52,NA,0.26,NA,2.68,NA,8.48,NA,2558172,NFL,13303,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tyler Bass,K,BUF,NA,NA,NA,NA,NA,0.44,NA,0.57,NA,0.44,NA,0.25,NA,2.77,NA,8.37,NA,2563596,NFL,14983,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Younghoe Koo,K,ATL,NA,NA,NA,NA,NA,0.47,NA,0.53,NA,0.41,NA,0.35,NA,2.3,NA,8.28,NA,2559205,NFL,13403,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jake Moody,K,SF,NA,NA,NA,NA,NA,0.42,NA,0.54,NA,0.42,NA,0.24,NA,2.87,NA,8.21,NA,2570308,NFL,16286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jason Sanders,K,MIA,NA,NA,NA,NA,NA,0.43,NA,0.49,NA,0.43,NA,0.24,NA,2.8,NA,8.05,NA,2561153,NFL,13832,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jake Bates,K,DET,NA,NA,NA,NA,NA,0.37,NA,0.5,NA,0.5,NA,0.19,NA,2.92,NA,7.98,NA,2571759,NFL,16846,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Matthew Wright,K,KC,NA,NA,NA,NA,NA,0.31,NA,0.31,NA,0.61,NA,0.31,NA,2.74,NA,7.98,NA,2562968,NFL,14426,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chase McLaughlin,K,TB,NA,NA,NA,NA,NA,0.44,NA,0.56,NA,0.5,NA,0.25,NA,2.19,NA,7.94,NA,2563203,NFL,14717,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cade York,K,CIN,NA,NA,NA,NA,NA,0.37,NA,0.44,NA,0.49,NA,0.28,NA,2.62,NA,7.92,NA,2567487,NFL,15882,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chris Boswell,K,PIT,NA,NA,NA,NA,NA,0.43,NA,0.56,NA,0.49,NA,0.25,NA,2.16,NA,7.85,NA,2550545,NFL,11936,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chad Ryland,K,ARI,NA,NA,NA,NA,NA,0.52,NA,0.57,NA,0.46,NA,0.28,NA,1.75,NA,7.8,NA,2570125,NFL,16292,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Anders Carlson,K,NYJ,NA,NA,NA,NA,NA,0.41,NA,0.46,NA,0.46,NA,0.34,NA,1.99,NA,7.68,NA,2569750,NFL,16339,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Blake Grupe,K,NO,NA,NA,NA,NA,NA,0.4,NA,0.51,NA,0.4,NA,0.29,NA,2.17,NA,7.55,NA,2571234,NFL,16444,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cameron Dicker,K,LAC,NA,NA,NA,NA,NA,0.38,NA,0.49,NA,0.44,NA,0.27,NA,2.2,NA,7.48,NA,2568435,NFL,15979,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jason Myers,K,SEA,NA,NA,NA,NA,NA,0.41,NA,0.53,NA,0.47,NA,0.18,NA,2.23,NA,7.36,NA,2553112,NFL,12437,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Joshua Karty,K,LAR,NA,NA,NA,NA,NA,0.4,NA,0.46,NA,0.46,NA,0.17,NA,2.45,NA,7.26,NA,2572201,NFL,16775,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Daniel Carlson,K,LV,NA,NA,NA,NA,NA,0.44,NA,0.49,NA,0.38,NA,0.27,NA,1.97,NA,7.25,NA,2560993,NFL,13718,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brandon McManus,K,GB,NA,NA,NA,NA,NA,0.25,NA,0.5,NA,0.5,NA,0.25,NA,2.25,NA,7.25,NA,2541556,NFL,11947,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cairo Santos,K,CHI,NA,NA,NA,NA,NA,0.4,NA,0.46,NA,0.46,NA,0.23,NA,2.11,NA,7.22,NA,2550636,NFL,11945,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
