player,pos,team,games,rush_att,rush_yds,rush_avg,rush_tds,rec_tgt,rec,rec_yds,rec_yds_g,rec_avg,rec_tds,fumbles_lost,site_pts,site_fppg,src_id,data_src,id,dst_int,dst_fum_recvr,dst_sacks,dst_fumbles,dst_tackles,opp,rush_09_tds,rush_1019_tds,rush_2029_tds,rush_3039_tds,rush_4049_tds,rush_50_tds,rec_rz_tgt,rush_50_yds,rush_100_yds,return_yds,scoring_opp,site_ci_low,site_ci_high,opp_rank,ranks_ovr,ranks_pos,FanDuel FP,fanduel_salary,fanduel_value,draftkings_site_points,draftkings_salary,draftkings_value,yahoo_site_points,yahoo_salary,yahoo_value,return_tds
Trey Sermon,RB,IND,NA,3,13,NA,0,2,1,9,NA,NA,0,NA,NA,NA,4241401,ESPN,15257,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cordarrelle Patterson,RB,PIT,NA,1,4,NA,0,0,0,2,NA,NA,0,NA,NA,NA,15807,ESPN,11225,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Emari Demercado,RB,ARI,NA,2,9,NA,0,2,1,9,NA,NA,0,NA,NA,NA,4362478,ESPN,16385,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kenneth Gainwell,RB,PHI,NA,4,17,NA,0,1,1,6,NA,NA,0,NA,NA,NA,4371733,ESPN,15255,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Deuce Vaughn,RB,DAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4431453,ESPN,16176,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kyle Juszczyk,RB,SF,NA,0,1,NA,0,1,1,8,NA,NA,0,NA,NA,NA,16002,ESPN,11367,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ameer Abdullah,RB,LV,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2576336,ESPN,12155,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jaylen Wright,RB,MIA,NA,3,13,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,4682745,ESPN,16610,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D'Onta Foreman,RB,CLE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3125116,ESPN,13134,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alec Ingold,RB,MIA,NA,1,3,NA,0,1,1,6,NA,NA,0,NA,NA,NA,3917668,ESPN,14420,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
JaMycal Hasty,RB,NE,NA,1,7,NA,0,1,1,5,NA,NA,0,NA,NA,NA,3928925,ESPN,14821,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sean Tucker,RB,TB,NA,3,12,NA,0,1,1,4,NA,NA,0,NA,NA,NA,4430871,ESPN,16166,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eric Gray,RB,NYG,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4570561,ESPN,16173,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C.J. Ham,RB,MIN,NA,0,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,4012556,ESPN,12923,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Michael Burton,RB,DEN,NA,NA,NA,NA,NA,1,1,3,NA,NA,0,NA,NA,NA,2515270,ESPN,12325,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Scott Matlock,RB,LAC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4373684,ESPN,16335,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D'Ernest Johnson,RB,JAC,NA,3,10,NA,0,1,1,6,NA,NA,0,NA,NA,NA,3139602,ESPN,14331,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Isaac Guerendo,RB,SF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4372561,ESPN,16688,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pierre Strong Jr.,RB,CLE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4249836,ESPN,15733,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Adam Prentice,RB,NO,NA,NA,NA,NA,NA,1,1,3,NA,NA,0,NA,NA,NA,3929914,ESPN,15650,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Carson Steele,RB,KCC,NA,5,17,NA,0,1,1,5,NA,NA,0,NA,NA,NA,4714365,ESPN,16612,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Blake Watson,RB,FA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4361604,ESPN,16803,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Patrick Ricard,RB,BAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2975417,ESPN,13455,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Raheem Blackshear,RB,CAR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4259308,ESPN,15973,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DeeJay Dallas,RB,ARI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4240631,ESPN,14815,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Myles Gaskin,RB,MIN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3886818,ESPN,14081,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Avery Williams,RB,ATL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4048259,ESPN,15454,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Blake Corum,RB,LAR,NA,3,15,NA,0,0,0,2,NA,NA,0,NA,NA,NA,4429096,ESPN,16593,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Trayveon Williams,RB,CIN,NA,3,9,NA,0,1,1,7,NA,NA,0,NA,NA,NA,4035222,ESPN,14076,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Isaiah Davis,RB,NYJ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4695404,ESPN,16752,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nick Bellore,RB,WAS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14471,ESPN,10514,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jeff Wilson Jr.,RB,MIA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3122976,ESPN,14017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Travis Homer,RB,CHI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4037457,ESPN,14083,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Henry, Derrick",RB,BAL,NA,16.4,96,NA,1.1,1.6,1.2,12,NA,NA,0.1,0,18.2,NA,NA,FantasySharks,12626,NA,NA,NA,NA,NA,CIN,0.9,0.1,0.1,0,0,0.1,0.3,0.1,0,1,2.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Williams, Kyren",RB,LAR,NA,20.9,86,NA,1,3.7,2.5,16,NA,NA,0.2,0.1,17.5,NA,NA,FantasySharks,15710,NA,NA,NA,NA,NA,MIA,0.9,0.1,0,0,0,0,1.1,0.1,0,0,3.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Barkley, Saquon",RB,PHI,NA,19.4,102,NA,0.6,3.4,2.5,19,NA,NA,0.2,0.1,17,NA,NA,FantasySharks,13604,NA,NA,NA,NA,NA,@DAL,0.4,0.2,0,0,0,0.1,0.7,0.1,0,0,2.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mixon, Joe",RB,HOU,NA,16.6,73,NA,0.7,3.5,2.5,21,NA,NA,0.2,0,15,NA,NA,FantasySharks,13131,NA,NA,NA,NA,NA,DET,0.5,0.1,0.1,0,0,0,0.5,0.1,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Robinson, Bijan",RB,ATL,NA,15.8,74,NA,0.4,5.8,4.4,36,NA,NA,0.2,0,14.6,NA,NA,FantasySharks,16161,NA,NA,NA,NA,NA,@NOS,0.4,0,0,0,0,0,0.8,0.1,0.1,0.1,1.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Gibbs, Jahmyr",RB,DET,NA,12.1,72,NA,0.8,3.6,2.6,19,NA,NA,0.1,0.1,14.5,NA,NA,FantasySharks,16162,NA,NA,NA,NA,NA,@HOU,0.4,0.2,0.1,0,0.1,0.1,0.7,0.1,0,0,1.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Taylor, Jonathan",RB,IND,NA,17.7,79,NA,0.7,3.2,2.3,16,NA,NA,0.1,0,14.2,NA,NA,FantasySharks,14802,NA,NA,NA,NA,NA,BUF,0.6,0,0.1,0,0,0,0.4,0.1,0,2,2.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Achane, De'Von",RB,MIA,NA,12.1,61,NA,0.4,4.9,3.8,31,NA,NA,0.3,0,13.5,NA,NA,FantasySharks,16167,NA,NA,NA,NA,NA,@LAR,0.3,0,0,0,0,0,0.8,0.1,0.1,2,1.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hall, Breece",RB,NYJ,NA,15,64,NA,0.3,6.2,4.4,38,NA,NA,0.2,0,13.1,NA,NA,FantasySharks,15708,NA,NA,NA,NA,NA,@ARI,0.2,0.1,0,0,0,0.1,0.6,0.2,0.1,0,1.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Swift, D'Andre",RB,CHI,NA,17,71,NA,0.5,3.8,3.2,26,NA,NA,0,0,13,NA,NA,FantasySharks,14797,NA,NA,NA,NA,NA,NEP,0.3,0,0,0.1,0,0.1,0.1,0.1,0.1,0,1.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Kamara, Alvin",RB,NOS,NA,15.6,65,NA,0.4,6.5,4.9,35,NA,NA,0.1,0.1,13,NA,NA,FantasySharks,13132,NA,NA,NA,NA,NA,ATL,0.4,0.1,0,0,0,0,0.5,0.1,0.1,0,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"McCaffrey, Christian",RB,SFO,NA,12.5,64,NA,0.6,3.2,2.6,21,NA,NA,0.2,0.2,12.7,NA,NA,FantasySharks,13130,NA,NA,NA,NA,NA,@TBB,0.5,0.1,0,0,0,0,0.5,0.1,0,0,1.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Conner, James",RB,ARI,NA,16.1,76,NA,0.5,3.1,2.4,18,NA,NA,0.1,0.1,12.6,NA,NA,FantasySharks,13146,NA,NA,NA,NA,NA,NYJ,0.4,0,0,0,0,0,0.1,0.1,0,0,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tracy, Tyrone",RB,NYG,NA,16.3,77,NA,0.5,3.6,2.9,18,NA,NA,0,0.1,12.3,NA,NA,FantasySharks,16747,NA,NA,NA,NA,NA,@CAR,0.3,0,0,0,0.1,0,0.3,0.1,0,3,0.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cook, James",RB,BUF,NA,13.4,62,NA,0.5,3,2.5,24,NA,NA,0.1,0.1,12.2,NA,NA,FantasySharks,15715,NA,NA,NA,NA,NA,@IND,0.4,0.1,0,0,0.1,0,0.3,0.1,0.1,0,1.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Jones, Aaron",RB,MIN,NA,16.8,74,NA,0.3,3.9,3.3,29,NA,NA,0.1,0.1,12.1,NA,NA,FantasySharks,13319,NA,NA,NA,NA,NA,@JAC,0.1,0,0,0.1,0,0,1.1,0.1,0.1,0,2.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Montgomery, David",RB,DET,NA,12.7,59,NA,0.8,2.1,1.8,16,NA,NA,0,0.1,11.8,NA,NA,FantasySharks,14071,NA,NA,NA,NA,NA,@HOU,0.6,0.1,0,0,0,0,0.1,0.1,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dobbins, J.K.",RB,LAC,NA,14.6,65,NA,0.6,3.6,2.7,15,NA,NA,0,0.1,11.8,NA,NA,FantasySharks,14800,NA,NA,NA,NA,NA,TEN,0.4,0.2,0,0,0.1,0,0.4,0.1,0,0,0.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Harris, Najee",RB,PIT,NA,17,74,NA,0.4,2.9,2,15,NA,NA,0,0,11.4,NA,NA,FantasySharks,15254,NA,NA,NA,NA,NA,@WAS,0.2,0.1,0,0.1,0,0,0.2,0.1,0,0,1.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brown, Chase",RB,CIN,NA,12.8,53,NA,0.5,3.3,2.7,16,NA,NA,0.3,0,11.3,NA,NA,FantasySharks,16181,NA,NA,NA,NA,NA,@BAL,0.4,0,0,0.1,0,0,0.8,0.1,0,6,1.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hubbard, Chuba",RB,CAR,NA,14.9,66,NA,0.5,3.3,2.7,12,NA,NA,0,0.1,10.9,NA,NA,FantasySharks,15261,NA,NA,NA,NA,NA,NYG,0.3,0.1,0,0.1,0,0,0.4,0.1,0,0,1.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Stevenson, Rhamondre",RB,NEP,NA,13.8,54,NA,0.6,4.4,3.4,17,NA,NA,0.1,0.2,10.7,NA,NA,FantasySharks,15259,NA,NA,NA,NA,NA,@CHI,0.4,0,0,0.1,0,0,0.8,0.1,0,0,1.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Robinson, Brian",RB,WAS,NA,12.6,54,NA,0.5,2.2,1.8,17,NA,NA,0.1,0.1,10.6,NA,NA,FantasySharks,15716,NA,NA,NA,NA,NA,PIT,0.4,0,0,0,0,0,0.3,0.1,0,3,1.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"White, Rachaad",RB,TBB,NA,10.1,43,NA,0.3,4.1,3.6,28,NA,NA,0.3,0.2,10.2,NA,NA,FantasySharks,15721,NA,NA,NA,NA,NA,SFO,0.3,0,0,0,0,0,0.5,0.1,0.1,2,1.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hunt, Kareem",RB,KCC,NA,13.9,48,NA,0.7,1.8,1.3,8,NA,NA,0,0,9.9,NA,NA,FantasySharks,13138,NA,NA,NA,NA,NA,DEN,0.7,0,0,0,0,0,0.5,0,0,0,2.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Etienne, Travis",RB,JAC,NA,12.5,52,NA,0.5,3.6,2.6,19,NA,NA,0,0.1,9.9,NA,NA,FantasySharks,15253,NA,NA,NA,NA,NA,MIN,0.3,0,0,0,0,0.1,0.2,0.1,0,0,1.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pollard, Tony",RB,TEN,NA,14.3,61,NA,0.3,3.7,2.5,16,NA,NA,0,0,9.8,NA,NA,FantasySharks,14085,NA,NA,NA,NA,NA,@LAC,0.2,0,0.1,0,0,0,0.4,0.1,0,0,1.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pacheco, Isiah",RB,KCC,NA,13,52,NA,0.5,2.3,2,13,NA,NA,0,0.1,9.4,NA,NA,FantasySharks,15749,NA,NA,NA,NA,NA,DEN,0.4,0,0,0,0,0,0.5,0.1,0,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Irving, Bucky",RB,TBB,NA,10.6,48,NA,0.3,3.4,3.2,24,NA,NA,0,0.1,9.2,NA,NA,FantasySharks,16598,NA,NA,NA,NA,NA,SFO,0.3,0,0,0,0,0,0.3,0.1,0.1,15,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dowdle, Rico",RB,DAL,NA,9.8,43,NA,0.2,3.2,2.5,19,NA,NA,0.3,0,9.1,NA,NA,FantasySharks,14823,NA,NA,NA,NA,NA,PHI,0.2,0,0,0,0,0,0.4,0.1,0,1,1.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mason, Jordan",RB,SFO,NA,11.9,60,NA,0.3,1.4,1.1,10,NA,NA,0,0.1,8.8,NA,NA,FantasySharks,15972,NA,NA,NA,NA,NA,@TBB,0.2,0.1,0,0,0,0,0.3,0,0,0,1.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ekeler, Austin",RB,WAS,NA,8.5,41,NA,0.3,3.6,2.8,27,NA,NA,0,0.1,8.7,NA,NA,FantasySharks,13404,NA,NA,NA,NA,NA,PIT,0.2,0,0.1,0,0,0,0.4,0.1,0.1,27,1.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Allgeier, Tyler",RB,ATL,NA,11.6,52,NA,0.3,1.4,1.2,10,NA,NA,0,0,8.4,NA,NA,FantasySharks,15712,NA,NA,NA,NA,NA,@NOS,0.3,0,0,0,0,0,0.1,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mostert, Raheem",RB,MIA,NA,9.7,40,NA,0.5,1.9,1.2,10,NA,NA,0,0.2,7.9,NA,NA,FantasySharks,12447,NA,NA,NA,NA,NA,@LAR,0.4,0.1,0,0,0,0,0.1,0,0,0,1.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Williams, Javonte",RB,DEN,NA,10.7,40,NA,0.2,3.5,2.7,18,NA,NA,0.1,0.2,7,NA,NA,FantasySharks,15256,NA,NA,NA,NA,NA,@KCC,0.2,0,0,0,0,0,0.2,0.1,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Singletary, Devin",RB,NYG,NA,9.9,41,NA,0.2,2.6,1.9,14,NA,NA,0,0.1,6.5,NA,NA,FantasySharks,14080,NA,NA,NA,NA,NA,@CAR,0.2,0,0,0,0,0,0.2,0.1,0,3,0.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Davis, Ray",RB,BUF,NA,6.2,27,NA,0.2,1.2,1.1,15,NA,NA,0.1,0,6.1,NA,NA,FantasySharks,16603,NA,NA,NA,NA,NA,@IND,0.1,0.1,0,0,0,0,0.1,0.1,0,7,0.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Johnson, Roschon",RB,CHI,NA,7,22,NA,0.4,2.5,1.7,12,NA,NA,0,0,6.1,NA,NA,FantasySharks,16175,NA,NA,NA,NA,NA,NEP,0.4,0,0,0,0,0,0.2,0.1,0,0,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bigsby, Tank",RB,JAC,NA,8,38,NA,0.3,0.6,0.3,3,NA,NA,0,0,5.9,NA,NA,FantasySharks,16164,NA,NA,NA,NA,NA,MIN,0.2,0.1,0,0,0,0.1,0,0,0,16,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Warren, Jaylen",RB,PIT,NA,8.2,37,NA,0.1,3.4,2.8,16,NA,NA,0,0.1,5.8,NA,NA,FantasySharks,15742,NA,NA,NA,NA,NA,@WAS,0,0.1,0,0,0,0,0.4,0.1,0,5,0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hill, Justice",RB,BAL,NA,4.5,18,NA,0.1,2.9,2.1,21,NA,NA,0.1,0,5.2,NA,NA,FantasySharks,14086,NA,NA,NA,NA,NA,CIN,0.1,0,0,0,0,0,0.3,0.1,0,9,0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Chandler, Ty",RB,MIN,NA,8.4,33,NA,0.1,1.9,1.6,10,NA,NA,0,0,4.9,NA,NA,FantasySharks,15723,NA,NA,NA,NA,NA,@JAC,0.1,0,0,0,0,0,0.3,0,0,1,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Herbert, Khalil",RB,CHI,NA,6.7,30,NA,0.2,1.4,1,5,NA,NA,0,0,4.7,NA,NA,FantasySharks,15271,NA,NA,NA,NA,NA,NEP,0.1,0,0,0,0,0,0.2,0,0,5,0.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Gibson, Antonio",RB,NEP,NA,6.1,25,NA,0.1,2.1,1.7,16,NA,NA,0,0,4.4,NA,NA,FantasySharks,14852,NA,NA,NA,NA,NA,@CHI,0,0,0,0,0,0,0.2,0.1,0,7,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Guerendo, Isaac",RB,SFO,NA,4.9,29,NA,0.1,0.9,0.8,5,NA,NA,0,0,4.2,NA,NA,FantasySharks,16688,NA,NA,NA,NA,NA,@TBB,0.1,0,0,0,0,0,0.1,0,0,8,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Allen, Braelon",RB,NYJ,NA,6,20,NA,0.2,1.9,1.2,8,NA,NA,0.1,0,4.1,NA,NA,FantasySharks,16596,NA,NA,NA,NA,NA,@ARI,0.1,0,0.1,0,0,0,0.1,0,0,0,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"McLaughlin, Jaleel",RB,DEN,NA,4.7,21,NA,0.1,1.9,1.6,8,NA,NA,0.2,0.1,4,NA,NA,FantasySharks,16390,NA,NA,NA,NA,NA,@KCC,0.1,0,0,0,0,0,0.3,0,0,0,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Perine, Samaje",RB,KCC,NA,2.2,10,NA,0.1,2.5,2.1,19,NA,NA,0.1,0,4,NA,NA,FantasySharks,13133,NA,NA,NA,NA,NA,DEN,0.1,0,0,0,0,0,0.2,0.1,0,0,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
