player,pos,team,games,rec_tgt,rec,rec_yds,rec_yds_g,rec_avg,rec_tds,fumbles_lost,site_pts,site_fppg,src_id,data_src,id,rush_att,rush_yds,rush_tds,opp,rec_rz_tgt,rec_09_tds,rec_1019_tds,rec_2029_tds,rec_3039_tds,rec_4049_tds,rec_50_tds,return_yds,scoring_opp,bye,curr_site_pts,draft_rank,misc_tds,misc_yds,pct_owned,site_ci_low,site_ci_high,opp_rank,ranks_ovr,ranks_pos,FanDuel FP,fanduel_salary,fanduel_value,draftkings_site_points,draftkings_salary,draftkings_value,yahoo_site_points,yahoo_salary,yahoo_value
"Kraft, Tucker",TE,GBP,NA,2.8,2.1,22,NA,NA,0.1,0,2.7,NA,NA,FantasySharks,16222,NA,0,0,@TEN,0.6,0.1,0,0,0,0,0,0,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Trautman, Adam",TE,DEN,NA,3,1.7,15,NA,NA,0.2,0,2.7,NA,NA,FantasySharks,14870,NA,0,0,@TBB,0.8,0.1,0.1,0,0,0,0,0,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Smythe, Durham",TE,MIA,NA,3.3,2.3,24,NA,NA,0.1,0,2.7,NA,NA,FantasySharks,13676,NA,0,0,@SEA,0.4,0.1,0,0,0,0,0,0,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Akins, Jordan",TE,CLE,NA,3,2,15,NA,NA,0.2,0.1,2.5,NA,NA,FantasySharks,13753,NA,0.1,0,NYG,0.5,0.1,0,0.1,0,0,0,0,0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Alie-Cox, Mo",TE,IND,NA,1.7,1,12,NA,NA,0.2,0,2.2,NA,NA,FantasySharks,13246,NA,0,0,CHI,0.4,0.1,0,0,0,0,0,0,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mayer, Michael",TE,LVR,NA,2.7,1.9,19,NA,NA,0.1,0,2.2,NA,NA,FantasySharks,16212,NA,0,0,CAR,0.2,0,0,0,0,0,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Gray, Noah",TE,KCC,NA,2.6,1.7,18,NA,NA,0.1,0,2.1,NA,NA,FantasySharks,15337,NA,0.1,0,@ATL,0.4,0,0,0,0,0,0,0,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tremble, Tommy",TE,CAR,NA,2.3,1.5,13,NA,NA,0.1,0,2,NA,NA,FantasySharks,15332,NA,0,0,@LVR,0.2,0.1,0,0,0,0,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dulcich, Greg",TE,DEN,NA,3.9,2,16,NA,NA,0.1,0,2,NA,NA,FantasySharks,15797,NA,0,0,@TBB,0.4,0,0.1,0,0,0,0,0,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Oliver, Josh",TE,MIN,NA,1.6,1.3,13,NA,NA,0.1,0,1.8,NA,NA,FantasySharks,14209,NA,0,0,HOU,0.2,0.1,0,0,0,0,0,0,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Woerner, Charlie",TE,ATL,NA,2.6,1.6,15,NA,NA,0,0,1.7,NA,NA,FantasySharks,14984,NA,0,0,KCC,0.1,0,0,0,0,0,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Strange, Brenton",TE,JAC,NA,1.6,1.1,14,NA,NA,0,0,1.6,NA,NA,FantasySharks,16269,NA,0,0,@BUF,0.3,0,0,0,0,0,0,0,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hurst, Hayden",TE,LAC,NA,2.8,1.4,16,NA,NA,0,0,1.6,NA,NA,FantasySharks,13680,NA,0,0,@PIT,0.4,0,0,0,0,0,0,0,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Everett, Gerald",TE,CHI,NA,2.8,1.9,10,NA,NA,0.1,0,1.5,NA,NA,FantasySharks,13236,NA,0,0,@IND,0.3,0.1,0,0,0,0,0,0,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mallory, Will",TE,IND,NA,1.5,0.9,13,NA,NA,0,0,1.5,NA,NA,FantasySharks,16220,NA,0,0,CHI,0.1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Whyle, Josh",TE,TEN,NA,2.1,1.3,12,NA,NA,0.1,0,1.4,NA,NA,FantasySharks,16312,NA,0,0,GBP,0.4,0.1,0,0,0,0,0,0,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Washington, Darnell",TE,PIT,NA,1.3,0.9,6,NA,NA,0.1,0,1.4,NA,NA,FantasySharks,16216,NA,0,0,LAC,0.3,0.1,0,0,0,0,0,0,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hooper, Austin",TE,NEP,NA,2.2,1.4,14,NA,NA,0,0,1.4,NA,NA,FantasySharks,12677,NA,0,0,@NYJ,0.1,0,0,0,0,0,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sample, Drew",TE,CIN,NA,1.9,1.5,12,NA,NA,0.1,0.1,1.4,NA,NA,FantasySharks,14146,NA,0,0,WAS,0.2,0,0.1,0,0,0,0,0,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lewis, Marcedes",TE,CHI,NA,0.5,0.4,3,NA,NA,0.2,0,1.3,NA,NA,FantasySharks,8269,NA,0,0,@IND,0.2,0.2,0,0,0,0,0,0,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brown, Pharaoh",TE,SEA,NA,1.8,1.2,13,NA,NA,0,0,1.3,NA,NA,FantasySharks,13994,NA,0,0,MIA,0.1,0,0,0,0,0,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Johnson, Theo",TE,NYG,NA,2.3,1,13,NA,NA,0,0,1.3,NA,NA,FantasySharks,16649,NA,0,0,@CLE,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Stover, Cade",TE,HOU,NA,1.6,1,11,NA,NA,0,0,1.2,NA,NA,FantasySharks,16642,NA,0,0,@MIN,0.1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Wright, Brock",TE,DET,NA,1.3,1.2,8,NA,NA,0.1,0,1.2,NA,NA,FantasySharks,15626,NA,0,0,@ARI,0.3,0,0,0.1,0,0,0,0,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ruckert, Jeremy",TE,NYJ,NA,2.1,1.1,11,NA,NA,0,0,1.2,NA,NA,FantasySharks,15796,NA,0,0,NEP,0.2,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ogletree, Andrew",TE,IND,NA,1.9,0.7,9,NA,NA,0.1,0,1.2,NA,NA,FantasySharks,15916,NA,0,0,CHI,0.1,0,0,0,0,0,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Heyward, Connor",TE,PIT,NA,1.6,1.1,9,NA,NA,0,0,1.1,NA,NA,FantasySharks,15800,NA,1,0,LAC,0.2,0,0,0,0,0,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Calcaterra, Grant",TE,PHI,NA,1.4,1.1,11,NA,NA,0,0,1.1,NA,NA,FantasySharks,15804,NA,0,0,@NOS,0.3,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sims, Ben",TE,GBP,NA,0.9,0.5,4,NA,NA,0.1,0,1,NA,NA,FantasySharks,16483,NA,0,0,@TEN,0.3,0.1,0,0,0,0,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bates, John",TE,WAS,NA,1.8,1.1,9,NA,NA,0,0,0.9,NA,NA,FantasySharks,15344,NA,0,0,@CIN,0.2,0,0,0,0,0,0,1,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Durham, Payne",TE,TBB,NA,1.3,0.8,9,NA,NA,0,0,0.9,NA,NA,FantasySharks,16218,NA,0,0,DEN,0.2,0,0,0,0,0,0,0,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Kolar, Charlie",TE,BAL,NA,1.2,0.8,8,NA,NA,0,0,0.9,NA,NA,FantasySharks,15795,NA,0,0,@DAL,0.2,0,0,0,0,0,0,0,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bryant, Harrison",TE,LVR,NA,1.2,0.6,4,NA,NA,0.1,0,0.9,NA,NA,FantasySharks,14875,NA,0,0,CAR,0.2,0.1,0,0,0,0,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Holker, Dallin",TE,NOS,NA,1.2,0.8,7,NA,NA,0,0,0.8,NA,NA,FantasySharks,16807,NA,1,0,PHI,0.1,0,0,0,0,0,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sanders, Ja'Tavion",TE,CAR,NA,1.8,1.1,7,NA,NA,0,0,0.7,NA,NA,FantasySharks,16643,NA,0,0,@LVR,0.1,0,0,0,0,0,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dwelley, Ross",TE,ATL,NA,1.4,0.6,7,NA,NA,0,0,0.7,NA,NA,FantasySharks,13988,NA,0,0,KCC,0.4,0,0,0,0,0,0,0,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tonges, Jake",TE,SFO,NA,0.7,0.5,6,NA,NA,0,0,0.6,NA,NA,FantasySharks,16036,NA,0,0,@LAR,0.1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Krull, Lucas",TE,DEN,NA,1,0.3,5,NA,NA,0,0,0.6,NA,NA,FantasySharks,15970,NA,0,0,@TBB,0.1,0,0,0,0,0,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"All, Erick",TE,CIN,NA,1,0.8,5,NA,NA,0,0,0.5,NA,NA,FantasySharks,16645,NA,0,0,WAS,0.2,0,0,0,0,0,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Smartt, Stone",TE,LAC,NA,1.6,0.6,5,NA,NA,0,0,0.5,NA,NA,FantasySharks,16113,NA,0,0,@PIT,0.1,0,0,0,0,0,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Long, Hunter",TE,LAR,NA,0.8,0.6,5,NA,NA,0,0,0.5,NA,NA,FantasySharks,15334,NA,0,0,SFO,0.3,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Barner, AJ",TE,SEA,NA,1.1,0.7,5,NA,NA,0,0,0.5,NA,NA,FantasySharks,16723,NA,0,0,MIA,0.2,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bell, Jaheim",TE,NEP,NA,0.9,0.5,4,NA,NA,0,0,0.4,NA,NA,FantasySharks,16646,NA,0,0,@NYJ,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Reiman, Tip",TE,ARI,NA,0.7,0.5,4,NA,NA,0,0,0.4,NA,NA,FantasySharks,16706,NA,0,0,DET,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Morris, Quintin",TE,BUF,NA,0.3,0.2,1,NA,NA,0,0,0.3,NA,NA,FantasySharks,15341,NA,0,0,JAC,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Kieft, Ko",TE,TBB,NA,0.8,0.2,1,NA,NA,0,0,0.2,NA,NA,FantasySharks,15929,NA,0,0,DEN,0.2,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hill, Julian",TE,MIA,NA,1.2,0.5,4,NA,NA,0,0.1,0.2,NA,NA,FantasySharks,16425,NA,0,0,@SEA,0.6,0,0,0,0,0,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Vannett, Nick",TE,TEN,NA,0.5,0.4,2,NA,NA,0,0,0.2,NA,NA,FantasySharks,12680,NA,0,0,GBP,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Wiley, Jared",TE,KCC,NA,0.8,0.5,4,NA,NA,0,0.1,0.2,NA,NA,FantasySharks,16648,NA,0,0,@ATL,0.1,0,0,0,0,0,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Stephens Jr., John",TE,DAL,NA,0.7,0.2,1,NA,NA,0,0,0.1,NA,NA,FantasySharks,16433,NA,0,0,BAL,0.2,0,0,0,0,0,0,1,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sinnott, Ben",TE,WAS,NA,0.4,0.1,1,NA,NA,0,0,0.1,NA,NA,FantasySharks,16644,NA,0,0,@CIN,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Travis Kelce,TE,KC,NA,5.2,5.2,53.1,NA,NA,0.4,0,7.87,NA,9360,FleaFlicker,11244,0,0,0,@ATLSun 8:20 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,TE3,0.4,53.1,99%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Trey McBride,TE,ARI,NA,5.6,5.6,56.4,NA,NA,0.4,0.1,7.7,NA,16895,FleaFlicker,15794,0,0,0,DETSun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,TE2,0.4,56.4,97%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brock Bowers,TE,LV,NA,5.1,5.1,54.7,NA,NA,0.3,0.1,7.41,NA,18364,FleaFlicker,16641,0,0,0,CARSun 4:05 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,TE7,0.3,54.7,93%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sam LaPorta,TE,DET,NA,4.9,4.9,51,NA,NA,0.4,0,7.24,NA,17681,FleaFlicker,16214,0,0,0,@ARISun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,TE1,0.4,51,98%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mark Andrews,TE,BAL,NA,4.2,4.2,50.3,NA,NA,0.3,0.1,7.03,NA,13829,FleaFlicker,13671,0,0,0,@DALSun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,TE5,0.3,50.3,98%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kyle Pitts,TE,ATL,NA,4,4,49.9,NA,NA,0.3,0,6.83,NA,16256,FleaFlicker,15329,0,0,0,KCSun 8:20 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,TE6,0.3,49.9,97%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dalton Kincaid,TE,BUF,NA,4.7,4.7,46.9,NA,NA,0.3,0,6.41,NA,17585,FleaFlicker,16213,0,0,0,JACMon 7:30 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,TE8,0.3,46.9,95%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dallas Goedert,TE,PHI,NA,4.4,4.4,46.1,NA,NA,0.3,0,6.09,NA,13813,FleaFlicker,13674,0,0,0,@NOSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,TE9,0.3,46.1,91%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jake Ferguson,TE,DAL,NA,4.2,4.2,43.7,NA,NA,0.3,0,5.91,NA,16933,FleaFlicker,15799,0,0,0,BALSun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,TE11,0.3,43.7,89%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hunter Henry,TE,NE,NA,3.6,3.6,38,NA,NA,0.3,0,5.34,NA,12088,FleaFlicker,12676,0,0,0,@NYJL 3-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,5.34,TE16,0.3,38,79%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Isaiah Likely,TE,BAL,NA,3.2,3.2,36,NA,NA,0.3,0,5.14,NA,16927,FleaFlicker,15798,0,0,0,@DALSun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,TE12,0.3,36,86%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Colby Parkinson,TE,LAR,NA,3.5,3.5,37.3,NA,NA,0.2,0,4.91,NA,15679,FleaFlicker,14871,0,0,0,SFSun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,TE23,0.2,37.3,48%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dalton Schultz,TE,HOU,NA,3.1,3.1,32.7,NA,NA,0.2,0,4.63,NA,13853,FleaFlicker,13772,0,0,0,@MINSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,TE17,0.2,32.7,81%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mike Gesicki,TE,CIN,NA,3.2,3.2,32.9,NA,NA,0.2,0,4.53,NA,13845,FleaFlicker,13672,0,0,0,WASMon 8:15 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,TE24,0.2,32.9,55%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pat Freiermuth,TE,PIT,NA,3.4,3.4,33,NA,NA,0.2,0,4.42,NA,16293,FleaFlicker,15331,0,0,0,LACSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,TE14,0.2,33,82%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cole Kmet,TE,CHI,NA,3.3,3.3,31.2,NA,NA,0.2,0,4.18,NA,15573,FleaFlicker,14867,0,0,0,@INDSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,TE20,0.2,31.2,69%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cade Otton,TE,TB,NA,2.8,2.8,27.8,NA,NA,0.2,0,4.14,NA,16937,FleaFlicker,15802,0,0,0,DENSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,TE27,0.2,27.8,38%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Zach Ertz,TE,WAS,NA,3.2,3.2,30,NA,NA,0.2,0,4.12,NA,9376,FleaFlicker,11247,0,0,0,@CINMon 8:15 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,TE22,0.2,30,46%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brenton Strange,TE,JAC,NA,3.2,3.2,30.9,NA,NA,0.2,0,4.09,NA,17626,FleaFlicker,16269,0,0,0,@BUFMon 7:30 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,0.2,30.9,17%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Juwan Johnson,TE,NO,NA,2.4,2.4,26,NA,NA,0.2,0,3.96,NA,16036,FleaFlicker,14861,0,0,0,PHISun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,TE25,0.2,26,36%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Noah Fant,TE,SEA,NA,2.9,2.9,28.8,NA,NA,0.2,0,3.94,NA,14665,FleaFlicker,14137,0,0,0,MIASun 4:05 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,TE21,0.2,28.8,32%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tyler Conklin,TE,NYJ,NA,2.6,2.6,25.6,NA,NA,0.2,0,3.56,NA,13980,FleaFlicker,13847,0,0,0,NEW 24-3,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3.56,TE26,0.2,25.6,39%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Foster Moreau,TE,NO,NA,2.1,2.1,23.2,NA,NA,0.2,0,3.5,NA,14781,FleaFlicker,14239,0,0,0,PHISun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,TE41,0.2,23.2,19%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Greg Dulcich,TE,DEN,NA,2.6,2.6,26.4,NA,NA,0.1,0,3.4,NA,16853,FleaFlicker,15797,0,0,0,@TBSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,TE29,0.1,26.4,24%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jonnu Smith,TE,MIA,NA,2.5,2.5,25.1,NA,NA,0.1,0,3.27,NA,12974,FleaFlicker,13193,0,0,0,@SEASun 4:05 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,TE30,0.1,25.1,32%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hayden Hurst,TE,LAC,NA,2.4,2.4,24.3,NA,NA,0.1,0,3.25,NA,13774,FleaFlicker,13680,0,0,0,@PITSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,TE33,0.1,24.3,19%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eric Saubert,TE,SF,NA,2,2,22.3,NA,NA,0.1,0,3.11,NA,13110,FleaFlicker,13315,0,0,0,@LARSun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,0.1,22.3,4%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chig Okonkwo,TE,TEN,NA,2.1,2.1,22.7,NA,NA,0.1,0,2.99,NA,16912,FleaFlicker,15889,0,0,0,GBSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,TE32,0.1,22.7,38%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tucker Kraft,TE,GB,NA,2.1,2.1,22,NA,NA,0.1,0,2.96,NA,17675,FleaFlicker,16222,0,0,0,@TENSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,TE19,0.1,22,30%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Theo Johnson,TE,NYG,NA,2.5,2.5,24,NA,NA,0.1,0,2.96,NA,18475,FleaFlicker,16649,0,0,0,@CLESun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,TE39,0.1,24,25%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jordan Akins,TE,CLE,NA,2.3,2.3,21.1,NA,NA,0.1,0,2.93,NA,13844,FleaFlicker,13753,0,0,0,NYGSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0.1,21.1,10%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Johnny Mundt,TE,MIN,NA,2.3,2.3,20.6,NA,NA,0.1,0,2.81,NA,13239,FleaFlicker,13940,0,0,0,HOUSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,TE40,0.1,20.6,8%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Erick All,TE,CIN,NA,1.8,1.8,17.2,NA,NA,0.1,0,2.54,NA,18474,FleaFlicker,16645,0,0,0,WASMon 8:15 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,0.1,17.2,18%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hunter Long,TE,LAR,NA,1.7,1.7,19.2,NA,NA,0.1,0,2.44,NA,16269,FleaFlicker,15334,0,0,0,SFSun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,0.1,19.2,1%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
