player,pos,team,games,rush_att,rush_yds,rush_avg,rush_tds,rec_tgt,rec,rec_yds,rec_yds_g,rec_avg,rec_tds,fumbles_lost,site_pts,site_fppg,src_id,data_src,id,opp,rush_09_tds,rush_1019_tds,rush_2029_tds,rush_3039_tds,rush_4049_tds,rush_50_tds,rec_rz_tgt,rush_50_yds,rush_100_yds,return_yds,scoring_opp,bye,draft_rank,misc_tds,misc_yds,pct_owned,site_ci_low,site_ci_high,opp_rank,ranks_ovr,ranks_pos,FanDuel FP,draftkings_site_points,yahoo_site_points,return_tds
Saquon Barkley,RB,PHI,1,16.7,73.4,4.4,0.8,4.5,3.2,23.6,23.6,7.4,0.4,0.1,16,16,2185957,CBS,13604,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jonathan Taylor,RB,IND,1,18.3,82.2,4.5,0.8,2.5,2,16.8,16.8,8.4,0.1,0.1,14.2,14.2,2866395,CBS,14802,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Christian McCaffrey,RB,SF,1,15.1,74,4.9,0.6,4.5,3.6,28.1,28.1,7.8,0.3,0.1,14.2,14.2,2136743,CBS,13130,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
James Cook,RB,BUF,1,16.6,87.6,5.3,0.3,3.3,2.6,24.3,24.3,9.4,0.3,0.1,13.4,13.4,2975698,CBS,15715,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bijan Robinson,RB,ATL,1,13.7,66.4,4.9,0.3,5.9,4,38,38,9.5,0.4,0.2,12.8,12.8,3168163,CBS,16161,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Breece Hall,RB,NYJ,1,12.9,57.1,4.4,0.4,5.5,4.4,36,36,8.2,0.4,0.1,12.6,12.6,3123469,CBS,15708,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Joe Mixon,RB,HOU,1,15.5,58.9,3.8,0.7,3.2,2.6,22.5,22.5,8.7,0.2,0.1,12.2,12.2,2131143,CBS,13131,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kyren Williams,RB,LAR,1,15.4,66.5,4.3,0.7,3,2,15,15,7.5,0.2,0.1,12.2,12.2,3121836,CBS,15710,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Najee Harris,RB,PIT,1,18.1,71.6,4,0.6,2.4,1.9,12,12,6.3,0.1,0.1,12,12,2741200,CBS,15254,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rachaad White,RB,TB,1,13.2,50.4,3.8,0.6,3.6,3.2,29.1,29.1,9.1,0.2,0.1,11.6,11.6,3169147,CBS,15721,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jahmyr Gibbs,RB,DET,1,11.5,55.2,4.8,0.7,4.9,3.6,26,26,7.2,0.1,0.1,11.6,11.6,3162723,CBS,16162,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Derrick Henry,RB,BAL,1,15.7,78.4,5,0.6,1.7,1.4,10.7,10.7,7.6,0,0.1,11.4,11.4,2061188,CBS,12626,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kenneth Walker III,RB,SEA,1,12.5,57.3,4.6,0.8,2.2,1.7,15.2,15.2,8.9,0.1,0.1,11.2,11.2,3121372,CBS,15711,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
De'Von Achane,RB,MIA,1,8.7,55.4,6.4,0.6,3.6,2.5,18.7,18.7,7.5,0.3,0.1,11.2,11.2,3171161,CBS,16167,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Josh Jacobs,RB,GB,1,16.2,69.1,4.3,0.6,2.6,1.9,15.4,15.4,8.1,0,0.1,10.4,10.4,2257876,CBS,14073,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Isiah Pacheco,RB,KC,1,13.7,61.7,4.5,0.5,2.6,2.4,13,13,5.4,0.1,0.1,10.4,10.4,2966551,CBS,15749,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
David Montgomery,RB,DET,1,13.5,56.1,4.2,0.7,1.8,1.4,11.3,11.3,8.1,0,0.1,10,10,2261252,CBS,14071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Travis Etienne,RB,JAC,1,14.6,47.9,3.3,0.6,3.7,3,25.5,25.5,8.5,0.1,0.1,10,10,2809206,CBS,15253,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Raheem Mostert,RB,MIA,1,10.7,50.4,4.7,0.7,1.4,1,6.8,6.8,6.8,0.1,0,9.8,9.8,2174957,CBS,12447,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
James Conner,RB,ARI,1,12,59.1,4.9,0.4,2.4,2,12.8,12.8,6.4,0.2,0.1,9.4,9.4,2071585,CBS,13146,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rhamondre Stevenson,RB,NE,1,13.4,58.7,4.4,0.4,4.1,3.1,22.7,22.7,7.3,0,0.1,9.2,9.2,3125832,CBS,15259,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alvin Kamara,RB,NO,1,11.2,42.2,3.8,0.4,5.6,4.6,28.5,28.5,6.2,0.1,0.1,8.8,8.8,2082721,CBS,13132,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aaron Jones,RB,MIN,1,10.4,51.2,4.9,0.2,4,2.9,21.2,21.2,7.3,0.1,0.1,8.6,8.6,2071937,CBS,13319,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Zamir White,RB,LV,1,14.4,66.7,4.6,0.3,2.4,1.9,13.8,13.8,7.3,0,0.1,8.6,8.6,2963641,CBS,15714,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jerome Ford,RB,CLE,1,12.6,45.4,3.6,0.3,3.4,2.4,18,18,7.5,0.3,0.1,8.4,8.4,2966543,CBS,15713,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gus Edwards,RB,LAC,1,10.8,41.1,3.8,0.6,1.1,0.9,11.2,11.2,12.4,0,0.1,8.4,8.4,2925410,CBS,13850,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
J.K. Dobbins,RB,LAC,1,8.6,36.4,4.2,0.4,2.8,2.1,16.3,16.3,7.8,0.3,0,8.2,8.2,2804420,CBS,14800,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Javonte Williams,RB,DEN,1,12.3,53,4.3,0.2,3.4,2.8,15,15,5.4,0.1,0.1,7.6,7.6,2961719,CBS,15256,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chuba Hubbard,RB,CAR,1,10.6,41.6,3.9,0.3,1.9,1.6,11.4,11.4,7.1,0,0,6.8,6.8,2865693,CBS,15261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brian Robinson Jr.,RB,WAS,1,10.5,35.3,3.4,0.3,2.1,1.7,18,18,10.6,0.2,0.1,6.8,6.8,2741207,CBS,15716,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D'Andre Swift,RB,CHI,1,11.9,49.3,4.1,0.2,3,2.4,15.1,15.1,6.3,0.1,0.1,6.6,6.6,2871710,CBS,14797,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Zack Moss,RB,CIN,1,9.4,29.2,3.1,0.4,2.9,2.1,14,14,6.7,0.2,0,6.6,6.6,2240516,CBS,14798,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ray Davis,RB,BUF,1,6.1,31.1,5.1,0.3,1.7,1.3,12.7,12.7,9.8,0.1,0.1,6.2,6.2,3123108,CBS,16603,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Austin Ekeler,RB,WAS,1,7.9,27.6,3.5,0.3,3.3,2.4,20.1,20.1,8.4,0.1,0.2,6,6,2820090,CBS,13404,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tyler Allgeier,RB,ATL,1,8.1,32.7,4,0.2,1.2,1,11.5,11.5,11.5,0.1,0,5.8,5.8,2975590,CBS,15712,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chase Brown,RB,CIN,1,7.3,24.3,3.3,0.1,2.2,2,22,22,11,0.2,0,5.8,5.8,2965160,CBS,16181,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tyjae Spears,RB,TEN,1,7.7,30.2,3.9,0.2,3.1,2.3,16.4,16.4,7.1,0.1,0,5.8,5.8,3122588,CBS,16165,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rico Dowdle,RB,DAL,1,11,42.6,3.9,0.2,1.5,1.1,9.6,9.6,8.7,0.1,0.1,5.6,5.6,2252798,CBS,14823,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Devin Singletary,RB,NYG,1,12.1,47.1,3.9,0.3,2.5,2,9.9,9.9,5,0,0.1,5.6,5.6,2241251,CBS,14080,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tony Pollard,RB,TEN,1,12.9,47.3,3.7,0.3,1.9,1.6,9.8,9.8,6.1,0,0.1,5.6,5.6,2184011,CBS,14085,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Trey Benson,RB,ARI,1,8.7,45.4,5.2,0.3,1,0.8,6.3,6.3,7.9,0,0.1,5.6,5.6,3176915,CBS,16594,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MarShawn Lloyd,RB,GB,1,8.6,36.8,4.3,0.3,0.9,0.7,7.1,7.1,10.1,0.1,0.1,5.2,5.2,3162514,CBS,16604,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jaylen Wright,RB,MIA,1,6.2,29.4,4.7,0.3,1.4,1.1,11.3,11.3,10.3,0.1,0.1,5.2,5.2,26698774,CBS,16610,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kenneth Gainwell,RB,PHI,1,6.8,30.6,4.5,0.2,2.2,1.8,11.8,11.8,6.6,0,0.1,5,5,2968948,CBS,15255,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Antonio Gibson,RB,NE,1,6.6,26.9,4.1,0.1,4,3.3,28,28,8.5,0.1,0.1,5,5,2960976,CBS,14852,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Miles Sanders,RB,CAR,1,8.2,32.2,3.9,0.2,2.7,1.9,10.6,10.6,5.6,0,0.1,5,5,2251305,CBS,14079,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Blake Corum,RB,LAR,1,9.3,37.3,4,0.3,1,0.8,9,9,11.3,0.1,0.2,5,5,3169252,CBS,16593,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bucky Irving,RB,TB,1,8.2,29.5,3.6,0.3,1.6,1.2,13.5,13.5,11.3,0.1,0.2,5,5,26693770,CBS,16598,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Khalil Herbert,RB,CHI,1,8,31,3.9,0.2,2.1,1.4,8.9,8.9,6.4,0.1,0,4.8,4.8,2253041,CBS,15271,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jordan Mason,RB,SF,1,6.5,32.5,5,0.3,0.1,0.1,0.6,0.6,6,0,0,4.8,4.8,2967536,CBS,15972,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ty Chandler,RB,MIN,1,7.9,39.3,5,0.3,1.6,1.3,9.8,9.8,7.5,0,0,4.8,4.8,2867472,CBS,15723,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Zach Charbonnet,RB,SEA,1,7,33.7,4.8,0.1,2.5,2,13.2,13.2,6.6,0,0,4.6,4.6,3123810,CBS,16169,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jaleel McLaughlin,RB,DEN,1,6.2,38.7,6.2,0.1,2,1.7,9.5,9.5,5.6,0.1,0,4.2,4.2,26725939,CBS,16390,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Roschon Johnson,RB,CHI,1,5.6,21.2,3.8,0.2,2.4,2,12.2,12.2,6.1,0,0,4.2,4.2,3121395,CBS,16175,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Braelon Allen,RB,NYJ,1,7.5,31.1,4.2,0.2,1,0.8,6.6,6.6,8.3,0,0.1,4,4,26726580,CBS,16596,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tyrone Tracy Jr.,RB,NYG,1,9.3,34.8,3.7,0.2,1.2,0.9,7.7,7.7,8.6,0,0.2,3.8,3.8,2963637,CBS,16747,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ezekiel Elliott,RB,DAL,1,7.5,26.9,3.6,0.2,2,1.5,9.8,9.8,6.5,0.1,0,3.8,3.8,2060769,CBS,12625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pierre Strong Jr.,RB,CLE,1,8.7,39.2,4.5,0.2,0.3,0.2,1.8,1.8,9,0,0.2,3.8,3.8,2819247,CBS,15733,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jamaal Williams,RB,NO,1,8.5,27,3.2,0.3,1.4,1.2,4.5,4.5,3.8,0,0,3.8,3.8,2001287,CBS,13139,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Samaje Perine,RB,KC,1,5,24.4,4.9,0.1,1.5,1.3,10.1,10.1,7.8,0,0.2,3.2,3.2,2131148,CBS,13133,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Audric Estime,RB,DEN,1,6.5,29.9,4.6,0.2,0.8,0.6,6.1,6.1,10.2,0,0.1,3,3,26713577,CBS,16595,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Justice Hill,RB,BAL,1,6.2,29.4,4.7,0.2,1.1,0.8,5.3,5.3,6.6,0,0.1,3,3,2250388,CBS,14086,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jaylen Warren,RB,PIT,1,3.3,17.1,5.2,0.1,2.4,2,13.5,13.5,6.8,0,0,2.6,2.6,3126535,CBS,15742,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cordarrelle Patterson,RB,PIT,1,3.8,15.4,4.1,0.1,0.9,0.7,4.8,4.8,6.9,0.1,0,2.2,2.2,1996183,CBS,11225,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tank Bigsby,RB,JAC,1,7.2,16.2,2.3,0.3,0.1,0.1,0.4,0.4,4,0,0.3,2.2,2.2,3162021,CBS,16164,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alexander Mattison,RB,LV,1,5.2,19.1,3.7,0.1,1.6,1.1,7.7,7.7,7,0.1,0.1,2,2,2257933,CBS,14223,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Deuce Vaughn,RB,DAL,1,3.3,11.5,3.5,0.1,0.5,0.5,3.7,3.7,7.4,0,0,1.6,1.6,3168666,CBS,16176,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kyle Juszczyk,FB,SF,1,0.4,1.2,3,0,1.6,1.3,12.3,12.3,9.5,0.1,0,1.6,1.6,1683145,CBS,11367,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dameon Pierce,RB,HOU,1,4.2,13.9,3.3,0.1,1,0.8,6.2,6.2,7.8,0,0,1.6,1.6,2964236,CBS,15717,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rasheen Ali,RB,BAL,1,2.2,10.9,5,0.1,0.2,0.1,1.1,1.1,11,0,0,1.6,1.6,3168797,CBS,16746,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Emari Demercado,RB,ARI,1,2.7,13,4.8,0.1,1.7,1.2,7,7,5.8,0,0,1.6,1.6,2964372,CBS,16385,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hunter Luepke,RB,DAL,1,0.6,1.9,3.2,0.2,0.2,0.1,0.9,0.9,9,0,0,1.2,1.2,2969438,CBS,16391,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ameer Abdullah,RB,LV,1,2.6,12.1,4.7,0,1.2,0.9,7.6,7.6,8.4,0,0,1,1,1824308,CBS,12155,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Trey Sermon,RB,IND,1,3.4,16.2,4.8,0,0.2,0.1,0.5,0.5,5,0,0,1,1,2804142,CBS,15257,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ronnie Rivers,RB,LAR,1,3,11.5,3.8,0,0.5,0.5,4,4,8,0,0,1,1,2804793,CBS,15726,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Craig Reynolds,RB,DET,1,1.9,7.9,4.2,0.1,0.1,0.1,1.5,1.5,15,0,0,0.6,0.6,3117134,CBS,14727,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kenny McIntosh,RB,SEA,1,1.4,6.8,4.9,0.1,0.2,0.1,1.5,1.5,15,0,0,0.6,0.6,3121460,CBS,16170,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cam Akers,RB,HOU,1,1.4,4.8,3.4,0.1,0.1,0.1,0.9,0.9,9,0,0,0.6,0.6,2804034,CBS,14799,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dylan Laube,RB,LV,1,1.5,5.8,3.9,0.1,0.2,0.1,1.3,1.3,13,0,0,0.6,0.6,2964322,CBS,16613,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cody Schrader,RB,LAR,1,1.8,7.2,4,0.1,0.2,0.1,1.7,1.7,17,0,0,0.6,0.6,28876935,CBS,16600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
JaMycal Hasty,RB,NE,1,1.7,7.7,4.5,0.1,0.9,0.6,4,4,6.7,0,0,0.6,0.6,2189504,CBS,14821,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Carson Steele,RB,KC,1,1.8,7.8,4.3,0.1,0.2,0.2,1.4,1.4,7,0,0,0.6,0.6,26698435,CBS,16612,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kimani Vidal,RB,LAC,1,1.8,7.2,4,0.1,0.2,0.2,1.5,1.5,7.5,0,0,0.6,0.6,3163421,CBS,16757,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Raheem Blackshear,RB,CAR,1,1.6,5.2,3.3,0.1,0.4,0.4,2.9,2.9,7.3,0,0,0.6,0.6,2870476,CBS,15973,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dare Ogunbowale,RB,HOU,1,1.7,5.9,3.5,0.1,0.5,0.3,2.5,2.5,8.3,0,0,0.6,0.6,2010409,CBS,13148,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jase McClellan,RB,ATL,1,2,9,4.5,0.1,0.2,0.1,1.6,1.6,16,0,0,0.6,0.6,3162688,CBS,16605,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Will Shipley,RB,PHI,1,2,9.1,4.6,0.1,0.2,0.1,1.5,1.5,15,0,0,0.6,0.6,26699119,CBS,16601,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jordan Mims,RB,NO,1,1.9,6.9,3.6,0.1,0.2,0.2,1.4,1.4,7,0,0,0.6,0.6,2804786,CBS,16424,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Isaac Guerendo,RB,SF,1,1.9,8.6,4.5,0.1,0.2,0.1,1.2,1.2,12,0,0,0.6,0.6,2964154,CBS,16688,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
