player,pos,team,games,rush_att,rush_yds,rush_avg,rush_tds,rec_tgt,rec,rec_yds,rec_yds_g,rec_avg,rec_tds,fumbles_lost,site_pts,site_fppg,src_id,data_src,id,opp,rush_09_tds,rush_1019_tds,rush_2029_tds,rush_3039_tds,rush_4049_tds,rush_50_tds,rec_rz_tgt,rush_50_yds,rush_100_yds,return_yds,scoring_opp,bye,draft_rank,misc_tds,misc_yds,pct_owned,site_ci_low,site_ci_high,opp_rank,ranks_ovr,ranks_pos,FanDuel FP,draftkings_site_points,yahoo_site_points,return_tds
"Estime, Audric",RB,DEN,NA,5.5,25,NA,0,3.3,2.4,13,NA,NA,0,0,3.9,NA,NA,FantasySharks,16595,@SEA,0,0,0,0,0,0,0.5,0.1,0,1,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Davis, Ray",RB,BUF,NA,4.7,21,NA,0.1,1.6,1.2,10,NA,NA,0,0.1,3.9,NA,NA,FantasySharks,16603,ARI,0.1,0,0,0,0,0,0.3,0,0,4,0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Perine, Samaje",RB,KCC,NA,3.3,12,NA,0,3.2,2.6,23,NA,NA,0,0.1,3.8,NA,NA,FantasySharks,13133,BAL,0,0,0,0,0,0,0.3,0.1,0.1,0,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Demercado, Emari",RB,ARI,NA,5.4,24,NA,0.1,2.9,2.1,11,NA,NA,0,0,3.8,NA,NA,FantasySharks,16385,@BUF,0,0,0,0,0.1,0,0.3,0,0,0,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sermon, Trey",RB,IND,NA,6.2,30,NA,0,1.3,1,7,NA,NA,0,0,3.6,NA,NA,FantasySharks,15257,HOU,0,0,0,0,0,0,0.1,0,0,0,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Wilson, Jeffery",RB,MIA,NA,4.9,21,NA,0.1,2.2,1.5,10,NA,NA,0,0,3.6,NA,NA,FantasySharks,14017,JAC,0.1,0,0,0,0,0,0.2,0,0,0,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pierce, Dameon",RB,HOU,NA,8.3,24,NA,0.1,1.1,0.8,5,NA,NA,0,0,3.6,NA,NA,FantasySharks,15717,@IND,0.1,0,0,0,0,0,0.2,0,0,14,0.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Charbonnet, Zach",RB,SEA,NA,5,22,NA,0,2.1,1.8,12,NA,NA,0,0,3.6,NA,NA,FantasySharks,16169,DEN,0,0,0,0,0,0,0.1,0.1,0,1,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sanders, Miles",RB,CAR,NA,7.5,25,NA,0,2.3,1.5,8,NA,NA,0,0.1,3.3,NA,NA,FantasySharks,14079,@NOS,0,0,0,0,0,0,0.2,0,0,9,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Irving, Bucky",RB,TBB,NA,6.5,23,NA,0,2.2,1.7,9,NA,NA,0,0,3.3,NA,NA,FantasySharks,16598,WAS,0,0,0,0,0,0,0.2,0,0,5,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mitchell, Keaton",RB,BAL,NA,2.8,17,NA,0.1,0.7,0.6,7,NA,NA,0,0,3.1,NA,NA,FantasySharks,16178,@KCC,0.1,0,0,0.1,0,0,0.1,0,0,0,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Allen, Braelon",RB,NYJ,NA,5.4,17,NA,0,2.3,1.5,10,NA,NA,0,0.1,2.6,NA,NA,FantasySharks,16596,@SFO,0,0,0,0,0,0,0.1,0,0,2,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Corum, Blake",RB,LAR,NA,5.2,18,NA,0.1,0.7,0.4,3,NA,NA,0,0,2.6,NA,NA,FantasySharks,16593,@DET,0.1,0,0,0,0,0,0,0,0,0,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Benson, Trey",RB,ARI,NA,3.2,15,NA,0.1,1.5,1.2,7,NA,NA,0,0,2.6,NA,NA,FantasySharks,16594,@BUF,0,0,0,0,0,0,0.2,0,0,1,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Strong Jr., Pierre",RB,CLE,NA,4,18,NA,0,0.7,0.5,3,NA,NA,0,0,2.3,NA,NA,FantasySharks,15733,DAL,0,0,0,0,0,0,0,0,0,20,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Juszczyk, Kyle",RB,SFO,NA,0.6,1,NA,0,1.6,1.3,14,NA,NA,0.1,0,2.2,NA,NA,FantasySharks,11367,NYJ,0,0,0,0,0,0,0.1,0.1,0,2,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Johnson, Ty",RB,BUF,NA,3.3,14,NA,0,0.8,0.6,4,NA,NA,0,0,2,NA,NA,FantasySharks,14095,ARI,0,0,0,0,0,0,0.2,0,0,17,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Reynolds, Craig",RB,DET,NA,2.7,10,NA,0.1,0.6,0.5,5,NA,NA,0,0,1.9,NA,NA,FantasySharks,14727,LAR,0.1,0,0,0,0,0,0.1,0,0,18,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bigsby, Tank",RB,JAC,NA,3.8,12,NA,0.1,0.6,0.3,2,NA,NA,0,0.1,1.8,NA,NA,FantasySharks,16164,@MIA,0.1,0,0,0,0,0,0,0,0,11,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tracy, Tyrone",RB,NYG,NA,2.9,9,NA,0,1.3,0.9,7,NA,NA,0,0,1.7,NA,NA,FantasySharks,16747,MIN,0,0,0,0,0,0,0.1,0,0,3,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Wilson, Emanuel",RB,GBP,NA,2.6,13,NA,0,0.6,0.5,3,NA,NA,0,0,1.6,NA,NA,FantasySharks,16432,@PHI,0,0,0,0,0,0,0,0,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Blackshear, Raheem",RB,CAR,NA,1.2,5,NA,0.1,0.7,0.6,5,NA,NA,0,0,1.5,NA,NA,FantasySharks,15973,@NOS,0.1,0,0,0,0,0,0,0,0,31,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ingold, Alec",RB,MIA,NA,0.7,3,NA,0.1,1.2,0.6,6,NA,NA,0,0,1.5,NA,NA,FantasySharks,14420,JAC,0.1,0,0,0,0,0,0.1,0,0,1,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Patterson, Cordarrelle",RB,PIT,NA,2.2,8,NA,0,0.7,0.5,2,NA,NA,0.1,0,1.5,NA,NA,FantasySharks,11225,@ATL,0,0,0,0,0,0,0.2,0,0,17,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ogunbowale, Dare",RB,HOU,NA,2.6,8,NA,0,1.2,0.7,3,NA,NA,0,0,1.4,NA,NA,FantasySharks,13148,@IND,0,0,0,0,0,0,0.1,0,0,4,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Guerendo, Isaac",RB,SFO,NA,2.2,9,NA,0,0.7,0.5,4,NA,NA,0,0,1.3,NA,NA,FantasySharks,16688,NYJ,0,0,0,0,0,0,0.1,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Abdullah, Ameer",RB,LVR,NA,0.9,5,NA,0,1.4,1.1,7,NA,NA,0,0,1.3,NA,NA,FantasySharks,12155,@LAC,0,0,0,0,0,0,0.2,0,0,11,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Williams, Avery",RB,ATL,NA,2.7,10,NA,0,0.9,0.7,3,NA,NA,0,0.1,1.2,NA,NA,FantasySharks,15454,PIT,0,0,0,0,0,0,0.1,0,0,11,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Johnson, D'Ernest",RB,JAC,NA,2,5,NA,0,0.6,0.4,7,NA,NA,0,0,1.2,NA,NA,FantasySharks,14331,@MIA,0,0,0,0,0,0,0,0,0,6,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Steele, Carson",RB,KCC,NA,1.9,7,NA,0,0.6,0.4,3,NA,NA,0,0,1.2,NA,NA,FantasySharks,16612,BAL,0,0,0,0,0,0,0.1,0,0,7,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Edmonds, Chase",RB,TBB,NA,2.6,8,NA,0,0.9,0.7,3,NA,NA,0,0,1.1,NA,NA,FantasySharks,13726,WAS,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ali, Rasheen",RB,BAL,NA,2.7,10,NA,0,0.7,0.4,3,NA,NA,0,0.2,1.1,NA,NA,FantasySharks,16746,@KCC,0,0,0,0,0,0,0.1,0,0,4,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Abanikanda, Israel",RB,NYJ,NA,2.6,6,NA,0,1.5,0.9,5,NA,NA,0,0,1,NA,NA,FantasySharks,16168,@SFO,0,0,0,0,0,0,0.1,0,0,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Rivers, Ronnie",RB,LAR,NA,2.8,9,NA,0,0.4,0.4,2,NA,NA,0,0,1,NA,NA,FantasySharks,15726,@DET,0,0,0,0,0,0,0.1,0,0,1,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ricard, Patrick",RB,BAL,NA,0.2,0,NA,0,0.6,0.3,4,NA,NA,0.1,0,0.9,NA,NA,FantasySharks,13455,@KCC,0,0,0,0,0,0,0.1,0,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Taylor, Patrick",RB,SFO,NA,1.8,7,NA,0,0.4,0.2,1,NA,NA,0,0,0.9,NA,NA,FantasySharks,14817,NYJ,0,0,0,0,0,0,0,0,0,2,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Goodson, Tyler",RB,IND,NA,1.2,6,NA,0,0.9,0.4,2,NA,NA,0,0,0.9,NA,NA,FantasySharks,15730,HOU,0,0,0,0,0,0,0.3,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ham, C.J.",RB,MIN,NA,0.4,2,NA,0.1,0.8,0.7,4,NA,NA,0,0,0.8,NA,NA,FantasySharks,12923,@NYG,0.1,0,0,0,0,0,0.1,0,0,25,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Vaughn, Deuce",RB,DAL,NA,2.4,5,NA,0,0.9,0.6,4,NA,NA,0,0,0.8,NA,NA,FantasySharks,16176,@CLE,0,0,0,0,0,0,0.1,0,0,1,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hines, Nyheim",RB,CLE,NA,1.6,5,NA,0,0.4,0.3,1,NA,NA,0,0,0.8,NA,NA,FantasySharks,13622,DAL,0,0,0,0,0,0,0.1,0,0,26,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Luepke, Hunter",RB,DAL,NA,0.2,0,NA,0.1,0,0,0,NA,NA,0,0,0.7,NA,NA,FantasySharks,16391,@CLE,0.1,0,0,0,0,0,0,0,0,0,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Shipley, Will",RB,PHI,NA,1.6,6,NA,0,0.4,0.2,1,NA,NA,0,0,0.7,NA,NA,FantasySharks,16601,GBP,0,0,0,0,0,0,0,0,0,12,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Gray, Eric",RB,NYG,NA,1.5,4,NA,0,0.9,0.7,3,NA,NA,0,0,0.7,NA,NA,FantasySharks,16173,MIN,0,0,0,0,0,0,0,0,0,8,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"McNichols, Jeremy",RB,WAS,NA,1.3,6,NA,0,0.1,0.1,1,NA,NA,0,0,0.7,NA,NA,FantasySharks,13143,@TBB,0,0,0,0,0,0,0.1,0,0,2,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Chestnut, Julius",RB,TEN,NA,0.9,2,NA,0,0.4,0.4,4,NA,NA,0,0,0.6,NA,NA,FantasySharks,15965,@CHI,0,0,0,0,0,0,0,0,0,26,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mims, Jordan",RB,NOS,NA,0.9,3,NA,0,0.9,0.5,2,NA,NA,0,0.1,0.4,NA,NA,FantasySharks,16424,CAR,0,0,0,0,0,0,0.1,0,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hasty, JaMycal",RB,NEP,NA,0.4,2,NA,0,0.6,0.2,1,NA,NA,0,0,0.3,NA,NA,FantasySharks,14821,@CIN,0,0,0,0,0,0,0.1,0,0,9,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"McIntosh, Kenny",RB,SEA,NA,0.5,2,NA,0,0.2,0.2,1,NA,NA,0,0,0.3,NA,NA,FantasySharks,16170,DEN,0,0,0,0,0,0,0,0,0,26,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Homer, Travis",RB,CHI,NA,0.4,2,NA,0,0.6,0.2,1,NA,NA,0,0,0.3,NA,NA,FantasySharks,14083,TEN,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tucker, Sean",RB,TBB,NA,2.1,2,NA,0,0.3,0.2,1,NA,NA,0,0,0.3,NA,NA,FantasySharks,16166,WAS,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"McClellan, Jase",RB,ATL,NA,0.2,1,NA,0,0.2,0.2,1,NA,NA,0,0,0.2,NA,NA,FantasySharks,16605,PIT,0,0,0,0,0,0,0,0,0,6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dallas, DeeJay",RB,ARI,NA,0.3,1,NA,0,0.2,0.2,0,NA,NA,0,0,0.1,NA,NA,FantasySharks,14815,@BUF,0,0,0,0,0,0,0,0,0,24,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Wright, Jaylen",RB,MIA,NA,0.4,1,NA,0,0.5,0.3,1,NA,NA,0,0,0.1,NA,NA,FantasySharks,16610,JAC,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Laube, Dylan",RB,LVR,NA,0.3,1,NA,0,0,0,0,NA,NA,0,0,0.1,NA,NA,FantasySharks,16613,@LAC,0,0,0,0,0,0,0,0,0,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Gilliam, Reggie",RB,BUF,NA,0.1,0,NA,0,0.2,0.2,1,NA,NA,0,0,0.1,NA,NA,FantasySharks,15103,ARI,0,0,0,0,0,0,0,0,0,10,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Watson, Blake",RB,DEN,NA,0.6,1,NA,0,0.2,0,0,NA,NA,0,0,0.1,NA,NA,FantasySharks,16803,@SEA,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Prentice, Adam",RB,NOS,NA,0.2,0,NA,0,0.1,0.1,0,NA,NA,0,0,0.1,NA,NA,FantasySharks,15650,CAR,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Christian McCaffrey,RB,SF,NA,17.8,79.8,NA,0.7,4.5,4.5,35.1,NA,NA,0.3,0.1,17.05,NA,12892,FleaFlicker,13130,NYJMon 8:15 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,RB1,1,114.9,99%,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bijan Robinson,RB,ATL,NA,15.8,66.8,NA,0.5,4,4,33.5,NA,NA,0.2,0.1,13.82,NA,17603,FleaFlicker,16161,PITSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,RB3,0.7,100.4,97%,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jonathan Taylor,RB,IND,NA,17.9,78.3,NA,0.6,2.2,2.2,16.3,NA,NA,0.1,0.1,13.46,NA,15604,FleaFlicker,14802,HOUSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,RB4,0.7,94.6,98%,NA,NA,NA,NA,NA,NA,NA,NA,NA
Breece Hall,RB,NYJ,NA,15.8,68,NA,0.5,4.1,4.1,31.3,NA,NA,0.1,0.1,13.35,NA,16834,FleaFlicker,15708,@SFMon 8:15 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,RB2,0.6,99.3,98%,NA,NA,NA,NA,NA,NA,NA,NA,NA
Saquon Barkley,RB,PHI,NA,17.2,70.9,NA,0.5,3,3,21.6,NA,NA,0.1,0.1,12.95,NA,13778,FleaFlicker,13604,GBFri 8:15 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,RB5,0.7,92.6,98%,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jahmyr Gibbs,RB,DET,NA,13.3,60.9,NA,0.5,3.5,3.5,25.1,NA,NA,0.2,0.1,12.54,NA,17612,FleaFlicker,16162,LARSun 8:20 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,RB7,0.7,86,97%,NA,NA,NA,NA,NA,NA,NA,NA,NA
Derrick Henry,RB,BAL,NA,16.8,72.8,NA,0.6,1.6,1.6,12.3,NA,NA,0.1,0.1,12.53,NA,12042,FleaFlicker,12626,@KCThu 8:20 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,RB6,0.7,85.1,98%,NA,NA,NA,NA,NA,NA,NA,NA,NA
Josh Jacobs,RB,GB,NA,16.4,68.6,NA,0.5,2.6,2.6,20.2,NA,NA,0.1,0.1,12.4,NA,14673,FleaFlicker,14073,@PHIFri 8:15 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,RB11,0.6,88.7,98%,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kenneth Walker,RB,SEA,NA,17.3,73.2,NA,0.6,1.8,1.8,13.4,NA,NA,0.1,0.1,12.38,NA,16890,FleaFlicker,15711,DENSun 4:05 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,RB13,0.6,86.7,97%,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rachaad White,RB,TB,NA,17.2,65,NA,0.5,3.2,3.2,23.8,NA,NA,0.1,0.1,12.2,NA,16882,FleaFlicker,15721,WASSun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,RB16,0.6,88.8,97%,NA,NA,NA,NA,NA,NA,NA,NA,NA
Joe Mixon,RB,HOU,NA,16,64.6,NA,0.5,2.7,2.7,20.4,NA,NA,0.1,0.1,12.16,NA,12975,FleaFlicker,13131,@INDSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,RB14,0.6,85,98%,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kyren Williams,RB,LAR,NA,14.3,65.2,NA,0.6,2.2,2.2,17.8,NA,NA,0.1,0.1,12.06,NA,17004,FleaFlicker,15710,@DETSun 8:20 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,RB8,0.7,83,98%,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alvin Kamara,RB,NO,NA,14.7,59.7,NA,0.4,4.2,4.2,29.8,NA,NA,0.2,0.1,11.99,NA,12965,FleaFlicker,13132,CARSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,RB19,0.5,89.5,97%,NA,NA,NA,NA,NA,NA,NA,NA,NA
James Cook,RB,BUF,NA,14.7,65.3,NA,0.3,2.9,2.9,24,NA,NA,0.2,0.1,11.89,NA,16839,FleaFlicker,15715,ARISun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,RB15,0.5,89.3,97%,NA,NA,NA,NA,NA,NA,NA,NA,NA
Isiah Pacheco,RB,KC,NA,14.7,64.3,NA,0.5,2.6,2.6,17.5,NA,NA,0.1,0.1,11.7,NA,17029,FleaFlicker,15749,BALThu 8:20 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,RB10,0.6,81.7,98%,NA,NA,NA,NA,NA,NA,NA,NA,NA
De'Von Achane,RB,MIA,NA,12.1,56.5,NA,0.5,2.9,2.9,22.9,NA,NA,0.1,0.1,11.42,NA,17617,FleaFlicker,16167,JACSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,RB12,0.6,79.4,97%,NA,NA,NA,NA,NA,NA,NA,NA,NA
Travis Etienne,RB,JAC,NA,15.2,62.7,NA,0.4,2.9,2.9,21.8,NA,NA,0.1,0.1,11.39,NA,16241,FleaFlicker,15253,@MIASun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,RB9,0.5,84.5,98%,NA,NA,NA,NA,NA,NA,NA,NA,NA
David Montgomery,RB,DET,NA,12.2,55.8,NA,0.6,1.3,1.3,9.6,NA,NA,0.1,0.1,10.62,NA,14716,FleaFlicker,14071,LARSun 8:20 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,RB17,0.7,65.4,97%,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aaron Jones,RB,MIN,NA,12.8,60.8,NA,0.4,2.4,2.4,17.9,NA,NA,0.1,0.1,10.61,NA,13111,FleaFlicker,13319,@NYGSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,RB22,0.5,78.7,96%,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jerome Ford,RB,CLE,NA,15.1,58.5,NA,0.4,2.5,2.5,17.1,NA,NA,0.1,0.1,10.22,NA,16974,FleaFlicker,15713,DALSun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,RB35,0.5,75.7,89%,NA,NA,NA,NA,NA,NA,NA,NA,NA
James Conner,RB,ARI,NA,12.6,57.2,NA,0.4,2.1,2.1,14.9,NA,NA,0.1,0.1,10.03,NA,12951,FleaFlicker,13146,@BUFSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,RB18,0.5,72.1,96%,NA,NA,NA,NA,NA,NA,NA,NA,NA
Zamir White,RB,LV,NA,14.6,58.3,NA,0.4,1.9,1.9,13.6,NA,NA,0.1,0.1,9.57,NA,16918,FleaFlicker,15714,@LACSun 4:05 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,RB25,0.4,71.9,92%,NA,NA,NA,NA,NA,NA,NA,NA,NA
Najee Harris,RB,PIT,NA,14.6,56.1,NA,0.4,1.7,1.7,11,NA,NA,0.1,0.1,9.35,NA,16246,FleaFlicker,15254,@ATLSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,RB21,0.5,67.1,96%,NA,NA,NA,NA,NA,NA,NA,NA,NA
Devin Singletary,RB,NYG,NA,13.4,56.8,NA,0.4,2,2,13.1,NA,NA,0.1,0.1,9.33,NA,14736,FleaFlicker,14080,MINSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,RB29,0.4,69.9,91%,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chuba Hubbard,RB,CAR,NA,14.9,56.2,NA,0.3,1.9,1.9,13.4,NA,NA,0.1,0.1,9.28,NA,16361,FleaFlicker,15261,@NOSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,RB41,0.4,69.6,84%,NA,NA,NA,NA,NA,NA,NA,NA,NA
Raheem Mostert,RB,MIA,NA,10,49,NA,0.5,1.7,1.7,12.1,NA,NA,0.1,0.1,9.15,NA,11455,FleaFlicker,12447,JACSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,RB23,0.5,61.1,96%,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rhamondre Stevenson,RB,NE,NA,13.1,53,NA,0.3,2.4,2.4,16.8,NA,NA,0.1,0.1,9.08,NA,16339,FleaFlicker,15259,@CINSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,RB20,0.4,69.8,95%,NA,NA,NA,NA,NA,NA,NA,NA,NA
Javonte Williams,RB,DEN,NA,13.1,50.7,NA,0.3,2.5,2.5,16.1,NA,NA,0.1,0.1,8.78,NA,16282,FleaFlicker,15256,@SEASun 4:05 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,RB27,0.4,66.8,93%,NA,NA,NA,NA,NA,NA,NA,NA,NA
D'Andre Swift,RB,CHI,NA,10.4,47.1,NA,0.3,2.1,2.1,15.2,NA,NA,0.1,0.1,8.75,NA,15601,FleaFlicker,14797,TENSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,RB24,0.4,62.3,96%,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tony Pollard,RB,TEN,NA,11.8,50.7,NA,0.3,2,2,14.5,NA,NA,0.1,0.1,8.74,NA,14759,FleaFlicker,14085,@CHISun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,RB26,0.4,65.3,95%,NA,NA,NA,NA,NA,NA,NA,NA,NA
Zack Moss,RB,CIN,NA,11.2,46.2,NA,0.4,1.7,1.7,11.7,NA,NA,0.1,0,8.35,NA,15548,FleaFlicker,14798,NESun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,RB30,0.4,58,91%,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brian Robinson,RB,WAS,NA,11.6,49,NA,0.3,1.6,1.6,12.4,NA,NA,0.1,0.1,8.26,NA,16875,FleaFlicker,15716,@TBSun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,RB28,0.4,61.5,93%,NA,NA,NA,NA,NA,NA,NA,NA,NA
