player,team,pass_att,pass_comp,pass_yds,pass_tds,pass_int,rush_att,rush_yds,rush_tds,fumbles_lost,site_pts,src_id,data_src,pos,id,opp,pass_09_tds,pass_1019_tds,pass_2029_tds,pass_3039_tds,pass_4049_tds,pass_50_tds,sacks,scoring_opp,bye,curr_site_pts,draft_rank,pass_comp_pct,pass_rate,pct_owned,site_ci_low,site_ci_high,opp_rank,ranks_ovr,ranks_pos,FanDuel FP,fanduel_salary,fanduel_value,draftkings_site_points,draftkings_salary,draftkings_value,yahoo_site_points,yahoo_salary,yahoo_value,two_pts
Jalen Hurts,PHI,34.5,22.5,258.4,1.5,0.7,8.9,42,0.6,0.2,23.3,19275,FantasyPros,QB,14783,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Patrick Mahomes II,KC,38,25.4,291.1,2.2,0.8,4.7,25.7,0.2,0.1,22.8,16413,FantasyPros,QB,13116,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lamar Jackson,BAL,31,20.9,219.1,1.2,0.8,9.5,55.7,0.5,0.2,20.7,17233,FantasyPros,QB,13593,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Josh Allen,BUF,35.2,24.3,261.9,1.8,0.9,4.7,24.7,0.3,0.2,20.6,17298,FantasyPros,QB,13589,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tua Tagovailoa,MIA,36,24.7,299.9,2,0.9,2.1,5.4,0.1,0.2,19.6,19198,FantasyPros,QB,14778,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Justin Herbert,LAC,36.8,25.4,267.2,1.6,0.8,4.4,15.9,0.2,0.1,18.5,18635,FantasyPros,QB,14779,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Geno Smith,SEA,33.5,22.8,257,1.7,0.8,2.8,13.4,0.1,0.1,17.8,11687,FantasyPros,QB,11150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jordan Love,GB,33.6,20.4,244.5,1.5,1,4.2,17.6,0.2,0.2,17.4,19246,FantasyPros,QB,14782,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Deshaun Watson,CLE,31.3,20.1,233.6,1.3,0.7,5.2,26.6,0.2,0.2,17.4,16398,FantasyPros,QB,13113,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Russell Wilson,DEN,31.7,20.3,224.4,1.5,0.7,5,25.3,0.1,0.1,17.3,11180,FantasyPros,QB,10703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brock Purdy,SF,30.6,20.7,246.5,1.7,0.5,2.1,7.5,0.1,0.1,17.2,19797,FantasyPros,QB,15698,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Matthew Stafford,LAR,34.3,22,260.3,1.6,0.8,1.5,5.7,0.1,0.1,16.5,9451,FantasyPros,QB,9431,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sam Howell,WAS,32.2,21.5,235.7,1.3,0.8,4.2,17.8,0.2,0.1,16.2,23045,FantasyPros,QB,15693,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Trevor Lawrence,JAC,35.1,22.6,236.5,1.3,0.8,4.5,21.1,0.1,0.3,16.2,19780,FantasyPros,QB,15237,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jared Goff,DET,35.7,23.7,260.2,1.4,0.8,1.9,5.9,0.1,0.2,16.1,15501,FantasyPros,QB,12611,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kirk Cousins,MIN,36.8,24.8,267.4,1.5,0.8,1.5,5.3,0,0.2,16.1,11177,FantasyPros,QB,10700,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Joshua Dobbs,ARI,33.2,21.6,214.7,1.1,0.6,5.4,25.9,0.2,0.2,15.7,16417,FantasyPros,QB,13119,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Baker Mayfield,TB,31.6,20.1,221.6,1.4,0.8,3.8,14.8,0.1,0.1,15.4,17237,FantasyPros,QB,13590,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Derek Carr,NO,35.4,22.7,239,1.4,0.8,1.8,5.3,0.1,0.1,14.8,12092,FantasyPros,QB,11644,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tyrod Taylor,NYG,30.8,18.8,205.5,1,0.8,5.7,26.3,0.2,0.2,14.7,10007,FantasyPros,QB,10413,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kenny Pickett,PIT,32.2,20,222.7,1.2,0.8,2.9,13,0.1,0.1,14.7,22722,FantasyPros,QB,15692,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brian Hoyer,LV,32.3,20.6,231.2,1.2,0.8,2.3,8.4,0.1,0.2,14.2,9078,FantasyPros,QB,9714,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Desmond Ridder,ATL,32.2,20.3,215.3,1,0.8,3.4,13.8,0.1,0.2,13.6,20080,FantasyPros,QB,15697,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gardner Minshew II,IND,33.6,21,217,1,0.8,3.6,11.2,0.1,0.2,13.2,18562,FantasyPros,QB,14067,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tyson Bagent,CHI,28.1,17.9,198.2,1,0.9,2.4,11.1,0.1,0.2,12.3,25321,FantasyPros,QB,16384,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mac Jones,NE,31.4,20.1,207.1,0.9,0.9,2.3,10,0.1,0.2,12,20156,FantasyPros,QB,15241,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aidan O'Connell,LV,0,0,28,0.1,0.1,0,0,0,0,1.3,24330,FantasyPros,QB,16159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tommy DeVito,NYG,0,0,21.3,0.1,0.1,0,0.1,0,0,1.1,25746,FantasyPros,QB,16441,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bailey Zappe,NE,0,0,15.6,0,0.1,0,0,0,0,0.7,24027,FantasyPros,QB,15696,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sean Clifford,GB,0,0,7.4,0.1,0.1,0,0.3,0,0,0.5,20073,FantasyPros,QB,16313,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jaren Hall,MIN,0,0,9,0,0.1,0,0.1,0,0,0.5,24073,FantasyPros,QB,16154,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sam Darnold,SF,0,0,8,0,0,0,0,0,0,0.5,17236,FantasyPros,QB,13592,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Clayton Tune,ARI,0,0,7.7,0,0.1,0,0.2,0,0,0.4,25227,FantasyPros,QB,16160,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tyler Huntley,BAL,0,0,6.3,0,0,0,0.2,0,0,0.4,19297,FantasyPros,QB,14789,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jacoby Brissett,WAS,0,0,6.8,0,0,0,0,0,0,0.4,15642,FantasyPros,QB,12616,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Taylor Heinicke,ATL,0,0,7.5,0,0,0,0,0,0,0.4,13932,FantasyPros,QB,12476,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Teddy Bridgewater,DET,0,0,7.7,0,0,0,0,0,0,0.4,12088,FantasyPros,QB,11640,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PJ Walker,CLE,0,0,7.5,0,0.1,0,0,0,0,0.3,16841,FantasyPros,QB,13416,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jameis Winston,NO,0,0,7.5,0,0,0,0,0,0,0.3,13891,FantasyPros,QB,12140,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kyle Trask,TB,0,0,5.7,0,0,0,0,0,0,0.3,19800,FantasyPros,QB,15242,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mitch Trubisky,PIT,0,0,5.1,0,0,0,0,0,0,0.3,16381,FantasyPros,QB,13115,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Blaine Gabbert,KC,0,0,5.8,0,0,0,0,0,0,0.3,9858,FantasyPros,QB,10262,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Easton Stick,LAC,0,0,5.5,0,0,0,0,0,0,0.3,18446,FantasyPros,QB,14069,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brett Rypien,LAR,0,0,6.4,0,0.1,0,0,0,0,0.3,18323,FantasyPros,QB,14065,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kyle Allen,BUF,0,0,5.2,0,0,0,0,0,0,0.2,17869,FantasyPros,QB,13879,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sam Ehlinger,IND,0,0,5.2,0,0,0,0,0,0,0.2,19803,FantasyPros,QB,15250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Marcus Mariota,PHI,0,0,3.4,0,0,0,0.1,0,0,0.2,13890,FantasyPros,QB,12141,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jarrett Stidham,DEN,0,0,4.9,0,0.1,0,0,0,0,0.2,18604,FantasyPros,QB,14063,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mike White,MIA,0,0,4.5,0,0,0,0,0,0,0.2,17447,FantasyPros,QB,13598,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C.J. Beathard,JAC,0,0,3.8,0,0,0,0.1,0,0,0.2,16419,FantasyPros,QB,13125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Drew Lock,SEA,0,0,2.7,0,0,0,0,0,0,0.1,18225,FantasyPros,QB,14057,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mahomes, Patrick",KCC,42.1,28.4,321,2.5,0.5,3.6,22,0.1,0,28.6,NA,FantasySharks,QB,13116,LAC,1.8,0.4,0.1,0.1,0.1,0,1.2,6.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hurts, Jalen",PHI,33.4,22,253,1.3,0.8,9.9,43,0.9,0.2,26.5,NA,FantasySharks,QB,14783,MIA,0.5,0.2,0.2,0.2,0.1,0.2,2.2,4.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Allen, Josh",BUF,29.4,19.3,219,1.8,1,6.8,41,0.4,0.2,23.6,NA,FantasySharks,QB,13589,@NEP,0.6,0.8,0.1,0.1,0.1,0.1,1.8,4.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Herbert, Justin",LAC,36,24.3,275,1.7,0.7,4.3,14,0.2,0.1,22.9,NA,FantasySharks,QB,14779,@KCC,0.9,0.5,0.1,0.1,0,0.1,2.2,4.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tagovailoa, Tua",MIA,34,23,300,1.9,0.7,2.2,5,0,0.1,22.4,NA,FantasySharks,QB,14778,@PHI,0.9,0.4,0.1,0.1,0.2,0.3,1.3,4.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Love, Jordan",GBP,34.6,20.7,238,1.7,0.9,2.5,13,0.3,0,21.6,NA,FantasySharks,QB,14782,@DEN,0.9,0.3,0.1,0.3,0,0.1,1.6,4.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Jackson, Lamar",BAL,28.7,19.4,205,1.1,0.7,10,60,0.4,0.4,21.5,NA,FantasySharks,QB,13593,DET,0.5,0.5,0.1,0,0,0,2.5,3.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Smith, Geno",SEA,36.2,24.5,263,1.6,0.6,2.9,14,0,0.1,20.4,NA,FantasySharks,QB,11150,ARI,0.7,0.4,0.2,0.2,0.1,0,2.3,4.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Purdy, Brock",SFO,28.7,19.3,239,1.7,0.3,2.4,4,0.3,0.1,20.1,NA,FantasySharks,QB,15698,@MIN,0.7,0.4,0.2,0.2,0,0.1,1.7,3.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cousins, Kirk",MIN,31.2,21.1,240,1.9,0.8,2.1,6,0,0.4,18.9,NA,FantasySharks,QB,10700,SFO,0.8,0.5,0.2,0.2,0.1,0.1,2.7,4.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Howell, Sam",WAS,31.8,20.9,222,1.3,0.9,3.2,16,0.2,0.2,17.7,NA,FantasySharks,QB,15693,@NYG,0.8,0.3,0.1,0.1,0,0,4.6,3.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Goff, Jared",DET,29,19.6,233,1.4,0.5,2.3,4,0.1,0.2,17.7,NA,FantasySharks,QB,12611,@BAL,0.7,0.1,0.3,0.2,0.2,0,1.9,3.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Stafford, Matthew",LAR,34,23,260,1.2,1,2.1,6,0.1,0.1,17.7,NA,FantasySharks,QB,9431,PIT,0.7,0.3,0.2,0,0,0.1,2.9,3.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Wilson, Russell",DEN,27.9,17.7,200,1.4,0.7,3.6,21,0.1,0.2,17.1,NA,FantasySharks,QB,10703,GBP,0.5,0.4,0.3,0,0,0.2,3.2,3.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Jones, Daniel",NYG,32.4,21.5,197,0.7,0.6,5.8,32,0.3,0.2,16.5,NA,FantasySharks,QB,14059,WAS,0.4,0.1,0,0,0,0.1,3.5,2.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bagent, Tyson",CHI,21.3,14,165,1.2,1,6.4,35,0.3,0.5,16.4,NA,FantasySharks,QB,16384,LVR,0.4,0.2,0.4,0,0,0.1,3.6,2.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lawrence, Trevor",JAC,30.1,20.3,222,1,0.7,4.7,22,0.1,0.5,16.4,NA,FantasySharks,QB,15237,@NOS,0.4,0.3,0.2,0.1,0,0,2.4,2.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Watson, Deshaun",CLE,32.5,19.6,206,1.1,0.9,3.9,19,0.2,0.2,16.4,NA,FantasySharks,QB,13113,@IND,0.5,0.4,0,0.1,0.2,0,3.1,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ridder, Desmond",ATL,31.2,19.9,211,0.9,0.7,3.8,16,0.2,0.4,16,NA,FantasySharks,QB,15697,@TBB,0.6,0.2,0,0,0,0,2.9,3.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mayfield, Baker",TBB,31.3,20.3,203,1.2,0.7,3.5,8,0,0.1,15.1,NA,FantasySharks,QB,13590,ATL,0.9,0.1,0.1,0.1,0,0,1.5,3.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Carr, Derek",NOS,32.3,20.7,222,1.1,0.6,1.6,2,0,0.1,15.1,NA,FantasySharks,QB,11644,JAC,0.4,0.2,0.1,0.3,0.1,0,2.3,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pickett, Kenny",PIT,32.9,20.1,206,0.8,0.7,3.4,8,0.1,0.1,14.7,NA,FantasySharks,QB,15692,@LAR,0.2,0.2,0,0.1,0.1,0.2,2.2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
