player,pos,team,games,rec_tgt,rec,rec_yds,rec_yds_g,rec_avg,rec_tds,rush_att,rush_yds,rush_avg,rush_tds,fumbles_lost,site_pts,site_fppg,src_id,data_src,id,opp,rec_rz_tgt,rec_09_tds,rec_1019_tds,rec_2029_tds,rec_3039_tds,rec_4049_tds,rec_50_tds,return_yds,scoring_opp,bye,draft_rank,misc_tds,misc_yds,pct_owned,site_ci_low,site_ci_high,opp_rank,ranks_ovr,ranks_pos,FanDuel FP,fanduel_salary,fanduel_value,draftkings_site_points,draftkings_salary,draftkings_value,yahoo_site_points,yahoo_salary,yahoo_value,return_tds
Ihmir Smith-Marsette,WR,CAR,NA,NA,0,1.2,NA,NA,0,0,0.3,NA,0,0,0.2,NA,20116,FantasyPros,15434,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kayshon Boutte,WR,NE,NA,NA,0.1,1.1,NA,NA,0,0,0,NA,0,0,0.1,NA,22989,FantasyPros,16193,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tylan Wallace,WR,BAL,NA,NA,0.1,1.1,NA,NA,0,0,0,NA,0,0,0.1,NA,19801,FantasyPros,15285,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Trent Taylor,WR,CHI,NA,NA,0.1,0.9,NA,NA,0,0,0,NA,0,0,0.1,NA,16505,FantasyPros,13316,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Juwann Winfree,WR,IND,NA,NA,0,0.6,NA,NA,0,0,0,NA,0,0,0.1,NA,18699,FantasyPros,14267,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Jefferson, Justin",WR,MIN,NA,11,7,105,NA,NA,0.6,NA,1,NA,0,0.1,14.2,NA,NA,FantasySharks,14836,KCC,1.6,0.2,0.2,0,0.1,0,0.1,0,1.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hill, Tyreek",WR,MIA,NA,10.4,6.7,98,NA,NA,0.6,NA,2,NA,0,0,13.7,NA,NA,FantasySharks,12801,NYG,1.1,0.2,0,0,0.1,0.1,0.2,1,1.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brown, A.J.",WR,PHI,NA,10,6.5,90,NA,NA,0.6,NA,0,NA,0,0.1,12.5,NA,NA,FantasySharks,14104,@LAR,0.9,0.1,0.2,0.1,0,0.1,0.1,0,1.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Adams, Davante",WR,LVR,NA,10.5,6.6,80,NA,NA,0.7,NA,0,NA,0,0,12.3,NA,NA,FantasySharks,11675,GBP,1.7,0.3,0.1,0,0.1,0.1,0.1,0,1.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Aiyuk, Brandon",WR,SFO,NA,8,5.7,75,NA,NA,0.6,NA,7,NA,0.1,0.1,12.2,NA,NA,FantasySharks,14840,DAL,1.1,0.2,0.2,0.1,0,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Diggs, Stefon",WR,BUF,NA,10,7,82,NA,NA,0.6,NA,-0.1,NA,0,0,12.1,NA,NA,FantasySharks,12186,JAC,1.8,0.2,0.3,0,0,0.1,0.1,0,1.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Kupp, Cooper",WR,LAR,NA,8.9,6.4,81,NA,NA,0.6,NA,4,NA,0,0.1,12,NA,NA,FantasySharks,13164,PHI,1.3,0.3,0.1,0.1,0,0,0.1,0,1.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lamb, CeeDee",WR,DAL,NA,10.2,6.9,87,NA,NA,0.4,NA,5,NA,0,0,11.8,NA,NA,FantasySharks,14832,@SFO,1.4,0.1,0.1,0.2,0.1,0,0,0,1.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Waddle, Jaylen",WR,MIA,NA,8.5,5.8,82,NA,NA,0.5,NA,1,NA,0,0,11.3,NA,NA,FantasySharks,15284,NYG,0.7,0.1,0,0.1,0,0.1,0.1,3,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Collins, Nico",WR,HOU,NA,7.7,4.6,77,NA,NA,0.6,NA,0,NA,0,0,11.2,NA,NA,FantasySharks,15290,@ATL,0.8,0.3,0.1,0,0,0,0.1,0,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"St. Brown, Amon-Ra",WR,DET,NA,9.8,6.9,79,NA,NA,0.5,NA,4,NA,0,0.1,11.1,NA,NA,FantasySharks,15287,CAR,1.4,0.2,0.1,0.1,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Chase, Ja'Marr",WR,CIN,NA,10.5,7,82,NA,NA,0.4,NA,1,NA,0,0.1,10.8,NA,NA,FantasySharks,15281,@ARI,1.5,0.1,0.1,0.1,0.1,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nacua, Puka",WR,LAR,NA,9,6.5,82,NA,NA,0.4,NA,1,NA,0,0,10.7,NA,NA,FantasySharks,16211,PHI,0.7,0.1,0.1,0.2,0,0,0,0,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Samuel, Deebo",WR,SFO,NA,9,6,68,NA,NA,0.4,NA,8,NA,0.1,0.1,10.4,NA,NA,FantasySharks,14136,DAL,1.1,0.1,0.1,0.1,0,0.1,0,3,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Moore, D.J.",WR,CHI,NA,6.8,4.6,68,NA,NA,0.5,NA,1,NA,0,0,10.3,NA,NA,FantasySharks,13635,@WAS,0.6,0.3,0,0.2,0,0,0,3,0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Davis, Gabriel",WR,BUF,NA,5.8,3.1,53,NA,NA,0.8,NA,-0.2,NA,0,0,10.1,NA,NA,FantasySharks,14845,JAC,1.1,0.2,0.3,0.1,0.2,0,0.1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Watson, Christian",WR,GBP,NA,6.5,4.7,52,NA,NA,0.7,NA,2,NA,0.1,0,10,NA,NA,FantasySharks,15789,@LVR,1.2,0.3,0.2,0.1,0,0,0.1,0,1.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Smith, DeVonta",WR,PHI,NA,8,5.8,72,NA,NA,0.4,NA,0.1,NA,0,0,9.8,NA,NA,FantasySharks,15282,@LAR,0.6,0.2,0,0.1,0,0,0.1,0,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Olave, Chris",WR,NOS,NA,9.8,5.7,79,NA,NA,0.2,NA,0,NA,0,0.1,9.2,NA,NA,FantasySharks,15754,@NEP,0.9,0.1,0.1,0.1,0,0,0,1,0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Higgins, Tee",WR,CIN,NA,7.5,5,60,NA,NA,0.5,NA,0,NA,0,0,9.1,NA,NA,FantasySharks,14835,@ARI,1,0.3,0.1,0.1,0,0,0.1,0,0.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Kirk, Christian",WR,JAC,NA,8.9,5.7,67,NA,NA,0.4,NA,1,NA,0,0,9,NA,NA,FantasySharks,13633,@BUF,0.9,0.1,0.1,0.1,0,0,0,0,0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Wilson, Garrett",WR,NYJ,NA,9.7,6,68,NA,NA,0.3,NA,0,NA,0,0.1,8.9,NA,NA,FantasySharks,15753,@DEN,1.2,0.1,0.1,0,0,0,0.1,0,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pittman, Michael",WR,IND,NA,9.9,6.6,66,NA,NA,0.3,NA,1,NA,0,0,8.9,NA,NA,FantasySharks,14842,TEN,1.2,0.2,0.1,0,0.1,0,0,0,0.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Jeudy, Jerry",WR,DEN,NA,8,5,62,NA,NA,0.4,NA,1,NA,0,0,8.8,NA,NA,FantasySharks,14833,NYJ,0.6,0.2,0.1,0.1,0,0,0,0,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"McLaurin, Terry",WR,WAS,NA,8.1,5.2,70,NA,NA,0.3,NA,1,NA,0,0,8.8,NA,NA,FantasySharks,14109,CHI,0.6,0,0.1,0,0.1,0.1,0,0,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Doubs, Romeo",WR,GBP,NA,7.4,5,56,NA,NA,0.5,NA,1,NA,0,0,8.6,NA,NA,FantasySharks,15779,@LVR,1.3,0.3,0.1,0,0,0,0,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Thielen, Adam",WR,CAR,NA,7.2,5.2,56,NA,NA,0.4,NA,1,NA,0,0,8.2,NA,NA,FantasySharks,11938,@DET,0.8,0.2,0.2,0,0,0,0,0,0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brown, Marquise",WR,ARI,NA,9,6,60,NA,NA,0.3,NA,2,NA,0,0,8.2,NA,NA,FantasySharks,14105,CIN,1.1,0.3,0,0,0,0,0,0,0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pickens, George",WR,PIT,NA,6.5,3.9,60,NA,NA,0.3,NA,1,NA,0,0,7.9,NA,NA,FantasySharks,15762,BAL,0.7,0,0.1,0,0.1,0,0.1,0,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sutton, Courtland",WR,DEN,NA,7,5,55,NA,NA,0.4,NA,0,NA,0,0.2,7.8,NA,NA,FantasySharks,13630,NYJ,1,0.2,0.2,0,0,0,0,0,0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Meyers, Jakobi",WR,LVR,NA,8,5,55,NA,NA,0.4,NA,1,NA,0,0,7.8,NA,NA,FantasySharks,14127,GBP,1.3,0.3,0,0,0,0,0,0,1.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Addison, Jordan",WR,MIN,NA,6,4,50,NA,NA,0.4,NA,0,NA,0,0,7.5,NA,NA,FantasySharks,16186,KCC,0.7,0.1,0,0,0.1,0,0.1,0,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hopkins, DeAndre",WR,TEN,NA,8.6,5.4,63,NA,NA,0.2,NA,0,NA,0,0,7.4,NA,NA,FantasySharks,11232,@IND,1.1,0.1,0,0.1,0,0,0,0,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Chark, D.J.",WR,CAR,NA,6.7,3,50,NA,NA,0.4,NA,1,NA,0,0,7.4,NA,NA,FantasySharks,13668,@DET,0.4,0.1,0,0.1,0,0.2,0,0,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Reynolds, Josh",WR,DET,NA,5.6,3.4,50,NA,NA,0.4,NA,1,NA,0,0,7.2,NA,NA,FantasySharks,13168,CAR,1,0.2,0,0.1,0,0,0,0,0.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Williams, Jameson",WR,DET,NA,6.8,4.1,63,NA,NA,0.2,NA,1,NA,0,0.1,7.2,NA,NA,FantasySharks,15756,CAR,0.9,0.1,0,0,0,0.1,0,0,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"London, Drake",WR,ATL,NA,7,4.5,52,NA,NA,0.3,NA,1,NA,0,0.1,6.9,NA,NA,FantasySharks,15751,HOU,1.1,0.2,0.1,0,0,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ridley, Calvin",WR,JAC,NA,7,4,50,NA,NA,0.3,NA,0,NA,0,0,6.8,NA,NA,FantasySharks,13629,@BUF,0.9,0.1,0,0,0.2,0,0,0,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Valdes-Scantling, Marquez",WR,KCC,NA,5,3.1,49,NA,NA,0.3,NA,1,NA,0,0,6.8,NA,NA,FantasySharks,13793,@MIN,0.8,0.2,0.1,0,0,0,0,0,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dotson, Jahan",WR,WAS,NA,6.5,3.7,42,NA,NA,0.4,NA,1,NA,0,0,6.7,NA,NA,FantasySharks,15755,CHI,0.9,0.1,0.2,0.1,0,0,0,0,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Atwell, Tutu",WR,LAR,NA,7,4,44,NA,NA,0.2,NA,5,NA,0.1,0,6.5,NA,NA,FantasySharks,15301,PHI,0.6,0.2,0,0,0,0,0,1,0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Boyd, Tyler",WR,CIN,NA,6,4,45,NA,NA,0.3,NA,0.1,NA,0,0,6.4,NA,NA,FantasySharks,12650,@ARI,0.6,0.1,0.1,0.1,0,0,0.1,0,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Flowers, Zay",WR,BAL,NA,7.5,6,55,NA,NA,0.1,NA,1,NA,0,0,6.4,NA,NA,FantasySharks,16190,@PIT,0.6,0,0.1,0,0,0,0,6,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Thomas, Michael",WR,NOS,NA,7.5,5,54,NA,NA,0.1,NA,1,NA,0,0,6.3,NA,NA,FantasySharks,12652,@NEP,0.9,0.1,0,0,0,0,0,2,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Samuel, Curtis",WR,WAS,NA,5.3,3.7,41,NA,NA,0.1,NA,6,NA,0.1,0,6.3,NA,NA,FantasySharks,13157,CHI,0.7,0,0,0.1,0,0,0,0,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Osborn, K.J.",WR,MIN,NA,5,3,40,NA,NA,0.4,NA,0,NA,0,0,6.3,NA,NA,FantasySharks,14977,KCC,0.9,0.1,0.1,0,0.1,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Shaheed, Rashid",WR,NOS,NA,4.6,3.1,46,NA,NA,0.2,NA,3,NA,0,0,6.2,NA,NA,FantasySharks,16080,@NEP,0.3,0,0.1,0,0,0,0.1,41,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lazard, Allen",WR,NYJ,NA,5.4,3.2,47,NA,NA,0.2,NA,0,NA,0,0,6.1,NA,NA,FantasySharks,13632,@DEN,0.5,0,0.2,0,0,0,0,0,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Moore, Rondale",WR,ARI,NA,6.5,4.4,44,NA,NA,0.1,NA,6,NA,0.1,0,6,NA,NA,FantasySharks,15283,CIN,0.8,0,0,0,0,0,0,1,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Reed, Jayden",WR,GBP,NA,5.6,2.8,42,NA,NA,0.2,NA,0,NA,0,0,5.9,NA,NA,FantasySharks,16184,@LVR,1.5,0.1,0.1,0,0,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mooney, Darnell",WR,CHI,NA,5.4,3.2,42,NA,NA,0.3,NA,1,NA,0,0,5.9,NA,NA,FantasySharks,14974,@WAS,0.5,0,0.1,0.2,0,0,0,3,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Jones, Zay",WR,JAC,NA,6.6,4.2,44,NA,NA,0.2,NA,0,NA,0,0.1,5.9,NA,NA,FantasySharks,13176,@BUF,1.1,0.1,0.1,0,0,0,0,5,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Parker, DeVante",WR,NEP,NA,5.2,3.2,43,NA,NA,0.2,NA,0,NA,0,0,5.5,NA,NA,FantasySharks,12176,NOS,0.3,0.1,0,0.1,0,0,0,0,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Moore, Skyy",WR,KCC,NA,4.9,2.6,33,NA,NA,0.3,NA,3,NA,0,0,5.5,NA,NA,FantasySharks,15766,@MIN,0.8,0.3,0,0,0,0,0,1,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dell, Tank",WR,HOU,NA,5.4,3.6,41,NA,NA,0.2,NA,2,NA,0,0,5.4,NA,NA,FantasySharks,16204,@ATL,0.5,0,0.1,0.1,0,0,0,0,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Westbrook-Ikhine, Nick",WR,TEN,NA,5.5,2.7,34,NA,NA,0.3,NA,0,NA,0,0,5.3,NA,NA,FantasySharks,15109,@IND,0.8,0.2,0.1,0,0,0,0,1,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cooks, Brandin",WR,DAL,NA,6.5,4.2,44,NA,NA,0.1,NA,0,NA,0,0,5.2,NA,NA,FantasySharks,11674,@SFO,0.8,0.1,0.1,0,0,0,0,0,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Smith-Schuster, JuJu",WR,NEP,NA,5.9,3.9,39,NA,NA,0.2,NA,0,NA,0,0.1,5.2,NA,NA,FantasySharks,13156,NOS,0.8,0.1,0,0,0,0.1,0,0,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Berrios, Braxton",WR,MIA,NA,5,3.5,35,NA,NA,0.2,NA,2,NA,0,0,5,NA,NA,FantasySharks,13638,NYG,0.3,0,0.1,0,0.1,0,0,19,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Slayton, Darius",WR,NYG,NA,5.7,3.2,43,NA,NA,0.1,NA,0,NA,0,0,4.9,NA,NA,FantasySharks,14122,@MIA,0.2,0,0,0.1,0,0,0,0,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Raymond, Kalif",WR,DET,NA,3.9,2.8,40,NA,NA,0.1,NA,3,NA,0,0,4.9,NA,NA,FantasySharks,13066,CAR,0.5,0,0,0,0.1,0,0,1,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Burks, Treylon",WR,TEN,NA,5.7,3.1,42,NA,NA,0.1,NA,2,NA,0,0,4.9,NA,NA,FantasySharks,15752,@IND,0.6,0,0,0.1,0,0,0,1,0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bateman, Rashod",WR,BAL,NA,4.8,3.3,40,NA,NA,0.2,NA,-0.3,NA,0,0.1,4.8,NA,NA,FantasySharks,15293,@PIT,0.3,0.1,0,0,0,0,0.1,0,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Wilson, Michael",WR,ARI,NA,2.9,2.2,28,NA,NA,0.3,NA,0,NA,0,0,4.7,NA,NA,FantasySharks,16206,CIN,0,0.2,0.2,0,0,0,0,6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hodgins, Isaiah",WR,NYG,NA,4.5,3.1,32,NA,NA,0.3,NA,-0.1,NA,0,0.1,4.7,NA,NA,FantasySharks,14849,@MIA,0.5,0.2,0.1,0,0,0,0,0,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Gallup, Michael",WR,DAL,NA,5.3,3.3,41,NA,NA,0.1,NA,0,NA,0,0,4.6,NA,NA,FantasySharks,13646,@SFO,0.9,0,0,0,0,0,0,0,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pierce, Alec",WR,IND,NA,5,2.6,37,NA,NA,0.1,NA,0,NA,0,0,4.3,NA,NA,FantasySharks,15768,TEN,0.4,0,0,0,0,0,0,0,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Woods, Robert",WR,HOU,NA,6.2,3.7,39,NA,NA,0.1,NA,0,NA,0,0,4.2,NA,NA,FantasySharks,11228,@ATL,1,0.1,0,0,0,0,0,0,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mims, Marvin",WR,DEN,NA,4,3,33,NA,NA,0.1,NA,2,NA,0,0,4.1,NA,NA,FantasySharks,16189,NYJ,0.1,0,0,0,0,0,0.1,21,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Duvernay, Devin",WR,BAL,NA,3.8,2.1,22,NA,NA,0.1,NA,9,NA,0.1,0,4.1,NA,NA,FantasySharks,14847,@PIT,0.5,0.1,0,0,0,0,0,23,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Jefferson, Van",WR,LAR,NA,5,2.4,32,NA,NA,0.1,NA,0,NA,0,0,4,NA,NA,FantasySharks,14858,PHI,0.4,0.1,0,0,0,0,0,0,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Toney, Kadarius",WR,KCC,NA,3.2,2,20,NA,NA,0.2,NA,3,NA,0.1,0,3.9,NA,NA,FantasySharks,15289,@MIN,0.7,0.2,0,0,0,0,0,1,0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bourne, Kendrick",WR,NEP,NA,4.4,2.7,31,NA,NA,0.1,NA,1,NA,0,0,3.8,NA,NA,FantasySharks,13418,NOS,0.3,0,0.1,0,0,0,0,0,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Marshall, Terrace",WR,CAR,NA,4.4,2.6,33,NA,NA,0,NA,1,NA,0,0,3.6,NA,NA,FantasySharks,15308,@DET,0.3,0,0,0,0,0,0,0,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Agholor, Nelson",WR,BAL,NA,3.2,2.3,25,NA,NA,0.2,NA,0,NA,0,0,3.6,NA,NA,FantasySharks,12181,@PIT,0.2,0,0.2,0,0,0,0,2,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Campbell, Parris",WR,NYG,NA,5,3.2,28,NA,NA,0.1,NA,2,NA,0,0,3.4,NA,NA,FantasySharks,14112,@MIA,0.6,0,0,0,0,0,0,0,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Johnson, Brandon",WR,DEN,NA,1.9,1.1,14,NA,NA,0.3,NA,0,NA,0,0,3.4,NA,NA,FantasySharks,15987,NYJ,0.5,0.2,0.1,0,0,0,0.1,6,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Moore, Chris",WR,TEN,NA,3.1,1.5,30,NA,NA,0.1,NA,0,NA,0,0,3.4,NA,NA,FantasySharks,12773,@IND,0.4,0,0.1,0,0,0,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Robinson, Allen",WR,PIT,NA,5.1,2.8,30,NA,NA,0.1,NA,0,NA,0,0,3.4,NA,NA,FantasySharks,11678,BAL,0.7,0.1,0,0,0,0,0,0,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
