player,pos,team,games,rec_tgt,rec,rec_yds,rec_yds_g,rec_avg,rec_tds,fumbles_lost,site_pts,site_fppg,src_id,data_src,id,rush_att,rush_yds,rush_tds,pass_att,pass_comp,pass_yds,pass_tds,pass_int,opp,rec_rz_tgt,rec_09_tds,rec_1019_tds,rec_2029_tds,rec_3039_tds,rec_4049_tds,rec_50_tds,return_yds,scoring_opp,bye,draft_rank,misc_tds,misc_yds,pct_owned,site_ci_low,site_ci_high,opp_rank,ranks_ovr,ranks_pos,FanDuel FP,draftkings_site_points,yahoo_site_points,yahoo_salary,yahoo_value
Taysom Hill,TE,NO,NA,NA,1.16,11.45,NA,NA,0.07,NA,5.28,NA,taysom-hill,NumberFire,13424,3.98,19.68,0.31,NA,NA,NA,NA,NA,TB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.31,10.25,#18,136,12,5.89,6.51,5.89,16,0.37
Tucker Kraft,TE,GB,NA,NA,3.52,37.63,NA,NA,0.24,NA,5.19,NA,tucker-kraft,NumberFire,16222,0,0,0,NA,NA,NA,NA,NA,MIN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.25,10.13,#13,140,13,6.96,8.73,6.96,NA,NA
Chigoziem Okonkwo,TE,TEN,NA,NA,3.69,40.06,NA,NA,0.19,NA,5.16,NA,chigoziem-okonkwo,NumberFire,15889,0,0,0,NA,NA,NA,NA,NA,HOU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.23,10.09,#21,141,14,6.99,8.85,6.99,12,0.58
Dalton Kincaid,TE,BUF,NA,NA,3.97,34.8,NA,NA,0.28,NA,5.11,NA,dalton-kincaid,NumberFire,16213,0,0,0,NA,NA,NA,NA,NA,NE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,10.02,#12,143,15,7.13,9.13,7.13,NA,NA
Kyle Pitts,TE,ATL,NA,NA,3.26,39.73,NA,NA,0.18,NA,5.04,NA,kyle-pitts,NumberFire,15329,0,0,0,NA,NA,NA,NA,NA,CHI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.16,9.92,#15,147,16,6.68,8.32,6.68,NA,NA
Gerald Everett,TE,LAC,NA,NA,3.81,35.24,NA,NA,0.17,NA,4.46,NA,gerald-everett,NumberFire,13236,0,0,0,NA,NA,NA,NA,NA,DEN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.22,9.14,#24,163,17,6.35,8.31,6.35,15,0.42
Pat Freiermuth,TE,PIT,NA,NA,3.04,30.65,NA,NA,0.16,NA,3.99,NA,pat-freiermuth,NumberFire,15331,0,0,0,NA,NA,NA,NA,NA,SEA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.52,8.5,#28,177,18,5.55,7.08,5.55,17,0.33
Juwan Johnson,TE,NO,NA,NA,2.71,28.97,NA,NA,0.17,NA,3.94,NA,juwan-johnson,NumberFire,14861,0,0,0,NA,NA,NA,NA,NA,TB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.56,8.44,#18,180,19,5.29,6.65,5.29,16,0.33
Tyler Conklin,TE,NYJ,NA,NA,3.19,31.98,NA,NA,0.12,NA,3.84,NA,tyler-conklin,NumberFire,13675,0,0,0,NA,NA,NA,NA,NA,CLE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.62,8.3,#1,182,20,5.47,7.1,5.47,14,0.39
Tyler Higbee,TE,LA,NA,NA,2.65,25.42,NA,NA,0.19,NA,3.7,NA,tyler-higbee,NumberFire,12678,0,0,0,NA,NA,NA,NA,NA,NYG,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.71,8.11,#20,188,21,5.01,6.34,5.01,14,0.36
Dawson Knox,TE,BUF,NA,NA,2.33,22.78,NA,NA,0.22,NA,3.59,NA,dawson-knox,NumberFire,14143,0,0,0,NA,NA,NA,NA,NA,NE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.78,7.96,#12,190,22,4.74,5.92,4.74,16,0.3
Logan Thomas,TE,WSH,NA,NA,2.97,26.28,NA,NA,0.15,NA,3.49,NA,logan-thomas,NumberFire,11647,0,0,0,NA,NA,NA,NA,NA,SF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.85,7.83,#8,196,23,4.99,6.5,4.99,10,0.5
Tanner Hudson,TE,CIN,NA,NA,2.63,25.93,NA,NA,0.14,NA,3.44,NA,tanner-hudson,NumberFire,14370,0,0,0,NA,NA,NA,NA,NA,KC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.88,7.76,#6,198,24,4.73,6.05,4.73,NA,NA
Jonnu Smith,TE,ATL,NA,NA,2.52,26.07,NA,NA,0.14,NA,3.44,NA,jonnu-smith,NumberFire,13193,0,0,0,NA,NA,NA,NA,NA,CHI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.88,7.76,#15,198,24,4.69,5.97,4.69,10,0.47
Michael Mayer,TE,LV,NA,NA,2.38,24.97,NA,NA,0.15,NA,3.39,NA,michael-mayer,NumberFire,16212,0,0,0,NA,NA,NA,NA,NA,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.91,7.69,#16,204,26,4.57,5.77,4.57,NA,NA
Kylen Granson,TE,IND,NA,NA,2.23,21.66,NA,NA,0.15,NA,3.04,NA,kylen-granson,NumberFire,15419,0,0,0,NA,NA,NA,NA,NA,LV,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.14,7.22,#14,219,27,4.16,5.29,4.16,10,0.42
Cole Kmet,TE,CHI,NA,NA,2.04,20.63,NA,NA,0.13,NA,2.84,NA,cole-kmet,NumberFire,14867,0,0,0,NA,NA,NA,NA,NA,ATL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.27,6.95,#5,222,28,3.82,4.86,3.82,17,0.22
Durham Smythe,TE,MIA,NA,NA,2.13,20.4,NA,NA,0.12,NA,2.79,NA,durham-smythe,NumberFire,13676,0,0,0,NA,NA,NA,NA,NA,BAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.3,6.88,#2,224,29,3.83,4.89,3.83,10,0.38
Cade Otton,TE,TB,NA,NA,2.1,19.45,NA,NA,0.13,NA,2.74,NA,cade-otton,NumberFire,15802,0,0,0,NA,NA,NA,NA,NA,NO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.33,6.81,#9,228,30,3.76,4.82,3.76,11,0.34
Adam Trautman,TE,DEN,NA,NA,1.68,17.75,NA,NA,0.14,NA,2.64,NA,adam-trautman,NumberFire,14870,0,0,0,NA,NA,NA,NA,NA,LAC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.4,6.68,#30,233,31,3.44,4.29,3.44,10,0.34
Noah Fant,TE,SEA,NA,NA,1.82,19.69,NA,NA,0.11,NA,2.63,NA,noah-fant,NumberFire,14137,0,0,0,NA,NA,NA,NA,NA,PIT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.41,6.67,#10,234,32,3.54,4.45,3.54,14,0.25
Hunter Henry,TE,NE,NA,NA,1.83,19.9,NA,NA,0.09,NA,2.52,NA,hunter-henry,NumberFire,12676,0,0,0,NA,NA,NA,NA,NA,BUF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.48,6.52,#11,238,33,3.45,4.36,3.45,14,0.25
Tommy Tremble,TE,CAR,NA,NA,2.04,19.07,NA,NA,0.09,NA,2.46,NA,tommy-tremble,NumberFire,15332,0,0,0,NA,NA,NA,NA,NA,JAC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.52,6.44,#17,240,34,3.45,4.48,3.45,10,0.35
Will Mallory,TE,IND,NA,NA,1.79,16.92,NA,NA,0.12,NA,2.42,NA,will-mallory,NumberFire,16220,0,0,0,NA,NA,NA,NA,NA,LV,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.54,6.38,#14,242,35,3.29,4.19,3.29,NA,NA
Robert Tonyan,TE,CHI,NA,NA,1.61,15.71,NA,NA,0.12,NA,2.3,NA,robert-tonyan,NumberFire,13427,0,0,0,NA,NA,NA,NA,NA,ATL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.62,6.22,#5,244,36,3.1,3.9,3.1,10,0.31
Noah Gray,TE,KC,NA,NA,1.52,14.97,NA,NA,0.12,NA,2.24,NA,noah-gray-1,NumberFire,15337,0,0,0,NA,NA,NA,NA,NA,CIN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.66,6.14,#29,249,37,2.98,3.74,2.98,10,0.3
Stephen Sullivan,TE,CAR,NA,NA,1.75,17.42,NA,NA,0.08,NA,2.2,NA,stephen-sullivan,NumberFire,15026,0,0,0,NA,NA,NA,NA,NA,JAC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.68,6.08,#17,250,38,3.08,3.96,3.08,10,0.31
Brevin Jordan,TE,HOU,NA,NA,1.35,14.96,NA,NA,0.11,NA,2.15,NA,brevin-jordan,NumberFire,15330,0,0,0,NA,NA,NA,NA,NA,TEN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.72,6.02,#23,251,39,2.83,3.51,2.83,10,0.28
Pharaoh Brown,TE,NE,NA,NA,1.68,17.15,NA,NA,0.07,NA,2.11,NA,pharaoh-brown,NumberFire,13994,0,0,0,NA,NA,NA,NA,NA,BUF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.74,5.96,#11,253,40,2.96,3.81,2.96,10,0.3
Daniel Bellinger,TE,NYG,NA,NA,1.51,15.38,NA,NA,0.09,NA,2.09,NA,daniel-bellinger,NumberFire,15873,0,0,0,NA,NA,NA,NA,NA,LA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.76,5.94,#19,254,41,2.81,3.58,2.81,11,0.26
Foster Moreau,TE,NO,NA,NA,1.38,15.89,NA,NA,0.08,NA,2.07,NA,foster-moreau,NumberFire,14239,0,0,0,NA,NA,NA,NA,NA,TB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.77,5.91,#18,258,42,2.74,3.44,2.74,10,0.27
Josh Oliver,TE,MIN,NA,NA,1.41,13.61,NA,NA,0.11,NA,2.02,NA,josh-oliver,NumberFire,14209,0,0,0,NA,NA,NA,NA,NA,GB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.8,5.84,#26,261,43,2.71,3.42,2.71,10,0.27
Charlie Kolar,TE,BAL,NA,NA,1.16,11.62,NA,NA,0.09,NA,1.72,NA,charlie-kolar,NumberFire,15795,0,0,0,NA,NA,NA,NA,NA,MIA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2,5.44,#4,272,44,2.28,2.86,2.28,NA,NA
Mike Gesicki,TE,NE,NA,NA,1.33,12.91,NA,NA,0.06,NA,1.64,NA,michael-gesicki,NumberFire,13672,0,0,0,NA,NA,NA,NA,NA,BUF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.05,5.33,#11,276,45,2.32,2.98,2.32,10,0.23
Colby Parkinson,TE,SEA,NA,NA,1.12,11.46,NA,NA,0.08,NA,1.61,NA,colby-parkinson,NumberFire,14871,0,0,0,NA,NA,NA,NA,NA,PIT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.07,5.29,#10,277,46,2.19,2.75,2.19,10,0.22
Drew Sample,TE,CIN,NA,NA,1.34,11.43,NA,NA,0.07,NA,1.57,NA,drew-sample,NumberFire,14146,0,0,0,NA,NA,NA,NA,NA,KC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.09,5.23,#6,278,47,2.21,2.89,2.21,NA,NA
Johnny Mundt,TE,MIN,NA,NA,1.09,10.47,NA,NA,0.08,NA,1.54,NA,johnny-mundt,NumberFire,13940,0,0,0,NA,NA,NA,NA,NA,GB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.11,5.19,#26,280,48,2.07,2.62,2.07,10,0.21
Peyton Hendershot,TE,DAL,NA,NA,0.88,8.85,NA,NA,0.1,NA,1.46,NA,peyton-hendershot,NumberFire,16000,0,0,0,NA,NA,NA,NA,NA,DET,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.16,5.08,#22,287,49,1.91,2.36,1.91,10,0.19
Mo Alie-Cox,TE,IND,NA,NA,0.87,9.69,NA,NA,0.07,NA,1.37,NA,mo-alie-cox,NumberFire,13246,0,0,0,NA,NA,NA,NA,NA,LV,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.22,4.96,#14,294,50,1.8,2.25,1.8,10,0.18
John Bates,TE,WSH,NA,NA,1.09,10.37,NA,NA,0.05,NA,1.35,NA,john-bates,NumberFire,15344,0,0,0,NA,NA,NA,NA,NA,SF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.24,4.94,#8,296,51,1.86,2.42,1.86,10,0.19
Marcedes Lewis,TE,CHI,NA,NA,0.85,9.1,NA,NA,0.07,NA,1.32,NA,marcedes-lewis,NumberFire,8269,0,0,0,NA,NA,NA,NA,NA,ATL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.25,4.89,#5,298,52,1.76,2.18,1.76,10,0.18
Luke Schoonmaker,TE,DAL,NA,NA,0.75,7.59,NA,NA,0.08,NA,1.26,NA,luke-schoonmaker,NumberFire,16221,0,0,0,NA,NA,NA,NA,NA,DET,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.29,4.81,#22,302,53,1.61,1.99,1.61,NA,NA
Stone Smartt,TE,LAC,NA,NA,0.92,9.67,NA,NA,0.05,NA,1.24,NA,stone-smartt,NumberFire,16113,0,0,0,NA,NA,NA,NA,NA,DEN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.31,4.79,#24,304,54,1.73,2.19,1.73,10,0.17
Blake Bell,TE,KC,NA,NA,0.85,8.35,NA,NA,0.07,NA,1.24,NA,blake-bell,NumberFire,12213,0,0,0,NA,NA,NA,NA,NA,CIN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.31,4.79,#29,304,54,1.68,2.11,1.68,10,0.17
Will Dissly,TE,SEA,NA,NA,0.82,8.37,NA,NA,0.06,NA,1.17,NA,will-dissly,NumberFire,13763,0,0,0,NA,NA,NA,NA,NA,PIT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.35,4.69,#10,308,56,1.61,2.02,1.61,10,0.16
Elijah Higgins,TE,ARI,NA,NA,0.86,8.57,NA,NA,0.05,NA,1.13,NA,elijah-higgins,NumberFire,16333,0,0,0,NA,NA,NA,NA,NA,PHI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.38,4.64,#25,311,57,1.59,2.02,1.59,NA,NA
Austin Hooper,TE,LV,NA,NA,0.76,7.79,NA,NA,0.05,NA,1.06,NA,austin-hooper,NumberFire,12677,0,0,0,NA,NA,NA,NA,NA,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.42,4.54,#16,312,58,1.46,1.84,1.46,10,0.15
Harrison Bryant,TE,CLE,NA,NA,0.74,6.59,NA,NA,0.05,NA,0.93,NA,harrison-bryant,NumberFire,14875,0,0,0,NA,NA,NA,NA,NA,NYJ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.51,4.37,#3,317,59,1.31,1.69,1.31,10,0.13
Payne Durham,TE,TB,NA,NA,0.63,5.99,NA,NA,0.04,NA,0.86,NA,payne-durham,NumberFire,16218,0,0,0,NA,NA,NA,NA,NA,NO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.55,4.27,#9,321,60,1.15,1.47,1.15,NA,NA
Kenny Yeboah,TE,NYJ,NA,NA,0.69,6.82,NA,NA,0.03,NA,0.86,NA,kenny-yeboah,NumberFire,15339,0,0,0,NA,NA,NA,NA,NA,CLE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.55,4.27,#1,321,60,1.21,1.55,1.21,NA,NA
Jordan Akins,TE,CLE,NA,NA,0.63,6.5,NA,NA,0.04,NA,0.85,NA,jordan-akins,NumberFire,13753,0,0,0,NA,NA,NA,NA,NA,NYJ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.56,4.26,#3,323,62,1.19,1.51,1.19,13,0.09
Mitchell Wilcox,TE,CIN,NA,NA,0.61,5.5,NA,NA,0.03,NA,0.75,NA,mitchell-wilcox,NumberFire,15563,0,0,0,NA,NA,NA,NA,NA,KC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.62,4.12,#6,329,63,1.04,1.34,1.04,10,0.1
Grant Calcaterra,TE,PHI,NA,NA,0.46,4.5,NA,NA,0.04,NA,0.67,NA,grant-calcaterra,NumberFire,15804,0,0,0,NA,NA,NA,NA,NA,ARI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.68,4.02,#32,333,64,0.92,1.15,0.92,10,0.09
Donald Parham Jr.,TE,LAC,NA,NA,0.46,5.01,NA,NA,0.03,NA,0.65,NA,donald-parham-jr,NumberFire,14341,0,0,0,NA,NA,NA,NA,NA,DEN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.69,3.99,#24,334,65,0.91,1.14,0.91,10,0.09
Darnell Washington,TE,PIT,NA,NA,0.51,4.77,NA,NA,0.03,NA,0.64,NA,darnell-washington,NumberFire,16216,0,0,0,NA,NA,NA,NA,NA,SEA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.7,3.98,#28,336,66,0.91,1.17,0.91,NA,NA
Jimmy Graham,TE,NO,NA,NA,0.42,4.15,NA,NA,0.03,NA,0.62,NA,jimmy-graham,NumberFire,9925,0,0,0,NA,NA,NA,NA,NA,TB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.71,3.95,#18,338,67,0.81,1.02,0.81,NA,NA
Jeremy Ruckert,TE,NYJ,NA,NA,0.39,3.83,NA,NA,0.02,NA,0.48,NA,jeremy-ruckert,NumberFire,15796,0,0,0,NA,NA,NA,NA,NA,CLE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.8,3.76,#1,345,68,0.7,0.89,0.7,10,0.07
Brock Wright,TE,DET,NA,NA,0.24,2.41,NA,NA,0.02,NA,0.36,NA,brock-wright,NumberFire,15626,0,0,0,NA,NA,NA,NA,NA,DAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.88,3.6,#7,349,69,0.48,0.6,0.48,10,0.05
Luke Farrell,TE,JAC,NA,NA,0.23,2.45,NA,NA,0.02,NA,0.34,NA,luke-farrell,NumberFire,15335,0,0,0,NA,NA,NA,NA,NA,CAR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.89,3.57,#27,350,70,0.48,0.6,0.48,10,0.05
Davis Allen,TE,LA,NA,NA,0.22,2.23,NA,NA,0.02,NA,0.33,NA,davis-allen,NumberFire,16219,0,0,0,NA,NA,NA,NA,NA,NYG,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.9,3.56,#20,352,71,0.45,0.56,0.45,NA,NA
Andrew Ogletree,TE,IND,NA,NA,0.22,2.14,NA,NA,0.02,NA,0.31,NA,andrew-ogletree,NumberFire,15916,0,0,0,NA,NA,NA,NA,NA,LV,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.91,3.53,#14,355,72,0.44,0.55,0.44,NA,NA
Ko Kieft,TE,TB,NA,NA,0.21,1.97,NA,NA,0.01,NA,0.29,NA,ko-kieft,NumberFire,15929,0,0,0,NA,NA,NA,NA,NA,NO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.92,3.5,#9,356,73,0.36,0.47,0.36,10,0.04
Irv Smith Jr.,TE,CIN,NA,NA,0.24,2.09,NA,NA,0.01,NA,0.29,NA,irv-smith-jr,NumberFire,14141,0,0,0,NA,NA,NA,NA,NA,KC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.92,3.5,#6,356,73,0.39,0.51,0.39,10,0.04
Tucker Fisk,TE,ATL,NA,NA,0.2,1.87,NA,NA,0.01,NA,0.26,NA,tucker-fisk,NumberFire,16557,0,0,0,NA,NA,NA,NA,NA,CHI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.94,3.46,#15,361,75,0.35,0.45,0.35,NA,NA
Connor Heyward,TE,PIT,NA,NA,0.2,1.89,NA,NA,0.01,NA,0.26,NA,connor-heyward,NumberFire,15800,0,0,0,NA,NA,NA,NA,NA,SEA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.94,3.46,#28,361,75,0.35,0.45,0.35,10,0.04
Geoff Swaim,TE,ARI,NA,NA,0.22,1.78,NA,NA,0.01,NA,0.25,NA,geoff-swaim,NumberFire,12378,0,0,0,NA,NA,NA,NA,NA,PHI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.95,3.45,#25,363,77,0.35,0.46,0.35,10,0.04
Travis Kelce,TE,KC,NA,NA,5.88,71.2,NA,NA,0.42,NA,15.54,NA,2540258,NFL,11244,NA,0.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Evan Engram,TE,JAX,NA,NA,5.4,56.18,NA,NA,0.31,NA,12.89,NA,2557858,NFL,13189,NA,0.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
T.J. Hockenson,TE,MIN,NA,NA,4.88,55.88,NA,NA,0.38,NA,12.76,NA,2562378,NFL,14138,NA,0.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Trey McBride,TE,ARI,NA,NA,5.26,52.69,NA,NA,0.32,NA,12.46,NA,2568117,NFL,15794,NA,0.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
George Kittle,TE,SF,NA,NA,4.12,58.6,NA,NA,0.32,NA,11.94,NA,2558266,NFL,13299,NA,0.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
David Njoku,TE,CLE,NA,NA,4.64,49.5,NA,NA,0.28,NA,11.28,NA,2557986,NFL,13192,NA,0.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jake Ferguson,TE,DAL,NA,NA,4.32,47.44,NA,NA,0.29,NA,10.81,NA,2567496,NFL,15799,NA,0.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cole Kmet,TE,CHI,NA,NA,3.79,46.55,NA,NA,0.27,NA,10.12,NA,2563704,NFL,14867,NA,0.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kyle Pitts,TE,ATL,NA,NA,3.43,46.97,NA,NA,0.32,NA,10.07,NA,2565830,NFL,15329,NA,0.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sam LaPorta,TE,DET,NA,NA,3.62,38.61,NA,NA,0.32,NA,9.43,NA,2569726,NFL,16214,NA,0.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dalton Schultz,TE,HOU,NA,NA,3.52,39.27,NA,NA,0.33,NA,9.43,NA,2560866,NFL,13772,NA,0.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dallas Goedert,TE,PHI,NA,NA,3.71,40.6,NA,NA,0.22,NA,9.14,NA,2560995,NFL,13674,NA,0.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dalton Kincaid,TE,BUF,NA,NA,4.11,32.45,NA,NA,0.22,NA,8.68,NA,2569594,NFL,16213,NA,0.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gerald Everett,TE,LAC,NA,NA,3.67,36.32,NA,NA,0.21,NA,8.6,NA,2557889,NFL,13236,NA,0.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chigoziem Okonkwo,TE,TEN,NA,NA,3.19,36.38,NA,NA,0.23,NA,8.37,NA,2567658,NFL,15889,NA,1.05,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tucker Kraft,TE,GB,NA,NA,3.08,33.37,NA,NA,0.24,NA,7.86,NA,2569768,NFL,16222,NA,0.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
