player,pos,team,games,rec_tgt,rec,rec_yds,rec_yds_g,rec_avg,rec_tds,fumbles_lost,site_pts,site_fppg,src_id,data_src,id,pass_att,pass_comp,pass_yds,pass_tds,pass_int,rush_att,rush_yds,rush_tds,opp,rec_rz_tgt,rec_09_tds,rec_1019_tds,rec_2029_tds,rec_3039_tds,rec_4049_tds,rec_50_tds,return_yds,scoring_opp,bye,curr_site_pts,draft_rank,misc_tds,misc_yds,pct_owned,site_ci_low,site_ci_high,opp_rank,ranks_ovr,ranks_pos,FanDuel FP,fanduel_salary,fanduel_value,draftkings_site_points,yahoo_site_points
David Njoku,TE,CLE,NA,NA,4.74,47.14,NA,NA,0.26,NA,6.22,NA,david-njoku,NumberFire,13192,NA,NA,NA,NA,NA,0,0,0,LA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.92,11.52,#20,101,7,8.6,5600,1.54,11,8.6
Juwan Johnson,TE,NO,NA,NA,3.8,42.22,NA,NA,0.29,NA,5.98,NA,juwan-johnson,NumberFire,14861,NA,NA,NA,NA,NA,0,0,0,DET,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.77,11.19,#21,104,8,7.86,4900,1.6,9.77,7.86
Jake Ferguson,TE,DAL,NA,NA,3.56,35.34,NA,NA,0.31,NA,5.35,NA,jake-ferguson,NumberFire,15799,NA,NA,NA,NA,NA,0,0,0,SEA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.36,10.34,#17,112,9,7.17,5600,1.28,8.96,7.17
Pat Freiermuth,TE,PIT,NA,NA,3.32,34.81,NA,NA,0.24,NA,4.9,NA,pat-freiermuth,NumberFire,15331,NA,NA,NA,NA,NA,0,0,0,ARI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.07,9.73,#31,121,10,6.56,5800,1.13,8.24,6.56
Chigoziem Okonkwo,TE,TEN,NA,NA,3.22,34.57,NA,NA,0.18,NA,4.55,NA,chigoziem-okonkwo,NumberFire,15889,NA,NA,NA,NA,NA,0,0,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.16,9.26,#14,131,11,6.15,4800,1.28,7.77,6.15
Kyle Pitts,TE,ATL,NA,NA,2.88,34.39,NA,NA,0.14,NA,4.27,NA,kyle-pitts,NumberFire,15329,NA,NA,NA,NA,NA,0,0,0,NYJ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.34,8.88,#8,137,12,5.72,5300,1.08,7.17,5.72
Logan Thomas,TE,WSH,NA,NA,3.21,29.49,NA,NA,0.2,NA,4.11,NA,logan-thomas,NumberFire,11647,NA,NA,NA,NA,NA,0,0,0,MIA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.45,8.67,#7,141,13,5.71,5200,1.1,7.35,5.71
Hunter Henry,TE,NE,NA,NA,2.38,29.45,NA,NA,0.14,NA,3.77,NA,hunter-henry,NumberFire,12676,NA,NA,NA,NA,NA,0,0,0,LAC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.67,8.21,#30,148,14,4.96,5100,0.97,6.16,4.96
Brevin Jordan,TE,HOU,NA,NA,2.43,24.58,NA,NA,0.21,NA,3.7,NA,brevin-jordan,NumberFire,15330,NA,NA,NA,NA,NA,0,0,0,DEN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.71,8.11,#29,153,15,4.91,4300,1.14,6.14,4.91
Cade Otton,TE,TB,NA,NA,2.96,27.68,NA,NA,0.15,NA,3.67,NA,cade-otton,NumberFire,15802,NA,NA,NA,NA,NA,0,0,0,CAR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.73,8.07,#28,155,16,5.13,5100,1.01,6.63,5.13
Luke Musgrave,TE,GB,NA,NA,2.58,26.61,NA,NA,0.14,NA,3.48,NA,luke-musgrave,NumberFire,16215,NA,NA,NA,NA,NA,0,0,0,KC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.85,7.81,#5,160,17,4.79,4500,1.06,6.09,4.79
Tyler Higbee,TE,LA,NA,NA,2.45,23.7,NA,NA,0.17,NA,3.37,NA,tyler-higbee,NumberFire,12678,NA,NA,NA,NA,NA,0,0,0,CLE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.93,7.67,#2,162,18,4.62,5400,0.86,5.85,4.62
Tyler Conklin,TE,NYJ,NA,NA,2.78,26.82,NA,NA,0.1,NA,3.25,NA,tyler-conklin,NumberFire,13675,NA,NA,NA,NA,NA,0,0,0,ATL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1,7.5,#13,165,19,4.63,4900,0.94,6.05,4.63
Tanner Hudson,TE,CIN,NA,NA,2.64,26.48,NA,NA,0.1,NA,3.22,NA,tanner-hudson,NumberFire,14370,NA,NA,NA,NA,NA,0,0,0,JAC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.02,7.46,#12,167,20,4.57,4700,0.97,5.9,4.57
Gerald Everett,TE,LAC,NA,NA,2.3,22.04,NA,NA,0.16,NA,3.09,NA,gerald-everett,NumberFire,13236,NA,NA,NA,NA,NA,0,0,0,NE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.11,7.29,#15,170,21,4.25,5000,0.85,5.43,4.25
Kylen Granson,TE,IND,NA,NA,1.94,20.37,NA,NA,0.13,NA,2.8,NA,kylen-granson,NumberFire,15419,NA,NA,NA,NA,NA,0,0,0,TEN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.3,6.9,#27,173,22,3.77,4600,0.82,4.75,3.77
Adam Trautman,TE,DEN,NA,NA,1.88,18.64,NA,NA,0.15,NA,2.78,NA,adam-trautman,NumberFire,14870,NA,NA,NA,NA,NA,0,0,0,HOU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.31,6.87,#24,174,23,3.68,4600,0.8,4.63,3.68
Mike Gesicki,TE,NE,NA,NA,1.73,19.26,NA,NA,0.09,NA,2.47,NA,michael-gesicki,NumberFire,13672,NA,NA,NA,NA,NA,0,0,0,LAC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.51,6.45,#30,182,24,3.33,4600,0.72,4.2,3.33
Tucker Kraft,TE,GB,NA,NA,1.79,17.6,NA,NA,0.11,NA,2.39,NA,tucker-kraft,NumberFire,16222,NA,NA,NA,NA,NA,0,0,0,KC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.56,6.34,#5,185,25,3.3,4800,0.69,4.2,3.3
Noah Fant,TE,SEA,NA,NA,1.66,17.8,NA,NA,0.08,NA,2.27,NA,noah-fant,NumberFire,14137,NA,NA,NA,NA,NA,0,0,0,DAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.64,6.18,#3,188,26,3.09,4700,0.66,3.92,3.09
Durham Smythe,TE,MIA,NA,NA,1.57,14.63,NA,NA,0.13,NA,2.23,NA,durham-smythe,NumberFire,13676,NA,NA,NA,NA,NA,0,0,0,WSH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.67,6.13,#32,189,27,3.03,4600,0.66,3.81,3.03
Will Mallory,TE,IND,NA,NA,1.4,14.92,NA,NA,0.1,NA,2.07,NA,will-mallory,NumberFire,16220,NA,NA,NA,NA,NA,0,0,0,TEN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.77,5.91,#27,192,28,2.79,4500,0.62,3.49,2.79
Ian Thomas,TE,CAR,NA,NA,1.7,15.1,NA,NA,0.08,NA,1.96,NA,ian-thomas,NumberFire,13678,NA,NA,NA,NA,NA,0,0,0,TB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.84,5.76,#22,195,29,2.82,4300,0.66,3.68,2.82
Irv Smith Jr.,TE,CIN,NA,NA,1.67,14.94,NA,NA,0.07,NA,1.86,NA,irv-smith-jr,NumberFire,14141,NA,NA,NA,NA,NA,0,0,0,JAC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.9,5.62,#12,200,30,2.71,4400,0.62,3.56,2.71
Jonnu Smith,TE,ATL,NA,NA,1.36,13.84,NA,NA,0.07,NA,1.79,NA,jonnu-smith,NumberFire,13193,NA,NA,NA,NA,NA,0,0,0,NYJ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.95,5.53,#8,202,31,2.46,5000,0.49,3.15,2.46
Noah Gray,TE,KC,NA,NA,1.26,11.78,NA,NA,0.1,NA,1.75,NA,noah-gray-1,NumberFire,15337,NA,NA,NA,NA,NA,0,0,0,GB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.98,5.48,#16,204,32,2.41,4700,0.51,3.04,2.41
Jeremy Ruckert,TE,NYJ,NA,NA,1.47,13.47,NA,NA,0.06,NA,1.71,NA,jeremy-ruckert,NumberFire,15796,NA,NA,NA,NA,NA,0,0,0,ATL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2,5.42,#13,206,33,2.42,4400,0.55,3.17,2.42
Jack Stoll,TE,PHI,NA,NA,1.5,12.27,NA,NA,0.07,NA,1.68,NA,jack-stoll,NumberFire,15541,NA,NA,NA,NA,NA,0,0,0,SF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.02,5.38,#4,208,34,2.4,4600,0.52,3.15,2.4
Luke Schoonmaker,TE,DAL,NA,NA,1.1,10.52,NA,NA,0.1,NA,1.66,NA,luke-schoonmaker,NumberFire,16221,NA,NA,NA,NA,NA,0,0,0,SEA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.03,5.35,#17,210,35,2.2,4600,0.48,2.75,2.2
Colby Parkinson,TE,SEA,NA,NA,1.16,11.94,NA,NA,0.06,NA,1.55,NA,colby-parkinson,NumberFire,14871,NA,NA,NA,NA,NA,0,0,0,DAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.11,5.21,#3,214,36,2.13,4300,0.5,2.71,2.13
Connor Heyward,TE,PIT,NA,NA,1.03,9.99,NA,NA,0.07,NA,1.45,NA,connor-heyward,NumberFire,15800,NA,NA,NA,NA,NA,0,0,0,ARI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.17,5.07,#31,216,37,1.93,4400,0.44,2.45,1.93
Mo Alie-Cox,TE,IND,NA,NA,0.84,10.67,NA,NA,0.06,NA,1.44,NA,mo-alie-cox,NumberFire,13246,NA,NA,NA,NA,NA,0,0,0,TEN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.18,5.06,#27,217,38,1.83,4400,0.42,2.26,1.83
Donald Parham Jr.,TE,LAC,NA,NA,0.94,9.66,NA,NA,0.07,NA,1.4,NA,donald-parham-jr,NumberFire,14341,NA,NA,NA,NA,NA,0,0,0,NE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.2,5,#15,220,39,1.86,4800,0.39,2.33,1.86
Will Dissly,TE,SEA,NA,NA,0.98,10.39,NA,NA,0.05,NA,1.35,NA,will-dissly,NumberFire,13763,NA,NA,NA,NA,NA,0,0,0,DAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.24,4.94,#3,221,40,1.81,4400,0.41,2.31,1.81
Luke Farrell,TE,JAC,NA,NA,0.9,9.21,NA,NA,0.06,NA,1.25,NA,luke-farrell,NumberFire,15335,NA,NA,NA,NA,NA,0,0,0,CIN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.3,4.8,#26,227,41,1.71,4500,0.38,2.17,1.71
Stephen Sullivan,TE,CAR,NA,NA,1.02,9.63,NA,NA,0.05,NA,1.24,NA,stephen-sullivan,NumberFire,15026,NA,NA,NA,NA,NA,0,0,0,TB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.31,4.79,#22,228,42,1.77,4400,0.4,2.28,1.77
Elijah Higgins,TE,ARI,NA,NA,0.81,9.22,NA,NA,0.05,NA,1.23,NA,elijah-higgins,NumberFire,16333,NA,NA,NA,NA,NA,0,0,0,PIT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.31,4.77,#6,229,43,1.63,4400,0.37,2.03,1.63
Cole Turner,TE,WSH,NA,NA,0.88,8.59,NA,NA,0.05,NA,1.19,NA,cole-turner,NumberFire,15803,NA,NA,NA,NA,NA,0,0,0,MIA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.34,4.72,#7,230,44,1.6,4300,0.37,2.04,1.6
Stone Smartt,TE,LAC,NA,NA,0.83,8.13,NA,NA,0.06,NA,1.16,NA,stone-smartt,NumberFire,16113,NA,NA,NA,NA,NA,0,0,0,NE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.36,4.68,#15,232,45,1.59,4500,0.35,2,1.59
Eric Saubert,TE,HOU,NA,NA,0.73,7.27,NA,NA,0.06,NA,1.09,NA,eric-saubert,NumberFire,13315,NA,NA,NA,NA,NA,0,0,0,DEN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.4,4.58,#29,234,46,1.45,4000,0.36,1.82,1.45
Brock Wright,TE,DET,NA,NA,0.68,6.87,NA,NA,0.06,NA,1.06,NA,brock-wright,NumberFire,15626,NA,NA,NA,NA,NA,0,0,0,NO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.42,4.54,#9,238,47,1.39,4400,0.32,1.73,1.39
Harrison Bryant,TE,CLE,NA,NA,0.83,7.58,NA,NA,0.05,NA,1.02,NA,harrison-bryant,NumberFire,14875,NA,NA,NA,NA,NA,0,0,0,LA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.45,4.49,#20,240,48,1.45,4700,0.31,1.88,1.45
Payne Durham,TE,TB,NA,NA,0.63,5.98,NA,NA,0.03,NA,0.81,NA,payne-durham,NumberFire,16218,NA,NA,NA,NA,NA,0,0,0,CAR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.59,4.21,#28,243,49,1.09,4400,0.25,1.41,1.09
Jimmy Graham,TE,NO,NA,NA,0.44,4.74,NA,NA,0.05,NA,0.75,NA,jimmy-graham,NumberFire,9925,NA,NA,NA,NA,NA,0,0,0,DET,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.62,4.12,#21,247,50,0.99,4100,0.24,1.21,0.99
Ben Sims,TE,GB,NA,NA,0.52,5.18,NA,NA,0.03,NA,0.7,NA,ben-sims,NumberFire,16483,NA,NA,NA,NA,NA,0,0,0,KC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.66,4.06,#5,249,51,0.96,4200,0.23,1.22,0.96
Drew Sample,TE,CIN,NA,NA,0.56,4.94,NA,NA,0.02,NA,0.62,NA,drew-sample,NumberFire,14146,NA,NA,NA,NA,NA,0,0,0,JAC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.71,3.95,#12,251,52,0.89,4600,0.19,1.17,0.89
Charlie Woerner,TE,SF,NA,NA,0.43,4.16,NA,NA,0.03,NA,0.62,NA,charlie-woerner,NumberFire,14984,NA,NA,NA,NA,NA,0,0,0,PHI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.71,3.95,#18,251,52,0.81,4300,0.19,1.03,0.81
Josh Whyle,TE,TEN,NA,NA,0.41,4.09,NA,NA,0.03,NA,0.56,NA,josh-whyle,NumberFire,16312,NA,NA,NA,NA,NA,0,0,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.75,3.87,#14,255,54,0.79,4400,0.18,1,0.79
Mitchell Wilcox,TE,CIN,NA,NA,0.45,4.16,NA,NA,0.02,NA,0.52,NA,mitchell-wilcox,NumberFire,15563,NA,NA,NA,NA,NA,0,0,0,JAC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.77,3.81,#12,258,55,0.76,4200,0.18,0.99,0.76
C.J. Uzomah,TE,NYJ,NA,NA,0.4,3.71,NA,NA,0.02,NA,0.48,NA,c-j-uzomah,NumberFire,12317,NA,NA,NA,NA,NA,0,0,0,ATL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.8,3.76,#13,261,56,0.69,4300,0.16,0.89,0.69
Darnell Washington,TE,PIT,NA,NA,0.31,2.99,NA,NA,0.02,NA,0.44,NA,darnell-washington,NumberFire,16216,NA,NA,NA,NA,NA,0,0,0,ARI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.82,3.7,#31,265,57,0.57,4300,0.13,0.73,0.57
Geoff Swaim,TE,ARI,NA,NA,0.32,2.95,NA,NA,0.02,NA,0.41,NA,geoff-swaim,NumberFire,12378,NA,NA,NA,NA,NA,0,0,0,PIT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.84,3.66,#6,267,58,0.58,4200,0.14,0.74,0.58
Julian Hill,TE,MIA,NA,NA,0.23,2.24,NA,NA,0.02,NA,0.35,NA,julian-hill,NumberFire,16425,NA,NA,NA,NA,NA,0,0,0,WSH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.88,3.58,#32,272,59,0.46,4100,0.11,0.57,0.46
John Bates,TE,WSH,NA,NA,0.26,2.49,NA,NA,0.02,NA,0.34,NA,john-bates,NumberFire,15344,NA,NA,NA,NA,NA,0,0,0,MIA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.89,3.57,#7,274,60,0.5,4500,0.11,0.63,0.5
Davis Allen,TE,LA,NA,NA,0.2,2,NA,NA,0.01,NA,0.28,NA,davis-allen,NumberFire,16219,NA,NA,NA,NA,NA,0,0,0,CLE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.93,3.49,#2,278,61,0.36,4000,0.09,0.46,0.36
Grant Calcaterra,TE,PHI,NA,NA,0.23,1.95,NA,NA,0.01,NA,0.27,NA,grant-calcaterra,NumberFire,15804,NA,NA,NA,NA,NA,0,0,0,SF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.94,3.48,#4,279,62,0.37,4100,0.09,0.49,0.37
Albert Okwuegbunam,TE,PHI,NA,NA,0.23,1.96,NA,NA,0.01,NA,0.27,NA,albert-okwuegbunam,NumberFire,14873,NA,NA,NA,NA,NA,0,0,0,SF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.94,3.48,#4,279,62,0.37,4200,0.09,0.49,0.37
Travis Kelce,TE,KC,NA,NA,6.65,73.41,NA,NA,0.41,NA,16.47,NA,2540258,NFL,11244,NA,NA,NA,NA,NA,NA,0.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Taysom Hill,TE,NO,NA,NA,3.18,33.61,NA,NA,0.21,0.04,15.03,NA,2558954,NFL,13424,NA,NA,NA,NA,NA,NA,58.12,0.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
George Kittle,TE,SF,NA,NA,4.49,70.35,NA,NA,0.45,NA,14.33,NA,2558266,NFL,13299,NA,NA,NA,NA,NA,NA,1.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Evan Engram,TE,JAX,NA,NA,4.79,47.42,NA,NA,0.26,NA,11.12,NA,2557858,NFL,13189,NA,NA,NA,NA,NA,NA,0.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
David Njoku,TE,CLE,NA,NA,4.74,48.29,NA,NA,0.25,NA,11.09,NA,2557986,NFL,13192,NA,NA,NA,NA,NA,NA,0.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sam LaPorta,TE,DET,NA,NA,4.47,47.07,NA,NA,0.31,NA,11.04,NA,2569726,NFL,16214,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Trey McBride,TE,ARI,NA,NA,4.66,48.67,NA,NA,0.24,NA,10.97,NA,2568117,NFL,15794,NA,NA,NA,NA,NA,NA,0.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kyle Pitts,TE,ATL,NA,NA,3.58,42.08,NA,NA,0.23,NA,9.18,NA,2565830,NFL,15329,NA,NA,NA,NA,NA,NA,0.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pat Freiermuth,TE,PIT,NA,NA,3.53,37.5,NA,NA,0.28,NA,8.97,NA,2566442,NFL,15331,NA,NA,NA,NA,NA,NA,0.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gerald Everett,TE,LAC,NA,NA,3.43,32.49,NA,NA,0.27,NA,8.42,NA,2557889,NFL,13236,NA,NA,NA,NA,NA,NA,0.63,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Logan Thomas,TE,WAS,NA,NA,3.54,35.08,NA,NA,0.19,NA,8.21,NA,2543767,NFL,11647,NA,NA,NA,NA,NA,NA,0.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jake Ferguson,TE,DAL,NA,NA,3.08,35.97,NA,NA,0.23,NA,8.06,NA,2567496,NFL,15799,NA,NA,NA,NA,NA,NA,0.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cade Otton,TE,TB,NA,NA,3.09,33.61,NA,NA,0.23,NA,7.84,NA,2568312,NFL,15802,NA,NA,NA,NA,NA,NA,0.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hunter Henry,TE,NE,NA,NA,2.63,33.24,NA,NA,0.2,NA,7.16,NA,2555341,NFL,12676,NA,NA,NA,NA,NA,NA,0.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tanner Hudson,TE,CIN,NA,NA,3.04,28.15,NA,NA,0.2,NA,7.06,NA,2561215,NFL,14370,NA,NA,NA,NA,NA,NA,0.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tyler Conklin,TE,NYJ,NA,NA,2.95,28.67,NA,NA,0.17,NA,6.86,NA,2561027,NFL,13675,NA,NA,NA,NA,NA,NA,0.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tyler Higbee,TE,LA,NA,NA,2.84,27.85,NA,NA,0.2,NA,6.83,NA,2555364,NFL,12678,NA,NA,NA,NA,NA,NA,0.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chigoziem Okonkwo,TE,TEN,NA,NA,2.54,25.61,NA,NA,0.17,NA,6.17,NA,2567658,NFL,15889,NA,NA,NA,NA,NA,NA,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Juwan Johnson,TE,NO,NA,NA,2.16,25.89,NA,NA,0.19,NA,5.89,NA,2564676,NFL,14861,NA,NA,NA,NA,NA,NA,0.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jonnu Smith,TE,ATL,NA,NA,2.11,25.5,NA,NA,0.12,NA,5.48,NA,2558207,NFL,13193,NA,NA,NA,NA,NA,NA,0.97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Noah Fant,TE,SEA,NA,NA,1.91,21.34,NA,NA,0.11,NA,4.71,NA,2562383,NFL,14137,NA,NA,NA,NA,NA,NA,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tucker Kraft,TE,GB,NA,NA,1.87,18.5,NA,NA,0.13,NA,4.52,NA,2569768,NFL,16222,NA,NA,NA,NA,NA,NA,0.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Donald Parham,TE,LAC,NA,NA,1.81,17.77,NA,NA,0.12,NA,4.31,NA,2562394,NFL,14341,NA,NA,NA,NA,NA,NA,0.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kylen Granson,TE,IND,NA,NA,1.77,17.83,NA,NA,0.11,NA,4.22,NA,2566145,NFL,15419,NA,NA,NA,NA,NA,NA,0.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
