player,pos,team,games,pass_att,pass_comp,pass_yds,pass_yds_g,pass_tds,pass_int,pass_rate,rush_att,rush_yds,rush_avg,rush_tds,fumbles_lost,site_pts,site_fppg,src_id,data_src,id,opp,pass_09_tds,pass_1019_tds,pass_2029_tds,pass_3039_tds,pass_4049_tds,pass_50_tds,sacks,scoring_opp,bye,draft_rank,pass_comp_pct,pct_owned,curr_site_pts,site_ci_low,site_ci_high,opp_rank,ranks_ovr,ranks_pos,FanDuel FP,fanduel_salary,fanduel_value,draftkings_site_points,draftkings_salary,draftkings_value,yahoo_site_points,yahoo_salary,yahoo_value,two_pts
"Allen, Josh",QB,BUF,NA,34.2,22.1,251,NA,1.9,1,NA,6.9,37,NA,0.7,0.2,26.5,NA,NA,FantasySharks,13589,DAL,0.6,0.6,0.4,0.1,0.1,0.2,1.5,4.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hurts, Jalen",QB,PHI,NA,31.1,20.6,236,NA,1.5,0.6,NA,10.2,40,NA,0.9,0.3,25.9,NA,NA,FantasySharks,14783,@SEA,0.5,0.3,0.3,0.2,0.1,0.1,2.6,4.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Prescott, Dak",QB,DAL,NA,35.5,24,270,NA,2.2,0.7,NA,3.5,15,NA,0.1,0.1,23.9,NA,NA,FantasySharks,12620,@BUF,0.8,0.8,0.3,0.2,0,0.1,2.1,5.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Jackson, Lamar",QB,BAL,NA,30.5,20.6,230,NA,1.4,0.5,NA,9.1,50,NA,0.3,0.3,23,NA,NA,FantasySharks,13593,@JAC,0.5,0.5,0.1,0.1,0.1,0.1,2.2,3.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mahomes, Patrick",QB,KCC,NA,34.5,23.3,257,NA,2,0.8,NA,4.4,25,NA,0.1,0.1,22.8,NA,NA,FantasySharks,13116,@NEP,1.2,0.5,0,0.1,0.1,0,1.6,4.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Howell, Sam",QB,WAS,NA,39.2,25.3,265,NA,1.3,1,NA,3,18,NA,0.5,0.2,22,NA,NA,FantasySharks,15693,@LAR,0.5,0.2,0.3,0.2,0,0.1,3.8,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Smith, Geno",QB,SEA,NA,37.4,24.9,278,NA,1.7,0.7,NA,2.4,10,NA,0.1,0.1,21.2,NA,NA,FantasySharks,11150,PHI,0.7,0.3,0.2,0.2,0,0.2,2.2,3.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Fields, Justin",QB,CHI,NA,24.1,16.1,177,NA,1.2,0.8,NA,11,65,NA,0.4,0.4,21.1,NA,NA,FantasySharks,15238,@CLE,0.4,0.3,0.2,0.2,0,0.1,3.4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Purdy, Brock",QB,SFO,NA,28,18.9,250,NA,1.9,0.6,NA,2.8,9,NA,0.1,0.1,20.8,NA,NA,FantasySharks,15698,@ARI,0.6,0.3,0.3,0.2,0.2,0.2,2,3.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Love, Jordan",QB,GBP,NA,35.5,22.3,246,NA,1.8,0.7,NA,2.6,14,NA,0.1,0.1,20.7,NA,NA,FantasySharks,14782,TBB,0.9,0.5,0.2,0.2,0,0,1.9,3.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lawrence, Trevor",QB,JAC,NA,33.3,22.1,239,NA,1.4,0.7,NA,4.2,19,NA,0.3,0.4,20.1,NA,NA,FantasySharks,15237,BAL,0.5,0.4,0.3,0,0.1,0.1,2.1,3.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tagovailoa, Tua",QB,MIA,NA,31,20.9,277,NA,1.7,0.8,NA,2.5,6,NA,0,0.4,19.7,NA,NA,FantasySharks,14778,NYJ,0.6,0.4,0.1,0.2,0.1,0.3,2,3.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Stafford, Matthew",QB,LAR,NA,36.4,22.6,258,NA,1.7,0.7,NA,1.6,4,NA,0,0.1,19.4,NA,NA,FantasySharks,9431,WAS,1,0.3,0.2,0.1,0,0.2,1.9,4.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Wilson, Russell",QB,DEN,NA,30.7,19.9,215,NA,1.5,0.6,NA,4.9,21,NA,0.2,0.2,19.1,NA,NA,FantasySharks,10703,@DET,0.6,0.5,0.2,0,0.2,0.1,2.9,4.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mullens, Nick",QB,MIN,NA,32.7,22.1,229,NA,1.5,0.7,NA,2.8,12,NA,0.3,0.3,19,NA,NA,FantasySharks,13968,@CIN,0.7,0.3,0.2,0.1,0,0.1,1.7,3.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Murray, Kyler",QB,ARI,NA,32.9,20.8,200,NA,1,0.7,NA,6.1,33,NA,0.5,0.3,18.9,NA,NA,FantasySharks,14056,SFO,0.6,0.1,0.1,0,0.1,0,2.6,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Goff, Jared",QB,DET,NA,32.3,21.8,250,NA,1.6,0.7,NA,2.1,3,NA,0.1,0.3,18.6,NA,NA,FantasySharks,12611,DEN,0.7,0.3,0.3,0.1,0.1,0,1.8,3.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Browning, Jake",QB,CIN,NA,28,18.9,222,NA,1.4,0.7,NA,3.8,17,NA,0.1,0.1,18.4,NA,NA,FantasySharks,14358,MIN,0.5,0.4,0.1,0.1,0,0.4,2.4,3.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mayfield, Baker",QB,TBB,NA,33,20.5,216,NA,1.5,0.7,NA,3.3,10,NA,0.1,0.2,17.3,NA,NA,FantasySharks,13590,@GBP,0.7,0.2,0.3,0.1,0.1,0.1,2.3,3.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Stick, Easton",QB,LAC,NA,31,20,209,NA,1.1,0.5,NA,3.3,14,NA,0,0,16.3,NA,NA,FantasySharks,14069,@LVR,0.5,0.3,0.1,0.2,0,0.1,2.3,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Flacco, Joe",QB,CLE,NA,33.8,19.2,209,NA,1.3,1,NA,4,16,NA,0.1,0.3,16,NA,NA,FantasySharks,9064,CHI,0.4,0.3,0.1,0.3,0.2,0,2.2,2.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Minshew, Gardner",QB,IND,NA,30.8,20.8,222,NA,0.9,0.8,NA,2.8,8,NA,0.3,0.5,15.6,NA,NA,FantasySharks,14067,PIT,0.4,0.2,0,0.2,0,0.1,2.4,3.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Levis, Will",QB,TEN,NA,29.4,19.9,236,NA,0.9,0.5,NA,2.6,7,NA,0.1,0.3,15.5,NA,NA,FantasySharks,16149,HOU,0.4,0.1,0.1,0.1,0.2,0.1,2.9,3.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DeVito, Tommy",QB,NYG,NA,23.1,15.4,155,NA,1.1,0.5,NA,6,31,NA,0.2,0.2,15.4,NA,NA,FantasySharks,16441,@NOS,0.5,0.3,0.1,0,0.1,0,4.4,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ridder, Desmond",QB,ATL,NA,25,16.9,188,NA,0.8,0.8,NA,4.7,21,NA,0.3,0.5,15.1,NA,NA,FantasySharks,15697,@CAR,0.3,0.2,0.2,0.1,0,0.1,2.5,2.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Carr, Derek",QB,NOS,NA,30,20,218,NA,1.1,0.7,NA,1.6,3,NA,0,0.2,14.6,NA,NA,FantasySharks,11644,NYG,0.5,0.2,0.1,0.1,0,0.1,1.9,2.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Stroud, C.J.",QB,HOU,NA,23.5,14.6,187,NA,1,0.7,NA,2.1,8,NA,0.2,0.3,14,NA,NA,FantasySharks,16150,@TEN,0.5,0.2,0.2,0,0.1,0.1,3.3,2.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"O'Connell, Aidan",QB,LVR,NA,29.5,18.6,197,NA,0.8,1.1,NA,1.5,4,NA,0.1,0.2,12.6,NA,NA,FantasySharks,16159,LAC,0.3,0.2,0,0.1,0.1,0,2.3,2.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Young, Bryce",QB,CAR,NA,33.6,19.4,187,NA,0.7,0.7,NA,2.5,15,NA,0,0.4,12.5,NA,NA,FantasySharks,16148,ATL,0.5,0.1,0.1,0,0,0,3.7,2.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Zappe, Bailey",QB,NEP,NA,25.5,16.4,171,NA,1,0.7,NA,2.3,7,NA,0,0.1,12.2,NA,NA,FantasySharks,15696,KCC,0.4,0.2,0.2,0.1,0,0,2.1,1.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pickett, Kenny",QB,PIT,NA,22,14.9,175,NA,0.3,0.5,NA,3,8,NA,0.1,0,11.3,NA,NA,FantasySharks,15692,@IND,0.1,0.1,0.1,0,0,0.1,2.4,1.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Wilson, Zach",QB,NYJ,NA,28,16.7,174,NA,0.5,0.9,NA,3,16,NA,0,0.4,10.9,NA,NA,FantasySharks,15239,@MIA,0.3,0.1,0,0,0,0.1,3.9,1.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Trubisky, Mitchell",QB,PIT,NA,21,14,177,NA,0.5,0.7,NA,1.7,5,NA,0,0.2,10.6,NA,NA,FantasySharks,13115,@IND,0.3,0.1,0.2,0,0,0,0.7,1.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Heinicke, Taylor",QB,ATL,NA,7.6,4.5,59,NA,0.4,0.1,NA,1,5,NA,0,0.1,4.8,NA,NA,FantasySharks,12476,@CAR,0.3,0.1,0,0,0,0,0.6,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bagent, Tyson",QB,CHI,NA,9.2,6.2,52,NA,0.2,0.3,NA,1.2,7,NA,0.2,0.3,4.6,NA,NA,FantasySharks,16384,@CLE,0.2,0,0,0,0,0,0.5,1.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Huntley, Tyler",QB,BAL,NA,7.6,5.1,48,NA,0.3,0.1,NA,2.7,10,NA,0.1,0.1,4.6,NA,NA,FantasySharks,14789,@JAC,0.3,0,0,0,0,0,0.4,0.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ehlinger, Sam",QB,IND,NA,8.1,5.5,56,NA,0.2,0,NA,1.3,4,NA,0,0.1,4.1,NA,NA,FantasySharks,15250,PIT,0.2,0,0,0,0,0,0.5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Jones, Mac",QB,NEP,NA,9.9,6.3,60,NA,0.3,0.3,NA,0.8,2,NA,0,0.1,4.1,NA,NA,FantasySharks,15241,KCC,0.2,0,0,0,0,0,0.6,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tannehill, Ryan",QB,TEN,NA,10,5.9,66,NA,0.1,0.3,NA,0.6,2,NA,0,0,3.9,NA,NA,FantasySharks,10697,HOU,0,0.1,0,0,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mills, Davis",QB,HOU,NA,7.4,4.3,44,NA,0.2,0.2,NA,0.8,3,NA,0.1,0.1,3.6,NA,NA,FantasySharks,15252,@TEN,0.1,0.1,0,0,0,0,0.4,0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Winston, Jameis",QB,NOS,NA,6.9,3.8,42,NA,0.3,0.3,NA,0.8,-0.7,NA,0,0,2.8,NA,NA,FantasySharks,12140,NYG,0.1,0.2,0,0,0,0,0.4,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Garoppolo, Jimmy",QB,LVR,NA,8.1,4.9,47,NA,0.2,0.5,NA,0.7,1,NA,0,0,2.8,NA,NA,FantasySharks,11760,LAC,0.1,0.1,0,0,0,0,0.5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hall, Jaren",QB,MIN,NA,5.5,3.7,47,NA,0,0.1,NA,1,3,NA,0,0.2,2.3,NA,NA,FantasySharks,16154,@CIN,0,0,0,0,0,0,0.2,1.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Taylor, Tyrod",QB,NYG,NA,4.3,2.8,19,NA,0.1,0.1,NA,2.1,12,NA,0,0.1,2.3,NA,NA,FantasySharks,10413,@NOS,0,0.1,0,0,0,0,0.8,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dalton, Andy",QB,CAR,NA,3.9,2.6,31,NA,0.2,0.1,NA,0.6,1,NA,0,0,2.3,NA,NA,FantasySharks,10313,ATL,0.1,0.1,0.1,0,0,0,0.3,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Wentz, Carson",QB,LAR,NA,4.5,2.7,27,NA,0.1,0,NA,0.5,2,NA,0,0,1.9,NA,NA,FantasySharks,12610,WAS,0,0,0.1,0,0,0,0.4,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mariota, Marcus",QB,PHI,NA,2.8,1.7,18,NA,0.1,0.1,NA,1,4,NA,0,0,1.7,NA,NA,FantasySharks,12141,@SEA,0.1,0,0,0,0,0,0.2,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tune, Clayton",QB,ARI,NA,4.8,2.8,16,NA,0,0.5,NA,1.4,6,NA,0.1,0.2,1.4,NA,NA,FantasySharks,16160,SFO,0,0,0,0,0,0,1.3,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Thompson, Skylar",QB,MIA,NA,3.7,2.2,23,NA,0.1,0.3,NA,1.1,1,NA,0,0.1,1.3,NA,NA,FantasySharks,15699,NYJ,0.1,0,0,0,0,0.1,0.4,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"McCarron, A.J.",QB,CIN,NA,2.7,1.8,13,NA,0.1,0,NA,0.3,1,NA,0,0,1.3,NA,NA,FantasySharks,11643,MIN,0.1,0,0,0,0,0,0.3,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lock, Drew",QB,SEA,NA,3.6,1.2,21,NA,0,0.2,NA,0.3,2,NA,0,0,1.1,NA,NA,FantasySharks,14057,PHI,0,0,0,0,0,0,0,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Thompson-Robinson, Dorian",QB,CLE,NA,4,2.1,16,NA,0,0.1,NA,0.6,3,NA,0,0,1,NA,NA,FantasySharks,16158,CHI,0,0,0,0,0,0,0.1,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Clifford, Sean",QB,GBP,NA,1.2,0.8,11,NA,0.1,0,NA,0.4,-0.1,NA,0,0,0.9,NA,NA,FantasySharks,16313,TBB,0,0,0,0,0,0.1,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Willis, Malik",QB,TEN,NA,1.7,1,10,NA,0,0.1,NA,0.7,3,NA,0,0,0.9,NA,NA,FantasySharks,15694,HOU,0,0,0,0,0,0,0.3,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Duggan, Max",QB,LAC,NA,3.6,1.9,20,NA,0,0.2,NA,0,0.1,NA,0,0,0.8,NA,NA,FantasySharks,16155,@LVR,0,0,0,0,0,0,1,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Stidham, Jarrett",QB,DEN,NA,1.3,0.8,9,NA,0.1,0.1,NA,0.2,1,NA,0,0,0.8,NA,NA,FantasySharks,14063,@DET,0.1,0,0,0,0,0,0.1,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"White, Mike",QB,MIA,NA,1.2,0.8,11,NA,0.1,0.2,NA,1,-0.8,NA,0,0,0.8,NA,NA,FantasySharks,13598,NYJ,0,0,0,0,0,0.1,0.1,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Rush, Cooper",QB,DAL,NA,3.3,2.2,19,NA,0,0.1,NA,1.5,-0.7,NA,0,0,0.8,NA,NA,FantasySharks,13124,@BUF,0,0,0,0,0,0,0.2,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Rypien, Brett",QB,NYJ,NA,4.1,1.8,16,NA,0,0.2,NA,0.3,1,NA,0,0.1,0.6,NA,NA,FantasySharks,14065,@MIA,0,0,0,0,0,0,0.6,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bennett, Stetson",QB,LAR,NA,2.4,1.2,10,NA,0,0,NA,0.2,0,NA,0,0,0.5,NA,NA,FantasySharks,16153,WAS,0,0,0,0,0,0,0.3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dobbs, Joshua",QB,MIN,NA,0.8,0.5,5,NA,0,0,NA,0.1,1,NA,0,0,0.5,NA,NA,FantasySharks,13119,@CIN,0,0,0,0,0,0,0.1,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brissett, Jacoby",QB,WAS,NA,0.7,0.4,6,NA,0,0,NA,0.1,0,NA,0,0,0.5,NA,NA,FantasySharks,12616,@LAR,0,0,0,0,0,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Beathard, C.J.",QB,JAC,NA,2.1,1.4,10,NA,0,0.1,NA,0.9,0,NA,0,0,0.4,NA,NA,FantasySharks,13125,BAL,0,0,0,0,0,0,0.3,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Wolford, John",QB,TBB,NA,0.2,0.1,2,NA,0,0,NA,0.1,0,NA,0,0,0.1,NA,NA,FantasySharks,15035,@GBP,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Darnold, Sam",QB,SFO,NA,0.7,0.4,4,NA,0,0,NA,1.3,-0.9,NA,0,0,0.1,NA,NA,FantasySharks,13592,@ARI,0,0,0,0,0,0,0,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Driskel, Jeff",QB,ARI,NA,0.2,0.1,1,NA,0,0,NA,0.2,1,NA,0,0,0.1,NA,NA,FantasySharks,12623,SFO,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jalen Hurts,QB,PHI,NA,31,20,244,NA,1.5,1,NA,8,36,NA,0.9,NA,27.2,NA,17116,FFToday,14783,SEA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Josh Allen,QB,BUF,NA,37,26,252,NA,1.5,1,NA,7,40,NA,0.6,NA,26.2,NA,16228,FFToday,13589,DAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dak Prescott,QB,DAL,NA,34,23,266,NA,1.9,0,NA,4,14,NA,0.1,NA,22.9,NA,15681,FFToday,12620,BUF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lamar Jackson,QB,BAL,NA,30,21,221,NA,1.2,0,NA,7,45,NA,0.3,NA,22.2,NA,16255,FFToday,13593,JAC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Patrick Mahomes,QB,KC,NA,36,23,250,NA,1.6,1,NA,4,23,NA,0.1,NA,21.8,NA,15946,FFToday,13116,NE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sam Howell,QB,WAS,NA,36,24,264,NA,1.4,1,NA,4,17,NA,0.2,NA,21.7,NA,18104,FFToday,15693,LAR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brock Purdy,QB,SF,NA,31,22,270,NA,1.7,0,NA,2,8,NA,0.1,NA,21.7,NA,18184,FFToday,15698,ARI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Justin Fields,QB,CHI,NA,31,18,192,NA,1.1,0,NA,11,54,NA,0.2,NA,20.6,NA,17568,FFToday,15238,CLE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jake Browning,QB,CIN,NA,34,23,257,NA,1.4,1,NA,4,13,NA,0.1,NA,20.4,NA,18721,FFToday,14358,MIN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tua Tagovailoa,QB,MIA,NA,31,22,253,NA,1.7,1,NA,2,5,NA,0,NA,20,NA,17221,FFToday,14778,NYJ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kyler Murray,QB,ARI,NA,27,17,219,NA,1,1,NA,5,24,NA,0.4,NA,19.8,NA,16663,FFToday,14056,SF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jordan Love,QB,GB,NA,35,22,244,NA,1.3,1,NA,4,14,NA,0.1,NA,19.4,NA,17146,FFToday,14782,TB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Matthew Stafford,QB,LAR,NA,34,22,255,NA,1.5,1,NA,1,5,NA,0,NA,19.3,NA,11001,FFToday,9431,WAS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Russell Wilson,QB,DEN,NA,32,21,221,NA,1.2,1,NA,5,25,NA,0.1,NA,19,NA,12349,FFToday,10703,DET,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jared Goff,QB,DET,NA,33,22,241,NA,1.6,1,NA,1,3,NA,0,NA,18.8,NA,15589,FFToday,12611,DEN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Geno Smith,QB,SEA,NA,33,23,263,NA,1.2,1,NA,1,6,NA,0,NA,18.6,NA,13362,FFToday,11150,PHI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tommy DeVito,QB,NYG,NA,29,19,213,NA,1.1,1,NA,5,24,NA,0.1,NA,18.1,NA,18781,FFToday,16441,NO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
