player,pos,team,games,pass_att,pass_comp,pass_yds,pass_yds_g,pass_tds,pass_int,pass_rate,rush_att,rush_yds,rush_avg,rush_tds,fumbles_lost,site_pts,site_fppg,src_id,data_src,id,opp,pass_09_tds,pass_1019_tds,pass_2029_tds,pass_3039_tds,pass_4049_tds,pass_50_tds,sacks,scoring_opp,bye,draft_rank,pass_comp_pct,pct_owned,curr_site_pts,site_ci_low,site_ci_high,opp_rank,ranks_ovr,ranks_pos,FanDuel FP,fanduel_salary,fanduel_value,draftkings_site_points,draftkings_salary,draftkings_value,yahoo_site_points,yahoo_salary,yahoo_value,two_pts
Derek Carr,QB,NO,NA,33.46,21.84,232.95,NA,0.89,0.67,NA,1.44,5.79,NA,0.04,NA,12.05,NA,derek-carr,NumberFire,11644,NYG,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.77,19.33,#16,41,25,12.73,6500,1.96,12.92,5800,2.23,12.73,24,0.53,NA
Joe Flacco,QB,CLE,NA,32.74,19.94,208.77,NA,1.07,0.7,NA,2.03,6.69,NA,0.08,NA,12.04,NA,joe-flacco,NumberFire,9064,CHI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.76,19.32,#18,42,26,12.72,7100,1.79,12.94,5500,2.35,12.72,27,0.47,NA
Easton Stick,QB,LAC,NA,33.34,21.01,220.46,NA,0.84,1.05,NA,3.52,15.26,NA,0.14,NA,12.03,NA,easton-stick,NumberFire,14069,LV,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.75,19.31,#19,43,27,13.09,6500,2.01,13.33,4900,2.72,13.09,20,0.65,NA
Zach Wilson,QB,NYJ,NA,30.08,19.05,198.04,NA,0.66,0.7,NA,3.87,17.07,NA,0.14,NA,11.33,NA,zach-wilson,NumberFire,15239,MIA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.1,18.56,#7,50,28,11.99,6700,1.79,12.24,4900,2.5,11.99,21,0.57,NA
Desmond Ridder,QB,ATL,NA,21.21,13.57,145.01,NA,0.66,0.45,NA,5.45,20.78,NA,0.24,NA,10.47,NA,desmond-ridder,NumberFire,15697,CAR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.32,17.62,#30,60,29,10.97,7000,1.57,11.27,5200,2.17,10.97,22,0.5,NA
Bryce Young,QB,CAR,NA,24.45,14.64,140.55,NA,0.65,0.53,NA,4.36,18.71,NA,0.15,NA,9.52,NA,bryce-young,NumberFire,16148,ATL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.46,16.58,#9,70,30,10.02,6300,1.59,10.27,4800,2.14,10.02,20,0.5,NA
Geno Smith,QB,SEA,NA,17.29,11.18,123.38,NA,0.86,0.47,NA,1.5,6.79,NA,0.07,NA,8.41,NA,geno-smith-1,NumberFire,11150,PHI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.46,15.36,#27,85,31,8.88,6500,1.37,8.97,5900,1.52,8.88,28,0.32,NA
Drew Lock,QB,SEA,NA,17.19,10.54,119.03,NA,0.67,0.54,NA,1.5,6.6,NA,0.08,NA,7.27,NA,drew-lock,NumberFire,14057,PHI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.45,14.09,#27,96,32,7.84,6500,1.21,7.96,5000,1.59,7.84,20,0.39,NA
Case Keenum,QB,HOU,NA,16.2,10.38,111.2,NA,0.5,0.38,NA,1.36,5.21,NA,0.05,NA,6.29,NA,case-keenum,NumberFire,10948,TEN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.4,12.98,#25,116,33,6.67,6000,1.11,6.8,4000,1.7,6.67,20,0.33,NA
Davis Mills,QB,HOU,NA,16.35,10.12,114.13,NA,0.48,0.5,NA,1.36,5.38,NA,0.05,NA,6.16,NA,davis-mills,NumberFire,15252,TEN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.51,12.83,#25,120,34,6.66,6500,1.02,6.76,4900,1.38,6.66,20,0.33,NA
Jalen Hurts,QB,PHI,NA,NA,NA,243.08,NA,1.66,0.89,NA,NA,48.93,NA,0.52,0.14,22.58,NA,2564832,NFL,14783,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.13
Josh Allen,QB,BUF,NA,NA,NA,257.49,NA,1.88,0.84,NA,NA,35.94,NA,0.36,0.17,21.99,NA,2560955,NFL,13589,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.22
Patrick Mahomes,QB,KC,NA,NA,NA,292.32,NA,2,0.88,NA,NA,21.95,NA,0.12,0.02,20.99,NA,2558125,NFL,13116,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.09
Brock Purdy,QB,SF,NA,NA,NA,283,NA,1.92,0.63,NA,NA,14.7,NA,0.15,0.05,20.11,NA,2568216,NFL,15698,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.05
Lamar Jackson,QB,BAL,NA,NA,NA,226.95,NA,1.42,0.69,NA,NA,46.59,NA,0.31,0.08,19.86,NA,2560757,NFL,13593,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.06
Dak Prescott,QB,DAL,NA,NA,NA,279.13,NA,1.92,1.01,NA,NA,15.7,NA,0.15,0.08,19.32,NA,2555260,NFL,12620,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.09
Justin Fields,QB,CHI,NA,NA,NA,173.77,NA,1.06,0.67,NA,NA,66.67,NA,0.39,0.07,18.84,NA,2565920,NFL,15238,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.06
Matthew Stafford,QB,LA,NA,NA,NA,278.11,NA,2,0.64,NA,NA,2.46,NA,0.05,0.04,18.49,NA,79860,NFL,9431,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.09
Jordan Love,QB,GB,NA,NA,NA,262.78,NA,1.74,0.85,NA,NA,12.45,NA,0.14,0.06,17.94,NA,2564007,NFL,14782,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1
Sam Howell,QB,WAS,NA,NA,NA,257.38,NA,1.52,0.81,NA,NA,17.95,NA,0.19,0.07,17.75,NA,2568333,NFL,15693,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1
Jake Browning,QB,CIN,NA,NA,NA,262.04,NA,1.59,0.9,NA,NA,15.93,NA,0.15,0.11,17.41,NA,2562634,NFL,14358,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.05
Jared Goff,QB,DET,NA,NA,NA,268.66,NA,1.68,0.79,NA,NA,5.88,NA,0.14,0.11,17.41,NA,2555334,NFL,12611,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.16
Russell Wilson,QB,DEN,NA,NA,NA,220.27,NA,1.44,0.69,NA,NA,26.3,NA,0.28,0.06,17.38,NA,2532975,NFL,10703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Geno Smith,QB,SEA,NA,NA,NA,254.93,NA,1.73,0.79,NA,NA,11.01,NA,0.13,0.07,17.34,NA,2539335,NFL,11150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03
Kyler Murray,QB,ARI,NA,NA,NA,224.98,NA,1.28,0.75,NA,NA,26.41,NA,0.21,0.06,16.72,NA,2562382,NFL,14056,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.16
Trevor Lawrence,QB,JAX,NA,NA,NA,245.63,NA,1.45,0.9,NA,NA,17.6,NA,0.15,0.14,16.53,NA,2566163,NFL,15237,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.16
Tua Tagovailoa,QB,MIA,NA,NA,NA,249.07,NA,1.63,0.93,NA,NA,8.52,NA,0.09,0.15,15.71,NA,2564499,NFL,14778,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nick Mullens,QB,MIN,NA,NA,NA,255.73,NA,1.51,0.88,NA,NA,5.62,NA,0.09,0.06,15.67,NA,2558979,NFL,13968,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.09
Mitchell Trubisky,QB,PIT,NA,NA,NA,216.43,NA,1.07,0.77,NA,NA,23.64,NA,0.25,0.06,15.46,NA,2558008,NFL,13115,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.16
Gardner Minshew,QB,IND,NA,NA,NA,243.64,NA,1.44,0.86,NA,NA,8.73,NA,0.1,0.07,15.44,NA,2562796,NFL,14067,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.16
Baker Mayfield,QB,TB,NA,NA,NA,232.91,NA,1.39,0.86,NA,NA,12.2,NA,0.11,0.04,15.08,NA,2560800,NFL,13590,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.06
Desmond Ridder,QB,ATL,NA,NA,NA,214.49,NA,1.12,0.86,NA,NA,20.83,NA,0.21,0.12,14.62,NA,2567256,NFL,15697,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.09
Will Levis,QB,TEN,NA,NA,NA,232.71,NA,1.24,0.99,NA,NA,13.33,NA,0.15,0.09,14.5,NA,2569798,NFL,16149,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.08
Joe Flacco,QB,CLE,NA,NA,NA,241.93,NA,1.41,0.78,NA,NA,2.77,NA,0.06,0.03,14.39,NA,382,NFL,9064,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03
Derek Carr,QB,NO,NA,NA,NA,233.27,NA,1.38,0.74,NA,NA,3.39,NA,0.08,0.04,14.23,NA,2543499,NFL,11644,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.06
Easton Stick,QB,LAC,NA,NA,NA,226.16,NA,1.12,0.75,NA,NA,12.5,NA,0.11,0.05,13.96,NA,2562745,NFL,14069,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.06
Tommy DeVito,QB,NYG,NA,NA,NA,176.26,NA,1.02,0.68,NA,NA,31.71,NA,0.18,0.11,13.9,NA,2570578,NFL,16441,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.05
Case Keenum,QB,HOU,NA,NA,NA,208.28,NA,1.17,0.63,NA,NA,9.98,NA,0.13,0.1,13.39,NA,2532888,NFL,10948,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03
Aidan O'Connell,QB,LV,NA,NA,NA,227.5,NA,1.28,0.91,NA,NA,4.66,NA,0.08,0.06,13.33,NA,2570044,NFL,16159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.05
Bryce Young,QB,CAR,NA,NA,NA,199.33,NA,1.14,0.72,NA,NA,12.49,NA,0.1,0.08,12.98,NA,2569606,NFL,16148,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1
Bailey Zappe,QB,NE,NA,NA,NA,201.56,NA,1.09,0.85,NA,NA,13.9,NA,0.13,0.08,12.83,NA,2567961,NFL,15696,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.05
Zach Wilson,QB,NYJ,NA,NA,NA,205.84,NA,0.99,0.96,NA,NA,14.18,NA,0.09,0.09,12.31,NA,2566391,NFL,15239,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.13
Jameis Winston,QB,NO,NA,NA,NA,27.07,NA,0.09,0.12,NA,NA,0.11,NA,0.02,0.01,1.31,NA,2552033,NFL,12140,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jaren Hall,QB,MIN,NA,NA,NA,22.05,NA,0.07,0.09,NA,NA,0.89,NA,0.03,0.01,1.23,NA,2570083,NFL,16154,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Max Duggan,QB,LAC,NA,NA,NA,24.86,NA,0.08,0.13,NA,NA,0.31,NA,0.02,0.01,1.19,NA,2570278,NFL,16155,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AJ McCarron,QB,CIN,NA,NA,NA,18.47,NA,0.09,0.07,NA,NA,0.19,NA,0.01,0.01,1.02,NA,2543497,NFL,11643,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jimmy Garoppolo,QB,LV,NA,NA,NA,16.76,NA,0.1,0.07,NA,NA,0.05,NA,0.01,0.01,0.98,NA,2543801,NFL,11760,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cooper Rush,QB,DAL,NA,NA,NA,14.93,NA,0.08,0.07,NA,NA,0.04,NA,0.01,0.01,0.82,NA,2559242,NFL,13124,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tyrod Taylor,QB,NYG,NA,NA,NA,14.83,NA,0.06,0.08,NA,NA,0.24,NA,0.01,NA,0.82,NA,2495240,NFL,10413,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03
Trevor Siemian,QB,NYJ,NA,NA,NA,21.35,NA,0.05,0.12,NA,NA,NA,NA,NA,NA,0.81,NA,2553457,NFL,12381,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ryan Tannehill,QB,TEN,NA,NA,NA,14.58,NA,0.06,0.13,NA,NA,1.82,NA,0.01,NA,0.81,NA,2532956,NFL,10697,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sam Darnold,QB,SF,NA,NA,NA,12.51,NA,0.06,0.06,NA,NA,0.04,NA,0.03,0.01,0.78,NA,2561036,NFL,13592,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
