team,dst_int,dst_safety,dst_sacks,dst_tackles,dst_fum_rec,dst_fum_force,dst_td,dst_pts_allowed,dst_pts_allowed_g,dst_pass_yds_allowed,dst_rush_yds_allowed,dst_yds_allowed,dst_avg_yds_allowed,site_pts,site_fppg,data_src,id,src_id,pos,player,dst_fum_recvr,dst_fumbles,dst_yds_against,dst_pts_against,opp,bye,draft_rank,idp_solo,pct_owned,site_ci_low,site_ci_high,opp_rank,ranks_pos,FanDuel FP,draftkings_site_points,draftkings_salary,draftkings_value,yahoo_site_points,yahoo_salary,yahoo_value,return_tds
BUF,0.71,NA,2.86,NA,0.52,NA,0.16,23,NA,NA,NA,369.78,NA,6.91,NA,NumberFire,0501,buffalo-dst,D,Buffalo D/ST,NA,NA,NA,NA,DAL,NA,NA,NA,NA,0.94,12.88,#2,20,6.89,6.89,2400,2.87,6.89,17,0.41,NA
TB,0.73,NA,2.72,NA,0.53,NA,0.16,22.75,NA,NA,NA,338.26,NA,6.87,NA,NumberFire,0525,tampa-bay-dst,D,Tampa Bay D/ST,NA,NA,NA,NA,GB,NA,NA,NA,NA,0.91,12.83,#10,21,6.79,6.79,2900,2.34,6.79,15,0.45,NA
DET,0.56,NA,2.53,NA,0.42,NA,0.17,21,NA,NA,NA,334.22,NA,6.65,NA,NumberFire,0522,detroit-dst,D,Detroit D/ST,NA,NA,NA,NA,DEN,NA,NA,NA,NA,0.73,12.57,#20,22,6.66,6.66,3100,2.15,6.66,12,0.56,NA
CHI,0.72,NA,1.82,NA,0.46,NA,0.17,20.25,NA,NA,NA,329.25,NA,6.5,NA,NumberFire,0521,chicago-dst,D,Chicago D/ST,NA,NA,NA,NA,CLE,NA,NA,NA,NA,0.61,12.39,#28,23,6.46,6.46,3300,1.96,6.46,13,0.5,NA
JAC,0.65,NA,2.38,NA,0.56,NA,0.15,23.5,NA,NA,NA,367.18,NA,6.21,NA,NumberFire,0509,jacksonville-dst,D,Jacksonville D/ST,NA,NA,NA,NA,BAL,NA,NA,NA,NA,0.38,12.04,#6,24,6.17,6.17,3100,1.99,6.17,13,0.47,NA
NYG,0.66,NA,2.11,NA,0.39,NA,0.17,21.5,NA,NA,NA,339.64,NA,6.17,NA,NumberFire,0517,new-york-giants-dst,D,New York Giants D/ST,NA,NA,NA,NA,NO,NA,NA,NA,NA,0.35,11.99,#21,25,6.12,6.12,2700,2.27,6.12,13,0.47,NA
SEA,0.67,NA,2.6,NA,0.53,NA,0.14,25.75,NA,NA,NA,356.04,NA,5.84,NA,NumberFire,0515,seattle-dst,D,Seattle D/ST,NA,NA,NA,NA,PHI,NA,NA,NA,NA,0.08,11.6,#7,26,5.81,5.81,2500,2.32,5.81,14,0.42,NA
DAL,0.76,NA,2.14,NA,0.59,NA,0.14,25.5,NA,NA,NA,361.86,NA,5.75,NA,NumberFire,0516,dallas-dst,D,Dallas D/ST,NA,NA,NA,NA,BUF,NA,NA,NA,NA,0.01,11.49,#4,27,5.77,5.77,3200,1.8,5.77,18,0.32,NA
DEN,0.65,NA,2.1,NA,0.52,NA,0.13,25.5,NA,NA,NA,371.18,NA,5.34,NA,NumberFire,0511,denver-dst,D,Denver D/ST,NA,NA,NA,NA,DET,NA,NA,NA,NA,-0.32,11,#5,28,5.31,5.31,2700,1.97,5.31,16,0.33,NA
NYJ,0.62,NA,1.77,NA,0.55,NA,0.14,24.25,NA,NA,NA,361.66,NA,5.28,NA,NumberFire,0505,new-york-jets-dst,D,New York Jets D/ST,NA,NA,NA,NA,MIA,NA,NA,NA,NA,-0.36,10.92,#3,29,5.22,5.22,2500,2.09,5.22,17,0.31,NA
NE,0.62,NA,1.68,NA,0.41,NA,0.15,23.25,NA,NA,NA,344.83,NA,5.17,NA,NumberFire,0504,new-england-dst,D,New England D/ST,NA,NA,NA,NA,KC,NA,NA,NA,NA,-0.45,10.79,#8,30,5.15,5.15,2300,2.24,5.15,11,0.47,NA
WSH,0.73,NA,2.4,NA,0.3,NA,0.13,27.5,NA,NA,NA,361.29,NA,4.83,NA,NumberFire,0520,washington-dst,D,Washington D/ST,NA,NA,NA,NA,LA,NA,NA,NA,NA,-0.72,10.38,#9,31,4.75,4.75,2600,1.83,4.75,NA,NA,NA
ARI,0.7,NA,2.49,NA,0.58,NA,0.11,30.5,NA,NA,NA,388.22,NA,4.62,NA,NumberFire,0519,arizona-dst,D,Arizona D/ST,NA,NA,NA,NA,SF,NA,NA,NA,NA,-0.89,10.13,#1,32,4.59,4.59,2200,2.09,4.59,10,0.46,NA
New Orleans Saints,1,0.17,3.86,NA,0.62,NA,0.15,19.28,NA,NA,NA,NA,NA,8.52,NA,NFL,0529,100022,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03
Cleveland Browns,0.97,0.06,3.23,NA,0.63,NA,0.14,17.26,NA,NA,NA,NA,NA,7.63,NA,NFL,0507,100007,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04
Miami Dolphins,0.99,0.05,3.25,NA,0.46,NA,0.15,20.03,NA,NA,NA,NA,NA,7.27,NA,NFL,0503,100019,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02
San Francisco 49ers,1.01,0.04,2.7,NA,0.62,NA,0.15,17.73,NA,NA,NA,NA,NA,7.18,NA,NFL,0530,100029,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04
Chicago Bears,1.07,0.03,2.45,NA,0.62,NA,0.16,24.85,NA,NA,NA,NA,NA,7.15,NA,NFL,0521,100005,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.05
Atlanta Falcons,0.94,0.04,2.83,NA,0.6,NA,0.16,21.5,NA,NA,NA,NA,NA,7.13,NA,NFL,0526,100001,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03
Tennessee Titans,0.93,0.07,2.52,NA,0.67,NA,0.15,22.24,NA,NA,NA,NA,NA,6.94,NA,NFL,0508,100012,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03
Carolina Panthers,0.87,0.05,2.73,NA,0.6,NA,0.15,22.56,NA,NA,NA,NA,NA,6.91,NA,NFL,0527,100004,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04
Kansas City Chiefs,1,0.02,2.48,NA,0.58,NA,0.17,18.71,NA,NA,NA,NA,NA,6.88,NA,NFL,0512,100016,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03
Houston Texans,0.86,0.03,2.56,NA,0.65,NA,0.17,19.64,NA,NA,NA,NA,NA,6.78,NA,NFL,0532,100013,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02
Green Bay Packers,1.09,0.04,2.29,NA,0.57,NA,0.15,20.47,NA,NA,NA,NA,NA,6.77,NA,NFL,0523,100011,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03
Philadelphia Eagles,0.85,0.04,2.64,NA,0.62,NA,0.15,21.57,NA,NA,NA,NA,NA,6.74,NA,NFL,0518,100025,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03
Pittsburgh Steelers,0.95,0.03,2.66,NA,0.58,NA,0.14,22.36,NA,NA,NA,NA,NA,6.74,NA,NFL,0510,100027,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02
Los Angeles Rams,0.91,0.04,2.33,NA,0.62,NA,0.15,22.12,NA,NA,NA,NA,NA,6.67,NA,NFL,0528,100017,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.05
Las Vegas Raiders,0.9,0.05,2.69,NA,0.53,NA,0.15,22.89,NA,NA,NA,NA,NA,6.61,NA,NFL,0513,100018,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01
Cincinnati Bengals,0.88,0.03,2.21,NA,0.71,NA,0.15,21.83,NA,NA,NA,NA,NA,6.53,NA,NFL,0506,100006,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03
Detroit Lions,0.71,0.05,2.68,NA,0.65,NA,0.15,19.61,NA,NA,NA,NA,NA,6.52,NA,NFL,0522,100010,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02
Indianapolis Colts,0.84,0.03,2.42,NA,0.64,NA,0.15,20.62,NA,NA,NA,NA,NA,6.46,NA,NFL,0502,100014,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02
Seattle Seahawks,0.81,0.03,2.48,NA,0.6,NA,0.14,23.13,NA,NA,NA,NA,NA,6.44,NA,NFL,0515,100030,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04
Jacksonville Jaguars,0.76,0.04,2.5,NA,0.64,NA,0.14,21.81,NA,NA,NA,NA,NA,6.4,NA,NFL,0509,100015,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03
Buffalo Bills,0.87,0.03,2.29,NA,0.57,NA,0.15,20.99,NA,NA,NA,NA,NA,6.37,NA,NFL,0501,100003,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04
Los Angeles Chargers,0.83,0.03,2.43,NA,0.56,NA,0.16,20.75,NA,NA,NA,NA,NA,6.35,NA,NFL,0514,100028,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02
Baltimore Ravens,0.89,0.02,2.3,NA,0.58,NA,0.15,21.19,NA,NA,NA,NA,NA,6.3,NA,NFL,0531,100002,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02
Tampa Bay Buccaneers,0.86,0.03,2.27,NA,0.58,NA,0.16,24.21,NA,NA,NA,NA,NA,6.29,NA,NFL,0525,100031,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02
Dallas Cowboys,0.97,0.03,2.07,NA,0.59,NA,0.14,21.89,NA,NA,NA,NA,NA,6.21,NA,NFL,0516,100008,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02
New York Jets,0.86,0.02,2.13,NA,0.66,NA,0.16,24.66,NA,NA,NA,NA,NA,6.17,NA,NFL,0505,100024,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Minnesota Vikings,0.71,0.04,2.6,NA,0.58,NA,0.14,21.55,NA,NA,NA,NA,NA,6.16,NA,NFL,0524,100020,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01
New York Giants,0.89,0.02,2.15,NA,0.55,NA,0.15,28.74,NA,NA,NA,NA,NA,6.09,NA,NFL,0517,100023,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02
Denver Broncos,0.67,0.02,1.9,NA,0.71,NA,0.16,25.55,NA,NA,NA,NA,NA,5.78,NA,NFL,0511,100009,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02
Washington Commanders,0.65,0.03,2.11,NA,0.56,NA,0.14,26.13,NA,NA,NA,NA,NA,5.49,NA,NFL,0520,100032,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01
New England Patriots,0.58,0.03,1.64,NA,0.7,NA,0.15,23.64,NA,NA,NA,NA,NA,5.46,NA,NFL,0504,100021,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.05
Arizona Cardinals,0.58,0.03,1.98,NA,0.64,NA,0.15,25.64,NA,NA,NA,NA,NA,5.44,NA,NFL,0519,100026,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01
