player,team,rec,rec_yds,rec_tds,fumbles_lost,site_pts,src_id,data_src,pos,id,opp,rec_tgt,rec_rz_tgt,rec_09_tds,rec_1019_tds,rec_2029_tds,rec_3039_tds,rec_4049_tds,rec_50_tds,rush_yds,rush_tds,return_yds,scoring_opp,bye,draft_rank,rush_att,misc_tds,misc_yds,pct_owned,site_ci_low,site_ci_high,opp_rank,ranks_ovr,ranks_pos,FanDuel FP,fanduel_salary,fanduel_value,draftkings_site_points,draftkings_salary,draftkings_value,yahoo_site_points,yahoo_salary,yahoo_value
Jonnu Smith,ATL,2.9,30.8,0.2,0,4.18,12974,FleaFlicker,TE,13193,@TBSun 1:00 PM,2.9,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,1,TE27,0,0.2,30.8,38%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hunter Henry,NE,2.7,28.5,0.2,0,3.85,12088,FleaFlicker,TE,12676,BUFSun 1:00 PM,2.7,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,1,TE12,0,0.2,28.5,63%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Zach Ertz,ARI,2.8,25.7,0.2,0,3.75,9376,FleaFlicker,TE,11247,@SEASun 4:05 PM,2.8,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,4,TE23,0,0.2,25.7,58%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Trey McBride,ARI,2.5,27.1,0.1,0,3.59,16895,FleaFlicker,TE,15794,@SEASun 4:05 PM,2.5,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,4,TE42,0,0.1,27.1,26%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cade Otton,TB,2.5,23.9,0.2,0,3.5,16937,FleaFlicker,TE,15802,ATLSun 1:00 PM,2.5,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,5,TE25,0,0.2,23.9,26%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Michael Mayer,LV,2.4,24.8,0.1,0,3.36,17634,FleaFlicker,TE,16212,@CHISun 1:00 PM,2.4,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,3,TE30,0,0.1,24.8,36%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OUTJuwan Johnson,NO,2,21.9,0.1,0,3.01,16036,FleaFlicker,TE,14861,JACThu 8:15 PM,2,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,1,TE24,0,0.1,21.9,37%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Noah Fant,SEA,1.9,21.4,0.1,0,2.9,14665,FleaFlicker,TE,14137,ARISun 4:05 PM,1.9,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,5,TE29,0,0.1,21.4,32%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Colby Parkinson,SEA,1.9,20.2,0.1,0,2.84,15679,FleaFlicker,TE,14871,ARISun 4:05 PM,1.9,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,5,TE43,0,0.1,20.2,4%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OUTDalton Kincaid,BUF,2.1,19.6,0.1,0,2.78,17585,FleaFlicker,TE,16213,@NESun 1:00 PM,2.1,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,3,TE13,0,0.1,19.6,60%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kylen Granson,IND,2.1,20.9,0.1,0,2.74,16340,FleaFlicker,TE,15419,CLESun 1:00 PM,2.1,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,1,TE38,0,0.1,20.9,17%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Donald Parham,LAC,1.7,17.1,0.2,0,2.65,15183,FleaFlicker,TE,14341,@KCSun 4:25 PM,1.7,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,5,TE34,0,0.2,17.1,19%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mike Gesicki,NE,2,19.9,0.1,0,2.63,13845,FleaFlicker,TE,13672,BUFSun 1:00 PM,2,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,1,TE35,0,0.1,19.9,30%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Greg Dulcich,DEN,1.5,16.4,0.1,0,2.42,16853,FleaFlicker,TE,15797,GBSun 4:25 PM,1.5,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,9,TE33,0,0.1,16.4,49%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Adam Trautman,DEN,1.6,15.9,0.1,0,2.41,15575,FleaFlicker,TE,14870,GBSun 4:25 PM,1.6,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,9,TE37,0,0.1,15.9,12%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Durham Smythe,MIA,1.8,16.6,0.1,0,2.35,13905,FleaFlicker,TE,13676,@PHISun 8:20 PM,1.8,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,TE40,0,0.1,16.6,11%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Noah Gray,KC,1.4,14.7,0.1,0,2.23,16430,FleaFlicker,TE,15337,LACSun 4:25 PM,1.4,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,TE36,0,0.1,14.7,15%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Foster Moreau,NO,1.4,15.1,0.1,0,2.05,14781,FleaFlicker,TE,14239,JACThu 8:15 PM,1.4,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,1,NA,0,0.1,15.1,8%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Austin Hooper,LV,1.5,14.3,0.1,0,1.97,12069,FleaFlicker,TE,12677,@CHISun 1:00 PM,1.5,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,3,TE41,0,0.1,14.3,16%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Andrew Ogletree,IND,1.3,14,0.1,0,1.92,16951,FleaFlicker,TE,15916,CLESun 1:00 PM,1.3,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,1,NA,0,0.1,14,5%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Taysom Hill,NO,1.2,12.3,0.1,0,1.67,13653,FleaFlicker,TE,13424,JACThu 8:15 PM,1.2,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,1,TE18,0,0.1,12.3,34%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Will Dissly,SEA,1.2,11.9,0.1,0,1.65,14475,FleaFlicker,TE,13763,ARISun 4:05 PM,1.2,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,5,TE44,0,0.1,11.9,7%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jordan Akins,CLE,1,11.5,0.1,0,1.55,13844,FleaFlicker,TE,13753,@INDSun 1:00 PM,1,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,5,NA,0,0.1,11.5,6%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Josh Oliver,MIN,1.1,10.9,0.1,0,1.49,14749,FleaFlicker,TE,14209,SFMon 8:15 PM,1.1,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,3,NA,0,0.1,10.9,3%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Josiah Deguara,GB,1,10.1,0.1,0,1.47,15567,FleaFlicker,TE,14876,@DENSun 4:25 PM,1,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,6,NA,0,0.1,10.1,2%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Robert Tonyan,CHI,1,9.5,0.1,0,1.31,13489,FleaFlicker,TE,13427,LVSun 1:00 PM,1,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,3,TE45,0,0.1,9.5,11%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Connor Heyward,PIT,0.8,8.4,0.1,0,1.2,16971,FleaFlicker,TE,15800,@LARSun 4:05 PM,0.8,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,6,NA,0,0.1,8.4,2%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brenton Strange,JAC,0.9,8,0.1,0,1.14,17626,FleaFlicker,TE,16269,@NOThu 8:15 PM,0.9,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,9,NA,0,0.1,8,11%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Harrison Bryant,CLE,0.8,8.1,0.1,0,1.09,15644,FleaFlicker,TE,14875,@INDSun 1:00 PM,0.8,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,5,NA,0,0.1,8.1,5%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brock Wright,DET,0.7,6.9,0.1,0,0.99,16572,FleaFlicker,TE,15626,@BALSun 1:00 PM,0.7,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,9,NA,0,0.1,6.9,3%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mo Alie-Cox,IND,0.5,6.5,0,0,0.89,12887,FleaFlicker,TE,13246,CLESun 1:00 PM,0.5,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,1,NA,0,0,6.5,5%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
John Bates,WAS,0.6,6.4,0,0,0.86,16360,FleaFlicker,TE,15344,@NYGSun 1:00 PM,0.6,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,4,NA,0,0,6.4,3%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cole Turner,WAS,0.5,6.5,0,0,0.86,16988,FleaFlicker,TE,15803,@NYGSun 1:00 PM,0.5,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,4,NA,0,0,6.5,6%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MyCole Pruitt,ATL,0.5,5.1,0,0,0.75,11331,FleaFlicker,TE,12309,@TBSun 1:00 PM,0.5,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,1,NA,0,0,5.1,0%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jimmy Graham,NO,0.5,4.9,0,0,0.73,6610,FleaFlicker,TE,9925,JACThu 8:15 PM,0.5,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,1,NA,0,0,4.9,2%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chris Manhertz,DEN,0.5,5,0,0,0.71,11114,FleaFlicker,TE,12955,GBSun 4:25 PM,0.5,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,9,NA,0,0,5,0%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Daniel Bellinger,NYG,0.5,5.1,0,0,0.69,16932,FleaFlicker,TE,15873,WASSun 1:00 PM,0.5,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,3,NA,0,0,5.1,13%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pharaoh Brown,NE,0.5,4.9,0,0,0.67,13377,FleaFlicker,TE,13994,BUFSun 1:00 PM,0.5,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,1,NA,0,0,4.9,2%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OUTNate Adkins,DEN,0.4,4.2,0,0,0.66,18244,FleaFlicker,TE,16474,GBSun 4:25 PM,0.4,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,9,NA,0,0,4.2,0%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IRTommy Sweeney,NYG,0.5,4.5,0,0,0.63,14894,FleaFlicker,TE,14294,WASSun 1:00 PM,0.5,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,3,NA,0,0,4.5,0%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Isaiah Likely,BAL,0.4,4.5,0,0,0.63,16927,FleaFlicker,TE,15798,DETSun 1:00 PM,0.4,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,3,TE39,0,0,4.5,21%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Darnell Washington,PIT,0.4,4.2,0,0,0.6,17639,FleaFlicker,TE,16216,@LARSun 4:05 PM,0.4,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,6,NA,0,0,4.2,18%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Charlie Woerner,SF,0.4,3.4,0,0,0.58,15671,FleaFlicker,TE,14984,@MINMon 8:15 PM,0.4,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,9,NA,0,0,3.4,0%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Travis Kelce,KC,6.64,78.43,0.7,NA,12.01,travis-kelce-1,NumberFire,TE,11244,LAC,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,4.67,19.35,#23,34,1,15.32,NA,NA,18.67,NA,NA,15.32,32,0.48
Mark Andrews,BAL,5.13,53.44,0.44,NA,7.92,mark-andrews,NumberFire,TE,13671,DET,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,2.02,13.82,#10,72,2,10.51,6900,1.52,13.1,5700,2.3,10.51,23,0.46
T.J. Hockenson,MIN,6.04,58.55,0.33,NA,7.78,t-j-hockenson,NumberFire,TE,14138,SF,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,1.93,13.63,#5,75,3,10.78,6100,1.77,13.85,6700,2.07,10.78,21,0.51
George Kittle,SF,4.1,48.31,0.35,NA,6.9,george-kittle,NumberFire,TE,13299,MIN,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,1.36,12.44,#19,91,4,8.94,5700,1.57,11.02,5300,2.08,8.94,20,0.45
Dallas Goedert,PHI,4.34,48.16,0.3,NA,6.6,dallas-goedert,NumberFire,TE,13674,MIA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,1.17,12.03,#25,93,5,8.77,5900,1.49,10.96,4700,2.33,8.77,18,0.49
Sam LaPorta,DET,4.27,43.8,0.25,NA,5.89,sam-laporta,NumberFire,TE,16214,BAL,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,0.71,11.07,#4,106,6,8,6500,1.23,10.15,5300,1.92,8,19,0.42
Darren Waller,NYG,4.02,44.07,0.21,NA,5.64,darren-waller,NumberFire,TE,12263,WSH,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,0.54,10.74,#26,110,7,7.66,6000,1.28,9.69,5000,1.94,7.66,15,0.51
Kyle Pitts,ATL,3.49,43.2,0.19,NA,5.48,kyle-pitts,NumberFire,TE,15329,TB,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,0.44,10.52,#11,115,8,7.21,5600,1.29,8.96,4000,2.24,7.21,16,0.45
Dawson Knox,BUF,3.44,31.61,0.3,NA,4.93,dawson-knox,NumberFire,TE,14143,NE,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,0.08,9.78,#12,125,9,6.66,4800,1.39,8.4,2900,2.9,6.66,10,0.67
Evan Engram,JAC,3.85,36.01,0.2,NA,4.74,evan-engram,NumberFire,TE,13189,NO,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,-0.04,9.52,#8,130,10,6.69,5700,1.17,8.64,4500,1.92,6.69,16,0.42
Luke Musgrave,GB,3.06,31.49,0.2,NA,4.34,luke-musgrave,NumberFire,TE,16215,DEN,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,-0.3,8.98,#32,135,11,5.88,5000,1.18,7.42,3300,2.25,5.88,14,0.42
Pat Freiermuth,PIT,2.74,30.74,0.2,NA,4.25,pat-freiermuth,NumberFire,TE,15331,LA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,-0.36,8.86,#14,138,12,5.64,5500,1.03,7.02,3900,1.8,5.64,16,0.35
Logan Thomas,WSH,3.22,30.51,0.2,NA,4.24,logan-thomas,NumberFire,TE,11647,NYG,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,-0.36,8.84,#16,139,13,5.84,5200,1.12,7.47,3500,2.13,5.84,14,0.42
Tyler Higbee,LA,2.89,28.4,0.21,NA,4.07,tyler-higbee,NumberFire,TE,12678,PIT,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,-0.47,8.61,#6,142,14,5.55,5000,1.11,7,3700,1.89,5.55,12,0.46
Gerald Everett,LAC,3.02,30.38,0.18,NA,4.04,gerald-everett,NumberFire,TE,13236,KC,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,-0.49,8.57,#6,143,15,5.59,NA,NA,7.13,NA,NA,5.59,12,0.47
David Njoku,CLE,2.74,28.13,0.18,NA,3.85,david-njoku,NumberFire,TE,13192,IND,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,-0.62,8.32,#17,147,16,5.26,4900,1.07,6.64,3400,1.95,5.26,14,0.38
Greg Dulcich,DEN,2.29,25.15,0.21,NA,3.75,greg-dulcich,NumberFire,TE,15797,GB,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,-0.68,8.18,#21,148,17,4.92,4400,1.12,6.07,2500,2.43,4.92,14,0.35
Cole Kmet,CHI,3.32,29.35,0.13,NA,3.66,cole-kmet,NumberFire,TE,14867,LV,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,-0.74,8.06,#30,151,18,5.34,5900,0.91,7.03,4200,1.67,5.34,16,0.33
Michael Mayer,LV,2.7,25.84,0.14,NA,3.43,michael-mayer,NumberFire,TE,16212,CHI,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,-0.89,7.75,#29,157,19,4.77,4900,0.97,6.13,2700,2.27,4.77,12,0.4
Hunter Henry,NE,2.54,25.44,0.13,NA,3.32,hunter-henry,NumberFire,TE,12676,BUF,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,-0.96,7.6,#9,161,20,4.59,5300,0.87,5.87,4100,1.43,4.59,11,0.42
Taysom Hill,NO,1.25,12.8,0.08,NA,3.28,taysom-hill,NumberFire,TE,13424,JAC,NA,NA,NA,NA,NA,NA,NA,NA,11.14,0.08,NA,NA,NA,NA,2.29,NA,NA,NA,-0.98,7.54,#2,162,21,3.9,5500,0.71,4.56,3700,1.23,3.9,20,0.2
Jonnu Smith,ATL,2.47,23.73,0.15,NA,3.22,jonnu-smith,NumberFire,TE,13193,TB,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,-1.02,7.46,#11,166,22,4.45,5400,0.82,5.71,3600,1.59,4.45,15,0.3
Zach Ertz,ARI,2.51,24.14,0.12,NA,3.15,zach-ertz-1,NumberFire,TE,11247,SEA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,-1.07,7.37,#18,167,23,4.41,5000,0.88,5.66,3200,1.77,4.41,12,0.37
Trey McBride,ARI,2.28,24.9,0.1,NA,3.11,trey-mcbride,NumberFire,TE,15794,SEA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,-1.09,7.31,#18,169,24,4.21,4600,0.92,5.36,2600,2.06,4.21,10,0.42
Colby Parkinson,SEA,2.05,20.76,0.16,NA,3.05,colby-parkinson,NumberFire,TE,14871,ARI,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,-1.13,7.23,#31,171,25,4.06,4700,0.86,5.09,2500,2.04,4.06,10,0.41
Cade Otton,TB,2.38,21.28,0.13,NA,2.89,cade-otton,NumberFire,TE,15802,ATL,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,-1.24,7.02,#15,175,26,4.08,4700,0.87,5.28,2900,1.82,4.08,14,0.29
Noah Fant,SEA,1.95,20.23,0.13,NA,2.83,noah-fant,NumberFire,TE,14137,ARI,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,-1.28,6.94,#31,178,27,3.78,4900,0.77,4.75,2800,1.7,3.78,10,0.38
Adam Trautman,DEN,1.71,17.8,0.15,NA,2.69,adam-trautman,NumberFire,TE,14870,GB,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,-1.37,6.75,#21,181,28,3.52,4500,0.78,4.38,2600,1.68,3.52,10,0.35
Donald Parham Jr.,LAC,1.59,17.05,0.12,NA,2.4,donald-parham-jr,NumberFire,TE,14341,KC,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,-1.55,6.35,#6,185,29,3.22,NA,NA,4.02,NA,NA,3.22,12,0.27
Dalton Kincaid,BUF,1.74,14.76,0.12,NA,2.18,dalton-kincaid,NumberFire,TE,16213,NE,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,-1.7,6.06,#12,189,30,3.05,4700,0.65,3.93,3100,1.27,3.05,10,0.31
Durham Smythe,MIA,1.54,15.05,0.1,NA,2.14,durham-smythe,NumberFire,TE,13676,PHI,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,-1.72,6,#22,193,31,2.88,4600,0.63,3.65,2800,1.3,2.88,11,0.26
Foster Moreau,NO,1.35,16.01,0.09,NA,2.14,foster-moreau,NumberFire,TE,14239,JAC,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,-1.72,6,#2,193,31,2.8,4700,0.6,3.48,2700,1.29,2.8,10,0.28
Andrew Ogletree,IND,1.46,16.03,0.09,NA,2.13,andrew-ogletree,NumberFire,TE,15916,CLE,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,-1.73,5.99,#1,195,33,2.87,4600,0.62,3.6,NA,NA,2.87,10,0.29
Austin Hooper,LV,1.68,15.78,0.09,NA,2.11,austin-hooper,NumberFire,TE,12677,CHI,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,-1.74,5.96,#29,196,34,2.96,4600,0.64,3.8,2500,1.52,2.96,10,0.3
Juwan Johnson,NO,1.3,14.47,0.09,NA,1.99,juwan-johnson,NumberFire,TE,14861,JAC,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,-1.82,5.8,#2,200,35,2.64,4600,0.57,3.29,3000,1.1,2.64,11,0.24
Mike Gesicki,NE,1.64,14.6,0.08,NA,1.94,michael-gesicki,NumberFire,TE,13672,BUF,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,-1.85,5.73,#9,205,36,2.76,4700,0.59,3.58,2600,1.38,2.76,10,0.28
Will Dissly,SEA,1.27,12.95,0.1,NA,1.91,will-dissly,NumberFire,TE,13763,ARI,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,-1.87,5.69,#31,208,37,2.51,4400,0.57,3.16,2600,1.22,2.51,10,0.25
Noah Gray,KC,1.03,11.1,0.09,NA,1.84,noah-gray-1,NumberFire,TE,15337,LAC,NA,NA,NA,NA,NA,NA,NA,NA,1.31,0.01,NA,NA,NA,NA,0.26,NA,NA,NA,-1.92,5.6,#23,210,38,2.36,NA,NA,2.87,NA,NA,2.36,10,0.24
Kylen Granson,IND,1.17,12.73,0.07,NA,1.66,kylen-granson,NumberFire,TE,15419,CLE,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,-2.03,5.35,#1,214,39,2.28,4800,0.48,2.86,3000,0.95,2.28,10,0.23
Josiah Deguara,GB,1.03,10.69,0.08,NA,1.54,josiah-deguara,NumberFire,TE,14876,DEN,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,-2.11,5.19,#32,220,40,2.06,4500,0.46,2.58,2600,0.99,2.06,10,0.21
Jordan Akins,CLE,1,11.17,0.06,NA,1.49,jordan-akins,NumberFire,TE,13753,IND,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,-2.14,5.12,#17,222,41,1.96,4100,0.48,2.47,2500,0.99,1.96,10,0.2
Charlie Woerner,SF,0.97,9.62,0.09,NA,1.47,charlie-woerner,NumberFire,TE,14984,MIN,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,-2.16,5.1,#19,224,42,1.99,4200,0.47,2.47,2500,0.99,1.99,10,0.2
Mo Alie-Cox,IND,0.85,11.11,0.06,NA,1.43,mo-alie-cox,NumberFire,TE,13246,CLE,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,-2.18,5.04,#1,229,43,1.88,4500,0.42,2.31,2500,0.92,1.88,10,0.19
Tommy Sweeney,NYG,0.99,9.07,0.06,NA,1.25,tommy-sweeney,NumberFire,TE,14294,WSH,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,-2.3,4.8,#26,238,44,1.76,4000,0.44,2.26,2500,0.9,1.76,10,0.18
Harrison Bryant,CLE,0.91,8.72,0.06,NA,1.24,harrison-bryant,NumberFire,TE,14875,IND,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,-2.31,4.79,#17,239,45,1.67,4400,0.38,2.13,2500,0.85,1.67,10,0.17
Connor Heyward,PIT,0.79,8.55,0.06,NA,1.24,connor-heyward,NumberFire,TE,15800,LA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,-2.31,4.79,#14,239,45,1.61,4500,0.36,2.01,2500,0.8,1.61,10,0.16
