player,pos,team,games,pass_att,pass_comp,pass_yds,pass_yds_g,pass_tds,pass_int,pass_rate,rush_att,rush_yds,rush_avg,rush_tds,fumbles_lost,site_pts,site_fppg,src_id,data_src,id,opp,pass_09_tds,pass_1019_tds,pass_2029_tds,pass_3039_tds,pass_4049_tds,pass_50_tds,sacks,scoring_opp,bye,draft_rank,pass_comp_pct,pct_owned,curr_site_pts,site_ci_low,site_ci_high,opp_rank,ranks_ovr,ranks_pos,FanDuel FP,fanduel_salary,fanduel_value,draftkings_site_points,yahoo_site_points,two_pts
Jalen Hurts,QB,PHI,NA,33.8,22,247.6,NA,1.4,0.8,NA,8.7,40.6,NA,0.7,0.2,22.7,NA,19275,FantasyPros,14783,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Josh Allen,QB,BUF,NA,36.9,25,260.5,NA,1.7,0.9,NA,6.1,35.3,NA,0.4,0.2,22.1,NA,17298,FantasyPros,13589,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dak Prescott,QB,DAL,NA,36.9,25.2,288.3,NA,2.2,0.6,NA,3.8,15.8,NA,0.2,0.2,22.1,NA,15600,FantasyPros,12620,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Patrick Mahomes II,QB,KC,NA,37.1,24.6,264.4,NA,1.9,0.9,NA,4.6,25.6,NA,0.1,0.1,20.5,NA,16413,FantasyPros,13116,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lamar Jackson,QB,BAL,NA,28.6,19.3,211.9,NA,1.3,0.4,NA,9.3,51.3,NA,0.4,0.2,20.3,NA,17233,FantasyPros,13593,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brock Purdy,QB,SF,NA,30.2,20.8,270.8,NA,1.9,0.5,NA,3.5,13.9,NA,0.2,0.1,20.1,NA,19797,FantasyPros,15698,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Justin Fields,QB,CHI,NA,30.1,18.6,204.3,NA,1.3,0.6,NA,9.8,53.6,NA,0.3,0.2,19.2,NA,19781,FantasyPros,15238,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Justin Herbert,QB,LAC,NA,35.7,23.9,264.8,NA,1.5,0.8,NA,5.4,22.4,NA,0.2,0.1,19,NA,18635,FantasyPros,14779,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tua Tagovailoa,QB,MIA,NA,33.3,23.2,278.6,NA,1.9,0.8,NA,2.1,6.2,NA,0.1,0.2,18.6,NA,19198,FantasyPros,14778,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Russell Wilson,QB,DEN,NA,29.9,20,212.9,NA,1.3,0.7,NA,6,29.4,NA,0.2,0.2,16.9,NA,11180,FantasyPros,10703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jordan Love,QB,GB,NA,33.1,20.5,238.6,NA,1.5,0.9,NA,4,15.8,NA,0.1,0.2,16.8,NA,19246,FantasyPros,14782,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Joshua Dobbs,QB,MIN,NA,34.5,22.4,228.2,NA,1.3,0.8,NA,4.2,24.2,NA,0.2,0.3,16.7,NA,16417,FantasyPros,13119,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C.J. Stroud,QB,HOU,NA,31.6,20.1,244.7,NA,1.4,0.5,NA,3.5,14.6,NA,0.2,0.2,16.7,NA,23071,FantasyPros,16150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jake Browning,QB,CIN,NA,33.7,22.2,242.6,NA,1.4,0.8,NA,3.5,16,NA,0.2,0.2,16.7,NA,18557,FantasyPros,14358,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jared Goff,QB,DET,NA,34.2,23,261.8,NA,1.6,0.8,NA,1.7,4.7,NA,0.1,0.2,16.4,NA,15501,FantasyPros,12611,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Trevor Lawrence,QB,JAC,NA,34.4,22.5,233.1,NA,1,0.7,NA,3.7,17.4,NA,0.2,0.2,15.2,NA,19780,FantasyPros,15237,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gardner Minshew II,QB,IND,NA,33.7,21.8,243.6,NA,1.2,0.8,NA,2.8,9.4,NA,0.1,0.2,15.2,NA,18562,FantasyPros,14067,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Baker Mayfield,QB,TB,NA,32.2,20.3,231.9,NA,1.3,0.8,NA,3.5,12.1,NA,0.1,0.2,15,NA,17237,FantasyPros,13590,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Desmond Ridder,QB,ATL,NA,28.8,18.1,204.3,NA,1.1,0.8,NA,4.5,17.7,NA,0.2,0.2,14.4,NA,20080,FantasyPros,15697,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Derek Carr,QB,NO,NA,32.6,21.3,229.4,NA,1.3,0.8,NA,1.7,5.6,NA,0.1,0.2,14.3,NA,12092,FantasyPros,11644,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tommy DeVito,QB,NYG,NA,28.7,18.4,193.6,NA,1,0.8,NA,4.3,21,NA,0.1,0.2,13.4,NA,25746,FantasyPros,16441,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mitch Trubisky,QB,PIT,NA,27.4,17.8,199.7,NA,1.1,0.9,NA,3.7,13.7,NA,0.1,0.1,13.3,NA,16381,FantasyPros,13115,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aidan O'Connell,QB,LV,NA,31.9,20.5,226.9,NA,1.1,0.9,NA,1.8,6.1,NA,0.1,0.2,13.1,NA,24330,FantasyPros,16159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Will Levis,QB,TEN,NA,32.3,19.4,217.6,NA,1,0.8,NA,2.5,9.1,NA,0.1,0.2,13,NA,22987,FantasyPros,16149,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Matthew Stafford,QB,LAR,NA,30.4,19.4,218.2,NA,1.2,0.8,NA,1.4,4.4,NA,0,0.1,13,NA,9451,FantasyPros,9431,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Zach Wilson,QB,NYJ,NA,28,17.5,197,NA,0.8,0.9,NA,3.7,16.2,NA,0.1,0.1,12.4,NA,22679,FantasyPros,15239,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bryce Young,QB,CAR,NA,31.5,19.4,199.4,NA,0.9,0.8,NA,3.1,12.4,NA,0.1,0.2,12,NA,22900,FantasyPros,16148,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Joe Flacco,QB,CLE,NA,28.1,16.7,195.6,NA,1,0.7,NA,1.2,3.4,NA,0,0.2,11.2,NA,9300,FantasyPros,9064,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bailey Zappe,QB,NE,NA,26.1,15.9,180.6,NA,0.7,0.9,NA,2.6,10.6,NA,0,0.1,10.4,NA,24027,FantasyPros,15696,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Geno Smith,QB,SEA,NA,15.9,10.8,153.5,NA,0.8,0.6,NA,0.8,5.3,NA,0,0,9.5,NA,11687,FantasyPros,11150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Drew Lock,QB,SEA,NA,28.7,17.7,130.6,NA,0.5,0.6,NA,2.2,5.8,NA,0.1,0.2,7.3,NA,18225,FantasyPros,14057,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C.J. Beathard,QB,JAC,NA,15.5,10,81,NA,0.4,0.4,NA,1,3,NA,0,0,4.7,NA,16419,FantasyPros,13125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dorian Thompson-Robinson,QB,CLE,NA,7.8,4.8,39.4,NA,0.2,0.1,NA,1.4,4.1,NA,0,0,2.8,NA,20086,FantasyPros,16158,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tyrod Taylor,QB,NYG,NA,0,0,12,NA,0.1,0,NA,0,0.2,NA,0,0,0.8,NA,10007,FantasyPros,10413,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jameis Winston,QB,NO,NA,0,0,13.1,NA,0.1,0.1,NA,0,0,NA,0,0,0.7,NA,13891,FantasyPros,12140,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cooper Rush,QB,DAL,NA,0,0,12.1,NA,0,0,NA,0,0.2,NA,0,0,0.6,NA,16477,FantasyPros,13124,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mason Rudolph,QB,PIT,NA,0,0,10.7,NA,0,0.1,NA,0,0,NA,0,0,0.6,NA,17234,FantasyPros,13595,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tyler Huntley,QB,BAL,NA,0,0,7.9,NA,0.1,0,NA,0,0.2,NA,0,0,0.6,NA,19297,FantasyPros,14789,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jimmy Garoppolo,QB,LV,NA,0,0,8.8,NA,0.1,0,NA,0,0,NA,0,0,0.5,NA,12208,FantasyPros,11760,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AJ McCarron,QB,CIN,NA,0,0,10.1,NA,0,0.1,NA,0,0,NA,0,0,0.5,NA,12091,FantasyPros,11643,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sam Darnold,QB,SF,NA,0,0,8.6,NA,0,0.1,NA,0,0,NA,0,0,0.5,NA,17236,FantasyPros,13592,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tyson Bagent,QB,CHI,NA,0,0,8.6,NA,0,0.1,NA,0,0.3,NA,0,0,0.5,NA,25321,FantasyPros,16384,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Trevor Siemian,QB,NYJ,NA,0,0,11,NA,0,0.1,NA,0,0,NA,0,0,0.5,NA,14142,FantasyPros,12381,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Malik Cunningham,QB,NE,NA,0,0,10.7,NA,0,0.1,NA,0,0.1,NA,0,0,0.5,NA,22988,FantasyPros,16157,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sean Clifford,QB,GB,NA,0,0,6.5,NA,0,0,NA,0,0.1,NA,0,0,0.4,NA,20073,FantasyPros,16313,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Carson Wentz,QB,LAR,NA,0,0,9.5,NA,0,0.1,NA,0,0,NA,0,0,0.4,NA,15520,FantasyPros,12610,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mike White,QB,MIA,NA,0,0,8,NA,0,0,NA,0,0.3,NA,0,0,0.4,NA,17447,FantasyPros,13598,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mac Jones,QB,NE,NA,0,0,8.3,NA,0,0.1,NA,0,0.1,NA,0,0,0.4,NA,20156,FantasyPros,15241,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Taylor Heinicke,QB,ATL,NA,0,0,7.3,NA,0,0,NA,0,0,NA,0,0,0.4,NA,13932,FantasyPros,12476,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Teddy Bridgewater,QB,DET,NA,0,0,7.2,NA,0,0,NA,0,0,NA,0,0,0.3,NA,12088,FantasyPros,11640,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nick Mullens,QB,MIN,NA,0,0,6.5,NA,0,0,NA,0,0.2,NA,0,0,0.3,NA,16726,FantasyPros,13968,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Easton Stick,QB,LAC,NA,0,0,5.5,NA,0,0,NA,0,0,NA,0,0,0.3,NA,18446,FantasyPros,14069,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ryan Tannehill,QB,TEN,NA,0,0,7,NA,0,0.1,NA,0,0,NA,0,0,0.3,NA,11174,FantasyPros,10697,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sam Ehlinger,QB,IND,NA,0,0,5.3,NA,0,0,NA,0,0,NA,0,0,0.3,NA,19803,FantasyPros,15250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jarrett Stidham,QB,DEN,NA,0,0,6,NA,0,0,NA,0,0.1,NA,0,0,0.3,NA,18604,FantasyPros,14063,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Davis Mills,QB,HOU,NA,0,0,5.3,NA,0,0,NA,0,0.2,NA,0,0,0.3,NA,22799,FantasyPros,15252,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Blaine Gabbert,QB,KC,NA,0,0,5.1,NA,0,0,NA,0,0,NA,0,0,0.2,NA,9858,FantasyPros,10262,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Andy Dalton,QB,CAR,NA,0,0,4.8,NA,0,0,NA,0,0,NA,0,0,0.2,NA,9907,FantasyPros,10313,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Marcus Mariota,QB,PHI,NA,0,0,3.2,NA,0,0,NA,0,0.2,NA,0,0,0.2,NA,13890,FantasyPros,12141,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kyle Trask,QB,TB,NA,0,0,4.3,NA,0,0,NA,0,0,NA,0,0,0.2,NA,19800,FantasyPros,15242,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kyle Allen,QB,BUF,NA,0,0,4.3,NA,0,0,NA,0,0,NA,0,0,0.2,NA,17869,FantasyPros,13879,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Allen, Josh",QB,BUF,NA,33.7,22.1,254,NA,2,1,NA,6.7,38,NA,0.6,0.3,27,NA,NA,FantasySharks,13589,@KCC,0.6,0.7,0.3,0.1,0.1,0.2,1.4,4.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hurts, Jalen",QB,PHI,NA,31,20.5,237,NA,1.5,0.7,NA,10.6,42,NA,1,0.3,26.8,NA,NA,FantasySharks,14783,@DAL,0.5,0.3,0.3,0.2,0.1,0.1,2.7,4.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Prescott, Dak",QB,DAL,NA,39.3,26.5,299,NA,2.5,0.6,NA,3,13,NA,0.2,0,26.7,NA,NA,FantasySharks,12620,PHI,0.9,0.9,0.3,0.3,0.1,0,1.8,6.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mahomes, Patrick",QB,KCC,NA,37.3,25.2,278,NA,2.1,0.7,NA,4.2,23,NA,0.1,0.1,24.4,NA,NA,FantasySharks,13116,BUF,1.5,0.3,0,0.2,0.1,0,1.4,5.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tagovailoa, Tua",QB,MIA,NA,35,23.6,300,NA,2,0.7,NA,2.1,5,NA,0,0.3,22,NA,NA,FantasySharks,14778,TEN,0.6,0.4,0.2,0.2,0.2,0.3,1.6,4.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Herbert, Justin",QB,LAC,NA,37,25,255,NA,1.8,0.6,NA,4.2,16,NA,0.1,0.1,21.5,NA,NA,FantasySharks,14779,DEN,0.8,0.5,0.2,0.2,0,0.1,2.2,4.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Stroud, C.J.",QB,HOU,NA,32,21.6,272,NA,1.5,0.7,NA,4,16,NA,0.2,0.3,21.4,NA,NA,FantasySharks,16150,@NYJ,0.6,0.4,0.2,0.1,0.1,0.1,2.8,3.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Purdy, Brock",QB,SFO,NA,27.6,18.6,255,NA,1.8,0.5,NA,3,10,NA,0.1,0.1,21.1,NA,NA,FantasySharks,15698,SEA,0.7,0.4,0.3,0.2,0.1,0.2,1.9,3.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Jackson, Lamar",QB,BAL,NA,29,19,215,NA,1.2,0.5,NA,8.9,48,NA,0.3,0.4,20.7,NA,NA,FantasySharks,13593,LAR,0.5,0.5,0,0.1,0.1,0,2.5,3.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Fields, Justin",QB,CHI,NA,27.5,17.5,189,NA,1.2,0.8,NA,9,53,NA,0.3,0.3,19.9,NA,NA,FantasySharks,15238,DET,0.4,0.3,0.3,0.1,0,0.1,3,3.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Love, Jordan",QB,GBP,NA,31,19.4,220,NA,1.7,0.8,NA,3,16,NA,0.1,0,19.2,NA,NA,FantasySharks,14782,@NYG,0.8,0.4,0.2,0.2,0,0.1,2.1,3.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Goff, Jared",QB,DET,NA,34,23,251,NA,1.6,0.6,NA,2.2,3,NA,0.1,0.3,18.7,NA,NA,FantasySharks,12611,@CHI,0.7,0.2,0.4,0.2,0.1,0,1.6,3.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mayfield, Baker",QB,TBB,NA,36.3,23,243,NA,1.5,0.7,NA,3,10,NA,0,0.2,18.4,NA,NA,FantasySharks,13590,@ATL,0.8,0.1,0.3,0.1,0.2,0.1,2.2,4.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Wilson, Russell",QB,DEN,NA,28.9,18.8,205,NA,1.4,0.6,NA,5,23,NA,0.2,0.3,18.4,NA,NA,FantasySharks,10703,@LAC,0.6,0.4,0.2,0,0.1,0.1,3,4.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Stafford, Matthew",QB,LAR,NA,33,22.3,250,NA,1.5,0.9,NA,1.9,6,NA,0,0.1,18.2,NA,NA,FantasySharks,9431,@BAL,0.7,0.4,0.2,0.1,0,0.1,2.3,3.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lawrence, Trevor",QB,JAC,NA,29.3,19.8,217,NA,1.1,0.6,NA,4.4,19,NA,0.3,0.4,18.1,NA,NA,FantasySharks,15237,@CLE,0.5,0.3,0.3,0,0.1,0.1,2.1,3.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Browning, Jake",QB,CIN,NA,27.7,18.7,207,NA,1.3,0.6,NA,3.8,17,NA,0.1,0.1,17.5,NA,NA,FantasySharks,14358,IND,0.6,0.3,0.1,0.1,0,0.2,2.7,3.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Smith, Geno",QB,SEA,NA,31.2,20.7,229,NA,1.4,0.8,NA,2.9,12,NA,0.1,0.2,17.5,NA,NA,FantasySharks,11150,@SFO,0.6,0.3,0.2,0.1,0,0.1,2.6,2.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Minshew, Gardner",QB,IND,NA,34.9,21.8,234,NA,1,0.7,NA,2.6,7,NA,0.4,0.4,17.2,NA,NA,FantasySharks,14067,@CIN,0.3,0.3,0,0.3,0,0.2,2,4.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dobbs, Joshua",QB,MIN,NA,27.9,18.7,188,NA,1.2,0.9,NA,4.2,22,NA,0.4,0.5,16.9,NA,NA,FantasySharks,13119,@LVR,0.6,0.3,0.2,0,0,0.1,1.8,2.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Thompson-Robinson, Dorian",QB,CLE,NA,35.6,20,207,NA,1,0.8,NA,3.5,17,NA,0.1,0.2,15.2,NA,NA,FantasySharks,16158,JAC,0.4,0.4,0.1,0,0.1,0,2,3.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ridder, Desmond",QB,ATL,NA,28,17.2,191,NA,0.8,0.6,NA,4,18,NA,0.3,0.4,15.1,NA,NA,FantasySharks,15697,TBB,0.4,0.1,0.2,0,0,0.1,2.1,3.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
