player,team,pass_att,pass_comp,pass_yds,pass_tds,pass_int,rush_att,rush_yds,rush_tds,fumbles_lost,site_pts,src_id,data_src,pos,id,opp,pass_09_tds,pass_1019_tds,pass_2029_tds,pass_3039_tds,pass_4049_tds,pass_50_tds,sacks,scoring_opp,bye,draft_rank,pass_comp_pct,pass_rate,pct_owned,site_ci_low,site_ci_high,opp_rank,ranks_ovr,ranks_pos,FanDuel FP,fanduel_salary,fanduel_value,draftkings_site_points,draftkings_salary,draftkings_value,yahoo_site_points,two_pts
Patrick Mahomes II,KC,37.4,24.7,312.4,2.4,0.7,3.7,20.8,0.2,0.2,24.5,16413,FantasyPros,QB,13116,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lamar Jackson,BAL,29.3,18.6,211.8,1.6,0.7,10.1,62,0.4,0.2,22.7,17233,FantasyPros,QB,13593,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jalen Hurts,PHI,30.9,20,235.9,1.4,0.7,9.7,49,0.6,0.2,22.3,19275,FantasyPros,QB,14783,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Josh Allen,BUF,36.7,23.3,259.7,1.6,0.8,7.2,38.6,0.4,0.2,21.7,17298,FantasyPros,QB,13589,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Joe Burrow,CIN,37.9,25.3,275.9,1.9,0.8,3.9,13,0.2,0.1,20,19196,FantasyPros,QB,14777,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Geno Smith,SEA,33,22.4,254.5,2,0.7,3.6,19.5,0.1,0.2,19.8,11687,FantasyPros,QB,11150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Justin Fields,CHI,26.3,16.5,180.6,1.2,0.7,10.2,62.5,0.4,0.2,19.6,19781,FantasyPros,QB,15238,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Deshaun Watson,CLE,30.3,19.5,243.2,1.6,0.7,6.5,29,0.2,0.1,19.4,16398,FantasyPros,QB,13113,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Justin Herbert,LAC,37.8,25.4,279.1,1.8,0.8,3.8,10,0.1,0.1,18.9,18635,FantasyPros,QB,14779,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dak Prescott,DAL,33.8,22,257.4,1.8,0.8,3.6,15,0.2,0.2,19,15600,FantasyPros,QB,12620,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Trevor Lawrence,JAC,34.9,23.1,257.1,1.7,0.7,3.8,16,0.2,0.2,19,19780,FantasyPros,QB,15237,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Daniel Jones,NYG,33.6,21.9,224.8,1.3,0.8,6.8,39.5,0.3,0.2,18.7,18232,FantasyPros,QB,14059,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kirk Cousins,MIN,35.2,23.2,270.4,1.9,0.8,1.7,4,0.1,0.2,18.4,11177,FantasyPros,QB,10700,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Russell Wilson,DEN,31.5,20.2,237.8,1.7,0.6,3.9,18,0.2,0.1,18.4,11180,FantasyPros,QB,10703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tua Tagovailoa,MIA,35.8,23.4,272.4,1.8,0.8,2.4,8.8,0.1,0.2,18.2,19198,FantasyPros,QB,14778,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Anthony Richardson,IND,29.1,18.1,212.1,1.3,0.9,8.8,37.5,0.3,0.2,18.1,24347,FantasyPros,QB,16152,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jared Goff,DET,36.6,24,266.6,1.7,0.8,1.8,4,0.1,0.2,17.1,15501,FantasyPros,QB,12611,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Matthew Stafford,LAR,34.9,23.2,267.6,1.5,0.8,1.8,3,0.1,0.2,16.5,9451,FantasyPros,QB,9431,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Derek Carr,NO,32,21.2,250.9,1.6,0.7,2.1,4,0.1,0.1,16.1,12092,FantasyPros,QB,11644,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aaron Rodgers,NYJ,34.1,22.3,241.5,1.6,0.6,2.3,5,0.1,0.2,16,9001,FantasyPros,QB,7836,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sam Howell,WAS,30.6,19.7,212.9,1.3,0.7,5.1,23.7,0.2,0.2,16.1,23045,FantasyPros,QB,15693,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jimmy Garoppolo,LV,34.6,23.2,260.4,1.4,0.9,2.1,3,0.1,0.2,15.8,12208,FantasyPros,QB,11760,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jordan Love,GB,33.9,21.6,239.6,1.3,0.8,3.2,13.6,0.1,0.2,15.9,19246,FantasyPros,QB,14782,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Baker Mayfield,TB,34.8,21.8,245.7,1.4,0.9,2.9,11.6,0.1,0.2,15.8,17237,FantasyPros,QB,13590,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mac Jones,NE,34.2,22.5,235.3,1.4,0.8,3.1,8,0.1,0.2,15.3,20156,FantasyPros,QB,15241,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brock Purdy,SF,31.5,20.5,225.3,1.4,0.7,2.8,8,0.1,0.1,15,19797,FantasyPros,QB,15698,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kenny Pickett,PIT,33,21.3,218.2,1.2,0.8,3.9,17.4,0.2,0.1,15,22722,FantasyPros,QB,15692,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ryan Tannehill,TEN,30.6,19.9,227.5,1.2,0.7,2.8,11,0.1,0.1,14.6,11174,FantasyPros,QB,10697,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bryce Young,CAR,33.3,21.1,227.3,1.2,0.8,3.3,13.6,0.1,0.2,14.7,22900,FantasyPros,QB,16148,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C.J. Stroud,HOU,33.7,21.3,228.2,1.2,0.9,3.1,12.7,0.1,0.2,14.6,23071,FantasyPros,QB,16150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Desmond Ridder,ATL,28,17.7,198.5,1.1,0.7,2.9,14.5,0.1,0.2,13.7,20080,FantasyPros,QB,15697,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Joshua Dobbs,ARI,34.3,21.2,212.1,0.9,0.9,3.3,16.6,0.1,0.2,13.2,16417,FantasyPros,QB,13119,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Stetson Bennett,LAR,0,0,15.7,0,0.1,0,0.2,0,0,0.8,23927,FantasyPros,QB,16153,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Matt Corral,NE,0,0,11.5,0.1,0,0,0.4,0,0,0.7,23028,FantasyPros,QB,15691,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tyler Huntley,BAL,0,0,9.3,0,0.1,0,1.3,0,0,0.7,19297,FantasyPros,QB,14789,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sam Darnold,SF,0,0,11.2,0.1,0.1,0,0,0,0,0.6,17236,FantasyPros,QB,13592,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Zach Wilson,NYJ,0,0,11.9,0,0.1,0,0,0,0,0.6,22679,FantasyPros,QB,15239,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sean Clifford,GB,0,0,9.8,0.1,0.1,0,0,0,0,0.6,20073,FantasyPros,QB,16313,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kyle Trask,TB,0,0,10.8,0.1,0,0,0,0,0,0.6,19800,FantasyPros,QB,15242,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Clayton Tune,ARI,0,0,10.5,0,0.1,0,0.2,0,0,0.6,25227,FantasyPros,QB,16160,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Easton Stick,LAC,0,0,9.2,0,0,0,0,0,0,0.6,18446,FantasyPros,QB,14069,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Trey Lance,DAL,0,0,8.3,0,0,0,0.3,0,0,0.5,20082,FantasyPros,QB,15240,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Teddy Bridgewater,DET,0,0,10.6,0,0.1,0,0,0,0,0.5,12088,FantasyPros,QB,11640,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jacoby Brissett,WAS,0,0,6.4,0,0,0,0,0,0,0.4,15642,FantasyPros,QB,12616,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brian Hoyer,LV,0,0,6.9,0,0.1,0,0,0,0,0.4,9078,FantasyPros,QB,9714,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jarrett Stidham,DEN,0,0,6.1,0,0,0,0.1,0,0,0.4,18604,FantasyPros,QB,14063,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Blaine Gabbert,KC,0,0,7.8,0,0,0,0,0,0,0.4,9858,FantasyPros,QB,10262,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Marcus Mariota,PHI,0,0,6.1,0,0,0,0.1,0,0,0.4,13890,FantasyPros,QB,12141,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C.J. Beathard,JAC,0,0,6.4,0,0,0,0,0,0,0.3,16419,FantasyPros,QB,13125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Davis Mills,HOU,0,0,6.7,0,0,0,0,0,0,0.3,22799,FantasyPros,QB,15252,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kyle Allen,BUF,0,0,6.5,0,0,0,0,0,0,0.3,17869,FantasyPros,QB,13879,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nick Mullens,MIN,0,0,4.4,0,0,0,0,0,0,0.3,16726,FantasyPros,QB,13968,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Taylor Heinicke,ATL,0,0,5.6,0,0,0,0.1,0,0,0.3,13932,FantasyPros,QB,12476,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Andy Dalton,CAR,0,0,5.7,0,0,0,0,0,0,0.3,9907,FantasyPros,QB,10313,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Malik Willis,TEN,0,0,5.5,0,0,0,0.1,0,0,0.3,23499,FantasyPros,QB,15694,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gardner Minshew II,IND,0,0,5,0,0,0,0,0,0,0.2,18562,FantasyPros,QB,14067,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cooper Rush,DAL,0,0,4.3,0,0,0,0,0,0,0.2,16477,FantasyPros,QB,13124,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tyrod Taylor,NYG,0,0,4.4,0,0,0,0,0,0,0.2,10007,FantasyPros,QB,10413,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mike White,MIA,0,0,4.7,0,0,0,0,0,0,0.2,17447,FantasyPros,QB,13598,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jameis Winston,NO,0,0,3.6,0,0,0,0.2,0,0,0.2,13891,FantasyPros,QB,12140,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Drew Lock,SEA,0,0,3,0,0,0,0,0,0,0.2,18225,FantasyPros,QB,14057,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hurts, Jalen",PHI,32.1,20.7,248,1.4,0.4,9.2,42,0.9,0.2,27,NA,FantasySharks,QB,14783,@NEP,0.4,0.3,0.2,0.2,0.1,0.1,1.9,5.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mahomes, Patrick",KCC,37,25,291,2.4,0.5,3.5,20,0.2,0.1,26.9,NA,FantasySharks,QB,13116,DET,1.5,0.5,0.1,0.1,0.1,0.1,1.4,6.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Allen, Josh",BUF,32.7,20.7,235,1.9,1,8.6,52,0.4,0.2,25.5,NA,FantasySharks,QB,13589,@NYJ,0.7,0.7,0.2,0,0.1,0.1,2,4.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Jackson, Lamar",BAL,30,20,222,1.1,0.9,12,65,0.2,0.2,22.4,NA,FantasySharks,QB,13593,HOU,0.5,0.3,0.2,0,0.1,0,2.8,3.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cousins, Kirk",MIN,38.2,25.2,279,1.9,0.7,1.8,6,0.1,0.1,22,NA,FantasySharks,QB,10700,TBB,0.9,0.5,0.3,0,0.1,0.1,2.1,5.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Herbert, Justin",LAC,38.6,26,271,1.7,0.7,3.4,13,0.1,0.1,21.3,NA,FantasySharks,QB,14779,MIA,0.8,0.5,0.1,0.1,0.1,0.1,2.2,4.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Prescott, Dak",DAL,36.8,24,257,1.9,1.1,3.3,13,0.1,0.2,21,NA,FantasySharks,QB,12620,@NYG,1,0.5,0.2,0.2,0,0.1,1.7,4.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Fields, Justin",CHI,24,15,177,1.1,0.9,11.7,70,0.3,0.2,20.8,NA,FantasySharks,QB,15238,GBP,0.4,0.4,0,0.1,0.1,0.1,3.5,2.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Garoppolo, Jimmy",LVR,34.8,22.2,259,1.8,0.6,1.7,5,0.1,0,20.4,NA,FantasySharks,QB,11760,@DEN,0.7,0.4,0.1,0.4,0.1,0.1,1.3,4.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Smith, Geno",SEA,32.7,22,238,1.7,0.7,3.6,20,0.1,0.2,20,NA,FantasySharks,QB,11150,LAR,0.6,0.4,0.2,0.3,0.1,0.1,2.9,3.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lawrence, Trevor",JAC,38.2,24.6,253,1.2,0.5,3.5,17,0.2,0.4,19.7,NA,FantasySharks,QB,15237,@IND,0.6,0.3,0.2,0,0,0.1,1.6,3.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Burrow, Joe",CIN,30,20.3,225,1.6,0.9,5,20,0.2,0.2,19.4,NA,FantasySharks,QB,14777,@CLE,0.5,0.4,0.3,0.1,0.1,0.2,3.6,3.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tagovailoa, Tua",MIA,31,20.9,252,1.6,0.7,2.5,10,0.1,0.1,19.3,NA,FantasySharks,QB,14778,@LAC,0.7,0.3,0.1,0.1,0.1,0.3,1.7,3.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Goff, Jared",DET,36.2,23.9,261,1.6,0.4,1.3,4,0,0.3,18.9,NA,FantasySharks,QB,12611,@KCC,0.9,0.2,0.2,0.1,0.1,0.1,1.6,3.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Love, Jordan",GBP,31.7,20.6,225,1.6,0.5,2.1,6,0.1,0.1,18.5,NA,FantasySharks,QB,14782,@CHI,0.6,0.4,0.4,0.1,0,0.2,1.4,4.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Stafford, Matthew",LAR,33.6,22.2,243,1.6,1,2.3,5,0.1,0.2,18.4,NA,FantasySharks,QB,9431,@SEA,0.9,0.4,0.1,0,0,0.2,2.7,4.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Watson, Deshaun",CLE,30,20.3,220,1.2,0.7,5,25,0.2,0.1,18.2,NA,FantasySharks,QB,13113,CIN,0.5,0.4,0.1,0.1,0.1,0,2.9,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mayfield, Baker",TBB,38.9,24.5,247,1.4,0.8,1.9,4,0.1,0.2,17.7,NA,FantasySharks,QB,13590,@MIN,1,0.2,0.1,0.1,0,0.1,2.2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Jones, Daniel",NYG,31,19.9,193,0.9,0.5,6.1,33,0.3,0.2,17.6,NA,FantasySharks,QB,14059,DAL,0.6,0,0.1,0.1,0,0.1,2.5,2.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Wilson, Russell",DEN,30,20,220,1.1,0.7,3.1,15,0.2,0.2,17.2,NA,FantasySharks,QB,10703,LVR,0.4,0.3,0.3,0.1,0,0.1,3.1,2.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Richardson, Anthony",IND,30,19.2,195,1.1,0.7,6,35,0.1,0.3,16.8,NA,FantasySharks,QB,16152,JAC,0.5,0.3,0.1,0.1,0.1,0.1,2.6,3.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ridder, Desmond",ATL,32.2,20.7,219,1.1,0.3,3.6,16,0.1,0.3,16.8,NA,FantasySharks,QB,15697,CAR,0.7,0.2,0.1,0,0.1,0,1.7,3.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Purdy, Brock",SFO,25,16.9,202,1.5,0.5,2.8,4,0.1,0.1,16.6,NA,FantasySharks,QB,15698,@PIT,0.7,0.1,0.2,0.3,0.1,0.1,1.9,3.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Carr, Derek",NOS,30.6,19.2,223,1.4,0.9,1.8,6,0,0,16.5,NA,FantasySharks,QB,11644,TEN,0.5,0.3,0.2,0.3,0.1,0.1,2.2,3.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Jones, Mac",NEP,31,20.4,216,1.3,0.8,3,7,0,0.1,15.9,NA,FantasySharks,QB,15241,PHI,0.7,0.2,0.2,0.1,0.2,0,2.2,3.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Howell, Sam",WAS,28.2,17.5,197,1.1,1,3.4,16,0.2,0.4,15.8,NA,FantasySharks,QB,15693,ARI,0.4,0.4,0.1,0.1,0.1,0,2.7,3.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pickett, Kenny",PIT,33.5,20.9,208,0.7,0.5,3.6,13,0.2,0.1,15.7,NA,FantasySharks,QB,15692,SFO,0.3,0.3,0.1,0.1,0,0,1.8,3.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Rodgers, Aaron",NYJ,31.1,19.3,209,1.1,0.8,2.5,8,0.1,0.3,15.1,NA,FantasySharks,QB,7836,BUF,0.5,0.2,0.2,0.1,0,0.1,2.2,3.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tannehill, Ryan",TEN,26.1,17,187,0.9,0.8,3.6,14,0.3,0.2,15,NA,FantasySharks,QB,10697,@NOS,0.4,0.3,0.1,0,0,0.1,3.1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Young, Bryce",CAR,24.9,14.7,176,0.8,0.7,3.8,16,0.3,0.3,14.1,NA,FantasySharks,QB,16148,@ATL,0.2,0.2,0.2,0,0,0.1,2.1,2.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Murray, Kyler",ARI,26,17.1,170,0.9,0.9,4.2,22,0.1,0.2,13.8,NA,FantasySharks,QB,14056,@WAS,0.5,0.1,0.2,0.1,0.1,0,2.9,2.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Stroud, C.J.",HOU,28.1,17.4,173,0.9,0.9,2.7,12,0.2,0.2,13.1,NA,FantasySharks,QB,16150,@BAL,0.4,0.2,0.2,0,0.1,0,2.2,2.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mills, Davis",HOU,11.8,7.4,80,0.4,0.4,1.1,4,0.1,0.1,6.1,NA,FantasySharks,QB,15252,@BAL,0.2,0.2,0.1,0,0,0,0.6,1.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
