player,pos,team,games,rec_tgt,rec,rec_yds,rec_yds_g,rec_avg,rec_tds,rush_att,rush_yds,rush_avg,rush_tds,fumbles_lost,site_pts,site_fppg,src_id,data_src,id,opp,rec_rz_tgt,rec_09_tds,rec_1019_tds,rec_2029_tds,rec_3039_tds,rec_4049_tds,rec_50_tds,return_yds,scoring_opp,bye,draft_rank,misc_tds,misc_yds,pct_owned,site_ci_low,site_ci_high,opp_rank,ranks_ovr,ranks_pos,FanDuel FP,draftkings_site_points,draftkings_salary,draftkings_value,yahoo_site_points,yahoo_salary,yahoo_value,return_tds
Alec Pierce,WR,IND,NA,2.1,2.1,31.4,NA,NA,0.2,0,0,NA,0,0,4.12,NA,16842,FleaFlicker,15768,PITSat 4:30 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,WR97,0.2,31.4,30%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
JuJu Smith-Schuster,WR,NE,NA,3,3,32.3,NA,NA,0.1,0.1,0.6,NA,0,0,4.08,NA,12950,FleaFlicker,13156,KCSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,WR83,0.1,32.8,47%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Treylon Burks,WR,TEN,NA,2.3,2.3,31,NA,NA,0.1,0.1,1.2,NA,0,0,4.08,NA,16803,FleaFlicker,15752,HOUSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,WR86,0.1,32.1,52%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Robert Woods,WR,HOU,NA,2.5,2.5,30.5,NA,NA,0.2,0,0.1,NA,0,0,4,NA,9338,FleaFlicker,11228,@TENSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,WR73,0.2,30.6,32%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Parker Washington,WR,JAC,NA,2.6,2.6,31.4,NA,NA,0.1,0,0.1,NA,0,0,3.95,NA,17738,FleaFlicker,16192,BALSun 8:20 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,0.1,31.5,20%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Josh Reynolds,WR,DET,NA,2,2,27.7,NA,NA,0.2,0,0,NA,0,0,3.93,NA,13029,FleaFlicker,13168,DENSat 8:15 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,WR74,0.2,27.8,37%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IRDJoshua Palmer,WR,LAC,NA,2.5,2.5,30.6,NA,NA,0.1,0,0,NA,0,0,3.92,NA,16292,FleaFlicker,15319,@LVThu 8:15 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,WR64,0.1,30.6,42%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Darnell Mooney,WR,CHI,NA,2.2,2.2,30,NA,NA,0.1,0,0.3,NA,0,0,3.91,NA,15658,FleaFlicker,14974,@CLESun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,WR67,0.1,30.3,47%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Khalil Shakir,WR,BUF,NA,2.1,2.1,29.5,NA,NA,0.2,0,0.1,NA,0,0,3.9,NA,16947,FleaFlicker,15761,DALSun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,WR52,0.2,29.6,32%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tutu Atwell,WR,LAR,NA,1.8,1.8,25.8,NA,NA,0.2,0.4,2.4,NA,0,0,3.88,NA,16326,FleaFlicker,15301,WASSun 4:05 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,WR60,0.2,28.2,45%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Quentin Johnston,WR,LAC,NA,2.3,2.3,28.4,NA,NA,0.2,0,0.1,NA,0,0,3.8,NA,17593,FleaFlicker,16188,@LVThu 8:15 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,WR61,0.2,28.5,56%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Marquez Valdes-Scantling,WR,KC,NA,1.8,1.8,27.8,NA,NA,0.2,0,0,NA,0,0,3.78,NA,13952,FleaFlicker,13793,@NESun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,WR84,0.2,27.8,25%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rondale Moore,WR,ARI,NA,2.2,2.2,21,NA,NA,0.1,1.4,8.1,NA,0.1,0,3.71,NA,16327,FleaFlicker,15283,SFSun 4:05 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,WR70,0.1,29.1,45%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
John Metchie,WR,HOU,NA,2.1,2.1,28.3,NA,NA,0.1,0,0.3,NA,0,0,3.68,NA,16849,FleaFlicker,15759,@TENSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,WR92,0.1,28.5,21%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nick Westbrook-Ikhine,WR,TEN,NA,2,2,26.5,NA,NA,0.2,0,0,NA,0,0,3.59,NA,16192,FleaFlicker,15109,HOUSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,0.2,26.6,17%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
K.J. Osborn,WR,MIN,NA,2.4,2.4,26.5,NA,NA,0.2,0,0.1,NA,0,0,3.58,NA,15695,FleaFlicker,14977,@CINSat 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,WR68,0.2,26.6,36%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tyquan Thornton,WR,NE,NA,2.1,2.1,26,NA,NA,0.1,0.3,1.7,NA,0,0,3.47,NA,16835,FleaFlicker,15787,KCSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0.1,27.7,14%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kadarius Toney,WR,KC,NA,1.9,1.9,18.3,NA,NA,0.1,1.1,7,NA,0.1,0,3.46,NA,16251,FleaFlicker,15289,@NESun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,WR88,0.2,25.3,43%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Marvin Mims,WR,DEN,NA,1.7,1.7,21.7,NA,NA,0.1,0.6,3.4,NA,0,0,3.45,NA,17631,FleaFlicker,16189,@DETSat 8:15 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,WR65,0.2,25.2,36%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jameson Williams,WR,DET,NA,1.6,1.6,22.2,NA,NA,0.1,0.4,2.3,NA,0,0,3.39,NA,16830,FleaFlicker,15756,DENSat 8:15 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,WR57,0.2,24.5,61%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Richie James,WR,KC,NA,2,2,23,NA,NA,0.2,0,0,NA,0,0,3.3,NA,14009,FleaFlicker,13724,@NESun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0.2,23,7%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hunter Renfrow,WR,LV,NA,2.6,2.6,26.6,NA,NA,0.1,0,0,NA,0,0,3.28,NA,14836,FleaFlicker,14123,LACThu 8:15 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,WR91,0.1,26.6,21%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A.T. Perry,WR,NO,NA,1.7,1.7,22.7,NA,NA,0.1,0,0.1,NA,0,0,3.11,NA,17771,FleaFlicker,16196,NYGSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,WR75,0.1,22.8,20%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Xavier Gipson,WR,NYJ,NA,1.8,1.8,22,NA,NA,0.1,0.5,2.3,NA,0,0,3.01,NA,18085,FleaFlicker,16416,@MIASun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,0.1,24.3,12%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jauan Jennings,WR,SF,NA,1.5,1.5,20.5,NA,NA,0.1,0,0,NA,0,0,2.87,NA,15751,FleaFlicker,14860,@ARISun 4:05 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,WR96,0.1,20.6,9%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jalen Tolbert,WR,DAL,NA,1.6,1.6,19.6,NA,NA,0.1,0,0,NA,0,0,2.78,NA,16872,FleaFlicker,15788,@BUFSun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,WR76,0.1,19.6,13%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kalif Raymond,WR,DET,NA,1.4,1.4,17.9,NA,NA,0.1,0.4,2.4,NA,0,0,2.73,NA,12441,FleaFlicker,13066,DENSat 8:15 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,WR94,0.1,20.3,17%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nelson Agholor,WR,BAL,NA,1.4,1.4,19.9,NA,NA,0.1,0,0,NA,0,0,2.69,NA,11178,FleaFlicker,12181,@JACSun 8:20 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,0.1,19.9,14%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Skyy Moore,WR,KC,NA,1.6,1.6,18.8,NA,NA,0.1,0.1,0.8,NA,0,0,2.66,NA,16854,FleaFlicker,15766,@NESun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,WR87,0.1,19.6,45%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cedric Tillman,WR,CLE,NA,1.6,1.6,19.1,NA,NA,0.1,0,0.1,NA,0,0,2.44,NA,17643,FleaFlicker,16191,CHISun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,WR77,0.1,19.2,21%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
River Cracraft,WR,MIA,NA,1.2,1.2,16,NA,NA,0.1,0,0.1,NA,0,0,2.31,NA,13732,FleaFlicker,13862,NYJSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0.1,16.1,3%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Isaiah Hodgins,WR,NYG,NA,1.4,1.4,16.6,NA,NA,0.1,0,0,NA,0,0,2.3,NA,15625,FleaFlicker,14849,@NOSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,0.1,16.6,12%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Allen Robinson,WR,PIT,NA,1.7,1.7,16.9,NA,NA,0.1,0,0,NA,0,0,2.27,NA,10305,FleaFlicker,11678,@INDSat 4:30 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,0.1,17,19%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Greg Dortch,WR,ARI,NA,1.6,1.6,18,NA,NA,0.1,0,0.3,NA,0,0,2.23,NA,14935,FleaFlicker,14108,SFSun 4:05 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,WR85,0.1,18.3,16%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jalen Guyton,WR,LAC,NA,1.2,1.2,16.9,NA,NA,0.1,0,0.1,NA,0,0,2.22,NA,15260,FleaFlicker,14337,@LVThu 8:15 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,0.1,17,12%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Justin Watson,WR,KC,NA,1.2,1.2,16.3,NA,NA,0.1,0,0,NA,0,0,2.21,NA,13851,FleaFlicker,13776,@NESun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,WR66,0.1,16.3,19%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sterling Shepard,WR,NYG,NA,1.6,1.6,16.4,NA,NA,0.1,0,0,NA,0,0,2.16,NA,12058,FleaFlicker,12658,@NOSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,0.1,16.4,8%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KaVontae Turpin,WR,DAL,NA,1.1,1.1,12.3,NA,NA,0.1,0.5,2.9,NA,0,0,2.16,NA,17558,FleaFlicker,15981,@BUFSun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,0.1,15.2,7%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IRJamal Agnew,WR,JAC,NA,1.3,1.3,13.5,NA,NA,0.1,0,1.9,NA,0,0,2.09,NA,13024,FleaFlicker,13308,BALSun 8:20 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,0.1,15.5,4%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Allen Lazard,WR,NYJ,NA,1.3,1.3,16.9,NA,NA,0.1,0,0.1,NA,0,0,2.05,NA,14059,FleaFlicker,13632,@MIASun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,WR100,0.1,17,45%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lynn Bowden,WR,NO,NA,1.1,1.1,12.5,NA,NA,0.1,0.6,3.4,NA,0,0,2.05,NA,15579,FleaFlicker,14843,NYGSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0.1,15.9,3%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jake Bobo,WR,SEA,NA,1.2,1.2,14.9,NA,NA,0.1,0,0.4,NA,0,0,2.05,NA,18001,FleaFlicker,16393,PHIMon 8:15 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,WR99,0.1,15.2,15%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Van Jefferson,WR,ATL,NA,1,1,14.9,NA,NA,0.1,0,0.2,NA,0,0,2.03,NA,15564,FleaFlicker,14858,@CARSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,WR98,0.1,15.1,18%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chris Moore,WR,TEN,NA,1.1,1.1,14.1,NA,NA,0.1,0.1,0.8,NA,0,0,1.95,NA,12153,FleaFlicker,12773,HOUSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,0.1,14.9,5%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OUTEquanimeous St.,WR,WR,NA,1,1,14,NA,NA,0.1,0,0.6,NA,0,0,1.92,NA,13949,FleaFlicker,13637,@CLESun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,0.1,14.6,2%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Deven Thompkins,WR,TB,NA,0.9,0.9,9.3,NA,NA,0.1,0.9,4.6,NA,0,0,1.91,NA,17499,FleaFlicker,15977,@GBSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,0.1,13.9,5%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Malik Heath,WR,GB,NA,1.1,1.1,13.7,NA,NA,0.1,0,0,NA,0,0,1.89,NA,17992,FleaFlicker,16413,TBSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,0.1,13.7,3%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tre Tucker,WR,LV,NA,0.9,0.9,11.8,NA,NA,0.1,0.5,2.6,NA,0,0,1.84,NA,17635,FleaFlicker,16287,LACThu 8:15 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,WR93,0.1,14.3,11%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OUTJason Brownlee,WR,NYJ,NA,1.2,1.2,13.4,NA,NA,0.1,0,0,NA,0,0,1.8,NA,18091,FleaFlicker,16423,@MIASun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,0.1,13.4,3%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KhaDarel Hodge,WR,ATL,NA,1,1,13.4,NA,NA,0.1,0,0.2,NA,0,0,1.77,NA,14600,FleaFlicker,13963,@CARSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0.1,13.6,2%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alex Erickson,WR,LAC,NA,1.1,1.1,13.4,NA,NA,0.1,0,0.1,NA,0,0,1.75,NA,12334,FleaFlicker,12913,@LVThu 8:15 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,0.1,13.4,0%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dyami Brown,WR,WAS,NA,1,1,13,NA,NA,0.1,0,0.2,NA,0,0,1.72,NA,16309,FleaFlicker,15292,@LARSun 4:05 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,0.1,13.3,6%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CeeDee Lamb,WR,DAL,NA,NA,7.48,93.94,NA,NA,0.57,0.64,3.87,NA,0.02,NA,13.27,NA,ceedee-lamb,NumberFire,14832,BUF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.49,21.05,#13,26,1,16.98,20.77,9200,2.26,16.98,39,0.44,NA
Tyreek Hill,WR,MIA,NA,NA,6.1,85.91,NA,NA,0.57,0.68,3.88,NA,0.03,NA,12.56,NA,tyreek-hill,NumberFire,12801,NYJ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.03,20.09,#4,33,2,15.61,18.68,9900,1.89,15.61,41,0.38,NA
Amon-Ra St. Brown,WR,DET,NA,NA,6.66,83.86,NA,NA,0.5,0.57,3.06,NA,0.02,NA,11.83,NA,amon-ra-st-brown,NumberFire,15287,DEN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.56,19.1,#24,43,3,15.12,18.47,7900,2.34,15.12,33,0.46,NA
Cooper Kupp,WR,LA,NA,NA,5.69,76.33,NA,NA,0.62,0.29,1.86,NA,0.01,NA,11.61,NA,cooper-kupp,NumberFire,13164,WSH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.41,18.81,#32,45,4,14.4,17.28,7800,2.22,14.4,25,0.58,NA
Puka Nacua,WR,LA,NA,NA,5.43,78.35,NA,NA,0.53,0.58,3.72,NA,0.03,NA,11.55,NA,puka-nacua,NumberFire,16211,WSH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.37,18.73,#32,46,5,14.24,16.99,7300,2.33,14.24,25,0.57,NA
Deebo Samuel,WR,SF,NA,NA,4.69,61.72,NA,NA,0.41,2.32,13.89,NA,0.21,NA,11.12,NA,deebo-samuel,NumberFire,14136,ARI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.1,18.14,#31,49,6,13.43,15.88,7700,2.06,13.43,30,0.45,NA
Brandon Aiyuk,WR,SF,NA,NA,5.24,78.93,NA,NA,0.52,0,0,NA,0,NA,10.93,NA,brandon-aiyuk,NumberFire,14840,ARI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.97,17.89,#31,53,7,13.55,16.22,7200,2.25,13.55,28,0.48,NA
A.J. Brown,WR,PHI,NA,NA,6.16,78.25,NA,NA,0.52,0,0,NA,0,NA,10.89,NA,a-j-brown,NumberFire,14104,SEA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.95,17.83,#28,54,8,13.95,17.08,8600,1.99,13.95,32,0.44,NA
Stefon Diggs,WR,BUF,NA,NA,6.42,74.41,NA,NA,0.57,0,0,NA,0,NA,10.77,NA,stefon-diggs,NumberFire,12186,DAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.87,17.67,#3,56,9,13.99,17.25,8400,2.05,13.99,32,0.44,NA
Michael Pittman Jr.,WR,IND,NA,NA,6.5,76.06,NA,NA,0.42,0,0,NA,0,NA,10.03,NA,michael-pittman-jr,NumberFire,14842,PIT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.39,16.67,#10,63,10,13.3,16.6,7300,2.27,13.3,26,0.51,NA
Mike Evans,WR,TB,NA,NA,4.92,70.73,NA,NA,0.43,0,0,NA,0,NA,9.64,NA,mike-evans,NumberFire,11671,GB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.14,16.14,#17,66,11,12.13,14.59,7500,1.95,12.13,29,0.42,NA
Ja'Marr Chase,WR,CIN,NA,NA,6.15,69.6,NA,NA,0.41,0,0,NA,0,NA,9.38,NA,ja-marr-chase,NumberFire,15281,MIN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.97,15.79,#6,69,12,12.42,15.54,7600,2.04,12.42,35,0.35,NA
D.J. Moore,WR,CHI,NA,NA,4.69,66.76,NA,NA,0.28,1.22,7.07,NA,0.04,NA,9.32,NA,d-j-moore-1,NumberFire,13635,CLE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.93,15.71,#2,70,13,11.63,13.99,6900,2.03,11.63,26,0.45,NA
D.K. Metcalf,WR,SEA,NA,NA,4.56,63.92,NA,NA,0.43,0,0,NA,0,NA,8.94,NA,dk-metcalf,NumberFire,14102,PHI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.68,15.2,#27,72,14,11.19,13.51,6500,2.08,11.19,25,0.45,NA
Keenan Allen,WR,LAC,NA,NA,6.7,74.16,NA,NA,0.23,0,0,NA,0,NA,8.73,NA,keenan-allen-1,NumberFire,11222,LV,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.55,14.91,#19,75,15,12.07,15.47,8200,1.89,12.07,33,0.37,NA
DeAndre Hopkins,WR,TEN,NA,NA,4.77,65.04,NA,NA,0.33,0.29,1.65,NA,0.01,NA,8.65,NA,deandre-hopkins-1,NumberFire,11232,HOU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.5,14.8,#22,77,16,11.01,13.45,6200,2.17,11.01,21,0.52,NA
DeVonta Smith,WR,PHI,NA,NA,5.41,64.65,NA,NA,0.36,0,0,NA,0,NA,8.59,NA,devonta-smith,NumberFire,15282,SEA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.46,14.72,#28,78,17,11.29,14.03,7200,1.95,11.29,26,0.43,NA
Zay Flowers,WR,BAL,NA,NA,4.86,57.52,NA,NA,0.36,0.79,4.52,NA,0.04,NA,8.55,NA,zay-flowers,NumberFire,16190,JAC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.43,14.67,#14,79,18,11.01,13.46,5700,2.36,11.01,24,0.46,NA
Chris Olave,WR,NO,NA,NA,5.33,68.4,NA,NA,0.26,0,0,NA,0,NA,8.33,NA,chris-olave,NumberFire,15754,NYG,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.29,14.37,#16,83,19,11.01,13.71,7100,1.93,11.01,24,0.46,NA
Davante Adams,WR,LV,NA,NA,4.82,61.66,NA,NA,0.36,0,0,NA,0,NA,8.32,NA,davante-adams,NumberFire,11675,LAC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.28,14.36,#29,84,20,10.74,13.16,7400,1.78,10.74,24,0.45,NA
Courtland Sutton,WR,DEN,NA,NA,4.4,59.1,NA,NA,0.39,0,0,NA,0,NA,8.2,NA,courtland-sutton,NumberFire,13630,DET,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.2,14.2,#23,85,21,10.37,12.62,6400,1.97,10.37,22,0.47,NA
Tyler Lockett,WR,SEA,NA,NA,4.67,54.68,NA,NA,0.4,0,0,NA,0,NA,7.81,NA,tyler-lockett,NumberFire,12187,PHI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.95,13.67,#27,87,22,10.16,12.53,5400,2.32,10.16,21,0.48,NA
Amari Cooper,WR,CLE,NA,NA,4.23,59.22,NA,NA,0.29,0,0,NA,0,NA,7.59,NA,amari-cooper,NumberFire,12175,CHI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.81,13.37,#18,90,23,9.72,11.87,6000,1.98,9.72,21,0.46,NA
Jaylen Waddle,WR,MIA,NA,NA,4.12,56.01,NA,NA,0.3,0,0,NA,0,NA,7.37,NA,jaylen-waddle,NumberFire,15284,NYJ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.67,13.07,#4,94,24,9.46,11.53,7400,1.56,9.46,24,0.39,NA
Calvin Ridley,WR,JAC,NA,NA,4.18,49.08,NA,NA,0.31,0.57,2.68,NA,0.02,NA,7.13,NA,calvin-ridley,NumberFire,13629,BAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.51,12.75,#1,97,25,9.21,11.33,6200,1.83,9.21,23,0.4,NA
Rashee Rice,WR,KC,NA,NA,4.46,49.75,NA,NA,0.34,0,0,NA,0,NA,6.96,NA,rashee-rice,NumberFire,16194,NE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.4,12.52,#12,98,26,9.21,11.47,6100,1.88,9.21,19,0.48,NA
Drake London,WR,ATL,NA,NA,4.37,56.51,NA,NA,0.23,0,0,NA,0,NA,6.94,NA,drake-london,NumberFire,15751,CAR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.39,12.49,#30,100,27,9.16,11.38,5400,2.11,9.16,18,0.51,NA
Terry McLaurin,WR,WSH,NA,NA,4.13,52.3,NA,NA,0.28,0,0,NA,0,NA,6.91,NA,terry-mclaurin,NumberFire,14109,LA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.37,12.45,#21,101,28,8.98,11.05,5600,1.97,8.98,21,0.43,NA
Jerry Jeudy,WR,DEN,NA,NA,3.74,50.73,NA,NA,0.31,0,0,NA,0,NA,6.89,NA,jerry-jeudy,NumberFire,14833,DET,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.35,12.43,#23,102,29,8.78,10.67,4700,2.27,8.78,15,0.59,NA
