player,pos,team,games,rush_att,rush_yds,rush_avg,rush_tds,rec_tgt,rec,rec_yds,rec_yds_g,rec_avg,rec_tds,fumbles_lost,site_pts,site_fppg,src_id,data_src,id,opp,rush_09_tds,rush_1019_tds,rush_2029_tds,rush_3039_tds,rush_4049_tds,rush_50_tds,rec_rz_tgt,rush_50_yds,rush_100_yds,return_yds,scoring_opp,bye,draft_rank,misc_tds,misc_yds,pct_owned,site_ci_low,site_ci_high,opp_rank,ranks_ovr,ranks_pos,FanDuel FP,draftkings_site_points,yahoo_site_points,yahoo_salary,yahoo_value,return_tds,two_pts
Leonard Fournette,RB,BUF,NA,7.88,31.33,NA,0.21,NA,1.52,10.51,NA,NA,0.07,NA,5.88,NA,leonard-fournette,NumberFire,13129,NE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.63,11.13,#12,127,43,6.6,7.37,6.6,14,0.47,NA,NA
Jaleel McLaughlin,RB,DEN,NA,5.65,24.18,NA,0.15,NA,2.09,14.4,NA,NA,0.1,NA,5.34,NA,jaleel-mclaughlin,NumberFire,16390,LAC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.26,10.42,#30,135,44,6.36,7.43,6.36,NA,NA,NA,NA
Justice Hill,RB,BAL,NA,6.46,26.33,NA,0.19,NA,1.63,11.24,NA,NA,0.07,NA,5.22,NA,justice-hill,NumberFire,14086,MIA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.18,10.26,#4,138,45,5.99,6.88,5.99,10,0.6,NA,NA
D'Onta Foreman,RB,CHI,NA,8.16,33.85,NA,0.19,NA,0.74,6.05,NA,NA,0.03,NA,5.22,NA,d-onta-foreman,NumberFire,13134,ATL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.18,10.26,#5,138,45,5.58,6,5.58,15,0.37,NA,NA
Rhamondre Stevenson,RB,NE,NA,6.49,28.68,NA,0.12,NA,1.55,10.38,NA,NA,0.04,NA,4.82,NA,rhamondre-stevenson,NumberFire,15259,BUF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.09,9.73,#11,153,47,5.54,6.37,5.54,27,0.21,NA,NA
Zack Moss,RB,IND,NA,6.41,27.03,NA,0.18,NA,1.08,7.38,NA,NA,0.04,NA,4.82,NA,zack-moss,NumberFire,14798,LV,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.09,9.73,#14,153,47,5.3,5.84,5.3,16,0.33,NA,NA
Cordarrelle Patterson,RB,ATL,NA,5.4,24.79,NA,0.15,NA,1.25,10.87,NA,NA,0.05,NA,4.71,NA,cordarrelle-patterson-1,NumberFire,11225,CHI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.16,9.58,#15,157,49,5.31,5.98,5.31,15,0.35,NA,NA
Zach Charbonnet,RB,SEA,NA,6.01,24.5,NA,0.15,NA,1.45,10.08,NA,NA,0.06,NA,4.7,NA,zach-charbonnet,NumberFire,16169,PIT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.17,9.57,#10,159,50,5.42,6.16,5.42,NA,NA,NA,NA
Roschon Johnson,RB,CHI,NA,4.62,18.78,NA,0.1,NA,2.15,14.8,NA,NA,0.09,NA,4.44,NA,roschon-johnson,NumberFire,16175,ATL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.34,9.22,#5,164,51,5.51,6.62,5.51,NA,NA,NA,NA
Brian Robinson,RB,WSH,NA,6.43,25.91,NA,0.15,NA,1.04,8.13,NA,NA,0.04,NA,4.41,NA,brian-robinson,NumberFire,15716,SF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.36,9.18,#8,165,52,4.94,5.52,4.94,22,0.22,NA,NA
Samaje Perine,RB,DEN,NA,3.05,12.79,NA,0.08,NA,2.24,18.66,NA,NA,0.11,NA,4.17,NA,samaje-perine,NumberFire,13133,LAC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.53,8.87,#30,171,53,5.33,6.49,5.33,15,0.36,NA,NA
Miles Sanders,RB,CAR,NA,5.81,26.97,NA,0.12,NA,1.3,7.09,NA,NA,0.03,NA,4.16,NA,miles-sanders,NumberFire,14079,JAC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.53,8.85,#17,173,54,4.8,5.53,4.8,25,0.19,NA,NA
Chase Edmonds,RB,TB,NA,5.7,24.18,NA,0.15,NA,0.79,5.48,NA,NA,0.04,NA,4.13,NA,chase-edmonds,NumberFire,13726,NO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.55,8.81,#9,174,55,4.5,4.9,4.5,12,0.38,NA,NA
Dameon Pierce,RB,HOU,NA,6.17,23.77,NA,0.16,NA,0.62,4.64,NA,NA,0.03,NA,3.95,NA,dameon-pierce,NumberFire,15717,TEN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.67,8.57,#23,178,56,4.25,4.58,4.25,NA,NA,NA,NA
Israel Abanikanda,RB,NYJ,NA,6.63,27.33,NA,0.12,NA,0.63,4.38,NA,NA,0.02,NA,3.91,NA,israel-abanikanda,NumberFire,16168,CLE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.7,8.52,#1,181,57,4.23,4.59,4.23,NA,NA,NA,NA
Kenneth Gainwell,RB,PHI,NA,4.34,18,NA,0.16,NA,1.24,8.24,NA,NA,0.06,NA,3.81,NA,kenneth-gainwell,NumberFire,15255,ARI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.77,8.39,#32,184,58,4.46,5.13,4.46,12,0.37,NA,NA
Chase Brown,RB,CIN,NA,5.77,23.64,NA,0.12,NA,0.8,5.86,NA,NA,0.02,NA,3.76,NA,chase-brown,NumberFire,16181,KC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.8,8.32,#6,186,59,4.11,4.55,4.11,NA,NA,NA,NA
Jamaal Williams,RB,NO,NA,5.49,22.28,NA,0.13,NA,0.9,5.65,NA,NA,0.03,NA,3.71,NA,jamaal-williams,NumberFire,13139,TB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.83,8.25,#18,187,60,4.14,4.62,4.14,26,0.16,NA,NA
Emari Demercado,RB,ARI,NA,4.5,18.46,NA,0.1,NA,1.41,9.33,NA,NA,0.04,NA,3.58,NA,emari-demercado,NumberFire,16385,PHI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.92,8.08,#25,191,61,4.3,5.02,4.3,NA,NA,NA,NA
Rico Dowdle,RB,DAL,NA,3.99,16.09,NA,0.12,NA,1.23,8.96,NA,NA,0.06,NA,3.58,NA,rico-dowdle,NumberFire,14823,DET,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.92,8.08,#22,191,61,4.18,4.81,4.18,10,0.42,NA,NA
Isaiah Spiller,RB,LAC,NA,6.4,26.1,NA,0.11,NA,0.25,1.71,NA,NA,0.01,NA,3.44,NA,isaiah-spiller,NumberFire,15709,DEN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.02,7.9,#24,198,63,3.55,3.71,3.55,10,0.36,NA,NA
Matt Breida,RB,NYG,NA,4.26,18.89,NA,0.09,NA,1.19,8.71,NA,NA,0.04,NA,3.44,NA,matt-breida,NumberFire,13378,LA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.02,7.9,#19,198,63,4.04,4.68,4.04,11,0.37,NA,NA
Chris Rodriguez Jr.,RB,WSH,NA,5.49,22.05,NA,0.13,NA,0.51,3.43,NA,NA,0.02,NA,3.33,NA,chris-rodriguez-jr,NumberFire,16174,SF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.09,7.75,#8,208,65,3.6,3.91,3.6,NA,NA,NA,NA
Jeff Wilson,RB,MIA,NA,3.45,14.76,NA,0.09,NA,1.28,10.04,NA,NA,0.05,NA,3.25,NA,jeff-wilson,NumberFire,14017,BAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.14,7.64,#2,211,66,3.88,4.56,3.88,14,0.28,NA,NA
Kevin Harris,RB,NE,NA,4.54,18.49,NA,0.08,NA,0.94,6.74,NA,NA,0.03,NA,3.11,NA,kevin-harris,NumberFire,15719,BUF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.24,7.46,#11,215,67,3.57,4.08,3.57,10,0.36,NA,NA
Ronnie Rivers,RB,LA,NA,4.6,19.12,NA,0.12,NA,0.46,3.33,NA,NA,0.02,NA,3.08,NA,ronnie-rivers,NumberFire,15726,NYG,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.26,7.42,#20,217,68,3.26,3.52,3.26,10,0.33,NA,NA
D'Ernest Johnson,RB,JAC,NA,4.11,17.35,NA,0.11,NA,0.5,3.68,NA,NA,0.02,NA,2.82,NA,d-ernest-johnson,NumberFire,14331,CAR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.43,7.07,#27,223,69,3.07,3.35,3.07,10,0.31,NA,NA
Elijah Mitchell,RB,SF,NA,3.57,15.24,NA,0.11,NA,0.47,3.33,NA,NA,0.03,NA,2.69,NA,elijah-mitchell,NumberFire,15263,WSH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.52,6.9,#31,229,70,2.93,3.17,2.93,NA,NA,NA,NA
Pierre Strong Jr.,RB,CLE,NA,3.91,16.1,NA,0.1,NA,0.45,3.05,NA,NA,0.02,NA,2.61,NA,pierre-strong-jr,NumberFire,15733,NYJ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.57,6.79,#3,235,71,2.82,3.07,2.82,10,0.28,NA,NA
Ameer Abdullah,RB,LV,NA,2.08,8.32,NA,0.05,NA,1.38,10.35,NA,NA,0.06,NA,2.49,NA,ameer-abdullah,NumberFire,12155,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.66,6.64,#16,239,72,3.18,3.89,3.18,10,0.32,NA,NA
Joshua Kelley,RB,LAC,NA,3.2,12.89,NA,0.06,NA,0.51,3.4,NA,NA,0.01,NA,2.03,NA,joshua-kelley,NumberFire,14807,DEN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.96,6.02,#24,260,73,2.28,2.55,2.28,12,0.19,NA,NA
Patrick Taylor,RB,GB,NA,2.02,8.07,NA,0.05,NA,0.86,5.6,NA,NA,0.04,NA,1.91,NA,patrick-taylor,NumberFire,14817,MIN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.05,5.87,#13,267,74,2.32,2.76,2.32,10,0.23,NA,NA
Boston Scott,RB,PHI,NA,2.39,10.13,NA,0.09,NA,0.25,1.78,NA,NA,0.01,NA,1.79,NA,boston-scott,NumberFire,13814,ARI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.13,5.71,#32,270,75,1.88,2.02,1.88,10,0.19,NA,NA
Dare Ogunbowale,RB,HOU,NA,1.12,4.34,NA,0.03,NA,0.92,7.39,NA,NA,0.05,NA,1.65,NA,dare-ogunbowale,NumberFire,13148,TEN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.22,5.52,#23,275,76,2.09,2.56,2.09,11,0.19,NA,NA
Brandon Bolden,RB,LV,NA,1.56,6.6,NA,0.05,NA,0.46,4.1,NA,NA,0.02,NA,1.47,NA,brandon-bolden,NumberFire,10932,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.34,5.28,#16,285,77,1.7,1.94,1.7,10,0.17,NA,NA
Kyle Juszczyk,RB,SF,NA,0.45,1.79,NA,0.02,NA,0.8,7.99,NA,NA,0.07,NA,1.45,NA,kyle-juszczyk,NumberFire,11367,WSH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.36,5.26,#31,289,78,1.9,2.31,1.9,10,0.19,NA,NA
DeeJay Dallas,RB,SEA,NA,1.34,5.44,NA,0.04,NA,0.71,5.05,NA,NA,0.04,NA,1.43,NA,deejay-dallas,NumberFire,14815,PIT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.37,5.23,#10,290,79,1.84,2.22,1.84,10,0.18,NA,NA
Hunter Luepke,RB,DAL,NA,1.33,5.37,NA,0.04,NA,0.39,2.92,NA,NA,0.02,NA,1.2,NA,hunter-luepke,NumberFire,16391,DET,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.52,4.92,#22,307,80,1.36,1.57,1.36,NA,NA,NA,NA
Kendre Miller,RB,NO,NA,1.1,4.42,NA,0.02,NA,0.49,3.55,NA,NA,0.02,NA,1.03,NA,kendre-miller,NumberFire,16171,TB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.64,4.7,#18,314,81,1.26,1.52,1.26,NA,NA,NA,NA
Raheem Blackshear,RB,CAR,NA,1.02,4.02,NA,0.02,NA,0.45,2.98,NA,NA,0.01,NA,0.88,NA,raheem-blackshear,NumberFire,15973,JAC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.74,4.5,#17,319,82,1.09,1.32,1.09,10,0.11,NA,NA
Trey Sermon,RB,IND,NA,1.17,4.79,NA,0.03,NA,0.23,1.61,NA,NA,0.01,NA,0.88,NA,trey-sermon,NumberFire,15257,LV,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.74,4.5,#14,319,82,0.98,1.1,0.98,10,0.1,NA,NA
Alec Ingold,RB,MIA,NA,0.51,2.03,NA,0.01,NA,0.52,4,NA,NA,0.02,NA,0.81,NA,alec-ingold,NumberFire,14420,BAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.79,4.41,#2,324,84,1.04,1.3,1.04,10,0.1,NA,NA
Michael Burton,RB,DEN,NA,0.61,2.5,NA,0.02,NA,0.42,3.09,NA,NA,0.02,NA,0.8,NA,michael-burton,NumberFire,12325,LAC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.79,4.39,#30,326,85,0.99,1.21,0.99,10,0.1,NA,NA
Tank Bigsby,RB,JAC,NA,0.85,3.41,NA,0.02,NA,0.24,1.6,NA,NA,0.01,NA,0.69,NA,tank-bigsby,NumberFire,16164,CAR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.87,4.25,#27,331,86,0.78,0.91,0.78,NA,NA,NA,NA
C.J. Ham,RB,MIN,NA,0.26,1.07,NA,0.01,NA,0.51,3.83,NA,NA,0.02,NA,0.68,NA,c-j-ham-1,NumberFire,12923,GB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.87,4.23,#26,332,87,0.93,1.18,0.93,10,0.09,NA,NA
Melvin Gordon,RB,BAL,NA,0.59,2.45,NA,0.02,NA,0.24,1.91,NA,NA,0.01,NA,0.64,NA,melvin-gordon,NumberFire,12151,MIA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.9,4.18,#4,336,88,0.72,0.85,0.72,NA,NA,NA,NA
Latavius Murray,RB,BUF,NA,0.61,2.54,NA,0.02,NA,0.25,1.68,NA,NA,0.01,NA,0.59,NA,latavius-murray,NumberFire,11390,NE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.93,4.11,#12,339,89,0.73,0.85,0.73,18,0.04,NA,NA
Tyler Goodson,RB,IND,NA,0.58,2.4,NA,0.02,NA,0.23,1.6,NA,NA,0.01,NA,0.55,NA,tyler-goodson,NumberFire,15730,LV,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.96,4.06,#14,340,90,0.68,0.8,0.68,NA,NA,NA,NA
Jordan Mason,RB,SF,NA,0.45,1.87,NA,0.01,NA,0.23,1.69,NA,NA,0.02,NA,0.55,NA,jordan-mason,NumberFire,15972,WSH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.96,4.06,#31,340,90,0.65,0.77,0.65,12,0.05,NA,NA
Royce Freeman,RB,LA,NA,0.58,2.34,NA,0.02,NA,0.24,1.59,NA,NA,0.01,NA,0.54,NA,royce-freeman,NumberFire,13617,NYG,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.97,4.05,#20,342,92,0.69,0.81,0.69,13,0.05,NA,NA
Dalvin Cook,RB,NYJ,NA,0.66,2.99,NA,0.01,NA,0.21,1.46,NA,NA,0.01,NA,0.54,NA,dalvin-cook,NumberFire,13128,CLE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.97,4.05,#1,342,92,0.65,0.77,0.65,31,0.02,NA,NA
Trayveon Williams,RB,CIN,NA,0.48,2.01,NA,0.01,NA,0.26,1.73,NA,NA,0.01,NA,0.48,NA,trayveon-williams,NumberFire,14076,KC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.01,3.97,#6,345,94,0.62,0.75,0.62,10,0.06,NA,NA
Andrew Beck,RB,HOU,NA,0.28,1.1,NA,0.01,NA,0.24,1.95,NA,NA,0.01,NA,0.43,NA,andrew-beck,NumberFire,14319,TEN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.04,3.9,#23,347,95,0.55,0.67,0.55,10,0.06,NA,NA
Ty Johnson,RB,BUF,NA,0.3,1.23,NA,0.01,NA,0.23,1.8,NA,NA,0.01,NA,0.42,NA,ty-johnson,NumberFire,14095,NE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.05,3.89,#12,348,96,0.54,0.65,0.54,10,0.05,NA,NA
Nick Bawden,RB,NYJ,NA,0.27,1.09,NA,0,NA,0.21,1.47,NA,NA,0.01,NA,0.32,NA,nick-bawden,NumberFire,13838,CLE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.12,3.76,#1,354,97,0.42,0.53,0.42,NA,NA,NA,NA
Kyren Williams,RB,LA,NA,NA,81.4,NA,0.72,NA,2.44,19.91,NA,NA,0.12,0.07,17.55,NA,2567862,NFL,15710,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04
Christian McCaffrey,RB,SF,NA,NA,71.8,NA,0.59,NA,2.9,27.06,NA,NA,0.21,0.06,17.47,NA,2557997,NFL,13130,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jahmyr Gibbs,RB,DET,NA,NA,64.75,NA,0.58,NA,3.94,22.7,NA,NA,0.11,0.01,16.81,NA,2569747,NFL,16162,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Breece Hall,RB,NYJ,NA,NA,56.79,NA,0.32,NA,4.47,37.69,NA,NA,0.13,NA,16.62,NA,2568030,NFL,15708,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rachaad White,RB,TB,NA,NA,69.76,NA,0.46,NA,3,29.29,NA,NA,0.15,0.05,16.47,NA,2568315,NFL,15721,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Isiah Pacheco,RB,KC,NA,NA,73.23,NA,0.65,NA,2.67,19.51,NA,NA,0.1,0.13,16.18,NA,2567808,NFL,15749,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
James Cook,RB,BUF,NA,NA,66.86,NA,0.33,NA,2.85,31.33,NA,NA,0.21,0.05,15.83,NA,2567328,NFL,15715,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01
Joe Mixon,RB,CIN,NA,NA,68.27,NA,0.51,NA,3.09,23.44,NA,NA,0.08,NA,15.8,NA,2557976,NFL,13131,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alvin Kamara,RB,NO,NA,NA,50.47,NA,0.38,NA,4.1,34.38,NA,NA,0.13,0.05,15.67,NA,2558019,NFL,13132,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.06
Josh Jacobs,RB,LV,NA,NA,72.87,NA,0.48,NA,2.32,17.4,NA,NA,0.07,0.03,14.59,NA,2562377,NFL,14073,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Travis Etienne,RB,JAX,NA,NA,57.5,NA,0.47,NA,2.7,25.44,NA,NA,0.09,0.09,14.35,NA,2566157,NFL,15253,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.09
D'Andre Swift,RB,PHI,NA,NA,67.66,NA,0.47,NA,2.27,17.38,NA,NA,0.1,NA,14.25,NA,2563965,NFL,14797,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03
David Montgomery,RB,DET,NA,NA,71.97,NA,0.56,NA,1.91,14.6,NA,NA,0.06,0.1,14.15,NA,2562502,NFL,14071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03
James Conner,RB,ARI,NA,NA,69.64,NA,0.54,NA,1.78,13.45,NA,NA,0.07,0.03,13.69,NA,2557978,NFL,13146,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Javonte Williams,RB,DEN,NA,NA,60.2,NA,0.4,NA,2.62,20.49,NA,NA,0.11,0.04,13.67,NA,2566049,NFL,15256,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bijan Robinson,RB,ATL,NA,NA,53.43,NA,0.33,NA,3.1,27.12,NA,NA,0.14,0.2,13.58,NA,2569558,NFL,16161,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Saquon Barkley,RB,NYG,NA,NA,63.37,NA,0.4,NA,2.2,19.43,NA,NA,0.12,0.06,13.54,NA,2560968,NFL,13604,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03
Tony Pollard,RB,DAL,NA,NA,58.73,NA,0.42,NA,2.51,19.15,NA,NA,0.09,0.03,13.36,NA,2562699,NFL,14085,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03
Jonathan Taylor,RB,IND,NA,NA,65.96,NA,0.44,NA,2.05,16.13,NA,NA,0.1,0.13,13.24,NA,2564148,NFL,14802,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ty Chandler,RB,MIN,NA,NA,68.88,NA,0.47,NA,1.74,13.2,NA,NA,0.07,0.04,13.19,NA,2567907,NFL,15723,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01,0.01
Devin Singletary,RB,HOU,NA,NA,66.14,NA,0.43,NA,1.9,17.39,NA,NA,0.08,0.13,13.05,NA,2562734,NFL,14080,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Austin Ekeler,RB,LAC,NA,NA,50.06,NA,0.36,NA,2.95,24.42,NA,NA,0.1,0.06,13.04,NA,2559169,NFL,13404,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rhamondre Stevenson,RB,NE,NA,NA,56.07,NA,0.39,NA,2.73,19.88,NA,NA,0.08,0.07,13.01,NA,2566343,NFL,15259,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Derrick Henry,RB,TEN,NA,NA,65.08,NA,0.48,NA,1.77,13.45,NA,NA,0.07,0.05,12.82,NA,2556075,NFL,12626,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chuba Hubbard,RB,CAR,NA,NA,60.98,NA,0.46,NA,1.65,12.86,NA,NA,0.07,NA,12.21,NA,2565899,NFL,15261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
