team,dst_int,dst_safety,dst_sacks,dst_tackles,dst_fum_rec,dst_fum_force,dst_td,dst_pts_allowed,dst_pts_allowed_g,dst_pass_yds_allowed,dst_rush_yds_allowed,dst_yds_allowed,dst_avg_yds_allowed,site_pts,site_fppg,data_src,id,src_id,pos,player,dst_fum_recvr,dst_fumbles,dst_yds_against,dst_pts_against,opp,bye,curr_site_pts,draft_rank,idp_solo,pct_owned,site_ci_low,site_ci_high,opp_rank,ranks_pos,FanDuel FP,fanduel_salary,fanduel_value,draftkings_site_points,draftkings_salary,draftkings_value,yahoo_site_points,yahoo_salary,yahoo_value,return_tds
HOU,0.73,NA,3.05,NA,0.54,NA,0.15,24.5,NA,NA,NA,345.76,NA,6.75,NA,NumberFire,0532,houston-dst,D,Houston D/ST,NA,NA,NA,NA,JAC,NA,NA,NA,NA,NA,0.81,12.69,#21,19,6.75,3300,2.05,6.75,NA,NA,6.75,14,0.48,NA
PHI,0.78,NA,2.26,NA,0.61,NA,0.16,22.75,NA,NA,NA,357.33,NA,6.7,NA,NumberFire,0518,philadelphia-dst,D,Philadelphia D/ST,NA,NA,NA,NA,BUF,NA,NA,NA,NA,NA,0.77,12.63,#2,20,6.69,4000,1.67,6.69,NA,NA,6.69,12,0.56,NA
TB,0.7,NA,2.6,NA,0.63,NA,0.15,23.5,NA,NA,NA,359.64,NA,6.67,NA,NumberFire,0525,tampa-bay-dst,D,Tampa Bay D/ST,NA,NA,NA,NA,IND,NA,NA,NA,NA,NA,0.75,12.59,#20,21,6.65,3800,1.75,6.65,NA,NA,6.65,15,0.44,NA
BAL,0.63,NA,2.65,NA,0.48,NA,0.17,22.5,NA,NA,NA,325.88,NA,6.62,NA,NumberFire,0531,baltimore-dst,D,Baltimore D/ST,NA,NA,NA,NA,LAC,NA,NA,NA,NA,NA,0.71,12.53,#7,22,6.64,4200,1.58,6.64,NA,NA,6.64,16,0.42,NA
ATL,0.7,NA,2.36,NA,0.39,NA,0.16,21.5,NA,NA,NA,325.02,NA,6.52,NA,NumberFire,0526,atlanta-dst,D,Atlanta D/ST,NA,NA,NA,NA,NO,NA,NA,NA,NA,NA,0.63,12.41,#16,23,6.45,3800,1.7,6.45,NA,NA,6.45,11,0.59,NA
LAC,0.71,NA,2.9,NA,0.56,NA,0.14,26,NA,NA,NA,379.34,NA,6.21,NA,NumberFire,0514,los-angeles-chargers-d-st,D,Los Angeles Chargers D/ST,NA,NA,NA,NA,BAL,NA,NA,NA,NA,NA,0.38,12.04,#8,24,6.19,3500,1.77,6.19,NA,NA,6.19,14,0.44,NA
JAC,0.73,NA,2.28,NA,0.42,NA,0.16,23,NA,NA,NA,368.07,NA,6.17,NA,NumberFire,0509,jacksonville-dst,D,Jacksonville D/ST,NA,NA,NA,NA,HOU,NA,NA,NA,NA,NA,0.35,11.99,#10,25,6.15,3900,1.58,6.15,NA,NA,6.15,14,0.44,NA
ARI,0.73,NA,2.41,NA,0.34,NA,0.16,23,NA,NA,NA,345.42,NA,6.11,NA,NumberFire,0519,arizona-dst,D,Arizona D/ST,NA,NA,NA,NA,LA,NA,NA,NA,NA,NA,0.3,11.92,#14,26,6.06,3500,1.73,6.06,NA,NA,6.06,11,0.55,NA
BUF,0.69,NA,2.74,NA,0.53,NA,0.14,25.75,NA,NA,NA,351.91,NA,6.01,NA,NumberFire,0501,buffalo-dst,D,Buffalo D/ST,NA,NA,NA,NA,PHI,NA,NA,NA,NA,NA,0.22,11.8,#6,27,5.99,3900,1.54,5.99,NA,NA,5.99,16,0.37,NA
SEA,0.68,NA,2.5,NA,0.58,NA,0.14,25.25,NA,NA,NA,371.05,NA,5.94,NA,NumberFire,0515,seattle-dst,D,Seattle D/ST,NA,NA,NA,NA,SF,NA,NA,NA,NA,NA,0.16,11.72,#1,28,5.92,3300,1.79,5.92,2600,2.28,5.92,13,0.46,NA
NYJ,0.74,NA,2.11,NA,0.68,NA,0.14,25,NA,NA,NA,379.62,NA,5.93,NA,NumberFire,0505,new-york-jets-dst,D,New York Jets D/ST,NA,NA,NA,NA,MIA,NA,NA,NA,NA,NA,0.16,11.7,#3,29,5.89,3700,1.59,5.89,2800,2.1,5.89,15,0.39,NA
LV,0.63,NA,1.97,NA,0.5,NA,0.13,25.75,NA,NA,NA,368.23,NA,5.02,NA,NumberFire,0513,las-vegas-d-st,D,Las Vegas D/ST,NA,NA,NA,NA,KC,NA,NA,NA,NA,NA,-0.57,10.61,#9,30,4.96,3000,1.65,4.96,NA,NA,4.96,14,0.35,NA
GB,0.68,NA,2.35,NA,0.48,NA,0.13,27.5,NA,NA,NA,363.5,NA,5.01,NA,NumberFire,0523,green-bay-dst,D,Green Bay D/ST,NA,NA,NA,NA,DET,NA,NA,NA,NA,NA,-0.58,10.6,#5,31,4.94,3500,1.41,4.94,2800,1.76,4.94,11,0.45,NA
WSH,0.7,NA,2.79,NA,0.57,NA,0.1,30.5,NA,NA,NA,366.12,NA,4.9,NA,NumberFire,0520,washington-dst,D,Washington D/ST,NA,NA,NA,NA,DAL,NA,NA,NA,NA,NA,-0.67,10.47,#4,32,4.87,3000,1.62,4.87,2500,1.95,4.87,NA,NA,NA
New England Patriots DEF  View News,0.91,0.15,3.67,NA,0.64,NA,0.16,20.99,NA,NA,NA,NA,NA,8.15,NA,NFL,0504,100021,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02
Minnesota Vikings,0.97,0.06,3.28,NA,0.6,NA,0.16,18.36,NA,NA,NA,NA,NA,7.86,NA,NFL,0524,100020,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.06
Dallas Cowboys,0.99,0.06,2.98,NA,0.61,NA,0.15,18.85,NA,NA,NA,NA,NA,7.44,NA,NFL,0516,100008,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04
New Orleans Saints,0.99,0.04,2.67,NA,0.65,NA,0.16,24.1,NA,NA,NA,NA,NA,7.23,NA,NFL,0529,100022,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04
Tennessee Titans DEF  View News,0.84,0.07,3.06,NA,0.62,NA,0.15,21.14,NA,NA,NA,NA,NA,7.2,NA,NFL,0508,100012,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03
Kansas City Chiefs DEF  View News,1,0.03,2.73,NA,0.6,NA,0.16,19.98,NA,NA,NA,NA,NA,7.13,NA,NFL,0512,100016,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03
Cleveland Browns DEF  View News,0.89,0.05,2.97,NA,0.61,NA,0.15,19.21,NA,NA,NA,NA,NA,7.09,NA,NFL,0507,100007,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02
Pittsburgh Steelers DEF  View News,0.92,0.04,2.75,NA,0.63,NA,0.15,22.8,NA,NA,NA,NA,NA,7.01,NA,NFL,0510,100027,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03
San Francisco 49ers,0.93,0.03,2.66,NA,0.63,NA,0.14,19.74,NA,NA,NA,NA,NA,6.8,NA,NFL,0530,100029,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02
Tampa Bay Buccaneers,0.88,0.03,2.58,NA,0.6,NA,0.16,23.4,NA,NA,NA,NA,NA,6.74,NA,NFL,0525,100031,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03
Chicago Bears,0.78,0.03,2.17,NA,0.75,NA,0.16,25.93,NA,NA,NA,NA,NA,6.73,NA,NFL,0521,100005,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.08
Denver Broncos DEF  View News,0.94,0.05,2.56,NA,0.5,NA,0.16,24.24,NA,NA,NA,NA,NA,6.68,NA,NFL,0511,100009,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03
Miami Dolphins DEF  View News,1.08,0.02,2.46,NA,0.42,NA,0.18,19.12,NA,NA,NA,NA,NA,6.64,NA,NFL,0503,100019,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01
Jacksonville Jaguars DEF  View News,1,0.03,2.11,NA,0.67,NA,0.15,23.63,NA,NA,NA,NA,NA,6.59,NA,NFL,0509,100015,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03
Buffalo Bills DEF  View News,0.88,0.03,2.47,NA,0.6,NA,0.14,22.47,NA,NA,NA,NA,NA,6.57,NA,NFL,0501,100003,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04
Carolina Panthers,0.76,0.05,2.65,NA,0.63,NA,0.15,22.01,NA,NA,NA,NA,NA,6.55,NA,NFL,0527,100004,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02
Detroit Lions,0.93,0.03,2.39,NA,0.6,NA,0.15,21.04,NA,NA,NA,NA,NA,6.53,NA,NFL,0522,100010,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02
Los Angeles Chargers DEF  View News,0.74,0.04,2.65,NA,0.61,NA,0.14,21.74,NA,NA,NA,NA,NA,6.51,NA,NFL,0514,100028,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04
Los Angeles Rams,0.84,0.03,2.46,NA,0.62,NA,0.15,21.17,NA,NA,NA,NA,NA,6.46,NA,NFL,0528,100017,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02
Indianapolis Colts DEF  View News,0.81,0.04,2.55,NA,0.53,NA,0.15,21.4,NA,NA,NA,NA,NA,6.39,NA,NFL,0502,100014,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03
Cincinnati Bengals DEF  View News,0.79,0.03,2.32,NA,0.65,NA,0.15,21.99,NA,NA,NA,NA,NA,6.34,NA,NFL,0506,100006,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03
Green Bay Packers,1.06,0.02,1.85,NA,0.67,NA,0.15,26.5,NA,NA,NA,NA,NA,6.31,NA,NFL,0523,100011,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01
New York Jets DEF  View News,0.83,0.03,2.04,NA,0.72,NA,0.16,22.13,NA,NA,NA,NA,NA,6.28,NA,NFL,0505,100024,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02
Baltimore Ravens DEF  View News,0.87,0.03,2.26,NA,0.59,NA,0.15,22.17,NA,NA,NA,NA,NA,6.26,NA,NFL,0531,100002,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02
Atlanta Falcons,0.75,0.03,2.19,NA,0.57,NA,0.15,22.49,NA,NA,NA,NA,NA,6.15,NA,NFL,0526,100001,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.06
Seattle Seahawks,0.72,0.03,2.32,NA,0.66,NA,0.14,23.01,NA,NA,NA,NA,NA,6.1,NA,NFL,0515,100030,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02
Philadelphia Eagles,0.85,0.03,2.09,NA,0.64,NA,0.13,21.28,NA,NA,NA,NA,NA,6.09,NA,NFL,0518,100025,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03
Houston Texans DEF  View News,0.78,0.03,2.05,NA,0.69,NA,0.15,21.98,NA,NA,NA,NA,NA,6.07,NA,NFL,0532,100013,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02
New York Giants,0.79,0.03,2.17,NA,0.55,NA,0.15,22.08,NA,NA,NA,NA,NA,6.05,NA,NFL,0517,100023,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04
Arizona Cardinals,0.78,0.03,2.11,NA,0.55,NA,0.15,22.09,NA,NA,NA,NA,NA,5.91,NA,NFL,0519,100026,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03
Washington Commanders,0.75,0.03,2.13,NA,0.58,NA,0.14,28.5,NA,NA,NA,NA,NA,5.75,NA,NFL,0520,100032,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01
Las Vegas Raiders DEF  View News,0.67,0.03,1.85,NA,0.64,NA,0.14,24.18,NA,NA,NA,NA,NA,5.55,NA,NFL,0513,100018,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03
