player,pos,team,games,rec_tgt,rec,rec_yds,rec_yds_g,rec_avg,rec_tds,fumbles_lost,site_pts,site_fppg,src_id,data_src,id,rush_att,rush_yds,rush_tds,pass_att,pass_comp,pass_yds,pass_tds,pass_int,opp,rec_rz_tgt,rec_09_tds,rec_1019_tds,rec_2029_tds,rec_3039_tds,rec_4049_tds,rec_50_tds,return_yds,scoring_opp,bye,draft_rank,misc_tds,misc_yds,pct_owned,site_ci_low,site_ci_high,opp_rank,ranks_ovr,ranks_pos,FanDuel FP,draftkings_site_points,yahoo_site_points
"Granson, Kylen",TE,IND,NA,3.2,1.9,19,NA,NA,0.1,0,2.2,NA,NA,FantasySharks,15419,NA,0,0,NA,NA,NA,NA,NA,@CAR,0.5,0.1,0,0,0,0,0,0,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Morris, Quintin",TE,BUF,NA,2.2,1.5,14,NA,NA,0.1,0,2,NA,NA,FantasySharks,15341,NA,0,0,NA,NA,NA,NA,NA,@CIN,0.5,0,0.1,0,0,0,0,0,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hooper, Austin",TE,LVR,NA,2.5,2,20,NA,NA,0,0,2,NA,NA,FantasySharks,12677,NA,0,0,NA,NA,NA,NA,NA,NYG,0.1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bates, John",TE,WAS,NA,2.3,1.5,16,NA,NA,0.1,0,1.9,NA,NA,FantasySharks,15344,NA,0,0,NA,NA,NA,NA,NA,@NEP,0.2,0,0.1,0,0,0,0,0,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Smith Jr., Irv",TE,CIN,NA,3.6,2.7,19,NA,NA,0.1,0.1,1.9,NA,NA,FantasySharks,14141,NA,0,0,NA,NA,NA,NA,NA,BUF,0.5,0,0,0,0,0,0,0,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Parkinson, Colby",TE,SEA,NA,2.3,1.5,18,NA,NA,0,0,1.8,NA,NA,FantasySharks,14871,NA,0,0,NA,NA,NA,NA,NA,@BAL,0.3,0,0,0,0,0,0,0,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pruitt, MyCole",TE,ATL,NA,1.5,0.9,9,NA,NA,0.1,0,1.7,NA,NA,FantasySharks,12309,NA,0,0,NA,NA,NA,NA,NA,MIN,0.6,0.1,0,0,0,0,0,0,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Oliver, Josh",TE,MIN,NA,1.9,1.5,11,NA,NA,0.1,0.1,1.6,NA,NA,FantasySharks,14209,NA,0,0,NA,NA,NA,NA,NA,@ATL,0.4,0.1,0,0,0,0,0,0,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Jordan, Brevin",TE,HOU,NA,1.8,1.2,13,NA,NA,0,0,1.6,NA,NA,FantasySharks,15330,NA,0,0,NA,NA,NA,NA,NA,TBB,0.1,0,0,0,0,0,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Wesco, Trevon",TE,TEN,NA,1.8,1.2,15,NA,NA,0,0,1.5,NA,NA,FantasySharks,14231,NA,-0.1,0,NA,NA,NA,NA,NA,@PIT,0.2,0,0,0,0,0,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Moreau, Foster",TE,NOS,NA,1.3,1,9,NA,NA,0.1,0,1.5,NA,NA,FantasySharks,14239,NA,2,0,NA,NA,NA,NA,NA,CHI,0.2,0.1,0,0,0,0,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Heyward, Connor",TE,PIT,NA,2.1,1.2,12,NA,NA,0,0,1.4,NA,NA,FantasySharks,15800,NA,1,0,NA,NA,NA,NA,NA,TEN,0.3,0,0,0,0,0,0,0,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bryant, Harrison",TE,CLE,NA,1.9,1.1,6,NA,NA,0.1,0,1.3,NA,NA,FantasySharks,14875,NA,0,0,NA,NA,NA,NA,NA,ARI,0.4,0.1,0,0,0,0,0,0,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tonyan, Robert",TE,CHI,NA,1.9,1.3,11,NA,NA,0,0,1.3,NA,NA,FantasySharks,13427,NA,0,0,NA,NA,NA,NA,NA,@NOS,0.3,0,0,0,0,0,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Deguara, Josiah",TE,GBP,NA,1.9,1.6,12,NA,NA,0,0,1.2,NA,NA,FantasySharks,14876,NA,0,0,NA,NA,NA,NA,NA,LAR,0.1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bellinger, Daniel",TE,NYG,NA,1.9,1.3,10,NA,NA,0,0,1.2,NA,NA,FantasySharks,15873,NA,0.1,0,NA,NA,NA,NA,NA,@LVR,0.1,0,0,0,0,0,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Woods, Jelani",TE,IND,NA,1.4,0.6,10,NA,NA,0,0,1.2,NA,NA,FantasySharks,15840,NA,0,0,NA,NA,NA,NA,NA,@CAR,0.1,0,0,0,0,0,0,0,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Schoonmaker, Luke",TE,DAL,NA,1.3,0.5,4,NA,NA,0.1,0,1.1,NA,NA,FantasySharks,16221,NA,0,0,NA,NA,NA,NA,NA,@PHI,0.5,0.1,0,0,0,0,0,0,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Akins, Jordan",TE,CLE,NA,1.8,1,9,NA,NA,0,0,1.1,NA,NA,FantasySharks,13753,NA,0,0,NA,NA,NA,NA,NA,ARI,0.2,0,0,0,0,0,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hopkins, Brycen",TE,LAR,NA,1.2,0.8,11,NA,NA,0,0,1.1,NA,NA,FantasySharks,14868,NA,0,0,NA,NA,NA,NA,NA,@GBP,0.1,0,0,0,0,0,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mallory, Will",TE,IND,NA,1.7,0.7,11,NA,NA,0,0,1,NA,NA,FantasySharks,16220,NA,0,0,NA,NA,NA,NA,NA,@CAR,0,0,0,0,0,0,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Wilcox, Mitchell",TE,CIN,NA,1.8,1.3,9,NA,NA,0,0,1,NA,NA,FantasySharks,15563,NA,0,0,NA,NA,NA,NA,NA,BUF,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Swaim, Geoff",TE,ARI,NA,1.7,1.1,10,NA,NA,0,0,1,NA,NA,FantasySharks,12378,NA,0,0,NA,NA,NA,NA,NA,@CLE,0.3,0,0,0,0,0,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Kieft, Ko",TE,TBB,NA,1.8,0.8,7,NA,NA,0,0,0.9,NA,NA,FantasySharks,15929,NA,0,0,NA,NA,NA,NA,NA,@HOU,0.3,0,0,0,0,0,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lewis, Marcedes",TE,CHI,NA,0.5,0.4,4,NA,NA,0.1,0,0.9,NA,NA,FantasySharks,8269,NA,0,0,NA,NA,NA,NA,NA,@NOS,0.1,0.1,0,0,0,0,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Stoll, Jack",TE,PHI,NA,1.3,1,9,NA,NA,0,0,0.9,NA,NA,FantasySharks,15541,NA,0,0,NA,NA,NA,NA,NA,DAL,0.2,0,0,0,0,0,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sokol, Matt",TE,NEP,NA,1.5,0.8,9,NA,NA,0,0,0.9,NA,NA,FantasySharks,15213,NA,0,0,NA,NA,NA,NA,NA,WAS,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mundt, Johnny",TE,MIN,NA,1,1,8,NA,NA,0,0,0.9,NA,NA,FantasySharks,13940,NA,0,0,NA,NA,NA,NA,NA,@ATL,0.1,0,0,0,0,0,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sullivan, Stephen",TE,CAR,NA,1,0.4,8,NA,NA,0,0,0.8,NA,NA,FantasySharks,15026,NA,0,0,NA,NA,NA,NA,NA,IND,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Turner, Cole",TE,WAS,NA,1.1,0.6,6,NA,NA,0,0,0.6,NA,NA,FantasySharks,15803,NA,0,0,NA,NA,NA,NA,NA,@NEP,0.2,0,0,0,0,0,0,0,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hill, Julian",TE,MIA,NA,1.5,0.8,6,NA,NA,0,0,0.6,NA,NA,FantasySharks,16425,NA,0,0,NA,NA,NA,NA,NA,@KCC,0.3,0,0,0,0,0,0,0,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ruckert, Jeremy",TE,NYJ,NA,0.9,0.7,6,NA,NA,0,0,0.6,NA,NA,FantasySharks,15796,NA,0,0,NA,NA,NA,NA,NA,LAC,0.1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Kraft, Tucker",TE,GBP,NA,0.9,0.7,6,NA,NA,0,0,0.6,NA,NA,FantasySharks,16222,NA,0,0,NA,NA,NA,NA,NA,LAR,0.2,0,0,0,0,0,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Long, Hunter",TE,LAR,NA,0.6,0.4,4,NA,NA,0,0,0.4,NA,NA,FantasySharks,15334,NA,0,0,NA,NA,NA,NA,NA,@GBP,0.1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Yeboah, Kenny",TE,NYJ,NA,0.6,0.3,4,NA,NA,0,0,0.4,NA,NA,FantasySharks,15339,NA,0,0,NA,NA,NA,NA,NA,LAC,0.2,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sample, Drew",TE,CIN,NA,1,0.7,3,NA,NA,0,0,0.3,NA,NA,FantasySharks,14146,NA,0,0,NA,NA,NA,NA,NA,BUF,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brown, Pharaoh",TE,NEP,NA,0.5,0.3,3,NA,NA,0,0,0.3,NA,NA,FantasySharks,13994,NA,0,0,NA,NA,NA,NA,NA,WAS,0.1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Kolar, Charlie",TE,BAL,NA,0.8,0.4,3,NA,NA,0,0,0.3,NA,NA,FantasySharks,15795,NA,0,0,NA,NA,NA,NA,NA,SEA,0.3,0,0,0,0,0,0,1,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Whyle, Josh",TE,TEN,NA,0.9,0.5,2,NA,NA,0,0,0.2,NA,NA,FantasySharks,16312,NA,0,0,NA,NA,NA,NA,NA,@PIT,0.2,0,0,0,0,0,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Graham, Jimmy",TE,NOS,NA,0.5,0.3,2,NA,NA,0,0,0.2,NA,NA,FantasySharks,9925,NA,0,0,NA,NA,NA,NA,NA,CHI,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bell, Blake",TE,KCC,NA,1,0.6,4,NA,NA,0,0.2,0.2,NA,NA,FantasySharks,12213,NA,0,0,NA,NA,NA,NA,NA,MIA,0.1,0,0,0,0,0,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Wells, David",TE,TBB,NA,0.4,0.1,1,NA,NA,0,0,0.1,NA,NA,FantasySharks,14355,NA,0,0,NA,NA,NA,NA,NA,@HOU,0.1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sims, Ben",TE,GBP,NA,0.1,0.1,1,NA,NA,0,0,0.1,NA,NA,FantasySharks,16483,NA,0,0,NA,NA,NA,NA,NA,LAR,0.1,0,0,0,0,0,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Horsted, Jesper",TE,LVR,NA,0.2,0.2,1,NA,NA,0,0,0.1,NA,NA,FantasySharks,14752,NA,0,0,NA,NA,NA,NA,NA,NYG,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Travis Kelce,TE,KC,NA,NA,7,71,NA,NA,0.6,NA,10.7,NA,13217,FFToday,11244,0,0,0,NA,NA,NA,NA,NA,MIA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mark Andrews,TE,BAL,NA,NA,6,65,NA,NA,0.5,NA,9.5,NA,16268,FFToday,13671,0,0,0,NA,NA,NA,NA,NA,SEA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
T.J. Hockenson,TE,MIN,NA,NA,5,56,NA,NA,0.3,NA,7.4,NA,16600,FFToday,14138,0,0,0,NA,NA,NA,NA,NA,ATL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cole Kmet,TE,CHI,NA,NA,5,53,NA,NA,0.3,NA,7.1,NA,17140,FFToday,14867,0,0,0,NA,NA,NA,NA,NA,NO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dalton Kincaid,TE,BUF,NA,NA,5,52,NA,NA,0.3,NA,7,NA,18569,FFToday,16213,0,0,0,NA,NA,NA,NA,NA,CIN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Trey McBride,TE,ARI,NA,NA,5,48,NA,NA,0.3,NA,6.6,NA,18148,FFToday,15794,0,0,0,NA,NA,NA,NA,NA,CLE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Logan Thomas,TE,WAS,NA,NA,4,47,NA,NA,0.3,NA,6.5,NA,14335,FFToday,11647,0,0,0,NA,NA,NA,NA,NA,NE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
David Njoku,TE,CLE,NA,NA,4,51,NA,NA,0.2,NA,6.3,NA,15971,FFToday,13192,0,0,0,NA,NA,NA,NA,NA,ARI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dallas Goedert,TE,PHI,NA,NA,4,50,NA,NA,0.2,NA,6.2,NA,16151,FFToday,13674,0,0,0,NA,NA,NA,NA,NA,DAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dalton Schultz,TE,HOU,NA,NA,3,41,NA,NA,0.3,NA,5.9,NA,16152,FFToday,13772,0,0,0,NA,NA,NA,NA,NA,TB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kyle Pitts,TE,ATL,NA,NA,4,43,NA,NA,0.2,NA,5.5,NA,17682,FFToday,15329,0,0,0,NA,NA,NA,NA,NA,MIN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jake Ferguson,TE,DAL,NA,NA,4,42,NA,NA,0.2,NA,5.4,NA,18072,FFToday,15799,0,0,0,NA,NA,NA,NA,NA,PHI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tyler Conklin,TE,NYJ,NA,NA,3,39,NA,NA,0.2,NA,5.1,NA,16344,FFToday,13675,0,0,0,NA,NA,NA,NA,NA,LAC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hunter Henry,TE,NE,NA,NA,3,35,NA,NA,0.2,NA,4.7,NA,15603,FFToday,12676,0,0,0,NA,NA,NA,NA,NA,WAS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jonnu Smith,TE,ATL,NA,NA,3,37,NA,NA,0.1,NA,4.3,NA,16003,FFToday,13193,0,0,0,NA,NA,NA,NA,NA,MIN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Noah Fant,TE,SEA,NA,NA,3,30,NA,NA,0.2,NA,4.2,NA,16564,FFToday,14137,0,0,0,NA,NA,NA,NA,NA,BAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Daniel Bellinger,TE,NYG,NA,NA,3,35,NA,NA,0.1,NA,4.1,NA,18014,FFToday,15873,0,0,0,NA,NA,NA,NA,NA,LV,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Michael Mayer,TE,LV,NA,NA,3,33,NA,NA,0.1,NA,3.9,NA,18586,FFToday,16212,0,0,0,NA,NA,NA,NA,NA,NYG,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tyler Higbee,TE,LAR,NA,NA,3,32,NA,NA,0.1,NA,3.8,NA,15605,FFToday,12678,0,0,0,NA,NA,NA,NA,NA,GB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cade Otton,TE,TB,NA,NA,3,31,NA,NA,0.1,NA,3.7,NA,18171,FFToday,15802,0,0,0,NA,NA,NA,NA,NA,HOU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gerald Everett,TE,LAC,NA,NA,2,27,NA,NA,0.1,NA,3.3,NA,15865,FFToday,13236,0,0,0,NA,NA,NA,NA,NA,NYJ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Luke Musgrave,TE,GB,NA,NA,2,27,NA,NA,0.1,NA,3.3,NA,18604,FFToday,16215,0,0,0,NA,NA,NA,NA,NA,LAR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tommy Tremble,TE,CAR,NA,NA,2,27,NA,NA,0.1,NA,3.3,NA,17731,FFToday,15332,0,0,0,NA,NA,NA,NA,NA,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chigoziem Okonkwo,TE,TEN,NA,NA,2,25,NA,NA,0.1,NA,3.1,NA,18167,FFToday,15889,0,0,0,NA,NA,NA,NA,NA,PIT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Durham Smythe,TE,MIA,NA,NA,1,18,NA,NA,0.1,NA,2.4,NA,16176,FFToday,13676,0,0,0,NA,NA,NA,NA,NA,KC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hayden Hurst,TE,CAR,NA,NA,1,15,NA,NA,0.1,NA,2.1,NA,16189,FFToday,13680,0,0,0,NA,NA,NA,NA,NA,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Juwan Johnson,TE,NO,NA,NA,1,15,NA,NA,0.1,NA,2.1,NA,17335,FFToday,14861,0,0,0,NA,NA,NA,NA,NA,CHI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mike Gesicki,TE,NE,NA,NA,1,14,NA,NA,0.1,NA,2,NA,16281,FFToday,13672,0,0,0,NA,NA,NA,NA,NA,WAS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Irv Smith,TE,CIN,NA,NA,1,14,NA,NA,0.1,NA,2,NA,16704,FFToday,14141,0,0,0,NA,NA,NA,NA,NA,BUF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Taysom Hill,TE,NO,NA,NA,2,13,NA,NA,0.1,NA,1.9,NA,15080,FFToday,13424,0,0,0,NA,NA,NA,NA,NA,CHI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mo Alie-Cox,TE,IND,NA,NA,1,11,NA,NA,0.1,NA,1.7,NA,16376,FFToday,13246,0,0,0,NA,NA,NA,NA,NA,CAR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Donald Parham,TE,LAC,NA,NA,1,11,NA,NA,0.1,NA,1.7,NA,17296,FFToday,14341,0,0,0,NA,NA,NA,NA,NA,NYJ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Noah Gray,TE,KC,NA,NA,1,10,NA,NA,0.1,NA,1.6,NA,17587,FFToday,15337,0,0,0,NA,NA,NA,NA,NA,MIA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tucker Kraft,TE,GB,NA,NA,1,10,NA,NA,0.1,NA,1.6,NA,18570,FFToday,16222,0,0,0,NA,NA,NA,NA,NA,LAR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Austin Hooper,TE,LV,NA,NA,1,9,NA,NA,0.1,NA,1.5,NA,15610,FFToday,12677,0,0,0,NA,NA,NA,NA,NA,NYG,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
John Bates,TE,WAS,NA,NA,1,9,NA,NA,0,NA,0.9,NA,17510,FFToday,15344,0,0,0,NA,NA,NA,NA,NA,NE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Isaiah Likely,TE,BAL,NA,NA,0,6,NA,NA,0,NA,0.6,NA,18134,FFToday,15798,0,0,0,NA,NA,NA,NA,NA,SEA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Travis Kelce,TE,KC,NA,7.4,7.4,79.3,NA,NA,1,0,13.89,NA,9360,FleaFlicker,11244,0,0,0,NA,NA,NA,NA,NA,MIASun 9:30 AM,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,TE1,1,79.3,99%,NA,NA,NA,NA,NA,NA,NA,NA
Mark Andrews,TE,BAL,NA,5.1,5.1,58.7,NA,NA,0.5,0,8.53,NA,13829,FleaFlicker,13671,0,0,0,NA,NA,NA,NA,NA,SEASun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,TE2,0.5,58.7,99%,NA,NA,NA,NA,NA,NA,NA,NA
T.J. Hockenson,TE,MIN,NA,5.4,5.4,55.7,NA,NA,0.3,0,7.15,NA,14677,FleaFlicker,14138,0,0,0,NA,NA,NA,NA,NA,@ATLSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,TE4,0.3,55.7,98%,NA,NA,NA,NA,NA,NA,NA,NA
Dalton Schultz,TE,HOU,NA,3.9,3.9,44.3,NA,NA,0.3,0,6.51,NA,13853,FleaFlicker,13772,0,0,0,NA,NA,NA,NA,NA,TBSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,TE18,0.3,44.3,84%,NA,NA,NA,NA,NA,NA,NA,NA
Dallas Goedert,TE,PHI,NA,4.3,4.3,49.1,NA,NA,0.2,0,6.25,NA,13813,FleaFlicker,13674,0,0,0,NA,NA,NA,NA,NA,DALSun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,TE6,0.2,49.1,96%,NA,NA,NA,NA,NA,NA,NA,NA
Dalton Kincaid,TE,BUF,NA,4.8,4.8,45.5,NA,NA,0.3,0,6.25,NA,17585,FleaFlicker,16213,0,0,0,NA,NA,NA,NA,NA,@CINSun 8:20 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,TE8,0.3,45.5,79%,NA,NA,NA,NA,NA,NA,NA,NA
David Njoku,TE,CLE,NA,3.8,3.8,43,NA,NA,0.2,0,5.76,NA,12904,FleaFlicker,13192,0,0,0,NA,NA,NA,NA,NA,ARISun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,TE14,0.2,43,79%,NA,NA,NA,NA,NA,NA,NA,NA
Kyle Pitts,TE,ATL,NA,3.6,3.6,43.4,NA,NA,0.2,0,5.7,NA,16256,FleaFlicker,15329,0,0,0,NA,NA,NA,NA,NA,MINSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,TE9,0.2,43.4,93%,NA,NA,NA,NA,NA,NA,NA,NA
Logan Thomas,TE,WAS,NA,3.8,3.8,39.2,NA,NA,0.3,0,5.52,NA,10353,FleaFlicker,11647,0,0,0,NA,NA,NA,NA,NA,@NESun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,TE16,0.3,39.2,64%,NA,NA,NA,NA,NA,NA,NA,NA
Trey McBride,TE,ARI,NA,4.1,4.1,42.2,NA,NA,0.2,0,5.5,NA,16895,FleaFlicker,15794,0,0,0,NA,NA,NA,NA,NA,@CLESun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,TE19,0.2,42.2,55%,NA,NA,NA,NA,NA,NA,NA,NA
