player,pos,team,games,rec_tgt,rec,rec_yds,rec_yds_g,rec_avg,rec_tds,fumbles_lost,site_pts,site_fppg,src_id,data_src,id,rush_att,rush_yds,rush_tds,pass_att,pass_comp,pass_yds,pass_tds,pass_int,opp,rec_rz_tgt,rec_09_tds,rec_1019_tds,rec_2029_tds,rec_3039_tds,rec_4049_tds,rec_50_tds,return_yds,scoring_opp,bye,draft_rank,misc_tds,misc_yds,pct_owned,site_ci_low,site_ci_high,opp_rank,ranks_ovr,ranks_pos,FanDuel FP,draftkings_site_points,yahoo_site_points
Tommy Sweeney,TE,NYG,NA,NA,1.32,11.92,NA,NA,0.06,NA,1.56,NA,tommy-sweeney,NumberFire,14294,0,0,0,NA,NA,NA,NA,NA,LV,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.1,5.22,#30,236,35,2.19,2.86,2.19
Tommy Tremble,TE,CAR,NA,NA,1.1,10.41,NA,NA,0.07,NA,1.45,NA,tommy-tremble,NumberFire,15332,0,0,0,NA,NA,NA,NA,NA,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.17,5.07,#25,241,36,2.01,2.56,2.01
Andrew Ogletree,TE,IND,NA,NA,0.92,10.07,NA,NA,0.07,NA,1.43,NA,andrew-ogletree,NumberFire,15916,0,0,0,NA,NA,NA,NA,NA,CAR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.18,5.04,#26,242,37,1.89,2.35,1.89
Pharaoh Brown,TE,NE,NA,NA,1.05,10.06,NA,NA,0.07,NA,1.42,NA,pharaoh-brown,NumberFire,13994,0,0,0,NA,NA,NA,NA,NA,WSH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.19,5.03,#28,244,38,1.95,2.48,1.95
Mo Alie-Cox,TE,IND,NA,NA,0.8,10.15,NA,NA,0.07,NA,1.4,NA,mo-alie-cox,NumberFire,13246,0,0,0,NA,NA,NA,NA,NA,CAR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.2,5,#26,246,39,1.82,2.23,1.82
C.J. Uzomah,TE,NYJ,NA,NA,0.96,10.14,NA,NA,0.05,NA,1.34,NA,c-j-uzomah,NumberFire,12317,0,0,0,NA,NA,NA,NA,NA,LAC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.24,4.92,#29,248,40,1.79,2.27,1.79
Robert Tonyan,TE,CHI,NA,NA,1.13,9.28,NA,NA,0.05,NA,1.26,NA,robert-tonyan,NumberFire,13427,0,0,0,NA,NA,NA,NA,NA,NO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.29,4.81,#7,252,41,1.79,2.36,1.79
Isaiah Likely,TE,BAL,NA,NA,0.86,8.38,NA,NA,0.07,NA,1.24,NA,isaiah-likely,NumberFire,15798,0,0,0,NA,NA,NA,NA,NA,SEA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.31,4.79,#8,253,42,1.69,2.12,1.69
Harrison Bryant,TE,CLE,NA,NA,0.9,8.3,NA,NA,0.06,NA,1.18,NA,harrison-bryant,NumberFire,14875,0,0,0,NA,NA,NA,NA,NA,ARI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.35,4.71,#31,255,43,1.62,2.08,1.62
Will Mallory,TE,IND,NA,NA,0.72,7.69,NA,NA,0.05,NA,1.09,NA,will-mallory,NumberFire,16220,0,0,0,NA,NA,NA,NA,NA,CAR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.4,4.58,#26,257,44,1.43,1.79,1.43
Rodney Williams,TE,PIT,NA,NA,0.77,7.91,NA,NA,0.05,NA,1.08,NA,rodney-williams-1,NumberFire,16524,0,0,0,NA,NA,NA,NA,NA,TEN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.41,4.57,#21,258,45,1.48,1.86,1.48
Jeremy Ruckert,TE,NYJ,NA,NA,0.76,7.84,NA,NA,0.04,NA,1.03,NA,jeremy-ruckert,NumberFire,15796,0,0,0,NA,NA,NA,NA,NA,LAC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.44,4.5,#29,259,46,1.4,1.78,1.4
Durham Smythe,TE,MIA,NA,NA,0.75,6.82,NA,NA,0.05,NA,0.99,NA,durham-smythe,NumberFire,13676,0,0,0,NA,NA,NA,NA,NA,KC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.47,4.45,#5,261,47,1.36,1.73,1.36
Luke Schoonmaker,TE,DAL,NA,NA,0.69,6.57,NA,NA,0.05,NA,0.93,NA,luke-schoonmaker,NumberFire,16221,0,0,0,NA,NA,NA,NA,NA,PHI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.51,4.37,#13,265,48,1.3,1.65,1.3
Julian Hill,TE,MIA,NA,NA,0.6,5.56,NA,NA,0.04,NA,0.83,NA,julian-hill,NumberFire,16425,0,0,0,NA,NA,NA,NA,NA,KC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.57,4.23,#5,268,49,1.1,1.4,1.1
Drew Sample,TE,CIN,NA,NA,0.64,5.2,NA,NA,0.05,NA,0.8,NA,drew-sample,NumberFire,14146,0,0,0,NA,NA,NA,NA,NA,BUF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.59,4.19,#11,270,50,1.14,1.46,1.14
Blake Bell,TE,KC,NA,NA,0.52,5.21,NA,NA,0.04,NA,0.79,NA,blake-bell,NumberFire,12213,0,0,0,NA,NA,NA,NA,NA,MIA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.6,4.18,#20,272,51,1.02,1.28,1.02
Stephen Sullivan,TE,CAR,NA,NA,0.56,5.58,NA,NA,0.03,NA,0.76,NA,stephen-sullivan,NumberFire,15026,0,0,0,NA,NA,NA,NA,NA,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.62,4.14,#25,274,52,1.02,1.3,1.02
Quintin Morris,TE,BUF,NA,NA,0.52,4.86,NA,NA,0.04,NA,0.71,NA,quintin-morris,NumberFire,15341,0,0,0,NA,NA,NA,NA,NA,CIN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.65,4.07,#17,277,53,0.99,1.25,0.99
Johnny Mundt,TE,MIN,NA,NA,0.57,5.39,NA,NA,0.03,NA,0.7,NA,johnny-mundt,NumberFire,13940,0,0,0,NA,NA,NA,NA,NA,ATL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.66,4.06,#15,278,54,1,1.29,1
Payne Durham,TE,TB,NA,NA,0.55,5.17,NA,NA,0.03,NA,0.69,NA,payne-durham,NumberFire,16218,0,0,0,NA,NA,NA,NA,NA,HOU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.66,4.04,#19,279,55,0.97,1.25,0.97
John Bates,TE,WSH,NA,NA,0.49,4.76,NA,NA,0.03,NA,0.66,NA,john-bates,NumberFire,15344,0,0,0,NA,NA,NA,NA,NA,NE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.68,4,#22,280,56,0.9,1.15,0.9
Will Dissly,TE,SEA,NA,NA,0.5,4.74,NA,NA,0.03,NA,0.64,NA,will-dissly,NumberFire,13763,0,0,0,NA,NA,NA,NA,NA,BAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.7,3.98,#1,281,57,0.9,1.15,0.9
Sean McKeon,TE,DAL,NA,NA,0.46,4.34,NA,NA,0.03,NA,0.62,NA,sean-mckeon,NumberFire,15097,0,0,0,NA,NA,NA,NA,NA,PHI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.71,3.95,#13,284,58,0.84,1.07,0.84
Josiah Deguara,TE,GB,NA,NA,0.4,4.29,NA,NA,0.03,NA,0.61,NA,josiah-deguara,NumberFire,14876,0,0,0,NA,NA,NA,NA,NA,LA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.71,3.93,#23,288,59,0.81,1.01,0.81
Colby Parkinson,TE,SEA,NA,NA,0.47,4.46,NA,NA,0.03,NA,0.6,NA,colby-parkinson,NumberFire,14871,0,0,0,NA,NA,NA,NA,NA,BAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.72,3.92,#1,289,60,0.86,1.1,0.86
MyCole Pruitt,TE,ATL,NA,NA,0.39,3.87,NA,NA,0.03,NA,0.57,NA,mycole-pruitt,NumberFire,12309,0,0,0,NA,NA,NA,NA,NA,MIN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.74,3.88,#16,292,61,0.76,0.96,0.76
Darnell Washington,TE,PIT,NA,NA,0.38,3.96,NA,NA,0.02,NA,0.54,NA,darnell-washington,NumberFire,16216,0,0,0,NA,NA,NA,NA,NA,TEN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.76,3.84,#21,293,62,0.71,0.9,0.71
Elijah Higgins,TE,ARI,NA,NA,0.39,3.98,NA,NA,0.02,NA,0.5,NA,elijah-higgins,NumberFire,16333,0,0,0,NA,NA,NA,NA,NA,CLE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.79,3.79,#2,295,63,0.71,0.91,0.71
Jesper Horsted,TE,LV,NA,NA,0.4,3.83,NA,NA,0.02,NA,0.5,NA,jesper-horsted,NumberFire,14752,0,0,0,NA,NA,NA,NA,NA,NYG,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.79,3.79,#18,295,63,0.7,0.9,0.7
Geoff Swaim,TE,ARI,NA,NA,0.41,3.46,NA,NA,0.02,NA,0.45,NA,geoff-swaim,NumberFire,12378,0,0,0,NA,NA,NA,NA,NA,CLE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.82,3.72,#2,297,65,0.67,0.88,0.67
Foster Moreau,TE,NO,NA,NA,0.22,2.49,NA,NA,0.02,NA,0.35,NA,foster-moreau,NumberFire,14239,0,0,0,NA,NA,NA,NA,NA,CHI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.88,3.58,#27,305,66,0.48,0.59,0.48
Stone Smartt,TE,LAC,NA,NA,0.24,2.41,NA,NA,0.02,NA,0.34,NA,stone-smartt,NumberFire,16113,0,0,0,NA,NA,NA,NA,NA,NYJ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.89,3.57,#9,308,67,0.48,0.6,0.48
Ben Sims,TE,GB,NA,NA,0.2,2.12,NA,NA,0.02,NA,0.31,NA,ben-sims,NumberFire,16483,0,0,0,NA,NA,NA,NA,NA,LA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.91,3.53,#23,310,68,0.43,0.53,0.43
Brycen Hopkins,TE,LA,NA,NA,0.21,2.05,NA,NA,0.01,NA,0.27,NA,brycen-hopkins,NumberFire,14868,0,0,0,NA,NA,NA,NA,NA,GB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.94,3.48,#24,311,69,0.37,0.48,0.37
Josh Oliver,TE,MIN,NA,NA,0.22,2.08,NA,NA,0.01,NA,0.27,NA,josh-oliver,NumberFire,14209,0,0,0,NA,NA,NA,NA,NA,ATL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.94,3.48,#15,311,69,0.38,0.49,0.38
Josh Whyle,TE,TEN,NA,NA,0.19,1.82,NA,NA,0.01,NA,0.24,NA,josh-whyle,NumberFire,16312,0,0,0,NA,NA,NA,NA,NA,PIT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.95,3.43,#6,314,71,0.34,0.43,0.34
Travis Kelce,TE,KC,NA,NA,7.62,84.68,NA,NA,0.52,NA,19.22,NA,2540258,NFL,11244,NA,0.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
T.J. Hockenson,TE,MIN,NA,NA,5.43,60.35,NA,NA,0.31,NA,13.34,NA,2562378,NFL,14138,NA,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dalton Schultz,TE,HOU,NA,NA,4.73,55.66,NA,NA,0.42,NA,12.82,NA,2560866,NFL,13772,NA,0.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mark Andrews,TE,BAL,NA,NA,4.35,55.96,NA,NA,0.4,NA,12.63,NA,2560957,NFL,13671,NA,1.66,0.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dallas Goedert,TE,PHI,NA,NA,4.07,49.34,NA,NA,0.25,NA,10.51,NA,2560995,NFL,13674,NA,0.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cole Kmet,TE,CHI,NA,NA,4.1,44.03,NA,NA,0.27,NA,10.23,NA,2563704,NFL,14867,NA,1.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kyle Pitts,TE,ATL,NA,NA,3.52,42.15,NA,NA,0.29,NA,9.5,NA,2565830,NFL,15329,NA,0.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Logan Thomas,TE,WAS,NA,NA,3.85,39.97,NA,NA,0.27,NA,9.48,NA,2543767,NFL,11647,NA,0.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dalton Kincaid,TE,BUF,NA,NA,4.17,37.69,NA,NA,0.22,NA,9.27,NA,2569594,NFL,16213,NA,0.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Trey McBride,TE,ARI,NA,NA,3.66,41.11,NA,NA,0.2,NA,8.98,NA,2568117,NFL,15794,NA,0.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
David Njoku,TE,CLE,NA,NA,3.63,37.73,NA,NA,0.25,NA,8.93,NA,2557986,NFL,13192,NA,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gerald Everett,TE,LAC,NA,NA,3.68,33.66,NA,NA,0.24,NA,8.66,NA,2557889,NFL,13236,NA,1.09,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jake Ferguson,TE,DAL,NA,NA,3.2,36.71,NA,NA,0.22,NA,8.2,NA,2567496,NFL,15799,NA,0.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tyler Higbee,TE,LA,NA,NA,3.26,30.85,NA,NA,0.19,NA,7.49,NA,2555364,NFL,12678,NA,0.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hunter Henry,TE,NE,NA,NA,2.8,32.58,NA,NA,0.2,NA,7.26,NA,2555341,NFL,12676,NA,0.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Luke Musgrave,TE,GB,NA,NA,3.05,28.28,NA,NA,0.17,NA,6.91,NA,2569780,NFL,16215,NA,0.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chigoziem Okonkwo,TE,TEN,NA,NA,2.89,28.37,NA,NA,0.17,NA,6.84,NA,2567658,NFL,15889,NA,0.91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cade Otton,TE,TB,NA,NA,2.9,27.13,NA,NA,0.19,NA,6.76,NA,2568312,NFL,15802,NA,0.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Irv Smith,TE,CIN,NA,NA,2.69,25.44,NA,NA,0.21,NA,6.5,NA,2562738,NFL,14141,NA,0.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jonnu Smith,TE,ATL,NA,NA,2.52,29.47,NA,NA,0.16,NA,6.44,NA,2558207,NFL,13193,NA,0.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tyler Conklin,TE,NYJ,NA,NA,2.45,27.03,NA,NA,0.16,NA,6.18,NA,2561027,NFL,13675,NA,0.69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hayden Hurst,TE,CAR,NA,NA,2.6,24.9,NA,NA,0.15,NA,6,NA,2560747,NFL,13680,NA,0.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Juwan Johnson,TE,NO,NA,NA,2.28,24.75,NA,NA,0.18,NA,5.84,NA,2564676,NFL,14861,NA,0.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Donald Parham,TE,LAC,NA,NA,2.35,23.31,NA,NA,0.19,NA,5.83,NA,2562394,NFL,14341,NA,0.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Connor Heyward,TE,PIT,NA,NA,2.39,23.05,NA,NA,0.15,NA,5.64,NA,2568138,NFL,15800,NA,0.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Michael Mayer,TE,LV,NA,NA,2.24,24.91,NA,NA,0.14,NA,5.58,NA,2570032,NFL,16212,NA,0.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Taysom Hill,TE,NO,NA,NA,1.37,19.06,NA,NA,0.07,NA,5.33,NA,2558954,NFL,13424,NA,12.12,0.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mike Gesicki,TE,NE,NA,NA,2.14,21.51,NA,NA,0.17,NA,5.31,NA,2560994,NFL,13672,NA,0.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kylen Granson,TE,IND,NA,NA,2.02,19.74,NA,NA,0.16,NA,4.98,NA,2566145,NFL,15419,NA,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Noah Fant,TE,SEA,NA,NA,1.87,22.5,NA,NA,0.13,NA,4.91,NA,2562383,NFL,14137,NA,0.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Austin Hooper,TE,LV,NA,NA,1.83,17.03,NA,NA,0.11,NA,4.2,NA,2555415,NFL,12677,NA,0.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Andrew Ogletree,TE,IND,NA,NA,1.38,16.82,NA,NA,0.16,NA,4.03,NA,2567712,NFL,15916,NA,0.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Noah Gray,TE,KC,NA,NA,1.47,15.08,NA,NA,0.12,NA,3.77,NA,2566178,NFL,15337,NA,0.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Daniel Bellinger,TE,NYG,NA,NA,1.43,14.7,NA,NA,0.11,NA,3.59,NA,2567985,NFL,15873,NA,0.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Durham Smythe,TE,MIA,NA,NA,1.62,13.24,NA,NA,0.09,NA,3.5,NA,2560880,NFL,13676,NA,0.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Colby Parkinson,TE,SEA,NA,NA,1.42,12.95,NA,NA,0.08,NA,3.2,NA,2565180,NFL,14871,NA,0.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Robert Tonyan,TE,CHI,NA,NA,1.31,12.17,NA,NA,0.08,NA,3.01,NA,2559270,NFL,13427,NA,0.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C.J. Uzomah,TE,NYJ,NA,NA,1.12,12.11,NA,NA,0.1,NA,2.94,NA,2552559,NFL,12317,NA,0.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Harrison Bryant,TE,CLE,NA,NA,0.98,10.33,NA,NA,0.09,NA,2.92,NA,2563767,NFL,14875,NA,2.42,0.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jordan Akins,TE,CLE,NA,NA,1.05,14.29,NA,NA,0.06,NA,2.84,NA,2560951,NFL,13753,NA,0.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tommy Tremble,TE,CAR,NA,NA,1.2,11.19,NA,NA,0.06,NA,2.68,NA,2565914,NFL,15332,NA,0.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Josh Oliver,TE,MIN,NA,NA,1.03,9.75,NA,NA,0.08,NA,2.49,NA,2562693,NFL,14209,NA,0.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Foster Moreau,TE,NO,NA,NA,0.87,10.07,NA,NA,0.08,NA,2.36,NA,2562317,NFL,14239,NA,0.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pharaoh Brown,TE,NE,NA,NA,0.77,9.53,NA,NA,0.09,NA,2.27,NA,2559018,NFL,13994,NA,0.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tanner Hudson,TE,CIN,NA,NA,0.86,9.22,NA,NA,0.07,NA,2.21,NA,2561215,NFL,14370,NA,0.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Josiah Deguara,TE,GB,NA,NA,0.86,7.86,NA,NA,0.05,NA,1.95,NA,2563980,NFL,14876,NA,0.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Isaiah Likely,TE,BAL,NA,NA,0.79,7.65,NA,NA,0.05,NA,1.86,NA,2567283,NFL,15798,NA,0.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
John Bates,TE,WAS,NA,NA,0.77,7.45,NA,NA,0.05,NA,1.82,NA,2566580,NFL,15344,NA,0.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eric Saubert,TE,HOU,NA,NA,0.8,5.95,NA,NA,0.04,NA,1.64,NA,2558023,NFL,13315,NA,0.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Will Dissly,TE,SEA,NA,NA,0.65,6.56,NA,NA,0.05,NA,1.61,NA,2561046,NFL,13763,NA,0.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
