id,src_id,pos,player,team,rush_att,rush_yds,rush_tds,rec_yds,rec_tds,rec,rec_tgt,data_src,fumbles_lost,site_pts,opp,rush_09_tds,rush_1019_tds,rush_2029_tds,rush_3039_tds,rush_4049_tds,rush_50_tds,rec_rz_tgt,rush_50_yds,rush_100_yds,return_yds,scoring_opp,bye,draft_rank,misc_tds,misc_yds,pct_owned,site_ci_low,site_ci_high,opp_rank,ranks_ovr,ranks_pos,FanDuel FP,fanduel_salary,fanduel_value,draftkings_site_points,draftkings_salary,draftkings_value,yahoo_site_points,yahoo_salary,yahoo_value,return_tds,two_pts
15709,23143,RB,Isaiah Spiller,LAC,1.1,4.5,0,2.8,0,0.4,NA,FantasyPros,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13868,17813,RB,Mike Boone,HOU,0.7,3.7,0,3.5,0,0.4,NA,FantasyPros,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16178,25360,RB,Keaton Mitchell,BAL,0,5.1,0,2,0,0.3,NA,FantasyPros,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14081,17251,RB,Myles Gaskin,LAR,1,5.3,0,2.5,0,0.4,NA,FantasyPros,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15275,22797,RB,Chris Evans,CIN,0,3.5,0,3.1,0,0.4,NA,FantasyPros,0,0.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13814,17612,RB,Boston Scott,PHI,0.5,4.2,0,1.8,0,0.3,NA,FantasyPros,0,0.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16432,25885,RB,Emanuel Wilson,GB,0.3,4.5,0,1.6,0,0.3,NA,FantasyPros,0,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12155,13924,RB,Ameer Abdullah,LV,0.3,1.1,0,5.2,0,0.6,NA,FantasyPros,0,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15729,22948,RB,Jashaun Corbin,NYG,0,3.6,0,1.9,0,0.3,NA,FantasyPros,0,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15042,19974,RB,Jonathan Ward,TEN,0,3.5,0,1.8,0,0.2,NA,FantasyPros,0,0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14815,19521,RB,DeeJay Dallas,SEA,0.6,2,0,3.1,0,0.5,NA,FantasyPros,0,0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15723,19471,RB,Ty Chandler,MIN,0.3,3.2,0,1.6,0,0.2,NA,FantasyPros,0,0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16181,25324,RB,Chase Brown,CIN,0.8,3,0,1.6,0,0.3,NA,FantasyPros,0,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14420,18571,RB,Alec Ingold,MIA,0.1,0.6,0,3.3,0,0.5,NA,FantasyPros,0,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14319,18748,RB,Andrew Beck,HOU,0.4,1.8,0,2.1,0,0.3,NA,FantasyPros,0,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12261,13977,RB,Ty Montgomery II,NE,0.1,1,0,2.6,0,0.2,NA,FantasyPros,0,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13455,17145,RB,Patrick Ricard,BAL,0.3,0.8,0,2.7,0,0.4,NA,FantasyPros,0,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14552,18847,RB,Khari Blasingame,CHI,0.3,1.4,0,2.2,0,0.4,NA,FantasyPros,0,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15257,19425,RB,Trey Sermon,IND,0.2,2.5,0,1,0,0.2,NA,FantasyPros,0,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14083,18616,RB,Travis Homer,CHI,0.1,1.2,0,2.1,0,0.3,NA,FantasyPros,0,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16409,25558,RB,Elijah Dotson,LAC,0,2,0,1.6,0,0.3,NA,FantasyPros,0,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10932,11410,RB,Brandon Bolden,LV,0,0,0,3.1,0,0.3,NA,FantasyPros,0,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12923,16209,RB,C.J. Ham,MIN,0.1,0.3,0,2.4,0,0.4,NA,FantasyPros,0,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15103,19844,RB,Reggie Gilliam,BUF,0.1,0.6,0,1.6,0,0.3,NA,FantasyPros,0,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12040,13192,RB,Keith Smith,ATL,0.2,0.9,0,1.1,0,0.2,NA,FantasyPros,0,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16391,25941,RB,Hunter Luepke,DAL,0.2,0.7,0,0.4,0,0.1,NA,FantasyPros,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14011,17352,RB,Godwin Igwebuike,PIT,0,0,0,1.3,0,0.2,NA,FantasyPros,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15414,23249,RB,Kene Nwangwu,MIN,0,0.5,0,0.2,0,0.1,NA,FantasyPros,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13838,17587,RB,Nick Bawden,NYJ,0.1,0.2,0,0.4,0,0.1,NA,FantasyPros,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14359,18673,RB,Jakob Johnson,LV,0,0,0,0.6,0,0.1,NA,FantasyPros,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14802,NA,RB,"Taylor, Jonathan",IND,19.3,89,0.5,19,0.1,2.7,3.8,FantasySharks,0.1,13.7,@CAR,0.4,0.1,0,0,0,0.1,0.6,0.1,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15713,NA,RB,"Ford, Jerome",CLE,15.3,76,0.4,19,0.2,2.6,3.7,FantasySharks,0,13.7,ARI,0.2,0,0,0,0,0.1,0.2,0.1,0,0,1.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15711,NA,RB,"Walker III, Kenneth",SEA,16.6,77,0.7,14,0,1.9,2.4,FantasySharks,0,13.4,@BAL,0.5,0.1,0,0,0,0.1,0.1,0.1,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12626,NA,RB,"Henry, Derrick",TEN,18.2,80,0.6,20,0,2,2.6,FantasySharks,0.1,13.2,@PIT,0.3,0.1,0.1,0,0,0,0.4,0.1,0,1,1.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13404,NA,RB,"Ekeler, Austin",LAC,13.2,52,0.5,37,0.2,4.4,5.8,FantasySharks,0.2,13.2,@NYJ,0.4,0.1,0.1,0,0,0,1.1,0.1,0.1,0,2.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14073,NA,RB,"Jacobs, Josh",LVR,18.4,73,0.5,27,0,3.5,5,FantasySharks,0.1,13,NYG,0.4,0.1,0,0,0,0,0.5,0.1,0.1,0,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13604,NA,RB,"Barkley, Saquon",NYG,19.7,77,0.4,20,0.2,3.7,5,FantasySharks,0.1,12.7,@LVR,0.3,0,0,0,0,0,0.3,0.1,0,0,1.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13132,NA,RB,"Kamara, Alvin",NOS,16.3,63,0.3,34,0.1,5,6.3,FantasySharks,0.1,12.1,CHI,0.2,0.1,0,0,0,0,0.9,0.1,0.1,0,1.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12447,NA,RB,"Mostert, Raheem",MIA,10.7,55,0.7,14,0.2,1.9,2.6,FantasySharks,0.1,12,@KCC,0.6,0,0.1,0,0.1,0,0.5,0.1,0,8,1.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14798,NA,RB,"Moss, Zack",IND,15.3,69,0.5,14,0.1,2,2.6,FantasySharks,0,11.7,@CAR,0.3,0.1,0,0,0,0.1,0.4,0.1,0,0,1.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15708,NA,RB,"Hall, Breece",NYJ,10.8,57,0.4,28,0.1,2.8,4.1,FantasySharks,0,11.4,LAC,0.2,0,0,0,0,0.1,0.2,0.1,0.1,0,1.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14797,NA,RB,"Swift, D'Andre",PHI,12.5,59,0.4,19,0.1,3.3,4.3,FantasySharks,0.1,10.7,DAL,0.4,0,0,0,0,0,0.6,0.1,0,0,1.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13131,NA,RB,"Mixon, Joe",CIN,15.5,62,0.3,23,0,3.4,4.4,FantasySharks,0,10.7,BUF,0.2,0.1,0,0,0,0,0.8,0.1,0.1,0,2.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13850,NA,RB,"Edwards, Gus",BAL,12.2,53,0.6,11,0,0.7,1,FantasySharks,0,10.4,SEA,0.6,0,0,0,0,0,0.1,0,0,0,1.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15716,NA,RB,"Robinson, Brian",WAS,13.6,55,0.4,14,0.2,1.6,2.1,FantasySharks,0,10.3,@NEP,0.2,0.1,0,0,0,0,0.2,0.1,0,1,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14085,NA,RB,"Pollard, Tony",DAL,12.3,53,0.4,20,0,2.7,3.2,FantasySharks,0.1,10.1,@PHI,0.3,0.1,0,0,0,0.1,0.7,0.1,0,0,1.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15715,NA,RB,"Cook, James",BUF,11.9,59,0.2,21,0.1,2.2,2.7,FantasySharks,0,9.9,@CIN,0.1,0,0.1,0,0,0,0.3,0.1,0,0,1.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13134,NA,RB,"Foreman, D'Onta",CHI,10.7,54,0.4,11,0.2,1.5,2.3,FantasySharks,0,9.8,@NOS,0.3,0.1,0,0,0,0,0.4,0,0,1,1.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13617,NA,RB,"Freeman, Royce",LAR,11.8,52,0.5,10,0,1.4,2.2,FantasySharks,0,9.5,@GBP,0.5,0,0,0,0,0,0.4,0,0,0,1.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15749,NA,RB,"Pacheco, Isiah",KCC,11.4,52,0.3,16,0.1,2.1,2.4,FantasySharks,0.1,9.2,MIA,0.3,0,0,0,0.1,0,0.4,0.1,0,7,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16161,NA,RB,"Robinson, Bijan",ATL,10.5,52,0.2,19,0.2,2.5,4,FantasySharks,0.1,9.2,MIN,0.1,0.1,0,0,0,0,0.3,0.1,0,1,0.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13319,NA,RB,"Jones, Aaron",GBP,10,47,0.2,23,0.2,2.8,3.8,FantasySharks,0.1,9,LAR,0.1,0,0,0,0,0,0.9,0.1,0.1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15254,NA,RB,"Harris, Najee",PIT,14.3,54,0.3,15,0.1,2.4,3.1,FantasySharks,0.1,9,TEN,0.2,0,0,0,0,0,0.3,0.1,0,0,1.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14079,NA,RB,"Sanders, Miles",CAR,13.5,54,0.4,13,0,2.1,3.3,FantasySharks,0.2,8.8,IND,0.3,0.1,0,0,0,0,0.1,0.1,0,1,1.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16385,NA,RB,"Demercado, Emari",ARI,11.9,52,0.4,13,0,2.3,3,FantasySharks,0,8.8,@CLE,0.2,0.1,0,0,0,0,0.2,0.1,0,0,0.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15259,NA,RB,"Stevenson, Rhamondre",NEP,11.7,46,0.3,23,0,3.6,4.8,FantasySharks,0,8.7,WAS,0.2,0,0,0,0,0,0.5,0.1,0.1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15721,NA,RB,"White, Rachaad",TBB,12.5,44,0.1,32,0.1,4.4,4.7,FantasySharks,0.1,8.4,@HOU,0.1,0,0,0,0,0,0.5,0.1,0.1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13138,NA,RB,"Hunt, Kareem",CLE,9.1,35,0.5,13,0,1.8,2.4,FantasySharks,0,7.7,ARI,0.4,0.1,0,0,0,0,0.3,0.1,0,1,0.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14223,NA,RB,"Mattison, Alexander",MIN,11.3,43,0.2,11,0.2,2.1,3.5,FantasySharks,0.1,7.5,@ATL,0.2,0,0,0,0,0,0.8,0.1,0,0,1.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15717,NA,RB,"Pierce, Dameon",HOU,14.5,50,0.2,12,0,1.8,2.5,FantasySharks,0.1,7.3,TBB,0.1,0,0,0,0,0,0.2,0.1,0,0,1.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14805,NA,RB,"Dillon, AJ",GBP,11,41,0.3,13,0,1.6,2.2,FantasySharks,0,7.3,LAR,0.3,0,0,0,0,0,0.2,0.1,0,0,1.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15712,NA,RB,"Allgeier, Tyler",ATL,12.4,49,0.2,10,0,1.1,1.4,FantasySharks,0,7.1,MIN,0.2,0,0,0,0,0,0.1,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15261,NA,RB,"Hubbard, Chuba",CAR,10.3,43,0.2,15,0,2.1,2.6,FantasySharks,0,7,IND,0.1,0,0,0,0,0,0.2,0.1,0,1,0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12625,NA,RB,"Elliott, Ezekiel",NEP,9,35,0.4,7,0,1.4,2,FantasySharks,0.1,6.2,WAS,0.3,0,0,0,0,0,0.1,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14017,NA,RB,"Wilson, Jeffery",MIA,5.7,27,0.3,12,0.1,1.5,2.3,FantasySharks,0.1,5.8,@KCC,0.2,0,0.1,0,0,0,0.4,0.1,0,3,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14852,NA,RB,"Gibson, Antonio",WAS,5.6,22,0.1,23,0.1,2.9,3.7,FantasySharks,0.1,5.6,@NEP,0.1,0,0,0,0,0,0.3,0.1,0.1,22,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13139,NA,RB,"Williams, Jamaal",NOS,9,35,0.3,4,0,0.7,0.7,FantasySharks,0.1,5.5,CHI,0.3,0,0,0,0,0,0,0,0,0,0.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14807,NA,RB,"Kelley, Joshua",LAC,8.1,34,0.2,4,0,0.7,1.3,FantasySharks,0,5.1,@NYJ,0.1,0,0,0,0.1,0,0.1,0,0,0,0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15742,NA,RB,"Warren, Jaylen",PIT,5.7,25,0.1,18,0,2.6,3.2,FantasySharks,0,5,TEN,0,0.1,0,0,0,0,0.2,0.1,0,0,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16165,NA,RB,"Spears, Tyjae",TEN,4.9,27,0.1,15,0,2.3,3,FantasySharks,0,4.9,@PIT,0,0.1,0,0,0,0,0.4,0.1,0,8,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14799,NA,RB,"Akers, Cam",MIN,6.4,24,0.2,9,0,1.2,1.5,FantasySharks,0,4.7,@ATL,0.2,0,0,0,0,0,0.2,0,0,0,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14086,NA,RB,"Hill, Justice",BAL,5.9,31,0.2,8,0,1.6,2,FantasySharks,0.1,4.6,SEA,0.1,0.1,0,0,0,0,0.1,0,0,2,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15255,NA,RB,"Gainwell, Kenneth",PHI,5.6,22,0.2,11,0,1.8,2.3,FantasySharks,0.1,4.6,DAL,0.2,0,0,0,0,0,0.2,0.1,0,1,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11761,NA,RB,"McKinnon, Jerick",KCC,2.8,10,0,18,0.3,2.1,2.8,FantasySharks,0,4.5,MIA,0,0,0,0,0,0,0.5,0.1,0,1,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11390,NA,RB,"Murray, Latavius",BUF,5.9,24,0.2,8,0,1.2,1.5,FantasySharks,0,4.5,@CIN,0.2,0,0,0,0,0,0.3,0,0,0,1.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13128,NA,RB,"Cook, Dalvin",NYJ,8.2,28,0.1,9,0,1.6,1.9,FantasySharks,0.1,4.5,LAC,0.1,0,0,0,0,0,0.3,0,0,0,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14823,NA,RB,"Dowdle, Rico",DAL,6.2,24,0,7,0.1,1,1.5,FantasySharks,0,3.8,@PHI,0,0,0,0,0,0,0.3,0,0,4,0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15733,NA,RB,"Strong Jr., Pierre",CLE,4.9,23,0.1,7,0,0.4,0.5,FantasySharks,0,3.8,ARI,0.1,0,0,0,0,0,0,0,0,24,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11225,NA,RB,"Patterson, Cordarrelle",ATL,5.1,22,0.2,4,0,0.7,1,FantasySharks,0,3.6,MIN,0.1,0,0,0,0,0,0.1,0,0,19,0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14080,NA,RB,"Singletary, Devin",HOU,6.4,25,0.1,7,0,1.1,1.6,FantasySharks,0,3.5,TBB,0.1,0,0,0,0,0,0.2,0,0,8,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14087,NA,RB,"Henderson, Darrell",LAR,5,17,0.2,7,0,0.9,1.2,FantasySharks,0,3.3,@GBP,0.1,0,0,0,0,0,0.1,0,0,1,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16169,NA,RB,"Charbonnet, Zach",SEA,4.3,23,0,8,0,1.3,1.7,FantasySharks,0,3.1,@BAL,0,0,0,0,0,0,0.1,0,0,2,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13378,NA,RB,"Breida, Matt",NYG,4.7,15,0.1,8,0,1.5,1.7,FantasySharks,0,3.1,@LVR,0.1,0,0,0,0,0,0,0,0,0,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16175,NA,RB,"Johnson, Roschon",CHI,5.4,22,0,5,0,1.1,1.5,FantasySharks,0,2.9,@NOS,0,0,0,0,0,0,0.2,0,0,3,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15973,NA,RB,"Blackshear, Raheem",CAR,2.3,8,0.2,9,0,0.8,1,FantasySharks,0,2.8,IND,0.2,0,0,0,0,0,0,0,0,33,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16171,NA,RB,"Miller, Kendre",NOS,5.3,17,0,10,0,1.1,1.3,FantasySharks,0,2.6,CHI,0,0,0,0,0,0,0.1,0,0,0.1,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13814,NA,RB,"Scott, Boston",PHI,2.6,11,0.2,3,0,0.4,0.5,FantasySharks,0,2.6,DAL,0.1,0.1,0,0,0,0,0,0,0,18,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
