team,dst_int,dst_safety,dst_sacks,dst_tackles,dst_fum_rec,dst_fum_force,dst_td,dst_pts_allowed,dst_pts_allowed_g,dst_pass_yds_allowed,dst_rush_yds_allowed,dst_yds_allowed,dst_avg_yds_allowed,site_pts,site_fppg,data_src,id,src_id,pos,player,dst_fum_recvr,dst_fumbles,dst_yds_against,dst_pts_against,opp,bye,curr_site_pts,draft_rank,idp_solo,pct_owned,site_ci_low,site_ci_high,opp_rank,ranks_pos,FanDuel FP,fanduel_salary,fanduel_value,draftkings_site_points,draftkings_salary,draftkings_value,yahoo_site_points,yahoo_salary,yahoo_value,return_tds
CAR,0.6,NA,2.29,NA,0.6,NA,0.17,21.25,NA,NA,NA,336.57,NA,6.71,NA,NumberFire,0527,carolina-dst,D,Carolina D/ST,NA,NA,NA,NA,NO,NA,NA,NA,NA,NA,0.78,12.64,#11,19,6.67,3500,1.91,6.67,2900,2.3,6.67,16,0.42,NA
CIN,0.67,NA,2.32,NA,0.45,NA,0.18,21,NA,NA,NA,337.4,NA,6.7,NA,NumberFire,0506,cincinnati-dst,D,Cincinnati D/ST,NA,NA,NA,NA,BAL,NA,NA,NA,NA,NA,0.77,12.63,#15,20,6.68,3600,1.86,6.68,3300,2.02,6.68,13,0.51,NA
ARI,0.63,NA,2.6,NA,0.47,NA,0.16,22,NA,NA,NA,332.35,NA,6.59,NA,NumberFire,0519,arizona-dst,D,Arizona D/ST,NA,NA,NA,NA,NYG,NA,NA,NA,NA,NA,0.68,12.5,#32,21,6.55,3800,1.72,6.55,2600,2.52,6.55,12,0.55,NA
GB,0.52,NA,2.32,NA,0.55,NA,0.16,21.75,NA,NA,NA,319.44,NA,6.32,NA,NumberFire,0523,green-bay-dst,D,Green Bay D/ST,NA,NA,NA,NA,ATL,NA,NA,NA,NA,NA,0.47,12.17,#12,22,6.26,4200,1.49,6.26,3000,2.09,6.26,15,0.42,NA
TEN,0.66,NA,2.95,NA,0.36,NA,0.15,24,NA,NA,NA,361.88,NA,6.24,NA,NumberFire,0508,tennessee-dst,D,Tennessee D/ST,NA,NA,NA,NA,LAC,NA,NA,NA,NA,NA,0.4,12.08,#3,23,6.24,3800,1.64,6.24,2400,2.6,6.24,11,0.57,NA
BAL,0.75,NA,2.78,NA,0.37,NA,0.15,24.5,NA,NA,NA,347.44,NA,6.13,NA,NumberFire,0531,baltimore-dst,D,Baltimore D/ST,NA,NA,NA,NA,CIN,NA,NA,NA,NA,NA,0.32,11.94,#31,24,6.09,4600,1.32,6.09,2800,2.18,6.09,17,0.36,NA
KC,0.53,NA,2.28,NA,0.64,NA,0.17,23.5,NA,NA,NA,344.82,NA,6.05,NA,NumberFire,0512,kansas-city-dst,D,Kansas City D/ST,NA,NA,NA,NA,JAC,NA,NA,NA,NA,NA,0.25,11.85,#22,25,6.07,3500,1.73,6.07,3100,1.96,6.07,15,0.4,NA
NYJ,0.77,NA,2.11,NA,0.52,NA,0.15,23.5,NA,NA,NA,347.18,NA,6.03,NA,NumberFire,0505,new-york-jets-dst,D,New York Jets D/ST,NA,NA,NA,NA,DAL,NA,NA,NA,NA,NA,0.24,11.82,#7,26,6,3700,1.62,6,2700,2.22,6,15,0.4,NA
NE,0.76,NA,2.2,NA,0.48,NA,0.15,24.5,NA,NA,NA,368.57,NA,5.79,NA,NumberFire,0504,new-england-dst,D,New England D/ST,NA,NA,NA,NA,MIA,NA,NA,NA,NA,NA,0.04,11.54,#1,27,5.75,3500,1.64,5.75,2800,2.05,5.75,20,0.29,NA
MIN,0.62,NA,2.95,NA,0.52,NA,0.14,27,NA,NA,NA,364.09,NA,5.65,NA,NumberFire,0524,minnesota-dst,D,Minnesota D/ST,NA,NA,NA,NA,PHI,NA,NA,NA,NA,NA,-0.07,11.37,#23,28,5.68,3200,1.78,5.68,2600,2.18,5.68,10,0.57,NA
LV,0.89,NA,2.12,NA,0.54,NA,0.12,27,NA,NA,NA,382.36,NA,5.4,NA,NumberFire,0513,las-vegas-d-st,D,Las Vegas D/ST,NA,NA,NA,NA,BUF,NA,NA,NA,NA,NA,-0.27,11.07,#18,29,5.37,3000,1.79,5.37,2200,2.44,5.37,10,0.54,NA
LA,0.68,NA,2.41,NA,0.46,NA,0.14,26.25,NA,NA,NA,361.86,NA,5.32,NA,NumberFire,0528,los-angeles-rams-d-st,D,Los Angeles Rams D/ST,NA,NA,NA,NA,SF,NA,NA,NA,NA,NA,-0.33,10.97,#6,30,5.25,3100,1.69,5.25,2300,2.28,5.25,11,0.48,NA
SEA,0.74,NA,1.89,NA,0.43,NA,0.14,26,NA,NA,NA,363.19,NA,4.92,NA,NumberFire,0515,seattle-dst,D,Seattle D/ST,NA,NA,NA,NA,DET,NA,NA,NA,NA,NA,-0.65,10.49,#10,31,4.89,3300,1.48,4.89,2900,1.69,4.89,13,0.38,NA
JAC,0.56,NA,1.91,NA,0.61,NA,0.14,27,NA,NA,NA,384.95,NA,4.71,NA,NumberFire,0509,jacksonville-dst,D,Jacksonville D/ST,NA,NA,NA,NA,KC,NA,NA,NA,NA,NA,-0.82,10.24,#17,32,4.68,3700,1.26,4.68,2500,1.87,4.68,15,0.31,NA
Tampa Bay Buccaneers,0.92,0.06,3.47,NA,0.7,NA,0.15,18.6,NA,NA,NA,NA,NA,7.91,NA,NFL,0525,100031,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03
Dallas Cowboys,1.07,0.06,3.17,NA,0.61,NA,0.15,18.05,NA,NA,NA,NA,NA,7.73,NA,NFL,0516,100008,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03
Denver Broncos,0.84,0.08,3.23,NA,0.62,NA,0.15,22.23,NA,NA,NA,NA,NA,7.39,NA,NFL,0511,100009,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03
Pittsburgh Steelers,0.89,0.05,2.96,NA,0.67,NA,0.15,20.41,NA,NA,NA,NA,NA,7.38,NA,NFL,0510,100027,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.05
Green Bay Packers,1.16,0.03,2.54,NA,0.7,NA,0.15,23.08,NA,NA,NA,NA,NA,7.34,NA,NFL,0523,100011,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02
Washington Commanders,0.95,0.05,3.06,NA,0.63,NA,0.14,21.82,NA,NA,NA,NA,NA,7.28,NA,NFL,0520,100032,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02
Chicago Bears,0.81,0.19,2.7,NA,0.65,NA,0.15,25.47,NA,NA,NA,NA,NA,7.26,NA,NFL,0521,100005,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.06
Los Angeles Chargers,0.91,0.04,2.97,NA,0.58,NA,0.17,22.12,NA,NA,NA,NA,NA,7.17,NA,NFL,0514,100028,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02
Cincinnati Bengals,0.96,0.04,2.6,NA,0.65,NA,0.15,18.07,NA,NA,NA,NA,NA,7.04,NA,NFL,0506,100006,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04
Detroit Lions,0.97,0.05,2.6,NA,0.62,NA,0.15,21.66,NA,NA,NA,NA,NA,6.96,NA,NFL,0522,100010,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03
Philadelphia Eagles,1.07,0.03,2.37,NA,0.58,NA,0.15,19.14,NA,NA,NA,NA,NA,6.81,NA,NFL,0518,100025,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03
New England Patriots,1.01,0.03,2.27,NA,0.68,NA,0.15,18.22,NA,NA,NA,NA,NA,6.79,NA,NFL,0504,100021,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03
Cleveland Browns,0.98,0.03,2.43,NA,0.59,NA,0.14,22.99,NA,NA,NA,NA,NA,6.77,NA,NFL,0507,100007,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.05
Houston Texans,0.79,0.05,2.69,NA,0.61,NA,0.16,21.31,NA,NA,NA,NA,NA,6.73,NA,NFL,0532,100013,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03
Carolina Panthers,0.96,0.03,2.29,NA,0.61,NA,0.14,19.46,NA,NA,NA,NA,NA,6.69,NA,NFL,0527,100004,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.06
Arizona Cardinals,0.85,0.05,2.32,NA,0.71,NA,0.16,22.04,NA,NA,NA,NA,NA,6.68,NA,NFL,0519,100026,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03
New York Giants,0.84,0.03,2.64,NA,0.61,NA,0.15,24.29,NA,NA,NA,NA,NA,6.68,NA,NFL,0517,100023,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03
New Orleans Saints,0.93,0.03,2.38,NA,0.6,NA,0.15,21.08,NA,NA,NA,NA,NA,6.64,NA,NFL,0529,100022,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04
San Francisco 49ers,0.99,0.03,2.33,NA,0.6,NA,0.15,18.13,NA,NA,NA,NA,NA,6.59,NA,NFL,0530,100029,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02
Indianapolis Colts,0.89,0.03,2.4,NA,0.63,NA,0.15,23.7,NA,NA,NA,NA,NA,6.52,NA,NFL,0502,100014,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02
Las Vegas Raiders,1.03,0.02,2.1,NA,0.7,NA,0.14,24.95,NA,NA,NA,NA,NA,6.5,NA,NFL,0513,100018,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01
Buffalo Bills,0.82,0.03,2.34,NA,0.63,NA,0.15,18.87,NA,NA,NA,NA,NA,6.44,NA,NFL,0501,100003,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04
Kansas City Chiefs,0.94,0.02,2.06,NA,0.66,NA,0.15,22.26,NA,NA,NA,NA,NA,6.38,NA,NFL,0512,100016,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03
Tennessee Titans,0.79,0.04,2.3,NA,0.69,NA,0.14,21.78,NA,NA,NA,NA,NA,6.36,NA,NFL,0508,100012,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03
Miami Dolphins,0.87,0.03,2.44,NA,0.57,NA,0.15,22.86,NA,NA,NA,NA,NA,6.34,NA,NFL,0503,100019,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01
New York Jets,0.93,0.02,2.13,NA,0.68,NA,0.14,25.93,NA,NA,NA,NA,NA,6.29,NA,NFL,0505,100024,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01
Baltimore Ravens,0.81,0.03,2.4,NA,0.58,NA,0.15,22.66,NA,NA,NA,NA,NA,6.26,NA,NFL,0531,100002,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02
Minnesota Vikings,0.74,0.03,2.46,NA,0.61,NA,0.14,26.57,NA,NA,NA,NA,NA,6.12,NA,NFL,0524,100020,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01
Seattle Seahawks,0.76,0.02,2.04,NA,0.64,NA,0.15,24.68,NA,NA,NA,NA,NA,5.9,NA,NFL,0515,100030,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02
Los Angeles Rams,0.71,0.03,2.13,NA,0.59,NA,0.15,23.45,NA,NA,NA,NA,NA,5.81,NA,NFL,0528,100017,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02
Atlanta Falcons,0.67,0.03,1.95,NA,0.61,NA,0.14,20.63,NA,NA,NA,NA,NA,5.65,NA,NFL,0526,100001,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04
Jacksonville Jaguars,0.64,0.03,1.73,NA,0.64,NA,0.15,22.2,NA,NA,NA,NA,NA,5.49,NA,NFL,0509,100015,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04
