player,pos,team,games,rush_att,rush_yds,rush_avg,rush_tds,rec_tgt,rec,rec_yds,rec_yds_g,rec_avg,rec_tds,fumbles_lost,site_pts,site_fppg,src_id,data_src,id,opp,rush_09_tds,rush_1019_tds,rush_2029_tds,rush_3039_tds,rush_4049_tds,rush_50_tds,rec_rz_tgt,rush_50_yds,rush_100_yds,return_yds,scoring_opp,bye,draft_rank,misc_tds,misc_yds,pct_owned,site_ci_low,site_ci_high,opp_rank,ranks_ovr,ranks_pos,FanDuel FP,draftkings_site_points,draftkings_salary,draftkings_value,yahoo_site_points,yahoo_salary,yahoo_value,return_tds,two_pts
Jaylen Warren,RB,PIT,NA,11.26,49.87,NA,0.32,NA,2.74,19.97,NA,NA,0.11,NA,9.44,NA,jaylen-warren,NumberFire,15742,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.02,15.86,#15,67,26,10.79,12.24,5200,2.35,10.79,22,0.49,NA,NA
Devin Singletary,RB,HOU,NA,13.64,58.92,NA,0.29,NA,1.96,14.53,NA,NA,0.07,NA,9.43,NA,devin-singletary,NumberFire,14080,TEN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.01,15.85,#25,68,27,10.43,11.45,5400,2.12,10.43,21,0.5,NA,NA
James Cook,RB,BUF,NA,11.02,48.91,NA,0.26,NA,2.49,20.57,NA,NA,0.12,NA,9.05,NA,james-cook,NumberFire,15715,DAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.76,15.34,#3,71,28,10.33,11.66,6300,1.85,10.33,25,0.41,NA,NA
Kenneth Walker III,RB,SEA,NA,10.8,46.13,NA,0.38,NA,1.96,14.69,NA,NA,0.08,NA,8.87,NA,kenneth-walker-iii,NumberFire,15711,PHI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.64,15.1,#27,73,29,9.84,10.82,6200,1.75,9.84,26,0.38,NA,NA
Najee Harris,RB,PIT,NA,12.95,51.02,NA,0.35,NA,1.92,12,NA,NA,0.08,NA,8.76,NA,najee-harris,NumberFire,15254,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.56,14.96,#15,74,30,9.7,10.74,5100,2.11,9.7,22,0.44,NA,NA
Kareem Hunt,RB,CLE,NA,12.1,51.27,NA,0.43,NA,0.86,6.49,NA,NA,0.03,NA,8.48,NA,kareem-hunt,NumberFire,13138,CHI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.38,14.58,#18,80,31,8.93,9.39,4900,1.92,8.93,16,0.56,NA,NA
Zach Charbonnet,RB,SEA,NA,11.05,45.19,NA,0.3,NA,1.9,12.75,NA,NA,0.06,NA,7.94,NA,zach-charbonnet,NumberFire,16169,PHI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.01,13.87,#27,86,32,8.88,9.85,4800,2.05,8.88,17,0.52,NA,NA
Ty Chandler,RB,MIN,NA,12.06,48.86,NA,0.28,NA,1.46,9.5,NA,NA,0.04,NA,7.69,NA,ty-chandler,NumberFire,15723,CIN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.84,13.54,#26,89,33,8.43,9.2,5300,1.74,8.43,13,0.65,NA,NA
Jonathan Taylor,RB,IND,NA,8.66,42.98,NA,0.35,NA,1.02,7.95,NA,NA,0.05,NA,7.5,NA,jonathan-taylor,NumberFire,14802,PIT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.72,13.28,#10,92,34,7.96,8.5,7000,1.21,7.96,30,0.27,NA,NA
Keaton Mitchell,RB,BAL,NA,9.46,40.94,NA,0.3,NA,1.51,11.47,NA,NA,0.07,NA,7.38,NA,keaton-mitchell,NumberFire,16178,JAC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.63,13.13,#14,93,35,8.16,8.95,5100,1.75,8.16,16,0.51,NA,NA
Josh Jacobs,RB,LV,NA,10.39,45.59,NA,0.28,NA,1.1,8.51,NA,NA,0.03,NA,7.15,NA,josh-jacobs,NumberFire,14073,LAC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.48,12.82,#29,96,36,7.7,8.32,6600,1.26,7.7,29,0.27,NA,NA
Tyjae Spears,RB,TEN,NA,7.75,32.4,NA,0.19,NA,2.92,20.04,NA,NA,0.1,NA,6.95,NA,tyjae-spears,NumberFire,16165,HOU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.35,12.55,#22,99,37,8.42,9.9,4800,2.06,8.42,14,0.6,NA,NA
Gus Edwards,RB,BAL,NA,8.83,40.92,NA,0.29,NA,0.83,6.71,NA,NA,0.03,NA,6.66,NA,gus-edwards,NumberFire,13850,JAC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.15,12.17,#14,106,38,7.06,7.5,5700,1.32,7.06,23,0.31,NA,NA
Zamir White,RB,LV,NA,10.11,42.06,NA,0.23,NA,0.9,6.39,NA,NA,0.03,NA,6.24,NA,zamir-white,NumberFire,15714,LAC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.87,11.61,#29,115,39,6.76,7.27,4400,1.65,6.76,10,0.68,NA,NA
D'Onta Foreman,RB,CHI,NA,9.8,42.16,NA,0.2,NA,0.92,7.07,NA,NA,0.03,NA,6.2,NA,d-onta-foreman,NumberFire,13134,CLE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.84,11.56,#2,116,40,6.66,7.18,5000,1.44,6.66,20,0.33,NA,NA
Antonio Gibson,RB,WSH,NA,4.89,20.22,NA,0.15,NA,3.32,25.49,NA,NA,0.13,NA,6.05,NA,antonio-gibson,NumberFire,14852,LA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.74,11.36,#21,123,41,7.71,9.48,5200,1.82,7.71,19,0.41,NA,NA
Tyler Allgeier,RB,ATL,NA,9.89,41.72,NA,0.22,NA,0.62,4.11,NA,NA,0.02,NA,6,NA,tyler-allgeier,NumberFire,15712,CAR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.71,11.29,#30,124,42,6.35,6.66,4400,1.51,6.35,13,0.49,NA,NA
Clyde Edwards-Helaire,RB,KC,NA,8.35,33.93,NA,0.2,NA,1.03,7.41,NA,NA,0.04,NA,5.59,NA,clyde-edwards-helaire,NumberFire,14803,NE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.43,10.75,#12,129,43,6.07,6.59,5000,1.32,6.07,10,0.61,NA,NA
Isiah Pacheco,RB,KC,NA,7.8,33.28,NA,0.2,NA,1.04,7.17,NA,NA,0.05,NA,5.56,NA,isiah-pacheco,NumberFire,15749,NE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.41,10.71,#12,130,44,6.07,6.59,6900,0.96,6.07,28,0.22,NA,NA
Jamaal Williams,RB,NO,NA,8.42,35.12,NA,0.21,NA,0.99,6.71,NA,NA,0.03,NA,5.55,NA,jamaal-williams,NumberFire,13139,NYG,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4,10.7,#16,131,45,6.02,6.56,4300,1.53,6.02,10,0.6,NA,NA
Dameon Pierce,RB,HOU,NA,8.73,34.24,NA,0.18,NA,1.05,7.94,NA,NA,0.04,NA,5.51,NA,dameon-pierce,NumberFire,15717,TEN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.38,10.64,#25,132,46,6,6.56,4700,1.4,6,13,0.46,NA,NA
Jerick McKinnon,RB,KC,NA,5.29,20.87,NA,0.11,NA,2.55,19.65,NA,NA,0.13,NA,5.46,NA,jerick-mckinnon,NumberFire,11761,NE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.34,10.58,#12,134,47,6.71,8.01,5100,1.57,6.71,13,0.52,NA,NA
Aaron Jones,RB,GB,NA,5.55,27.12,NA,0.16,NA,1.54,11.03,NA,NA,0.09,NA,5.12,NA,aaron-jones,NumberFire,13319,TB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.11,10.13,#20,144,48,5.87,6.75,6500,1.04,5.87,22,0.27,NA,NA
Miles Sanders,RB,CAR,NA,7.47,35.42,NA,0.15,NA,1.07,6.09,NA,NA,0.03,NA,5.03,NA,miles-sanders,NumberFire,14079,ATL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.05,10.01,#9,147,49,5.59,6.21,4400,1.41,5.59,11,0.51,NA,NA
Dalvin Cook,RB,NYJ,NA,7.85,34.34,NA,0.18,NA,0.75,5.36,NA,NA,0.02,NA,4.96,NA,dalvin-cook,NumberFire,13128,MIA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01,9.91,#7,149,50,5.31,5.8,4400,1.32,5.31,10,0.53,NA,NA
Rico Dowdle,RB,DAL,NA,7.18,29.46,NA,0.16,NA,0.99,6.86,NA,NA,0.04,NA,4.82,NA,rico-dowdle,NumberFire,14823,BUF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.09,9.73,#13,152,51,5.29,5.8,4600,1.26,5.29,11,0.48,NA,NA
Khalil Herbert,RB,CHI,NA,5.51,24.49,NA,0.11,NA,1.53,10.43,NA,NA,0.05,NA,4.39,NA,khalil-herbert,NumberFire,15271,CLE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.38,9.16,#2,158,52,5.18,5.96,4700,1.27,5.18,12,0.43,NA,NA
Samaje Perine,RB,DEN,NA,1.94,7.91,NA,0.05,NA,3.01,26.08,NA,NA,0.13,NA,4.39,NA,samaje-perine,NumberFire,13133,DET,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.38,9.16,#23,158,52,5.92,7.47,4500,1.66,5.92,12,0.49,NA,NA
Chase Brown,RB,CIN,NA,5.8,23.06,NA,0.15,NA,1.11,7.59,NA,NA,0.05,NA,4.14,NA,chase-brown,NumberFire,16181,MIN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.55,8.83,#6,168,54,4.72,5.33,4800,1.11,4.72,13,0.36,NA,NA
Jaleel McLaughlin,RB,DEN,NA,4.16,17.4,NA,0.11,NA,1.78,12.8,NA,NA,0.08,NA,4.11,NA,jaleel-mclaughlin,NumberFire,16390,DET,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.57,8.79,#23,169,55,5.01,5.92,4000,1.48,5.01,10,0.5,NA,NA
Royce Freeman,RB,LA,NA,6.42,25.42,NA,0.19,NA,0.47,3.05,NA,NA,0.03,NA,4.11,NA,royce-freeman,NumberFire,13617,WSH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.57,8.79,#32,169,55,4.36,4.62,4400,1.05,4.36,10,0.44,NA,NA
Latavius Murray,RB,BUF,NA,4.96,21.23,NA,0.15,NA,1.08,7.06,NA,NA,0.04,NA,3.87,NA,latavius-murray,NumberFire,11390,DAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.73,8.47,#3,174,57,4.43,5.01,4400,1.14,4.43,14,0.32,NA,NA
Kenneth Gainwell,RB,PHI,NA,4.28,17.7,NA,0.14,NA,1.47,10.05,NA,NA,0.05,NA,3.86,NA,kenneth-gainwell,NumberFire,15255,SEA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.73,8.45,#28,175,58,4.55,5.34,4800,1.11,4.55,11,0.41,NA,NA
D'Ernest Johnson,RB,JAC,NA,5.26,21.91,NA,0.12,NA,0.85,6.97,NA,NA,0.03,NA,3.78,NA,d-ernest-johnson,NumberFire,14331,BAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.79,8.35,#1,180,59,4.15,4.61,4700,0.98,4.15,10,0.42,NA,NA
Alexander Mattison,RB,MIN,NA,5.9,24.28,NA,0.13,NA,0.71,4.86,NA,NA,0.03,NA,3.75,NA,alexander-mattison,NumberFire,14223,CIN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.81,8.31,#26,181,60,4.11,4.52,5400,0.84,4.11,19,0.22,NA,NA
Chase Edmonds,RB,TB,NA,4.78,20.51,NA,0.12,NA,0.93,6.37,NA,NA,0.04,NA,3.66,NA,chase-edmonds,NumberFire,13726,GB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.87,8.19,#17,185,61,4.11,4.58,4400,1.04,4.11,10,0.41,NA,NA
Roschon Johnson,RB,CHI,NA,3.67,15.32,NA,0.07,NA,1.76,11.48,NA,NA,0.05,NA,3.39,NA,roschon-johnson,NumberFire,16175,CLE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.05,7.83,#2,191,62,4.22,5.13,4600,1.12,4.22,10,0.42,NA,NA
Joshua Kelley,RB,LAC,NA,5.79,22.9,NA,0.11,NA,0.46,3.05,NA,NA,0.01,NA,3.28,NA,joshua-kelley,NumberFire,14807,LV,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.12,7.68,#19,195,63,3.51,3.76,4700,0.8,3.51,10,0.35,NA,NA
Ameer Abdullah,RB,LV,NA,4.33,17.81,NA,0.09,NA,0.96,7.18,NA,NA,0.03,NA,3.17,NA,ameer-abdullah,NumberFire,12155,LAC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.2,7.54,#29,202,64,3.62,4.14,4800,0.86,3.62,10,0.36,NA,NA
Emari Demercado,RB,ARI,NA,4.82,18.99,NA,0.09,NA,0.84,5.58,NA,NA,0.02,NA,3.11,NA,emari-demercado,NumberFire,16385,SF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.24,7.46,#5,205,65,3.5,3.94,4400,0.9,3.5,10,0.35,NA,NA
Ty Johnson,RB,BUF,NA,3.45,14.08,NA,0.08,NA,1.12,8.42,NA,NA,0.05,NA,3.01,NA,ty-johnson,NumberFire,14095,DAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.31,7.33,#3,206,66,3.53,4.12,4200,0.98,3.53,10,0.35,NA,NA
Cordarrelle Patterson,RB,ATL,NA,3.46,15.95,NA,0.11,NA,0.79,5.84,NA,NA,0.03,NA,2.99,NA,cordarrelle-patterson-1,NumberFire,11225,CAR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.32,7.3,#30,207,67,3.37,3.79,4200,0.9,3.37,10,0.34,NA,NA
Matt Breida,RB,NYG,NA,3.52,15.69,NA,0.06,NA,0.85,6.79,NA,NA,0.03,NA,2.7,NA,matt-breida,NumberFire,13378,NO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.51,6.91,#8,218,68,3.13,3.6,4600,0.78,3.13,10,0.31,NA,NA
Kene Nwangwu,RB,MIN,NA,3.48,13.94,NA,0.08,NA,0.82,5.38,NA,NA,0.03,NA,2.56,NA,kene-nwangwu,NumberFire,15414,CIN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.61,6.73,#26,228,69,2.94,3.38,4400,0.77,2.94,10,0.29,NA,NA
Jeff Wilson,RB,MIA,NA,3.38,14.51,NA,0.1,NA,0.5,3.68,NA,NA,0.02,NA,2.5,NA,jeff-wilson,NumberFire,14017,NYJ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.65,6.65,#4,229,70,2.73,3.01,4300,0.7,2.73,10,0.27,NA,NA
Isaiah Spiller,RB,LAC,NA,4.21,16.83,NA,0.08,NA,0.22,1.55,NA,NA,0.01,NA,2.33,NA,isaiah-spiller,NumberFire,15709,LV,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.76,6.42,#19,233,71,2.43,2.57,4200,0.61,2.43,10,0.24,NA,NA
Justice Hill,RB,BAL,NA,1.89,7.75,NA,0.05,NA,1.19,7.72,NA,NA,0.04,NA,2.07,NA,justice-hill,NumberFire,14086,JAC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.94,6.08,#14,247,72,2.62,3.25,4000,0.81,2.62,10,0.26,NA,NA
Ty Montgomery,RB,NE,NA,1.66,7.01,NA,0.03,NA,1.25,9.82,NA,NA,0.04,NA,2.02,NA,ty-montgomery,NumberFire,12261,KC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.97,6.01,#11,250,73,2.69,3.33,NA,NA,2.69,NA,NA,NA,NA
Boston Scott,RB,PHI,NA,2.8,11.74,NA,0.1,NA,0.24,1.79,NA,NA,0.01,NA,1.99,NA,boston-scott,NumberFire,13814,SEA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.99,5.97,#28,253,74,2.09,2.23,4300,0.52,2.09,10,0.21,NA,NA
Trey Sermon,RB,IND,NA,2.89,11.65,NA,0.08,NA,0.33,2.52,NA,NA,0.02,NA,1.95,NA,trey-sermon,NumberFire,15257,PIT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.02,5.92,#10,255,75,2.14,2.33,4000,0.58,2.14,10,0.21,NA,NA
Elijah Mitchell,RB,SF,NA,2.32,10.1,NA,0.07,NA,0.25,1.59,NA,NA,0.01,NA,1.69,NA,elijah-mitchell,NumberFire,15263,ARI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.19,5.57,#31,266,76,1.77,1.9,4400,0.43,1.77,10,0.18,NA,NA
Israel Abanikanda,RB,NYJ,NA,2.04,8.08,NA,0.05,NA,0.64,4.82,NA,NA,0.02,NA,1.66,NA,israel-abanikanda,NumberFire,16168,MIA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.21,5.53,#7,269,77,1.99,2.33,4000,0.58,1.99,10,0.2,NA,NA
Jordan Mason,RB,SF,NA,2.03,8.62,NA,0.07,NA,0.36,2.46,NA,NA,0.03,NA,1.66,NA,jordan-mason,NumberFire,15972,ARI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.21,5.53,#31,269,77,1.87,2.06,4600,0.45,1.87,10,0.19,NA,NA
Patrick Taylor,RB,GB,NA,2.08,8.39,NA,0.05,NA,0.47,3.36,NA,NA,0.03,NA,1.63,NA,patrick-taylor,NumberFire,14817,TB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.23,5.49,#20,272,79,1.87,2.12,4300,0.49,1.87,10,0.19,NA,NA
Pierre Strong Jr.,RB,CLE,NA,2.27,9.48,NA,0.06,NA,0.36,2.71,NA,NA,0.01,NA,1.62,NA,pierre-strong-jr,NumberFire,15733,CHI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.24,5.48,#18,273,80,1.8,1.99,4500,0.44,1.8,10,0.18,NA,NA
Dare Ogunbowale,RB,HOU,NA,1.64,6.23,NA,0.04,NA,0.56,4.4,NA,NA,0.02,NA,1.39,NA,dare-ogunbowale,NumberFire,13148,TEN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.4,5.18,#25,289,81,1.68,1.97,4000,0.49,1.68,10,0.17,NA,NA
Kevin Harris,RB,NE,NA,2.35,9.52,NA,0.04,NA,0.21,1.62,NA,NA,0.01,NA,1.33,NA,kevin-harris,NumberFire,15719,KC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.44,5.1,#11,291,82,1.48,1.6,4000,0.4,1.48,10,0.15,NA,NA
Kendre Miller,RB,NO,NA,1.16,4.79,NA,0.02,NA,0.48,3.68,NA,NA,0.02,NA,1.08,NA,kendre-miller,NumberFire,16171,NYG,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.6,4.76,#16,303,83,1.31,1.56,4000,0.39,1.31,10,0.13,NA,NA
Raheem Blackshear,RB,CAR,NA,1.15,4.58,NA,0.02,NA,0.44,3.04,NA,NA,0.01,NA,0.96,NA,raheem-blackshear,NumberFire,15973,ATL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.68,4.6,#9,312,84,1.14,1.37,4000,0.34,1.14,10,0.11,NA,NA
Kyle Juszczyk,RB,SF,NA,0.29,1.18,NA,0.01,NA,0.48,4.36,NA,NA,0.04,NA,0.83,NA,kyle-juszczyk,NumberFire,11367,ARI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.77,4.43,#31,318,85,1.07,1.32,4000,0.33,1.07,10,0.11,NA,NA
Chris Rodriguez Jr.,RB,WSH,NA,0.98,3.98,NA,0.03,NA,0.25,1.76,NA,NA,0.01,NA,0.78,NA,chris-rodriguez-jr,NumberFire,16174,LA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.81,4.37,#21,320,86,0.92,1.05,4500,0.23,0.92,10,0.09,NA,NA
Darrynton Evans,RB,MIA,NA,0.68,2.71,NA,0.02,NA,0.4,2.83,NA,NA,0.02,NA,0.78,NA,darrynton-evans,NumberFire,14808,NYJ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.81,4.37,#4,320,86,0.99,1.19,4000,0.3,0.99,10,0.1,NA,NA
Kenyan Drake,RB,GB,NA,0.56,2.42,NA,0.02,NA,0.35,2.53,NA,NA,0.02,NA,0.72,NA,kenyan-drake,NumberFire,12630,TB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.85,4.29,#20,323,88,0.89,1.08,4000,0.27,0.89,NA,NA,NA,NA
Andrew Beck,RB,HOU,NA,0.27,1.06,NA,0.01,NA,0.45,3.79,NA,NA,0.02,NA,0.62,NA,andrew-beck,NumberFire,14319,TEN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.91,4.15,#25,327,89,0.87,1.11,4000,0.28,0.87,10,0.09,NA,NA
Alec Ingold,RB,MIA,NA,0.34,1.33,NA,0.01,NA,0.4,2.89,NA,NA,0.02,NA,0.6,NA,alec-ingold,NumberFire,14420,NYJ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.93,4.13,#4,329,90,0.8,1,4000,0.25,0.8,10,0.08,NA,NA
Brandon Bolden,RB,LV,NA,0.58,2.5,NA,0.02,NA,0.21,1.92,NA,NA,0.01,NA,0.58,NA,brandon-bolden,NumberFire,10932,LAC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.94,4.1,#29,330,91,0.73,0.83,4200,0.2,0.73,10,0.07,NA,NA
Michael Burton,RB,DEN,NA,0.56,2.2,NA,0.02,NA,0.23,1.76,NA,NA,0.01,NA,0.55,NA,michael-burton,NumberFire,12325,DET,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.96,4.06,#23,333,92,0.69,0.81,4000,0.2,0.69,10,0.07,NA,NA
Tank Bigsby,RB,JAC,NA,0.57,2.26,NA,0.01,NA,0.25,1.83,NA,NA,0.01,NA,0.53,NA,tank-bigsby,NumberFire,16164,BAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.97,4.03,#1,334,93,0.63,0.77,4000,0.19,0.63,10,0.06,NA,NA
Trayveon Williams,RB,CIN,NA,0.53,2.12,NA,0.01,NA,0.25,1.54,NA,NA,0.01,NA,0.5,NA,trayveon-williams,NumberFire,14076,MIN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.99,3.99,#6,337,94,0.59,0.73,4000,0.18,0.59,10,0.06,NA,NA
Deuce Vaughn,RB,DAL,NA,0.26,1.03,NA,0.01,NA,0.27,1.91,NA,NA,0.01,NA,0.41,NA,deuce-vaughn,NumberFire,16176,BUF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.05,3.87,#13,340,95,0.55,0.68,4000,0.17,0.55,10,0.06,NA,NA
Patrick Ricard,RB,BAL,NA,0.32,1.24,NA,0.01,NA,0.23,1.59,NA,NA,0.01,NA,0.4,NA,patrick-ricard,NumberFire,13455,JAC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.06,3.86,#14,341,96,0.52,0.63,4000,0.16,0.52,10,0.05,NA,NA
DeeJay Dallas,RB,SEA,NA,0.25,1.02,NA,0.01,NA,0.25,1.68,NA,NA,0.01,NA,0.37,NA,deejay-dallas,NumberFire,14815,PHI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.08,3.82,#27,342,97,0.5,0.63,4000,0.16,0.5,10,0.05,NA,NA
C.J. Ham,RB,MIN,NA,0.27,1.06,NA,0.01,NA,0.23,1.71,NA,NA,0.01,NA,0.37,NA,c-j-ham-1,NumberFire,12923,CIN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.08,3.82,#26,342,97,0.51,0.63,4000,0.16,0.51,10,0.05,NA,NA
Keith Smith,RB,ATL,NA,0.33,1.33,NA,0.01,NA,0.2,1.25,NA,NA,0.01,NA,0.35,NA,keith-smith-1,NumberFire,12040,CAR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.1,3.8,#30,345,99,0.48,0.58,4000,0.15,0.48,10,0.05,NA,NA
Khari Blasingame,RB,CHI,NA,0.31,1.26,NA,0.01,NA,0.2,1.39,NA,NA,0.01,NA,0.34,NA,khari-blasingame,NumberFire,14552,CLE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.1,3.78,#2,347,100,0.49,0.59,4000,0.15,0.49,10,0.05,NA,NA
