player,team,rec,rec_yds,rec_tds,rush_att,rush_yds,rush_tds,fumbles_lost,site_pts,src_id,data_src,pos,id,opp,rec_tgt,rec_rz_tgt,rec_09_tds,rec_1019_tds,rec_2029_tds,rec_3039_tds,rec_4049_tds,rec_50_tds,return_yds,scoring_opp,bye,curr_site_pts,draft_rank,misc_tds,misc_yds,pct_owned,site_ci_low,site_ci_high,opp_rank,ranks_ovr,ranks_pos,FanDuel FP,fanduel_salary,fanduel_value,draftkings_site_points,draftkings_salary,draftkings_value,yahoo_site_points,yahoo_salary,yahoo_value,return_tds
Khalil Shakir,BUF,0.9,11.2,0.1,0,0,0,0,1.46,16947,FleaFlicker,WR,15761,@NESun 1:00 PM,0.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,0.1,11.2,14%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jake Bobo,SEA,0.8,10.3,0.1,0,0,0,0,1.43,18001,FleaFlicker,WR,16393,ARISun 4:05 PM,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,0.1,10.3,5%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Greg Dortch,ARI,1,10.9,0,0.1,1,0,0,1.41,14935,FleaFlicker,WR,14108,@SEASun 4:05 PM,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,0,11.9,7%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Derius Davis,LAC,0.7,7.5,0,0.6,3.2,0,0,1.41,17697,FleaFlicker,WR,16299,@KCSun 4:25 PM,0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,0.1,10.7,6%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Van Jefferson,ATL,0.8,10.5,0.1,0,0.1,0,0,1.34,15564,FleaFlicker,WR,14858,@TBSun 1:00 PM,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,WR86,0.1,10.5,25%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Marquise Goodwin,CLE,0.6,8.7,0,0.2,1.3,0,0,1.28,9337,FleaFlicker,WR,11239,@INDSun 1:00 PM,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,0.1,10,4%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Velus Jones,CHI,0.5,6.1,0,0.4,3.7,0,0,1.2,16898,FleaFlicker,WR,15767,LVSun 1:00 PM,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,0,9.8,5%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ronnie Bell,SF,0.7,8.5,0.1,0,0.1,0,0,1.2,17837,FleaFlicker,WR,16202,@MINMon 8:15 PM,0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,0.1,8.6,8%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
JuJu Smith-Schuster,NE,0.8,8.8,0,0,0,0,0,1.12,12950,FleaFlicker,WR,13156,BUFSun 1:00 PM,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,WR82,0,8.8,52%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DeAndre Carter,LV,0.6,7.6,0,0.2,1.2,0,0,1.1,11603,FleaFlicker,WR,12394,@CHISun 1:00 PM,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,0,8.8,6%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tim Jones,JAC,0.8,8.8,0,0,0,0,0,1.1,16691,FleaFlicker,WR,16005,@NOW 31-24,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,1.1,NA,0,8.8,0%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
David Bell,CLE,0.8,8.6,0,0,0,0,0,1.08,16863,FleaFlicker,WR,15758,@INDSun 1:00 PM,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,0,8.6,9%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hunter Renfrow,LV,0.8,7.7,0,0,0,0,0,0.99,14836,FleaFlicker,WR,14123,@CHISun 1:00 PM,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,WR90,0,7.7,22%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IRRiver Cracraft,MIA,0.5,5.9,0,0,0,0,0,0.83,13732,FleaFlicker,WR,13862,@PHISun 8:20 PM,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,5.9,5%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Zach Pascal,ARI,0.6,6.5,0,0,0,0,0,0.81,13333,FleaFlicker,WR,13488,@SEASun 4:05 PM,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,0,6.5,3%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KhaDarel Hodge,ATL,0.5,6,0,0,0.2,0,0,0.8,14600,FleaFlicker,WR,13963,@TBSun 1:00 PM,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,0,6.2,1%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Parris Campbell,NYG,0.5,5.7,0,0,0.1,0,0,0.76,14692,FleaFlicker,WR,14112,WASSun 1:00 PM,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,WR94,0,5.8,18%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kayshon Boutte,NE,0.4,4.9,0,0,0.1,0,0,0.69,17725,FleaFlicker,WR,16193,BUFSun 1:00 PM,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,WR101,0,5,16%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Devin Duvernay,BAL,0.3,3.4,0,0,1,0,0,0.62,15557,FleaFlicker,WR,14847,DETSun 1:00 PM,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,0,4.4,11%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Robbie Chosen,MIA,0.3,4.3,0,0,0,0,0,0.61,12361,FleaFlicker,WR,12930,@PHISun 8:20 PM,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,4.3,6%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Byron Pringle,WAS,0.3,5,0,0,0,0,0,0.6,14328,FleaFlicker,WR,13863,@NYGSun 1:00 PM,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,0,5,1%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Elijah Cooks,JAC,0.3,3.6,0,0,0.2,0,0,0.56,17923,FleaFlicker,WR,16453,@NOW 31-24,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,0,3.8,0%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Scott Miller,ATL,0.4,4.4,0,0,0,0,0,0.56,14849,FleaFlicker,WR,14280,@TBSun 1:00 PM,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,0,4.5,1%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cedric Tillman,CLE,0.3,4.2,0,0,0.1,0,0,0.55,17643,FleaFlicker,WR,16191,@INDSun 1:00 PM,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,WR100,0,4.3,20%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lynn Bowden,NO,0.3,3.6,0,0,0.3,0,0,0.52,15579,FleaFlicker,WR,14843,JACL 24-31,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,0,4,1%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N'Keal Harry,MIN,0.4,4.1,0,0,0,0,0,0.51,14662,FleaFlicker,WR,14101,SFMon 8:15 PM,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,0,4.1,2%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rakim Jarrett,TB,0.3,3.4,0,0,0.2,0,0,0.47,18210,FleaFlicker,WR,16198,ATLSun 1:00 PM,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,0,3.6,3%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tyreek Hill,MIA,7.31,115.92,0.71,0.49,2.68,0.01,NA,16.2,tyreek-hill,NumberFire,WR,12801,PHI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.39,25.01,#22,11,1,19.8,10000,1.98,26.48,9400,2.82,19.8,43,0.46,NA
Cooper Kupp,LA,6.43,82.01,0.61,0.54,2.85,0.01,NA,12.15,cooper-kupp,NumberFire,WR,13164,PIT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.76,19.54,#6,33,2,15.36,9700,1.58,18.62,9500,1.96,15.36,34,0.45,NA
A.J. Brown,PHI,5.96,84.37,0.54,0,0,0,NA,11.65,a-j-brown,NumberFire,WR,14104,MIA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.44,18.86,#25,37,3,14.62,8500,1.72,17.63,7900,2.23,14.62,31,0.47,NA
Stefon Diggs,BUF,6.98,79.7,0.56,0,0,0,NA,11.31,stefon-diggs,NumberFire,WR,12186,NE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.22,18.4,#12,39,4,14.76,9000,1.64,18.29,8900,2.06,14.76,32,0.46,NA
Amon-Ra St. Brown,DET,6.6,78.07,0.41,0.26,1.15,0.01,NA,10.4,amon-ra-st-brown,NumberFire,WR,15287,BAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.63,17.17,#4,45,5,13.72,8200,1.67,17.04,8000,2.13,13.72,27,0.51,NA
Keenan Allen,LAC,6.86,77.37,0.41,0,0,0,NA,10.15,keenan-allen-1,NumberFire,WR,11222,KC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.47,16.83,#6,48,6,13.57,NA,NA,17.04,NA,NA,13.57,31,0.44,NA
Davante Adams,LV,5.17,74.9,0.42,0,0,0,NA,10.01,davante-adams,NumberFire,WR,11675,CHI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.38,16.64,#29,50,7,12.58,8000,1.57,15.18,8200,1.85,12.58,28,0.45,NA
Brandon Aiyuk,SF,5.29,73.83,0.44,0,0,0,NA,9.95,brandon-aiyuk,NumberFire,WR,14840,MIN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.34,16.56,#19,51,8,12.61,7700,1.64,15.29,6700,2.28,12.61,27,0.47,NA
Jaylen Waddle,MIA,5.19,74.51,0.39,0.24,1.28,0.01,NA,9.9,jaylen-waddle,NumberFire,WR,15284,PHI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.31,16.49,#22,52,9,12.51,7100,1.76,15.15,7500,2.02,12.51,22,0.57,NA
Calvin Ridley,JAC,5.05,63.53,0.37,0.54,2.83,0.01,NA,8.9,calvin-ridley,NumberFire,WR,13629,NO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.66,15.14,#8,59,10,11.4,6800,1.68,13.96,6400,2.18,11.4,20,0.57,NA
Zay Flowers,BAL,5.56,61.5,0.39,0.62,3.27,0.01,NA,8.85,zay-flowers,NumberFire,WR,16190,DET,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.62,15.08,#10,60,11,11.62,6300,1.84,14.43,5700,2.53,11.62,18,0.65,NA
D.K. Metcalf,SEA,4.91,61.7,0.45,0,0,0,NA,8.81,dk-metcalf,NumberFire,WR,14102,ARI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.6,15.02,#31,61,12,11.27,7700,1.46,13.76,6800,2.02,11.27,20,0.56,NA
Amari Cooper,CLE,4.34,64.91,0.38,0,0,0,NA,8.72,amari-cooper,NumberFire,WR,12175,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.54,14.9,#17,62,13,10.92,6800,1.61,13.11,6100,2.15,10.92,21,0.52,NA
Puka Nacua,LA,4.71,62.11,0.39,0.27,1.42,0.01,NA,8.71,puka-nacua,NumberFire,WR,16211,PIT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.53,14.89,#6,64,14,11.07,7300,1.52,13.45,7600,1.77,11.07,28,0.4,NA
Mike Evans,TB,4.69,61.94,0.39,0,0,0,NA,8.56,mike-evans,NumberFire,WR,11671,ATL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.44,14.68,#15,65,15,10.88,7600,1.43,13.23,7100,1.86,10.88,24,0.45,NA
Chris Olave,NO,4.69,64.03,0.36,0,0,0,NA,8.53,chris-olave,NumberFire,WR,15754,JAC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.42,14.64,#2,66,16,10.85,7400,1.47,13.23,6300,2.1,10.85,18,0.6,NA
Tyler Lockett,SEA,4.95,57.93,0.45,0,0,0,NA,8.46,tyler-lockett,NumberFire,WR,12187,ARI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.37,14.55,#31,67,17,10.93,6800,1.61,13.43,6000,2.24,10.93,19,0.58,NA
Terry McLaurin,WSH,5,65.93,0.31,0,0,0,NA,8.41,terry-mclaurin,NumberFire,WR,14109,NYG,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.34,14.48,#16,68,18,10.93,7200,1.52,13.45,5400,2.49,10.93,18,0.61,NA
Christian Kirk,JAC,5.19,63.75,0.31,0.27,1.43,0.01,NA,8.38,christian-kirk,NumberFire,WR,13633,NO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.32,14.44,#8,69,19,11.01,6700,1.64,13.63,5700,2.39,11.01,21,0.52,NA
DeVonta Smith,PHI,5.1,58.17,0.37,0,0,0,NA,8,devonta-smith,NumberFire,WR,15282,MIA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.07,13.93,#25,72,20,10.55,6900,1.53,13.13,7000,1.88,10.55,18,0.59,NA
Jakobi Meyers,LV,5,61.45,0.25,0.27,1.57,0.01,NA,7.76,jakobi-meyers,NumberFire,WR,14127,CHI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.92,13.6,#29,75,21,10.26,7400,1.39,12.82,6200,2.07,10.26,18,0.57,NA
Christian Watson,GB,3.92,55.04,0.32,0.54,2.9,0.01,NA,7.75,christian-watson,NumberFire,WR,15789,DEN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.91,13.59,#32,77,22,9.69,6600,1.47,11.68,5600,2.09,9.69,17,0.57,NA
Jordan Addison,MIN,4.51,57.86,0.29,0,0,0,NA,7.48,jordan-addison,NumberFire,WR,16186,SF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.74,13.22,#5,81,23,9.74,7200,1.35,12.03,5800,2.07,9.74,19,0.51,NA
D.J. Moore,CHI,4.78,61.96,0.21,0,0,0,NA,7.45,d-j-moore-1,NumberFire,WR,13635,LV,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.72,13.18,#30,82,24,9.85,7500,1.31,12.25,6500,1.88,9.85,26,0.38,NA
Michael Pittman Jr.,IND,5.34,56.52,0.28,0,0,0,NA,7.26,michael-pittman-jr,NumberFire,WR,14842,CLE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.59,12.93,#1,86,25,9.9,7000,1.41,12.63,6600,1.91,9.9,13,0.76,NA
Jerry Jeudy,DEN,3.65,53.62,0.32,0,0,0,NA,7.21,jerry-jeudy,NumberFire,WR,14833,GB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.56,12.86,#21,87,26,9.07,6000,1.51,10.92,5800,1.88,9.07,12,0.76,NA
Courtland Sutton,DEN,3.84,51.76,0.35,0,0,0,NA,7.19,courtland-sutton,NumberFire,WR,13630,GB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.55,12.83,#21,88,27,9.14,6600,1.38,11.1,5200,2.13,9.14,15,0.61,NA
Marquise Brown,ARI,5.1,56.56,0.26,0,0,0,NA,7.13,marquise-brown,NumberFire,WR,14105,SEA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.51,12.75,#18,89,28,9.69,6700,1.45,12.29,5300,2.32,9.69,19,0.51,NA
Chris Godwin,TB,5.21,52.24,0.29,0,0,0,NA,6.87,chris-godwin,NumberFire,WR,13163,ATL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.34,12.4,#15,90,29,9.51,6500,1.46,12.15,6900,1.76,9.51,19,0.5,NA
Michael Thomas,NO,4.79,51.62,0.28,0,0,0,NA,6.84,michael-thomas-1,NumberFire,WR,12652,JAC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.32,12.36,#2,91,30,9.24,5800,1.59,11.64,4900,2.38,9.24,16,0.58,NA
Gabriel Davis,BUF,3.52,49.98,0.31,0,0,0,NA,6.82,gabriel-davis,NumberFire,WR,14845,NE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.31,12.33,#12,92,31,8.56,6700,1.28,10.36,5900,1.76,8.56,NA,NA,NA
K.J. Osborn,MIN,4.11,52.93,0.26,0,0,0,NA,6.76,k-j-osborn,NumberFire,WR,14977,SF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.27,12.25,#5,94,32,8.83,6000,1.47,10.93,4600,2.38,8.83,16,0.55,NA
George Pickens,PIT,3.37,51.6,0.23,0.28,1.51,0.01,NA,6.73,george-pickens,NumberFire,WR,15762,LA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.25,12.21,#14,95,33,8.4,7100,1.18,10.11,5500,1.84,8.4,20,0.42,NA
Romeo Doubs,GB,4.03,47.08,0.31,0,0,0,NA,6.51,romeo-doubs,NumberFire,WR,15779,DEN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.11,11.91,#32,96,34,8.52,6200,1.37,10.58,4900,2.16,8.52,14,0.61,NA
Jayden Reed,GB,3.59,46.5,0.28,0.27,1.44,0.01,NA,6.44,jayden-reed,NumberFire,WR,16184,DEN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.06,11.82,#32,97,35,8.27,5300,1.56,10.1,3700,2.73,8.27,14,0.59,NA
Josh Palmer,LAC,4.38,48.47,0.27,0,0,0,NA,6.41,josh-palmer,NumberFire,WR,15319,KC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.04,11.78,#6,99,36,8.6,NA,NA,10.83,NA,NA,8.6,NA,NA,NA
Diontae Johnson,PIT,3.88,44.02,0.25,0.28,1.52,0.01,NA,6.08,diontae-johnson,NumberFire,WR,14208,LA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.83,11.33,#14,103,37,8.01,6000,1.34,9.98,5000,2,8.01,16,0.5,NA
Drake London,ATL,3.94,47.28,0.23,0,0,0,NA,6.07,drake-london,NumberFire,WR,15751,TB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.82,11.32,#11,104,38,8.02,6900,1.16,10.03,5100,1.97,8.02,19,0.42,NA
Tutu Atwell,LA,2.67,35.92,0.23,1.08,5.68,0.02,NA,5.65,tutu-atwell,NumberFire,WR,15301,PIT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.55,10.75,#6,109,39,6.96,5200,1.34,8.32,4300,1.93,6.96,15,0.46,NA
Kendrick Bourne,NE,3.98,45.56,0.19,0,0,0,NA,5.62,kendrick-bourne,NumberFire,WR,13418,BUF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.53,10.71,#9,111,40,7.65,5800,1.32,9.67,4400,2.2,7.65,14,0.55,NA
Curtis Samuel,WSH,3.43,37.03,0.2,1.1,5.82,0.03,NA,5.59,curtis-samuel,NumberFire,WR,13157,NYG,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.51,10.67,#16,113,41,7.34,6400,1.15,9.09,4000,2.27,7.34,15,0.49,NA
Wan'Dale Robinson,NYG,3.48,42.3,0.18,0.3,1.99,0.01,NA,5.54,wan-dale-robinson,NumberFire,WR,15757,WSH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.48,10.6,#26,114,42,7.29,5600,1.3,9.05,3800,2.38,7.29,15,0.49,NA
Josh Downs,IND,3.49,42.96,0.21,0,0,0,NA,5.5,josh-downs,NumberFire,WR,16187,CLE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.45,10.55,#1,115,43,7.28,5700,1.28,9.05,4500,2.01,7.28,11,0.66,NA
Elijah Moore,CLE,2.96,35.61,0.21,1.1,5.57,0.02,NA,5.43,elijah-moore,NumberFire,WR,15288,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.41,10.45,#17,117,44,6.92,5600,1.24,8.44,4200,2.01,6.92,15,0.46,NA
Rashee Rice,KC,3.19,39.23,0.26,0,0,0,NA,5.4,rashee-rice,NumberFire,WR,16194,LAC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.39,10.41,#23,119,45,7.04,NA,NA,8.66,NA,NA,7.04,19,0.37,NA
Jaxon Smith-Njigba,SEA,3.42,37.88,0.24,0,0,0,NA,5.2,jaxon-smith-njigba,NumberFire,WR,16185,ARI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.26,10.14,#31,121,46,6.92,4900,1.41,8.65,3900,2.22,6.92,11,0.63,NA
Rondale Moore,ARI,3.46,30.88,0.13,1.39,8.25,0.04,NA,4.83,rondale-moore,NumberFire,WR,15283,SEA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02,9.64,#18,123,47,6.58,5000,1.32,8.36,3500,2.39,6.58,13,0.51,NA
Darius Slayton,NYG,2.5,39.12,0.16,0,0,0,NA,4.81,darius-slayton,NumberFire,WR,14122,WSH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01,9.61,#26,124,48,6.08,5700,1.07,7.36,3700,1.99,6.08,12,0.51,NA
Jahan Dotson,WSH,2.94,36.04,0.2,0,0,0,NA,4.75,jahan-dotson,NumberFire,WR,15755,NYG,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.03,9.53,#16,125,49,6.25,5400,1.16,7.74,4600,1.68,6.25,11,0.57,NA
Kadarius Toney,KC,2.63,29.94,0.2,0.79,4.47,0.02,NA,4.69,kadarius-toney,NumberFire,WR,15289,LAC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.07,9.45,#23,126,50,6.02,NA,NA,7.37,NA,NA,6.02,16,0.38,NA
DeVante Parker,NE,2.85,36.16,0.15,0,0,0,NA,4.51,devante-parker,NumberFire,WR,12176,BUF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.19,9.21,#9,128,51,5.94,5000,1.19,7.38,3400,2.17,5.94,11,0.54,NA
Brandon Powell,MIN,2.85,31.24,0.19,0.48,2.69,0.01,NA,4.51,brandon-powell,NumberFire,WR,13910,SF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.19,9.21,#5,128,51,5.92,5000,1.18,7.4,3200,2.31,5.92,10,0.59,NA
Josh Reynolds,DET,2.39,32.5,0.17,0,0,0,NA,4.23,josh-reynolds,NumberFire,WR,13168,BAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.37,8.83,#4,132,53,5.47,6100,0.9,6.67,4300,1.55,5.47,17,0.32,NA
Rashid Shaheed,NO,2.27,31.1,0.15,0.29,1.49,0.01,NA,4.13,rashid-shaheed,NumberFire,WR,16080,JAC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.43,8.69,#2,136,54,5.31,5700,0.93,6.48,3800,1.71,5.31,18,0.3,NA
Jauan Jennings,SF,2.34,28.7,0.17,0,0,0,NA,3.84,jauan-jennings,NumberFire,WR,14860,MIN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.62,8.3,#19,146,55,5,5300,0.94,6.2,3800,1.63,5,10,0.5,NA
Nelson Agholor,BAL,2.25,27.53,0.18,0,0,0,NA,3.8,nelson-agholor,NumberFire,WR,12181,DET,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.65,8.25,#10,147,56,4.9,5200,0.94,6.05,3400,1.78,4.9,12,0.41,NA
Odell Beckham,BAL,2.14,24.46,0.22,0,0,0,NA,3.72,odell-beckham,NumberFire,WR,11679,DET,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.7,8.14,#10,149,57,4.82,5100,0.95,5.91,3900,1.52,4.82,11,0.44,NA
Darnell Mooney,CHI,2.69,29.79,0.11,0,0,0,NA,3.64,darnell-mooney,NumberFire,WR,14974,LV,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.75,8.03,#30,151,58,4.98,5300,0.94,6.34,3500,1.81,4.98,11,0.45,NA
