player,pos,team,games,rec_tgt,rec,rec_yds,rec_yds_g,rec_avg,rec_tds,fumbles_lost,site_pts,site_fppg,src_id,data_src,id,rush_att,rush_yds,rush_tds,pass_att,pass_comp,pass_yds,pass_tds,pass_int,opp,rec_rz_tgt,rec_09_tds,rec_1019_tds,rec_2029_tds,rec_3039_tds,rec_4049_tds,rec_50_tds,return_yds,scoring_opp,bye,draft_rank,misc_tds,misc_yds,pct_owned,site_ci_low,site_ci_high,opp_rank,ranks_ovr,ranks_pos,FanDuel FP,draftkings_site_points,draftkings_salary,draftkings_value,yahoo_site_points,yahoo_salary,yahoo_value
Brevin Jordan,TE,HOU,NA,1.7,1.7,18.6,NA,NA,0.1,0,2.46,NA,16420,FleaFlicker,15330,0,0,0,NA,NA,NA,NA,NA,@TENSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,TE41,0.1,18.6,18%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kylen Granson,TE,IND,NA,1.6,1.6,17.1,NA,NA,0.1,0,2.23,NA,16340,FleaFlicker,15419,0,0,0,NA,NA,NA,NA,NA,PITSat 4:30 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,TE38,0.1,17.1,15%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Donald Parham,TE,LAC,NA,1.5,1.5,15.2,NA,NA,0.1,0,2.22,NA,15183,FleaFlicker,14341,0,0,0,NA,NA,NA,NA,NA,@LVThu 8:15 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,TE33,0.1,15.2,22%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hayden Hurst,TE,CAR,NA,1.9,1.9,17.4,NA,NA,0.1,0,2.18,NA,13774,FleaFlicker,13680,0,0,0,NA,NA,NA,NA,NA,ATLSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,TE31,0.1,17.4,22%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jeremy Ruckert,TE,NYJ,NA,1.7,1.7,16.5,NA,NA,0.1,0,2.05,NA,16833,FleaFlicker,15796,0,0,0,NA,NA,NA,NA,NA,@MIASun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,0.1,16.5,6%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Taysom Hill,TE,NO,NA,1.4,1.4,13.5,NA,NA,0.1,0,1.75,NA,13653,FleaFlicker,13424,0,0,0,NA,NA,NA,NA,NA,NYGSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,TE10,0.1,13.5,70%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Colby Parkinson,TE,SEA,NA,1,1,10.9,NA,NA,0.1,0,1.58,NA,15679,FleaFlicker,14871,0,0,0,NA,NA,NA,NA,NA,PHIMon 8:15 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,0.1,10.9,4%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Drew Sample,TE,CIN,NA,1.2,1.2,10.8,NA,NA,0.1,0,1.54,NA,14714,FleaFlicker,14146,0,0,0,NA,NA,NA,NA,NA,MINSat 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,0.1,10.8,2%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tommy Tremble,TE,CAR,NA,1.1,1.1,10.8,NA,NA,0.1,0,1.54,NA,16314,FleaFlicker,15332,0,0,0,NA,NA,NA,NA,NA,ATLSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,0.1,10.8,8%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Andrew Ogletree,TE,IND,NA,0.9,0.9,10.3,NA,NA,0.1,0,1.43,NA,16951,FleaFlicker,15916,0,0,0,NA,NA,NA,NA,NA,PITSat 4:30 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0.1,10.3,5%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Durham Smythe,TE,MIA,NA,1.2,1.2,10.8,NA,NA,0.1,0,1.42,NA,13905,FleaFlicker,13676,0,0,0,NA,NA,NA,NA,NA,NYJSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0.1,10.8,8%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Noah Gray,TE,KC,NA,1,1,10.2,NA,NA,0.1,0,1.42,NA,16430,FleaFlicker,15337,0,0,0,NA,NA,NA,NA,NA,@NESun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,TE36,0.1,10.2,16%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Will Dissly,TE,SEA,NA,1,1,10.5,NA,NA,0.1,0,1.39,NA,14475,FleaFlicker,13763,0,0,0,NA,NA,NA,NA,NA,PHIMon 8:15 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,0.1,10.5,6%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Austin Hooper,TE,LV,NA,1,1,10.2,NA,NA,0.1,0,1.38,NA,12069,FleaFlicker,12677,0,0,0,NA,NA,NA,NA,NA,LACThu 8:15 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,0.1,10.2,13%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Connor Heyward,TE,PIT,NA,1,1,9.7,NA,NA,0.1,0,1.37,NA,16971,FleaFlicker,15800,0,0,0,NA,NA,NA,NA,NA,@INDSat 4:30 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,0.1,9.7,6%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Daniel Bellinger,TE,NYG,NA,1.1,1.1,9.7,NA,NA,0.1,0,1.33,NA,16932,FleaFlicker,15873,0,0,0,NA,NA,NA,NA,NA,@NOSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,TE34,0.1,9.7,15%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Josh Whyle,TE,TEN,NA,0.8,0.8,9,NA,NA,0.1,0,1.3,NA,17734,FleaFlicker,16312,0,0,0,NA,NA,NA,NA,NA,HOUSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,0.1,9,4%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Davis Allen,TE,LAR,NA,0.8,0.8,8.1,NA,NA,0.1,0,1.29,NA,17778,FleaFlicker,16219,0,0,0,NA,NA,NA,NA,NA,WASSun 4:05 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0.1,8.1,6%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Foster Moreau,TE,NO,NA,0.8,0.8,9.4,NA,NA,0.1,0,1.28,NA,14781,FleaFlicker,14239,0,0,0,NA,NA,NA,NA,NA,NYGSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0.1,9.4,7%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
John Bates,TE,WAS,NA,0.9,0.9,8.7,NA,NA,0.1,0,1.21,NA,16360,FleaFlicker,15344,0,0,0,NA,NA,NA,NA,NA,@LARSun 4:05 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,0.1,8.7,2%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brock Wright,TE,DET,NA,0.8,0.8,7.8,NA,NA,0.1,0,1.2,NA,16572,FleaFlicker,15626,0,0,0,NA,NA,NA,NA,NA,DENSat 8:15 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,0.1,7.8,3%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Elijah Higgins,TE,ARI,NA,0.9,0.9,9.1,NA,NA,0.1,0,1.19,NA,17726,FleaFlicker,16333,0,0,0,NA,NA,NA,NA,NA,SFSun 4:05 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,0.1,9.1,3%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Geoff Swaim,TE,ARI,NA,1,1,8.1,NA,NA,0.1,0,1.17,NA,11287,FleaFlicker,12378,0,0,0,NA,NA,NA,NA,NA,SFSun 4:05 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,0.1,8.1,1%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Stephen Sullivan,TE,CAR,NA,0.8,0.8,8.5,NA,NA,0.1,0,1.15,NA,15754,FleaFlicker,15026,0,0,0,NA,NA,NA,NA,NA,ATLSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,0.1,8.5,1%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jordan Akins,TE,CLE,NA,0.7,0.7,7.6,NA,NA,0.1,0,1.06,NA,13844,FleaFlicker,13753,0,0,0,NA,NA,NA,NA,NA,CHISun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,0.1,7.6,4%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Josh Oliver,TE,MIN,NA,0.7,0.7,7,NA,NA,0.1,0,1.04,NA,14749,FleaFlicker,14209,0,0,0,NA,NA,NA,NA,NA,@CINSat 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,0.1,7,4%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Harrison Bryant,TE,CLE,NA,0.7,0.7,6.6,NA,NA,0.1,0,1,NA,15644,FleaFlicker,14875,0,0,0,NA,NA,NA,NA,NA,CHISun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,0.1,6.6,7%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pharaoh Brown,TE,NE,NA,0.7,0.7,7.5,NA,NA,0,0,0.99,NA,13377,FleaFlicker,13994,0,0,0,NA,NA,NA,NA,NA,KCSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0,7.5,2%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Taysom Hill,TE,NO,NA,NA,1.38,13.68,NA,NA,0.06,NA,9.79,NA,taysom-hill,NumberFire,13424,5.79,25.53,0.93,NA,NA,NA,NA,NA,NYG,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.23,16.35,#16,68,1,10.45,11.2,5500,2.04,10.45,20,0.52
George Kittle,TE,SF,NA,NA,4.66,59.03,NA,NA,0.46,NA,8.63,NA,george-kittle,NumberFire,13299,0,0,0,NA,NA,NA,NA,NA,ARI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.48,14.78,#31,82,2,10.93,13.3,5800,2.29,10.93,23,0.48
Travis Kelce,TE,KC,NA,NA,5.63,54.19,NA,NA,0.48,NA,8.29,NA,travis-kelce-1,NumberFire,11244,0,0,0,NA,NA,NA,NA,NA,NE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.26,14.32,#12,88,3,11.07,13.92,7600,1.83,11.07,25,0.44
Sam LaPorta,TE,DET,NA,NA,5.03,54.05,NA,NA,0.41,NA,7.85,NA,sam-laporta,NumberFire,16214,0,0,0,NA,NA,NA,NA,NA,DEN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.98,13.72,#24,91,4,10.36,12.9,6000,2.15,10.36,22,0.47
T.J. Hockenson,TE,MIN,NA,NA,5.09,51.98,NA,NA,0.27,NA,6.8,NA,t-j-hockenson,NumberFire,14138,0,0,0,NA,NA,NA,NA,NA,CIN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.3,12.3,#26,106,5,9.32,11.9,5800,2.05,9.32,23,0.41
Trey McBride,TE,ARI,NA,NA,5.44,54,NA,NA,0.22,NA,6.71,NA,trey-mcbride,NumberFire,15794,0,0,0,NA,NA,NA,NA,NA,SF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.24,12.18,#5,110,6,9.4,12.15,5200,2.34,9.4,21,0.45
Evan Engram,TE,JAC,NA,NA,5.41,50.65,NA,NA,0.27,NA,6.63,NA,evan-engram,NumberFire,13189,0,0,0,NA,NA,NA,NA,NA,BAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.19,12.07,#1,111,7,9.35,12.09,5400,2.24,9.35,22,0.43
Dallas Goedert,TE,PHI,NA,NA,4.16,45.7,NA,NA,0.26,NA,6.1,NA,dallas-goedert,NumberFire,13674,0,0,0,NA,NA,NA,NA,NA,SEA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.84,11.36,#28,122,8,8.19,10.29,4600,2.24,8.19,17,0.48
Jake Ferguson,TE,DAL,NA,NA,4.13,41.15,NA,NA,0.29,NA,5.84,NA,jake-ferguson,NumberFire,15799,0,0,0,NA,NA,NA,NA,NA,BUF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.67,11.01,#13,125,9,7.92,10,4800,2.08,7.92,17,0.47
David Njoku,TE,CLE,NA,NA,4.22,38.6,NA,NA,0.25,NA,5.3,NA,david-njoku,NumberFire,13192,0,0,0,NA,NA,NA,NA,NA,CHI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.32,10.28,#18,137,10,7.45,9.58,4700,2.04,7.45,19,0.39
Isaiah Likely,TE,BAL,NA,NA,3.35,37.25,NA,NA,0.23,NA,5.1,NA,isaiah-likely,NumberFire,15798,0,0,0,NA,NA,NA,NA,NA,JAC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.19,10.01,#14,142,11,6.78,8.47,3700,2.29,6.78,13,0.52
Cole Kmet,TE,CHI,NA,NA,3.82,38.1,NA,NA,0.22,NA,5.08,NA,cole-kmet,NumberFire,14867,0,0,0,NA,NA,NA,NA,NA,CLE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.18,9.98,#2,143,12,7,8.94,4500,1.99,7,16,0.44
Dalton Schultz,TE,HOU,NA,NA,3.46,39.55,NA,NA,0.19,NA,5.07,NA,dalton-schultz,NumberFire,13772,0,0,0,NA,NA,NA,NA,NA,TEN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.18,9.96,#25,144,13,6.81,8.56,4900,1.75,6.81,19,0.36
Pat Freiermuth,TE,PIT,NA,NA,3.3,36.27,NA,NA,0.2,NA,4.83,NA,pat-freiermuth,NumberFire,15331,0,0,0,NA,NA,NA,NA,NA,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02,9.64,#15,150,14,6.46,8.13,3900,2.08,6.46,12,0.54
Chigoziem Okonkwo,TE,TEN,NA,NA,2.9,31.37,NA,NA,0.17,NA,4.37,NA,chigoziem-okonkwo,NumberFire,15889,0.3,1.76,0.01,NA,NA,NA,NA,NA,HOU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.28,9.02,#22,159,15,5.84,7.3,2900,2.52,5.84,11,0.53
Kyle Pitts,TE,ATL,NA,NA,2.76,34.44,NA,NA,0.15,NA,4.33,NA,kyle-pitts,NumberFire,15329,0,0,0,NA,NA,NA,NA,NA,CAR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.3,8.96,#30,160,16,5.72,7.11,4000,1.78,5.72,15,0.38
Hunter Henry,TE,NE,NA,NA,2.85,33.89,NA,NA,0.15,NA,4.28,NA,hunter-henry,NumberFire,12676,0,0,0,NA,NA,NA,NA,NA,KC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.34,8.9,#11,164,17,5.71,7.15,3200,2.23,5.71,12,0.48
Tyler Conklin,TE,NYJ,NA,NA,3.25,35.59,NA,NA,0.12,NA,4.2,NA,tyler-conklin,NumberFire,13675,0,0,0,NA,NA,NA,NA,NA,MIA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.39,8.79,#7,168,18,5.86,7.52,3100,2.43,5.86,11,0.53
Juwan Johnson,TE,NO,NA,NA,3.13,32.81,NA,NA,0.15,NA,4.2,NA,juwan-johnson,NumberFire,14861,0,0,0,NA,NA,NA,NA,NA,NYG,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.39,8.79,#16,168,18,5.75,7.32,3000,2.44,5.75,10,0.58
Logan Thomas,TE,WSH,NA,NA,2.76,26.85,NA,NA,0.22,NA,3.96,NA,logan-thomas,NumberFire,11647,0,0,0,NA,NA,NA,NA,NA,LA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.54,8.46,#21,176,20,5.37,6.77,3700,1.83,5.37,13,0.41
Gerald Everett,TE,LAC,NA,NA,3.42,31.42,NA,NA,0.13,NA,3.85,NA,gerald-everett,NumberFire,13236,0,0,0,NA,NA,NA,NA,NA,LV,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.62,8.32,#19,178,21,5.57,7.32,3400,2.15,5.57,12,0.46
Tanner Hudson,TE,CIN,NA,NA,2.9,27.66,NA,NA,0.18,NA,3.82,NA,tanner-hudson,NumberFire,14370,0,0,0,NA,NA,NA,NA,NA,MIN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.63,8.27,#6,180,22,5.3,6.76,3200,2.11,5.3,11,0.48
Cade Otton,TE,TB,NA,NA,3,27.6,NA,NA,0.17,NA,3.74,NA,cade-otton,NumberFire,15802,0,0,0,NA,NA,NA,NA,NA,GB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.69,8.17,#17,183,23,5.26,6.78,3200,2.12,5.26,12,0.44
Dawson Knox,TE,BUF,NA,NA,2.28,22.67,NA,NA,0.19,NA,3.42,NA,dawson-knox,NumberFire,14143,0,0,0,NA,NA,NA,NA,NA,DAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.89,7.73,#3,193,24,4.53,5.68,2700,2.1,4.53,10,0.45
Dalton Kincaid,TE,BUF,NA,NA,2.54,22.88,NA,NA,0.16,NA,3.23,NA,dalton-kincaid,NumberFire,16213,0,0,0,NA,NA,NA,NA,NA,DAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.02,7.48,#3,199,25,4.5,5.78,5300,1.09,4.5,16,0.28
Tucker Kraft,TE,GB,NA,NA,2.17,21.88,NA,NA,0.16,NA,3.17,NA,tucker-kraft,NumberFire,16222,0,0,0,NA,NA,NA,NA,NA,TB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.06,7.4,#20,203,26,4.21,5.31,3000,1.77,4.21,10,0.42
Michael Mayer,TE,LV,NA,NA,2.46,23.72,NA,NA,0.12,NA,3.1,NA,michael-mayer,NumberFire,16212,0,0,0,NA,NA,NA,NA,NA,LAC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.1,7.3,#29,208,27,4.3,5.54,2800,1.98,4.3,10,0.43
Noah Fant,TE,SEA,NA,NA,1.98,22.68,NA,NA,0.11,NA,2.96,NA,noah-fant,NumberFire,14137,0,0,0,NA,NA,NA,NA,NA,PHI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.19,7.11,#27,210,28,3.92,4.91,2800,1.75,3.92,10,0.39
Adam Trautman,TE,DEN,NA,NA,1.75,18.44,NA,NA,0.16,NA,2.83,NA,adam-trautman,NumberFire,14870,0,0,0,NA,NA,NA,NA,NA,DET,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.28,6.94,#23,214,29,3.66,4.54,3000,1.51,3.66,10,0.37
Darren Waller,TE,NYG,NA,NA,1.76,21.46,NA,NA,0.1,NA,2.75,NA,darren-waller,NumberFire,12263,0,0,0,NA,NA,NA,NA,NA,NO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.33,6.83,#8,217,30,3.61,4.5,4400,1.02,3.61,NA,NA
Jonnu Smith,TE,ATL,NA,NA,1.99,20.59,NA,NA,0.11,NA,2.7,NA,jonnu-smith,NumberFire,13193,0,0,0,NA,NA,NA,NA,NA,CAR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.36,6.76,#30,221,31,3.67,4.69,2800,1.68,3.67,10,0.37
Kylen Granson,TE,IND,NA,NA,1.78,18.5,NA,NA,0.13,NA,2.61,NA,kylen-granson,NumberFire,15419,0,0,0,NA,NA,NA,NA,NA,PIT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.42,6.64,#10,224,32,3.5,4.4,2600,1.69,3.5,10,0.35
Will Mallory,TE,IND,NA,NA,1.57,15.79,NA,NA,0.12,NA,2.28,NA,will-mallory,NumberFire,16220,0,0,0,NA,NA,NA,NA,NA,PIT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.63,6.19,#10,233,33,3.08,3.87,2500,1.55,3.08,10,0.31
Davis Allen,TE,LA,NA,NA,1.39,13.79,NA,NA,0.14,NA,2.23,NA,davis-allen,NumberFire,16219,0,0,0,NA,NA,NA,NA,NA,WSH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.67,6.13,#32,237,34,2.91,3.61,3300,1.09,2.91,10,0.29
Tyler Higbee,TE,LA,NA,NA,1.47,13.86,NA,NA,0.14,NA,2.22,NA,tyler-higbee,NumberFire,12678,0,0,0,NA,NA,NA,NA,NA,WSH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.67,6.11,#32,238,35,2.96,3.7,3600,1.03,2.96,12,0.25
Jeremy Ruckert,TE,NYJ,NA,NA,1.62,16.44,NA,NA,0.07,NA,2.04,NA,jeremy-ruckert,NumberFire,15796,0,0,0,NA,NA,NA,NA,NA,MIA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.79,5.87,#7,243,36,2.85,3.67,2500,1.47,2.85,10,0.29
Colby Parkinson,TE,SEA,NA,NA,1.38,14.8,NA,NA,0.09,NA,2.01,NA,colby-parkinson,NumberFire,14871,0,0,0,NA,NA,NA,NA,NA,PHI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.81,5.83,#27,247,37,2.71,3.4,2500,1.36,2.71,10,0.27
Hayden Hurst,TE,CAR,NA,NA,1.71,14.2,NA,NA,0.07,NA,1.83,NA,hayden-hurst,NumberFire,13680,0,0,0,NA,NA,NA,NA,NA,ATL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.92,5.58,#9,254,38,2.68,3.54,2700,1.31,2.68,10,0.27
Donald Parham Jr.,TE,LAC,NA,NA,1.39,14.13,NA,NA,0.06,NA,1.78,NA,donald-parham-jr,NumberFire,14341,0,0,0,NA,NA,NA,NA,NA,LV,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.96,5.52,#19,259,39,2.47,3.16,2900,1.09,2.47,10,0.25
Connor Heyward,TE,PIT,NA,NA,1.24,12.4,NA,NA,0.08,NA,1.71,NA,connor-heyward,NumberFire,15800,0,0,0,NA,NA,NA,NA,NA,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2,5.42,#15,262,40,2.34,2.96,2500,1.18,2.34,10,0.23
Brevin Jordan,TE,HOU,NA,NA,1.06,11.39,NA,NA,0.06,NA,1.49,NA,brevin-jordan,NumberFire,15330,0,0,0,NA,NA,NA,NA,NA,TEN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.14,5.12,#25,271,41,2.03,2.56,3100,0.83,2.03,10,0.2
Jordan Akins,TE,CLE,NA,NA,1.08,10.76,NA,NA,0.06,NA,1.41,NA,jordan-akins,NumberFire,13753,0,0,0,NA,NA,NA,NA,NA,CHI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.2,5.02,#18,275,42,1.96,2.51,2500,1,1.96,10,0.2
Will Dissly,TE,SEA,NA,NA,0.96,10.25,NA,NA,0.06,NA,1.39,NA,will-dissly,NumberFire,13763,0,0,0,NA,NA,NA,NA,NA,PHI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.21,4.99,#27,276,43,1.85,2.34,2500,0.94,1.85,10,0.19
Drew Sample,TE,CIN,NA,NA,1.18,9.72,NA,NA,0.07,NA,1.39,NA,drew-sample,NumberFire,14146,0,0,0,NA,NA,NA,NA,NA,MIN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.21,4.99,#6,276,43,1.96,2.56,2500,1.02,1.96,10,0.2
Austin Hooper,TE,LV,NA,NA,1.1,10.43,NA,NA,0.05,NA,1.37,NA,austin-hooper,NumberFire,12677,0,0,0,NA,NA,NA,NA,NA,LAC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.22,4.96,#29,280,45,1.89,2.44,2500,0.98,1.89,10,0.19
Pharaoh Brown,TE,NE,NA,NA,0.99,10.82,NA,NA,0.04,NA,1.33,NA,pharaoh-brown,NumberFire,13994,0,0,0,NA,NA,NA,NA,NA,KC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.25,4.91,#11,284,46,1.82,2.31,2500,0.92,1.82,10,0.18
Foster Moreau,TE,NO,NA,NA,0.91,10.7,NA,NA,0.04,NA,1.32,NA,foster-moreau,NumberFire,14239,0,0,0,NA,NA,NA,NA,NA,NYG,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.25,4.89,#16,286,47,1.75,2.21,2500,0.88,1.75,10,0.18
Brock Wright,TE,DET,NA,NA,0.84,8.48,NA,NA,0.08,NA,1.3,NA,brock-wright,NumberFire,15626,0,0,0,NA,NA,NA,NA,NA,DEN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.27,4.87,#24,287,48,1.75,2.17,2500,0.87,1.75,10,0.18
Andrew Ogletree,TE,IND,NA,NA,0.83,8.6,NA,NA,0.06,NA,1.25,NA,andrew-ogletree,NumberFire,15916,0,0,0,NA,NA,NA,NA,NA,PIT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.3,4.8,#10,288,49,1.64,2.05,NA,NA,1.64,10,0.16
Cole Turner,TE,WSH,NA,NA,0.83,8.42,NA,NA,0.07,NA,1.24,NA,cole-turner,NumberFire,15803,0,0,0,NA,NA,NA,NA,NA,LA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.31,4.79,#21,289,50,1.68,2.09,2500,0.84,1.68,10,0.17
