player,pos,team,games,rush_att,rush_yds,rush_avg,rush_tds,rec_tgt,rec,rec_yds,rec_yds_g,rec_avg,rec_tds,fumbles_lost,site_pts,site_fppg,src_id,data_src,id,opp,rush_09_tds,rush_1019_tds,rush_2029_tds,rush_3039_tds,rush_4049_tds,rush_50_tds,rec_rz_tgt,rush_50_yds,rush_100_yds,return_yds,scoring_opp,bye,draft_rank,misc_tds,misc_yds,pct_owned,site_ci_low,site_ci_high,opp_rank,ranks_ovr,ranks_pos,FanDuel FP,fanduel_salary,fanduel_value,draftkings_site_points,yahoo_site_points,return_tds,two_pts
Tyjae Spears,RB,TEN,NA,7.13,28.95,NA,0.14,NA,2.54,16.95,NA,NA,0.08,NA,5.85,NA,tyjae-spears,NumberFire,16165,MIA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.61,11.09,#6,113,36,7.14,5800,1.23,8.43,7.14,NA,NA
Khalil Herbert,RB,CHI,NA,6.75,30.11,NA,0.17,NA,1.72,13.36,NA,NA,0.08,NA,5.81,NA,khalil-herbert,NumberFire,15271,DET,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.58,11.04,#20,116,38,6.65,6000,1.11,7.54,6.65,NA,NA
Keaton Mitchell,RB,BAL,NA,7.77,32.84,NA,0.22,NA,1.25,8.78,NA,NA,0.05,NA,5.77,NA,keaton-mitchell,NumberFire,16178,LA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.55,10.99,#16,117,39,6.35,5900,1.08,7,6.35,NA,NA
Miles Sanders,RB,CAR,NA,7.98,37.94,NA,0.17,NA,1.36,7.55,NA,NA,0.04,NA,5.61,NA,miles-sanders,NumberFire,14079,NO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.44,10.78,#12,123,40,6.29,5300,1.19,7.07,6.29,NA,NA
Ty Chandler,RB,MIN,NA,8.1,33.26,NA,0.23,NA,1.02,6.33,NA,NA,0.03,NA,5.5,NA,ty-chandler,NumberFire,15723,LV,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.37,10.63,#24,125,41,5.97,5600,1.07,6.51,5.97,NA,NA
Aaron Jones,RB,GB,NA,5.69,28.43,NA,0.16,NA,1.59,11.87,NA,NA,0.08,NA,5.28,NA,aaron-jones,NumberFire,13319,NYG,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.22,10.34,#17,130,42,6.05,6800,0.89,6.95,6.05,NA,NA
Latavius Murray,RB,BUF,NA,6.7,29.27,NA,0.18,NA,1.22,7.52,NA,NA,0.04,NA,5,NA,latavius-murray,NumberFire,11390,KC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03,9.97,#8,132,43,5.55,5100,1.09,6.19,5.55,NA,NA
Dalvin Cook,RB,NYJ,NA,7.03,31.75,NA,0.17,NA,1.05,7.35,NA,NA,0.02,NA,4.87,NA,dalvin-cook,NumberFire,13128,HOU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.05,9.79,#22,136,44,5.36,5200,1.03,5.99,5.36,NA,NA
D'Onta Foreman,RB,CHI,NA,6.14,25.85,NA,0.15,NA,0.94,7.81,NA,NA,0.03,NA,4.43,NA,d-onta-foreman,NumberFire,13134,DET,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.35,9.21,#20,143,45,4.84,5900,0.82,5.35,4.84,NA,NA
Joshua Kelley,RB,LAC,NA,6.36,25.74,NA,0.17,NA,0.93,6.4,NA,NA,0.04,NA,4.39,NA,joshua-kelley,NumberFire,14807,DEN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.38,9.16,#30,144,46,4.9,5000,0.98,5.38,4.9,NA,NA
Jaleel McLaughlin,RB,DEN,NA,4.37,18.71,NA,0.11,NA,1.73,11.75,NA,NA,0.08,NA,4.15,NA,jaleel-mclaughlin,NumberFire,16390,LAC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.54,8.84,#28,149,47,5.01,4800,1.04,5.9,5.01,NA,NA
Cordarrelle Patterson,RB,ATL,NA,4.63,21.26,NA,0.16,NA,0.97,7.82,NA,NA,0.05,NA,4.13,NA,cordarrelle-patterson-1,NumberFire,11225,TB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.55,8.81,#19,150,48,4.59,4700,0.98,5.11,4.59,NA,NA
Samaje Perine,RB,DEN,NA,2.48,10.38,NA,0.06,NA,2.57,21.2,NA,NA,0.11,NA,4.12,NA,samaje-perine,NumberFire,13133,LAC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.56,8.8,#28,152,49,5.38,5200,1.03,6.71,5.38,NA,NA
Zach Charbonnet,RB,SEA,NA,6.19,24.5,NA,0.13,NA,1.05,6.67,NA,NA,0.03,NA,4.02,NA,zach-charbonnet,NumberFire,16169,SF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.63,8.67,#4,154,50,4.58,6100,0.75,5.12,4.58,NA,NA
Rico Dowdle,RB,DAL,NA,5.82,23.58,NA,0.16,NA,0.72,4.66,NA,NA,0.03,NA,3.99,NA,rico-dowdle,NumberFire,14823,PHI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.65,8.63,#25,157,51,4.28,4700,0.91,4.66,4.28,NA,NA
DeeJay Dallas,RB,SEA,NA,5.71,22.62,NA,0.13,NA,1.28,8.23,NA,NA,0.04,NA,3.95,NA,deejay-dallas,NumberFire,14815,SF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.67,8.57,#4,161,52,4.57,4500,1.02,5.3,4.57,NA,NA
D'Ernest Johnson,RB,JAC,NA,5.78,24.95,NA,0.1,NA,0.75,6.05,NA,NA,0.02,NA,3.76,NA,d-ernest-johnson,NumberFire,14331,CLE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.8,8.32,#2,168,53,4.12,5400,0.76,4.53,4.12,NA,NA
Trey Sermon,RB,IND,NA,4.77,19.39,NA,0.14,NA,0.78,5.78,NA,NA,0.04,NA,3.55,NA,trey-sermon,NumberFire,15257,CIN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.94,8.04,#27,174,54,3.93,4800,0.82,4.35,3.93,NA,NA
Kenneth Gainwell,RB,PHI,NA,4.02,16.25,NA,0.12,NA,1.48,9.67,NA,NA,0.05,NA,3.49,NA,kenneth-gainwell,NumberFire,15255,DAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.98,7.96,#3,179,55,4.25,5100,0.83,5.04,4.25,NA,NA
Royce Freeman,RB,LA,NA,6.25,24.68,NA,0.11,NA,0.45,2.94,NA,NA,0.01,NA,3.47,NA,royce-freeman,NumberFire,13617,BAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1,7.94,#1,181,56,3.67,4700,0.78,3.91,3.67,NA,NA
Jamaal Williams,RB,NO,NA,4.47,18.27,NA,0.13,NA,0.95,6.07,NA,NA,0.04,NA,3.38,NA,jamaal-williams,NumberFire,13139,CAR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.06,7.82,#29,184,57,3.87,5000,0.77,4.37,3.87,NA,NA
Jerick McKinnon,RB,KC,NA,1.03,4.22,NA,0.02,NA,2.28,18.27,NA,NA,0.13,NA,3.17,NA,jerick-mckinnon,NumberFire,11761,BUF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.2,7.54,#11,187,58,4.27,5300,0.81,5.42,4.27,NA,NA
JaMycal Hasty,RB,NE,NA,4.93,20.04,NA,0.07,NA,0.61,4.4,NA,NA,0.02,NA,2.86,NA,jamycal-hasty,NumberFire,14821,PIT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.41,7.13,#9,197,59,3.17,4500,0.7,3.53,3.17,NA,NA
Matt Breida,RB,NYG,NA,3.78,17,NA,0.06,NA,0.82,6.42,NA,NA,0.02,NA,2.78,NA,matt-breida,NumberFire,13378,GB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.46,7.02,#18,199,60,3.15,4600,0.68,3.6,3.15,NA,NA
Elijah Mitchell,RB,SF,NA,3.72,16.02,NA,0.11,NA,0.48,3.44,NA,NA,0.02,NA,2.76,NA,elijah-mitchell,NumberFire,15263,SEA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.47,6.99,#23,200,61,2.97,4600,0.65,3.21,2.97,NA,NA
Justice Hill,RB,BAL,NA,3.24,13.47,NA,0.09,NA,1.03,6.45,NA,NA,0.04,NA,2.73,NA,justice-hill,NumberFire,14086,LA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.49,6.95,#16,202,62,3.21,5100,0.63,3.76,3.21,NA,NA
Chase Edmonds,RB,TB,NA,3.33,14.06,NA,0.08,NA,0.83,5.8,NA,NA,0.03,NA,2.62,NA,chase-edmonds,NumberFire,13726,ATL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.57,6.81,#7,203,63,3.04,4600,0.66,3.47,3.04,NA,NA
Jeff Wilson,RB,MIA,NA,2.83,11.87,NA,0.1,NA,0.74,5.74,NA,NA,0.04,NA,2.57,NA,jeff-wilson,NumberFire,14017,TEN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.6,6.74,#26,204,64,2.91,4800,0.61,3.31,2.91,NA,NA
Kenyan Drake,RB,GB,NA,2.56,11.44,NA,0.09,NA,0.77,5.89,NA,NA,0.04,NA,2.44,NA,kenyan-drake,NumberFire,12630,NYG,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.69,6.57,#17,212,65,2.84,NA,NA,3.25,2.84,NA,NA
Ty Johnson,RB,BUF,NA,2.68,11.24,NA,0.06,NA,0.88,6.4,NA,NA,0.04,NA,2.33,NA,ty-johnson,NumberFire,14095,KC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.76,6.42,#8,218,66,2.76,4900,0.56,3.22,2.76,NA,NA
Ty Montgomery,RB,NE,NA,2.39,10.05,NA,0.03,NA,1.18,9.24,NA,NA,0.03,NA,2.29,NA,ty-montgomery,NumberFire,12261,PIT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.79,6.37,#9,221,67,2.84,5000,0.57,3.45,2.84,NA,NA
Clyde Edwards-Helaire,RB,KC,NA,2.58,10.88,NA,0.07,NA,0.54,3.96,NA,NA,0.03,NA,2.07,NA,clyde-edwards-helaire,NumberFire,14803,BUF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.94,6.08,#11,230,68,2.35,5500,0.43,2.62,2.35,NA,NA
Pierre Strong Jr.,RB,CLE,NA,2.76,11.26,NA,0.05,NA,0.64,4.48,NA,NA,0.02,NA,1.97,NA,pierre-strong-jr,NumberFire,15733,JAC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.01,5.95,#15,235,69,2.27,4500,0.5,2.61,2.27,NA,NA
Chase Brown,RB,CIN,NA,2.56,10.33,NA,0.07,NA,0.37,2.33,NA,NA,0.01,NA,1.72,NA,chase-brown,NumberFire,16181,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.17,5.61,#14,249,70,1.89,5000,0.38,2.1,1.89,NA,NA
Ameer Abdullah,RB,LV,NA,1.65,6.46,NA,0.04,NA,0.9,6.25,NA,NA,0.03,NA,1.65,NA,ameer-abdullah,NumberFire,12155,MIN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.22,5.52,#10,252,71,2.1,4500,0.47,2.57,2.1,NA,NA
Kendre Miller,RB,NO,NA,1.94,7.87,NA,0.05,NA,0.57,4.15,NA,NA,0.03,NA,1.62,NA,kendre-miller,NumberFire,16171,CAR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.24,5.48,#29,255,72,1.93,4300,0.45,2.23,1.93,NA,NA
Tank Bigsby,RB,JAC,NA,2.34,9.56,NA,0.04,NA,0.22,1.59,NA,NA,0,NA,1.36,NA,tank-bigsby,NumberFire,16164,CLE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.42,5.14,#2,264,73,1.43,5600,0.26,1.56,1.43,NA,NA
Dare Ogunbowale,RB,HOU,NA,1.76,6.91,NA,0.04,NA,0.43,3.3,NA,NA,0.02,NA,1.35,NA,dare-ogunbowale,NumberFire,13148,NYJ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.42,5.12,#5,265,74,1.58,4300,0.37,1.8,1.58,NA,NA
Zamir White,RB,LV,NA,2.19,8.7,NA,0.05,NA,0.24,1.53,NA,NA,0.01,NA,1.34,NA,zamir-white,NumberFire,15714,MIN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.43,5.11,#10,266,75,1.48,4400,0.34,1.61,1.48,NA,NA
Tyler Goodson,RB,IND,NA,1.34,5.44,NA,0.04,NA,0.45,3.31,NA,NA,0.02,NA,1.23,NA,tyler-goodson,NumberFire,15730,CIN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.5,4.96,#27,274,76,1.42,NA,NA,1.67,1.42,NA,NA
Patrick Taylor,RB,GB,NA,1.28,5.34,NA,0.03,NA,0.44,3.31,NA,NA,0.02,NA,1.18,NA,patrick-taylor,NumberFire,14817,NYG,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.54,4.9,#17,279,77,1.37,5000,0.27,1.6,1.37,NA,NA
Boston Scott,RB,PHI,NA,1.39,5.72,NA,0.04,NA,0.24,1.72,NA,NA,0.01,NA,1.05,NA,boston-scott,NumberFire,13814,DAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.62,4.72,#3,282,78,1.14,4700,0.24,1.27,1.14,NA,NA
Raheem Blackshear,RB,CAR,NA,1.14,4.62,NA,0.03,NA,0.43,2.91,NA,NA,0.01,NA,0.96,NA,raheem-blackshear,NumberFire,15973,NO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.68,4.6,#12,286,79,1.19,4400,0.27,1.41,1.19,NA,NA
Kyle Juszczyk,RB,SF,NA,0.3,1.2,NA,0.01,NA,0.46,4.67,NA,NA,0.03,NA,0.83,NA,kyle-juszczyk,NumberFire,11367,SEA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.77,4.43,#23,289,80,1.04,4100,0.25,1.28,1.04,NA,NA
Alec Ingold,RB,MIA,NA,0.28,1.1,NA,0.01,NA,0.5,3.74,NA,NA,0.03,NA,0.72,NA,alec-ingold,NumberFire,14420,TEN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.85,4.29,#26,296,81,0.97,4100,0.24,1.22,0.97,NA,NA
Jordan Mason,RB,SF,NA,0.59,2.51,NA,0.02,NA,0.23,1.76,NA,NA,0.01,NA,0.63,NA,jordan-mason,NumberFire,15972,SEA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.91,4.17,#23,302,82,0.72,4200,0.17,0.84,0.72,NA,NA
Patrick Ricard,RB,BAL,NA,0.32,1.31,NA,0.01,NA,0.43,2.96,NA,NA,0.02,NA,0.62,NA,patrick-ricard,NumberFire,13455,LA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.91,4.15,#16,303,83,0.8,4100,0.2,1.03,0.8,NA,NA
Craig Reynolds,RB,DET,NA,0.55,2.29,NA,0.01,NA,0.26,2.12,NA,NA,0.01,NA,0.59,NA,craig-reynolds,NumberFire,14727,CHI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.93,4.11,#21,306,84,0.67,4400,0.15,0.81,0.67,NA,NA
Michael Burton,RB,DEN,NA,0.58,2.4,NA,0.02,NA,0.22,1.62,NA,NA,0.01,NA,0.56,NA,michael-burton,NumberFire,12325,LAC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.95,4.07,#28,307,85,0.69,4000,0.17,0.8,0.69,NA,NA
Darrynton Evans,RB,MIA,NA,0.28,1.12,NA,0.01,NA,0.25,1.82,NA,NA,0.02,NA,0.44,NA,darrynton-evans,NumberFire,14808,TEN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.03,3.91,#26,317,86,0.6,4200,0.14,0.72,0.6,NA,NA
Deuce Vaughn,RB,DAL,NA,0.26,1.03,NA,0.01,NA,0.27,1.81,NA,NA,0.02,NA,0.42,NA,deuce-vaughn,NumberFire,16176,PHI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.05,3.89,#25,318,87,0.6,4200,0.14,0.73,0.6,NA,NA
C.J. Ham,RB,MIN,NA,0.27,1.09,NA,0.01,NA,0.24,1.69,NA,NA,0.01,NA,0.39,NA,c-j-ham-1,NumberFire,12923,LV,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.07,3.85,#24,320,88,0.52,4100,0.13,0.64,0.52,NA,NA
Keith Smith,RB,ATL,NA,0,0,NA,0,NA,0.39,2.69,NA,NA,0.02,NA,0.38,NA,keith-smith-1,NumberFire,12040,TB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.08,3.84,#19,322,89,0.58,4100,0.14,0.78,0.58,NA,NA
Andrew Beck,RB,HOU,NA,0.29,1.18,NA,0.01,NA,0.22,1.72,NA,NA,0.01,NA,0.38,NA,andrew-beck,NumberFire,14319,NYJ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.08,3.84,#5,322,89,0.52,4300,0.12,0.63,0.52,NA,NA
Trayveon Williams,RB,CIN,NA,0.24,1,NA,0.01,NA,0.25,1.54,NA,NA,0.01,NA,0.35,NA,trayveon-williams,NumberFire,14076,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.1,3.8,#14,324,91,0.5,5500,0.09,0.62,0.5,NA,NA
Israel Abanikanda,RB,NYJ,NA,0.28,1.16,NA,0.01,NA,0.2,1.47,NA,NA,0.01,NA,0.33,NA,israel-abanikanda,NumberFire,16168,HOU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.11,3.77,#22,326,92,0.48,4200,0.11,0.58,0.48,NA,NA
Nick Bawden,RB,NYJ,NA,0.28,1.16,NA,0.01,NA,0.21,1.48,NA,NA,0.01,NA,0.33,NA,nick-bawden,NumberFire,13838,HOU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.11,3.77,#22,326,92,0.49,4100,0.12,0.59,0.49,NA,NA
Christian McCaffrey,RB,SF,NA,NA,78.59,NA,0.74,NA,4.03,40.77,NA,NA,0.23,0.07,21.65,NA,2557997,NFL,13130,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jahmyr Gibbs,RB,DET,NA,NA,68.88,NA,0.52,NA,3.75,32.27,NA,NA,0.12,0.02,17.69,NA,2569747,NFL,16162,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01
Saquon Barkley,RB,NYG,NA,NA,76.8,NA,0.55,NA,2.77,27.37,NA,NA,0.18,0.07,17.43,NA,2560968,NFL,13604,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alvin Kamara,RB,NO,NA,NA,58.46,NA,0.46,NA,4.21,37.79,NA,NA,0.13,0.05,17.4,NA,2558019,NFL,13132,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.06
Joe Mixon,RB,CIN,NA,NA,75.46,NA,0.6,NA,3.27,23.5,NA,NA,0.1,NA,17.37,NA,2557976,NFL,13131,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Austin Ekeler,RB,LAC,NA,NA,61.47,NA,0.53,NA,3.58,30.59,NA,NA,0.1,0.07,16.43,NA,2559169,NFL,13404,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Breece Hall,RB,NYJ,NA,NA,57.88,NA,0.39,NA,3.66,29.95,NA,NA,0.16,NA,15.74,NA,2568030,NFL,15708,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kyren Williams,RB,LA,NA,NA,70.02,NA,0.52,NA,2.54,20.3,NA,NA,0.13,NA,15.49,NA,2567862,NFL,15710,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01
Tony Pollard,RB,DAL,NA,NA,68.17,NA,0.43,NA,3.11,23.82,NA,NA,0.09,0.04,15.41,NA,2562699,NFL,14085,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03
Zack Moss,RB,IND,NA,NA,72.49,NA,0.64,NA,1.86,15.1,NA,NA,0.1,0.06,14.96,NA,2563617,NFL,14798,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01
Rachaad White,RB,TB,NA,NA,57.8,NA,0.3,NA,3.71,30.36,NA,NA,0.12,0.05,14.95,NA,2568315,NFL,15721,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Josh Jacobs,RB,LV,NA,NA,71.88,NA,0.45,NA,2.52,20.18,NA,NA,0.08,0.03,14.85,NA,2562377,NFL,14073,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Travis Etienne,RB,JAX,NA,NA,67.42,NA,0.49,NA,2.46,21.67,NA,NA,0.08,0.11,14.77,NA,2566157,NFL,15253,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1
Isiah Pacheco,RB,KC,NA,NA,69.89,NA,0.51,NA,2.31,17.83,NA,NA,0.08,0.08,14.46,NA,2567808,NFL,15749,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
James Cook,RB,BUF,NA,NA,64.58,NA,0.38,NA,2.54,22.17,NA,NA,0.11,0.05,14.08,NA,2567328,NFL,15715,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01
Javonte Williams,RB,DEN,NA,NA,60.29,NA,0.35,NA,2.91,22.84,NA,NA,0.13,0.07,13.96,NA,2566049,NFL,15256,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ezekiel Elliott,RB,NE,NA,NA,62.46,NA,0.35,NA,2.58,22.32,NA,NA,0.07,NA,13.76,NA,2555224,NFL,12625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.09
Bijan Robinson,RB,ATL,NA,NA,60.56,NA,0.41,NA,2.46,22.16,NA,NA,0.14,0.18,13.67,NA,2569558,NFL,16161,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jerome Ford,RB,CLE,NA,NA,58.02,NA,0.34,NA,2.31,21.7,NA,NA,0.14,0.09,13,NA,2567469,NFL,15713,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01
Devin Singletary,RB,HOU,NA,NA,67.18,NA,0.37,NA,1.97,16.12,NA,NA,0.07,0.13,12.68,NA,2562734,NFL,14080,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chuba Hubbard,RB,CAR,NA,NA,65.36,NA,0.4,NA,1.79,14.65,NA,NA,0.06,NA,12.55,NA,2565899,NFL,15261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AJ Dillon,RB,GB,NA,NA,59.49,NA,0.45,NA,1.73,16.21,NA,NA,0.07,NA,12.44,NA,2563986,NFL,14805,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01
D'Andre Swift,RB,PHI,NA,NA,50.55,NA,0.3,NA,2.79,21.35,NA,NA,0.08,NA,12.32,NA,2563965,NFL,14797,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03
