id,src_id,pos,player,team,pass_att,pass_comp,pass_yds,pass_tds,pass_int,rush_att,rush_yds,rush_tds,data_src,fumbles_lost,site_pts,opp,pass_09_tds,pass_1019_tds,pass_2029_tds,pass_3039_tds,pass_4049_tds,pass_50_tds,sacks,scoring_opp,bye,draft_rank,pass_comp_pct,pass_rate,pct_owned,site_ci_low,site_ci_high,opp_rank,ranks_ovr,ranks_pos,FanDuel FP,fanduel_salary,fanduel_value,draftkings_site_points,draftkings_salary,draftkings_value,yahoo_site_points,yahoo_salary,yahoo_value,two_pts
12141,13890,QB,Marcus Mariota,PHI,0,0,3.3,0,0,0,0.1,0,FantasyPros,0,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13124,16477,QB,Cooper Rush,DAL,0,0,4.4,0,0,0,0,0,FantasyPros,0,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13879,17869,QB,Kyle Allen,BUF,0,0,4.2,0,0,0,0,0,FantasyPros,0,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13598,17447,QB,Mike White,MIA,0,0,4.2,0,0,0,0,0,FantasyPros,0,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14057,18225,QB,Drew Lock,SEA,0,0,3.6,0,0,0,0,0,FantasyPros,0,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14065,18323,QB,Brett Rypien,LAR,0,0,4.4,0,0.1,0,0,0,FantasyPros,0,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15696,24027,QB,Bailey Zappe,NE,0,0,3.1,0,0,0,0,0,FantasyPros,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13589,NA,QB,"Allen, Josh",BUF,32.9,22,247,2,0.9,6.9,39,0.5,FantasySharks,0.2,26.2,@CIN,0.7,0.7,0.2,0.1,0.1,0.1,1.6,5.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13116,NA,QB,"Mahomes, Patrick",KCC,36.2,24.4,281,2.1,0.8,4.5,27,0.1,FantasySharks,0.1,25,MIA,1.5,0.3,0,0.1,0.2,0,1.5,5.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14783,NA,QB,"Hurts, Jalen",PHI,28.7,19.2,220,1.4,0.8,11,45,0.7,FantasySharks,0.3,23.6,DAL,0.4,0.3,0.2,0.2,0.1,0.1,2.6,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14779,NA,QB,"Herbert, Justin",LAC,35.7,24.1,256,1.7,0.7,3.8,11,0.2,FantasySharks,0.1,21.2,@NYJ,0.9,0.4,0,0.2,0,0,2.2,4.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13593,NA,QB,"Jackson, Lamar",BAL,27.6,18.3,201,1.1,0.5,9.2,50,0.4,FantasySharks,0.4,20.7,SEA,0.5,0.5,0.1,0,0,0,2.5,3.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12620,NA,QB,"Prescott, Dak",DAL,32.1,21.7,231,1.7,1,3.6,16,0.1,FantasySharks,0.1,19.5,@PHI,0.7,0.4,0.4,0.1,0,0,2.3,4.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14782,NA,QB,"Love, Jordan",GBP,31.8,19.2,209,1.5,1,3,17,0.2,FantasySharks,0,18.7,LAR,0.8,0.3,0.1,0.2,0,0.1,1.9,4.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14777,NA,QB,"Burrow, Joe",CIN,33.4,22.5,222,1.6,0.7,4.2,15,0.1,FantasySharks,0.2,18.5,BUF,0.9,0.3,0.2,0,0.1,0.2,3,3.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14778,NA,QB,"Tagovailoa, Tua",MIA,28.9,19.5,242,1.7,0.8,2.8,6,0,FantasySharks,0.2,18.2,@KCC,0.7,0.3,0.1,0.1,0.2,0.2,1.8,4.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15693,NA,QB,"Howell, Sam",WAS,33,21.5,229,1.4,1,3.2,16,0.1,FantasySharks,0.2,18,@NEP,0.7,0.2,0.4,0.1,0,0,4.7,3.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15241,NA,QB,"Jones, Mac",NEP,37.4,24.6,249,1.4,0.8,2.3,7,0,FantasySharks,0.2,17.7,WAS,0.8,0.1,0.2,0.1,0.1,0.1,1.7,3.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16150,NA,QB,"Stroud, C.J.",HOU,32,19.3,231,1.2,0.4,2.7,10,0.2,FantasySharks,0.2,17.6,TBB,0.6,0.2,0.2,0,0,0.2,2,3.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13590,NA,QB,"Mayfield, Baker",TBB,35.5,22.8,226,1.3,0.6,3.5,13,0,FantasySharks,0.1,17.5,@HOU,0.8,0.1,0.2,0.1,0.1,0,1.8,3.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11644,NA,QB,"Carr, Derek",NOS,33.9,21.7,239,1.2,0.6,1.7,3,0,FantasySharks,0.2,16.5,CHI,0.3,0.4,0.1,0.2,0.1,0.1,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16154,NA,QB,"Hall, Jaren",MIN,28.8,19.5,212,1.5,0.8,1.5,4,0,FantasySharks,0.4,15.8,@ATL,0.7,0.3,0.2,0.2,0,0.2,2.5,4.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11150,NA,QB,"Smith, Geno",SEA,27.6,18.6,203,1.3,0.9,3.8,15,0,FantasySharks,0.2,15.8,@BAL,0.5,0.4,0.2,0.1,0,0,2.7,3.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16148,NA,QB,"Young, Bryce",CAR,32.8,20.5,200,1.1,0.6,2.5,12,0.1,FantasySharks,0.3,15.2,IND,0.7,0.2,0.1,0,0.1,0,3.3,3.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9431,NA,QB,"Stafford, Matthew",LAR,29.7,18.7,217,1.1,1.1,2.1,7,0.1,FantasySharks,0.1,15.1,@GBP,0.5,0.2,0.2,0.1,0,0.1,2.8,2.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15697,NA,QB,"Ridder, Desmond",ATL,29,18.7,204,0.8,0.6,4,19,0.3,FantasySharks,0.7,15,MIN,0.5,0.2,0,0,0,0,2.8,3.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15239,NA,QB,"Wilson, Zach",NYJ,33.8,19.2,213,0.7,0.6,2.9,16,0.1,FantasySharks,0.3,14.8,LAC,0.4,0.1,0,0,0.1,0.2,2.8,2.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14067,NA,QB,"Minshew, Gardner",IND,27.8,17.6,190,1,1,2.5,11,0.3,FantasySharks,0.7,14.3,@CAR,0.3,0.2,0,0.2,0,0.2,3,3.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11760,NA,QB,"Garoppolo, Jimmy",LVR,27,17.6,190,1.1,1.2,2.7,6,0.1,FantasySharks,0.2,13.6,NYG,0.5,0.3,0,0.2,0,0,2.4,3.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15692,NA,QB,"Pickett, Kenny",PIT,28.7,17.8,183,0.6,0.6,3.9,9,0.2,FantasySharks,0,13.1,TEN,0.2,0.2,0,0,0.1,0.1,2.3,2.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15238,NA,QB,"Fields, Justin",CHI,17.5,10.9,124,0.9,1.3,6.7,39,0.2,FantasySharks,0.3,13.1,@NOS,0.3,0.2,0.2,0,0,0.1,4.7,2.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14056,NA,QB,"Murray, Kyler",ARI,25.6,16.3,154,0.8,1,4.6,27,0.2,FantasySharks,0.4,13.1,@CLE,0.4,0.1,0.2,0,0,0,3,2.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15240,NA,QB,"Lance, Trey",DAL,20.9,14.1,154,1,1.1,2.3,11,0.1,FantasySharks,0,12.3,@PHI,0.3,0.3,0.3,0.1,0,0,2.7,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14059,NA,QB,"Jones, Daniel",NYG,19.8,13,124,0.5,0.8,5.5,29,0.2,FantasySharks,0.2,11,@LVR,0.2,0.1,0,0.1,0,0,5,1.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13113,NA,QB,"Watson, Deshaun",CLE,23.2,13.5,147,0.7,1.3,3.1,15,0.1,FantasySharks,0.4,10.5,ARI,0.3,0.3,0,0,0.1,0,3.6,1.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10697,NA,QB,"Tannehill, Ryan",TEN,19.9,12.8,143,0.7,1.1,2.4,8,0.1,FantasySharks,0.1,10.1,@PIT,0.2,0.2,0.1,0.1,0,0.1,3.7,1.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15252,NA,QB,"Mills, Davis",HOU,11.6,7.3,79,0.4,0.4,1.1,4,0.1,FantasySharks,0.1,6.1,TBB,0.2,0.2,0,0,0,0,0.5,1.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13115,NA,QB,"Trubisky, Mitchell",PIT,12.1,7.6,83,0.4,0.8,1.5,5,0,FantasySharks,0,5.5,TEN,0.1,0.1,0.2,0,0,0,1,0.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12476,NA,QB,"Heinicke, Taylor",ATL,8.6,5.1,68,0.5,0.1,0.8,5,0,FantasySharks,0.1,5.5,MIN,0.3,0.1,0,0,0,0,0.6,0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16384,NA,QB,"Bagent, Tyson",CHI,10,6.7,57,0.2,0.3,1.4,8,0.2,FantasySharks,0.3,5,@NOS,0.2,0,0,0,0,0,0.5,1.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13119,NA,QB,"Dobbs, Joshua",ARI,9.7,5.8,44,0,0.2,2.2,13,0.2,FantasySharks,0,4.5,@CLE,0,0,0,0,0,0,1.1,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14789,NA,QB,"Huntley, Tyler",BAL,7,4.7,43,0.1,0.1,2.6,11,0.1,FantasySharks,0.1,3.6,SEA,0.1,0,0,0,0,0,0.4,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15250,NA,QB,"Ehlinger, Sam",IND,6.9,4.6,47,0.2,0,1.1,4,0,FantasySharks,0.1,3.4,@CAR,0.2,0,0,0,0,0,0.5,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16159,NA,QB,"O'Connell, Aidan",LVR,7.2,4.9,50,0.3,0.3,0.9,0,0,FantasySharks,0.1,3.3,NYG,0.3,0,0,0,0,0,0.4,0.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15696,NA,QB,"Zappe, Bailey",NEP,7.4,4.1,46,0.2,0.1,0.3,0,0,FantasySharks,0.1,2.9,WAS,0,0,0.1,0,0,0,0.5,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12141,NA,QB,"Mariota, Marcus",PHI,3.4,2.1,23,0.2,0.1,1.2,6,0,FantasySharks,0,2.6,DAL,0.1,0,0,0,0,0,0.4,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16149,NA,QB,"Levis, Will",TEN,6.2,3.3,34,0.2,0.2,0.8,2,0,FantasySharks,0.1,2.4,@PIT,0,0.1,0,0.1,0.1,0.1,0.5,0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10413,NA,QB,"Taylor, Tyrod",NYG,4.3,2.9,20,0.1,0.1,2.2,13,0,FantasySharks,0.1,2.4,@LVR,0,0.1,0,0,0,0,0.7,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10313,NA,QB,"Dalton, Andy",CAR,4.1,2.8,34,0.2,0.1,0.6,1,0,FantasySharks,0,2.4,IND,0.1,0,0,0,0,0,0.4,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13416,NA,QB,"Walker, P.J.",CLE,6.7,3.1,41,0.1,0.3,0.9,2,0,FantasySharks,0.1,2.2,ARI,0,0.1,0,0,0,0,0.4,0.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12140,NA,QB,"Winston, Jameis",NOS,5.7,3.5,37,0.1,0.2,0.8,-0.6,0,FantasySharks,0,1.9,CHI,0.1,0,0,0,0,0,0.4,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15699,NA,QB,"Thompson, Skylar",MIA,5.4,3.1,33,0.2,0.6,1.3,1,0,FantasySharks,0.2,1.5,@KCC,0.1,0,0,0,0,0.1,0.7,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13598,NA,QB,"White, Mike",MIA,2.2,1.2,20,0.2,0.3,1.1,-0.5,0,FantasySharks,0,1.4,@KCC,0,0,0,0,0,0.2,0.2,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9714,NA,QB,"Hoyer, Brian",LVR,6.4,3.5,37,0,0.5,0.6,-0.6,0,FantasySharks,0,1.3,NYG,0,0,0,0,0,0,0.3,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14057,NA,QB,"Lock, Drew",SEA,1.9,0.7,17,0,0,0.5,3,0,FantasySharks,0,1.2,@BAL,0,0,0,0,0,0,0,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13595,NA,QB,"Rudolph, Mason",PIT,4,2.4,18,0,0,0.5,3,0,FantasySharks,0,1.2,TEN,0,0,0,0,0,0,0.6,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14065,NA,QB,"Rypien, Brett",LAR,3.6,1.8,13,0.1,0.1,0.4,0,0,FantasySharks,0,0.9,@GBP,0.1,0,0,0,0,0,0.3,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16313,NA,QB,"Clifford, Sean",GBP,1.2,0.8,10,0.1,0,0.5,-0.2,0,FantasySharks,0,0.8,LAR,0,0,0,0,0,0.1,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15694,NA,QB,"Willis, Malik",TEN,1.4,0.8,8,0,0.1,0.7,3,0,FantasySharks,0.1,0.7,@PIT,0,0,0,0,0,0,0.3,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12616,NA,QB,"Brissett, Jacoby",WAS,1,0.7,7,0.1,0,0.2,1,0,FantasySharks,0,0.6,@NEP,0,0,0,0,0,0,0.1,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13124,NA,QB,"Rush, Cooper",DAL,2.3,1.5,11,0,0,1.2,-1.3,0,FantasySharks,0,0.5,@PHI,0,0,0,0,0,0,0.3,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16153,NA,QB,"Bennett, Stetson",LAR,2,1,8,0,0,0.3,0,0,FantasySharks,0,0.4,@GBP,0,0,0,0,0,0,0.4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14069,NA,QB,"Stick, Easton",LAC,0.4,0.1,1,0,0,0.2,0,0,FantasySharks,0,0.2,@NYJ,0,0,0,0,0,0,0.1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13846,NA,QB,"Woodside, Logan",ATL,1,0.6,6,0,0,0.3,2,0,FantasySharks,0.1,0.2,MIN,0,0,0,0,0,0,0.7,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10948,NA,QB,"Keenum, Case",HOU,0.6,0.4,3,0,0,0.4,1,0,FantasySharks,0,0.2,TBB,0,0,0,0,0,0,0.2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16158,NA,QB,"Thompson-Robinson, Dorian",CLE,0.3,0.2,1,0,0,0,0,0,FantasySharks,0,0.1,ARI,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13116,12894,QB,Patrick Mahomes,KC,40,27.7,307,2,0.8,4.5,22.8,0.1,FleaFlicker,NA,27.87,MIASun 9:30 AM,NA,NA,NA,NA,NA,NA,NA,NA,0,QB3,27/39,109.6,99%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13589,13761,QB,Josh Allen,BUF,35.8,24.6,276.1,2,0.9,5.4,27.5,0.4,FleaFlicker,NA,24.94,@CINSun 8:20 PM,NA,NA,NA,NA,NA,NA,NA,NA,3,QB2,24/35,111.1,99%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12620,12159,QB,Dak Prescott,DAL,35.5,23.7,263.4,2,0.9,3.8,15.7,0.2,FleaFlicker,NA,23.86,@PHISun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,NA,7,QB14,23/35,107.2,94%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14777,15532,QB,Joe Burrow,CIN,37.9,25.2,255.7,2,0.8,3.2,14.6,0.1,FleaFlicker,NA,23.51,BUFSun 8:20 PM,NA,NA,NA,NA,NA,NA,NA,NA,7,QB6,25/37,105.1,97%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14779,15516,QB,Justin Herbert,LAC,35.6,24.3,262.6,2,0.8,4.4,17.3,0.2,FleaFlicker,NA,22.68,@NYJMon 8:15 PM,NA,NA,NA,NA,NA,NA,NA,NA,5,QB5,24/35,109.5,98%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14783,15581,QB,Jalen Hurts,PHI,34.1,22.3,253.1,1,0.8,9.5,39.2,0.6,FleaFlicker,NA,22.1,DALSun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,NA,0,QB1,22/34,96.8,98%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14778,15533,QB,Tua Tagovailoa,MIA,36,24.9,292.7,2,0.9,2.1,6.9,0.1,FleaFlicker,NA,21.74,@KCSun 9:30 AM,NA,NA,NA,NA,NA,NA,NA,NA,0,QB7,24/35,113,97%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13593,13775,QB,Lamar Jackson,BAL,30.9,21.2,227.4,1,0.7,9.5,49.3,0.5,FleaFlicker,NA,21.44,SEASun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,3,QB4,21/30,103.1,98%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16150,17589,QB,C.J. Stroud,HOU,31.9,19.8,251.1,2,0.6,2.7,11.3,0.1,FleaFlicker,NA,21.09,TBSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,7,QB12,19/31,108.4,79%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11644,10315,QB,Derek Carr,NO,34.4,22.1,249.3,2,0.7,1.9,6.3,0.1,FleaFlicker,NA,20.04,CHISun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,1,QB17,22/34,106.1,70%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14059,14668,QB,OUTDaniel Jones,NYG,29.1,19.2,197.3,1,0.7,8.3,43.8,0.3,FleaFlicker,NA,18.54,@LVSun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,NA,3,QB21,19/29,96.5,64%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9431,6038,QB,Matthew Stafford,LAR,33.5,20.3,251.4,1,0.8,1.3,3.8,0.1,FleaFlicker,NA,17.77,@GBSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,0,QB20,20/33,94.4,86%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15693,16987,QB,Sam Howell,WAS,34.8,22.9,251.1,1,0.8,3.8,15.3,0.1,FleaFlicker,NA,16.95,@NESun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,4,QB16,22/34,96.6,60%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13590,13758,QB,Baker Mayfield,TB,35.2,23,239.5,1,0.8,3.9,15.9,0.1,FleaFlicker,NA,16.46,@HOUSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,5,QB25,22/35,92.4,50%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11760,10311,QB,Jimmy Garoppolo,LV,33.9,22.8,259.5,1,1,2.4,8,0.1,FleaFlicker,NA,16.17,NYGSun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,NA,3,QB24,22/33,100.4,41%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14782,15522,QB,Jordan Love,GB,32.5,20.1,224.6,1,0.9,3.5,17.1,0.2,FleaFlicker,NA,16.02,LARSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,6,QB18,20/32,93.8,74%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11150,9372,QB,Geno Smith,SEA,34.7,22.4,237.8,1,0.9,3.4,13.8,0.1,FleaFlicker,NA,15.91,@BALSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,5,QB13,22/34,94.9,84%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14067,14860,QB,Gardner Minshew,IND,31,19.3,225.3,1,0.7,3.4,12.4,0.1,FleaFlicker,NA,15.83,@CARSun 4:05 PM,NA,NA,NA,NA,NA,NA,NA,NA,1,QB26,19/31,94.2,40%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15239,16233,QB,Zach Wilson,NYJ,30.5,18,209.9,1,0.8,3.9,17.4,0.2,FleaFlicker,NA,15.5,LACMon 8:15 PM,NA,NA,NA,NA,NA,NA,NA,NA,7,QB31,18/30,92.2,30%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16154,17796,QB,Jaren Hall,MIN,35,21.6,226.3,1,1.1,3.9,18.5,0.1,FleaFlicker,NA,15.48,@ATLSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,3,QB37,21/35,76.6,4%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16148,17602,QB,Bryce Young,CAR,34.3,22.2,226.6,1,0.7,2.3,10,0.1,FleaFlicker,NA,15.25,INDSun 4:05 PM,NA,NA,NA,NA,NA,NA,NA,NA,7,QB23,22/34,93.5,46%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16149,17623,QB,Will Levis,TEN,28.4,17.8,200.3,1,0.8,3.9,19.4,0.1,FleaFlicker,NA,15.12,@PITThu 8:15 PM,NA,NA,NA,NA,NA,NA,NA,NA,7,QB29,17/28,94.3,28%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
