player,pos,team,games,rush_att,rush_yds,rush_avg,rush_tds,rec_tgt,rec,rec_yds,rec_yds_g,rec_avg,rec_tds,fumbles_lost,site_pts,site_fppg,src_id,data_src,id,opp,rush_09_tds,rush_1019_tds,rush_2029_tds,rush_3039_tds,rush_4049_tds,rush_50_tds,rec_rz_tgt,rush_50_yds,rush_100_yds,return_yds,scoring_opp,bye,curr_site_pts,draft_rank,misc_tds,misc_yds,pct_owned,site_ci_low,site_ci_high,opp_rank,ranks_ovr,ranks_pos,FanDuel FP,fanduel_salary,fanduel_value,draftkings_site_points,yahoo_site_points,return_tds,two_pts
Nick Bawden,RB,NYJ,NA,0.1,0.5,NA,0,NA,0.3,2,NA,NA,0,0,0.3,NA,17587,FantasyPros,13838,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Michael Burton,RB,DEN,NA,0.5,1.9,NA,0,NA,0,0,NA,NA,0,0,0.3,NA,14191,FantasyPros,12325,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Keith Smith,RB,ATL,NA,0.2,0.5,NA,0,NA,0.3,1.6,NA,NA,0,0,0.3,NA,13192,FantasyPros,12040,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Darrynton Evans,RB,MIA,NA,0.1,0.6,NA,0,NA,0.1,0.9,NA,NA,0,0,0.2,NA,19418,FantasyPros,14808,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Adam Prentice,RB,NO,NA,0,0.3,NA,0,NA,0.1,0.9,NA,NA,0,0,0.2,NA,23451,FantasyPros,15650,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Godwin Igwebuike,RB,PIT,NA,0,0,NA,0,NA,0.2,1.1,NA,NA,0,0,0.2,NA,17352,FantasyPros,14011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tony Jones Jr.,RB,ARI,NA,0.1,0.6,NA,0,NA,0.1,0.9,NA,NA,0,0,0.2,NA,19482,FantasyPros,14828,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"McCaffrey, Christian",RB,SFO,NA,14.5,70,NA,0.7,5.1,4,33,NA,NA,0.4,0.1,16.3,NA,NA,FantasySharks,13130,@PHI,0.5,0.1,0,0,0,0,0.8,0.1,0.1,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Williams, Kyren",RB,LAR,NA,14,70,NA,0.8,3.6,2.5,22,NA,NA,0.2,0,15.3,NA,NA,FantasySharks,15710,CLE,0.6,0.2,0,0,0,0,1,0.1,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ekeler, Austin",RB,LAC,NA,14,60,NA,0.9,5.8,4.1,33,NA,NA,0.2,0.3,14.9,NA,NA,FantasySharks,13404,@NEP,0.5,0.2,0,0.1,0,0,0.9,0.1,0.1,0,2.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Henry, Derrick",RB,TEN,NA,19.9,84,NA,0.7,3,2.1,19,NA,NA,0,0.1,14.6,NA,NA,FantasySharks,12626,IND,0.5,0.2,0.1,0,0,0,0.4,0.1,0,0,1.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mostert, Raheem",RB,MIA,NA,15,75,NA,0.8,2.5,1.6,12,NA,NA,0.2,0.1,14.3,NA,NA,FantasySharks,12447,@WAS,0.4,0.2,0.1,0.1,0.1,0,0.4,0.1,0,7,1.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Kamara, Alvin",RB,NOS,NA,15,68,NA,0.5,6,4.9,36,NA,NA,0.1,0.1,14.1,NA,NA,FantasySharks,13132,DET,0.2,0.2,0.1,0,0,0,0.7,0.1,0.1,0,1.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Gibbs, Jahmyr",RB,DET,NA,13,60,NA,0.7,5.3,3.9,31,NA,NA,0,0,13.2,NA,NA,FantasySharks,16162,@NOS,0.4,0,0.2,0,0.1,0,0.3,0.1,0.1,0,2.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Moss, Zack",RB,IND,NA,15,70,NA,0.7,2.7,2.2,15,NA,NA,0.1,0.1,13,NA,NA,FantasySharks,14798,@TEN,0.5,0.1,0,0,0,0.1,0.4,0.1,0,0,1.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pollard, Tony",RB,DAL,NA,15.3,68,NA,0.6,4.6,3.6,23,NA,NA,0.1,0.1,13,NA,NA,FantasySharks,14085,SEA,0.3,0.1,0.1,0,0,0,0.8,0.1,0.1,0,2.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Montgomery, David",RB,DET,NA,13.5,68,NA,0.8,2.1,1.5,14,NA,NA,0,0.1,13,NA,NA,FantasySharks,14071,@NOS,0.5,0.1,0,0,0,0.1,0.2,0.1,0,0,1.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Robinson, Bijan",RB,ATL,NA,13.5,70,NA,0.5,4.3,2.5,19,NA,NA,0.2,0.1,12.9,NA,NA,FantasySharks,16161,@NYJ,0.3,0.2,0,0,0,0,0.4,0.1,0,1,1.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Achane, De'Von",RB,MIA,NA,13,75,NA,0.5,3,2.3,18,NA,NA,0.1,0.1,12.9,NA,NA,FantasySharks,16167,@WAS,0.3,0.1,0,0,0,0.1,0.7,0.1,0,4,1.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Etienne, Travis",RB,JAC,NA,15.7,65,NA,0.5,3.9,2.8,25,NA,NA,0.1,0.1,12.6,NA,NA,FantasySharks,15253,CIN,0.3,0.1,0.1,0,0,0,0.2,0.1,0.1,0,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Swift, D'Andre",RB,PHI,NA,14,68,NA,0.5,4,3,20,NA,NA,0.1,0.1,12.2,NA,NA,FantasySharks,14797,SFO,0.4,0.1,0,0,0,0,0.4,0.1,0,0,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hall, Breece",RB,NYJ,NA,13,60,NA,0.4,4.2,3.1,27,NA,NA,0.2,0,12,NA,NA,FantasySharks,15708,ATL,0.2,0.1,0,0,0,0.1,0.5,0.1,0.1,0,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Robinson, Brian",RB,WAS,NA,14,60,NA,0.4,3.5,2.8,28,NA,NA,0.2,0.1,11.9,NA,NA,FantasySharks,15716,MIA,0.3,0.1,0,0,0,0,0.2,0.1,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"White, Rachaad",RB,TBB,NA,15.1,56,NA,0.3,5.1,4.6,36,NA,NA,0.2,0.1,11.9,NA,NA,FantasySharks,15721,CAR,0.3,0,0,0,0,0,0.7,0.1,0.1,1,1.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pacheco, Isiah",RB,KCC,NA,15,75,NA,0.4,2.5,2.2,15,NA,NA,0.1,0.1,11.8,NA,NA,FantasySharks,15749,@GBP,0.4,0,0,0,0.1,0,0.4,0.1,0,6,1.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Conner, James",RB,ARI,NA,14,68,NA,0.5,3.1,2.5,12,NA,NA,0,0,11.4,NA,NA,FantasySharks,13146,@PIT,0.5,0,0,0,0,0,0.3,0.1,0,0,1.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Warren, Jaylen",RB,PIT,NA,12,64,NA,0.5,4.5,3.5,22,NA,NA,0,0.1,11.2,NA,NA,FantasySharks,15742,ARI,0.1,0.2,0,0,0,0.1,0.3,0.1,0,0,1.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Williams, Javonte",RB,DEN,NA,15,62,NA,0.4,3.2,2.4,13,NA,NA,0.2,0,11,NA,NA,FantasySharks,15256,@HOU,0.3,0.1,0,0,0,0,0.3,0.1,0,0,0.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mixon, Joe",RB,CIN,NA,14.5,60,NA,0.3,4.1,3.3,23,NA,NA,0.1,0,10.9,NA,NA,FantasySharks,13131,@JAC,0.3,0.1,0,0,0,0,0.9,0.1,0.1,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Singletary, Devin",RB,HOU,NA,13,60,NA,0.6,2.1,1.6,10,NA,NA,0,0,10.6,NA,NA,FantasySharks,14080,DEN,0.4,0.2,0,0,0,0,0.3,0,0,5,0.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Harris, Najee",RB,PIT,NA,15.7,67,NA,0.4,3.1,2,13,NA,NA,0,0,10.6,NA,NA,FantasySharks,15254,ARI,0.3,0.1,0,0,0,0,0.2,0.1,0,0,1.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pierce, Dameon",RB,HOU,NA,15.5,62,NA,0.5,2.3,1.7,11,NA,NA,0,0.1,10.5,NA,NA,FantasySharks,15717,DEN,0.3,0.2,0,0,0,0,0.2,0,0,0,1.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Stevenson, Rhamondre",RB,NEP,NA,13.1,57,NA,0.4,5,3.8,24,NA,NA,0,0,10.4,NA,NA,FantasySharks,15259,LAC,0.3,0,0,0,0,0.1,0.5,0.1,0.1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ford, Jerome",RB,CLE,NA,12.9,60,NA,0.3,3.6,2.4,14,NA,NA,0.1,0,10.3,NA,NA,FantasySharks,15713,@LAR,0.2,0,0,0,0,0.1,0.2,0.1,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hubbard, Chuba",RB,CAR,NA,12,52,NA,0.4,3,2.3,17,NA,NA,0,0,9.3,NA,NA,FantasySharks,15261,@TBB,0.3,0.1,0,0,0,0,0.1,0.1,0,0,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dillon, AJ",RB,GBP,NA,13,50,NA,0.3,2.8,2.3,20,NA,NA,0,0.1,8.9,NA,NA,FantasySharks,14805,KCC,0.3,0,0,0,0,0,0.3,0.1,0,0,0.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Charbonnet, Zach",RB,SEA,NA,11,55,NA,0.3,2.6,2.3,11,NA,NA,0,0,8.7,NA,NA,FantasySharks,16169,@DAL,0.2,0.1,0,0,0,0,0,0.1,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Allgeier, Tyler",RB,ATL,NA,13.4,54,NA,0.3,1.5,1.1,9,NA,NA,0,0,8.3,NA,NA,FantasySharks,15712,@NYJ,0.3,0,0,0,0,0,0.1,0,0,0,1.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Perine, Samaje",RB,DEN,NA,6,30,NA,0.2,3.5,2.8,27,NA,NA,0,0.1,6.8,NA,NA,FantasySharks,13133,@HOU,0.2,0,0,0,0,0,0.2,0.1,0,0,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dowdle, Rico",RB,DAL,NA,8.5,35,NA,0.2,1.4,1.1,7,NA,NA,0.2,0,6.5,NA,NA,FantasySharks,14823,SEA,0.1,0.1,0,0,0,0,0.4,0,0,6,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hunt, Kareem",RB,CLE,NA,7.9,28,NA,0.4,1.7,1.2,8,NA,NA,0,0,6,NA,NA,FantasySharks,13138,@LAR,0.3,0.1,0,0,0,0,0.3,0,0,1,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Gibson, Antonio",RB,WAS,NA,6,30,NA,0.1,4,3,21,NA,NA,0.1,0.1,6,NA,NA,FantasySharks,14852,MIA,0.1,0,0,0,0,0,0.3,0.1,0,27,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Elliott, Ezekiel",RB,NEP,NA,8.8,35,NA,0.3,2.2,1.6,10,NA,NA,0,0.1,5.9,NA,NA,FantasySharks,12625,LAC,0.2,0,0,0,0,0,0.1,0,0,0,0.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sanders, Miles",RB,CAR,NA,10,40,NA,0.2,2.4,1.6,10,NA,NA,0,0.1,5.8,NA,NA,FantasySharks,14079,@TBB,0.1,0.1,0,0,0,0,0.2,0,0,5,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Wilson, Jeffery",RB,MIA,NA,5.9,28,NA,0.1,2.5,1.9,14,NA,NA,0,0,4.8,NA,NA,FantasySharks,14017,@WAS,0.1,0,0,0,0,0,0.2,0.1,0,0,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Williams, Jamaal",RB,NOS,NA,8,30,NA,0.2,1.1,0.9,4,NA,NA,0,0.1,4.8,NA,NA,FantasySharks,13139,DET,0.2,0,0,0,0,0,0,0,0,0,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Spears, Tyjae",RB,TEN,NA,4.7,23,NA,0.1,3.7,2.7,17,NA,NA,0,0,4.6,NA,NA,FantasySharks,16165,IND,0,0.1,0,0,0,0,0.4,0.1,0,23,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Kelley, Joshua",RB,LAC,NA,8,35,NA,0.1,1.2,0.7,3,NA,NA,0,0,4.6,NA,NA,FantasySharks,14807,@NEP,0.1,0,0,0,0.1,0,0.1,0,0,0,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Freeman, Royce",RB,LAR,NA,8.3,36,NA,0.1,0.5,0.3,2,NA,NA,0,0.1,4.6,NA,NA,FantasySharks,13617,CLE,0,0,0.1,0,0,0,0.1,0,0,0,1.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Gainwell, Kenneth",RB,PHI,NA,4.7,19,NA,0.2,2,1.6,10,NA,NA,0,0.1,4.1,NA,NA,FantasySharks,15255,SFO,0.1,0.1,0,0,0,0,0.1,0,0,0,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"McLaughlin, Jaleel",RB,DEN,NA,4.7,21,NA,0.1,2.2,1.8,9,NA,NA,0.1,0,3.9,NA,NA,FantasySharks,16390,@HOU,0.1,0,0,0,0,0,0.4,0,0,0,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sermon, Trey",RB,IND,NA,6.2,27,NA,0,1.8,1.3,10,NA,NA,0,0,3.6,NA,NA,FantasySharks,15257,@TEN,0,0,0,0,0,0,0.2,0,0,0,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Rivers, Ronnie",RB,LAR,NA,5.7,24,NA,0.2,0.6,0.4,2,NA,NA,0,0,3.5,NA,NA,FantasySharks,15726,CLE,0.1,0,0.1,0,0,0,0.1,0,0,1,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Patterson, Cordarrelle",RB,ATL,NA,5.3,23,NA,0.1,1.3,0.9,4,NA,NA,0,0,3.5,NA,NA,FantasySharks,11225,@NYJ,0.1,0,0,0,0,0,0.1,0,0,22,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Reynolds, Craig",RB,DET,NA,4.7,17,NA,0.1,1.1,0.9,10,NA,NA,0,0,3.2,NA,NA,FantasySharks,14727,@NOS,0.1,0,0,0,0,0,0,0,0,14,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mitchell, Elijah",RB,SFO,NA,5.1,23,NA,0.1,0.6,0.5,2,NA,NA,0,0,3.2,NA,NA,FantasySharks,15263,@PHI,0.1,0,0,0,0,0,0.2,0,0,0,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cook, Dalvin",RB,NYJ,NA,5.8,21,NA,0.1,1.8,1.2,7,NA,NA,0,0.1,3,NA,NA,FantasySharks,13128,ATL,0,0,0,0,0,0,0.2,0,0,0,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hasty, JaMycal",RB,NEP,NA,4.7,18,NA,0.1,1.5,0.9,5,NA,NA,0,0,3,NA,NA,FantasySharks,14821,LAC,0.1,0,0,0,0,0,0,0,0,1,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Edwards-Helaire, Clyde",RB,KCC,NA,4.4,18,NA,0.1,1.2,0.9,7,NA,NA,0,0,2.9,NA,NA,FantasySharks,14803,@GBP,0.1,0,0,0,0,0,0.1,0,0,1,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mason, Jordan",RB,SFO,NA,3.2,16,NA,0.2,0.2,0.1,1,NA,NA,0,0,2.7,NA,NA,FantasySharks,15972,@PHI,0.1,0,0.1,0,0,0,0,0,0,1,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Demercado, Emari",RB,ARI,NA,4.8,18,NA,0,1.4,1.2,7,NA,NA,0,0,2.6,NA,NA,FantasySharks,16385,@PIT,0,0,0,0,0,0,0,0,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dallas, DeeJay",RB,SEA,NA,3.8,18,NA,0,1.7,1.4,8,NA,NA,0,0,2.6,NA,NA,FantasySharks,14815,@DAL,0,0,0,0,0,0,0.1,0,0,3,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Strong Jr., Pierre",RB,CLE,NA,3.3,14,NA,0.1,0.5,0.4,4,NA,NA,0,0,2.3,NA,NA,FantasySharks,15733,@LAR,0.1,0,0,0,0,0,0,0,0,19,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bigsby, Tank",RB,JAC,NA,4,12,NA,0.1,0.8,0.3,2,NA,NA,0,0.1,2,NA,NA,FantasySharks,16164,CIN,0.1,0,0,0,0,0,0,0,0,1,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Scott, Boston",RB,PHI,NA,2.5,11,NA,0.1,0.5,0.3,2,NA,NA,0,0,2,NA,NA,FantasySharks,13814,SFO,0.1,0,0,0,0,0,0,0,0,14,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Edmonds, Chase",RB,TBB,NA,4.7,14,NA,0,1.7,1,5,NA,NA,0,0,1.9,NA,NA,FantasySharks,13726,CAR,0,0,0,0,0,0,0.1,0,0,2,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Vaughn, Ke'Shawn",RB,TBB,NA,4.2,11,NA,0,1.5,1,5,NA,NA,0,0,1.7,NA,NA,FantasySharks,14810,CAR,0,0,0,0,0,0,0.1,0,0,3,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Blackshear, Raheem",RB,CAR,NA,1.6,5,NA,0.1,0.8,0.7,6,NA,NA,0,0,1.7,NA,NA,FantasySharks,15973,@TBB,0.1,0,0,0,0,0,0,0,0,28,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Whyte, Kerrith",RB,GBP,NA,2.3,14,NA,0,0.7,0.5,3,NA,NA,0,0,1.6,NA,NA,FantasySharks,14289,KCC,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Juszczyk, Kyle",RB,SFO,NA,0.2,1,NA,0,1.4,1.2,13,NA,NA,0,0,1.5,NA,NA,FantasySharks,11367,@PHI,0,0,0,0,0,0,0.1,0.1,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Johnson, D'Ernest",RB,JAC,NA,2,6,NA,0,0.9,0.6,9,NA,NA,0,0,1.5,NA,NA,FantasySharks,14331,CIN,0,0,0,0,0,0,0,0,0,6,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ogunbowale, Dare",RB,HOU,NA,3.1,10,NA,0,1,0.7,3,NA,NA,0,0,1.4,NA,NA,FantasySharks,13148,DEN,0,0,0,0,0,0,0.1,0,0,3,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Luepke, Hunter",RB,DAL,NA,2.3,6,NA,0.1,0.8,0.5,5,NA,NA,0,0,1.4,NA,NA,FantasySharks,16391,SEA,0.1,0,0,0,0,0,0,0,0,3,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Jones, Tony",RB,ARI,NA,1.5,6,NA,0.1,0.7,0.5,3,NA,NA,0,0,1.4,NA,NA,FantasySharks,14828,@PIT,0.1,0,0,0,0,0,0,0,0,0,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Rodriguez, Chris",RB,WAS,NA,3,15,NA,0,0.4,0.3,1,NA,NA,0,0.2,1.3,NA,NA,FantasySharks,16174,MIA,0,0,0,0,0,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Williams, Trayveon",RB,CIN,NA,1.5,7,NA,0,0.9,0.6,3,NA,NA,0,0,1.2,NA,NA,FantasySharks,14076,@JAC,0,0,0,0,0,0,0.1,0,0,20,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ingold, Alec",RB,MIA,NA,0.6,1,NA,0,1.5,0.9,6,NA,NA,0,0,1,NA,NA,FantasySharks,14420,@WAS,0,0,0,0,0,0,0.2,0,0,0,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Perine, Lamical",RB,KCC,NA,1.7,7,NA,0,0.6,0.3,2,NA,NA,0,0,1,NA,NA,FantasySharks,14806,@GBP,0,0,0,0,0,0,0.1,0,0,4,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Taylor, Patrick",RB,GBP,NA,1.8,6,NA,0,1.1,0.6,4,NA,NA,0,0,1,NA,NA,FantasySharks,14817,KCC,0,0,0,0,0,0,0.1,0,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Carter, Michael",RB,ARI,NA,1.1,4,NA,0,1.9,1.4,6,NA,NA,0,0,0.9,NA,NA,FantasySharks,15258,@PIT,0,0,0,0,0,0,0.2,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Abanikanda, Israel",RB,NYJ,NA,2.8,7,NA,0,1,0.5,2,NA,NA,0,0.1,0.9,NA,NA,FantasySharks,16168,ATL,0,0,0,0,0,0,0.1,0,0,1,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Davis-Price, Tyrion",RB,SFO,NA,2.6,7,NA,0,0.2,0,0,NA,NA,0,0,0.7,NA,NA,FantasySharks,15746,@PHI,0,0,0,0,0,0,0,0,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"McFarland, Anthony",RB,PIT,NA,0.5,2,NA,0,0.4,0.4,2,NA,NA,0,0,0.7,NA,NA,FantasySharks,14804,ARI,0,0,0,0,0,0,0.2,0,0,29,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Spiller, Isaiah",RB,LAC,NA,2.4,5,NA,0,0.6,0.5,2,NA,NA,0,0,0.7,NA,NA,FantasySharks,15709,@NEP,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Smith, Keith",RB,ATL,NA,0.2,1,NA,0,0.5,0.5,5,NA,NA,0,0,0.6,NA,NA,FantasySharks,12040,@NYJ,0,0,0,0,0,0,0.1,0,0,5,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
