player,pos,team,games,pass_att,pass_comp,pass_yds,pass_yds_g,pass_tds,pass_int,pass_rate,rush_att,rush_yds,rush_avg,rush_tds,fumbles_lost,site_pts,site_fppg,src_id,data_src,id,opp,pass_09_tds,pass_1019_tds,pass_2029_tds,pass_3039_tds,pass_4049_tds,pass_50_tds,sacks,scoring_opp,bye,draft_rank,pass_comp_pct,pct_owned,site_ci_low,site_ci_high,opp_rank,ranks_ovr,ranks_pos,FanDuel FP,draftkings_site_points,yahoo_site_points,yahoo_salary,yahoo_value,two_pts
Tua Tagovailoa,QB,MIA,NA,35.5,24.4,270.9,NA,1,0.8,100.9,1.7,5.8,NA,0.1,NA,16.41,NA,15533,FleaFlicker,14778,@BALSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,0,QB8,24/35,96%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tommy DeVito,QB,NYG,NA,33.8,22,206.6,NA,1,0.7,93.8,5.3,26.4,NA,0.1,NA,16.23,NA,18099,FleaFlicker,16441,LARSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,3,QB27,22/33,31%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Derek Carr,QB,NO,NA,34.4,22.8,251.7,NA,1,0.7,96.6,1.9,5.3,NA,0.1,NA,16.01,NA,10315,FleaFlicker,11644,@TBSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,1,QB23,22/34,69%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gardner Minshew,QB,IND,NA,33.6,21.4,227.1,NA,1,0.7,93.9,3,11.3,NA,0.1,NA,15.9,NA,14860,FleaFlicker,14067,LVSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,1,QB19,21/33,52%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OUTKenny Pickett,QB,PIT,NA,30.8,19.4,197.5,NA,1,0.7,93.3,3.7,15.1,NA,0.2,NA,14.92,NA,16811,FleaFlicker,15692,@SEASun 4:05 PM,NA,NA,NA,NA,NA,NA,NA,NA,6,QB30,19/30,46%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aidan O'Connell,QB,LV,NA,33.1,21.3,230.7,NA,1,0.8,94.3,1.4,5.1,NA,0.1,NA,14.66,NA,17695,FleaFlicker,16159,@INDSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,3,QB25,21/33,30%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bryce Young,QB,CAR,NA,31.6,19.5,205.5,NA,1,0.7,91.5,3.3,13.8,NA,0.1,NA,14.63,NA,17602,FleaFlicker,16148,@JACSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,7,QB26,19/31,45%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Joe Flacco,QB,CLE,NA,34.4,20.3,226.4,NA,1,0.9,88.6,2.2,6,NA,0.1,NA,14.42,NA,5336,FleaFlicker,9064,NYJThu 8:15 PM,NA,NA,NA,NA,NA,NA,NA,NA,5,QB21,20/34,37%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bailey Zappe,QB,NE,NA,33.6,22.1,219.6,NA,1,0.8,95.4,1.8,8.4,NA,0.1,NA,14.26,NA,16908,FleaFlicker,15696,@BUFSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,1,QB32,22/33,20%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OUTWill Levis,QB,TEN,NA,23.6,14.9,193.3,NA,1,0.6,102.3,2.5,10,NA,0.1,NA,13.96,NA,17623,FleaFlicker,16149,@HOUSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,7,QB24,14/23,45%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Taylor Heinicke,QB,ATL,NA,29.9,18.8,139.8,NA,1,0.5,85.3,3.1,9.8,NA,0.1,NA,11.11,NA,11615,FleaFlicker,12476,@CHISun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,1,QB37,18/29,20%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jacoby Brissett,QB,WAS,NA,28.8,18.6,133.9,NA,1,0.4,87.4,2.5,7,NA,0.1,NA,10.86,NA,12079,FleaFlicker,12616,SFSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,4,QB44,18/28,10%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sam Howell,QB,WAS,NA,8.8,5.7,115.4,NA,1,0.5,145.8,0.8,7.7,NA,0.1,NA,10.22,NA,16987,FleaFlicker,15693,SFSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,4,QB18,5/8,73%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Desmond Ridder,QB,ATL,NA,0,0,112.5,NA,1,0.5,0,0,9.9,NA,0.1,NA,10.03,NA,16880,FleaFlicker,15697,@CHISun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,1,QB22,0/0,37%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OUTZach Wilson,QB,NYJ,NA,26.9,16.1,158.2,NA,0.4,0.6,78.7,2.6,12.7,NA,0.1,NA,9.2,NA,16233,FleaFlicker,15239,@CLEThu 8:15 PM,NA,NA,NA,NA,NA,NA,NA,NA,7,QB29,16/26,29%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Trevor Siemian,QB,NYJ,NA,8.1,4.5,96.9,NA,1,0.5,133.3,0.9,5.2,NA,0,NA,8.65,NA,11294,FleaFlicker,12381,@CLEThu 8:15 PM,NA,NA,NA,NA,NA,NA,NA,NA,7,QB42,4/8,3%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tyrod Taylor,QB,NYG,NA,14.9,9.2,70.7,NA,0.3,0.2,76.5,3,9.5,NA,0.1,NA,6.02,NA,7592,FleaFlicker,10413,LARSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,3,QB33,9/14,9%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ryan Tannehill,QB,TEN,NA,7.7,5,43,NA,0.2,0.2,87.2,0.8,2.5,NA,0,NA,3.02,NA,8514,FleaFlicker,10697,@HOUSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,7,QB36,5/7,24%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Drew Lock,QB,SEA,NA,0,0,15.3,NA,0.1,0.1,0,0,0.1,NA,0,NA,0.86,NA,14722,FleaFlicker,14057,PITSun 4:05 PM,NA,NA,NA,NA,NA,NA,NA,NA,5,QB43,0/0,11%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sam Darnold,QB,SF,NA,0,0,10.4,NA,0.1,0,0,0,0.5,NA,0,NA,0.79,NA,13770,FleaFlicker,13592,@WASSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,0/0,13%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jaren Hall,QB,MIN,NA,0,0,11.3,NA,0,0,0,0,0.4,NA,0,NA,0.77,NA,17796,FleaFlicker,16154,GBSun 8:20 PM,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,0/0,10%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jalen Hurts,QB,PHI,NA,33.42,22.32,246.73,NA,1.64,0.71,NA,9.73,44.15,NA,0.78,NA,23.8,NA,jalen-hurts,NumberFire,14783,ARI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.85,31.75,#32,1,1,24.51,24.72,24.51,40,0.61,NA
Dak Prescott,QB,DAL,NA,36.91,24.49,278.87,NA,2.33,0.73,NA,4.92,23.07,NA,0.33,NA,22.92,NA,dak-prescott,NumberFire,12620,DET,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.01,30.83,#22,2,2,23.65,23.9,23.65,33,0.72,NA
Lamar Jackson,QB,BAL,NA,32.31,21.37,240.04,NA,1.64,0.71,NA,9.54,56.73,NA,0.37,NA,22.11,NA,lamar-jackson,NumberFire,13593,MIA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.24,29.98,#4,3,3,22.82,23.14,22.82,29,0.79,NA
Brock Purdy,QB,SF,NA,31.87,21.57,288.61,NA,2.18,0.68,NA,3.72,15.22,NA,0.19,NA,21.27,NA,brock-purdy,NumberFire,15698,WSH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.44,29.1,#31,4,4,21.97,22.16,21.97,29,0.76,NA
Patrick Mahomes,QB,KC,NA,35.39,23.67,264.4,NA,1.96,0.65,NA,5.3,24.61,NA,0.23,NA,20.74,NA,patrick-mahomes,NumberFire,13116,CIN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.93,28.55,#29,5,5,21.39,21.56,21.39,37,0.58,NA
Josh Allen,QB,BUF,NA,32.78,21.78,234.96,NA,1.71,0.73,NA,6.06,30.26,NA,0.45,NA,20.25,NA,josh-allen,NumberFire,13589,NE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.46,28.04,#12,6,6,20.95,21.14,20.95,37,0.57,NA
C.J. Stroud,QB,HOU,NA,33.19,21.36,263.7,NA,1.58,0.66,NA,2.81,11.31,NA,0.15,NA,17.25,NA,c-j-stroud,NumberFire,16150,TEN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.62,24.88,#23,8,7,17.9,18.12,17.9,NA,NA,NA
Justin Fields,QB,CHI,NA,29.57,18.16,195.75,NA,1.15,0.77,NA,9.23,46.55,NA,0.37,NA,17.25,NA,justin-fields,NumberFire,15238,ATL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.62,24.88,#5,8,7,18.02,18.33,18.02,41,0.44,NA
Russell Wilson,QB,DEN,NA,28.8,19.09,208.15,NA,1.43,0.52,NA,6.11,30.31,NA,0.21,NA,16.78,NA,russell-wilson,NumberFire,10703,LAC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.18,24.38,#30,10,9,17.32,17.61,17.32,25,0.69,NA
Trevor Lawrence,QB,JAC,NA,33.59,21.85,233.49,NA,1.37,0.73,NA,5.67,22.35,NA,0.28,NA,16.62,NA,trevor-lawrence,NumberFire,15237,CAR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.03,24.21,#27,11,10,17.3,17.7,17.3,31,0.56,NA
Nick Mullens,QB,MIN,NA,34.97,23.11,263.88,NA,1.63,0.94,NA,2.38,10.01,NA,0.11,NA,16.55,NA,nick-mullens,NumberFire,13968,GB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.96,24.14,#26,12,11,17.5,17.7,17.5,20,0.88,NA
Jared Goff,QB,DET,NA,36,23.44,257.37,NA,1.69,0.67,NA,1.58,5.81,NA,0.07,NA,16.43,NA,jared-goff,NumberFire,12611,DAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.85,24.01,#7,13,12,17.09,17.29,17.09,30,0.57,NA
Geno Smith,QB,SEA,NA,33.05,20.99,238.53,NA,1.52,0.89,NA,3.34,14.06,NA,0.12,NA,15.75,NA,geno-smith-1,NumberFire,11150,PIT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.21,23.29,#10,14,13,16.6,16.78,16.6,28,0.59,NA
Matthew Stafford,QB,LA,NA,33.6,21.16,246.29,NA,1.59,0.72,NA,1.44,5.67,NA,0.06,NA,15.61,NA,matthew-stafford,NumberFire,9431,NYG,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.08,23.14,#20,15,14,16.34,16.43,16.34,NA,NA,NA
Tua Tagovailoa,QB,MIA,NA,35.16,23.46,262.45,NA,1.5,0.75,NA,1.28,5.13,NA,0.05,NA,15.51,NA,tua-tagovailoa,NumberFire,14778,BAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.98,23.04,#2,16,15,16.26,16.46,16.26,31,0.52,NA
Jordan Love,QB,GB,NA,33.46,21.83,230.49,NA,1.49,0.75,NA,2.56,10.96,NA,0.13,NA,15.24,NA,jordan-love,NumberFire,14782,MIN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.73,22.75,#13,19,16,15.99,16.2,15.99,20,0.8,NA
Kyler Murray,QB,ARI,NA,31.82,20.42,207.8,NA,1.03,0.66,NA,6.14,31.65,NA,0.26,NA,15.12,NA,kyler-murray,NumberFire,14056,PHI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.62,22.62,#25,20,17,15.78,16.18,15.78,NA,NA,NA
Baker Mayfield,QB,TB,NA,32.32,20.18,222.89,NA,1.46,0.84,NA,3.56,14.75,NA,0.15,NA,15.06,NA,baker-mayfield,NumberFire,13590,NO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.56,22.56,#9,22,18,15.91,16.15,15.91,22,0.72,NA
Jake Browning,QB,CIN,NA,34.28,23.11,247.48,NA,1.26,0.78,NA,2.88,12.03,NA,0.12,NA,14.97,NA,jake-browning,NumberFire,14358,KC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.48,22.46,#6,23,19,15.76,15.97,15.76,NA,NA,NA
Gardner Minshew,QB,IND,NA,32.6,21.06,219.1,NA,1.36,0.63,NA,3.5,14.84,NA,0.16,NA,14.87,NA,gardner-minshew,NumberFire,14067,LV,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.38,22.36,#14,25,20,15.54,15.83,15.54,29,0.54,NA
Tyrod Taylor,QB,NYG,NA,29.83,18.34,197.38,NA,0.97,0.62,NA,5.97,28.43,NA,0.25,NA,14.47,NA,tyrod-taylor,NumberFire,10413,LA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.01,21.93,#19,26,21,15.04,15.31,15.04,20,0.75,NA
Easton Stick,QB,LAC,NA,33.77,22.39,247.94,NA,0.97,0.73,NA,3.58,14.47,NA,0.11,NA,14.08,NA,easton-stick,NumberFire,14069,DEN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.65,21.51,#24,27,22,14.77,15.02,14.77,20,0.74,NA
Aidan O'Connell,QB,LV,NA,32.44,20.74,225.91,NA,1.31,0.73,NA,1.3,5.45,NA,0.07,NA,13.56,NA,aidan-o-connell,NumberFire,16159,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.16,20.96,#16,28,23,14.33,14.47,14.33,NA,NA,NA
Derek Carr,QB,NO,NA,33.03,22.08,238.68,NA,1.15,0.66,NA,1.92,7.19,NA,0.06,NA,13.54,NA,derek-carr,NumberFire,11644,TB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.14,20.94,#18,29,24,14.23,14.45,14.23,24,0.59,NA
Kenny Pickett,QB,PIT,NA,30.42,19.36,201.39,NA,0.97,0.64,NA,3.68,15.44,NA,0.19,NA,13.15,NA,kenny-pickett,NumberFire,15692,SEA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.78,20.52,#28,31,25,13.78,13.92,13.78,21,0.66,NA
Joe Flacco,QB,CLE,NA,32.78,19.39,209.26,NA,1.11,0.72,NA,2.03,6.91,NA,0.09,NA,12.24,NA,joe-flacco,NumberFire,9064,NYJ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.94,19.54,#3,40,26,12.96,13.19,12.96,20,0.65,NA
Taylor Heinicke,QB,ATL,NA,29.63,18.76,205.78,NA,0.95,0.7,NA,2.47,10.32,NA,0.08,NA,11.92,NA,taylor-heinicke,NumberFire,12476,CHI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.65,19.19,#15,42,27,12.58,12.75,12.58,23,0.55,NA
Bryce Young,QB,CAR,NA,31.16,19.4,194.29,NA,0.85,0.66,NA,3.63,15.81,NA,0.12,NA,11.71,NA,bryce-young,NumberFire,16148,JAC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.45,18.97,#17,45,28,12.37,12.63,12.37,NA,NA,NA
Bailey Zappe,QB,NE,NA,31.62,20.92,218.5,NA,0.85,0.71,NA,1.69,6.91,NA,0.05,NA,11.42,NA,bailey-zappe,NumberFire,15696,BUF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.19,18.65,#11,48,29,12.14,12.32,12.14,20,0.61,NA
Jacoby Brissett,QB,WSH,NA,18.01,11.79,123.8,NA,0.54,0.36,NA,1.52,6.09,NA,0.06,NA,7.23,NA,jacoby-brissett,NumberFire,12616,SF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.42,14.04,#8,93,30,7.54,7.65,7.54,20,0.38,NA
Will Levis,QB,TEN,NA,15.62,9.76,115.35,NA,0.54,0.33,NA,1.81,7.35,NA,0.08,NA,7.14,NA,will-levis,NumberFire,16149,HOU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.34,13.94,#21,96,31,7.44,7.57,7.44,NA,NA,NA
Ryan Tannehill,QB,TEN,NA,15.34,10.04,115.8,NA,0.51,0.37,NA,1.67,7.39,NA,0.09,NA,7.01,NA,ryan-tannehill,NumberFire,10697,HOU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.23,13.79,#21,99,32,7.4,7.51,7.4,NA,NA,NA
Sam Howell,QB,WSH,NA,17.68,11.4,113.81,NA,0.57,0.43,NA,1.52,6.33,NA,0.06,NA,6.89,NA,sam-howell,NumberFire,15693,SF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.12,13.66,#8,102,33,7.28,7.36,7.28,NA,NA,NA
Trevor Siemian,QB,NYJ,NA,16.15,9.04,93.39,NA,0.42,0.46,NA,1.86,7.17,NA,0.06,NA,5.38,NA,trevor-siemian,NumberFire,12381,CLE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.17,11.93,#1,134,34,5.81,5.94,5.81,NA,NA,NA
Zach Wilson,QB,NYJ,NA,15.39,9.03,95.31,NA,0.3,0.36,NA,1.86,7.59,NA,0.06,NA,5.24,NA,zach-wilson,NumberFire,15239,CLE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.29,11.77,#1,137,35,5.55,5.68,5.55,20,0.28,NA
Josh Allen,QB,BUF,NA,NA,NA,270.34,NA,1.95,0.95,NA,NA,38.7,NA,0.32,0.17,22.54,NA,2560955,NFL,13589,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.19
Patrick Mahomes,QB,KC,NA,NA,NA,296.76,NA,2.04,0.72,NA,NA,21.78,NA,0.17,0.02,21.93,NA,2558125,NFL,13116,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.09
Jalen Hurts,QB,PHI,NA,NA,NA,240.35,NA,1.71,0.62,NA,NA,37.45,NA,0.38,0.1,21.22,NA,2564832,NFL,14783,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.09
Dak Prescott,QB,DAL,NA,NA,NA,281.53,NA,2,0.95,NA,NA,15.65,NA,0.2,0.09,20.13,NA,2555260,NFL,12620,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.09
Brock Purdy,QB,SF,NA,NA,NA,297.43,NA,1.91,0.76,NA,NA,10.71,NA,0.12,0.04,19.83,NA,2568216,NFL,15698,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.05
Trevor Lawrence,QB,JAX,NA,NA,NA,251.36,NA,1.67,0.88,NA,NA,23.79,NA,0.22,0.19,18.61,NA,2566163,NFL,15237,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.16
Russell Wilson,QB,DEN,NA,NA,NA,218.88,NA,1.54,0.64,NA,NA,29.63,NA,0.31,0.06,18.34,NA,2532975,NFL,10703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Justin Fields,QB,CHI,NA,NA,NA,187.72,NA,1.18,0.63,NA,NA,54.73,NA,0.29,0.06,18.18,NA,2565920,NFL,15238,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.06
C.J. Stroud,QB,HOU,NA,NA,NA,259.49,NA,1.67,0.68,NA,NA,15.05,NA,0.17,0.12,18.12,NA,2569819,NFL,16150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.07
Matthew Stafford,QB,LA,NA,NA,NA,275.6,NA,1.94,0.65,NA,NA,0.96,NA,0.05,0.04,17.92,NA,79860,NFL,9431,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.06
Kyler Murray,QB,ARI,NA,NA,NA,233.31,NA,1.4,0.87,NA,NA,27.07,NA,0.25,0.06,17.6,NA,2562382,NFL,14056,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.16
Lamar Jackson,QB,BAL,NA,NA,NA,217.34,NA,1.32,0.76,NA,NA,38.33,NA,0.21,0.07,17.53,NA,2560757,NFL,13593,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.06
Jordan Love,QB,GB,NA,NA,NA,270.09,NA,1.67,0.98,NA,NA,11.91,NA,0.12,0.06,17.49,NA,2564007,NFL,14782,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.09
Nick Mullens,QB,MIN,NA,NA,NA,256.68,NA,1.76,0.84,NA,NA,11.54,NA,0.11,0.09,17.44,NA,2558979,NFL,13968,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.09
Derek Carr,QB,NO,NA,NA,NA,257.12,NA,1.68,0.67,NA,NA,3.46,NA,0.07,0.04,16.53,NA,2543499,NFL,11644,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.09
Geno Smith,QB,SEA,NA,NA,NA,242.06,NA,1.64,0.8,NA,NA,11.44,NA,0.11,0.08,16.35,NA,2539335,NFL,11150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03
Jake Browning,QB,CIN,NA,NA,NA,262.84,NA,1.54,1.05,NA,NA,9.86,NA,0.12,0.08,16.28,NA,2562634,NFL,14358,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.08
Tua Tagovailoa,QB,MIA,NA,NA,NA,260.14,NA,1.59,0.95,NA,NA,6.83,NA,0.07,0.13,15.71,NA,2564499,NFL,14778,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gardner Minshew,QB,IND,NA,NA,NA,234.39,NA,1.43,0.63,NA,NA,10.07,NA,0.11,0.07,15.68,NA,2562796,NFL,14067,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.16
Sam Howell,QB,WAS,NA,NA,NA,232.38,NA,1.33,0.94,NA,NA,16.69,NA,0.19,0.06,15.6,NA,2568333,NFL,15693,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.09
Baker Mayfield,QB,TB,NA,NA,NA,231.26,NA,1.46,0.91,NA,NA,12.68,NA,0.11,0.05,15.22,NA,2560800,NFL,13590,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.06
Easton Stick,QB,LAC,NA,NA,NA,219.1,NA,1.38,0.85,NA,NA,16.42,NA,0.16,0.06,15.17,NA,2562745,NFL,14069,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.05
Jared Goff,QB,DET,NA,NA,NA,235.84,NA,1.5,0.7,NA,NA,5.21,NA,0.08,0.1,15.15,NA,2555334,NFL,12611,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.16
Desmond Ridder,QB,ATL,NA,NA,NA,224.98,NA,1.26,1.05,NA,NA,19.87,NA,0.13,0.11,14.67,NA,2567256,NFL,15697,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.09
Tommy DeVito,QB,NYG,NA,NA,NA,178.43,NA,1.12,0.64,NA,NA,26.27,NA,0.15,0.09,13.78,NA,2570578,NFL,16441,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.05
Will Levis,QB,TEN,NA,NA,NA,223.21,NA,1.1,0.97,NA,NA,13.91,NA,0.15,0.09,13.64,NA,2569798,NFL,16149,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.07
Joe Flacco,QB,CLE,NA,NA,NA,234.41,NA,1.32,0.87,NA,NA,2.88,NA,0.06,0.04,13.6,NA,382,NFL,9064,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.06
Bryce Young,QB,CAR,NA,NA,NA,203.09,NA,1.21,0.75,NA,NA,10.13,NA,0.09,0.07,13.08,NA,2569606,NFL,16148,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1
Aidan O'Connell,QB,LV,NA,NA,NA,227.28,NA,1.2,0.97,NA,NA,3.68,NA,0.08,0.06,12.78,NA,2570044,NFL,16159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.05
Kenny Pickett,QB,PIT,NA,NA,NA,186.68,NA,0.99,0.93,NA,NA,18.58,NA,0.15,0.04,12.41,NA,2568162,NFL,15692,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.08
