player,pos,team,games,rec_tgt,rec,rec_yds,rec_yds_g,rec_avg,rec_tds,fumbles_lost,site_pts,site_fppg,src_id,data_src,id,opp,rec_rz_tgt,rec_09_tds,rec_1019_tds,rec_2029_tds,rec_3039_tds,rec_4049_tds,rec_50_tds,rush_yds,rush_tds,return_yds,scoring_opp,bye,draft_rank,rush_att,misc_tds,misc_yds,pct_owned,site_ci_low,site_ci_high,opp_rank,ranks_ovr,ranks_pos,FanDuel FP,fanduel_salary,fanduel_value,draftkings_site_points,draftkings_salary,draftkings_value,yahoo_site_points,yahoo_salary,yahoo_value
Lawrence Cager,TE,NYG,NA,NA,0.2,2.6,NA,NA,0,0,0.4,NA,19701,FantasyPros,15041,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tanner Hudson,TE,CIN,NA,NA,0.2,2.5,NA,NA,0,0,0.4,NA,17826,FantasyPros,14370,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mitchell Wilcox,TE,CIN,NA,NA,0.3,2.3,NA,NA,0,0,0.4,NA,19510,FantasyPros,15563,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Julian Hill,TE,MIA,NA,NA,0.2,1.8,NA,NA,0,0,0.3,NA,25824,FantasyPros,16425,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MyCole Pruitt,TE,ATL,NA,NA,0.2,1.8,NA,NA,0,0,0.3,NA,13964,FantasyPros,12309,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Payne Durham,TE,TB,NA,NA,0.2,2,NA,NA,0,0,0.3,NA,25346,FantasyPros,16218,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
John FitzPatrick,TE,ATL,NA,NA,0.1,1.5,NA,NA,0,0,0.2,NA,24181,FantasyPros,15925,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
James Mitchell,TE,DET,NA,NA,0.1,1.4,NA,NA,0,0,0.2,NA,23174,FantasyPros,15909,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Davis Allen,TE,LAR,NA,NA,0.1,1.3,NA,NA,0,0,0.2,NA,23761,FantasyPros,16219,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brady Russell,TE,SEA,NA,NA,0.1,1.2,NA,NA,0,0,0.2,NA,25731,FantasyPros,16496,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ross Dwelley,TE,SF,NA,NA,0.1,1.1,NA,NA,0,0,0.2,NA,17886,FantasyPros,13988,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Reggie Gilliam,TE,BUF,NA,NA,0.2,1.7,NA,NA,0,0,0.2,NA,19844,FantasyPros,15103,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Giovanni Ricci,TE,CAR,NA,NA,0.1,1,NA,NA,0,0,0.2,NA,19756,FantasyPros,15054,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tre' McKitty,TE,LAC,NA,NA,0.1,0.9,NA,NA,0,0,0.2,NA,22807,FantasyPros,15333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jesper Horsted,TE,LV,NA,NA,0.1,0.9,NA,NA,0,0,0.2,NA,18482,FantasyPros,14752,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tyler Kroft,TE,MIA,NA,NA,0.1,0.8,NA,NA,0,0,0.1,NA,13960,FantasyPros,12212,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Will Mallory,TE,IND,NA,NA,0.1,1.1,NA,NA,0,0,0.1,NA,23821,FantasyPros,16220,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Marcedes Lewis,TE,CHI,NA,NA,0.1,0.8,NA,NA,0,0,0.1,NA,9413,FantasyPros,8269,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Quintin Morris,TE,BUF,NA,NA,0,0.7,NA,NA,0,0,0.1,NA,22820,FantasyPros,15341,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Grant Calcaterra,TE,PHI,NA,NA,0.1,0.6,NA,NA,0,0,0.1,NA,24180,FantasyPros,15804,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Kelce, Travis",TE,KCC,NA,9,6.3,65,NA,NA,0.7,0,10.8,NA,NA,FantasySharks,11244,DEN,1.7,0.5,0.1,0,0.1,0,0,0,0,0,1.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Andrews, Mark",TE,BAL,NA,7.9,5.1,60,NA,NA,0.5,0,8.8,NA,NA,FantasySharks,13671,@TEN,1.3,0.3,0.2,0,0,0,0,0,0,0,0.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hockenson, T.J.",TE,MIN,NA,8.6,6,58,NA,NA,0.4,0.1,8.2,NA,NA,FantasySharks,14138,@CHI,1.2,0.2,0.1,0.1,0,0,0,0,0,0,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Kittle, George",TE,SFO,NA,5.3,3.6,47,NA,NA,0.6,0,8.1,NA,NA,FantasySharks,13299,@CLE,1,0.1,0.2,0,0.2,0,0,0,0,0,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Goedert, Dallas",TE,PHI,NA,7.1,5.3,61,NA,NA,0.3,0,7.7,NA,NA,FantasySharks,13674,@NYJ,1,0.2,0,0.1,0,0,0,0,0,0,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LaPorta, Sam",TE,DET,NA,4.7,3.7,42,NA,NA,0.5,0,7.3,NA,NA,FantasySharks,16214,@TBB,0.6,0.3,0,0,0.1,0.1,0,0,0,0,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Kmet, Cole",TE,CHI,NA,5.5,3.9,41,NA,NA,0.4,0,6.5,NA,NA,FantasySharks,14867,MIN,1,0.2,0.1,0.1,0,0,0,0,0,0,0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hill, Taysom",TE,NOS,NA,1.4,0.9,8,NA,NA,0.2,0,6.5,NA,NA,FantasySharks,13424,@HOU,0.4,0.1,0,0,0,0,0,40,0.1,1,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Waller, Darren",TE,NYG,NA,6.5,4.8,50,NA,NA,0.2,0,6,NA,NA,FantasySharks,12263,@BUF,0.6,0.1,0,0.1,0,0,0,0,0,0,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Henry, Hunter",TE,NEP,NA,5,4,44,NA,NA,0.3,0,5.9,NA,NA,FantasySharks,12676,@LVR,0.5,0.2,0,0,0.1,0,0,0.1,0,0,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ertz, Zach",TE,ARI,NA,7.5,5,41,NA,NA,0.2,0,5.6,NA,NA,FantasySharks,11247,@LAR,1.1,0.2,0,0,0,0,0,0,0,0,0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ferguson, Jake",TE,DAL,NA,5.4,3.6,33,NA,NA,0.3,0,5.2,NA,NA,FantasySharks,15799,@LAC,1.6,0.3,0,0,0,0,0,0,0,0,1.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Engram, Evan",TE,JAC,NA,6.7,4.8,44,NA,NA,0.1,0,5.1,NA,NA,FantasySharks,13189,IND,0.4,0.1,0,0,0,0,0,0,0,0,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Fant, Noah",TE,SEA,NA,4.1,3.3,39,NA,NA,0.2,0,5,NA,NA,FantasySharks,14137,@CIN,0.4,0.1,0,0,0,0,0,0.1,0,0,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Thomas, Logan",TE,WAS,NA,5.9,3.8,36,NA,NA,0.2,0.1,5,NA,NA,FantasySharks,11647,@ATL,1,0.2,0,0,0,0,0,0,0,0,0.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Johnson, Juwan",TE,NOS,NA,3.1,2,21,NA,NA,0.3,0,4.9,NA,NA,FantasySharks,14861,@HOU,0.5,0.2,0.1,0,0,0,0,5,0,0,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Schultz, Dalton",TE,HOU,NA,4.5,2.9,29,NA,NA,0.3,0,4.8,NA,NA,FantasySharks,13772,NOS,0.9,0.2,0.1,0,0,0,0,0,0,0,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pitts, Kyle",TE,ATL,NA,6.3,3.3,41,NA,NA,0.1,0,4.6,NA,NA,FantasySharks,15329,WAS,0.7,0.1,0,0,0,0,0,-0.3,0,0,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Njoku, David",TE,CLE,NA,5,3.6,35,NA,NA,0.2,0.1,4.5,NA,NA,FantasySharks,13192,SFO,0.9,0.1,0.1,0,0,0,0,-0.3,0,0,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Higbee, Tyler",TE,LAR,NA,5.7,3.8,38,NA,NA,0.1,0,4.5,NA,NA,FantasySharks,12678,ARI,0.6,0.1,0,0,0,0,0,0,0,0,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Everett, Gerald",TE,LAC,NA,4.5,3.3,31,NA,NA,0.2,0,4.3,NA,NA,FantasySharks,13236,DAL,0.8,0.1,0,0,0,0,0,0,0,0,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Conklin, Tyler",TE,NYJ,NA,5.5,3.7,39,NA,NA,0.1,0,4.3,NA,NA,FantasySharks,13675,PHI,0.3,0.1,0,0,0,0,0,0,0,0,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Knox, Dawson",TE,BUF,NA,4,2.7,27,NA,NA,0.2,0,4,NA,NA,FantasySharks,14143,NYG,0.7,0.1,0.1,0,0,0,0,0.1,0,0,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Otton, Cade",TE,TBB,NA,4.9,3.1,26,NA,NA,0.2,0,3.9,NA,NA,FantasySharks,15802,DET,1.1,0.2,0,0,0,0,0,0,0,0,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Smythe, Durham",TE,MIA,NA,3.7,2.5,27,NA,NA,0.1,0,3.7,NA,NA,FantasySharks,13676,CAR,0.5,0.1,0,0,0,0,0,0,0,0,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dulcich, Greg",TE,DEN,NA,3.2,2,22,NA,NA,0.2,0,3.4,NA,NA,FantasySharks,15797,@KCC,0.4,0.1,0,0,0,0,0,0,0,0,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Okonkwo, Chigoziem",TE,TEN,NA,3.7,2.6,26,NA,NA,0.1,0,3.4,NA,NA,FantasySharks,15889,BAL,0.5,0.1,0,0,0,0,0,0,0,0,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Gray, Noah",TE,KCC,NA,2.8,2,24,NA,NA,0.1,0,3.3,NA,NA,FantasySharks,15337,DEN,0.1,0,0,0,0.1,0,0,0.1,0,0,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Smith, Jonnu",TE,ATL,NA,4,3.1,35,NA,NA,0,0.1,3.3,NA,NA,FantasySharks,13193,WAS,0.4,0,0,0,0,0,0,0.1,0,1,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hurst, Hayden",TE,CAR,NA,3.8,2.6,21,NA,NA,0.2,0,3.1,NA,NA,FantasySharks,13680,@MIA,0.6,0.1,0,0,0,0,0,0,0,0.1,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Parham, Donald",TE,LAC,NA,2,1.2,10,NA,NA,0.3,0,3,NA,NA,FantasySharks,14341,DAL,0.8,0.3,0,0,0,0,0,0,0,0,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dissly, Will",TE,SEA,NA,2.8,2.2,23,NA,NA,0.1,0,2.8,NA,NA,FantasySharks,13763,@CIN,0.3,0,0,0,0,0,0,0,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Kincaid, Dalton",TE,BUF,NA,3,2.5,20,NA,NA,0.1,0,2.8,NA,NA,FantasySharks,16213,NYG,0.2,0.1,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hooper, Austin",TE,LVR,NA,2.9,1.9,22,NA,NA,0.1,0,2.7,NA,NA,FantasySharks,12677,NEP,0.3,0,0,0,0,0,0,0,0,0,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Uzomah, C.J.",TE,NYJ,NA,2.5,1.8,16,NA,NA,0.2,0,2.7,NA,NA,FantasySharks,12317,PHI,0.3,0.1,0,0,0,0,0,0,0,0,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Parkinson, Colby",TE,SEA,NA,2.5,1.6,23,NA,NA,0.1,0,2.7,NA,NA,FantasySharks,14871,@CIN,0.2,0,0,0.1,0,0,0,0,0,0,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tremble, Tommy",TE,CAR,NA,2.1,1,10,NA,NA,0.3,0,2.6,NA,NA,FantasySharks,15332,@MIA,0.6,0.2,0,0,0,0,0,0,0,0,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Likely, Isaiah",TE,BAL,NA,3.2,1.8,19,NA,NA,0.1,0,2.5,NA,NA,FantasySharks,15798,@TEN,0.5,0.1,0,0,0,0,0,0,0,0,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Smith Jr., Irv",TE,CIN,NA,3.9,2.8,21,NA,NA,0.1,0,2.5,NA,NA,FantasySharks,14141,SEA,0.5,0.1,0,0,0,0,0,0,0,0,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Alie-Cox, Mo",TE,IND,NA,2.3,1.3,16,NA,NA,0.2,0,2.5,NA,NA,FantasySharks,13246,@JAC,0.4,0.1,0,0,0.1,0,0,0,0,0,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Granson, Kylen",TE,IND,NA,3.8,2.3,19,NA,NA,0.1,0,2.4,NA,NA,FantasySharks,15419,@JAC,0.7,0.1,0,0,0,0,0,0,0,1,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Gesicki, Mike",TE,NEP,NA,3.2,2,21,NA,NA,0.1,0,2.3,NA,NA,FantasySharks,13672,@LVR,0.3,0,0,0,0,0,0,0,0,0,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Trautman, Adam",TE,DEN,NA,2.6,1.8,15,NA,NA,0.1,0,2.3,NA,NA,FantasySharks,14870,@KCC,0.8,0.1,0,0,0,0,0,0,0,0,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bates, John",TE,WAS,NA,2.6,1.8,19,NA,NA,0.1,0,2.3,NA,NA,FantasySharks,15344,@ATL,0.3,0,0.1,0,0,0,0,0.1,0,0,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pruitt, MyCole",TE,ATL,NA,1.3,0.8,9,NA,NA,0.2,0,2,NA,NA,FantasySharks,12309,WAS,0.5,0.2,0,0,0,0,0,0,0,0,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Jordan, Brevin",TE,HOU,NA,2,1.1,11,NA,NA,0.1,0,1.9,NA,NA,FantasySharks,15330,NOS,0.3,0.1,0,0,0,0,0,0,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bryant, Harrison",TE,CLE,NA,2.2,1.5,9,NA,NA,0.1,0,1.9,NA,NA,FantasySharks,14875,SFO,0.4,0.1,0,0,0,0,0,1,0,0,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Wright, Brock",TE,DET,NA,1.8,1.5,14,NA,NA,0.1,0,1.8,NA,NA,FantasySharks,15626,@TBB,0.3,0.1,0,0,0,0,0,0,0,0,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Oliver, Josh",TE,MIN,NA,2,1.6,12,NA,NA,0.1,0.1,1.8,NA,NA,FantasySharks,14209,@CHI,0.4,0.1,0,0,0,0,0,0,0,0,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Quitoriano, Teagan",TE,HOU,NA,1.5,1,13,NA,NA,0.1,0,1.8,NA,NA,FantasySharks,15905,NOS,0.2,0.1,0,0,0,0,0,0,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"McBride, Trey",TE,ARI,NA,2.9,2,17,NA,NA,0,0,1.8,NA,NA,FantasySharks,15794,@LAR,0,0,0,0,0,0,0,0,0,0.1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tonyan, Robert",TE,CHI,NA,2.4,1.5,13,NA,NA,0.1,0,1.6,NA,NA,FantasySharks,13427,MIN,0.3,0,0,0.1,0,0,0,0,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Moreau, Foster",TE,NOS,NA,1.4,1,10,NA,NA,0.1,0,1.6,NA,NA,FantasySharks,14239,@HOU,0.2,0.1,0,0,0,0,0,2,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Wesco, Trevon",TE,TEN,NA,1.8,1.2,14,NA,NA,0,0,1.5,NA,NA,FantasySharks,14231,BAL,0.1,0,0,0,0,0,0,-0.1,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mallory, Will",TE,IND,NA,2,0.9,16,NA,NA,0,0,1.5,NA,NA,FantasySharks,16220,@JAC,0.1,0,0,0,0,0,0,0,0,0,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Akins, Jordan",TE,CLE,NA,2,1.3,11,NA,NA,0.1,0,1.5,NA,NA,FantasySharks,13753,SFO,0.3,0,0,0,0,0,0,0,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mayer, Michael",TE,LVR,NA,1.8,1.1,13,NA,NA,0,0,1.5,NA,NA,FantasySharks,16212,NEP,0.2,0,0,0,0,0,0,0,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Woods, Jelani",TE,IND,NA,1.5,0.7,11,NA,NA,0.1,0,1.4,NA,NA,FantasySharks,15840,@JAC,0.1,0,0,0,0,0,0,0,0,0,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bellinger, Daniel",TE,NYG,NA,1.9,1.4,11,NA,NA,0,0,1.3,NA,NA,FantasySharks,15873,@BUF,0.1,0,0,0,0,0,0,0.1,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mitchell, James",TE,DET,NA,0.9,0.9,9,NA,NA,0.1,0,1.3,NA,NA,FantasySharks,15909,@TBB,0.1,0.1,0,0,0,0,0,0,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Thomas, Ian",TE,CAR,NA,1.9,1.1,12,NA,NA,0,0,1.2,NA,NA,FantasySharks,13678,@MIA,0.3,0,0,0,0,0,0,0,0,0,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hopkins, Brycen",TE,LAR,NA,1.2,0.8,12,NA,NA,0,0,1.2,NA,NA,FantasySharks,14868,ARI,0.1,0,0,0,0,0,0,0,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Schoonmaker, Luke",TE,DAL,NA,1.3,0.4,3,NA,NA,0.1,0,1.2,NA,NA,FantasySharks,16221,@LAC,0.6,0.1,0,0,0,0,0,0,0,0,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Kieft, Ko",TE,TBB,NA,2,1,8,NA,NA,0.1,0,1.1,NA,NA,FantasySharks,15929,DET,0.4,0.1,0,0,0,0,0,0,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mundt, Johnny",TE,MIN,NA,1.2,1.1,10,NA,NA,0,0,1,NA,NA,FantasySharks,13940,@CHI,0.1,0,0,0,0,0,0,0,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Wilcox, Mitchell",TE,CIN,NA,1.8,1.4,10,NA,NA,0,0,1,NA,NA,FantasySharks,15563,SEA,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Farrell, Luke",TE,JAC,NA,1.4,1,10,NA,NA,0,0,1,NA,NA,FantasySharks,15335,IND,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Stoll, Jack",TE,PHI,NA,1.4,1.1,9,NA,NA,0,0,0.9,NA,NA,FantasySharks,15541,@NYJ,0.2,0,0,0,0,0,0,0,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
